language,symbol,symbol_id
rust,sym_reference_type,232
rust,sym_pointer_type,233
rust,sym_never_type,234
rust,sym_abstract_type,235
rust,sym_dynamic_type,236
rust,sym__expression_except_range,237
rust,sym__expression,238
rust,sym_macro_invocation,239
rust,sym_delim_token_tree,240
rust,sym__delim_tokens,241
rust,sym__non_delim_token,242
rust,sym_scoped_identifier,243
rust,sym_scoped_type_identifier_in_expression_position,244
rust,sym_scoped_type_identifier,245
rust,sym_range_expression,246
rust,sym_unary_expression,247
rust,sym_try_expression,248
rust,sym_reference_expression,249
rust,sym_binary_expression,250
rust,sym_assignment_expression,251
rust,sym_compound_assignment_expr,252
rust,sym_type_cast_expression,253
rust,sym_return_expression,254
rust,sym_yield_expression,255
rust,sym_call_expression,256
rust,sym_arguments,257
rust,sym_array_expression,258
rust,sym_parenthesized_expression,259
rust,sym_tuple_expression,260
rust,sym_unit_expression,261
rust,sym_struct_expression,262
rust,sym_field_initializer_list,263
rust,sym_shorthand_field_initializer,264
rust,sym_field_initializer,265
rust,sym_base_field_initializer,266
rust,sym_if_expression,267
rust,sym_let_condition,268
rust,sym__let_chain,269
rust,sym__condition,270
rust,sym_else_clause,271
rust,sym_match_expression,272
rust,sym_match_block,273
rust,sym_match_arm,274
rust,sym_last_match_arm,275
rust,sym_match_pattern,276
rust,sym_while_expression,277
rust,sym_loop_expression,278
rust,sym_for_expression,279
rust,sym_const_block,280
rust,sym_closure_expression,281
rust,sym_closure_parameters,282
rust,sym_label,283
rust,sym_break_expression,284
rust,sym_continue_expression,285
rust,sym_index_expression,286
rust,sym_await_expression,287
rust,sym_field_expression,288
rust,sym_unsafe_block,289
rust,sym_async_block,290
rust,sym_gen_block,291
rust,sym_try_block,292
rust,sym_block,293
rust,sym__pattern,294
rust,sym_generic_pattern,295
rust,sym_tuple_pattern,296
rust,sym_slice_pattern,297
rust,sym_tuple_struct_pattern,298
rust,sym_struct_pattern,299
rust,sym_field_pattern,300
rust,sym_remaining_field_pattern,301
rust,sym_mut_pattern,302
rust,sym_range_pattern,303
rust,sym_ref_pattern,304
rust,sym_captured_pattern,305
rust,sym_reference_pattern,306
rust,sym_or_pattern,307
rust,sym__literal,308
rust,sym__literal_pattern,309
rust,sym_negative_literal,310
rust,sym_string_literal,311
rust,sym_raw_string_literal,312
rust,sym_boolean_literal,313
rust,sym_line_comment,314
rust,sym__line_doc_comment_marker,315
rust,sym__inner_line_doc_comment_marker,316
rust,sym__outer_line_doc_comment_marker,317
rust,sym_block_comment,318
rust,sym__block_doc_comment_marker,319
rust,aux_sym_source_file_repeat1,320
rust,aux_sym_macro_definition_repeat1,321
rust,aux_sym_token_tree_pattern_repeat1,322
rust,aux_sym_token_tree_repeat1,323
rust,aux_sym__non_special_token_repeat1,324
rust,aux_sym_declaration_list_repeat1,325
rust,aux_sym_enum_variant_list_repeat1,326
rust,aux_sym_enum_variant_list_repeat2,327
rust,aux_sym_field_declaration_list_repeat1,328
rust,aux_sym_ordered_field_declaration_list_repeat1,329
rust,aux_sym_function_modifiers_repeat1,330
rust,aux_sym_where_clause_repeat1,331
rust,aux_sym_trait_bounds_repeat1,332
rust,aux_sym_type_parameters_repeat1,333
rust,aux_sym_use_list_repeat1,334
rust,aux_sym_parameters_repeat1,335
rust,aux_sym_for_lifetimes_repeat1,336
rust,aux_sym_tuple_type_repeat1,337
rust,aux_sym_use_bounds_repeat1,338
rust,aux_sym_type_arguments_repeat1,339
rust,aux_sym_delim_token_tree_repeat1,340
rust,aux_sym_arguments_repeat1,341
rust,aux_sym_tuple_expression_repeat1,342
rust,aux_sym_field_initializer_list_repeat1,343
rust,aux_sym_match_block_repeat1,344
rust,aux_sym_match_arm_repeat1,345
rust,aux_sym_closure_parameters_repeat1,346
rust,aux_sym_tuple_pattern_repeat1,347
rust,aux_sym_slice_pattern_repeat1,348
rust,aux_sym_struct_pattern_repeat1,349
rust,aux_sym_string_literal_repeat1,350
rust,alias_sym_field_identifier,351
rust,alias_sym_let_chain,352
rust,alias_sym_shorthand_field_identifier,353
rust,alias_sym_type_identifier,354
cpp,sym_identifier,1
cpp,aux_sym_preproc_include_token1,2
cpp,aux_sym_preproc_include_token2,3
cpp,aux_sym_preproc_def_token1,4
cpp,anon_sym_LPAREN,5
cpp,anon_sym_DOT_DOT_DOT,6
cpp,anon_sym_COMMA,7
cpp,anon_sym_RPAREN,8
cpp,aux_sym_preproc_if_token1,9
cpp,anon_sym_LF,10
cpp,aux_sym_preproc_if_token2,11
cpp,aux_sym_preproc_ifdef_token1,12
cpp,aux_sym_preproc_ifdef_token2,13
cpp,aux_sym_preproc_else_token1,14
cpp,aux_sym_preproc_elif_token1,15
cpp,aux_sym_preproc_elifdef_token1,16
cpp,aux_sym_preproc_elifdef_token2,17
cpp,sym_preproc_arg,18
cpp,sym_preproc_directive,19
cpp,anon_sym_LPAREN2,20
cpp,anon_sym_defined,21
cpp,anon_sym_BANG,22
cpp,anon_sym_TILDE,23
cpp,anon_sym_DASH,24
cpp,anon_sym_PLUS,25
cpp,anon_sym_STAR,26
cpp,anon_sym_SLASH,27
cpp,anon_sym_PERCENT,28
cpp,anon_sym_PIPE_PIPE,29
cpp,anon_sym_AMP_AMP,30
cpp,anon_sym_PIPE,31
cpp,anon_sym_CARET,32
cpp,anon_sym_AMP,33
cpp,anon_sym_EQ_EQ,34
cpp,anon_sym_BANG_EQ,35
cpp,anon_sym_GT,36
cpp,anon_sym_GT_EQ,37
cpp,anon_sym_LT_EQ,38
cpp,anon_sym_LT,39
cpp,anon_sym_LT_LT,40
cpp,anon_sym_GT_GT,41
cpp,anon_sym_SEMI,42
cpp,anon_sym___extension__,43
cpp,anon_sym_typedef,44
cpp,anon_sym_virtual,45
cpp,anon_sym_extern,46
cpp,anon_sym___attribute__,47
cpp,anon_sym___attribute,48
cpp,anon_sym_using,49
cpp,anon_sym_COLON,50
cpp,anon_sym_COLON_COLON,51
cpp,anon_sym_LBRACK_LBRACK,52
cpp,anon_sym_RBRACK_RBRACK,53
cpp,anon_sym___declspec,54
cpp,anon_sym___based,55
cpp,anon_sym___cdecl,56
cpp,anon_sym___clrcall,57
cpp,anon_sym___stdcall,58
cpp,anon_sym___fastcall,59
cpp,anon_sym___thiscall,60
cpp,anon_sym___vectorcall,61
cpp,sym_ms_restrict_modifier,62
cpp,sym_ms_unsigned_ptr_modifier,63
cpp,sym_ms_signed_ptr_modifier,64
cpp,anon_sym__unaligned,65
cpp,anon_sym___unaligned,66
cpp,anon_sym_LBRACE,67
cpp,anon_sym_RBRACE,68
cpp,anon_sym_signed,69
cpp,anon_sym_unsigned,70
cpp,anon_sym_long,71
cpp,anon_sym_short,72
cpp,anon_sym_LBRACK,73
cpp,anon_sym_static,74
cpp,anon_sym_RBRACK,75
cpp,anon_sym_EQ,76
cpp,anon_sym_register,77
cpp,anon_sym_inline,78
cpp,anon_sym___inline,79
cpp,anon_sym___inline__,80
cpp,anon_sym___forceinline,81
cpp,anon_sym_thread_local,82
cpp,anon_sym___thread,83
cpp,anon_sym_const,84
cpp,anon_sym_constexpr,85
cpp,anon_sym_volatile,86
cpp,anon_sym_restrict,87
cpp,anon_sym___restrict__,88
cpp,anon_sym__Atomic,89
cpp,anon_sym__Noreturn,90
cpp,anon_sym_noreturn,91
cpp,anon_sym__Nonnull,92
cpp,anon_sym_mutable,93
cpp,anon_sym_constinit,94
cpp,anon_sym_consteval,95
cpp,anon_sym_alignas,96
cpp,anon_sym__Alignas,97
cpp,sym_primitive_type,98
cpp,anon_sym_enum,99
cpp,anon_sym_class,100
cpp,anon_sym_struct,101
cpp,anon_sym_union,102
cpp,anon_sym_if,103
cpp,anon_sym_else,104
cpp,anon_sym_switch,105
cpp,anon_sym_case,106
cpp,anon_sym_default,107
cpp,anon_sym_while,108
cpp,anon_sym_do,109
cpp,anon_sym_for,110
cpp,anon_sym_return,111
cpp,anon_sym_break,112
cpp,anon_sym_continue,113
cpp,anon_sym_goto,114
cpp,anon_sym___try,115
cpp,anon_sym___except,116
cpp,anon_sym___finally,117
cpp,anon_sym___leave,118
cpp,anon_sym_QMARK,119
cpp,anon_sym_STAR_EQ,120
cpp,anon_sym_SLASH_EQ,121
cpp,anon_sym_PERCENT_EQ,122
cpp,anon_sym_PLUS_EQ,123
cpp,anon_sym_DASH_EQ,124
cpp,anon_sym_LT_LT_EQ,125
cpp,anon_sym_GT_GT_EQ,126
cpp,anon_sym_AMP_EQ,127
cpp,anon_sym_CARET_EQ,128
cpp,anon_sym_PIPE_EQ,129
cpp,anon_sym_and_eq,130
cpp,anon_sym_or_eq,131
cpp,anon_sym_xor_eq,132
cpp,anon_sym_not,133
cpp,anon_sym_compl,134
cpp,anon_sym_LT_EQ_GT,135
cpp,anon_sym_or,136
cpp,anon_sym_and,137
cpp,anon_sym_bitor,138
cpp,anon_sym_xor,139
cpp,anon_sym_bitand,140
cpp,anon_sym_not_eq,141
cpp,anon_sym_DASH_DASH,142
cpp,anon_sym_PLUS_PLUS,143
cpp,anon_sym_sizeof,144
cpp,anon_sym___alignof__,145
cpp,anon_sym___alignof,146
cpp,anon_sym__alignof,147
cpp,anon_sym_alignof,148
cpp,anon_sym__Alignof,149
cpp,anon_sym_offsetof,150
cpp,anon_sym__Generic,151
cpp,anon_sym_typename,152
cpp,anon_sym_asm,153
cpp,anon_sym___asm__,154
cpp,anon_sym___asm,155
cpp,anon_sym___volatile__,156
cpp,anon_sym_DOT,157
cpp,anon_sym_DOT_STAR,158
cpp,anon_sym_DASH_GT,159
cpp,sym_number_literal,160
cpp,anon_sym_L_SQUOTE,161
cpp,anon_sym_u_SQUOTE,162
cpp,anon_sym_U_SQUOTE,163
cpp,anon_sym_u8_SQUOTE,164
cpp,anon_sym_SQUOTE,165
cpp,aux_sym_char_literal_token1,166
cpp,anon_sym_L_DQUOTE,167
cpp,anon_sym_u_DQUOTE,168
cpp,anon_sym_U_DQUOTE,169
cpp,anon_sym_u8_DQUOTE,170
cpp,anon_sym_DQUOTE,171
cpp,aux_sym_string_literal_token1,172
cpp,sym_escape_sequence,173
cpp,sym_system_lib_string,174
cpp,sym_true,175
cpp,sym_false,176
cpp,anon_sym_NULL,177
cpp,anon_sym_nullptr,178
cpp,sym_comment,179
cpp,sym_auto,180
cpp,anon_sym_decltype,181
cpp,anon_sym_final,182
cpp,anon_sym_override,183
cpp,anon_sym_explicit,184
cpp,anon_sym_export,185
cpp,anon_sym_module,186
cpp,anon_sym_import,187
cpp,anon_sym_private,188
cpp,anon_sym_template,189
cpp,anon_sym_GT2,190
cpp,anon_sym_operator,191
cpp,anon_sym_try,192
cpp,anon_sym_delete,193
