language,parse_state,small_table_offset
r,1659,133828
r,1660,133871
r,1661,133914
r,1662,133957
r,1663,134000
r,1664,134043
r,1665,134086
r,1666,134129
r,1667,134172
r,1668,134215
r,1669,134258
r,1670,134301
r,1671,134344
r,1672,134387
r,1673,134430
r,1674,134473
r,1675,134516
r,1676,134559
r,1677,134602
r,1678,134649
r,1679,134692
r,1680,134735
r,1681,134778
r,1682,134821
r,1683,134864
r,1684,134907
r,1685,134950
r,1686,134993
r,1687,135036
r,1688,135079
r,1689,135122
r,1690,135165
r,1691,135208
r,1692,135251
r,1693,135294
r,1694,135337
r,1695,135380
r,1696,135423
r,1697,135466
r,1698,135509
r,1699,135552
r,1700,135595
r,1701,135638
r,1702,135681
r,1703,135724
r,1704,135767
r,1705,135810
r,1706,135853
r,1707,135896
r,1708,135939
r,1709,135982
r,1710,136025
r,1711,136068
r,1712,136111
r,1713,136154
r,1714,136197
r,1715,136240
r,1716,136283
r,1717,136326
r,1718,136369
r,1719,136412
r,1720,136455
r,1721,136498
r,1722,136541
r,1723,136584
r,1724,136627
r,1725,136670
r,1726,136713
r,1727,136756
r,1728,136798
r,1729,136840
r,1730,136882
r,1731,136924
r,1732,136966
r,1733,137008
r,1734,137050
r,1735,137092
r,1736,137134
r,1737,137176
r,1738,137218
r,1739,137260
r,1740,137302
r,1741,137344
r,1742,137386
r,1743,137428
r,1744,137470
r,1745,137512
r,1746,137554
r,1747,137596
r,1748,137638
r,1749,137682
r,1750,137724
r,1751,137766
r,1752,137808
r,1753,137850
r,1754,137892
r,1755,137934
r,1756,137976
r,1757,138018
r,1758,138060
r,1759,138102
r,1760,138144
r,1761,138186
r,1762,138230
r,1763,138272
r,1764,138314
r,1765,138356
r,1766,138398
r,1767,138440
r,1768,138482
r,1769,138524
r,1770,138566
r,1771,138608
r,1772,138650
r,1773,138692
r,1774,138734
r,1775,138776
r,1776,138818
r,1777,138860
r,1778,138902
r,1779,138944
r,1780,138986
r,1781,139028
r,1782,139070
r,1783,139112
r,1784,139154
r,1785,139196
r,1786,139238
r,1787,139280
r,1788,139322
r,1789,139364
r,1790,139406
r,1791,139448
r,1792,139490
r,1793,139532
r,1794,139574
r,1795,139618
r,1796,139660
r,1797,139702
r,1798,139744
r,1799,139786
r,1800,139828
r,1801,139870
r,1802,139912
r,1803,139954
r,1804,139996
r,1805,140038
r,1806,140065
r,1807,140086
r,1808,140105
r,1809,140124
r,1810,140143
r,1811,140162
r,1812,140181
r,1813,140200
r,1814,140219
r,1815,140238
r,1816,140257
r,1817,140276
r,1818,140295
r,1819,140314
r,1820,140333
r,1821,140352
r,1822,140371
r,1823,140390
r,1824,140409
r,1825,140428
r,1826,140447
r,1827,140466
r,1828,140482
r,1829,140498
r,1830,140514
r,1831,140528
r,1832,140542
r,1833,140558
r,1834,140572
r,1835,140586
r,1836,140600
r,1837,140616
r,1838,140630
r,1839,140646
r,1840,140662
r,1841,140678
r,1842,140694
r,1843,140710
r,1844,140726
r,1845,140740
r,1846,140754
r,1847,140770
r,1848,140786
r,1849,140800
r,1850,140816
r,1851,140832
r,1852,140846
r,1853,140860
r,1854,140874
r,1855,140888
r,1856,140904
r,1857,140920
r,1858,140934
r,1859,140950
r,1860,140966
r,1861,140982
r,1862,140996
r,1863,141012
r,1864,141028
r,1865,141044
r,1866,141060
r,1867,141076
r,1868,141092
r,1869,141108
r,1870,141122
r,1871,141136
r,1872,141150
r,1873,141164
r,1874,141178
r,1875,141192
r,1876,141206
r,1877,141222
r,1878,141238
r,1879,141252
r,1880,141268
r,1881,141284
r,1882,141300
r,1883,141316
r,1884,141332
r,1885,141348
r,1886,141362
r,1887,141376
r,1888,141392
r,1889,141406
r,1890,141420
r,1891,141434
r,1892,141448
r,1893,141462
r,1894,141476
r,1895,141492
r,1896,141508
r,1897,141524
r,1898,141540
r,1899,141556
r,1900,141572
r,1901,141588
r,1902,141604
r,1903,141620
r,1904,141636
r,1905,141652
r,1906,141666
r,1907,141682
r,1908,141698
r,1909,141714
r,1910,141730
r,1911,141746
r,1912,141762
r,1913,141778
r,1914,141794
r,1915,141810
r,1916,141826
r,1917,141842
r,1918,141858
r,1919,141874
r,1920,141888
r,1921,141902
r,1922,141918
r,1923,141934
r,1924,141950
r,1925,141966
r,1926,141980
r,1927,141994
r,1928,142008
r,1929,142024
r,1930,142038
r,1931,142054
r,1932,142070
r,1933,142086
r,1934,142102
r,1935,142118
r,1936,142134
r,1937,142150
r,1938,142166
r,1939,142182
r,1940,142196
r,1941,142212
r,1942,142228
r,1943,142244
r,1944,142260
r,1945,142276
r,1946,142292
r,1947,142308
r,1948,142324
r,1949,142338
r,1950,142354
r,1951,142370
r,1952,142386
r,1953,142400
r,1954,142416
r,1955,142432
r,1956,142448
r,1957,142464
r,1958,142480
r,1959,142496
r,1960,142512
r,1961,142528
r,1962,142542
r,1963,142558
r,1964,142574
r,1965,142590
r,1966,142606
r,1967,142622
r,1968,142638
r,1969,142654
r,1970,142670
r,1971,142686
r,1972,142702
r,1973,142718
r,1974,142734
r,1975,142750
r,1976,142766
r,1977,142782
r,1978,142798
r,1979,142814
r,1980,142830
r,1981,142846
r,1982,142862
r,1983,142878
r,1984,142894
r,1985,142910
r,1986,142926
r,1987,142942
r,1988,142958
r,1989,142974
r,1990,142990
r,1991,143006
r,1992,143022
r,1993,143038
r,1994,143054
r,1995,143070
r,1996,143086
r,1997,143102
r,1998,143118
r,1999,143134
r,2000,143150
r,2001,143166
r,2002,143182
r,2003,143198
r,2004,143214
r,2005,143230
r,2006,143246
r,2007,143262
r,2008,143278
r,2009,143294
r,2010,143310
r,2011,143326
r,2012,143342
r,2013,143358
r,2014,143374
r,2015,143390
r,2016,143406
r,2017,143422
r,2018,143438
r,2019,143454
r,2020,143470
r,2021,143486
r,2022,143497
r,2023,143506
r,2024,143515
r,2025,143524
r,2026,143535
r,2027,143544
r,2028,143553
r,2029,143562
r,2030,143575
r,2031,143584
r,2032,143593
r,2033,143604
r,2034,143613
r,2035,143622
r,2036,143635
r,2037,143644
r,2038,143653
r,2039,143662
r,2040,143671
r,2041,143680
r,2042,143693
r,2043,143702
r,2044,143711
r,2045,143720
r,2046,143729
r,2047,143738
r,2048,143747
r,2049,143760
r,2050,143773
r,2051,143781
r,2052,143791
r,2053,143801
r,2054,143811
r,2055,143819
r,2056,143829
r,2057,143837
r,2058,143845
r,2059,143855
r,2060,143863
r,2061,143871
r,2062,143879
r,2063,143887
r,2064,143897
r,2065,143905
r,2066,143913
r,2067,143921
r,2068,143931
r,2069,143939
r,2070,143949
r,2071,143957
r,2072,143965
r,2073,143975
r,2074,143985
r,2075,143993
r,2076,144001
r,2077,144009
r,2078,144017
r,2079,144024
r,2080,144031
r,2081,144038
r,2082,144045
r,2083,144052
r,2084,144059
r,2085,144066
r,2086,144073
r,2087,144080
r,2088,144087
r,2089,144094
r,2090,144101
r,2091,144108
r,2092,144115
r,2093,144122
r,2094,144129
r,2095,144136
r,2096,144143
r,2097,144150
r,2098,144157
r,2099,144164
r,2100,144171
r,2101,144178
r,2102,144185
r,2103,144192
r,2104,144199
r,2105,144206
r,2106,144213
r,2107,144220
r,2108,144227
r,2109,144234
r,2110,144241
r,2111,144248
go,29,0
go,30,131
go,31,262
go,32,393
go,33,524
go,34,655
go,35,786
go,36,914
go,37,1042
go,38,1170
go,39,1298
go,40,1426
go,41,1554
go,42,1682
go,43,1810
go,44,1938
go,45,2066
go,46,2194
go,47,2322
go,48,2447
go,49,2569
go,50,2689
go,51,2808
go,52,2927
go,53,3046
go,54,3165
go,55,3284
go,56,3403
go,57,3522
go,58,3641
go,59,3760
go,60,3879
go,61,3998
go,62,4117
go,63,4236
go,64,4355
go,65,4474
go,66,4593
go,67,4712
go,68,4831
go,69,4950
go,70,5069
go,71,5188
go,72,5307
go,73,5426
go,74,5545
go,75,5664
go,76,5783
go,77,5902
go,78,6021
go,79,6140
go,80,6259
go,81,6378
go,82,6494
go,83,6610
go,84,6726
go,85,6842
go,86,6958
go,87,7074
go,88,7190
go,89,7306
go,90,7422
go,91,7538
go,92,7654
go,93,7770
go,94,7886
go,95,8002
go,96,8118
go,97,8234
go,98,8350
go,99,8466
go,100,8582
go,101,8698
go,102,8814
go,103,8930
go,104,9046
go,105,9162
go,106,9278
go,107,9394
go,108,9510
go,109,9626
go,110,9742
go,111,9858
go,112,9974
go,113,10090
go,114,10206
go,115,10322
go,116,10438
go,117,10554
go,118,10670
go,119,10786
go,120,10902
go,121,11018
go,122,11134
go,123,11250
go,124,11366
go,125,11482
go,126,11598
go,127,11714
go,128,11830
go,129,11946
go,130,12062
go,131,12178
go,132,12291
go,133,12404
go,134,12517
go,135,12630
go,136,12743
go,137,12856
go,138,12969
go,139,13082
go,140,13195
go,141,13308
go,142,13421
go,143,13534
go,144,13647
go,145,13760
go,146,13873
go,147,13986
go,148,14099
go,149,14212
go,150,14325
go,151,14438
go,152,14551
go,153,14664
go,154,14777
go,155,14890
go,156,15003
go,157,15116
go,158,15229
go,159,15342
go,160,15455
go,161,15568
