language,lexer_function,lex_state,token_symbol
r,ts_lex,73,aux_sym__single_quoted_string_content_token1
r,ts_lex,74,aux_sym__single_quoted_string_content_token1
r,ts_lex,75,aux_sym__double_quoted_string_content_token1
r,ts_lex,76,aux_sym__double_quoted_string_content_token1
r,ts_lex,77,aux_sym__double_quoted_string_content_token1
r,ts_lex,78,sym_escape_sequence
r,ts_lex,79,sym_escape_sequence
r,ts_lex,80,sym_escape_sequence
r,ts_lex,81,sym_escape_sequence
r,ts_lex,82,sym_escape_sequence
r,ts_lex,83,sym_escape_sequence
r,ts_lex,84,sym_escape_sequence
r,ts_lex,85,sym_escape_sequence
r,ts_lex,86,sym_escape_sequence
r,ts_lex,87,sym_escape_sequence
r,ts_lex,88,sym_dots
r,ts_lex,89,sym_dot_dot_i
r,ts_lex,90,sym_identifier
r,ts_lex,91,sym_identifier
r,ts_lex,92,sym_identifier
r,ts_lex,93,sym_identifier
r,ts_lex,94,sym_identifier
r,ts_lex,95,sym_identifier
r,ts_lex,96,sym_comment
r,ts_lex,97,sym_comma
r,ts_lex_keywords,3,anon_sym_L
r,ts_lex_keywords,8,anon_sym_i
r,ts_lex_keywords,14,anon_sym_NA
r,ts_lex_keywords,21,anon_sym_if
r,ts_lex_keywords,22,anon_sym_in
r,ts_lex_keywords,27,sym_inf
r,ts_lex_keywords,30,sym_nan
r,ts_lex_keywords,33,anon_sym_for
r,ts_lex_keywords,42,sym_null
r,ts_lex_keywords,43,sym_true
r,ts_lex_keywords,46,sym_next
r,ts_lex_keywords,49,sym_false
r,ts_lex_keywords,54,sym_break
r,ts_lex_keywords,57,anon_sym_while
r,ts_lex_keywords,63,anon_sym_repeat
r,ts_lex_keywords,72,anon_sym_NA_real_
r,ts_lex_keywords,73,anon_sym_function
r,ts_lex_keywords,81,anon_sym_NA_complex_
r,ts_lex_keywords,82,anon_sym_NA_integer_
r,ts_lex_keywords,84,anon_sym_NA_character_
go,ts_lex,59,ts_builtin_sym_end
go,ts_lex,60,aux_sym_source_file_token1
go,ts_lex,61,anon_sym_SEMI
go,ts_lex,62,anon_sym_NULL
go,ts_lex,63,anon_sym_DOT
go,ts_lex,64,anon_sym_DOT
go,ts_lex,65,anon_sym_DOT
go,ts_lex,66,anon_sym_LPAREN
go,ts_lex,67,anon_sym_RPAREN
go,ts_lex,68,anon_sym_COMMA
go,ts_lex,69,anon_sym_EQ
go,ts_lex,70,anon_sym_EQ
go,ts_lex,71,anon_sym_LBRACK
go,ts_lex,72,anon_sym_RBRACK
go,ts_lex,73,anon_sym_DOT_DOT_DOT
go,ts_lex,74,anon_sym_STAR
go,ts_lex,75,anon_sym_STAR
go,ts_lex,76,anon_sym_TILDE
go,ts_lex,77,anon_sym_LBRACE
go,ts_lex,78,anon_sym_RBRACE
go,ts_lex,79,anon_sym_PIPE
go,ts_lex,80,anon_sym_PIPE
go,ts_lex,81,anon_sym_PIPE
go,ts_lex,82,anon_sym_LT_DASH
go,ts_lex,83,anon_sym_COLON_EQ
go,ts_lex,84,anon_sym_PLUS_PLUS
go,ts_lex,85,anon_sym_DASH_DASH
go,ts_lex,86,anon_sym_STAR_EQ
go,ts_lex,87,anon_sym_SLASH_EQ
go,ts_lex,88,anon_sym_PERCENT_EQ
go,ts_lex,89,anon_sym_LT_LT_EQ
go,ts_lex,90,anon_sym_GT_GT_EQ
go,ts_lex,91,anon_sym_AMP_EQ
go,ts_lex,92,anon_sym_AMP_CARET_EQ
go,ts_lex,93,anon_sym_PLUS_EQ
go,ts_lex,94,anon_sym_DASH_EQ
go,ts_lex,95,anon_sym_PIPE_EQ
go,ts_lex,96,anon_sym_CARET_EQ
go,ts_lex,97,anon_sym_COLON
go,ts_lex,98,anon_sym_COLON
go,ts_lex,99,anon_sym_PLUS
go,ts_lex,100,anon_sym_PLUS
go,ts_lex,101,anon_sym_PLUS
go,ts_lex,102,anon_sym_DASH
go,ts_lex,103,anon_sym_DASH
go,ts_lex,104,anon_sym_DASH
go,ts_lex,105,anon_sym_BANG
go,ts_lex,106,anon_sym_BANG
go,ts_lex,107,anon_sym_CARET
go,ts_lex,108,anon_sym_CARET
go,ts_lex,109,anon_sym_AMP
go,ts_lex,110,anon_sym_AMP
go,ts_lex,111,anon_sym_AMP
go,ts_lex,112,anon_sym_SLASH
go,ts_lex,113,anon_sym_SLASH
go,ts_lex,114,anon_sym_PERCENT
go,ts_lex,115,anon_sym_PERCENT
go,ts_lex,116,anon_sym_LT_LT
go,ts_lex,117,anon_sym_LT_LT
go,ts_lex,118,anon_sym_GT_GT
go,ts_lex,119,anon_sym_GT_GT
go,ts_lex,120,anon_sym_AMP_CARET
go,ts_lex,121,anon_sym_AMP_CARET
go,ts_lex,122,anon_sym_EQ_EQ
go,ts_lex,123,anon_sym_BANG_EQ
go,ts_lex,124,anon_sym_LT
go,ts_lex,125,anon_sym_LT
go,ts_lex,126,anon_sym_LT
go,ts_lex,127,anon_sym_LT
go,ts_lex,128,anon_sym_LT_EQ
go,ts_lex,129,anon_sym_GT
go,ts_lex,130,anon_sym_GT
go,ts_lex,131,anon_sym_GT_EQ
go,ts_lex,132,anon_sym_AMP_AMP
go,ts_lex,133,anon_sym_PIPE_PIPE
go,ts_lex,134,sym_identifier
go,ts_lex,135,anon_sym_BQUOTE
go,ts_lex,136,aux_sym_raw_string_literal_token1
go,ts_lex,137,aux_sym_raw_string_literal_token1
go,ts_lex,138,aux_sym_raw_string_literal_token1
go,ts_lex,139,aux_sym_raw_string_literal_token1
go,ts_lex,140,aux_sym_raw_string_literal_token1
go,ts_lex,141,aux_sym_raw_string_literal_token1
go,ts_lex,142,anon_sym_DQUOTE
go,ts_lex,143,aux_sym_interpreted_string_literal_token1
go,ts_lex,144,aux_sym_interpreted_string_literal_token1
go,ts_lex,145,aux_sym_interpreted_string_literal_token1
go,ts_lex,146,aux_sym_interpreted_string_literal_token1
go,ts_lex,147,aux_sym_interpreted_string_literal_token1
go,ts_lex,148,anon_sym_DQUOTE2
go,ts_lex,149,sym_escape_sequence
go,ts_lex,150,sym_escape_sequence
go,ts_lex,151,sym_escape_sequence
go,ts_lex,152,sym_int_literal
go,ts_lex,153,sym_int_literal
go,ts_lex,154,sym_int_literal
go,ts_lex,155,sym_int_literal
go,ts_lex,156,sym_int_literal
go,ts_lex,157,sym_int_literal
go,ts_lex,158,sym_float_literal
go,ts_lex,159,sym_float_literal
go,ts_lex,160,sym_float_literal
go,ts_lex,161,sym_imaginary_literal
go,ts_lex,162,sym_rune_literal
go,ts_lex,163,sym_comment
go,ts_lex,164,sym_comment
go,ts_lex_keywords,1,sym_blank_identifier
go,ts_lex_keywords,25,anon_sym_go
go,ts_lex_keywords,26,anon_sym_if
go,ts_lex_keywords,49,anon_sym_for
go,ts_lex_keywords,56,anon_sym_map
go,ts_lex_keywords,57,anon_sym_new
go,ts_lex_keywords,58,sym_nil
go,ts_lex_keywords,67,anon_sym_var
go,ts_lex_keywords,69,anon_sym_case
go,ts_lex_keywords,70,anon_sym_chan
go,ts_lex_keywords,75,anon_sym_else
go,ts_lex_keywords,78,anon_sym_func
go,ts_lex_keywords,79,anon_sym_goto
go,ts_lex_keywords,82,sym_iota
go,ts_lex_keywords,83,anon_sym_make
go,ts_lex_keywords,90,sym_true
go,ts_lex_keywords,91,anon_sym_type
go,ts_lex_keywords,92,anon_sym_break
go,ts_lex_keywords,93,anon_sym_const
go,ts_lex_keywords,96,anon_sym_defer
go,ts_lex_keywords,98,sym_false
go,ts_lex_keywords,102,anon_sym_range
go,ts_lex_keywords,110,anon_sym_import
go,ts_lex_keywords,113,anon_sym_return
go,ts_lex_keywords,114,anon_sym_select
go,ts_lex_keywords,115,anon_sym_struct
go,ts_lex_keywords,116,anon_sym_switch
go,ts_lex_keywords,118,anon_sym_default
go,ts_lex_keywords,121,anon_sym_package
go,ts_lex_keywords,122,anon_sym_continue
go,ts_lex_keywords,126,anon_sym_interface
go,ts_lex_keywords,128,anon_sym_fallthrough
rust,ts_lex,74,ts_builtin_sym_end
rust,ts_lex,75,anon_sym_SEMI
rust,ts_lex,76,anon_sym_macro_rules_BANG
rust,ts_lex,77,anon_sym_LPAREN
rust,ts_lex,78,anon_sym_RPAREN
rust,ts_lex,79,anon_sym_LBRACK
rust,ts_lex,80,anon_sym_RBRACK
rust,ts_lex,81,anon_sym_LBRACE
rust,ts_lex,82,anon_sym_RBRACE
rust,ts_lex,83,anon_sym_EQ_GT
rust,ts_lex,84,anon_sym_COLON
rust,ts_lex,85,anon_sym_COLON
rust,ts_lex,86,anon_sym_DOLLAR
rust,ts_lex,87,anon_sym_DOLLAR
rust,ts_lex,88,aux_sym_token_repetition_pattern_token1
rust,ts_lex,89,aux_sym_token_repetition_pattern_token1
rust,ts_lex,90,aux_sym_token_repetition_pattern_token1
rust,ts_lex,91,anon_sym_PLUS
rust,ts_lex,92,anon_sym_PLUS
rust,ts_lex,93,anon_sym_STAR
rust,ts_lex,94,anon_sym_STAR
rust,ts_lex,95,anon_sym_QMARK
rust,ts_lex,96,anon_sym_DASH
rust,ts_lex,97,anon_sym_DASH
rust,ts_lex,98,anon_sym_DASH
rust,ts_lex,99,anon_sym_DASH
rust,ts_lex,100,anon_sym_SLASH
rust,ts_lex,101,anon_sym_PERCENT
rust,ts_lex,102,anon_sym_CARET
rust,ts_lex,103,anon_sym_BANG
rust,ts_lex,104,anon_sym_BANG
rust,ts_lex,105,anon_sym_AMP
rust,ts_lex,106,anon_sym_AMP
rust,ts_lex,107,anon_sym_PIPE
rust,ts_lex,108,anon_sym_PIPE
rust,ts_lex,109,anon_sym_AMP_AMP
rust,ts_lex,110,anon_sym_PIPE_PIPE
rust,ts_lex,111,anon_sym_LT_LT
rust,ts_lex,112,anon_sym_GT_GT
rust,ts_lex,113,anon_sym_PLUS_EQ
rust,ts_lex,114,anon_sym_DASH_EQ
rust,ts_lex,115,anon_sym_STAR_EQ
rust,ts_lex,116,anon_sym_SLASH_EQ
rust,ts_lex,117,anon_sym_PERCENT_EQ
rust,ts_lex,118,anon_sym_CARET_EQ
rust,ts_lex,119,anon_sym_AMP_EQ
rust,ts_lex,120,anon_sym_PIPE_EQ
rust,ts_lex,121,anon_sym_LT_LT_EQ
rust,ts_lex,122,anon_sym_GT_GT_EQ
rust,ts_lex,123,anon_sym_EQ
rust,ts_lex,124,anon_sym_EQ
rust,ts_lex,125,anon_sym_EQ
rust,ts_lex,126,anon_sym_EQ_EQ
rust,ts_lex,127,anon_sym_BANG_EQ
rust,ts_lex,128,anon_sym_GT
rust,ts_lex,129,anon_sym_GT
rust,ts_lex,130,anon_sym_LT
rust,ts_lex,131,anon_sym_LT
rust,ts_lex,132,anon_sym_GT_EQ
rust,ts_lex,133,anon_sym_LT_EQ
rust,ts_lex,134,anon_sym_AT
rust,ts_lex,135,anon_sym_DOT
rust,ts_lex,136,anon_sym_DOT_DOT
rust,ts_lex,137,anon_sym_DOT_DOT
rust,ts_lex,138,anon_sym_DOT_DOT
rust,ts_lex,139,anon_sym_DOT_DOT_DOT
rust,ts_lex,140,anon_sym_DOT_DOT_EQ
rust,ts_lex,141,anon_sym_COMMA
rust,ts_lex,142,anon_sym_COLON_COLON
rust,ts_lex,143,anon_sym_DASH_GT
rust,ts_lex,144,anon_sym_POUND
rust,ts_lex,145,anon_sym_POUND
rust,ts_lex,146,anon_sym_SQUOTE
rust,ts_lex,147,anon_sym_SQUOTE
rust,ts_lex,148,anon_sym_LT2
rust,ts_lex,149,sym_integer_literal
rust,ts_lex,150,sym_integer_literal
rust,ts_lex,151,sym_integer_literal
rust,ts_lex,152,sym_integer_literal
rust,ts_lex,153,sym_integer_literal
rust,ts_lex,154,sym_integer_literal
rust,ts_lex,155,sym_integer_literal
rust,ts_lex,156,sym_integer_literal
rust,ts_lex,157,sym_integer_literal
rust,ts_lex,158,aux_sym_string_literal_token1
rust,ts_lex,159,sym_char_literal
rust,ts_lex,160,sym_escape_sequence
rust,ts_lex,161,anon_sym_SLASH_SLASH
rust,ts_lex,162,anon_sym_SLASH_SLASH
rust,ts_lex,163,anon_sym_SLASH_SLASH
rust,ts_lex,164,aux_sym_line_comment_token1
rust,ts_lex,165,aux_sym_line_comment_token2
rust,ts_lex,166,aux_sym_line_comment_token2
rust,ts_lex,167,aux_sym_line_comment_token2
rust,ts_lex,168,aux_sym_line_comment_token3
rust,ts_lex,169,aux_sym_line_comment_token3
rust,ts_lex,170,aux_sym_line_comment_token3
rust,ts_lex,171,aux_sym_line_comment_token3
rust,ts_lex,172,anon_sym_BANG2
rust,ts_lex,173,anon_sym_SLASH2
rust,ts_lex,174,anon_sym_SLASH2
rust,ts_lex,175,anon_sym_SLASH_STAR
rust,ts_lex,176,anon_sym_SLASH_STAR
rust,ts_lex,177,anon_sym_STAR_SLASH
rust,ts_lex,178,sym_identifier
rust,ts_lex,179,sym_identifier
rust,ts_lex,180,sym_identifier
rust,ts_lex,181,sym_identifier
rust,ts_lex,182,sym_identifier
rust,ts_lex,183,sym_identifier
rust,ts_lex,184,sym_identifier
rust,ts_lex,185,sym_identifier
rust,ts_lex,186,sym_identifier
rust,ts_lex,187,sym_identifier
rust,ts_lex,188,sym_identifier
rust,ts_lex,189,sym_identifier
rust,ts_lex,190,sym_identifier
rust,ts_lex,191,sym_identifier
rust,ts_lex,192,sym_identifier
rust,ts_lex,193,sym_shebang
rust,ts_lex,194,sym_metavariable
rust,ts_lex_keywords,1,anon_sym__
rust,ts_lex_keywords,20,anon_sym_as
rust,ts_lex_keywords,36,anon_sym_fn
rust,ts_lex_keywords,42,anon_sym_i8
rust,ts_lex_keywords,44,anon_sym_if
rust,ts_lex_keywords,46,anon_sym_in
rust,ts_lex_keywords,64,anon_sym_tt
rust,ts_lex_keywords,65,anon_sym_ty
rust,ts_lex_keywords,69,anon_sym_u8
rust,ts_lex_keywords,84,anon_sym_dyn
rust,ts_lex_keywords,89,anon_sym_f32
rust,ts_lex_keywords,90,anon_sym_f64
rust,ts_lex_keywords,92,anon_sym_for
rust,ts_lex_keywords,93,anon_sym_gen
rust,ts_lex_keywords,95,anon_sym_i16
rust,ts_lex_keywords,96,anon_sym_i32
rust,ts_lex_keywords,97,anon_sym_i64
rust,ts_lex_keywords,102,anon_sym_let
rust,ts_lex_keywords,108,anon_sym_mod
rust,ts_lex_keywords,110,sym_mutable_specifier
rust,ts_lex_keywords,111,anon_sym_pat
rust,ts_lex_keywords,112,anon_sym_pub
rust,ts_lex_keywords,113,anon_sym_raw
rust,ts_lex_keywords,114,anon_sym_ref
rust,ts_lex_keywords,119,anon_sym_str
rust,ts_lex_keywords,123,anon_sym_try
rust,ts_lex_keywords,126,anon_sym_u16
rust,ts_lex_keywords,127,anon_sym_u32
rust,ts_lex_keywords,128,anon_sym_u64
rust,ts_lex_keywords,131,anon_sym_use
rust,ts_lex_keywords,133,anon_sym_vis
rust,ts_lex_keywords,140,anon_sym_bool
rust,ts_lex_keywords,142,anon_sym_char
rust,ts_lex_keywords,147,anon_sym_else
rust,ts_lex_keywords,148,anon_sym_enum
rust,ts_lex_keywords,149,anon_sym_expr
rust,ts_lex_keywords,152,anon_sym_i128
rust,ts_lex_keywords,154,anon_sym_impl
rust,ts_lex_keywords,156,anon_sym_item
rust,ts_lex_keywords,159,anon_sym_loop
rust,ts_lex_keywords,161,anon_sym_meta
rust,ts_lex_keywords,162,anon_sym_move
rust,ts_lex_keywords,164,anon_sym_path
rust,ts_lex_keywords,166,sym_self
rust,ts_lex_keywords,168,anon_sym_stmt
rust,ts_lex_keywords,172,anon_sym_true
rust,ts_lex_keywords,173,anon_sym_type
rust,ts_lex_keywords,174,anon_sym_u128
rust,ts_lex_keywords,181,anon_sym_async
rust,ts_lex_keywords,182,anon_sym_await
rust,ts_lex_keywords,183,anon_sym_block
rust,ts_lex_keywords,184,anon_sym_break
rust,ts_lex_keywords,185,anon_sym_const
rust,ts_lex_keywords,187,sym_crate
rust,ts_lex_keywords,191,anon_sym_false
rust,ts_lex_keywords,192,anon_sym_ident
rust,ts_lex_keywords,193,anon_sym_isize
rust,ts_lex_keywords,196,anon_sym_match
rust,ts_lex_keywords,201,sym_super
rust,ts_lex_keywords,202,anon_sym_trait
rust,ts_lex_keywords,203,anon_sym_union
rust,ts_lex_keywords,205,anon_sym_usize
rust,ts_lex_keywords,206,anon_sym_where
rust,ts_lex_keywords,207,anon_sym_while
rust,ts_lex_keywords,208,anon_sym_yield
rust,ts_lex_keywords,212,anon_sym_extern
rust,ts_lex_keywords,216,anon_sym_return
rust,ts_lex_keywords,217,anon_sym_static
rust,ts_lex_keywords,218,anon_sym_struct
rust,ts_lex_keywords,219,anon_sym_unsafe
rust,ts_lex_keywords,221,anon_sym_default
rust,ts_lex_keywords,224,anon_sym_literal
rust,ts_lex_keywords,226,anon_sym_continue
rust,ts_lex_keywords,228,anon_sym_lifetime
rust,ts_lex_keywords,230,anon_sym_expr_2021
rust,ts_lex_keywords,231,anon_sym_pat_param
cpp,ts_lex,439,ts_builtin_sym_end
cpp,ts_lex,440,aux_sym_preproc_include_token1
cpp,ts_lex,441,aux_sym_preproc_include_token2
cpp,ts_lex,442,aux_sym_preproc_def_token1
cpp,ts_lex,443,anon_sym_LPAREN
cpp,ts_lex,444,anon_sym_DOT_DOT_DOT
cpp,ts_lex,445,anon_sym_COMMA
cpp,ts_lex,446,anon_sym_RPAREN
cpp,ts_lex,447,aux_sym_preproc_if_token1
cpp,ts_lex,448,anon_sym_LF
cpp,ts_lex,449,aux_sym_preproc_if_token2
cpp,ts_lex,450,aux_sym_preproc_if_token2
cpp,ts_lex,451,aux_sym_preproc_ifdef_token1
cpp,ts_lex,452,aux_sym_preproc_ifdef_token2
cpp,ts_lex,453,aux_sym_preproc_else_token1
cpp,ts_lex,454,aux_sym_preproc_else_token1
cpp,ts_lex,455,aux_sym_preproc_elif_token1
cpp,ts_lex,456,aux_sym_preproc_elif_token1
cpp,ts_lex,457,aux_sym_preproc_elifdef_token1
cpp,ts_lex,458,aux_sym_preproc_elifdef_token1
cpp,ts_lex,459,aux_sym_preproc_elifdef_token2
cpp,ts_lex,460,aux_sym_preproc_elifdef_token2
cpp,ts_lex,461,sym_preproc_arg
cpp,ts_lex,462,sym_preproc_arg
cpp,ts_lex,463,sym_preproc_arg
cpp,ts_lex,464,sym_preproc_arg
cpp,ts_lex,465,sym_preproc_arg
cpp,ts_lex,466,sym_preproc_arg
cpp,ts_lex,467,sym_preproc_arg
cpp,ts_lex,468,sym_preproc_arg
cpp,ts_lex,469,sym_preproc_arg
cpp,ts_lex,470,sym_preproc_arg
cpp,ts_lex,471,sym_preproc_arg
cpp,ts_lex,472,sym_preproc_arg
cpp,ts_lex,473,sym_preproc_directive
cpp,ts_lex,474,sym_preproc_directive
cpp,ts_lex,475,sym_preproc_directive
cpp,ts_lex,476,sym_preproc_directive
cpp,ts_lex,477,sym_preproc_directive
cpp,ts_lex,478,sym_preproc_directive
cpp,ts_lex,479,sym_preproc_directive
cpp,ts_lex,480,sym_preproc_directive
cpp,ts_lex,481,sym_preproc_directive
cpp,ts_lex,482,sym_preproc_directive
cpp,ts_lex,483,sym_preproc_directive
cpp,ts_lex,484,sym_preproc_directive
cpp,ts_lex,485,sym_preproc_directive
cpp,ts_lex,486,sym_preproc_directive
cpp,ts_lex,487,sym_preproc_directive
cpp,ts_lex,488,sym_preproc_directive
cpp,ts_lex,489,sym_preproc_directive
cpp,ts_lex,490,sym_preproc_directive
cpp,ts_lex,491,sym_preproc_directive
cpp,ts_lex,492,sym_preproc_directive
cpp,ts_lex,493,sym_preproc_directive
cpp,ts_lex,494,sym_preproc_directive
cpp,ts_lex,495,sym_preproc_directive
cpp,ts_lex,496,sym_preproc_directive
cpp,ts_lex,497,sym_preproc_directive
cpp,ts_lex,498,sym_preproc_directive
cpp,ts_lex,499,sym_preproc_directive
cpp,ts_lex,500,sym_preproc_directive
cpp,ts_lex,501,sym_preproc_directive
cpp,ts_lex,502,sym_preproc_directive
cpp,ts_lex,503,sym_preproc_directive
cpp,ts_lex,504,anon_sym_LPAREN2
cpp,ts_lex,505,anon_sym_BANG
cpp,ts_lex,506,anon_sym_BANG
cpp,ts_lex,507,anon_sym_TILDE
cpp,ts_lex,508,anon_sym_DASH
cpp,ts_lex,509,anon_sym_DASH
cpp,ts_lex,510,anon_sym_DASH
cpp,ts_lex,511,anon_sym_DASH
cpp,ts_lex,512,anon_sym_DASH
cpp,ts_lex,513,anon_sym_DASH
cpp,ts_lex,514,anon_sym_DASH
cpp,ts_lex,515,anon_sym_DASH
cpp,ts_lex,516,anon_sym_DASH
cpp,ts_lex,517,anon_sym_DASH
cpp,ts_lex,518,anon_sym_PLUS
cpp,ts_lex,519,anon_sym_PLUS
cpp,ts_lex,520,anon_sym_PLUS
cpp,ts_lex,521,anon_sym_PLUS
cpp,ts_lex,522,anon_sym_PLUS
cpp,ts_lex,523,anon_sym_PLUS
cpp,ts_lex,524,anon_sym_PLUS
cpp,ts_lex,525,anon_sym_STAR
cpp,ts_lex,526,anon_sym_STAR
cpp,ts_lex,527,anon_sym_SLASH
cpp,ts_lex,528,anon_sym_SLASH
cpp,ts_lex,529,anon_sym_PERCENT
cpp,ts_lex,530,anon_sym_PERCENT
cpp,ts_lex,531,anon_sym_PIPE_PIPE
cpp,ts_lex,532,anon_sym_AMP_AMP
cpp,ts_lex,533,anon_sym_PIPE
cpp,ts_lex,534,anon_sym_PIPE
cpp,ts_lex,535,anon_sym_PIPE
cpp,ts_lex,536,anon_sym_CARET
cpp,ts_lex,537,anon_sym_CARET
cpp,ts_lex,538,anon_sym_CARET
cpp,ts_lex,539,anon_sym_CARET
cpp,ts_lex,540,anon_sym_AMP
cpp,ts_lex,541,anon_sym_AMP
cpp,ts_lex,542,anon_sym_AMP
cpp,ts_lex,543,anon_sym_EQ_EQ
cpp,ts_lex,544,anon_sym_BANG_EQ
cpp,ts_lex,545,anon_sym_GT
cpp,ts_lex,546,anon_sym_GT
cpp,ts_lex,547,anon_sym_GT
cpp,ts_lex,548,anon_sym_GT_EQ
cpp,ts_lex,549,anon_sym_LT_EQ
cpp,ts_lex,550,anon_sym_LT_EQ
cpp,ts_lex,551,anon_sym_LT
cpp,ts_lex,552,anon_sym_LT
cpp,ts_lex,553,anon_sym_LT
cpp,ts_lex,554,anon_sym_LT
cpp,ts_lex,555,anon_sym_LT
cpp,ts_lex,556,anon_sym_LT_LT
cpp,ts_lex,557,anon_sym_LT_LT
cpp,ts_lex,558,anon_sym_GT_GT
cpp,ts_lex,559,anon_sym_GT_GT
cpp,ts_lex,560,anon_sym_SEMI
cpp,ts_lex,561,anon_sym_COLON
cpp,ts_lex,562,anon_sym_COLON
cpp,ts_lex,563,anon_sym_COLON
cpp,ts_lex,564,anon_sym_COLON
cpp,ts_lex,565,anon_sym_COLON_COLON
cpp,ts_lex,566,anon_sym_LBRACK_LBRACK
cpp,ts_lex,567,anon_sym_RBRACK_RBRACK
cpp,ts_lex,568,anon_sym_LBRACE
cpp,ts_lex,569,anon_sym_RBRACE
cpp,ts_lex,570,anon_sym_LBRACK
cpp,ts_lex,571,anon_sym_LBRACK
cpp,ts_lex,572,anon_sym_LBRACK
cpp,ts_lex,573,anon_sym_LBRACK
cpp,ts_lex,574,anon_sym_LBRACK
cpp,ts_lex,575,anon_sym_LBRACK
cpp,ts_lex,576,anon_sym_LBRACK
cpp,ts_lex,577,anon_sym_RBRACK
cpp,ts_lex,578,anon_sym_EQ
cpp,ts_lex,579,anon_sym_EQ
cpp,ts_lex,580,sym_primitive_type
cpp,ts_lex,581,sym_primitive_type
cpp,ts_lex,582,anon_sym_QMARK
cpp,ts_lex,583,anon_sym_STAR_EQ
cpp,ts_lex,584,anon_sym_SLASH_EQ
cpp,ts_lex,585,anon_sym_PERCENT_EQ
cpp,ts_lex,586,anon_sym_PLUS_EQ
cpp,ts_lex,587,anon_sym_DASH_EQ
cpp,ts_lex,588,anon_sym_LT_LT_EQ
cpp,ts_lex,589,anon_sym_GT_GT_EQ
cpp,ts_lex,590,anon_sym_AMP_EQ
cpp,ts_lex,591,anon_sym_CARET_EQ
cpp,ts_lex,592,anon_sym_PIPE_EQ
cpp,ts_lex,593,anon_sym_LT_EQ_GT
cpp,ts_lex,594,anon_sym_DASH_DASH
cpp,ts_lex,595,anon_sym_PLUS_PLUS
cpp,ts_lex,596,anon_sym_DOT
cpp,ts_lex,597,anon_sym_DOT
cpp,ts_lex,598,anon_sym_DOT
cpp,ts_lex,599,anon_sym_DOT
cpp,ts_lex,600,anon_sym_DOT_STAR
cpp,ts_lex,601,anon_sym_DASH_GT
cpp,ts_lex,602,anon_sym_DASH_GT
cpp,ts_lex,603,sym_number_literal
cpp,ts_lex,604,sym_number_literal
cpp,ts_lex,605,sym_number_literal
cpp,ts_lex,606,sym_number_literal
cpp,ts_lex,607,sym_number_literal
cpp,ts_lex,608,sym_number_literal
cpp,ts_lex,609,sym_number_literal
cpp,ts_lex,610,sym_number_literal
cpp,ts_lex,611,sym_number_literal
cpp,ts_lex,612,sym_number_literal
cpp,ts_lex,613,sym_number_literal
cpp,ts_lex,614,sym_number_literal
cpp,ts_lex,615,sym_number_literal
cpp,ts_lex,616,sym_number_literal
cpp,ts_lex,617,sym_number_literal
cpp,ts_lex,618,sym_number_literal
cpp,ts_lex,619,anon_sym_L_SQUOTE
cpp,ts_lex,620,anon_sym_u_SQUOTE
cpp,ts_lex,621,anon_sym_U_SQUOTE
cpp,ts_lex,622,anon_sym_u8_SQUOTE
cpp,ts_lex,623,anon_sym_SQUOTE
cpp,ts_lex,624,aux_sym_char_literal_token1
cpp,ts_lex,625,aux_sym_char_literal_token1
cpp,ts_lex,626,aux_sym_char_literal_token1
