language,construct_id,construct,evidence_name,parser_symbol,parser_symbol_id,resolved,implementation_class,implementation_role_vector
julia,C001,ModuleNamespace,baremodule,,,0,IMPL_b43af1291396,10110000000000000000000000000000
julia,C001,ModuleNamespace,module,,,0,IMPL_b43af1291396,10110000000000000000000000000000
julia,C001,ModuleNamespace,module_definition,sym_module_definition,127,1,IMPL_b43af1291396,10110000000000000000000000000000
csharp,C001,ModuleNamespace,_namespace_member_declaration,,,0,IMPL_b43af1291396,10110000000000000000000000000000
csharp,C001,ModuleNamespace,file_scoped_namespace_declaration,sym_file_scoped_namespace_declaration,232,1,IMPL_b43af1291396,10110000000000000000000000000000
csharp,C001,ModuleNamespace,module,,,0,IMPL_b43af1291396,10110000000000000000000000000000
csharp,C001,ModuleNamespace,namespace,,,0,IMPL_b43af1291396,10110000000000000000000000000000
csharp,C001,ModuleNamespace,namespace_declaration,sym_namespace_declaration,231,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,exports_module_directive,sym_exports_module_directive,222,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,module,,,0,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,module_body,sym_module_body,218,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,module_declaration,sym_module_declaration,217,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,module_directive,sym_module_directive,219,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,opens_module_directive,sym_opens_module_directive,223,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,provides_module_directive,sym_provides_module_directive,225,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,requires_module_directive,sym_requires_module_directive,220,1,IMPL_b43af1291396,10110000000000000000000000000000
java,C001,ModuleNamespace,uses_module_directive,sym_uses_module_directive,224,1,IMPL_b43af1291396,10110000000000000000000000000000
go,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
go,C002,ImportUse,import_declaration,sym_import_declaration,97,1,IMPL_add64281873a,11110000000000000000000000000000
go,C002,ImportUse,import_spec,sym_import_spec,98,1,IMPL_add64281873a,11110000000000000000000000000000
go,C002,ImportUse,import_spec_list,sym_import_spec_list,100,1,IMPL_add64281873a,11110000000000000000000000000000
rust,C002,ImportUse,use_declaration,sym_use_declaration,204,1,IMPL_add64281873a,11110000000000000000000000000000
cpp,C002,ImportUse,#include,,,0,IMPL_add64281873a,11110000000000000000000000000000
cpp,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
cpp,C002,ImportUse,import_declaration,sym_import_declaration,402,1,IMPL_add64281873a,11110000000000000000000000000000
cpp,C002,ImportUse,preproc_include,sym_preproc_include,228,1,IMPL_add64281873a,11110000000000000000000000000000
c,C002,ImportUse,#include,,,0,IMPL_add64281873a,11110000000000000000000000000000
c,C002,ImportUse,preproc_include,sym_preproc_include,164,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,_import_list,sym__import_list,116,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,aliased_import,sym_aliased_import,117,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,future_import_statement,sym_future_import_statement,114,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,import_from_statement,sym_import_from_statement,115,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,import_prefix,sym_import_prefix,112,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,import_statement,sym_import_statement,111,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,relative_import,sym_relative_import,113,1,IMPL_add64281873a,11110000000000000000000000000000
python,C002,ImportUse,wildcard_import,sym_wildcard_import,118,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,_import_list,sym__import_list,154,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,_importable,sym__importable,153,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,import_alias,sym_import_alias,150,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,import_path,sym_import_path,151,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,import_statement,sym_import_statement,158,1,IMPL_add64281873a,11110000000000000000000000000000
julia,C002,ImportUse,selected_import,sym_selected_import,155,1,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,_import_body,sym__import_body,153,1,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,_import_except,sym__import_except,154,1,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,import_from_statement,sym_import_from_statement,166,1,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,import_statement,sym_import_statement,151,1,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,include,,,0,IMPL_add64281873a,11110000000000000000000000000000
nim,C002,ImportUse,include_statement,sym_include_statement,156,1,IMPL_add64281873a,11110000000000000000000000000000
csharp,C002,ImportUse,using_directive,sym_using_directive,223,1,IMPL_add64281873a,11110000000000000000000000000000
java,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
java,C002,ImportUse,import_declaration,sym_import_declaration,227,1,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,_import_identifier,sym__import_identifier,328,1,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,import_alias,sym_import_alias,160,1,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,import_header,sym_import_header,159,1,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,import_list,sym_import_list,158,1,IMPL_add64281873a,11110000000000000000000000000000
kotlin,C002,ImportUse,wildcard_import,sym_wildcard_import,11,1,IMPL_add64281873a,11110000000000000000000000000000
swift,C002,ImportUse,_import_kind,,,0,IMPL_add64281873a,11110000000000000000000000000000
swift,C002,ImportUse,canImport,,,0,IMPL_add64281873a,11110000000000000000000000000000
swift,C002,ImportUse,import,,,0,IMPL_add64281873a,11110000000000000000000000000000
swift,C002,ImportUse,import_declaration,,,0,IMPL_add64281873a,11110000000000000000000000000000
go,C003,VariableDeclaration,short_var_declaration,sym_short_var_declaration,147,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
go,C003,VariableDeclaration,var_declaration,sym_var_declaration,104,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
rust,C003,VariableDeclaration,_declaration_statement,,,0,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
rust,C003,VariableDeclaration,let_declaration,sym_let_declaration,203,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
zig,C003,VariableDeclaration,_variable_declaration_expression_statement,sym__variable_declaration_expression_statement,160,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
zig,C003,VariableDeclaration,_variable_declaration_header,sym__variable_declaration_header,161,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
zig,C003,VariableDeclaration,variable_declaration,sym_variable_declaration,159,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
nim,C003,VariableDeclaration,_variable_declaration_section,sym__variable_declaration_section,189,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
nim,C003,VariableDeclaration,variable_declaration,sym_variable_declaration,190,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
csharp,C003,VariableDeclaration,local_declaration_statement,sym_local_declaration_statement,347,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
csharp,C003,VariableDeclaration,using_variable_declaration,sym_using_variable_declaration,290,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
csharp,C003,VariableDeclaration,variable_declaration,sym_variable_declaration,289,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
java,C003,VariableDeclaration,local_variable_declaration,sym_local_variable_declaration,278,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
kotlin,C003,VariableDeclaration,multi_variable_declaration,sym_multi_variable_declaration,269,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
kotlin,C003,VariableDeclaration,variable_declaration,sym_variable_declaration,193,1,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
swift,C003,VariableDeclaration,_local_declaration,,,0,IMPL_02fbdf0d1dcb,00110000000000000000000000000000
go,C004,ConstantDeclaration,const_declaration,sym_const_declaration,102,1,IMPL_bb519e635543,00110000000000000000000000000000
rust,C004,ConstantDeclaration,const_item,sym_const_item,185,1,IMPL_bb519e635543,00110000000000000000000000000000
java,C004,ConstantDeclaration,constant_declaration,sym_constant_declaration,258,1,IMPL_bb519e635543,00110000000000000000000000000000
go,C005,Assignment,assignment_statement,sym_assignment_statement,146,1,IMPL_38ea81139aa4,00011000000000000000000000000100
rust,C005,Assignment,assignment_expression,sym_assignment_expression,251,1,IMPL_38ea81139aa4,00011000000000000000000000000100
rust,C005,Assignment,compound_assignment_expr,sym_compound_assignment_expr,252,1,IMPL_38ea81139aa4,00011000000000000000000000000100
cpp,C005,Assignment,_assignment_expression_lhs,sym__assignment_expression_lhs,511,1,IMPL_38ea81139aa4,00011000000000000000000000000100
cpp,C005,Assignment,_assignment_left_expression,,,0,IMPL_38ea81139aa4,00011000000000000000000000000100
cpp,C005,Assignment,assignment_expression,sym_assignment_expression,344,1,IMPL_38ea81139aa4,00011000000000000000000000000100
c,C005,Assignment,_assignment_left_expression,,,0,IMPL_38ea81139aa4,00011000000000000000000000000100
c,C005,Assignment,assignment_expression,sym_assignment_expression,287,1,IMPL_38ea81139aa4,00011000000000000000000000000100
python,C005,Assignment,assignment,sym_assignment,199,1,IMPL_38ea81139aa4,00011000000000000000000000000100
python,C005,Assignment,augmented_assignment,sym_augmented_assignment,200,1,IMPL_38ea81139aa4,00011000000000000000000000000100
zig,C005,Assignment,assignment_expression,sym_assignment_expression,206,1,IMPL_38ea81139aa4,00011000000000000000000000000100
julia,C005,Assignment,_assignment_operator,sym__assignment_operator,215,1,IMPL_38ea81139aa4,00011000000000000000000000000100
julia,C005,Assignment,_closed_assignment,sym__closed_assignment,125,1,IMPL_38ea81139aa4,00011000000000000000000000000100
julia,C005,Assignment,assignment,sym_assignment,124,1,IMPL_38ea81139aa4,00011000000000000000000000000100
julia,C005,Assignment,compound_assignment_expression,sym_compound_assignment_expression,196,1,IMPL_38ea81139aa4,00011000000000000000000000000100
nim,C005,Assignment,assignment,sym_assignment,319,1,IMPL_38ea81139aa4,00011000000000000000000000000100
csharp,C005,Assignment,assignment_expression,sym_assignment_expression,375,1,IMPL_38ea81139aa4,00011000000000000000000000000100
java,C005,Assignment,assignment_expression,sym_assignment_expression,149,1,IMPL_38ea81139aa4,00011000000000000000000000000100
kotlin,C005,Assignment,_assignment_and_operator,sym__assignment_and_operator,290,1,IMPL_38ea81139aa4,00011000000000000000000000000100
kotlin,C005,Assignment,assignment,sym_assignment,232,1,IMPL_38ea81139aa4,00011000000000000000000000000100
swift,C005,Assignment,_assignment_and_operator,,,0,IMPL_38ea81139aa4,00011000000000000000000000000100
swift,C005,Assignment,assignment,,,0,IMPL_38ea81139aa4,00011000000000000000000000000100
r,C006,FunctionDeclaration,function_definition,sym_function_definition,83,1,IMPL_4ac002efe842,00110110000000000000010000000000
go,C006,FunctionDeclaration,function_declaration,sym_function_declaration,107,1,IMPL_4ac002efe842,00110110000000000000010000000000
rust,C006,FunctionDeclaration,function_item,sym_function_item,188,1,IMPL_4ac002efe842,00110110000000000000010000000000
rust,C006,FunctionDeclaration,function_signature_item,sym_function_signature_item,189,1,IMPL_4ac002efe842,00110110000000000000010000000000
cpp,C006,FunctionDeclaration,_function_declaration_declarator,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
cpp,C006,FunctionDeclaration,_old_style_function_definition,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
cpp,C006,FunctionDeclaration,function_definition,sym_function_definition,260,1,IMPL_4ac002efe842,00110110000000000000010000000000
c,C006,FunctionDeclaration,_function_declaration_declarator,sym__function_declaration_declarator,231,1,IMPL_4ac002efe842,00110110000000000000010000000000
c,C006,FunctionDeclaration,_old_style_function_definition,sym__old_style_function_definition,197,1,IMPL_4ac002efe842,00110110000000000000010000000000
c,C006,FunctionDeclaration,function_definition,sym_function_definition,196,1,IMPL_4ac002efe842,00110110000000000000010000000000
python,C006,FunctionDeclaration,function_definition,sym_function_definition,146,1,IMPL_4ac002efe842,00110110000000000000010000000000
zig,C006,FunctionDeclaration,function_declaration,sym_function_declaration,162,1,IMPL_4ac002efe842,00110110000000000000010000000000
zig,C006,FunctionDeclaration,function_signature,alias_sym_function_signature,273,1,IMPL_4ac002efe842,00110110000000000000010000000000
julia,C006,FunctionDeclaration,function_definition,sym_function_definition,133,1,IMPL_4ac002efe842,00110110000000000000010000000000
nim,C006,FunctionDeclaration,_routine_declaration,sym__routine_declaration,182,1,IMPL_4ac002efe842,00110110000000000000010000000000
csharp,C006,FunctionDeclaration,_local_function_declaration,sym__local_function_declaration,349,1,IMPL_4ac002efe842,00110110000000000000010000000000
kotlin,C006,FunctionDeclaration,function_declaration,sym_function_declaration,191,1,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,_bodyless_function_declaration,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,_local_function_declaration,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,_modifierless_function_declaration,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,_modifierless_function_declaration_no_body,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,function_declaration,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
swift,C006,FunctionDeclaration,protocol_function_declaration,,,0,IMPL_4ac002efe842,00110110000000000000010000000000
go,C007,MethodDeclaration,method_declaration,sym_method_declaration,108,1,IMPL_a4ba40a16d03,00110110000000000000010000000000
cpp,C007,MethodDeclaration,inline_method_definition,sym_inline_method_definition,420,1,IMPL_a4ba40a16d03,00110110000000000000010000000000
nim,C007,MethodDeclaration,method_declaration,sym_method_declaration,177,1,IMPL_a4ba40a16d03,00110110000000000000010000000000
csharp,C007,MethodDeclaration,method_declaration,sym_method_declaration,270,1,IMPL_a4ba40a16d03,00110110000000000000010000000000
java,C007,MethodDeclaration,method_declaration,sym_method_declaration,279,1,IMPL_a4ba40a16d03,00110110000000000000010000000000
r,C008,Parameter,_parameter_name,sym__parameter_name,88,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
r,C008,Parameter,_parameter_with_default,sym__parameter_with_default,86,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
r,C008,Parameter,_parameter_without_default,sym__parameter_without_default,87,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
r,C008,Parameter,parameter,sym_parameter,85,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
r,C008,Parameter,parameters,sym_parameters,84,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
go,C008,Parameter,parameter_declaration,sym_parameter_declaration,112,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
go,C008,Parameter,parameter_list,sym_parameter_list,111,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
go,C008,Parameter,type_parameter_declaration,sym_type_parameter_declaration,110,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
go,C008,Parameter,type_parameter_list,sym_type_parameter_list,109,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
go,C008,Parameter,variadic_parameter_declaration,sym_variadic_parameter_declaration,113,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,closure_parameters,sym_closure_parameters,282,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,const_parameter,sym_const_parameter,200,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,lifetime_parameter,sym_lifetime_parameter,202,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,parameter,sym_parameter,213,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,parameters,sym_parameters,210,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,self_parameter,sym_self_parameter,211,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,type_parameter,sym_type_parameter,201,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,type_parameters,sym_type_parameters,199,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
rust,C008,Parameter,variadic_parameter,sym_variadic_parameter,212,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,_old_style_parameter_list,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,explicit_object_parameter_declaration,sym_explicit_object_parameter_declaration,412,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,identifier_parameter_pack_expansion,sym_identifier_parameter_pack_expansion,501,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,optional_parameter_declaration,sym_optional_parameter_declaration,413,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,optional_type_parameter_declaration,sym_optional_type_parameter_declaration,410,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,parameter_declaration,sym_parameter_declaration,317,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,parameter_list,sym_parameter_list,316,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,parameter_pack_expansion,sym_parameter_pack_expansion,499,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,requires_parameter_list,sym_requires_parameter_list,483,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,template_parameter_list,sym_template_parameter_list,407,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,template_template_parameter_declaration,sym_template_template_parameter_declaration,411,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,type_parameter_declaration,sym_type_parameter_declaration,408,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,type_parameter_pack_expansion,sym_type_parameter_pack_expansion,500,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,variadic_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,variadic_parameter_declaration,sym_variadic_parameter_declaration,414,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
cpp,C008,Parameter,variadic_type_parameter_declaration,sym_variadic_type_parameter_declaration,409,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
c,C008,Parameter,_old_style_parameter_list,sym__old_style_parameter_list,259,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
c,C008,Parameter,parameter_declaration,sym_parameter_declaration,260,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
c,C008,Parameter,parameter_list,sym_parameter_list,258,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
c,C008,Parameter,variadic_parameter,sym_variadic_parameter,257,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,_parameters,sym__parameters,176,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,default_parameter,sym_default_parameter,182,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,lambda_parameters,sym_lambda_parameters,148,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,parameter,sym_parameter,178,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,parameters,sym_parameters,147,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,type_parameter,sym_type_parameter,156,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,typed_default_parameter,sym_typed_default_parameter,183,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
python,C008,Parameter,typed_parameter,sym_typed_parameter,208,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
zig,C008,Parameter,parameter,sym_parameter,165,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
zig,C008,Parameter,parameters,sym_parameters,164,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_parameter,sym__concept_parameter,215,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_parameter_list,sym__concept_parameter_list,214,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_pointer_parameter,sym__concept_pointer_parameter,216,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_ref_parameter,sym__concept_ref_parameter,217,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_static_parameter,sym__concept_static_parameter,218,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_type_parameter,sym__concept_type_parameter,219,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_concept_var_parameter,sym__concept_var_parameter,220,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,_parameter_declaration_list,sym__parameter_declaration_list,322,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,generic_parameter_list,sym_generic_parameter_list,183,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,parameter_declaration,alias_sym_parameter_declaration,374,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,parameter_declaration_list,sym_parameter_declaration_list,321,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,parameter_list,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,pointer_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,ref_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,static_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,type_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
nim,C008,Parameter,var_parameter,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,_implicit_parameter_list_with_modifiers,sym__implicit_parameter_list_with_modifiers,426,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,_lambda_parameters,sym__lambda_parameters,425,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,_parameter_array,sym__parameter_array,281,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,_parameter_type_with_modifiers,,,0,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,bracketed_parameter_list,sym_bracketed_parameter_list,276,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,function_pointer_parameter,sym_function_pointer_parameter,310,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,implicit_parameter,alias_sym_implicit_parameter,543,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,parameter,sym_parameter,280,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,parameter_list,sym_parameter_list,279,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,receiver_parameter,sym_receiver_parameter,263,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,type_parameter,sym_type_parameter,253,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,type_parameter_constraint,sym_type_parameter_constraint,256,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,type_parameter_constraints_clause,sym_type_parameter_constraints_clause,255,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
csharp,C008,Parameter,type_parameter_list,sym_type_parameter_list,252,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,catch_formal_parameter,sym_catch_formal_parameter,199,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,formal_parameter,sym_formal_parameter,274,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,formal_parameters,sym_formal_parameters,273,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,inferred_parameters,sym_inferred_parameters,153,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,receiver_parameter,sym_receiver_parameter,275,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,spread_parameter,sym_spread_parameter,276,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,type_parameter,sym_type_parameter,236,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
java,C008,Parameter,type_parameters,sym_type_parameters,235,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
kotlin,C008,Parameter,_class_parameters,sym__class_parameters,166,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
kotlin,C008,Parameter,_function_value_parameter,sym__function_value_parameter,189,1,IMPL_93f1b5dcf759,00110010000000000000010000000000
