language,production_id,field_map_entry_count,alias_entry_count
rust,163,3,1
rust,164,3,0
rust,165,3,0
rust,166,2,0
rust,167,4,0
rust,168,3,0
rust,169,4,0
rust,170,2,1
rust,171,3,1
rust,172,2,0
rust,173,3,0
rust,174,3,1
rust,175,3,1
rust,176,3,1
rust,177,4,1
rust,178,3,0
rust,179,4,0
rust,180,3,0
rust,181,2,0
rust,182,2,0
rust,183,2,0
rust,184,2,0
rust,185,1,0
rust,186,2,0
rust,187,2,0
rust,188,2,0
rust,189,2,1
rust,190,4,1
rust,191,2,1
rust,192,3,1
rust,193,3,0
rust,194,3,1
rust,195,3,1
rust,196,4,1
rust,197,2,0
rust,198,2,0
rust,199,2,1
rust,200,3,0
rust,201,4,0
rust,202,3,0
rust,203,2,1
rust,204,2,1
rust,205,3,1
rust,206,3,1
rust,207,2,0
rust,208,3,0
rust,209,2,0
rust,210,3,1
rust,211,2,1
rust,212,2,0
rust,213,3,0
rust,214,3,0
rust,215,2,0
rust,216,4,0
rust,217,5,0
rust,218,4,0
rust,219,3,1
rust,220,3,0
rust,221,3,1
rust,222,4,1
rust,223,3,0
rust,224,4,0
rust,225,4,1
rust,226,4,0
rust,227,3,0
rust,228,3,0
rust,229,3,0
rust,230,3,0
rust,231,2,0
rust,232,2,0
rust,233,2,1
rust,234,3,1
rust,235,2,1
rust,236,3,1
rust,237,2,0
rust,238,3,0
rust,239,3,1
rust,240,4,1
rust,241,3,0
rust,242,4,0
rust,243,4,1
rust,244,4,0
rust,245,3,0
rust,246,4,0
rust,247,2,1
rust,248,3,1
rust,249,3,1
rust,250,3,1
rust,251,4,1
rust,252,2,0
rust,253,3,0
rust,254,4,0
rust,255,3,0
rust,256,3,0
rust,257,2,1
rust,258,3,0
rust,259,5,0
rust,260,4,1
rust,261,4,0
rust,262,3,0
rust,263,3,0
rust,264,3,0
rust,265,3,0
rust,266,2,0
rust,267,3,1
rust,268,3,0
rust,269,3,1
rust,270,4,1
rust,271,3,0
rust,272,4,0
rust,273,4,1
rust,274,4,0
rust,275,4,0
rust,276,5,0
rust,277,4,0
rust,278,2,0
rust,279,3,1
rust,280,4,1
rust,281,4,0
rust,282,3,0
rust,283,4,0
rust,284,4,0
rust,285,3,0
rust,286,4,1
rust,287,4,0
rust,288,5,0
rust,289,4,0
rust,290,5,0
rust,291,4,0
rust,292,4,0
rust,293,3,0
rust,294,5,0
cpp,0,0,0
cpp,1,0,1
cpp,2,1,0
cpp,3,1,0
cpp,4,2,0
cpp,5,1,0
cpp,6,1,0
cpp,7,1,0
cpp,8,2,0
cpp,9,2,0
cpp,10,1,0
cpp,11,1,0
cpp,12,2,0
cpp,13,2,0
cpp,14,1,0
cpp,15,1,1
cpp,16,1,1
cpp,17,2,1
cpp,18,2,0
cpp,19,1,1
cpp,20,0,1
cpp,21,1,0
cpp,22,1,0
cpp,23,1,0
cpp,24,1,0
cpp,25,2,0
cpp,26,2,0
cpp,27,1,0
cpp,28,1,0
cpp,29,2,0
cpp,30,2,0
cpp,31,1,0
cpp,32,1,0
cpp,33,2,0
cpp,34,2,0
cpp,35,2,1
cpp,36,1,1
cpp,37,1,0
cpp,38,2,0
cpp,39,2,0
cpp,40,1,0
cpp,41,3,0
cpp,42,1,0
cpp,43,0,1
cpp,44,0,1
cpp,45,2,0
cpp,46,1,0
cpp,47,1,0
cpp,48,1,0
cpp,49,2,0
cpp,50,2,0
cpp,51,2,0
cpp,52,2,0
cpp,53,2,0
cpp,54,1,1
cpp,55,3,0
cpp,56,3,0
cpp,57,1,1
cpp,58,3,0
cpp,59,1,0
cpp,60,1,0
cpp,61,1,0
cpp,62,1,0
cpp,63,2,0
cpp,64,0,1
cpp,65,2,1
cpp,66,2,0
cpp,67,2,0
cpp,68,2,0
cpp,69,0,1
cpp,70,2,0
cpp,71,2,0
cpp,72,3,0
cpp,73,2,0
cpp,74,2,0
cpp,75,3,1
cpp,76,3,0
cpp,77,3,0
cpp,78,3,0
cpp,79,3,0
cpp,80,1,1
cpp,81,2,0
cpp,82,2,0
cpp,83,2,0
cpp,84,1,0
cpp,85,2,0
cpp,86,2,0
cpp,87,2,0
cpp,88,3,0
cpp,89,2,0
cpp,90,1,0
cpp,91,2,0
cpp,92,2,0
cpp,93,2,0
cpp,94,2,0
cpp,95,2,0
cpp,96,2,0
cpp,97,2,0
cpp,98,2,1
cpp,99,1,0
cpp,100,2,0
cpp,101,0,1
cpp,102,2,0
cpp,103,1,0
cpp,104,1,1
cpp,105,3,0
cpp,106,0,1
cpp,107,2,0
cpp,108,2,0
cpp,109,2,0
cpp,110,3,0
cpp,111,1,0
cpp,112,1,0
cpp,113,2,0
cpp,114,0,1
cpp,115,3,0
cpp,116,3,0
cpp,117,3,0
cpp,118,3,0
cpp,119,3,0
cpp,120,2,0
cpp,121,3,0
cpp,122,2,0
cpp,123,3,0
cpp,124,2,0
cpp,125,2,1
cpp,126,2,1
cpp,127,2,0
cpp,128,2,0
cpp,129,4,0
cpp,130,4,0
cpp,131,2,0
cpp,132,3,0
cpp,133,2,0
cpp,134,2,0
cpp,135,1,0
cpp,136,1,0
cpp,137,2,0
cpp,138,2,0
cpp,139,2,0
cpp,140,2,1
cpp,141,3,0
cpp,142,3,0
cpp,143,3,0
cpp,144,2,0
cpp,145,2,0
cpp,146,2,1
cpp,147,2,0
cpp,148,2,1
cpp,149,2,0
cpp,150,2,0
cpp,151,3,0
cpp,152,2,0
cpp,153,2,0
cpp,154,3,0
cpp,155,2,0
cpp,156,3,0
cpp,157,2,0
cpp,158,1,0
cpp,159,2,0
cpp,160,2,0
cpp,161,4,0
cpp,162,5,0
cpp,163,1,0
cpp,164,1,0
cpp,165,2,0
cpp,166,1,0
cpp,167,2,0
cpp,168,0,1
cpp,169,1,0
cpp,170,2,0
cpp,171,2,0
cpp,172,1,2
cpp,173,1,1
cpp,174,1,0
cpp,175,1,0
cpp,176,4,0
cpp,177,4,0
cpp,178,4,0
cpp,179,2,0
cpp,180,1,0
cpp,181,3,0
cpp,182,2,0
cpp,183,3,0
cpp,184,5,0
cpp,185,2,0
cpp,186,2,0
cpp,187,1,0
cpp,188,2,1
cpp,189,4,0
cpp,190,2,0
cpp,191,2,0
cpp,192,3,0
cpp,193,4,0
cpp,194,4,0
cpp,195,3,0
cpp,196,2,0
cpp,197,3,0
cpp,198,3,0
cpp,199,2,0
cpp,200,2,0
cpp,201,2,1
cpp,202,2,0
cpp,203,3,0
cpp,204,2,0
cpp,205,2,1
cpp,206,3,0
cpp,207,5,0
cpp,208,5,0
cpp,209,3,0
cpp,210,3,0
cpp,211,2,0
cpp,212,2,0
cpp,213,4,0
cpp,214,5,0
cpp,215,3,0
cpp,216,4,0
cpp,217,2,0
cpp,218,1,0
cpp,219,4,0
cpp,220,3,0
cpp,221,2,0
cpp,222,1,0
cpp,223,5,0
cpp,224,2,0
cpp,225,2,0
cpp,226,1,0
cpp,227,5,0
cpp,228,4,0
cpp,229,2,0
cpp,230,2,0
cpp,231,5,0
cpp,232,2,0
cpp,233,3,0
c,0,0,0
c,1,0,1
c,2,3,0
c,3,1,0
c,4,1,0
c,5,2,0
c,6,1,0
c,7,1,1
c,8,1,0
c,9,1,0
c,10,1,1
c,11,2,0
c,12,2,0
c,13,2,0
c,14,1,0
c,15,1,1
c,16,1,0
c,17,1,0
c,18,2,0
c,19,2,0
c,20,1,0
c,21,0,1
c,22,1,0
c,23,2,0
c,24,2,1
c,25,1,1
c,26,1,0
c,27,2,0
c,28,2,0
c,29,1,1
c,30,3,0
c,31,1,1
c,32,1,0
c,33,3,0
c,34,2,0
c,35,2,0
c,36,3,1
c,37,1,0
c,38,1,1
c,39,2,0
c,40,2,0
c,41,1,0
c,42,2,0
c,43,1,0
c,44,2,0
c,45,2,0
c,46,2,0
c,47,2,0
c,48,2,0
c,49,2,0
c,50,2,0
c,51,2,1
c,52,0,1
c,53,2,1
c,54,1,1
c,55,1,0
c,56,3,0
c,57,1,0
c,58,1,0
c,59,2,0
c,60,1,0
c,61,3,0
c,62,3,0
c,63,2,0
c,64,3,0
c,65,2,0
c,66,5,0
c,67,3,0
c,68,2,0
c,69,2,0
c,70,3,0
c,71,2,0
c,72,2,0
c,73,1,0
c,74,2,0
c,75,2,0
c,76,2,0
c,77,3,1
c,78,2,0
c,79,2,1
c,80,2,0
c,81,1,0
c,82,2,0
c,83,2,0
c,84,4,0
c,85,1,0
c,86,2,0
c,87,1,0
c,88,1,0
c,89,4,0
c,90,4,0
c,91,2,0
c,92,2,0
c,93,3,0
c,94,5,0
c,95,3,0
c,96,2,0
c,97,1,0
c,98,0,1
c,99,2,0
c,100,2,0
c,101,2,0
c,102,3,0
c,103,2,0
c,104,2,0
c,105,2,1
c,106,2,0
c,107,3,0
c,108,2,0
c,109,1,0
c,110,5,0
c,111,2,0
c,112,3,0
c,113,2,1
c,114,2,0
c,115,3,0
c,116,2,0
c,117,1,0
c,118,4,0
c,119,3,0
c,120,2,0
c,121,2,0
c,122,1,0
c,123,5,0
c,124,4,0
c,125,2,0
c,126,2,0
c,127,2,0
c,128,5,0
c,129,2,0
c,130,3,0
python,0,0,0
python,1,0,1
python,2,0,1
python,3,1,0
python,4,1,0
python,5,0,1
python,6,1,0
python,7,1,0
python,8,1,0
python,9,2,0
python,10,2,0
python,11,1,0
python,12,1,0
python,13,2,0
python,14,1,0
python,15,2,0
python,16,1,0
python,17,1,1
python,18,1,0
python,19,2,0
python,20,2,0
python,21,2,0
python,22,3,0
python,23,1,1
python,24,2,0
python,25,1,0
python,26,2,0
python,27,1,0
python,28,1,0
python,29,2,0
python,30,2,0
python,31,1,0
python,32,2,0
python,33,1,0
python,34,0,1
python,35,1,0
python,36,2,0
python,37,1,0
python,38,2,1
python,39,1,0
python,40,3,0
python,41,2,0
python,42,2,1
python,43,2,0
python,44,1,1
python,45,2,0
python,46,2,1
python,47,2,0
python,48,1,0
python,49,2,0
python,50,2,0
python,51,0,1
python,52,2,0
python,53,2,0
python,54,1,0
python,55,3,1
python,56,3,1
python,57,3,0
python,58,3,0
python,59,4,0
python,60,1,1
python,61,3,1
python,62,3,0
python,63,2,0
python,64,3,1
python,65,3,0
python,66,3,1
python,67,3,1
python,68,3,0
python,69,2,1
python,70,1,0
python,71,3,0
python,72,2,0
python,73,2,0
python,74,2,0
python,75,3,0
python,76,1,0
python,77,2,0
python,78,4,1
python,79,2,0
python,80,4,0
python,81,4,0
python,82,1,0
python,83,4,0
python,84,2,0
python,85,3,1
python,86,3,1
python,87,4,0
python,88,0,1
python,89,4,0
python,90,4,1
python,91,4,0
python,92,4,1
python,93,4,0
python,94,3,0
python,95,3,0
python,96,2,0
python,97,3,0
python,98,5,0
python,99,3,1
python,100,4,0
python,101,4,1
python,102,4,1
python,103,4,0
python,104,0,1
python,105,1,0
python,106,1,1
python,107,2,0
python,108,4,1
python,109,5,0
python,110,5,0
python,111,3,0
python,112,2,0
python,113,1,1
python,114,4,1
python,115,4,0
python,116,4,1
python,117,5,0
python,118,5,0
python,119,1,1
python,120,2,1
python,121,5,0
python,122,5,1
python,123,4,0
python,124,4,0
python,125,2,0
python,126,1,1
python,127,2,0
python,128,2,1
python,129,5,0
python,130,5,0
python,131,5,1
python,132,1,0
python,133,2,1
python,134,2,1
python,135,2,0
python,136,6,0
python,137,2,0
python,138,2,1
python,139,3,0
python,140,1,1
python,141,6,0
python,142,2,1
python,143,2,0
python,144,2,0
python,145,3,0
python,146,2,0
python,147,2,1
python,148,2,0
python,149,3,0
zig,0,0,0
zig,1,2,1
zig,2,1,0
zig,3,1,0
zig,4,1,0
zig,5,2,0
zig,6,1,0
zig,7,1,0
zig,8,2,0
zig,9,3,0
zig,10,1,0
zig,11,1,0
zig,12,2,0
zig,13,0,1
zig,14,1,0
zig,15,2,0
zig,16,3,0
zig,17,1,0
zig,18,1,0
zig,19,1,0
zig,20,1,0
zig,21,2,0
zig,22,1,0
zig,23,2,0
zig,24,3,0
zig,25,2,0
zig,26,2,0
zig,27,2,0
zig,28,2,1
zig,29,1,0
zig,30,2,0
zig,31,3,0
zig,32,2,0
zig,33,2,1
zig,34,1,0
zig,35,1,0
zig,36,1,0
zig,37,2,0
zig,38,2,0
zig,39,1,0
zig,40,2,0
zig,41,1,0
zig,42,1,0
zig,43,2,0
zig,44,3,0
zig,45,1,0
zig,46,2,0
zig,47,1,0
zig,48,1,0
zig,49,1,0
zig,50,1,0
zig,51,2,0
zig,52,1,0
zig,53,3,0
zig,54,1,0
zig,55,2,0
zig,56,2,0
julia,0,0,0
julia,1,0,1
julia,2,0,1
julia,3,0,1
julia,4,0,1
julia,5,0,1
julia,6,1,0
julia,7,1,0
julia,8,0,1
julia,9,0,1
julia,10,1,0
julia,11,2,0
julia,12,0,1
julia,13,1,0
julia,14,2,0
julia,15,3,0
julia,16,0,1
julia,17,2,0
julia,18,2,0
julia,19,3,0
julia,20,2,0
julia,21,3,0
nim,0,0,0
nim,1,3,0
nim,2,3,0
nim,3,1,0
nim,4,3,1
nim,5,3,1
nim,6,3,1
nim,7,1,0
nim,8,1,1
nim,9,1,1
nim,10,3,1
nim,11,1,0
nim,12,7,0
nim,13,1,0
nim,14,1,0
nim,15,1,0
nim,16,1,0
nim,17,1,0
nim,18,1,1
nim,19,2,0
nim,20,3,1
nim,21,1,0
nim,22,1,0
nim,23,2,0
nim,24,1,0
nim,25,2,1
nim,26,2,0
nim,27,2,0
nim,28,2,0
nim,29,2,0
nim,30,2,0
nim,31,2,1
nim,32,3,0
nim,33,1,0
nim,34,2,0
nim,35,0,1
nim,36,3,0
nim,37,2,0
nim,38,1,0
nim,39,4,0
nim,40,1,0
nim,41,2,0
nim,42,2,0
nim,43,2,0
nim,44,2,0
nim,45,2,0
nim,46,2,0
nim,47,3,0
nim,48,3,0
nim,49,3,0
nim,50,3,0
nim,51,3,0
nim,52,3,0
nim,53,1,0
nim,54,1,0
nim,55,1,0
nim,56,2,0
nim,57,2,0
nim,58,3,0
nim,59,3,0
nim,60,2,0
nim,61,3,0
nim,62,2,1
nim,63,0,1
nim,64,1,1
nim,65,2,1
nim,66,3,0
nim,67,3,0
nim,68,0,1
nim,69,3,0
nim,70,3,0
nim,71,4,0
nim,72,3,0
nim,73,3,0
nim,74,4,0
nim,75,4,0
nim,76,4,0
nim,77,3,0
nim,78,3,0
nim,79,3,0
nim,80,2,1
nim,81,2,0
nim,82,3,0
nim,83,1,0
nim,84,2,0
nim,85,2,0
nim,86,0,1
nim,87,1,0
nim,88,1,1
nim,89,1,0
nim,90,2,1
nim,91,3,0
nim,92,4,0
nim,93,4,0
nim,94,4,0
nim,95,4,0
nim,96,4,0
nim,97,4,0
nim,98,4,0
nim,99,5,0
nim,100,4,0
nim,101,4,0
nim,102,4,0
nim,103,4,0
nim,104,4,0
nim,105,2,0
nim,106,2,0
nim,107,2,0
nim,108,2,0
nim,109,3,0
nim,110,1,0
nim,111,2,0
nim,112,1,1
nim,113,2,0
nim,114,2,1
nim,115,2,0
nim,116,4,0
nim,117,4,0
nim,118,5,0
nim,119,5,0
nim,120,4,0
nim,121,5,0
nim,122,5,0
nim,123,5,0
nim,124,5,0
nim,125,5,0
nim,126,5,0
nim,127,4,0
nim,128,2,0
nim,129,3,0
nim,130,3,0
nim,131,3,0
nim,132,2,0
nim,133,2,1
nim,134,3,1
nim,135,5,0
nim,136,5,0
nim,137,5,0
nim,138,5,0
nim,139,6,0
nim,140,6,0
nim,141,5,0
nim,142,5,0
nim,143,4,0
nim,144,2,0
nim,145,1,0
nim,146,3,0
nim,147,6,0
nim,148,6,0
nim,149,6,0
nim,150,6,0
nim,151,3,0
nim,152,2,0
nim,153,3,0
nim,154,2,0
nim,155,3,0
nim,156,3,0
nim,157,7,0
nim,158,3,0
csharp,0,0,0
csharp,1,0,1
csharp,2,0,1
csharp,3,1,0
csharp,4,0,1
csharp,5,1,0
csharp,6,1,0
csharp,7,1,0
csharp,8,1,0
csharp,9,1,0
csharp,10,2,0
csharp,11,1,0
csharp,12,3,0
csharp,13,4,0
csharp,14,2,0
csharp,15,2,0
csharp,16,4,0
csharp,17,1,0
csharp,18,5,0
csharp,19,2,0
csharp,20,2,0
csharp,21,1,0
csharp,22,1,0
csharp,23,0,2
csharp,24,0,1
csharp,25,2,0
csharp,26,2,0
csharp,27,1,0
csharp,28,1,0
csharp,29,2,0
csharp,30,2,0
csharp,31,2,0
csharp,32,2,0
csharp,33,4,0
csharp,34,2,0
csharp,35,2,0
csharp,36,2,0
csharp,37,2,0
csharp,38,3,0
csharp,39,5,0
csharp,40,3,0
csharp,41,1,1
csharp,42,1,0
csharp,43,2,0
csharp,44,2,0
csharp,45,3,0
csharp,46,2,0
csharp,47,2,0
csharp,48,1,0
csharp,49,0,2
csharp,50,0,1
csharp,51,2,0
csharp,52,2,0
csharp,53,4,0
csharp,54,4,0
csharp,55,2,0
csharp,56,2,0
csharp,57,3,0
csharp,58,3,0
csharp,59,1,0
csharp,60,3,0
csharp,61,2,0
csharp,62,4,0
csharp,63,1,0
csharp,64,2,0
csharp,65,1,0
csharp,66,1,0
csharp,67,2,0
csharp,68,2,0
csharp,69,1,0
csharp,70,2,0
csharp,71,1,0
csharp,72,4,0
csharp,73,2,0
csharp,74,2,0
csharp,75,1,0
csharp,76,2,0
csharp,77,2,0
csharp,78,3,0
csharp,79,2,0
csharp,80,2,0
csharp,81,1,0
csharp,82,2,0
csharp,83,2,0
csharp,84,3,0
csharp,85,2,0
csharp,86,3,0
csharp,87,1,0
csharp,88,2,0
csharp,89,1,0
csharp,90,1,0
csharp,91,1,0
csharp,92,1,0
csharp,93,1,0
csharp,94,2,0
csharp,95,2,0
csharp,96,2,0
csharp,97,3,0
csharp,98,3,0
csharp,99,3,0
csharp,100,3,0
csharp,101,4,0
csharp,102,3,0
csharp,103,2,0
csharp,104,2,0
csharp,105,1,0
csharp,106,2,0
csharp,107,4,0
csharp,108,3,0
csharp,109,1,0
csharp,110,2,0
csharp,111,2,0
csharp,112,2,0
csharp,113,2,0
csharp,114,2,0
csharp,115,2,0
csharp,116,2,0
csharp,117,3,0
csharp,118,3,0
csharp,119,3,0
csharp,120,2,0
csharp,121,3,0
csharp,122,3,0
csharp,123,4,0
csharp,124,3,0
csharp,125,3,0
csharp,126,4,0
csharp,127,3,0
csharp,128,2,0
csharp,129,5,0
csharp,130,4,0
csharp,131,3,0
csharp,132,3,0
csharp,133,4,0
csharp,134,3,0
csharp,135,1,0
csharp,136,2,0
csharp,137,4,0
csharp,138,3,0
csharp,139,3,0
csharp,140,3,0
csharp,141,3,0
csharp,142,3,0
csharp,143,3,0
csharp,144,4,0
csharp,145,3,0
csharp,146,5,0
csharp,147,4,0
csharp,148,2,0
csharp,149,5,0
csharp,150,4,0
csharp,151,3,0
csharp,152,2,0
csharp,153,3,0
csharp,154,3,0
csharp,155,4,0
csharp,156,3,0
csharp,157,3,0
csharp,158,4,0
csharp,159,3,0
csharp,160,5,0
csharp,161,4,0
csharp,162,2,0
csharp,163,3,0
csharp,164,3,0
csharp,165,4,0
csharp,166,3,0
csharp,167,1,0
csharp,168,4,0
csharp,169,4,0
csharp,170,4,0
csharp,171,4,0
csharp,172,5,0
csharp,173,4,0
csharp,174,2,0
csharp,175,4,0
csharp,176,3,0
csharp,177,5,0
csharp,178,4,0
csharp,179,5,0
csharp,180,4,0
csharp,181,2,0
csharp,182,3,0
csharp,183,3,0
csharp,184,4,0
csharp,185,3,0
csharp,186,3,0
csharp,187,4,0
csharp,188,3,0
csharp,189,5,0
csharp,190,4,0
csharp,191,5,0
csharp,192,4,0
csharp,193,5,0
csharp,194,4,0
csharp,195,4,0
csharp,196,3,0
csharp,197,5,0
csharp,198,4,0
csharp,199,5,0
csharp,200,4,0
csharp,201,4,0
csharp,202,5,0
csharp,203,4,0
java,0,0,0
java,1,0,1
java,2,0,1
java,3,3,0
java,4,2,0
java,5,1,0
java,6,2,0
java,7,1,0
java,8,2,0
java,9,1,0
java,10,2,0
java,11,4,0
java,12,5,0
java,13,6,0
java,14,3,0
java,15,0,1
java,16,2,0
java,17,2,0
java,18,2,1
java,19,2,1
java,20,2,0
java,21,2,0
java,22,1,0
java,23,1,0
java,24,2,0
java,25,2,0
java,26,2,0
java,27,2,0
java,28,3,0
java,29,2,0
java,30,0,2
java,31,2,0
java,32,2,0
java,33,2,0
java,34,3,0
java,35,5,0
java,36,6,0
java,37,5,0
java,38,2,0
java,39,2,0
java,40,2,0
java,41,2,0
java,42,0,1
java,43,3,0
java,44,2,0
java,45,1,0
java,46,2,0
java,47,3,0
java,48,3,0
java,49,3,1
java,50,3,1
java,51,3,0
java,52,3,1
java,53,2,0
java,54,2,0
java,55,2,1
java,56,2,1
java,57,3,0
java,58,3,0
java,59,3,0
java,60,3,0
java,61,2,0
java,62,2,0
java,63,3,0
java,64,2,0
java,65,3,0
java,66,0,2
java,67,2,0
java,68,2,0
java,69,3,0
java,70,2,0
java,71,2,0
java,72,5,0
java,73,3,0
java,74,1,0
java,75,2,0
java,76,3,0
java,77,0,1
java,78,3,0
java,79,3,0
java,80,3,1
java,81,3,0
java,82,3,0
java,83,3,1
java,84,3,1
java,85,3,0
java,86,3,1
java,87,2,0
java,88,4,0
java,89,4,0
java,90,4,0
java,91,4,0
java,92,4,0
java,93,4,0
java,94,4,0
java,95,2,0
java,96,3,0
java,97,1,0
java,98,2,0
java,99,1,0
java,100,4,0
java,101,4,0
java,102,3,0
java,103,3,0
java,104,2,0
java,105,4,0
java,106,3,0
java,107,3,0
java,108,3,0
java,109,3,0
java,110,3,0
java,111,3,0
java,112,3,0
java,113,2,0
java,114,2,0
java,115,3,0
java,116,3,1
java,117,4,0
java,118,3,0
java,119,4,0
java,120,5,0
java,121,5,0
java,122,5,0
java,123,5,0
java,124,4,0
java,125,2,0
java,126,1,0
java,127,2,0
java,128,2,0
java,129,1,0
java,130,2,0
java,131,1,0
java,132,3,0
java,133,5,0
java,134,4,0
java,135,3,0
java,136,4,0
java,137,4,0
java,138,4,0
java,139,4,0
java,140,4,0
java,141,4,0
java,142,4,0
java,143,4,0
java,144,3,0
java,145,3,0
