language,action_list_id,action_ordinal,action_count,reusable,action_kind,target_state,extra,repetition,lhs_symbol_id,lhs_symbol_name,child_count,dynamic_precedence,production_id
r,293,0,1,false,SHIFT,1038,false,false,,,,,
r,295,0,1,false,SHIFT,463,false,false,,,,,
r,297,0,1,false,SHIFT,466,false,false,,,,,
r,299,0,1,true,SHIFT,463,false,false,,,,,
r,301,0,1,true,SHIFT,466,false,false,,,,,
r,303,0,1,false,SHIFT,468,false,false,,,,,
r,305,0,1,true,SHIFT,468,false,false,,,,,
r,307,0,1,false,SHIFT,470,false,false,,,,,
r,309,0,1,true,SHIFT,470,false,false,,,,,
r,311,0,1,true,SHIFT,472,false,false,,,,,
r,313,0,1,true,SHIFT,478,false,false,,,,,
r,315,0,1,false,SHIFT,484,false,false,,,,,
r,317,0,1,true,SHIFT,253,false,false,,,,,
r,319,0,1,true,SHIFT,254,false,false,,,,,
r,321,0,1,true,SHIFT,261,false,false,,,,,
r,323,0,1,true,SHIFT,251,false,false,,,,,
r,325,0,1,true,REDUCE,,false,false,107,sym_extract_operator,2,0,6
r,327,0,1,false,SHIFT,387,false,false,,,,,
r,329,0,1,false,REDUCE,,false,false,107,sym_extract_operator,2,0,6
r,331,0,1,true,SHIFT,1919,false,false,,,,,
r,333,0,1,true,SHIFT,1920,false,false,,,,,
r,335,0,1,true,SHIFT,152,false,false,,,,,
r,337,0,1,true,SHIFT,2073,false,false,,,,,
r,339,0,1,false,SHIFT,976,false,false,,,,,
r,341,0,1,true,SHIFT,1028,false,false,,,,,
r,343,0,1,false,SHIFT,461,false,false,,,,,
r,345,0,1,true,SHIFT,461,false,false,,,,,
r,347,0,1,true,SHIFT,796,false,false,,,,,
r,349,0,1,true,REDUCE,,false,false,107,sym_extract_operator,3,0,6
r,351,0,1,false,SHIFT,341,false,false,,,,,
r,353,0,1,false,REDUCE,,false,false,107,sym_extract_operator,3,0,6
r,355,0,1,false,REDUCE,,false,false,134,aux_sym_braced_expression_repeat1,1,0,8
r,357,0,1,true,REDUCE,,false,false,134,aux_sym_braced_expression_repeat1,1,0,8
r,359,0,1,true,SHIFT,987,false,false,,,,,
r,361,0,1,false,SHIFT,359,false,false,,,,,
r,363,0,1,true,SHIFT,1851,false,false,,,,,
r,365,0,1,true,SHIFT,1852,false,false,,,,,
r,367,0,1,true,SHIFT,2053,false,false,,,,,
r,369,0,1,true,REDUCE,,false,false,131,aux_sym_program_repeat1,1,0,0
r,371,0,1,false,REDUCE,,false,false,131,aux_sym_program_repeat1,1,0,0
r,373,0,1,true,SHIFT,1027,false,false,,,,,
r,375,0,1,false,SHIFT,342,false,false,,,,,
r,377,0,1,true,SHIFT,210,false,false,,,,,
r,379,0,1,false,SHIFT,1636,false,false,,,,,
r,381,0,1,true,SHIFT,1808,false,false,,,,,
r,383,0,1,false,SHIFT,1808,false,false,,,,,
r,385,0,1,false,SHIFT,1988,false,false,,,,,
r,387,0,1,false,SHIFT,2006,false,false,,,,,
r,389,0,1,false,SHIFT,1960,false,false,,,,,
r,391,0,1,false,SHIFT,968,false,false,,,,,
r,393,0,1,true,SHIFT,969,false,false,,,,,
r,395,0,1,true,SHIFT,970,false,false,,,,,
r,397,0,1,true,SHIFT,971,false,false,,,,,
r,399,0,1,true,SHIFT,972,false,false,,,,,
r,401,0,1,true,SHIFT,1649,false,false,,,,,
r,403,0,1,false,SHIFT,1649,false,false,,,,,
r,405,0,1,true,SHIFT,1833,false,false,,,,,
r,407,0,1,true,SHIFT,1837,false,false,,,,,
r,409,0,1,false,SHIFT,1490,false,false,,,,,
r,411,0,1,false,SHIFT,1794,false,false,,,,,
r,413,0,1,false,SHIFT,1740,false,false,,,,,
r,415,0,1,true,SHIFT,310,false,false,,,,,
r,417,0,1,true,SHIFT,2051,false,false,,,,,
r,419,0,1,true,SHIFT,1075,false,false,,,,,
r,421,0,1,true,SHIFT,386,false,false,,,,,
r,423,0,1,true,SHIFT,1723,false,false,,,,,
r,425,0,1,false,SHIFT,439,false,false,,,,,
r,427,0,1,true,SHIFT,1939,false,false,,,,,
r,429,0,1,true,SHIFT,1948,false,false,,,,,
r,431,0,1,true,SHIFT,2052,false,false,,,,,
r,433,0,1,false,SHIFT,456,false,false,,,,,
r,435,0,1,true,SHIFT,1871,false,false,,,,,
r,437,0,1,true,SHIFT,1878,false,false,,,,,
r,439,0,1,true,SHIFT,2067,false,false,,,,,
r,441,0,1,false,SHIFT,1634,false,false,,,,,
r,443,0,1,true,SHIFT,1811,false,false,,,,,
r,445,0,1,false,SHIFT,1811,false,false,,,,,
r,447,0,1,false,SHIFT,1990,false,false,,,,,
r,449,0,1,false,SHIFT,2008,false,false,,,,,
r,451,0,1,false,SHIFT,1964,false,false,,,,,
r,453,0,1,false,SHIFT,981,false,false,,,,,
r,455,0,1,true,SHIFT,982,false,false,,,,,
r,457,0,1,true,SHIFT,983,false,false,,,,,
r,459,0,1,true,SHIFT,984,false,false,,,,,
r,461,0,1,true,SHIFT,985,false,false,,,,,
r,463,0,1,true,SHIFT,1638,false,false,,,,,
r,465,0,1,false,SHIFT,1638,false,false,,,,,
r,467,0,1,true,SHIFT,1872,false,false,,,,,
r,469,0,1,true,SHIFT,1875,false,false,,,,,
r,471,0,1,false,SHIFT,1552,false,false,,,,,
r,473,0,1,false,SHIFT,1748,false,false,,,,,
r,475,0,1,false,SHIFT,1795,false,false,,,,,
r,477,0,1,true,SHIFT,298,false,false,,,,,
r,479,0,1,true,SHIFT,2069,false,false,,,,,
r,481,0,1,true,SHIFT,1080,false,false,,,,,
r,483,0,1,true,SHIFT,389,false,false,,,,,
r,485,0,1,true,SHIFT,405,false,false,,,,,
r,487,0,1,false,SHIFT,339,false,false,,,,,
r,489,0,1,true,REDUCE,,false,false,108,sym_namespace_operator,2,0,6
r,491,0,1,false,REDUCE,,false,false,108,sym_namespace_operator,2,0,6
r,493,0,1,false,SHIFT,433,false,false,,,,,
r,495,0,1,true,SHIFT,249,false,false,,,,,
r,497,0,1,false,SHIFT,1635,false,false,,,,,
r,499,0,1,true,SHIFT,1813,false,false,,,,,
r,501,0,1,false,SHIFT,1813,false,false,,,,,
r,503,0,1,false,SHIFT,1982,false,false,,,,,
r,505,0,1,false,SHIFT,2001,false,false,,,,,
r,507,0,1,false,SHIFT,1953,false,false,,,,,
r,509,0,1,false,SHIFT,939,false,false,,,,,
r,511,0,1,true,SHIFT,940,false,false,,,,,
r,513,0,1,true,SHIFT,941,false,false,,,,,
r,515,0,1,true,SHIFT,942,false,false,,,,,
r,517,0,1,true,SHIFT,943,false,false,,,,,
r,519,0,1,true,SHIFT,1626,false,false,,,,,
r,521,0,1,false,SHIFT,1626,false,false,,,,,
r,523,0,1,true,SHIFT,1848,false,false,,,,,
r,525,0,1,true,SHIFT,1929,false,false,,,,,
r,527,0,1,false,SHIFT,1372,false,false,,,,,
r,529,0,1,false,SHIFT,1761,false,false,,,,,
r,531,0,1,false,SHIFT,1732,false,false,,,,,
r,533,0,1,true,SHIFT,294,false,false,,,,,
r,535,0,1,true,SHIFT,2072,false,false,,,,,
r,537,0,1,true,SHIFT,1065,false,false,,,,,
r,539,0,1,true,SHIFT,420,false,false,,,,,
r,541,0,1,true,SHIFT,381,false,false,,,,,
r,543,0,1,true,SHIFT,1705,false,false,,,,,
r,545,0,1,false,SHIFT,455,false,false,,,,,
r,547,0,1,true,SHIFT,250,false,false,,,,,
r,549,0,1,false,SHIFT,340,false,false,,,,,
r,551,0,1,true,SHIFT,1736,false,false,,,,,
r,553,0,1,true,SHIFT,1737,false,false,,,,,
r,555,0,1,true,SHIFT,1738,false,false,,,,,
r,557,0,1,true,SHIFT,450,false,false,,,,,
r,559,0,1,true,SHIFT,1704,false,false,,,,,
r,561,0,1,true,SHIFT,424,false,false,,,,,
r,563,0,1,true,SHIFT,426,false,false,,,,,
r,565,0,1,true,SHIFT,1799,false,false,,,,,
r,567,0,1,true,SHIFT,1800,false,false,,,,,
r,569,0,1,true,SHIFT,1802,false,false,,,,,
r,571,0,1,true,SHIFT,1804,false,false,,,,,
r,573,0,1,true,SHIFT,1728,false,false,,,,,
r,575,0,1,true,SHIFT,1744,false,false,,,,,
r,577,0,1,true,SHIFT,390,false,false,,,,,
r,579,0,1,true,SHIFT,391,false,false,,,,,
r,581,0,1,true,SHIFT,392,false,false,,,,,
r,583,0,1,true,SHIFT,1722,false,false,,,,,
r,585,0,1,true,SHIFT,1724,false,false,,,,,
r,587,0,1,true,SHIFT,343,false,false,,,,,
r,589,0,1,true,SHIFT,344,false,false,,,,,
r,591,0,1,true,SHIFT,345,false,false,,,,,
r,593,0,1,true,SHIFT,1654,false,false,,,,,
r,595,0,1,true,SHIFT,1670,false,false,,,,,
r,597,0,1,true,SHIFT,1671,false,false,,,,,
r,599,0,1,true,SHIFT,1703,false,false,,,,,
r,601,0,1,true,SHIFT,412,false,false,,,,,
r,603,0,1,false,SHIFT,417,false,false,,,,,
r,605,0,1,false,SHIFT,411,false,false,,,,,
r,607,0,1,true,REDUCE,,false,false,113,sym_string,1,0,1
r,609,0,1,false,REDUCE,,false,false,113,sym_string,1,0,1
r,611,0,1,true,REDUCE,,false,false,115,sym__single_quoted_string,3,0,16
r,613,0,1,false,REDUCE,,false,false,115,sym__single_quoted_string,3,0,16
r,615,0,1,true,REDUCE,,false,false,121,sym__expression,1,0,0
r,617,0,1,false,REDUCE,,false,false,121,sym__expression,1,0,0
r,619,0,1,false,SHIFT,257,false,false,,,,,
r,621,0,1,true,SHIFT,257,false,false,,,,,
r,623,0,1,true,REDUCE,,false,false,111,sym_float,1,0,0
r,625,0,1,false,REDUCE,,false,false,111,sym_float,1,0,0
r,627,0,1,false,SHIFT,372,false,false,,,,,
r,629,0,1,false,SHIFT,373,false,false,,,,,
r,631,0,1,true,REDUCE,,false,false,116,sym__double_quoted_string,3,0,16
r,633,0,1,false,REDUCE,,false,false,116,sym__double_quoted_string,3,0,16
r,635,0,1,true,REDUCE,,false,false,114,sym__raw_string,2,0,2
r,637,0,1,false,REDUCE,,false,false,114,sym__raw_string,2,0,2
r,639,0,1,true,REDUCE,,false,false,135,aux_sym_call_arguments_repeat1,1,0,0
r,641,0,1,true,REDUCE,,false,false,115,sym__single_quoted_string,2,0,5
r,643,0,1,false,REDUCE,,false,false,115,sym__single_quoted_string,2,0,5
r,645,0,1,true,REDUCE,,false,false,116,sym__double_quoted_string,2,0,5
r,647,0,1,false,REDUCE,,false,false,116,sym__double_quoted_string,2,0,5
r,649,0,1,true,REDUCE,,false,false,114,sym__raw_string,3,0,9
r,651,0,1,false,REDUCE,,false,false,114,sym__raw_string,3,0,9
r,653,0,1,false,SHIFT,252,false,false,,,,,
r,655,0,1,true,SHIFT,252,false,false,,,,,
r,657,0,1,false,SHIFT,399,false,false,,,,,
r,659,0,1,false,SHIFT,400,false,false,,,,,
r,661,0,1,false,SHIFT,285,false,false,,,,,
r,663,0,1,true,SHIFT,285,false,false,,,,,
r,665,0,1,false,SHIFT,406,false,false,,,,,
r,667,0,1,false,SHIFT,422,false,false,,,,,
r,669,0,1,false,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,671,0,1,true,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,673,0,2,true,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,673,1,2,true,SHIFT_REPEAT,317,false,true,,,,,
r,676,0,1,false,SHIFT,284,false,false,,,,,
r,678,0,1,true,SHIFT,284,false,false,,,,,
r,680,0,2,true,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,680,1,2,true,SHIFT_REPEAT,323,false,true,,,,,
r,683,0,1,false,SHIFT,437,false,false,,,,,
r,685,0,1,false,SHIFT,445,false,false,,,,,
r,687,0,1,false,SHIFT,311,false,false,,,,,
r,689,0,1,true,SHIFT,1817,false,false,,,,,
r,691,0,1,false,SHIFT,1817,false,false,,,,,
r,693,0,1,false,SHIFT,1986,false,false,,,,,
r,695,0,1,false,SHIFT,2004,false,false,,,,,
r,697,0,1,false,SHIFT,1957,false,false,,,,,
r,699,0,1,false,SHIFT,956,false,false,,,,,
r,701,0,1,true,SHIFT,957,false,false,,,,,
r,703,0,1,true,SHIFT,958,false,false,,,,,
r,705,0,1,true,SHIFT,959,false,false,,,,,
r,707,0,1,true,SHIFT,960,false,false,,,,,
r,709,0,1,true,SHIFT,330,false,false,,,,,
r,711,0,1,false,SHIFT,330,false,false,,,,,
r,713,0,1,false,SHIFT,189,false,false,,,,,
r,715,0,1,false,SHIFT,408,false,false,,,,,
r,717,0,1,true,SHIFT,1623,false,false,,,,,
r,719,0,1,true,SHIFT,1070,false,false,,,,,
r,721,0,1,true,SHIFT,384,false,false,,,,,
r,723,0,1,true,SHIFT,423,false,false,,,,,
r,725,0,1,false,REDUCE,,false,false,93,sym_braced_expression,2,0,2
r,727,0,1,true,REDUCE,,false,false,93,sym_braced_expression,2,0,2
r,729,0,1,true,SHIFT,347,false,false,,,,,
r,731,0,1,true,SHIFT,1743,false,false,,,,,
r,733,0,1,false,REDUCE,,false,false,108,sym_namespace_operator,3,0,17
r,735,0,1,true,REDUCE,,false,false,108,sym_namespace_operator,3,0,17
r,737,0,1,true,REDUCE,,false,false,107,sym_extract_operator,4,0,27
r,739,0,1,false,REDUCE,,false,false,107,sym_extract_operator,4,0,27
r,741,0,1,false,REDUCE,,false,false,107,sym_extract_operator,3,0,17
r,743,0,1,true,REDUCE,,false,false,107,sym_extract_operator,3,0,17
r,745,0,1,false,REDUCE,,false,false,98,sym_call_arguments,2,0,2
r,747,0,1,true,REDUCE,,false,false,98,sym_call_arguments,2,0,2
r,749,0,1,false,REDUCE,,false,false,99,sym_subset_arguments,2,0,2
r,751,0,1,true,REDUCE,,false,false,99,sym_subset_arguments,2,0,2
r,753,0,1,false,REDUCE,,false,false,100,sym_subset2_arguments,2,0,2
r,755,0,1,true,REDUCE,,false,false,100,sym_subset2_arguments,2,0,2
r,757,0,1,false,REDUCE,,false,false,94,sym_parenthesized_expression,3,0,21
r,759,0,1,true,REDUCE,,false,false,94,sym_parenthesized_expression,3,0,21
r,761,0,1,false,REDUCE,,false,false,93,sym_braced_expression,3,0,22
r,763,0,1,true,REDUCE,,false,false,93,sym_braced_expression,3,0,22
r,765,0,1,true,REDUCE,,false,false,98,sym_call_arguments,3,0,29
r,767,0,1,false,REDUCE,,false,false,98,sym_call_arguments,3,0,29
r,769,0,1,true,REDUCE,,false,false,98,sym_call_arguments,3,0,30
r,771,0,1,false,REDUCE,,false,false,98,sym_call_arguments,3,0,30
r,773,0,1,true,REDUCE,,false,false,99,sym_subset_arguments,3,0,29
r,775,0,1,false,REDUCE,,false,false,99,sym_subset_arguments,3,0,29
r,777,0,1,true,SHIFT,1746,false,false,,,,,
r,779,0,1,true,SHIFT,1787,false,false,,,,,
r,781,0,2,true,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,781,1,2,true,SHIFT_REPEAT,353,false,true,,,,,
r,784,0,1,true,REDUCE,,false,false,99,sym_subset_arguments,3,0,30
r,786,0,1,false,REDUCE,,false,false,99,sym_subset_arguments,3,0,30
r,788,0,1,true,REDUCE,,false,false,120,sym_na,1,0,0
r,790,0,1,false,REDUCE,,false,false,120,sym_na,1,0,0
r,792,0,1,true,REDUCE,,false,false,100,sym_subset2_arguments,3,0,29
r,794,0,1,false,REDUCE,,false,false,100,sym_subset2_arguments,3,0,29
r,796,0,1,true,REDUCE,,false,false,100,sym_subset2_arguments,3,0,30
r,798,0,1,false,REDUCE,,false,false,100,sym_subset2_arguments,3,0,30
r,800,0,1,true,REDUCE,,false,false,98,sym_call_arguments,4,0,39
r,802,0,1,false,REDUCE,,false,false,98,sym_call_arguments,4,0,39
r,804,0,1,true,REDUCE,,false,false,99,sym_subset_arguments,4,0,39
r,806,0,1,false,REDUCE,,false,false,99,sym_subset_arguments,4,0,39
r,808,0,1,false,REDUCE,,false,false,100,sym_subset2_arguments,4,0,39
r,810,0,1,true,REDUCE,,false,false,100,sym_subset2_arguments,4,0,39
r,812,0,1,false,REDUCE,,false,false,97,sym_subset2,2,0,7
r,814,0,1,true,REDUCE,,false,false,97,sym_subset2,2,0,7
r,816,0,1,true,REDUCE,,false,false,109,sym_integer,2,0,0
r,818,0,1,false,REDUCE,,false,false,109,sym_integer,2,0,0
r,820,0,1,true,REDUCE,,false,false,110,sym_complex,2,0,0
r,822,0,1,false,REDUCE,,false,false,110,sym_complex,2,0,0
r,824,0,1,true,REDUCE,,false,false,95,sym_call,2,0,7
r,826,0,1,false,REDUCE,,false,false,95,sym_call,2,0,7
r,828,0,1,true,REDUCE,,false,false,96,sym_subset,2,0,7
r,830,0,1,false,REDUCE,,false,false,96,sym_subset,2,0,7
r,832,0,1,true,SHIFT,397,false,false,,,,,
r,834,0,1,true,SHIFT,1674,false,false,,,,,
r,836,0,1,true,SHIFT,1707,false,false,,,,,
r,838,0,1,true,SHIFT,1760,false,false,,,,,
r,840,0,1,true,SHIFT,414,false,false,,,,,
r,842,0,1,true,SHIFT,413,false,false,,,,,
r,844,0,1,true,SHIFT,419,false,false,,,,,
r,846,0,1,true,SHIFT,1655,false,false,,,,,
r,848,0,1,true,SHIFT,1790,false,false,,,,,
r,850,0,1,true,SHIFT,1764,false,false,,,,,
r,852,0,1,true,SHIFT,377,false,false,,,,,
r,854,0,1,true,SHIFT,1695,false,false,,,,,
r,856,0,1,true,SHIFT,336,false,false,,,,,
r,858,0,1,true,SHIFT,1668,false,false,,,,,
r,860,0,1,true,SHIFT,1682,false,false,,,,,
r,862,0,2,true,REDUCE,,false,false,132,aux_sym_function_definition_repeat1,2,0,0
r,862,1,2,true,SHIFT_REPEAT,404,false,true,,,,,
r,865,0,1,true,REDUCE,,false,false,82,sym_program,2,0,0
r,867,0,1,false,SHIFT,318,false,false,,,,,
r,869,0,1,true,SHIFT,1816,false,false,,,,,
r,871,0,1,false,SHIFT,1816,false,false,,,,,
r,873,0,1,false,SHIFT,1881,false,false,,,,,
r,875,0,1,false,SHIFT,1983,false,false,,,,,
r,877,0,1,false,SHIFT,1904,false,false,,,,,
r,879,0,1,false,SHIFT,974,false,false,,,,,
r,881,0,1,true,SHIFT,485,false,false,,,,,
r,883,0,1,true,SHIFT,486,false,false,,,,,
r,885,0,1,true,SHIFT,489,false,false,,,,,
r,887,0,1,true,SHIFT,621,false,false,,,,,
r,889,0,1,true,SHIFT,316,false,false,,,,,
