language,reserved_word_set_id,symbol_id,symbol_name
python,4,87,anon_sym_yield
python,5,3,anon_sym_import
python,5,14,anon_sym_assert
python,5,16,anon_sym_return
python,5,17,anon_sym_del
python,5,18,anon_sym_raise
python,5,19,anon_sym_pass
python,5,20,anon_sym_break
python,5,21,anon_sym_continue
python,5,24,anon_sym_elif
python,5,25,anon_sym_else
python,5,29,anon_sym_for
python,5,31,anon_sym_while
python,5,32,anon_sym_try
python,5,33,anon_sym_except
python,5,35,anon_sym_finally
python,5,36,anon_sym_with
python,5,37,anon_sym_def
python,5,40,anon_sym_global
python,5,41,anon_sym_nonlocal
python,5,45,anon_sym_class
python,5,73,anon_sym_lambda
python,5,87,anon_sym_yield
python,6,3,anon_sym_import
python,6,5,anon_sym_from
python,6,14,anon_sym_assert
python,6,16,anon_sym_return
python,6,17,anon_sym_del
python,6,18,anon_sym_raise
python,6,19,anon_sym_pass
python,6,20,anon_sym_break
python,6,21,anon_sym_continue
python,6,24,anon_sym_elif
python,6,25,anon_sym_else
python,6,31,anon_sym_while
python,6,32,anon_sym_try
python,6,33,anon_sym_except
python,6,35,anon_sym_finally
python,6,36,anon_sym_with
python,6,37,anon_sym_def
python,6,40,anon_sym_global
python,6,41,anon_sym_nonlocal
python,6,45,anon_sym_class
python,6,73,anon_sym_lambda
python,6,87,anon_sym_yield
python,7,3,anon_sym_import
python,7,5,anon_sym_from
python,7,14,anon_sym_assert
python,7,16,anon_sym_return
python,7,17,anon_sym_del
python,7,18,anon_sym_raise
python,7,19,anon_sym_pass
python,7,20,anon_sym_break
python,7,21,anon_sym_continue
python,7,24,anon_sym_elif
python,7,29,anon_sym_for
python,7,31,anon_sym_while
python,7,32,anon_sym_try
python,7,33,anon_sym_except
python,7,35,anon_sym_finally
python,7,36,anon_sym_with
python,7,37,anon_sym_def
python,7,40,anon_sym_global
python,7,41,anon_sym_nonlocal
python,7,45,anon_sym_class
python,7,73,anon_sym_lambda
python,7,87,anon_sym_yield
python,8,3,anon_sym_import
python,8,5,anon_sym_from
python,8,10,anon_sym_as
python,8,14,anon_sym_assert
python,8,16,anon_sym_return
python,8,17,anon_sym_del
python,8,18,anon_sym_raise
python,8,19,anon_sym_pass
python,8,20,anon_sym_break
python,8,21,anon_sym_continue
python,8,22,anon_sym_if
python,8,24,anon_sym_elif
python,8,25,anon_sym_else
python,8,29,anon_sym_for
python,8,30,anon_sym_in
python,8,31,anon_sym_while
python,8,32,anon_sym_try
python,8,33,anon_sym_except
python,8,35,anon_sym_finally
python,8,36,anon_sym_with
python,8,37,anon_sym_def
python,8,40,anon_sym_global
python,8,41,anon_sym_nonlocal
python,8,45,anon_sym_class
python,8,56,anon_sym_and
python,8,57,anon_sym_or
python,8,65,anon_sym_is
python,9,3,anon_sym_import
python,9,5,anon_sym_from
python,9,10,anon_sym_as
python,9,14,anon_sym_assert
python,9,16,anon_sym_return
python,9,17,anon_sym_del
python,9,18,anon_sym_raise
python,9,19,anon_sym_pass
python,9,20,anon_sym_break
python,9,21,anon_sym_continue
python,9,22,anon_sym_if
python,9,24,anon_sym_elif
python,9,25,anon_sym_else
python,9,29,anon_sym_for
python,9,30,anon_sym_in
python,9,31,anon_sym_while
python,9,32,anon_sym_try
python,9,33,anon_sym_except
python,9,35,anon_sym_finally
python,9,36,anon_sym_with
python,9,37,anon_sym_def
python,9,40,anon_sym_global
python,9,41,anon_sym_nonlocal
python,9,45,anon_sym_class
python,9,56,anon_sym_and
python,9,57,anon_sym_or
python,9,65,anon_sym_is
python,9,87,anon_sym_yield
python,10,3,anon_sym_import
python,10,10,anon_sym_as
python,10,14,anon_sym_assert
python,10,16,anon_sym_return
python,10,17,anon_sym_del
python,10,18,anon_sym_raise
python,10,19,anon_sym_pass
python,10,20,anon_sym_break
python,10,21,anon_sym_continue
python,10,22,anon_sym_if
python,10,24,anon_sym_elif
python,10,25,anon_sym_else
python,10,29,anon_sym_for
python,10,30,anon_sym_in
python,10,31,anon_sym_while
python,10,32,anon_sym_try
python,10,33,anon_sym_except
python,10,35,anon_sym_finally
python,10,36,anon_sym_with
python,10,37,anon_sym_def
python,10,40,anon_sym_global
python,10,41,anon_sym_nonlocal
python,10,45,anon_sym_class
python,10,56,anon_sym_and
python,10,57,anon_sym_or
python,10,65,anon_sym_is
python,10,87,anon_sym_yield
python,11,10,anon_sym_as
python,11,30,anon_sym_in
python,11,56,anon_sym_and
python,11,57,anon_sym_or
python,11,65,anon_sym_is
python,12,10,anon_sym_as
python,12,24,anon_sym_elif
python,12,25,anon_sym_else
python,12,30,anon_sym_in
python,12,33,anon_sym_except
python,12,56,anon_sym_and
python,12,57,anon_sym_or
python,12,65,anon_sym_is
python,13,3,anon_sym_import
python,13,5,anon_sym_from
python,13,10,anon_sym_as
python,13,14,anon_sym_assert
python,13,16,anon_sym_return
python,13,17,anon_sym_del
python,13,18,anon_sym_raise
python,13,19,anon_sym_pass
python,13,20,anon_sym_break
python,13,21,anon_sym_continue
python,13,22,anon_sym_if
python,13,24,anon_sym_elif
python,13,25,anon_sym_else
python,13,29,anon_sym_for
python,13,30,anon_sym_in
python,13,31,anon_sym_while
python,13,32,anon_sym_try
python,13,33,anon_sym_except
python,13,35,anon_sym_finally
python,13,36,anon_sym_with
python,13,37,anon_sym_def
python,13,40,anon_sym_global
python,13,41,anon_sym_nonlocal
python,13,45,anon_sym_class
python,13,56,anon_sym_and
python,13,57,anon_sym_or
python,13,65,anon_sym_is
python,13,73,anon_sym_lambda
python,13,87,anon_sym_yield
python,14,3,anon_sym_import
python,14,5,anon_sym_from
python,14,10,anon_sym_as
python,14,14,anon_sym_assert
python,14,16,anon_sym_return
python,14,17,anon_sym_del
python,14,18,anon_sym_raise
python,14,19,anon_sym_pass
python,14,20,anon_sym_break
python,14,21,anon_sym_continue
python,14,22,anon_sym_if
python,14,24,anon_sym_elif
python,14,25,anon_sym_else
python,14,29,anon_sym_for
python,14,30,anon_sym_in
python,14,31,anon_sym_while
python,14,32,anon_sym_try
python,14,33,anon_sym_except
python,14,35,anon_sym_finally
python,14,36,anon_sym_with
python,14,37,anon_sym_def
python,14,40,anon_sym_global
python,14,41,anon_sym_nonlocal
python,14,45,anon_sym_class
python,14,55,anon_sym_not
python,14,56,anon_sym_and
python,14,57,anon_sym_or
python,14,65,anon_sym_is
python,14,73,anon_sym_lambda
python,14,87,anon_sym_yield
python,15,3,anon_sym_import
python,15,5,anon_sym_from
python,15,10,anon_sym_as
python,15,14,anon_sym_assert
python,15,16,anon_sym_return
python,15,17,anon_sym_del
python,15,18,anon_sym_raise
python,15,19,anon_sym_pass
python,15,20,anon_sym_break
python,15,21,anon_sym_continue
python,15,22,anon_sym_if
python,15,24,anon_sym_elif
python,15,25,anon_sym_else
python,15,28,anon_sym_async
python,15,29,anon_sym_for
python,15,30,anon_sym_in
python,15,31,anon_sym_while
python,15,32,anon_sym_try
python,15,33,anon_sym_except
python,15,35,anon_sym_finally
python,15,36,anon_sym_with
python,15,37,anon_sym_def
python,15,40,anon_sym_global
python,15,41,anon_sym_nonlocal
python,15,45,anon_sym_class
python,15,55,anon_sym_not
python,15,56,anon_sym_and
python,15,57,anon_sym_or
python,15,65,anon_sym_is
python,15,73,anon_sym_lambda
python,15,87,anon_sym_yield
python,15,95,anon_sym_await
