language,production_id,child_index,alias_symbol_id,alias_symbol_name
nim,8,0,297,sym__prefix_extended
nim,9,0,244,sym__call_extended
nim,10,0,261,sym_dot_generic_call
nim,18,1,246,sym__command_statement_argument_list
nim,20,1,246,sym__command_statement_argument_list
nim,25,0,374,alias_sym_parameter_declaration
nim,31,0,372,alias_sym_field_declaration
nim,35,1,376,alias_sym_string_content
nim,62,2,246,sym__command_statement_argument_list
nim,63,1,202,sym__object_field_declaration_branch_list
nim,64,1,142,sym_statement_list
nim,65,1,374,alias_sym_parameter_declaration
nim,68,1,142,sym_statement_list
nim,80,1,372,alias_sym_field_declaration
nim,86,0,157,sym_discard_statement
nim,88,2,202,sym__object_field_declaration_branch_list
nim,90,2,142,sym_statement_list
nim,112,3,202,sym__object_field_declaration_branch_list
nim,114,3,142,sym_statement_list
nim,133,4,202,sym__object_field_declaration_branch_list
nim,134,4,142,sym_statement_list
python,1,0,1,sym_identifier
python,2,0,149,sym_list_splat
python,5,1,1,sym_identifier
python,17,2,161,sym_block
python,23,2,273,alias_sym_as_pattern_target
python,34,1,226,sym_parenthesized_expression
python,38,3,161,sym_block
python,42,3,161,sym_block
python,44,3,161,sym_block
python,46,3,161,sym_block
python,51,0,274,alias_sym_format_expression
python,55,3,161,sym_block
python,56,3,161,sym_block
python,60,4,161,sym_block
python,61,3,161,sym_block
python,64,4,161,sym_block
python,66,4,161,sym_block
python,67,4,161,sym_block
python,69,0,1,sym_identifier
python,78,3,161,sym_block
python,85,5,161,sym_block
python,86,5,161,sym_block
python,88,2,161,sym_block
python,90,5,161,sym_block
python,92,5,161,sym_block
python,99,6,161,sym_block
python,101,6,161,sym_block
python,102,5,161,sym_block
python,104,3,161,sym_block
python,106,3,161,sym_block
python,108,6,161,sym_block
python,113,3,161,sym_block
python,114,6,161,sym_block
python,116,7,161,sym_block
python,119,4,161,sym_block
python,120,4,161,sym_block
python,122,7,161,sym_block
python,126,4,161,sym_block
python,128,4,161,sym_block
python,131,8,161,sym_block
python,133,5,161,sym_block
python,134,5,161,sym_block
python,138,5,161,sym_block
python,140,5,161,sym_block
python,142,6,161,sym_block
python,147,6,161,sym_block
r,5,1,71,sym__raw_string_close
r,16,1,70,sym__raw_string_content
r,16,2,71,sym__raw_string_close
rust,1,0,1,sym_identifier
rust,5,0,354,alias_sym_type_identifier
rust,7,1,354,alias_sym_type_identifier
rust,9,0,352,alias_sym_let_chain
rust,10,0,354,alias_sym_type_identifier
rust,16,0,1,sym_identifier
rust,17,0,1,sym_identifier
rust,17,2,354,alias_sym_type_identifier
rust,19,0,1,sym_identifier
rust,20,1,1,sym_identifier
rust,22,0,1,sym_identifier
rust,24,0,354,alias_sym_type_identifier
rust,28,1,354,alias_sym_type_identifier
rust,30,0,354,alias_sym_type_identifier
rust,33,0,1,sym_identifier
rust,34,1,354,alias_sym_type_identifier
rust,36,0,354,alias_sym_type_identifier
rust,48,2,354,alias_sym_type_identifier
rust,50,0,354,alias_sym_type_identifier
rust,51,0,226,sym_generic_type
rust,52,0,226,sym_generic_type
rust,52,2,354,alias_sym_type_identifier
rust,56,2,351,alias_sym_field_identifier
rust,59,2,155,sym__line_doc_content
rust,60,1,1,sym_identifier
rust,62,0,1,sym_identifier
rust,62,2,1,sym_identifier
rust,63,0,1,sym_identifier
rust,65,0,354,alias_sym_type_identifier
rust,66,0,353,alias_sym_shorthand_field_identifier
rust,67,2,1,sym_identifier
rust,70,0,226,sym_generic_type
rust,75,1,354,alias_sym_type_identifier
rust,77,0,1,sym_identifier
rust,80,1,354,alias_sym_type_identifier
rust,81,1,354,alias_sym_type_identifier
rust,85,0,354,alias_sym_type_identifier
rust,91,1,354,alias_sym_type_identifier
rust,92,1,354,alias_sym_type_identifier
rust,93,1,354,alias_sym_type_identifier
rust,95,2,354,alias_sym_type_identifier
rust,96,0,1,sym_identifier
rust,97,0,1,sym_identifier
rust,102,2,354,alias_sym_type_identifier
rust,108,1,353,alias_sym_shorthand_field_identifier
rust,111,3,354,alias_sym_type_identifier
rust,113,2,354,alias_sym_type_identifier
rust,114,0,354,alias_sym_type_identifier
rust,117,0,1,sym_identifier
rust,121,0,354,alias_sym_type_identifier
rust,122,1,354,alias_sym_type_identifier
rust,128,0,354,alias_sym_type_identifier
rust,129,1,354,alias_sym_type_identifier
rust,130,1,354,alias_sym_type_identifier
rust,135,3,1,sym_identifier
rust,137,1,354,alias_sym_type_identifier
rust,138,1,354,alias_sym_type_identifier
rust,139,1,354,alias_sym_type_identifier
rust,140,1,354,alias_sym_type_identifier
rust,144,2,354,alias_sym_type_identifier
rust,145,2,354,alias_sym_type_identifier
rust,146,2,354,alias_sym_type_identifier
rust,148,0,351,alias_sym_field_identifier
rust,151,2,354,alias_sym_type_identifier
rust,152,3,354,alias_sym_type_identifier
rust,156,0,354,alias_sym_type_identifier
rust,157,2,353,alias_sym_shorthand_field_identifier
rust,158,0,351,alias_sym_field_identifier
rust,161,1,354,alias_sym_type_identifier
rust,163,1,354,alias_sym_type_identifier
rust,170,2,354,alias_sym_type_identifier
rust,171,2,354,alias_sym_type_identifier
rust,174,0,354,alias_sym_type_identifier
rust,175,1,354,alias_sym_type_identifier
rust,176,2,354,alias_sym_type_identifier
rust,177,2,354,alias_sym_type_identifier
rust,189,0,351,alias_sym_field_identifier
rust,190,1,354,alias_sym_type_identifier
rust,191,1,354,alias_sym_type_identifier
rust,192,1,354,alias_sym_type_identifier
rust,194,2,354,alias_sym_type_identifier
rust,195,2,354,alias_sym_type_identifier
rust,196,2,354,alias_sym_type_identifier
rust,199,1,351,alias_sym_field_identifier
rust,203,2,354,alias_sym_type_identifier
rust,204,3,354,alias_sym_type_identifier
rust,205,3,354,alias_sym_type_identifier
rust,206,3,354,alias_sym_type_identifier
rust,210,0,354,alias_sym_type_identifier
rust,211,1,351,alias_sym_field_identifier
rust,219,2,354,alias_sym_type_identifier
rust,221,3,354,alias_sym_type_identifier
rust,222,3,354,alias_sym_type_identifier
rust,225,2,354,alias_sym_type_identifier
rust,233,1,351,alias_sym_field_identifier
rust,234,1,354,alias_sym_type_identifier
rust,235,3,354,alias_sym_type_identifier
rust,236,3,354,alias_sym_type_identifier
rust,239,3,354,alias_sym_type_identifier
rust,240,3,354,alias_sym_type_identifier
rust,243,2,354,alias_sym_type_identifier
rust,247,2,354,alias_sym_type_identifier
rust,248,2,354,alias_sym_type_identifier
rust,249,3,354,alias_sym_type_identifier
rust,250,3,354,alias_sym_type_identifier
rust,251,3,354,alias_sym_type_identifier
rust,257,2,351,alias_sym_field_identifier
rust,260,3,354,alias_sym_type_identifier
rust,267,3,354,alias_sym_type_identifier
rust,269,4,354,alias_sym_type_identifier
rust,270,4,354,alias_sym_type_identifier
rust,273,3,354,alias_sym_type_identifier
rust,279,2,354,alias_sym_type_identifier
rust,280,3,354,alias_sym_type_identifier
rust,286,4,354,alias_sym_type_identifier
zig,1,0,273,alias_sym_function_signature
zig,13,0,254,sym_identifier
zig,28,0,254,sym_identifier
zig,33,1,254,sym_identifier
