language,lexer_function,lex_state,token_symbol,token_symbol_id
r,ts_lex_keywords,21,anon_sym_if,5
r,ts_lex_keywords,22,anon_sym_in,7
r,ts_lex_keywords,27,sym_inf,57
r,ts_lex_keywords,30,sym_nan,58
r,ts_lex_keywords,33,anon_sym_for,6
r,ts_lex_keywords,42,sym_null,56
r,ts_lex_keywords,43,sym_true,54
r,ts_lex_keywords,46,sym_next,52
r,ts_lex_keywords,49,sym_false,55
r,ts_lex_keywords,54,sym_break,53
r,ts_lex_keywords,57,anon_sym_while,8
r,ts_lex_keywords,63,anon_sym_repeat,9
r,ts_lex_keywords,72,anon_sym_NA_real_,61
r,ts_lex_keywords,73,anon_sym_function,3
r,ts_lex_keywords,81,anon_sym_NA_complex_,62
r,ts_lex_keywords,82,anon_sym_NA_integer_,60
r,ts_lex_keywords,84,anon_sym_NA_character_,63
go,ts_lex,59,ts_builtin_sym_end,0
go,ts_lex,60,aux_sym_source_file_token1,2
go,ts_lex,61,anon_sym_SEMI,3
go,ts_lex,62,anon_sym_NULL,4
go,ts_lex,63,anon_sym_DOT,7
go,ts_lex,64,anon_sym_DOT,7
go,ts_lex,65,anon_sym_DOT,7
go,ts_lex,66,anon_sym_LPAREN,9
go,ts_lex,67,anon_sym_RPAREN,10
go,ts_lex,68,anon_sym_COMMA,12
go,ts_lex,69,anon_sym_EQ,13
go,ts_lex,70,anon_sym_EQ,13
go,ts_lex,71,anon_sym_LBRACK,16
go,ts_lex,72,anon_sym_RBRACK,17
go,ts_lex,73,anon_sym_DOT_DOT_DOT,18
go,ts_lex,74,anon_sym_STAR,20
go,ts_lex,75,anon_sym_STAR,20
go,ts_lex,76,anon_sym_TILDE,22
go,ts_lex,77,anon_sym_LBRACE,23
go,ts_lex,78,anon_sym_RBRACE,24
go,ts_lex,79,anon_sym_PIPE,26
go,ts_lex,80,anon_sym_PIPE,26
go,ts_lex,81,anon_sym_PIPE,26
go,ts_lex,82,anon_sym_LT_DASH,29
go,ts_lex,83,anon_sym_COLON_EQ,30
go,ts_lex,84,anon_sym_PLUS_PLUS,31
go,ts_lex,85,anon_sym_DASH_DASH,32
go,ts_lex,86,anon_sym_STAR_EQ,33
go,ts_lex,87,anon_sym_SLASH_EQ,34
go,ts_lex,88,anon_sym_PERCENT_EQ,35
go,ts_lex,89,anon_sym_LT_LT_EQ,36
go,ts_lex,90,anon_sym_GT_GT_EQ,37
go,ts_lex,91,anon_sym_AMP_EQ,38
go,ts_lex,92,anon_sym_AMP_CARET_EQ,39
go,ts_lex,93,anon_sym_PLUS_EQ,40
go,ts_lex,94,anon_sym_DASH_EQ,41
go,ts_lex,95,anon_sym_PIPE_EQ,42
go,ts_lex,96,anon_sym_CARET_EQ,43
go,ts_lex,97,anon_sym_COLON,44
go,ts_lex,98,anon_sym_COLON,44
go,ts_lex,99,anon_sym_PLUS,62
go,ts_lex,100,anon_sym_PLUS,62
go,ts_lex,101,anon_sym_PLUS,62
go,ts_lex,102,anon_sym_DASH,63
go,ts_lex,103,anon_sym_DASH,63
go,ts_lex,104,anon_sym_DASH,63
go,ts_lex,105,anon_sym_BANG,64
go,ts_lex,106,anon_sym_BANG,64
go,ts_lex,107,anon_sym_CARET,65
go,ts_lex,108,anon_sym_CARET,65
go,ts_lex,109,anon_sym_AMP,66
go,ts_lex,110,anon_sym_AMP,66
go,ts_lex,111,anon_sym_AMP,66
go,ts_lex,112,anon_sym_SLASH,67
go,ts_lex,113,anon_sym_SLASH,67
go,ts_lex,114,anon_sym_PERCENT,68
go,ts_lex,115,anon_sym_PERCENT,68
go,ts_lex,116,anon_sym_LT_LT,69
go,ts_lex,117,anon_sym_LT_LT,69
go,ts_lex,118,anon_sym_GT_GT,70
go,ts_lex,119,anon_sym_GT_GT,70
go,ts_lex,120,anon_sym_AMP_CARET,71
go,ts_lex,121,anon_sym_AMP_CARET,71
go,ts_lex,122,anon_sym_EQ_EQ,72
go,ts_lex,123,anon_sym_BANG_EQ,73
go,ts_lex,124,anon_sym_LT,74
go,ts_lex,125,anon_sym_LT,74
go,ts_lex,126,anon_sym_LT,74
go,ts_lex,127,anon_sym_LT,74
go,ts_lex,128,anon_sym_LT_EQ,75
go,ts_lex,129,anon_sym_GT,76
go,ts_lex,130,anon_sym_GT,76
go,ts_lex,131,anon_sym_GT_EQ,77
go,ts_lex,132,anon_sym_AMP_AMP,78
go,ts_lex,133,anon_sym_PIPE_PIPE,79
go,ts_lex,134,sym_identifier,1
go,ts_lex,135,anon_sym_BQUOTE,80
go,ts_lex,136,aux_sym_raw_string_literal_token1,81
go,ts_lex,137,aux_sym_raw_string_literal_token1,81
go,ts_lex,138,aux_sym_raw_string_literal_token1,81
go,ts_lex,139,aux_sym_raw_string_literal_token1,81
go,ts_lex,140,aux_sym_raw_string_literal_token1,81
go,ts_lex,141,aux_sym_raw_string_literal_token1,81
go,ts_lex,142,anon_sym_DQUOTE,82
go,ts_lex,143,aux_sym_interpreted_string_literal_token1,83
go,ts_lex,144,aux_sym_interpreted_string_literal_token1,83
go,ts_lex,145,aux_sym_interpreted_string_literal_token1,83
go,ts_lex,146,aux_sym_interpreted_string_literal_token1,83
go,ts_lex,147,aux_sym_interpreted_string_literal_token1,83
go,ts_lex,148,anon_sym_DQUOTE2,84
go,ts_lex,149,sym_escape_sequence,85
go,ts_lex,150,sym_escape_sequence,85
go,ts_lex,151,sym_escape_sequence,85
go,ts_lex,152,sym_int_literal,86
go,ts_lex,153,sym_int_literal,86
go,ts_lex,154,sym_int_literal,86
go,ts_lex,155,sym_int_literal,86
go,ts_lex,156,sym_int_literal,86
go,ts_lex,157,sym_int_literal,86
go,ts_lex,158,sym_float_literal,87
go,ts_lex,159,sym_float_literal,87
go,ts_lex,160,sym_float_literal,87
go,ts_lex,161,sym_imaginary_literal,88
go,ts_lex,162,sym_rune_literal,89
go,ts_lex,163,sym_comment,94
go,ts_lex,164,sym_comment,94
go,ts_lex_keywords,1,sym_blank_identifier,8
go,ts_lex_keywords,25,anon_sym_go,50
go,ts_lex_keywords,26,anon_sym_if,52
go,ts_lex_keywords,49,anon_sym_for,54
go,ts_lex_keywords,56,anon_sym_map,27
go,ts_lex_keywords,57,anon_sym_new,60
go,ts_lex_keywords,58,sym_nil,90
go,ts_lex_keywords,67,anon_sym_var,14
go,ts_lex_keywords,69,anon_sym_case,57
go,ts_lex_keywords,70,anon_sym_chan,28
go,ts_lex_keywords,75,anon_sym_else,53
go,ts_lex_keywords,78,anon_sym_func,15
go,ts_lex_keywords,79,anon_sym_goto,48
go,ts_lex_keywords,82,sym_iota,93
go,ts_lex_keywords,83,anon_sym_make,61
go,ts_lex_keywords,90,sym_true,91
go,ts_lex_keywords,91,anon_sym_type,19
go,ts_lex_keywords,92,anon_sym_break,46
go,ts_lex_keywords,93,anon_sym_const,11
go,ts_lex_keywords,96,anon_sym_defer,51
go,ts_lex_keywords,98,sym_false,92
go,ts_lex_keywords,102,anon_sym_range,55
go,ts_lex_keywords,110,anon_sym_import,6
go,ts_lex_keywords,113,anon_sym_return,49
go,ts_lex_keywords,114,anon_sym_select,59
go,ts_lex_keywords,115,anon_sym_struct,21
go,ts_lex_keywords,116,anon_sym_switch,56
go,ts_lex_keywords,118,anon_sym_default,58
go,ts_lex_keywords,121,anon_sym_package,5
go,ts_lex_keywords,122,anon_sym_continue,47
go,ts_lex_keywords,126,anon_sym_interface,25
go,ts_lex_keywords,128,anon_sym_fallthrough,45
rust,ts_lex,74,ts_builtin_sym_end,0
rust,ts_lex,75,anon_sym_SEMI,2
rust,ts_lex,76,anon_sym_macro_rules_BANG,3
rust,ts_lex,77,anon_sym_LPAREN,4
rust,ts_lex,78,anon_sym_RPAREN,5
rust,ts_lex,79,anon_sym_LBRACK,6
rust,ts_lex,80,anon_sym_RBRACK,7
rust,ts_lex,81,anon_sym_LBRACE,8
rust,ts_lex,82,anon_sym_RBRACE,9
rust,ts_lex,83,anon_sym_EQ_GT,10
rust,ts_lex,84,anon_sym_COLON,11
rust,ts_lex,85,anon_sym_COLON,11
rust,ts_lex,86,anon_sym_DOLLAR,12
rust,ts_lex,87,anon_sym_DOLLAR,12
rust,ts_lex,88,aux_sym_token_repetition_pattern_token1,13
rust,ts_lex,89,aux_sym_token_repetition_pattern_token1,13
rust,ts_lex,90,aux_sym_token_repetition_pattern_token1,13
rust,ts_lex,91,anon_sym_PLUS,14
rust,ts_lex,92,anon_sym_PLUS,14
rust,ts_lex,93,anon_sym_STAR,15
rust,ts_lex,94,anon_sym_STAR,15
rust,ts_lex,95,anon_sym_QMARK,16
rust,ts_lex,96,anon_sym_DASH,49
rust,ts_lex,97,anon_sym_DASH,49
rust,ts_lex,98,anon_sym_DASH,49
rust,ts_lex,99,anon_sym_DASH,49
rust,ts_lex,100,anon_sym_SLASH,50
rust,ts_lex,101,anon_sym_PERCENT,51
rust,ts_lex,102,anon_sym_CARET,52
rust,ts_lex,103,anon_sym_BANG,53
rust,ts_lex,104,anon_sym_BANG,53
rust,ts_lex,105,anon_sym_AMP,54
rust,ts_lex,106,anon_sym_AMP,54
rust,ts_lex,107,anon_sym_PIPE,55
rust,ts_lex,108,anon_sym_PIPE,55
rust,ts_lex,109,anon_sym_AMP_AMP,56
rust,ts_lex,110,anon_sym_PIPE_PIPE,57
rust,ts_lex,111,anon_sym_LT_LT,58
rust,ts_lex,112,anon_sym_GT_GT,59
rust,ts_lex,113,anon_sym_PLUS_EQ,60
rust,ts_lex,114,anon_sym_DASH_EQ,61
rust,ts_lex,115,anon_sym_STAR_EQ,62
rust,ts_lex,116,anon_sym_SLASH_EQ,63
rust,ts_lex,117,anon_sym_PERCENT_EQ,64
rust,ts_lex,118,anon_sym_CARET_EQ,65
rust,ts_lex,119,anon_sym_AMP_EQ,66
rust,ts_lex,120,anon_sym_PIPE_EQ,67
rust,ts_lex,121,anon_sym_LT_LT_EQ,68
rust,ts_lex,122,anon_sym_GT_GT_EQ,69
rust,ts_lex,123,anon_sym_EQ,70
rust,ts_lex,124,anon_sym_EQ,70
rust,ts_lex,125,anon_sym_EQ,70
rust,ts_lex,126,anon_sym_EQ_EQ,71
rust,ts_lex,127,anon_sym_BANG_EQ,72
rust,ts_lex,128,anon_sym_GT,73
rust,ts_lex,129,anon_sym_GT,73
rust,ts_lex,130,anon_sym_LT,74
rust,ts_lex,131,anon_sym_LT,74
rust,ts_lex,132,anon_sym_GT_EQ,75
rust,ts_lex,133,anon_sym_LT_EQ,76
rust,ts_lex,134,anon_sym_AT,77
rust,ts_lex,135,anon_sym_DOT,79
rust,ts_lex,136,anon_sym_DOT_DOT,80
rust,ts_lex,137,anon_sym_DOT_DOT,80
rust,ts_lex,138,anon_sym_DOT_DOT,80
rust,ts_lex,139,anon_sym_DOT_DOT_DOT,81
rust,ts_lex,140,anon_sym_DOT_DOT_EQ,82
rust,ts_lex,141,anon_sym_COMMA,83
rust,ts_lex,142,anon_sym_COLON_COLON,84
rust,ts_lex,143,anon_sym_DASH_GT,85
rust,ts_lex,144,anon_sym_POUND,86
rust,ts_lex,145,anon_sym_POUND,86
rust,ts_lex,146,anon_sym_SQUOTE,87
rust,ts_lex,147,anon_sym_SQUOTE,87
rust,ts_lex,148,anon_sym_LT2,120
rust,ts_lex,149,sym_integer_literal,127
rust,ts_lex,150,sym_integer_literal,127
rust,ts_lex,151,sym_integer_literal,127
rust,ts_lex,152,sym_integer_literal,127
rust,ts_lex,153,sym_integer_literal,127
rust,ts_lex,154,sym_integer_literal,127
rust,ts_lex,155,sym_integer_literal,127
rust,ts_lex,156,sym_integer_literal,127
rust,ts_lex,157,sym_integer_literal,127
rust,ts_lex,158,aux_sym_string_literal_token1,128
rust,ts_lex,159,sym_char_literal,129
rust,ts_lex,160,sym_escape_sequence,130
rust,ts_lex,161,anon_sym_SLASH_SLASH,133
rust,ts_lex,162,anon_sym_SLASH_SLASH,133
rust,ts_lex,163,anon_sym_SLASH_SLASH,133
rust,ts_lex,164,aux_sym_line_comment_token1,134
rust,ts_lex,165,aux_sym_line_comment_token2,135
rust,ts_lex,166,aux_sym_line_comment_token2,135
rust,ts_lex,167,aux_sym_line_comment_token2,135
rust,ts_lex,168,aux_sym_line_comment_token3,136
rust,ts_lex,169,aux_sym_line_comment_token3,136
rust,ts_lex,170,aux_sym_line_comment_token3,136
rust,ts_lex,171,aux_sym_line_comment_token3,136
rust,ts_lex,172,anon_sym_BANG2,137
rust,ts_lex,173,anon_sym_SLASH2,138
rust,ts_lex,174,anon_sym_SLASH2,138
rust,ts_lex,175,anon_sym_SLASH_STAR,139
rust,ts_lex,176,anon_sym_SLASH_STAR,139
rust,ts_lex,177,anon_sym_STAR_SLASH,140
rust,ts_lex,178,sym_identifier,1
rust,ts_lex,179,sym_identifier,1
rust,ts_lex,180,sym_identifier,1
rust,ts_lex,181,sym_identifier,1
rust,ts_lex,182,sym_identifier,1
rust,ts_lex,183,sym_identifier,1
rust,ts_lex,184,sym_identifier,1
rust,ts_lex,185,sym_identifier,1
rust,ts_lex,186,sym_identifier,1
rust,ts_lex,187,sym_identifier,1
rust,ts_lex,188,sym_identifier,1
rust,ts_lex,189,sym_identifier,1
rust,ts_lex,190,sym_identifier,1
rust,ts_lex,191,sym_identifier,1
rust,ts_lex,192,sym_identifier,1
rust,ts_lex,193,sym_shebang,141
rust,ts_lex,194,sym_metavariable,145
rust,ts_lex_keywords,1,anon_sym__,78
rust,ts_lex_keywords,20,anon_sym_as,88
rust,ts_lex_keywords,36,anon_sym_fn,96
rust,ts_lex_keywords,42,anon_sym_i8,33
rust,ts_lex_keywords,44,anon_sym_if,99
rust,ts_lex_keywords,46,anon_sym_in,119
rust,ts_lex_keywords,64,anon_sym_tt,29
rust,ts_lex_keywords,65,anon_sym_ty,30
rust,ts_lex_keywords,69,anon_sym_u8,32
rust,ts_lex_keywords,84,anon_sym_dyn,121
rust,ts_lex_keywords,89,anon_sym_f32,44
rust,ts_lex_keywords,90,anon_sym_f64,45
rust,ts_lex_keywords,92,anon_sym_for,97
rust,ts_lex_keywords,93,anon_sym_gen,98
rust,ts_lex_keywords,95,anon_sym_i16,35
rust,ts_lex_keywords,96,anon_sym_i32,37
rust,ts_lex_keywords,97,anon_sym_i64,39
rust,ts_lex_keywords,102,anon_sym_let,101
rust,ts_lex_keywords,108,anon_sym_mod,104
rust,ts_lex_keywords,110,sym_mutable_specifier,122
rust,ts_lex_keywords,111,anon_sym_pat,25
rust,ts_lex_keywords,112,anon_sym_pub,105
rust,ts_lex_keywords,113,anon_sym_raw,123
rust,ts_lex_keywords,114,anon_sym_ref,117
rust,ts_lex_keywords,119,anon_sym_str,47
rust,ts_lex_keywords,123,anon_sym_try,126
rust,ts_lex_keywords,126,anon_sym_u16,34
rust,ts_lex_keywords,127,anon_sym_u32,36
rust,ts_lex_keywords,128,anon_sym_u64,38
rust,ts_lex_keywords,131,anon_sym_use,113
rust,ts_lex_keywords,133,anon_sym_vis,31
rust,ts_lex_keywords,140,anon_sym_bool,46
rust,ts_lex_keywords,142,anon_sym_char,48
rust,ts_lex_keywords,147,anon_sym_else,118
rust,ts_lex_keywords,148,anon_sym_enum,95
rust,ts_lex_keywords,149,anon_sym_expr,18
rust,ts_lex_keywords,152,anon_sym_i128,41
rust,ts_lex_keywords,154,anon_sym_impl,100
rust,ts_lex_keywords,156,anon_sym_item,21
rust,ts_lex_keywords,159,anon_sym_loop,102
rust,ts_lex_keywords,161,anon_sym_meta,24
rust,ts_lex_keywords,162,anon_sym_move,125
rust,ts_lex_keywords,164,anon_sym_path,27
rust,ts_lex_keywords,166,sym_self,142
rust,ts_lex_keywords,168,anon_sym_stmt,28
rust,ts_lex_keywords,172,anon_sym_true,131
rust,ts_lex_keywords,173,anon_sym_type,110
rust,ts_lex_keywords,174,anon_sym_u128,40
rust,ts_lex_keywords,181,anon_sym_async,89
rust,ts_lex_keywords,182,anon_sym_await,90
rust,ts_lex_keywords,183,anon_sym_block,17
rust,ts_lex_keywords,184,anon_sym_break,91
rust,ts_lex_keywords,185,anon_sym_const,92
rust,ts_lex_keywords,187,sym_crate,144
rust,ts_lex_keywords,191,anon_sym_false,132
rust,ts_lex_keywords,192,anon_sym_ident,20
rust,ts_lex_keywords,193,anon_sym_isize,42
rust,ts_lex_keywords,196,anon_sym_match,103
rust,ts_lex_keywords,201,sym_super,143
rust,ts_lex_keywords,202,anon_sym_trait,109
rust,ts_lex_keywords,203,anon_sym_union,111
rust,ts_lex_keywords,205,anon_sym_usize,43
rust,ts_lex_keywords,206,anon_sym_where,114
rust,ts_lex_keywords,207,anon_sym_while,115
rust,ts_lex_keywords,208,anon_sym_yield,124
rust,ts_lex_keywords,212,anon_sym_extern,116
rust,ts_lex_keywords,216,anon_sym_return,106
rust,ts_lex_keywords,217,anon_sym_static,107
rust,ts_lex_keywords,218,anon_sym_struct,108
rust,ts_lex_keywords,219,anon_sym_unsafe,112
rust,ts_lex_keywords,221,anon_sym_default,94
rust,ts_lex_keywords,224,anon_sym_literal,23
rust,ts_lex_keywords,226,anon_sym_continue,93
rust,ts_lex_keywords,228,anon_sym_lifetime,22
rust,ts_lex_keywords,230,anon_sym_expr_2021,19
rust,ts_lex_keywords,231,anon_sym_pat_param,26
cpp,ts_lex,439,ts_builtin_sym_end,0
cpp,ts_lex,440,aux_sym_preproc_include_token1,2
cpp,ts_lex,441,aux_sym_preproc_include_token2,3
cpp,ts_lex,442,aux_sym_preproc_def_token1,4
cpp,ts_lex,443,anon_sym_LPAREN,5
cpp,ts_lex,444,anon_sym_DOT_DOT_DOT,6
cpp,ts_lex,445,anon_sym_COMMA,7
cpp,ts_lex,446,anon_sym_RPAREN,8
cpp,ts_lex,447,aux_sym_preproc_if_token1,9
cpp,ts_lex,448,anon_sym_LF,10
cpp,ts_lex,449,aux_sym_preproc_if_token2,11
cpp,ts_lex,450,aux_sym_preproc_if_token2,11
cpp,ts_lex,451,aux_sym_preproc_ifdef_token1,12
cpp,ts_lex,452,aux_sym_preproc_ifdef_token2,13
cpp,ts_lex,453,aux_sym_preproc_else_token1,14
cpp,ts_lex,454,aux_sym_preproc_else_token1,14
cpp,ts_lex,455,aux_sym_preproc_elif_token1,15
cpp,ts_lex,456,aux_sym_preproc_elif_token1,15
cpp,ts_lex,457,aux_sym_preproc_elifdef_token1,16
cpp,ts_lex,458,aux_sym_preproc_elifdef_token1,16
cpp,ts_lex,459,aux_sym_preproc_elifdef_token2,17
cpp,ts_lex,460,aux_sym_preproc_elifdef_token2,17
cpp,ts_lex,461,sym_preproc_arg,18
cpp,ts_lex,462,sym_preproc_arg,18
cpp,ts_lex,463,sym_preproc_arg,18
cpp,ts_lex,464,sym_preproc_arg,18
cpp,ts_lex,465,sym_preproc_arg,18
cpp,ts_lex,466,sym_preproc_arg,18
cpp,ts_lex,467,sym_preproc_arg,18
cpp,ts_lex,468,sym_preproc_arg,18
cpp,ts_lex,469,sym_preproc_arg,18
cpp,ts_lex,470,sym_preproc_arg,18
cpp,ts_lex,471,sym_preproc_arg,18
cpp,ts_lex,472,sym_preproc_arg,18
cpp,ts_lex,473,sym_preproc_directive,19
cpp,ts_lex,474,sym_preproc_directive,19
cpp,ts_lex,475,sym_preproc_directive,19
cpp,ts_lex,476,sym_preproc_directive,19
cpp,ts_lex,477,sym_preproc_directive,19
cpp,ts_lex,478,sym_preproc_directive,19
cpp,ts_lex,479,sym_preproc_directive,19
cpp,ts_lex,480,sym_preproc_directive,19
cpp,ts_lex,481,sym_preproc_directive,19
cpp,ts_lex,482,sym_preproc_directive,19
cpp,ts_lex,483,sym_preproc_directive,19
cpp,ts_lex,484,sym_preproc_directive,19
cpp,ts_lex,485,sym_preproc_directive,19
cpp,ts_lex,486,sym_preproc_directive,19
cpp,ts_lex,487,sym_preproc_directive,19
cpp,ts_lex,488,sym_preproc_directive,19
cpp,ts_lex,489,sym_preproc_directive,19
cpp,ts_lex,490,sym_preproc_directive,19
cpp,ts_lex,491,sym_preproc_directive,19
cpp,ts_lex,492,sym_preproc_directive,19
cpp,ts_lex,493,sym_preproc_directive,19
cpp,ts_lex,494,sym_preproc_directive,19
cpp,ts_lex,495,sym_preproc_directive,19
cpp,ts_lex,496,sym_preproc_directive,19
cpp,ts_lex,497,sym_preproc_directive,19
cpp,ts_lex,498,sym_preproc_directive,19
cpp,ts_lex,499,sym_preproc_directive,19
cpp,ts_lex,500,sym_preproc_directive,19
cpp,ts_lex,501,sym_preproc_directive,19
cpp,ts_lex,502,sym_preproc_directive,19
cpp,ts_lex,503,sym_preproc_directive,19
cpp,ts_lex,504,anon_sym_LPAREN2,20
cpp,ts_lex,505,anon_sym_BANG,22
cpp,ts_lex,506,anon_sym_BANG,22
cpp,ts_lex,507,anon_sym_TILDE,23
cpp,ts_lex,508,anon_sym_DASH,24
cpp,ts_lex,509,anon_sym_DASH,24
cpp,ts_lex,510,anon_sym_DASH,24
cpp,ts_lex,511,anon_sym_DASH,24
cpp,ts_lex,512,anon_sym_DASH,24
cpp,ts_lex,513,anon_sym_DASH,24
cpp,ts_lex,514,anon_sym_DASH,24
cpp,ts_lex,515,anon_sym_DASH,24
cpp,ts_lex,516,anon_sym_DASH,24
cpp,ts_lex,517,anon_sym_DASH,24
cpp,ts_lex,518,anon_sym_PLUS,25
cpp,ts_lex,519,anon_sym_PLUS,25
cpp,ts_lex,520,anon_sym_PLUS,25
cpp,ts_lex,521,anon_sym_PLUS,25
cpp,ts_lex,522,anon_sym_PLUS,25
cpp,ts_lex,523,anon_sym_PLUS,25
cpp,ts_lex,524,anon_sym_PLUS,25
cpp,ts_lex,525,anon_sym_STAR,26
cpp,ts_lex,526,anon_sym_STAR,26
cpp,ts_lex,527,anon_sym_SLASH,27
cpp,ts_lex,528,anon_sym_SLASH,27
cpp,ts_lex,529,anon_sym_PERCENT,28
cpp,ts_lex,530,anon_sym_PERCENT,28
cpp,ts_lex,531,anon_sym_PIPE_PIPE,29
cpp,ts_lex,532,anon_sym_AMP_AMP,30
cpp,ts_lex,533,anon_sym_PIPE,31
cpp,ts_lex,534,anon_sym_PIPE,31
cpp,ts_lex,535,anon_sym_PIPE,31
cpp,ts_lex,536,anon_sym_CARET,32
cpp,ts_lex,537,anon_sym_CARET,32
cpp,ts_lex,538,anon_sym_CARET,32
cpp,ts_lex,539,anon_sym_CARET,32
cpp,ts_lex,540,anon_sym_AMP,33
cpp,ts_lex,541,anon_sym_AMP,33
cpp,ts_lex,542,anon_sym_AMP,33
cpp,ts_lex,543,anon_sym_EQ_EQ,34
cpp,ts_lex,544,anon_sym_BANG_EQ,35
cpp,ts_lex,545,anon_sym_GT,36
cpp,ts_lex,546,anon_sym_GT,36
cpp,ts_lex,547,anon_sym_GT,36
cpp,ts_lex,548,anon_sym_GT_EQ,37
cpp,ts_lex,549,anon_sym_LT_EQ,38
cpp,ts_lex,550,anon_sym_LT_EQ,38
cpp,ts_lex,551,anon_sym_LT,39
cpp,ts_lex,552,anon_sym_LT,39
cpp,ts_lex,553,anon_sym_LT,39
cpp,ts_lex,554,anon_sym_LT,39
cpp,ts_lex,555,anon_sym_LT,39
cpp,ts_lex,556,anon_sym_LT_LT,40
cpp,ts_lex,557,anon_sym_LT_LT,40
cpp,ts_lex,558,anon_sym_GT_GT,41
cpp,ts_lex,559,anon_sym_GT_GT,41
cpp,ts_lex,560,anon_sym_SEMI,42
cpp,ts_lex,561,anon_sym_COLON,50
cpp,ts_lex,562,anon_sym_COLON,50
cpp,ts_lex,563,anon_sym_COLON,50
cpp,ts_lex,564,anon_sym_COLON,50
cpp,ts_lex,565,anon_sym_COLON_COLON,51
cpp,ts_lex,566,anon_sym_LBRACK_LBRACK,52
cpp,ts_lex,567,anon_sym_RBRACK_RBRACK,53
cpp,ts_lex,568,anon_sym_LBRACE,67
cpp,ts_lex,569,anon_sym_RBRACE,68
cpp,ts_lex,570,anon_sym_LBRACK,73
cpp,ts_lex,571,anon_sym_LBRACK,73
cpp,ts_lex,572,anon_sym_LBRACK,73
cpp,ts_lex,573,anon_sym_LBRACK,73
cpp,ts_lex,574,anon_sym_LBRACK,73
cpp,ts_lex,575,anon_sym_LBRACK,73
cpp,ts_lex,576,anon_sym_LBRACK,73
cpp,ts_lex,577,anon_sym_RBRACK,75
cpp,ts_lex,578,anon_sym_EQ,76
