feature,category,file,line,snippet
binary_op,expression,compiler/cbuilderexprs.nim,192,"const untypedBinaryOperators: array[UntypedBinaryOp, string] = ["
binary_op,expression,compiler/cbuilderexprs.nim,210,"proc addOp(builder: var Builder, binOp: TypedBinaryOp, t: Snippet, a, b: Snippet) ="
binary_op,expression,compiler/cbuilderexprs.nim,214,builder.add(typedBinaryOperators[binOp])
binary_op,expression,compiler/cbuilderexprs.nim,226,"proc addOp(builder: var Builder, binOp: UntypedBinaryOp, a, b: Snippet) ="
binary_op,expression,compiler/cbuilderexprs.nim,230,builder.add(untypedBinaryOperators[binOp])
break,control,compiler/astdef.nim,182,"nkLastBlockStmts* = {nkRaiseStmt, nkReturnStmt, nkBreakStmt, nkContinueStmt}"
break,control,compiler/ccgexprs.nim,3762,"of nkBreakStmt: genBreakStmt(p, n)"
break,control,compiler/ccgstmts.nim,791,"proc genBreakStmt(p: BProc, t: PNode) ="
break,control,compiler/closureiters.nim,799,"let brk = newTree(nkBreakStmt, ctx.g.emptyNode)"
break,control,compiler/closureiters.nim,892,"proc transformBreakStmt(ctx: var Ctx, n: PNode): PNode ="
break,control,compiler/closureiters.nim,965,of nkBreakStmt: result = ctx.transformBreakStmt(n)
break,control,compiler/closureiters.nim,1212,"let breakState = newNodeI(nkBreakStmt, n.info)"
break,control,compiler/dfa.nim,449,"of nkBreakStmt: genBreak(c, n)"
bytecode_vm,meta,compiler/modulegraphs.nim,898,"## body consumption sites (vmgen's proc compilation, the getImpl opcodes)."
bytecode_vm,meta,compiler/parampatterns.nim,22,TAliasRequest* = enum # first byte of the bytecode determines alias checking
bytecode_vm,meta,compiler/parampatterns.nim,26,TOpcode = enum
bytecode_vm,meta,compiler/parampatterns.nim,50,"proc add(code: var TPatternCode, op: TOpcode) {.inline.} ="
bytecode_vm,meta,compiler/parampatterns.nim,366,case TOpcode(code[pc])
bytecode_vm,meta,compiler/vm.nim,303,while c.code[pc].opcode == opcExcept:
bytecode_vm,meta,compiler/vm.nim,309,while c.code[pc].opcode == opcExcept:
bytecode_vm,meta,compiler/vm.nim,326,while c.code[pc].opcode == opcExcept:
call,expression,compiler/ast.nim,593,proc isCallExpr*(n: PNode): bool =
call,expression,compiler/astdef.nim,636,"locCall, # location is a call expression"
call,expression,compiler/ccgcalls.nim,752,"localError(p.config, ri.info, ""call expression expected for C++ pattern"")"
call,expression,compiler/ccgexprs.nim,2915,"""'toOpenArray' is only valid within a call expression"")"
call,expression,compiler/lambdalifting.nim,555,if n.isCallExpr and n[0].isTypeOf:
call,expression,compiler/lambdalifting.nim,851,if n.isCallExpr and n[0].isTypeOf:
call,expression,compiler/semexprs.nim,2330,if isCallExpr(macroCall):
call,expression,compiler/semexprs.nim,2641,"return localErrorNode(c, n, n[1].info, ""'spawn' takes a call expression; got: "" & $n[1])"
capture,binding,changelogs/changelog_0_20_0.md,93,"- nre's `RegexMatch.{captureBounds,captures}[]` no longer return `Option` or"
capture,binding,changelogs/changelog_0_20_0.md,94,"`nil`/`""""`, respectively. Use the newly added `n in p.captures` method to"
capture,binding,changelogs/changelog_0_20_0.md,95,"check if a group is captured, otherwise you'll receive an exception."
capture,binding,changelogs/changelog_0_20_0.md,97,"- nre's `RegexMatch.{captureBounds,captures}.toTable` no longer accept a"
capture,binding,changelogs/changelog_0_20_0.md,98,default parameter. Instead uncaptured entries are left empty. Use
capture,binding,changelogs/changelog_0_20_0.md,101,"- nre's `RegexMatch.captures.{items,toSeq}` now returns an `Option[string]`"
capture,binding,changelogs/changelog_0_20_0.md,104,"of `capture == """"` or `capture == nil`, use `capture.isSome` to check if a capture is"
capture,binding,changelogs/changelog_0_20_0.md,105,"present, and `capture.get` to get its value."
cast_conversion,expression,azure-pipelines.yml,60,displayName: 'Disable auto conversion to CRLF by git (Windows-only)'
cast_conversion,expression,changelog.md,36,"- Adds a new warning `--warning:ImplicitRangeConversion` that detects downsizing implicit conversions to range types (e.g., `int -> range[0..255]` or `range[1..256] -> range[0..255]`) that could cause runtime panics. Safe conversions like `range[0..255] -> ran"
cast_conversion,expression,changelogs/changelog_0_20_0.md,44,- Compile time checks for integer and float conversions are now stricter.
cast_conversion,expression,changelogs/changelog_0_20_0.md,55,"- With the exception of `uint` and `uint64`, conversion to unsigned types"
cast_conversion,expression,changelogs/changelog_0_20_2.md,20,conversions like ``x.sin_family = uint16 toInt(nativesockets.AF_INET)``
cast_conversion,expression,changelogs/changelog_1_2_0.md,154,"- Conversions to unsigned integers are unchecked at runtime, imitating earlier Nim"
cast_conversion,expression,changelogs/changelog_1_2_0.md,184,"- Implicit conversions for `const` behave correctly now, meaning that code like"
cast_conversion,expression,changelogs/changelog_1_2_0.md,190,- The compiler is now more strict about type conversions concerning proc
channel,concurrency,readme.md,20,* [#nim IRC Channel (Libera Chat)][nim-irc] - a place to discuss Nim in real-time.
channel,concurrency,readme.md,23,channels there are bridged to IRC.
channel,concurrency,readme.md,25,is a bridge between Gitter and the IRC channel.
channel,concurrency,readme.md,28,is the official Telegram channel. Not bridged to IRC.
channel,concurrency,readme.md,170,"[Nim forum][nim-forum], or via IRC on [the \#nim channel][nim-irc]."
channel,concurrency,changelogs/changelog_1_2_0.md,366,"- Fixed ""Channel messages are corrupted"""
channel,concurrency,changelogs/changelog_1_6_0.md,705,"- The comment field in PNode AST was moved to a side channel, reducing overall"
channel,concurrency,changelogs/changelog_2_0_0_details.md,48,- Enabling `-d:nimPreviewSlimSystem` removes the import of `channels_builtin` in
class,declaration,changelogs/changelog_0_18_1.md,462,"- Fixed ""object variants superclass trigger bad codegen"""
class,declaration,changelogs/changelog_0_19_0.md,204,``CatchableError`` and is the new base class for any exception that is guaranteed to
class,declaration,changelogs/changelog_1_4_0.md,665,"- Fixed ""type alias for generic typeclass doesn't work"""
class,declaration,changelogs/changelog_1_6_0.md,13,"The `iterable[T]` type class was added to match called iterators,"
class,declaration,changelogs/changelog_2_0_0.md,185,class IPrinter {
class,declaration,changelogs/changelog_2_0_0_details.md,232,unlike other type class AST.
class,declaration,compiler/aliases.nim,97,if a.baseClass != nil:
class,declaration,compiler/ast2nif.nim,113,## Converts a type ItemId to its SymId for the class index.
closure_lambda,expression,changelogs/changelog_0_18_1.md,478,"- Fixed ""issues with 'not nil' applied to a closure proc"""
closure_lambda,expression,changelogs/changelog_0_20_0.md,198,"- Added `sequtils.items` for closure iterators, allows closure iterators"
closure_lambda,expression,changelogs/changelog_1_0_2.md,55,"* Mention ""lambdas"" and `=>` in the manual"
closure_lambda,expression,changelogs/changelog_1_2_0.md,16,closure. This is an enhanced version of `closureScope`.
closure_lambda,expression,changelogs/changelog_1_2_0.md,226,"- Fixed ""Closure iterator crashes on --newruntime due to ""dangling references"""""
closure_lambda,expression,changelogs/changelog_1_2_0.md,228,"- Fixed ""No `=destroy` for elements of closure environments other than for latest devel --gc:destructors"""
closure_lambda,expression,changelogs/changelog_1_2_0.md,390,"- Fixed ""Segfault with closure on arc"""
closure_lambda,expression,changelogs/changelog_1_2_0.md,458,"- Fixed ""gc:arc + threads:on + closures compilation error"""
code_generation,meta,changelog.md,34,"- Bitshift operators (`shl`, `shr`, `ashr`) now apply bitmasking to the right operand in the C/C++/VM/JS backends."
code_generation,meta,changelog.md,38,- Procedure compatibility also checks the backend representation of the
code_generation,meta,changelog.md,40,`--legacy:procParamTypeBackendAliases` to restore the older behavior.
code_generation,meta,changelog.md,75,"- `system.setLenUninit` now supports refc, JS and VM backends."
code_generation,meta,changelog.md,153,- The JS backend now implements write-through for `var openArray` parameters that
code_generation,meta,koch.nim,94,-d:leanCompiler produce a compiler without JS codegen or
code_generation,meta,koch.nim,726,"let backend = if doUseCpp(): ""cpp"" else: ""c"""
code_generation,meta,koch.nim,727,"execFold(""build with -d:nimHasLibFFI"", ""nim $1 -d:release --noNimblePath -d:nimHasLibFFI --path:./dist -o:$2 compiler/nim.nim"" % [backend, nimFFI])"
compile_time_eval,meta,koch.nim,683,"# per-runner, so `when defined(linux)` selects the Linux job at compile time."
compile_time_eval,meta,changelogs/changelog_0_18_1.md,229,- Added support for casting between integers of same bitsize in VM (compile time and nimscript).
compile_time_eval,meta,changelogs/changelog_0_19_0.md,240,compile time functions / static blocks. Only in templates / regular code it retains it's old behavior.
compile_time_eval,meta,changelogs/changelog_0_20_0.md,44,- Compile time checks for integer and float conversions are now stricter.
compile_time_eval,meta,changelogs/changelog_0_20_0.md,45,"For example, `const x = uint32(-1)` now gives a compile time error instead"
compile_time_eval,meta,changelogs/changelog_1_4_0.md,659,"- Fixed ""mitems, mpairs doesn't work at compile time anymore"""
compile_time_eval,meta,changelogs/changelog_1_4_0.md,763,"- Fixed ""Issue with --gc:arc at compile time"""
compile_time_eval,meta,changelogs/changelog_1_6_0.md,508,"- `putEnv`, `delEnv` now work at compile time."
comprehension,expression,changelogs/changelog_1_2_0.md,14,- Added `sugar.collect` that does comprehension for seq/set/table collections.
comprehension,expression,lib/pure/sugar.nim,367,## Comprehension for seqs/sets/tables.
comprehension,expression,testament/important_packages.nim,54,"pkg ""comprehension"", ""nimble test"", ""https://github.com/alehander92/comprehension"""
constant,declaration,changelogs/changelog_0_18_1.md,135,- **Added ``sequtils.mapLiterals`` for easier construction of array and tuple literals.**
constant,declaration,changelogs/changelog_0_18_1.md,527,"- Fixed ""await inside array/dict literal produces invalid code - Part 2"""
constant,declaration,changelogs/changelog_0_18_1.md,633,"- Fixed ""mapLiterals fails with negative values"""
constant,declaration,changelogs/changelog_0_19_0.md,23,- The ``'c`` and ``'C'`` suffix for octal literals is now deprecated to
constant,declaration,changelogs/changelog_0_19_0.md,118,now escapes the content of string literals consistently.
constant,declaration,changelogs/changelog_0_19_0.md,238,- macros.bindSym now capable to accepts not only literal string or string constant expression.
constant,declaration,changelogs/changelog_0_20_0.md,245,- Tuple unpacking is now supported for constants and for loop variables.
constant,declaration,changelogs/changelog_1_4_0.md,184,- Added `strutils.indentation` and `strutils.dedent` which enable indented string literals:
continue,control,compiler/astdef.nim,182,"nkLastBlockStmts* = {nkRaiseStmt, nkReturnStmt, nkBreakStmt, nkContinueStmt}"
continue,control,compiler/closureiters.nim,966,# of nkContinueStmt: # By this point all relevant continues should be
continue,control,compiler/nifgen.nim,92,"of nkContinueStmt: ""continue"""
continue,control,compiler/nifgen.nim,1543,"of nkDiscardStmt, nkBreakStmt, nkContinueStmt, nkRaiseStmt,"
continue,control,compiler/nilcheck.nim,1051,"of nkReturnStmt, nkBreakStmt, nkContinueStmt, nkRaiseStmt:"
continue,control,compiler/nodekinds.nim,147,"nkContinueStmt, # a continue statement"
continue,control,compiler/parser.nim,1701,#| continueStmt = 'continue' optInd expr?
continue,control,compiler/parser.nim,2418,#| | continueStmt | pragmaStmt | importStmt | exportStmt | fromStmt
defer_cleanup,control,koch.nim,129,finally:
defer_cleanup,control,koch.nim,520,finally:
defer_cleanup,control,koch.nim,606,finally:
defer_cleanup,control,koch.nim,769,finally:
defer_cleanup,control,readme.md,90,"Finally, once you have finished the build steps (on Windows, Mac, or Linux) you"
defer_cleanup,control,changelogs/changelog_0_18_1.md,18,arrays of char can! This means ``$`` for arrays can finally exist
defer_cleanup,control,changelogs/changelog_0_18_1.md,340,"- Fixed ""ReraiseError when using try/except within finally block"""
defer_cleanup,control,changelogs/changelog_0_19_0.md,180,- ``nil`` for strings/seqs is finally gone. Instead the default value for
dynamic_dispatch,effect,changelogs/changelog_2_2_0.md,10,- Methods now support implementations based on a VTable by using `--experimental:vtables`. Methods are then confined to the same module where their type has been defined.
dynamic_dispatch,effect,compiler/ccgcalls.nim,16,"# Its inferred effects describe only the base body, not every vtable target."
dynamic_dispatch,effect,compiler/ccgtypes.nim,1892,"proc genVTable(result: var Builder, seqs: seq[PSym]) ="
dynamic_dispatch,effect,compiler/ccgtypes.nim,1969,let vTablePointerName = getTempName(m)
dynamic_dispatch,effect,compiler/ccgtypes.nim,1971,"name = vTablePointerName,"
dynamic_dispatch,effect,compiler/ccgtypes.nim,1974,"genVTable(m.s[cfsVars], dispatchMethods)"
dynamic_dispatch,effect,compiler/ccgtypes.nim,1977,"typeEntry.addFieldAssignment(name, ""vTable"", vTablePointerName)"
dynamic_dispatch,effect,compiler/ccgtypes.nim,2050,"typeEntry.addField(typeInit, name = ""vTable""):"
enum,declaration,changelog.md,62,- Exports `CopyFlag` enum and `FilePermission` type for fine-grained control of file operations
enum,declaration,changelogs/changelog_0_18_1.md,272,- The memory manager now uses a variant of the TLSF algorithm that has much
enum,declaration,changelogs/changelog_0_18_1.md,462,"- Fixed ""object variants superclass trigger bad codegen"""
enum,declaration,changelogs/changelog_0_18_1.md,472,"- Fixed ""fields not initialized: array with enum index type as object field."""
enum,declaration,changelogs/changelog_0_18_1.md,585,"- Fixed ""JS - Unicode enum string representation issue"""
enum,declaration,changelogs/changelog_0_19_0.md,123,"also support ``ref`` and ``ptr`` types, pragmas on types and variant"
enum,declaration,changelogs/changelog_0_20_0.md,39,used to select the variant at runtime. For backwards compatibility
enum,declaration,changelogs/changelog_1_0_2.md,30,"* Fixed ""Compiler crash with invalid object variant"" [#12379](https://github.com/nim-lang/Nim/issues/12379)"
exception_try,control,changelog.md,15,"- With `-d:nimPreviewCheckedClose`, the `close` function in the `std/syncio` module now raises an IO exception in case of an error."
exception_try,control,changelog.md,22,- The bare `except:` now panics on `Defect`. Use `except Exception:` or `except Defect:` to catch `Defect`. `--legacy:noPanicOnExcept` is provided for a transition period.
exception_try,control,changelog.md,102,- `std/jsonutils`: `fromJson` now throws an exception when converting to `array`/`seq` if the JSON isn't an array instead of silently failing
exception_try,control,koch.nim,82,"toolsNoExternal builds Nim related tools (except external tools,"
exception_try,control,koch.nim,129,finally:
exception_try,control,koch.nim,359,## 3. We use nim2.exe to build nim3.exe. nim3.exe is equal to nim2.exe except for timestamps.
exception_try,control,koch.nim,520,finally:
exception_try,control,koch.nim,606,finally:
ffi,memory,azure-pipelines.yml,107,# `:i386` (e.g. in `libffi-dev:i386`) is needed otherwise you may get:
ffi,memory,azure-pipelines.yml,108,# `could not load: libffi.so` during dynamic loading.
ffi,memory,azure-pipelines.yml,112,libsdl1.2-dev:i386 libsfml-dev:i386 libglib2.0-dev:i386 libffi-dev:i386
ffi,memory,changelog.md,57,to more efficiently calculate the symmetric difference of bitsets.
ffi,memory,koch.nim,70,external components.
ffi,memory,koch.nim,72,external components (default).
ffi,memory,koch.nim,82,"toolsNoExternal builds Nim related tools (except external tools,"
ffi,memory,koch.nim,97,-d:nimHasLibFFI adds FFI support for allowing compile-time VM to
filesystem,effect,koch.nim,45,"# If this fails with: `Error: cannot open file: std/os`, see"
filesystem,effect,compiler/deps.nim,37,"## a genuine ""cannot open file"" error"
filesystem,effect,compiler/deps.nim,751,## `cannot open file: pkg/harfbuzzy/raw` instead of a cascade of
filesystem,effect,compiler/deps.nim,781,"c.nodes[i].files[0].nimFile & "": cannot open file: "" &"
filesystem,effect,compiler/docgen.nim,1832,"warnUser, ""unable to open file \"""" & d.destFile &"
filesystem,effect,compiler/layouter.nim,259,"rawMessage(em.config, errGenerated, ""cannot open file: "" & outFile.string)"
filesystem,effect,compiler/lineinfos.nim,289,fullPath*: AbsoluteFile # This is a canonical full filesystem path
filesystem,effect,compiler/modulepaths.nim,77,"localError(conf, n.info, ""cannot open file: "" & m)"
for,control,compiler/ast2nif.nim,1519,of nkForStmt:
for,control,compiler/ccgexprs.nim,3759,"of nkForStmt: internalError(p.config, n.info, ""for statement not eliminated"")"
for,control,compiler/ccgexprs.nim,3832,"of nkParForStmt: genParForStmt(p, n)"
for,control,compiler/ccgstmts.nim,752,"proc genParForStmt(p: BProc, t: PNode) ="
for,control,compiler/closureiters.nim,1146,"of nkGotoState, nkForStmt:"
for,control,compiler/injectdestructors.nim,706,of nkParForStmt:
for,control,compiler/injectdestructors.nim,843,"nkIfExpr, nkCaseStmt, nkWhen, nkWhileStmt, nkParForStmt, nkTryStmt, nkPragmaBlock}:"
for,control,compiler/inliner.nim,52,"of nkForStmt, nkParForStmt:"
foreach_iteration,control,koch.nim,92,-d:nimUseLinenoise use the linenoise library for interactive mode
foreach_iteration,control,koch.nim,104,csource -d:danger builds the C sources for installation
foreach_iteration,control,changelogs/changelog_0_18_1.md,258,- To make Nim even more robust the system iterators ``..`` and ``countup``
foreach_iteration,control,changelogs/changelog_0_18_1.md,493,"- Fixed ""Wrong behavior of ""split"" (proc and iterator)"""
foreach_iteration,control,changelogs/changelog_0_18_1.md,499,"- Fixed ""Destructors does not work with implicit items iterator in for loop"""
foreach_iteration,control,changelogs/changelog_0_18_1.md,539,"- Fixed ""Generic iterable concept with array crashes compiler"""
foreach_iteration,control,changelogs/changelog_0_19_0.md,54,- ``math.`mod` `` for floats now behaves the same as ``mod`` for integers
foreach_iteration,control,changelogs/changelog_0_19_0.md,113,- Added ``system.ashr`` an arithmetic right shift for integers.
function,declaration,changelog.md,15,"- With `-d:nimPreviewCheckedClose`, the `close` function in the `std/syncio` module now raises an IO exception in case of an error."
function,declaration,changelog.md,91,"- `min`, `max`, and `sequtils`' `minIndex`, `maxIndex` and `minmax` for `openArray`s now accept a comparison function."
function,declaration,koch.nim,98,"interface with native functions (experimental,"
function,declaration,changelogs/changelog_0_18_1.md,282,string for function return type placeholders.
function,declaration,changelogs/changelog_0_18_1.md,404,"- Fixed ""Generated c code calls function twice"""
function,declaration,changelogs/changelog_0_18_1.md,436,"- Fixed ""Using : (constructor arguments) for passing values to functions with default arguments causes a compiler crash."""
function,declaration,changelogs/changelog_0_19_0.md,102,"- Added inverse hyperbolic functions, ``math.arcsinh``, ``math.arccosh`` and ``math.arctanh`` procs."
function,declaration,changelogs/changelog_0_19_0.md,103,"- Added cotangent, secant and cosecant procs ``math.cot``, ``math.sec`` and ``math.csc``; and their hyperbolic, inverse and inverse hyperbolic functions, ``math.coth``, ``math.sech``, ``math.csch``, ``math.arccot``, ``math.arcsec``, ``math.arccsc``, ``math.arc"
function_type,type,changelog.md,49,"implementation (refc, ARC/ORC and `--strings:sso`) with the same signature, so"
function_type,type,changelogs/changelog_0_19_0.md,41,The proc signatures are the same so it should generally not break anything.
function_type,type,changelogs/changelog_0_20_0.md,208,- Added `macros.signatureHash` that returns a stable identifier
function_type,type,changelogs/changelog_0_20_0.md,209,derived from the signature of a symbol.
function_type,type,changelogs/changelog_1_6_0.md,897,"- docgen now shows all routines in sidebar, and the proc signature is now shown in sidebar."
function_type,type,changelogs/changelog_2_0_0_details.md,116,- Redefining templates with the same signature was previously
function_type,type,compiler/ast.nim,1019,proc signatureLen*(t: PType): int {.inline.} =
function_type,type,compiler/ast.nim,1093,iterator signature*(t: PType): PType =
gc,memory,azure-pipelines.yml,133,- bash: brew install boehmgc make sfml
gc,memory,.github/workflows/ci_packages.yml,55,run: brew install boehmgc make sfml gtk+3
gc,memory,changelogs/changelog_0_18_1.md,566,"- Fixed ""GC deadlock"""
gc,memory,changelogs/changelog_1_0_2.md,56,* Better documentation on Garbage Collector
gc,memory,changelogs/changelog_1_4_0.md,531,"- Fixed ""Boehm GC does not scan thread-local storage"""
gc,memory,changelogs/changelog_1_4_0.md,871,"- Fixed ""Out of date error message for GC options"""
gc,memory,changelogs/changelog_1_6_0.md,458,"- Fixed premature garbage collection in `std/asyncdispatch`, when a stacktrace"
gc,memory,compiler/ccgcalls.nim,363,"if needsTmp and a.lode.typ != nil and p.config.selectedGC in {gcArc, gcAtomicArc, gcOrc, gcYrc} and"
generic,declaration,changelog.md,148,- Fixed a bug where `sizeof(T)` inside a `typedesc` template called from a generic type's
generic,declaration,changelog.md,151,`tyTypeDesc(tyGenericParam)` as an unresolved generic parameter.
generic,declaration,koch.nim,124,"template withDir(dir, body) ="
generic,declaration,koch.nim,352,"template doUseCpp(): bool = getEnv(""NIM_COMPILE_TO_CPP"", ""false"") == ""true"""
generic,declaration,koch.nim,515,"template withMingw(path, body) ="
generic,declaration,koch.nim,555,"template `|`(a, b): string = (if a.len > 0: a else: b)"
generic,declaration,koch.nim,626,"""tcompiletimeglobal"", ""tsighashstable"", ""tpureenum"", ""tgenericoffer"","
generic,declaration,.github/workflows/stale.yml,18,"exempt-pr-labels: ""ARC,bounty,Codegen,Crash,Generics,High Priority,Macros,Next release,Showstopper,Static[T]"""
generic_constraint,type,changelogs/changelog_0_18_1.md,270,"an alias for ``concept``, ``atomic`` was not used for anything."
generic_constraint,type,changelogs/changelog_0_18_1.md,537,"- Fixed ""Concepts regression"""
generic_constraint,type,changelogs/changelog_0_18_1.md,539,"- Fixed ""Generic iterable concept with array crashes compiler"""
generic_constraint,type,changelogs/changelog_0_19_0.md,167,matches an expected type constraint.
generic_constraint,type,changelogs/changelog_1_6_0.md,753,## New-style concepts
generic_constraint,type,changelogs/changelog_1_6_0.md,758,"Comparable = concept # no T, an atom"
