file,component,size_bytes,lines,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
.github/ISSUE_TEMPLATE/feature_request.yml,grammar,2553,73,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.github/workflows/bisects.yml,grammar,1609,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.github/workflows/ci_docs.yml,grammar,3281,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.github/workflows/ci_packages.yml,grammar,2377,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.github/workflows/ci_publish.yml,grammar,2113,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
.github/workflows/stale.yml,grammar,1010,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changelogs/changelog_0_18_1.md,docs,30535,664,0,1,0,1,2,2,10,1,0,0,0,0,0,0,0,1,1,14,1,0,4,0,2,0,4,11,3,0,0,4,3,0,1,14,3,0,0,1,0,30,0,2,3,7,0,0,11,11,0,0,0,6,1,0,0,0,0,25,0,0,11,0,1,3,0,9,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,2,0,0,14,2,5,0,2,0,3,0,0,0,10,0,0,3
changelogs/changelog_0_19_0.md,docs,13055,254,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,1,10,1,0,0,4,3,1,0,6,1,0,0,0,0,22,0,0,0,4,0,0,0,6,0,1,0,21,0,0,0,0,0,11,1,0,2,0,0,0,0,12,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2,1,0,4,0,0,0,0,0,2,1,0,0
changelogs/changelog_0_20_0.md,docs,11838,295,1,0,0,0,0,0,19,0,0,0,0,0,18,2,0,0,2,1,2,0,1,0,0,0,1,4,0,0,0,5,2,2,0,7,0,0,0,1,0,16,0,1,0,0,0,0,5,10,0,0,0,15,0,0,0,0,0,17,0,0,0,0,1,1,0,10,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,3,0,0,0
changelogs/changelog_0_20_2.md,docs,1529,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
changelogs/changelog_1_0_0.md,docs,4073,139,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,3,0,0,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0
changelogs/changelog_1_0_2.md,docs,3884,57,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
changelogs/changelog_1_2_0.md,docs,31988,536,0,1,0,0,0,1,15,0,0,0,0,0,1,6,1,0,6,12,0,1,0,0,0,0,4,16,3,0,0,5,3,0,0,9,0,1,3,1,0,25,0,6,1,5,0,0,9,7,0,0,0,14,0,0,0,0,0,9,3,0,2,2,1,4,0,8,0,1,0,2,3,0,0,2,0,0,1,0,0,0,1,1,0,0,14,5,6,0,15,0,0,0,0,1,17,0,0,1
changelogs/changelog_1_4_0.md,docs,50057,875,2,3,1,0,5,0,14,4,0,0,0,0,2,2,0,1,6,12,2,0,5,0,3,0,9,25,3,0,0,15,4,0,2,23,0,0,2,2,0,57,0,6,4,7,2,0,8,17,0,1,0,12,1,0,0,0,0,24,5,0,9,0,1,3,0,18,0,1,0,2,4,0,1,4,0,0,0,0,0,0,0,4,0,0,26,9,6,0,11,0,0,0,0,4,11,4,0,1
changelogs/changelog_1_6_0.md,docs,39584,958,0,6,1,0,1,0,6,1,0,0,0,0,1,6,1,1,2,12,3,0,10,0,2,0,2,8,7,0,0,14,6,1,1,11,2,0,0,0,0,79,0,2,2,15,3,0,2,13,1,2,0,12,6,0,0,0,0,28,2,0,5,1,5,13,0,18,1,0,0,1,4,0,11,2,0,0,3,0,0,0,0,0,0,0,21,2,2,0,4,0,2,0,0,2,12,13,0,4
changelogs/changelog_2_0_0.md,docs,10675,331,3,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,3,0,0,0,1,0,19,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,2,0,0,0,7,2,0,0,0,6,0,0,0,0,0,1,0,0,0,2,2,0,0,3,0,0,0,5,0,2,0,0,0,10,3,0,0
changelogs/changelog_2_0_0_details.md,docs,27805,561,2,0,0,0,3,1,35,0,0,0,0,0,2,7,4,1,2,6,2,0,7,0,0,0,0,16,4,0,0,10,1,1,0,8,0,0,1,2,0,44,0,1,0,9,0,0,1,6,0,0,0,18,0,0,0,0,0,29,3,0,0,1,3,5,0,20,1,1,0,4,10,0,13,0,2,0,1,0,0,0,0,0,0,0,11,8,0,0,6,0,1,0,0,2,17,1,0,1
changelogs/changelog_2_2_0.md,docs,9243,249,0,0,0,0,2,4,1,0,0,0,0,0,13,0,0,0,5,4,0,0,2,0,0,2,0,0,3,0,0,1,2,0,0,22,0,0,0,0,0,14,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,19,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,10,0,0,0
changelogs/changelog_X_XX_X.md,docs,410,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changelogs/readme.md,docs,4161,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ci/action.nim,other,650,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
compiler/aliasanalysis.nim,other,4359,128,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
compiler/aliases.nim,other,10190,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1
compiler/ast.nim,ast,58890,1792,0,2,1,0,0,0,25,0,0,0,0,1,0,0,1,0,9,35,0,0,3,0,1,0,0,7,2,0,0,23,2,2,0,89,13,0,0,0,0,19,0,0,0,3,11,0,36,93,3,0,0,7,0,0,0,0,0,55,19,0,0,1,0,2,6,4,4,0,0,0,46,0,1,0,0,0,0,0,1,0,1,0,0,2,1,2,2,0,7,3,0,0,0,6,24,1,0,41
compiler/ast2nif.nim,other,201860,4139,0,1,1,0,1,0,12,0,0,0,0,0,5,0,4,1,34,122,4,0,32,0,12,0,8,15,202,0,1,12,9,37,0,97,3,1,0,8,0,238,0,22,0,20,10,0,62,136,0,4,0,14,0,0,0,0,0,687,31,0,0,2,2,1,8,19,1,0,0,1,87,0,1,0,7,0,21,0,1,0,37,1,0,0,2,5,1,0,16,0,0,0,0,3,223,34,0,1
compiler/astalgo.nim,other,20227,747,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,0,3,0,0,0,8,0,0,0,1,0,8,0,0,0,0,0,0,25,54,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,2,0,0,0,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,9,0,0,2
compiler/astdef.nim,other,53079,1226,6,1,0,3,2,0,11,0,0,1,0,1,2,0,0,2,11,22,4,0,9,1,3,0,17,17,8,0,0,21,6,2,0,78,10,1,1,3,0,48,0,1,0,4,13,0,11,52,1,2,0,11,0,0,0,0,0,34,6,0,0,0,1,3,5,16,2,0,1,4,28,0,2,5,0,1,7,0,2,0,8,0,0,9,2,10,2,0,11,0,2,0,0,4,26,6,0,6
compiler/astmsgs.nim,other,1970,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
compiler/astyaml.nim,other,6112,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
compiler/bitsets.nim,other,2754,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
compiler/btrees.nim,other,5048,181,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
compiler/cbuilderbase.nim,other,4152,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
compiler/cbuilderdecls.nim,other,22469,669,0,0,0,2,4,0,28,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,1,0,0,0,0,5,0,0,0,0,4,0,19,19,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,0,0,0,15,1,0,0,0,7,0,0,1,0,0,0,5,2,36,20,0,0
compiler/cbuilderexprs.nim,other,6794,260,2,0,0,0,0,0,0,0,26,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,13,0,0,0,0,1,0,1,0,0,1,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0
compiler/cbuilderstmts.nim,other,9403,330,0,0,0,0,14,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,2,0,7,0,1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
compiler/ccgcalls.nim,runtime,35147,936,0,3,2,0,20,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0,2,0,8,1,0,11,9,0,0,3,1,0,1,6,0,0,2,0,5,20,0,0,0,1,0,0,45,42,0,0,0,0,0,0,3,1,0,34,11,0,0,2,0,0,3,34,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,67,0,0,0
compiler/ccgexprs.nim,other,166242,4291,1,1,7,0,108,7,9,0,19,2,0,1,1,5,0,4,42,17,12,0,45,0,0,0,1,5,29,0,4,6,9,0,11,47,0,0,2,0,39,62,24,1,1,4,26,0,66,234,0,7,0,6,0,0,4,2,0,353,19,0,0,3,3,0,25,18,1,24,0,5,69,1,1,0,10,2,0,0,0,0,23,3,0,0,1,6,2,0,36,2,0,11,2,13,512,4,2,0
compiler/ccgliterals.nim,other,12811,311,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,0,0,0,2,0,2,8,0,21,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,8,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
compiler/ccgmerge_unused.nim,other,8140,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,17,5,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compiler/ccgreset.nim,other,5407,137,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,4,1,0,0,0,3,0,2,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0
compiler/ccgstmts.nim,other,69497,1891,7,1,0,0,21,0,15,0,0,1,0,0,1,0,0,0,6,9,1,0,9,0,44,0,0,242,11,0,1,4,3,0,1,13,0,2,13,0,49,29,4,0,0,4,3,0,67,48,0,0,0,1,0,0,0,1,0,99,12,0,0,2,1,0,2,5,0,7,0,0,7,0,1,5,3,4,90,0,0,0,0,0,3,0,0,7,8,0,15,0,0,0,0,2,105,1,3,0
compiler/ccgthreadvars.nim,other,3628,84,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,6,0,0
compiler/ccgtrav.nim,other,8380,233,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,10,4,0,0
compiler/ccgtypes.nim,other,97508,2327,12,1,0,3,70,1,4,0,0,0,0,0,0,0,1,6,21,45,0,0,13,0,1,8,3,5,29,0,0,4,6,6,5,49,1,0,0,2,0,73,13,0,0,4,12,0,57,84,0,1,0,2,0,0,10,0,0,142,22,0,2,2,0,0,7,23,1,21,0,2,44,1,0,0,24,0,3,0,0,0,32,0,0,0,0,0,0,0,23,2,0,0,1,9,123,24,0,1
compiler/ccgutils.nim,other,6976,197,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,1,0,0,11,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1
compiler/cgen.nim,other,125114,3055,7,0,3,0,59,8,7,0,0,0,0,0,2,0,0,0,21,70,3,0,6,0,3,2,4,12,40,0,0,8,24,2,10,31,2,1,1,0,11,111,0,0,0,10,7,0,52,96,0,3,0,5,0,0,13,0,0,534,20,0,0,2,0,1,5,8,5,29,0,1,4,0,0,2,3,6,6,0,0,0,6,0,0,0,0,19,3,0,2,0,0,0,0,0,153,66,1,6
compiler/cgendata.nim,other,12710,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,3,18,0,0,0,5,0,0,0,4,0,0,1,1,0,16,0,0,0,0,0,0,4,4,0,1,0,1,0,0,0,0,0,47,1,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,2,0,1,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,1,3,0,0,2
compiler/cgmeth.nim,other,11939,321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,7,0,12,0,0,0,0,1,9,0,0,0,1,0,0,8,20,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,4
compiler/closureiters.nim,other,52601,1563,0,0,51,3,5,0,10,0,0,5,0,0,17,0,0,0,41,6,0,0,3,1,153,0,0,257,27,0,1,23,7,0,0,5,0,0,6,0,25,12,0,0,0,0,0,1,60,52,0,0,0,2,0,0,0,1,0,7,11,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,11,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,121,0,5,20
compiler/cmdlinehelper.nim,other,3157,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
