feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
bytecode_vm,9,12,3,3,2,9,10,0,0,2,19,2,3,10,1,9,7,7,6,0,12,1,6,1,9,14,15,6,1,12,15,4,4,10,3,4,3,3,3,19,1,14,2,14,10,1,16,18,1,1,7,14,2,0,1,2,0,9,6,0,8,2,8,3,1,11,13,2,1,5,15,3,1,3,0,2,10,0,1,2,12,3,0,1,11,10,4,6,8,1,1,0,1,6,18,5,2,6
call,9,10,9,4,12,8,12,0,1,8,2,19,8,9,2,8,14,12,10,0,15,5,11,3,9,15,15,0,6,14,16,11,9,16,8,5,5,9,10,19,3,10,3,13,11,3,15,14,3,10,1,15,1,0,2,7,0,17,13,0,1,9,8,10,10,16,15,8,3,10,13,3,3,5,3,8,9,0,5,2,11,6,0,5,11,14,12,0,12,5,5,1,3,10,18,10,6,9
capture,29,25,22,7,27,21,43,3,2,15,3,8,101,24,11,19,46,45,24,2,47,9,29,9,40,56,45,3,16,53,52,21,22,72,18,10,11,29,22,91,6,27,17,43,38,7,70,73,4,20,1,50,12,0,2,11,1,56,40,1,8,19,24,22,26,54,39,16,3,29,50,4,15,17,17,16,35,0,8,2,30,18,1,5,27,32,41,10,49,7,9,2,4,27,84,44,17,43
cast_conversion,26,26,20,9,26,22,54,2,2,16,10,9,24,114,6,29,43,41,27,1,60,11,34,7,46,71,55,10,17,59,53,28,17,71,25,11,9,29,23,98,4,27,23,61,40,5,79,67,3,19,8,57,9,0,3,14,0,63,36,0,17,18,31,30,19,53,37,13,3,47,71,5,10,18,10,15,31,0,5,8,32,22,0,3,33,36,46,10,56,11,11,2,4,34,91,38,18,39
channel,13,11,3,2,8,15,15,2,0,0,1,2,11,6,50,9,19,19,9,1,13,0,12,4,18,22,21,3,1,19,19,13,6,27,8,6,2,11,1,44,2,13,12,24,26,1,41,28,2,6,1,18,7,0,1,0,0,25,23,1,10,9,8,9,7,21,12,6,0,11,22,1,8,7,8,0,12,0,3,1,16,7,0,1,16,34,10,4,21,4,6,0,1,16,38,18,0,19
class,36,27,15,13,31,26,52,5,1,11,9,8,19,29,9,118,47,42,27,0,50,7,36,6,46,61,54,13,9,64,55,31,19,87,35,10,8,29,17,106,9,38,23,58,48,3,85,83,4,19,8,57,9,0,3,8,1,64,44,0,14,18,26,33,30,68,33,18,4,45,62,5,16,17,11,12,33,0,6,5,49,28,0,7,42,42,30,11,68,9,15,1,7,38,103,44,10,41
closure_lambda,68,48,44,18,51,35,99,21,4,28,7,14,46,43,19,47,290,84,48,2,89,18,76,13,85,135,93,14,28,193,123,45,43,186,46,24,15,46,44,236,12,62,43,99,72,8,203,175,5,27,3,114,19,0,8,27,0,116,83,1,23,33,35,51,57,121,53,26,4,71,109,7,32,27,22,33,54,0,15,7,62,36,3,7,90,64,77,9,129,17,20,3,6,66,235,79,31,143
code_generation,57,44,28,14,44,40,87,8,2,18,7,12,45,41,19,42,84,251,51,1,79,10,69,13,89,125,113,15,17,106,94,50,47,158,32,20,17,48,29,229,8,61,48,109,74,6,163,152,5,36,3,96,14,0,7,17,0,169,89,1,20,35,35,41,51,107,54,25,5,52,116,7,27,28,27,23,48,0,8,10,62,32,3,7,63,75,69,11,104,15,16,2,7,62,198,90,19,90
compile_time_eval,23,22,22,8,29,19,53,3,3,14,6,10,24,27,9,27,48,51,112,0,53,9,42,6,50,66,57,8,16,56,50,31,18,86,25,14,11,34,20,98,6,35,24,59,43,4,83,70,3,21,3,61,8,0,4,17,0,72,52,0,11,27,23,35,26,58,43,15,4,42,59,6,11,22,11,14,32,0,7,5,34,23,1,7,32,37,45,6,60,10,16,2,5,40,102,45,16,48
comprehension,0,1,1,0,0,1,2,0,0,0,0,0,2,1,1,0,2,1,0,3,2,0,0,0,1,2,1,0,1,1,3,0,0,3,0,1,1,2,1,3,0,1,1,1,1,0,3,2,0,0,0,3,0,0,0,0,0,3,1,0,2,1,2,1,0,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,2,2,1,0,2,0,0,0,0,1,2,1,1,1
constant,66,52,39,15,53,39,96,6,2,25,12,15,47,60,13,50,89,79,53,2,283,17,74,13,105,137,110,21,27,125,109,44,33,179,47,16,13,65,37,230,13,55,41,119,90,9,186,168,13,66,8,124,15,0,7,25,1,131,94,0,24,35,51,52,50,137,77,27,4,91,136,7,30,34,21,26,61,0,11,9,71,30,1,7,61,64,78,14,118,19,21,2,6,70,225,86,25,88
continue,9,4,14,6,13,5,19,0,0,20,1,5,9,11,0,7,18,10,9,0,17,20,18,1,13,19,12,1,18,20,17,7,4,20,12,4,3,11,19,20,3,6,5,13,10,3,16,20,2,10,1,19,1,0,0,11,0,17,13,0,1,4,7,7,7,16,16,3,4,17,19,1,2,7,1,17,14,0,5,3,6,7,0,4,7,6,9,0,20,9,4,0,2,12,18,12,18,13
defer_cleanup,58,48,35,13,41,34,79,14,1,25,6,11,29,34,12,36,76,69,42,0,74,18,233,8,78,199,85,12,24,104,84,36,36,150,42,17,17,46,34,193,5,48,46,87,75,10,167,154,6,31,11,87,25,0,5,20,0,114,72,0,33,32,30,32,46,97,63,13,3,57,97,6,23,27,13,27,61,0,9,9,52,22,2,6,64,78,101,17,92,15,15,1,5,54,189,86,26,77
dynamic_dispatch,5,6,3,3,10,10,14,1,0,1,1,3,9,7,4,6,13,13,6,0,13,1,8,31,12,15,14,1,1,11,12,12,8,19,8,4,4,6,7,24,2,9,7,12,10,3,18,19,1,5,1,14,3,0,3,1,1,17,12,0,3,9,7,7,9,15,8,5,3,9,13,2,2,4,7,4,9,0,1,2,8,6,0,1,7,6,9,1,14,5,4,0,3,6,21,9,2,11
enum,70,44,28,14,46,29,104,8,4,17,9,9,40,46,18,46,85,89,50,1,105,13,78,12,339,152,110,17,17,144,97,41,34,199,43,15,13,66,27,265,11,61,57,126,98,8,223,197,6,40,3,131,21,1,5,16,0,154,90,1,25,34,43,59,41,133,66,23,5,94,143,8,22,31,19,22,56,0,13,10,62,34,1,8,58,59,96,13,150,19,18,3,6,69,267,95,16,106
exception_try,94,82,48,16,61,57,153,36,3,28,14,15,56,71,22,61,135,125,66,2,137,19,199,15,152,618,174,32,30,203,164,54,51,318,62,22,25,91,49,493,12,100,88,194,125,12,418,324,7,46,18,180,37,1,9,25,1,252,134,1,60,45,70,73,65,183,104,26,5,100,186,8,44,40,28,31,89,0,13,11,88,40,2,11,130,127,302,29,190,18,20,2,6,91,446,159,33,161
ffi,83,70,30,14,52,46,124,9,4,20,15,15,45,55,21,54,93,113,57,1,110,12,85,14,110,174,309,26,20,153,135,48,47,212,48,23,16,66,32,293,15,79,57,150,102,9,238,203,8,38,9,125,28,1,7,17,0,211,111,1,43,42,54,60,54,152,83,26,4,91,140,6,38,34,28,22,71,0,12,9,87,35,5,7,89,95,103,22,127,15,16,3,6,78,264,127,21,116
filesystem,11,10,3,0,6,9,23,3,0,1,6,0,3,10,3,13,14,15,8,0,21,1,12,1,17,32,26,53,1,25,22,5,3,34,5,2,1,9,3,53,2,15,12,28,14,0,38,38,0,5,6,20,1,0,1,1,0,30,13,0,13,3,14,5,6,21,20,0,0,10,22,0,9,5,5,3,10,0,2,0,16,2,0,0,18,19,21,10,19,1,0,0,0,7,43,19,1,13
for,12,7,24,7,19,8,29,0,2,25,1,6,16,17,1,9,28,17,16,1,27,18,24,1,17,30,20,1,39,30,26,11,9,35,14,7,4,18,31,37,5,10,6,21,15,4,29,35,2,13,1,35,1,0,2,17,0,29,21,0,1,11,11,9,14,28,21,7,3,22,25,4,5,9,5,23,19,0,7,4,12,12,1,5,11,14,13,0,32,9,4,2,3,18,35,19,28,19
foreach_iteration,81,79,44,16,62,49,134,13,4,31,12,14,53,59,19,64,193,106,56,1,125,20,104,11,144,203,153,25,30,482,149,51,45,280,66,22,17,77,43,389,14,97,71,151,118,8,318,266,6,40,10,167,34,1,9,21,0,209,113,0,34,42,57,77,60,163,80,27,4,109,175,7,29,35,23,34,86,0,17,9,76,42,3,10,102,87,112,20,205,21,21,2,6,90,388,129,32,303
function,83,74,35,17,48,42,119,11,3,25,15,16,52,53,19,55,123,94,50,3,109,17,84,12,97,164,135,22,26,149,311,51,51,192,47,22,15,64,37,285,13,82,46,140,95,7,219,186,6,32,13,131,27,1,8,21,1,177,100,1,47,34,54,60,49,154,79,28,4,86,136,6,44,32,18,27,75,0,12,9,73,32,2,9,97,96,97,27,123,15,18,3,6,73,247,118,28,98
function_type,28,17,21,9,27,19,49,2,1,12,4,11,21,28,13,31,45,50,31,0,44,7,36,12,41,54,48,5,11,51,51,88,19,72,28,12,8,29,19,85,5,33,15,51,34,5,63,60,4,20,2,58,5,0,4,9,0,71,44,0,10,18,28,32,29,59,33,16,5,35,47,4,11,16,11,15,30,0,5,7,41,20,0,6,30,30,35,5,51,10,14,1,3,32,74,42,13,37
gc,33,53,14,7,26,37,40,4,1,9,4,9,22,17,6,19,43,47,18,0,33,4,36,8,34,51,47,3,9,45,51,19,91,68,15,14,9,18,15,86,6,28,26,43,43,5,75,68,2,16,3,32,21,0,5,9,1,58,37,0,11,22,15,17,32,49,24,17,2,20,43,4,11,12,13,11,21,0,3,4,28,14,3,3,33,56,36,9,39,6,8,1,4,32,80,33,10,39
generic,118,92,57,21,77,77,209,27,5,32,10,16,72,71,27,87,186,158,86,3,179,20,150,19,199,318,212,34,35,280,192,72,68,1115,98,26,19,128,58,831,20,145,101,229,221,12,595,449,10,53,9,310,45,1,9,32,2,337,170,2,53,55,66,106,83,270,109,38,7,186,330,10,53,47,36,39,115,0,16,11,121,52,6,11,139,143,182,24,310,27,24,3,8,133,764,218,36,220
generic_constraint,23,22,21,13,26,18,50,3,2,14,3,8,18,25,8,35,46,32,25,0,47,12,42,8,43,62,48,5,14,66,47,28,15,98,143,10,4,34,20,105,6,41,11,46,41,6,88,70,6,21,1,59,8,0,4,8,1,59,41,0,12,19,22,32,26,61,38,13,4,40,65,3,14,17,9,15,28,0,9,7,30,21,2,7,29,29,31,4,68,17,16,1,5,38,94,42,14,48
global_state,16,16,6,3,13,9,19,0,0,6,4,5,10,11,6,10,24,20,14,1,16,4,17,4,15,22,23,2,7,22,22,12,14,26,10,35,6,11,9,30,3,11,10,22,20,3,28,26,2,11,1,17,7,0,1,4,0,24,18,0,3,11,11,13,9,23,12,7,3,13,23,2,6,14,6,6,16,0,6,3,19,8,1,3,16,25,15,2,24,2,4,0,2,19,33,17,6,15
goto_label,11,11,7,4,12,9,16,1,2,7,3,5,11,9,2,8,15,17,11,1,13,3,17,4,13,25,16,1,4,17,15,8,9,19,4,6,27,8,9,21,4,9,9,14,11,2,24,19,2,6,1,15,3,0,4,5,0,17,16,0,3,11,9,8,7,14,12,8,2,13,15,3,6,7,6,8,11,0,2,2,12,6,3,2,9,12,20,1,16,2,3,1,2,13,19,14,8,12
identifier,33,27,20,11,24,19,66,3,1,13,3,9,29,29,11,29,46,48,34,2,65,11,46,6,66,91,66,9,18,77,64,29,18,128,34,11,8,202,20,165,8,44,33,74,48,3,115,96,7,31,2,98,8,0,3,7,0,97,55,1,14,19,32,46,16,84,49,12,4,51,70,4,16,20,11,12,49,0,8,7,32,22,1,10,39,33,49,3,72,11,18,1,3,40,142,66,13,61
if,21,11,34,8,32,12,43,3,4,31,3,10,22,23,1,17,44,29,20,1,37,19,34,7,27,49,32,3,31,43,37,19,15,58,20,9,9,20,61,59,8,15,8,40,28,6,56,56,2,18,1,48,1,0,4,21,0,42,33,0,3,17,14,15,23,46,30,14,5,27,37,5,4,13,9,35,26,0,7,5,17,18,2,5,15,17,21,2,47,10,6,3,4,25,57,26,36,27
import,193,177,63,24,95,104,266,92,4,32,19,19,91,98,44,106,236,229,98,3,230,20,193,24,265,493,293,53,37,389,285,85,86,831,105,30,21,165,59,2385,19,215,173,345,319,15,1024,710,11,63,18,497,104,2,9,32,2,586,231,2,120,59,89,114,104,345,148,43,7,233,466,10,86,63,42,41,146,0,22,12,187,60,5,14,296,282,257,43,383,28,29,2,8,167,1362,290,35,299
index,12,6,3,4,12,5,13,0,3,5,1,3,6,4,2,9,12,8,6,0,13,3,5,2,11,12,15,2,5,14,13,5,6,20,6,3,4,8,8,19,22,5,4,14,12,2,19,20,1,7,1,12,1,0,2,3,0,16,11,0,4,7,5,7,8,14,8,12,3,9,11,3,3,5,4,4,12,0,3,1,8,6,4,4,5,6,5,1,14,5,3,2,3,10,21,11,6,7
interface_trait,50,48,18,10,26,33,64,12,2,10,14,10,27,27,13,38,62,61,35,1,55,6,48,9,61,100,79,15,10,97,82,33,28,145,41,11,9,44,15,215,5,218,31,82,70,4,135,123,4,19,12,97,21,0,4,10,0,112,63,1,43,19,36,39,25,83,46,13,2,51,104,5,28,21,14,10,38,0,8,7,52,23,0,6,65,65,62,16,90,8,15,2,5,58,157,74,9,69
io,35,34,8,4,25,20,45,8,1,6,2,3,17,23,12,23,43,48,24,1,41,5,46,7,57,88,57,12,6,71,46,15,26,101,11,10,9,33,8,173,4,31,207,69,47,3,133,113,2,19,3,62,18,0,2,2,0,87,39,0,21,19,23,25,10,73,40,8,2,35,63,2,21,13,16,5,22,0,3,5,33,15,1,2,44,47,52,12,69,3,6,1,3,22,149,46,6,59
ir,79,67,40,13,52,43,129,28,4,23,14,13,43,61,24,58,99,109,59,1,119,13,87,12,126,194,150,28,21,151,140,51,43,229,46,22,14,74,40,345,14,82,69,365,118,8,282,239,8,44,14,144,25,2,6,18,0,207,122,1,63,37,58,66,55,162,89,23,5,99,165,6,34,40,23,27,79,0,10,9,88,36,2,11,107,95,117,30,150,15,21,3,5,72,314,135,22,118
layout_alignment,88,77,25,14,44,51,85,12,3,14,10,11,38,40,26,48,72,74,43,1,90,10,75,10,98,125,102,14,15,118,95,34,43,221,41,20,11,48,28,319,12,70,47,118,362,7,234,218,6,31,9,117,40,1,6,14,2,139,94,1,39,32,38,41,45,123,52,28,4,87,189,5,23,31,20,19,51,0,12,8,78,24,2,8,59,95,68,23,129,15,14,3,8,93,288,86,15,89
lifetime,6,5,4,3,8,3,8,0,0,3,1,3,7,5,1,3,8,6,4,0,9,3,10,3,8,12,9,0,4,8,7,5,5,12,6,3,2,3,6,15,2,4,3,8,7,16,12,11,1,5,1,6,4,0,0,3,0,10,11,0,3,6,5,6,5,8,6,4,2,8,10,1,2,7,3,3,5,0,1,2,9,4,0,2,3,5,6,2,7,3,2,0,2,8,15,5,4,7
literal_boolean,131,129,54,22,79,87,194,55,6,28,16,15,70,79,41,85,203,163,83,3,186,16,167,18,223,418,238,38,29,318,219,63,75,595,88,28,24,115,56,1024,19,135,133,282,234,12,1317,544,8,53,14,277,76,2,8,28,2,357,198,2,89,51,72,90,82,244,117,39,7,181,335,10,62,52,35,34,109,0,18,8,135,50,6,11,203,199,226,34,312,22,25,3,8,137,908,211,32,249
literal_null,136,134,55,22,81,80,184,29,5,32,18,14,73,67,28,83,175,152,70,2,168,20,154,19,197,324,203,38,35,266,186,60,68,449,70,26,19,96,56,710,20,123,113,239,218,11,544,873,9,54,18,231,75,2,9,30,1,310,162,2,73,55,75,72,93,240,117,43,7,152,289,10,55,48,36,38,112,0,18,10,133,50,6,11,145,172,173,44,274,24,24,3,8,139,659,185,36,210
literal_numeric,4,5,2,3,4,2,5,1,0,3,1,3,4,3,2,4,5,5,3,0,13,2,6,1,6,7,8,0,2,6,6,4,2,10,6,2,2,7,2,11,1,4,2,8,6,1,8,9,13,5,1,9,2,0,0,0,0,8,5,0,2,3,3,6,3,8,7,1,2,7,8,1,3,4,0,3,4,0,4,1,5,2,0,3,4,5,7,0,7,3,3,0,1,5,10,7,1,6
literal_string,30,18,16,7,26,16,34,4,1,13,1,10,20,19,6,19,27,36,21,0,66,10,31,5,40,46,38,5,13,40,32,20,16,53,21,11,6,31,18,63,7,19,19,44,31,5,53,54,5,66,2,43,5,0,4,5,0,49,37,0,10,19,20,21,18,46,34,17,4,29,43,4,7,16,10,15,25,0,7,4,28,13,0,5,25,23,29,2,38,10,9,1,4,26,61,34,11,29
lock_mutex,7,15,0,1,1,9,8,0,0,1,7,1,1,8,1,8,3,3,3,0,8,1,11,1,3,18,9,6,1,10,13,2,3,9,1,1,1,2,1,18,1,12,3,14,9,1,14,18,1,2,21,9,4,0,0,0,0,5,5,0,14,3,9,2,1,5,8,1,1,2,11,1,4,2,1,1,13,0,1,1,10,2,0,1,15,20,4,13,3,1,0,0,1,4,16,8,1,1
macro,68,43,50,17,54,38,152,15,3,29,14,15,50,57,18,57,114,96,61,3,124,19,87,14,131,180,125,20,35,167,131,58,32,310,59,17,15,98,48,497,12,97,62,144,117,6,277,231,9,43,9,524,11,0,6,24,0,187,97,0,38,35,54,66,41,176,85,22,3,113,154,8,32,35,25,36,86,0,14,9,78,39,2,9,89,72,96,18,168,24,24,2,6,72,383,116,32,108
manual_memory,31,104,2,3,11,19,18,8,0,1,2,1,12,9,7,9,19,14,8,0,15,1,25,3,21,37,28,1,1,34,27,5,21,45,8,7,3,8,1,104,1,21,18,25,40,4,76,75,2,5,4,11,123,0,0,0,1,31,27,0,10,7,8,11,18,25,11,4,1,18,47,1,12,10,3,1,7,0,1,3,14,6,0,1,24,53,24,5,29,2,3,0,1,27,98,31,1,27
map_dict,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1
map_type,4,5,4,2,4,6,6,0,2,2,1,2,2,3,1,3,8,7,4,0,7,0,5,3,5,9,7,1,2,9,8,4,5,9,4,1,4,3,4,9,2,4,2,6,6,0,8,9,0,4,0,6,0,0,9,3,0,8,7,0,1,5,3,2,6,9,6,4,0,7,9,3,3,1,3,3,2,0,0,2,6,4,0,0,2,3,4,0,7,2,1,2,2,6,9,6,3,5
member_access,9,7,22,7,16,9,22,1,3,17,2,7,11,14,0,8,27,17,17,0,25,11,20,1,16,25,17,1,17,21,21,9,9,32,8,4,5,7,21,32,3,10,2,18,14,3,28,30,0,5,0,24,0,0,3,32,0,25,19,0,1,10,4,3,18,27,17,7,1,20,23,3,5,7,3,16,14,0,2,1,12,12,1,2,7,13,16,1,28,6,2,2,4,19,29,11,17,17
memory_model,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0
module,99,73,45,16,67,51,163,20,3,26,9,17,56,63,25,64,116,169,72,3,131,17,114,17,154,252,211,30,29,209,177,71,58,337,59,24,17,97,42,586,16,112,87,207,139,10,357,310,8,49,5,187,31,2,8,25,0,637,149,1,53,44,64,81,71,211,101,36,6,107,188,7,54,44,32,28,88,0,14,9,94,38,5,13,110,128,139,17,198,19,22,2,6,97,437,184,29,169
mutation,64,57,37,15,45,54,89,6,3,22,6,13,40,36,23,44,83,89,52,1,94,13,72,12,90,134,111,13,21,113,100,44,37,170,41,18,16,55,33,231,11,63,39,122,94,11,198,162,5,37,5,97,27,0,7,19,1,149,248,1,27,41,45,49,57,115,62,26,5,68,131,5,26,40,20,23,49,0,12,7,71,33,1,9,54,85,74,13,121,17,19,2,7,84,214,92,23,93
name_resolution,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,2,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
network,24,26,2,3,10,16,32,27,0,1,8,1,8,17,10,14,23,20,11,2,24,1,33,3,25,60,43,13,1,34,47,10,11,53,12,3,3,14,3,120,4,43,21,63,39,3,89,73,2,10,14,38,10,0,1,1,0,53,27,1,127,8,22,12,9,36,24,6,1,17,41,2,20,13,5,3,26,0,3,3,26,9,0,2,70,56,28,19,33,3,2,0,3,15,99,34,1,24
optimizer,23,29,15,7,26,20,41,1,3,11,2,9,19,18,9,18,33,35,27,1,35,4,32,9,34,45,42,3,11,42,34,18,22,55,19,11,11,19,17,59,7,19,19,37,32,6,51,55,3,19,3,35,7,0,5,10,1,44,41,0,8,64,19,21,23,39,30,16,3,28,38,5,9,15,13,10,25,0,5,3,25,16,2,4,20,30,27,6,42,9,8,2,4,28,62,30,12,35
optional_nullable,27,29,16,6,23,24,48,5,2,10,8,8,24,31,8,26,35,35,23,2,51,7,30,7,43,70,54,14,11,57,54,28,15,66,22,11,9,32,14,89,5,36,23,58,38,5,72,75,3,20,9,54,8,0,3,4,1,64,45,0,22,19,92,29,12,57,35,11,3,29,54,4,19,12,13,9,30,0,4,7,34,15,1,2,37,37,43,9,49,9,9,2,3,29,82,43,10,40
overload_resolution,31,26,16,9,25,19,57,4,0,7,3,10,22,30,9,33,51,41,35,1,52,7,32,7,59,73,60,5,9,77,60,32,17,106,32,13,8,46,15,114,7,39,25,66,41,6,90,72,6,21,2,66,11,0,2,3,0,81,49,0,12,21,29,125,20,70,35,14,4,43,65,1,15,22,10,7,42,0,8,5,29,23,0,11,35,34,45,4,74,9,17,0,3,37,101,62,8,52
ownership,34,37,25,11,33,28,47,4,2,15,1,10,26,19,7,30,57,51,26,0,50,7,46,9,41,65,54,6,14,60,49,29,32,83,26,9,7,16,23,104,8,25,10,55,45,5,82,93,3,18,1,41,18,0,6,18,1,71,57,0,9,23,12,20,109,63,29,16,3,33,61,4,11,20,15,18,29,0,8,1,38,21,3,6,31,42,39,6,61,11,12,2,4,50,96,43,15,48
