language,repository,file,capture
cpp,tree-sitter/tree-sitter-cpp,queries/tags.scm,definition.type
cpp,tree-sitter/tree-sitter-cpp,queries/tags.scm,local.scope
cpp,tree-sitter/tree-sitter-cpp,queries/tags.scm,name
c,tree-sitter/tree-sitter-c,queries/highlights.scm,comment
c,tree-sitter/tree-sitter-c,queries/highlights.scm,constant
c,tree-sitter/tree-sitter-c,queries/highlights.scm,delimiter
c,tree-sitter/tree-sitter-c,queries/highlights.scm,function
c,tree-sitter/tree-sitter-c,queries/highlights.scm,function.special
c,tree-sitter/tree-sitter-c,queries/highlights.scm,keyword
c,tree-sitter/tree-sitter-c,queries/highlights.scm,label
c,tree-sitter/tree-sitter-c,queries/highlights.scm,number
c,tree-sitter/tree-sitter-c,queries/highlights.scm,operator
c,tree-sitter/tree-sitter-c,queries/highlights.scm,property
c,tree-sitter/tree-sitter-c,queries/highlights.scm,string
c,tree-sitter/tree-sitter-c,queries/highlights.scm,type
c,tree-sitter/tree-sitter-c,queries/highlights.scm,variable
c,tree-sitter/tree-sitter-c,queries/tags.scm,definition.class
c,tree-sitter/tree-sitter-c,queries/tags.scm,definition.function
c,tree-sitter/tree-sitter-c,queries/tags.scm,definition.type
c,tree-sitter/tree-sitter-c,queries/tags.scm,name
python,tree-sitter/tree-sitter-python,queries/highlights.scm,comment
python,tree-sitter/tree-sitter-python,queries/highlights.scm,constant
python,tree-sitter/tree-sitter-python,queries/highlights.scm,constant.builtin
python,tree-sitter/tree-sitter-python,queries/highlights.scm,constructor
python,tree-sitter/tree-sitter-python,queries/highlights.scm,embedded
python,tree-sitter/tree-sitter-python,queries/highlights.scm,escape
python,tree-sitter/tree-sitter-python,queries/highlights.scm,function
python,tree-sitter/tree-sitter-python,queries/highlights.scm,function.builtin
python,tree-sitter/tree-sitter-python,queries/highlights.scm,function.method
python,tree-sitter/tree-sitter-python,queries/highlights.scm,keyword
python,tree-sitter/tree-sitter-python,queries/highlights.scm,number
python,tree-sitter/tree-sitter-python,queries/highlights.scm,operator
python,tree-sitter/tree-sitter-python,queries/highlights.scm,property
python,tree-sitter/tree-sitter-python,queries/highlights.scm,punctuation.special
python,tree-sitter/tree-sitter-python,queries/highlights.scm,string
python,tree-sitter/tree-sitter-python,queries/highlights.scm,type
python,tree-sitter/tree-sitter-python,queries/highlights.scm,variable
python,tree-sitter/tree-sitter-python,queries/tags.scm,definition.class
python,tree-sitter/tree-sitter-python,queries/tags.scm,definition.constant
python,tree-sitter/tree-sitter-python,queries/tags.scm,definition.function
python,tree-sitter/tree-sitter-python,queries/tags.scm,name
python,tree-sitter/tree-sitter-python,queries/tags.scm,reference.call
zig,tree-sitter-grammars/tree-sitter-zig,queries/folds.scm,fold
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,boolean
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,cImport
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,character
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,comment
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,comment.documentation
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,constant
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,constant.builtin
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,function
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,function.builtin
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,function.call
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,import
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.conditional
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.coroutine
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.exception
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.function
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.import
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.modifier
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.operator
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.repeat
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.return
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,keyword.type
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,label
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,module
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,number
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,number.float
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,operator
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,punctuation.bracket
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,punctuation.delimiter
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,spell
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,string
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,string.escape
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,type
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,type.builtin
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,variable
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,variable.builtin
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,variable.member
zig,tree-sitter-grammars/tree-sitter-zig,queries/highlights.scm,variable.parameter
zig,tree-sitter-grammars/tree-sitter-zig,queries/indents.scm,indent.begin
zig,tree-sitter-grammars/tree-sitter-zig,queries/indents.scm,indent.branch
zig,tree-sitter-grammars/tree-sitter-zig,queries/indents.scm,indent.end
zig,tree-sitter-grammars/tree-sitter-zig,queries/indents.scm,indent.ignore
zig,tree-sitter-grammars/tree-sitter-zig,queries/injections.scm,injection.content
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.field
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.function
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.method
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.parameter
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.type
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.definition.var
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.reference
zig,tree-sitter-grammars/tree-sitter-zig,queries/locals.scm,local.scope
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,_pipe
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,boolean
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,character
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,comment
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,constant.builtin
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,function.builtin
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,function.call
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,function.macro
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.conditional
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.conditional.ternary
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.exception
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.function
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.import
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.modifier
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.operator
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.repeat
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.return
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,keyword.type
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,number
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,number.float
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,operator
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,punctuation.bracket
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,punctuation.delimiter
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,punctuation.special
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,string
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,string.documentation
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,string.escape
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,string.special
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,string.special.symbol
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,type
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,type.builtin
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,type.definition
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,variable
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,variable.builtin
julia,tree-sitter/tree-sitter-julia,queries/highlights.scm,variable.member
julia,tree-sitter/tree-sitter-julia,queries/injections.scm,_prefix
julia,tree-sitter/tree-sitter-julia,queries/injections.scm,injection.content
julia,tree-sitter/tree-sitter-julia,queries/locals.scm,local.definition
julia,tree-sitter/tree-sitter-julia,queries/locals.scm,local.definition.function
julia,tree-sitter/tree-sitter-julia,queries/locals.scm,local.reference
julia,tree-sitter/tree-sitter-julia,queries/locals.scm,local.scope
nim,alaviss/tree-sitter-nim,queries/highlights.scm,character
nim,alaviss/tree-sitter-nim,queries/highlights.scm,comment
nim,alaviss/tree-sitter-nim,queries/highlights.scm,comment.documentation
nim,alaviss/tree-sitter-nim,queries/highlights.scm,conditional
nim,alaviss/tree-sitter-nim,queries/highlights.scm,constant.builtin
nim,alaviss/tree-sitter-nim,queries/highlights.scm,disroot.org
nim,alaviss/tree-sitter-nim,queries/highlights.scm,exception
nim,alaviss/tree-sitter-nim,queries/highlights.scm,field
nim,alaviss/tree-sitter-nim,queries/highlights.scm,float
nim,alaviss/tree-sitter-nim,queries/highlights.scm,function
nim,alaviss/tree-sitter-nim,queries/highlights.scm,function.call
nim,alaviss/tree-sitter-nim,queries/highlights.scm,function.macro
nim,alaviss/tree-sitter-nim,queries/highlights.scm,include
nim,alaviss/tree-sitter-nim,queries/highlights.scm,keyword
nim,alaviss/tree-sitter-nim,queries/highlights.scm,keyword.function
nim,alaviss/tree-sitter-nim,queries/highlights.scm,keyword.operator
nim,alaviss/tree-sitter-nim,queries/highlights.scm,keyword.return
nim,alaviss/tree-sitter-nim,queries/highlights.scm,method
nim,alaviss/tree-sitter-nim,queries/highlights.scm,number
nim,alaviss/tree-sitter-nim,queries/highlights.scm,operator
nim,alaviss/tree-sitter-nim,queries/highlights.scm,parameter
nim,alaviss/tree-sitter-nim,queries/highlights.scm,punctuation.bracket
nim,alaviss/tree-sitter-nim,queries/highlights.scm,punctuation.delimiter
nim,alaviss/tree-sitter-nim,queries/highlights.scm,repeat
nim,alaviss/tree-sitter-nim,queries/highlights.scm,string
nim,alaviss/tree-sitter-nim,queries/highlights.scm,string.escape
nim,alaviss/tree-sitter-nim,queries/highlights.scm,type
nim,alaviss/tree-sitter-nim,queries/highlights.scm,type.qualifier
nim,alaviss/tree-sitter-nim,queries/highlights.scm,variable
nim,alaviss/tree-sitter-nim,queries/highlights.scm,variable.builtin
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,attribute
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,comment
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,constant.builtin
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,constructor
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,function
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,keyword
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,module
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,number
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,operator
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,property.definition
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,punctuation.bracket
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,punctuation.delimiter
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,string
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,string.escape
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,type
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,type.builtin
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,variable
csharp,tree-sitter/tree-sitter-c-sharp,queries/highlights.scm,variable.parameter
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,definition.class
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,definition.interface
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,definition.method
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,definition.module
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,module
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,name
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,reference.class
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,reference.interface
csharp,tree-sitter/tree-sitter-c-sharp,queries/tags.scm,reference.send
java,tree-sitter/tree-sitter-java,queries/highlights.scm,attribute
java,tree-sitter/tree-sitter-java,queries/highlights.scm,comment
java,tree-sitter/tree-sitter-java,queries/highlights.scm,constant
java,tree-sitter/tree-sitter-java,queries/highlights.scm,constant.builtin
java,tree-sitter/tree-sitter-java,queries/highlights.scm,function.builtin
java,tree-sitter/tree-sitter-java,queries/highlights.scm,function.method
java,tree-sitter/tree-sitter-java,queries/highlights.scm,keyword
java,tree-sitter/tree-sitter-java,queries/highlights.scm,number
java,tree-sitter/tree-sitter-java,queries/highlights.scm,operator
java,tree-sitter/tree-sitter-java,queries/highlights.scm,string
java,tree-sitter/tree-sitter-java,queries/highlights.scm,string.escape
java,tree-sitter/tree-sitter-java,queries/highlights.scm,type
java,tree-sitter/tree-sitter-java,queries/highlights.scm,type.builtin
java,tree-sitter/tree-sitter-java,queries/highlights.scm,variable
java,tree-sitter/tree-sitter-java,queries/highlights.scm,variable.builtin
java,tree-sitter/tree-sitter-java,queries/tags.scm,definition.class
java,tree-sitter/tree-sitter-java,queries/tags.scm,definition.interface
java,tree-sitter/tree-sitter-java,queries/tags.scm,definition.method
java,tree-sitter/tree-sitter-java,queries/tags.scm,name
java,tree-sitter/tree-sitter-java,queries/tags.scm,reference.call
java,tree-sitter/tree-sitter-java,queries/tags.scm,reference.class
java,tree-sitter/tree-sitter-java,queries/tags.scm,reference.implementation
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,_class
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,_function
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,attribute
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,boolean
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,character
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,comment
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,conditional
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,constant
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,constructor
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,exception
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,float
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,function
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,function.builtin
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,include
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,keyword
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,keyword.function
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,keyword.return
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,label
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,namespace
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,none
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,number
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,operator
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,parameter
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,property
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,punctuation.bracket
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,punctuation.delimiter
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,punctuation.special
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,repeat
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,string
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,string.escape
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,string.regex
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,type
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,type.builtin
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,variable
kotlin,fwcd/tree-sitter-kotlin,queries/highlights.scm,variable.builtin
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,definition.class
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,definition.constant
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,definition.function
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,definition.type
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,name
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,reference.call
kotlin,fwcd/tree-sitter-kotlin,queries/tags.scm,reference.class
swift,alex-pinkus/tree-sitter-swift,queries/folds.scm,fold
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,attribute
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,boolean
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,character.special
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,comment
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,comment.documentation
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,constant.builtin
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,constant.macro
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,constructor
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,function.call
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,function.macro
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,function.method
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.conditional
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.conditional.ternary
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.coroutine
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.directive
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.exception
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.function
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.import
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.modifier
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.operator
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.repeat
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.return
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,keyword.type
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,label
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,number
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,number.float
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,operator
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,punctuation.bracket
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,punctuation.delimiter
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,punctuation.special
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,spell
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,string
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,string.escape
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,string.regexp
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,type
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,variable
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,variable.builtin
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,variable.member
swift,alex-pinkus/tree-sitter-swift,queries/highlights.scm,variable.parameter
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,attribute
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.auto
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.begin
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.branch
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.dedent
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.end
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,indent.ignore
swift,alex-pinkus/tree-sitter-swift,queries/indents.scm,something
swift,alex-pinkus/tree-sitter-swift,queries/injections.scm,injection.content
swift,alex-pinkus/tree-sitter-swift,queries/locals.scm,local.definition.function
swift,alex-pinkus/tree-sitter-swift,queries/locals.scm,local.definition.import
swift,alex-pinkus/tree-sitter-swift,queries/locals.scm,local.scope
swift,alex-pinkus/tree-sitter-swift,queries/outline.scm,item
swift,alex-pinkus/tree-sitter-swift,queries/outline.scm,name
swift,alex-pinkus/tree-sitter-swift,queries/tags.scm,definition.class
