target_id,canonical_semantic_id,native_candidate,evidence_languages
c,UASF_0158,true,c;cpp
c,UASF_0159,true,c;cpp
c,UASF_0160,true,c;cpp
c,UASF_0161,false,rust
c,UASF_0162,false,rust
c,UASF_0163,false,java;kotlin
c,UASF_0164,false,rust
c,UASF_0165,false,kotlin
c,UASF_0166,false,rust
c,UASF_0167,false,csharp
c,UASF_0168,false,go
c,UASF_0169,false,r
c,UASF_0170,false,java;kotlin
c,UASF_0171,false,r
c,UASF_0172,false,rust
c,UASF_0173,false,rust
c,UASF_0174,false,csharp
c,UASF_0175,false,csharp
c,UASF_0176,false,csharp
c,UASF_0177,false,go
c,UASF_0178,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0179,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0180,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0181,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0182,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0183,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0184,false,rust
c,UASF_0185,false,r
c,UASF_0186,false,rust
c,UASF_0187,false,csharp
c,UASF_0188,false,csharp
c,UASF_0189,false,csharp
c,UASF_0190,false,csharp
c,UASF_0191,false,r
c,UASF_0192,false,r
c,UASF_0193,true,c;cpp
c,UASF_0194,true,c;cpp;csharp
c,UASF_0195,false,rust
c,UASF_0196,false,csharp
c,UASF_0197,false,java;r
c,UASF_0198,true,c;cpp
c,UASF_0199,true,c;cpp
c,UASF_0200,true,c;cpp
c,UASF_0201,false,csharp
c,UASF_0202,false,csharp
c,UASF_0203,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0204,true,c;cpp;csharp;go;java;kotlin;python;rust
c,UASF_0205,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0206,true,c;cpp;csharp;go;java;kotlin;python;rust
c,UASF_0207,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0208,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0209,false,csharp
c,UASF_0210,true,c;cpp
c,UASF_0211,false,r
c,UASF_0212,false,rust
c,UASF_0213,false,r
c,UASF_0214,false,go
c,UASF_0215,false,java
c,UASF_0216,false,r
c,UASF_0217,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0218,false,csharp;java;python;r;rust
c,UASF_0219,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0220,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0221,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0222,true,c;cpp;csharp;go;java;kotlin;python;rust
c,UASF_0223,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0224,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0225,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0226,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0227,false,r
c,UASF_0228,false,r
c,UASF_0229,false,r
c,UASF_0230,false,rust
c,UASF_0231,false,go
c,UASF_0232,false,r
c,UASF_0233,false,r
c,UASF_0234,false,r
c,UASF_0235,false,csharp
c,UASF_0236,false,go
c,UASF_0237,false,r
c,UASF_0238,false,rust
c,UASF_0239,false,r
c,UASF_0240,false,r
c,UASF_0241,false,r
c,UASF_0242,false,rust
c,UASF_0243,false,r
c,UASF_0244,false,csharp
c,UASF_0245,false,csharp
c,UASF_0246,true,c;cpp
c,UASF_0247,false,rust
c,UASF_0248,false,rust
c,UASF_0249,true,c;cpp
c,UASF_0250,false,csharp
c,UASF_0251,false,r
c,UASF_0252,false,csharp
c,UASF_0253,false,csharp
c,UASF_0254,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0255,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0256,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0257,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0258,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0259,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0260,false,csharp
c,UASF_0261,true,c;cpp
c,UASF_0262,true,c;cpp
c,UASF_0263,true,c;cpp
c,UASF_0264,true,c;cpp
c,UASF_0265,true,c;cpp
c,UASF_0266,true,c;cpp
c,UASF_0267,true,c;cpp
c,UASF_0268,true,c;cpp
c,UASF_0269,true,c;cpp
c,UASF_0270,true,c;cpp
c,UASF_0271,true,c;cpp
c,UASF_0272,true,c;cpp
c,UASF_0273,true,c;cpp
c,UASF_0274,true,c;cpp
c,UASF_0275,true,c;cpp
c,UASF_0276,true,c;cpp
c,UASF_0277,false,java
c,UASF_0278,false,csharp
c,UASF_0279,false,rust
c,UASF_0280,false,csharp
c,UASF_0281,false,csharp
c,UASF_0282,true,c;cpp
c,UASF_0283,false,csharp
c,UASF_0284,true,c;cpp
c,UASF_0285,false,csharp
c,UASF_0286,false,csharp
c,UASF_0287,false,csharp
c,UASF_0288,false,csharp
c,UASF_0289,false,csharp
c,UASF_0290,true,c;cpp
c,UASF_0291,false,go
c,UASF_0292,true,c;cpp
c,UASF_0293,true,c;cpp
c,UASF_0294,false,rust
c,UASF_0295,false,rust
c,UASF_0296,true,c;cpp
c,UASF_0297,false,csharp
c,UASF_0298,false,rust
c,UASF_0299,false,rust
c,UASF_0300,false,rust
c,UASF_0301,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0302,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0303,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0304,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0305,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0306,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0307,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0308,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0309,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0310,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0311,true,c;cpp;csharp;go;java;kotlin;python;r;rust
c,UASF_0312,false,rust
c,UASF_0313,true,c;cpp
c,UASF_0314,false,r
c,UASF_0315,false,r
c,UASF_0316,true,c;cpp
c,UASF_0317,true,c;cpp
c,UASF_0318,true,c;cpp
c,UASF_0319,true,c;cpp
c,UASF_0320,true,c;cpp
c,UASF_0321,true,c;cpp
c,UASF_0322,true,c;cpp
c,UASF_0323,false,rust
c,UASF_0324,false,r
c,UASF_0325,false,csharp;r;rust
c,UASF_0326,false,rust
c,UASF_0327,false,rust
c,UASF_0328,true,c;cpp
c,UASF_0329,true,c;cpp
c,UASF_0330,false,rust
c,UASF_0331,false,csharp
c,UASF_0332,true,c;cpp
c,UASF_0333,true,c;cpp;csharp
c,UASF_0334,false,go
cpp,UASF_0001,true,c;cpp
cpp,UASF_0002,false,kotlin
cpp,UASF_0003,false,kotlin
cpp,UASF_0004,false,rust
cpp,UASF_0005,false,rust
cpp,UASF_0006,true,c;cpp
cpp,UASF_0007,false,java
cpp,UASF_0008,false,kotlin
cpp,UASF_0009,false,rust
cpp,UASF_0010,false,go
cpp,UASF_0011,false,r
cpp,UASF_0012,false,rust
cpp,UASF_0013,false,rust
cpp,UASF_0014,false,java;r
cpp,UASF_0015,false,java
cpp,UASF_0016,true,c;cpp
cpp,UASF_0017,false,rust
cpp,UASF_0018,false,csharp
cpp,UASF_0019,false,rust
cpp,UASF_0020,false,csharp
cpp,UASF_0021,false,rust
cpp,UASF_0022,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0023,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0024,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0025,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0026,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0027,false,r
cpp,UASF_0028,false,rust
cpp,UASF_0029,false,rust
cpp,UASF_0030,false,rust
cpp,UASF_0031,true,c;cpp
cpp,UASF_0032,true,c;cpp
cpp,UASF_0033,false,go
cpp,UASF_0034,true,c;cpp
cpp,UASF_0035,true,c;cpp
cpp,UASF_0036,true,c;cpp
cpp,UASF_0037,true,c;cpp
cpp,UASF_0038,true,c;cpp
cpp,UASF_0039,true,c;cpp
cpp,UASF_0040,true,c;cpp
cpp,UASF_0041,false,java
cpp,UASF_0042,false,r
cpp,UASF_0043,false,rust
cpp,UASF_0044,false,r
cpp,UASF_0045,false,csharp
cpp,UASF_0046,false,r
cpp,UASF_0047,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0048,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0049,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0050,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0051,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0052,false,csharp
cpp,UASF_0053,false,kotlin
cpp,UASF_0054,false,go
cpp,UASF_0055,false,rust
cpp,UASF_0056,false,rust
cpp,UASF_0057,false,rust
cpp,UASF_0058,false,rust
cpp,UASF_0059,false,rust
cpp,UASF_0060,false,csharp
cpp,UASF_0061,false,rust
cpp,UASF_0062,false,csharp
cpp,UASF_0063,false,csharp
cpp,UASF_0064,false,go
cpp,UASF_0065,false,kotlin
cpp,UASF_0066,false,java
cpp,UASF_0067,false,csharp
cpp,UASF_0068,false,csharp
cpp,UASF_0069,false,r
cpp,UASF_0070,false,rust
cpp,UASF_0071,false,r
cpp,UASF_0072,false,r
cpp,UASF_0073,false,rust
cpp,UASF_0074,false,rust
cpp,UASF_0075,false,go
cpp,UASF_0076,false,go
cpp,UASF_0077,false,r
cpp,UASF_0078,false,java
cpp,UASF_0079,false,csharp
cpp,UASF_0080,false,csharp
cpp,UASF_0081,false,r
cpp,UASF_0082,false,csharp
cpp,UASF_0083,false,r
cpp,UASF_0084,true,c;cpp
cpp,UASF_0085,false,kotlin
cpp,UASF_0086,false,go
cpp,UASF_0087,true,c;cpp
cpp,UASF_0088,false,csharp
cpp,UASF_0089,false,csharp
cpp,UASF_0090,false,java
cpp,UASF_0091,true,c;cpp
cpp,UASF_0092,false,rust
cpp,UASF_0093,false,csharp
cpp,UASF_0094,false,csharp
cpp,UASF_0095,false,csharp
cpp,UASF_0096,false,rust
cpp,UASF_0097,false,csharp
cpp,UASF_0098,false,csharp
cpp,UASF_0099,false,csharp
cpp,UASF_0100,false,csharp
cpp,UASF_0101,false,kotlin
cpp,UASF_0102,false,rust
cpp,UASF_0103,false,rust
cpp,UASF_0104,false,csharp
cpp,UASF_0105,false,rust
cpp,UASF_0106,true,c;cpp
cpp,UASF_0107,true,c;cpp
cpp,UASF_0108,true,c;cpp
cpp,UASF_0109,false,csharp
cpp,UASF_0110,false,kotlin
cpp,UASF_0111,false,java
cpp,UASF_0112,false,java
cpp,UASF_0113,false,rust
cpp,UASF_0114,false,csharp
cpp,UASF_0115,false,csharp
cpp,UASF_0116,false,csharp
cpp,UASF_0117,false,rust
cpp,UASF_0118,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0119,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0120,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0121,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0122,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0123,false,java
cpp,UASF_0124,false,r
cpp,UASF_0125,false,rust
cpp,UASF_0126,false,rust
cpp,UASF_0127,false,rust
cpp,UASF_0128,false,csharp
cpp,UASF_0129,false,csharp
cpp,UASF_0130,false,rust
cpp,UASF_0131,false,rust
cpp,UASF_0132,false,rust
cpp,UASF_0133,true,c;cpp
cpp,UASF_0134,true,c;cpp
cpp,UASF_0135,true,c;cpp
cpp,UASF_0136,false,rust
cpp,UASF_0137,true,c;cpp
cpp,UASF_0138,false,csharp
cpp,UASF_0139,false,kotlin
cpp,UASF_0140,false,rust
cpp,UASF_0141,false,rust
cpp,UASF_0142,false,go
cpp,UASF_0143,false,rust
cpp,UASF_0144,false,go
cpp,UASF_0145,false,java
cpp,UASF_0146,false,rust
cpp,UASF_0147,false,go
cpp,UASF_0148,false,rust
cpp,UASF_0149,false,rust
cpp,UASF_0150,true,c;cpp
cpp,UASF_0151,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0152,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0153,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0154,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0155,true,c;cpp;go;java;kotlin;python;rust
cpp,UASF_0156,true,c;cpp
cpp,UASF_0157,false,kotlin
cpp,UASF_0158,true,c;cpp
cpp,UASF_0159,true,c;cpp
cpp,UASF_0160,true,c;cpp
cpp,UASF_0161,false,rust
cpp,UASF_0162,false,rust
cpp,UASF_0163,false,java;kotlin
cpp,UASF_0164,false,rust
cpp,UASF_0165,false,kotlin
cpp,UASF_0166,false,rust
cpp,UASF_0167,false,csharp
cpp,UASF_0168,false,go
cpp,UASF_0169,false,r
cpp,UASF_0170,false,java;kotlin
cpp,UASF_0171,false,r
cpp,UASF_0172,false,rust
cpp,UASF_0173,false,rust
cpp,UASF_0174,false,csharp
cpp,UASF_0175,false,csharp
cpp,UASF_0176,false,csharp
cpp,UASF_0177,false,go
cpp,UASF_0178,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0179,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0180,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0181,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0182,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0183,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0184,false,rust
cpp,UASF_0185,false,r
cpp,UASF_0186,false,rust
cpp,UASF_0187,false,csharp
cpp,UASF_0188,false,csharp
cpp,UASF_0189,false,csharp
cpp,UASF_0190,false,csharp
cpp,UASF_0191,false,r
cpp,UASF_0192,false,r
cpp,UASF_0193,true,c;cpp
cpp,UASF_0194,true,c;cpp;csharp
cpp,UASF_0195,false,rust
cpp,UASF_0196,false,csharp
cpp,UASF_0197,false,java;r
cpp,UASF_0198,true,c;cpp
cpp,UASF_0199,true,c;cpp
cpp,UASF_0200,true,c;cpp
cpp,UASF_0201,false,csharp
cpp,UASF_0202,false,csharp
cpp,UASF_0203,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0204,true,c;cpp;csharp;go;java;kotlin;python;rust
cpp,UASF_0205,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0206,true,c;cpp;csharp;go;java;kotlin;python;rust
cpp,UASF_0207,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0208,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0209,false,csharp
cpp,UASF_0210,true,c;cpp
cpp,UASF_0211,false,r
cpp,UASF_0212,false,rust
cpp,UASF_0213,false,r
cpp,UASF_0214,false,go
cpp,UASF_0215,false,java
cpp,UASF_0216,false,r
cpp,UASF_0217,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0218,false,csharp;java;python;r;rust
cpp,UASF_0219,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0220,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0221,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0222,true,c;cpp;csharp;go;java;kotlin;python;rust
cpp,UASF_0223,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0224,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0225,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0226,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0227,false,r
cpp,UASF_0228,false,r
cpp,UASF_0229,false,r
cpp,UASF_0230,false,rust
cpp,UASF_0231,false,go
cpp,UASF_0232,false,r
cpp,UASF_0233,false,r
cpp,UASF_0234,false,r
cpp,UASF_0235,false,csharp
cpp,UASF_0236,false,go
cpp,UASF_0237,false,r
cpp,UASF_0238,false,rust
cpp,UASF_0239,false,r
cpp,UASF_0240,false,r
cpp,UASF_0241,false,r
cpp,UASF_0242,false,rust
cpp,UASF_0243,false,r
cpp,UASF_0244,false,csharp
cpp,UASF_0245,false,csharp
cpp,UASF_0246,true,c;cpp
cpp,UASF_0247,false,rust
cpp,UASF_0248,false,rust
cpp,UASF_0249,true,c;cpp
cpp,UASF_0250,false,csharp
cpp,UASF_0251,false,r
cpp,UASF_0252,false,csharp
cpp,UASF_0253,false,csharp
cpp,UASF_0254,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0255,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0256,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0257,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0258,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0259,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0260,false,csharp
cpp,UASF_0261,true,c;cpp
cpp,UASF_0262,true,c;cpp
cpp,UASF_0263,true,c;cpp
cpp,UASF_0264,true,c;cpp
cpp,UASF_0265,true,c;cpp
cpp,UASF_0266,true,c;cpp
cpp,UASF_0267,true,c;cpp
cpp,UASF_0268,true,c;cpp
cpp,UASF_0269,true,c;cpp
cpp,UASF_0270,true,c;cpp
cpp,UASF_0271,true,c;cpp
cpp,UASF_0272,true,c;cpp
cpp,UASF_0273,true,c;cpp
cpp,UASF_0274,true,c;cpp
cpp,UASF_0275,true,c;cpp
cpp,UASF_0276,true,c;cpp
cpp,UASF_0277,false,java
cpp,UASF_0278,false,csharp
cpp,UASF_0279,false,rust
cpp,UASF_0280,false,csharp
cpp,UASF_0281,false,csharp
cpp,UASF_0282,true,c;cpp
cpp,UASF_0283,false,csharp
cpp,UASF_0284,true,c;cpp
cpp,UASF_0285,false,csharp
cpp,UASF_0286,false,csharp
cpp,UASF_0287,false,csharp
cpp,UASF_0288,false,csharp
cpp,UASF_0289,false,csharp
cpp,UASF_0290,true,c;cpp
cpp,UASF_0291,false,go
cpp,UASF_0292,true,c;cpp
cpp,UASF_0293,true,c;cpp
cpp,UASF_0294,false,rust
cpp,UASF_0295,false,rust
cpp,UASF_0296,true,c;cpp
cpp,UASF_0297,false,csharp
cpp,UASF_0298,false,rust
cpp,UASF_0299,false,rust
cpp,UASF_0300,false,rust
cpp,UASF_0301,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0302,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0303,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0304,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0305,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0306,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0307,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0308,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0309,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0310,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0311,true,c;cpp;csharp;go;java;kotlin;python;r;rust
cpp,UASF_0312,false,rust
cpp,UASF_0313,true,c;cpp
cpp,UASF_0314,false,r
cpp,UASF_0315,false,r
cpp,UASF_0316,true,c;cpp
cpp,UASF_0317,true,c;cpp
cpp,UASF_0318,true,c;cpp
cpp,UASF_0319,true,c;cpp
cpp,UASF_0320,true,c;cpp
cpp,UASF_0321,true,c;cpp
cpp,UASF_0322,true,c;cpp
cpp,UASF_0323,false,rust
cpp,UASF_0324,false,r
cpp,UASF_0325,false,csharp;r;rust
cpp,UASF_0326,false,rust
cpp,UASF_0327,false,rust
cpp,UASF_0328,true,c;cpp
cpp,UASF_0329,true,c;cpp
cpp,UASF_0330,false,rust
cpp,UASF_0331,false,csharp
cpp,UASF_0332,true,c;cpp
cpp,UASF_0333,true,c;cpp;csharp
cpp,UASF_0334,false,go
csharp,UASF_0001,false,c;cpp
csharp,UASF_0002,false,kotlin
csharp,UASF_0003,false,kotlin
csharp,UASF_0004,false,rust
csharp,UASF_0005,false,rust
csharp,UASF_0006,false,c;cpp
csharp,UASF_0007,false,java
csharp,UASF_0008,false,kotlin
csharp,UASF_0009,false,rust
csharp,UASF_0010,false,go
csharp,UASF_0011,false,r
csharp,UASF_0012,false,rust
csharp,UASF_0013,false,rust
csharp,UASF_0014,false,java;r
csharp,UASF_0015,false,java
csharp,UASF_0016,false,c;cpp
csharp,UASF_0017,false,rust
csharp,UASF_0018,true,csharp
csharp,UASF_0019,false,rust
csharp,UASF_0020,true,csharp
csharp,UASF_0021,false,rust
csharp,UASF_0022,true,c;cpp;csharp;go;java;kotlin;python;r;rust
csharp,UASF_0023,true,c;cpp;csharp;go;java;kotlin;python;r;rust
csharp,UASF_0024,true,c;cpp;csharp;go;java;kotlin;python;r;rust
csharp,UASF_0025,true,c;cpp;csharp;go;java;kotlin;python;r;rust
csharp,UASF_0026,true,c;cpp;csharp;go;java;kotlin;python;r;rust
csharp,UASF_0027,false,r
csharp,UASF_0028,false,rust
csharp,UASF_0029,false,rust
csharp,UASF_0030,false,rust
csharp,UASF_0031,false,c;cpp
csharp,UASF_0032,false,c;cpp
csharp,UASF_0033,false,go
csharp,UASF_0034,false,c;cpp
csharp,UASF_0035,false,c;cpp
csharp,UASF_0036,false,c;cpp
csharp,UASF_0037,false,c;cpp
csharp,UASF_0038,false,c;cpp
