canonical_semantic_id,source_proven,canonical,conflict,already_uast,canonical_ready,canonical_new,evidence_languages
UASF_0163,true,true,false,false,true,true,java;kotlin
UASF_0164,true,true,false,false,true,true,rust
UASF_0165,true,true,false,false,true,true,kotlin
UASF_0166,true,true,false,false,true,true,rust
UASF_0167,true,true,false,false,true,true,csharp
UASF_0168,true,true,false,false,true,true,go
UASF_0169,true,true,false,false,true,true,r
UASF_0170,true,true,false,false,true,true,java;kotlin
UASF_0171,true,true,false,false,true,true,r
UASF_0172,true,true,false,false,true,true,rust
UASF_0173,true,true,false,false,true,true,rust
UASF_0174,true,true,false,false,true,true,csharp
UASF_0175,true,true,false,false,true,true,csharp
UASF_0176,true,true,false,false,true,true,csharp
UASF_0177,true,true,false,false,true,true,go
UASF_0178,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0179,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0180,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0181,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0182,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0183,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0184,true,true,false,false,true,true,rust
UASF_0185,true,true,false,false,true,true,r
UASF_0186,true,true,false,false,true,true,rust
UASF_0187,true,true,false,false,true,true,csharp
UASF_0188,true,true,false,false,true,true,csharp
UASF_0189,true,true,false,false,true,true,csharp
UASF_0190,true,true,false,false,true,true,csharp
UASF_0191,true,true,false,false,true,true,r
UASF_0192,true,true,false,false,true,true,r
UASF_0193,true,true,false,false,true,true,c;cpp
UASF_0194,true,true,false,false,true,true,c;cpp;csharp
UASF_0195,true,true,false,false,true,true,rust
UASF_0196,true,true,false,false,true,true,csharp
UASF_0197,true,true,false,false,true,true,java;r
UASF_0198,true,true,false,false,true,true,c;cpp
UASF_0199,true,true,false,false,true,true,c;cpp
UASF_0200,true,true,false,false,true,true,c;cpp
UASF_0201,true,true,false,false,true,true,csharp
UASF_0202,true,true,false,false,true,true,csharp
UASF_0203,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0204,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;rust
UASF_0205,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0206,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;rust
UASF_0207,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0208,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0209,true,true,false,false,true,true,csharp
UASF_0210,true,true,false,false,true,true,c;cpp
UASF_0211,true,true,false,false,true,true,r
UASF_0212,true,true,false,false,true,true,rust
UASF_0213,true,true,false,false,true,true,r
UASF_0214,true,true,false,false,true,true,go
UASF_0215,true,true,false,false,true,true,java
UASF_0216,true,true,false,false,true,true,r
UASF_0217,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0218,true,true,false,false,true,true,csharp;java;python;r;rust
UASF_0219,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0220,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0221,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0222,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;rust
UASF_0223,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0224,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0225,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0226,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0227,true,true,false,false,true,true,r
UASF_0228,true,true,false,false,true,true,r
UASF_0229,true,true,false,false,true,true,r
UASF_0230,true,true,false,false,true,true,rust
UASF_0231,true,true,false,false,true,true,go
UASF_0232,true,true,false,false,true,true,r
UASF_0233,true,true,false,false,true,true,r
UASF_0234,true,true,false,false,true,true,r
UASF_0235,true,true,false,false,true,true,csharp
UASF_0236,true,true,false,true,true,false,go
UASF_0237,true,true,false,false,true,true,r
UASF_0238,true,true,false,false,true,true,rust
UASF_0239,true,true,false,false,true,true,r
UASF_0240,true,true,false,false,true,true,r
UASF_0241,true,true,false,false,true,true,r
UASF_0242,true,true,false,false,true,true,rust
UASF_0243,true,true,false,false,true,true,r
UASF_0244,true,true,false,false,true,true,csharp
UASF_0245,true,true,false,false,true,true,csharp
UASF_0246,true,true,false,false,true,true,c;cpp
UASF_0247,true,true,false,false,true,true,rust
UASF_0248,true,true,false,false,true,true,rust
UASF_0249,true,true,false,false,true,true,c;cpp
UASF_0250,true,true,false,false,true,true,csharp
UASF_0251,true,true,false,false,true,true,r
UASF_0252,true,true,false,false,true,true,csharp
UASF_0253,true,true,false,false,true,true,csharp
UASF_0254,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0255,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0256,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0257,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0258,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0259,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0260,true,true,false,false,true,true,csharp
UASF_0261,true,true,false,false,true,true,c;cpp
UASF_0262,true,true,false,false,true,true,c;cpp
UASF_0263,true,true,false,false,true,true,c;cpp
UASF_0264,true,true,false,false,true,true,c;cpp
UASF_0265,true,true,false,false,true,true,c;cpp
UASF_0266,true,true,false,false,true,true,c;cpp
UASF_0267,true,true,false,false,true,true,c;cpp
UASF_0268,true,true,false,false,true,true,c;cpp
UASF_0269,true,true,false,false,true,true,c;cpp
UASF_0270,true,true,false,false,true,true,c;cpp
UASF_0271,true,true,false,false,true,true,c;cpp
UASF_0272,true,true,false,false,true,true,c;cpp
UASF_0273,true,true,false,false,true,true,c;cpp
UASF_0274,true,true,false,false,true,true,c;cpp
UASF_0275,true,true,false,false,true,true,c;cpp
UASF_0276,true,true,false,false,true,true,c;cpp
UASF_0277,true,true,false,false,true,true,java
UASF_0278,true,true,false,false,true,true,csharp
UASF_0279,true,true,false,false,true,true,rust
UASF_0280,true,true,false,false,true,true,csharp
UASF_0281,true,true,false,false,true,true,csharp
UASF_0282,true,true,false,false,true,true,c;cpp
UASF_0283,true,true,false,false,true,true,csharp
UASF_0284,true,true,false,false,true,true,c;cpp
UASF_0285,true,true,false,false,true,true,csharp
UASF_0286,true,true,false,false,true,true,csharp
UASF_0287,true,true,false,false,true,true,csharp
UASF_0288,true,true,false,false,true,true,csharp
UASF_0289,true,true,false,false,true,true,csharp
UASF_0290,true,true,false,false,true,true,c;cpp
UASF_0291,true,true,false,false,true,true,go
UASF_0292,true,true,false,false,true,true,c;cpp
UASF_0293,true,true,false,false,true,true,c;cpp
UASF_0294,true,true,false,false,true,true,rust
UASF_0295,true,true,false,false,true,true,rust
UASF_0296,true,true,false,false,true,true,c;cpp
UASF_0297,true,true,false,false,true,true,csharp
UASF_0298,true,true,false,false,true,true,rust
UASF_0299,true,true,false,false,true,true,rust
UASF_0300,true,true,false,false,true,true,rust
UASF_0301,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0302,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0303,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0304,true,true,false,true,true,false,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0305,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0306,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0307,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0308,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0309,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0310,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0311,true,true,false,false,true,true,c;cpp;csharp;go;java;kotlin;python;r;rust
UASF_0312,true,true,false,false,true,true,rust
UASF_0313,true,true,false,false,true,true,c;cpp
UASF_0314,true,true,false,false,true,true,r
UASF_0315,true,true,false,false,true,true,r
UASF_0316,true,true,false,false,true,true,c;cpp
UASF_0317,true,true,false,false,true,true,c;cpp
UASF_0318,true,true,false,false,true,true,c;cpp
UASF_0319,true,true,false,false,true,true,c;cpp
UASF_0320,true,true,false,false,true,true,c;cpp
UASF_0321,true,true,false,false,true,true,c;cpp
UASF_0322,true,true,false,false,true,true,c;cpp
UASF_0323,true,true,false,false,true,true,rust
UASF_0324,true,true,false,false,true,true,r
UASF_0325,true,true,false,false,true,true,csharp;r;rust
UASF_0326,true,true,false,false,true,true,rust
UASF_0327,true,true,false,false,true,true,rust
UASF_0328,true,true,false,false,true,true,c;cpp
UASF_0329,true,true,false,false,true,true,c;cpp
UASF_0330,true,true,false,false,true,true,rust
UASF_0331,true,true,false,false,true,true,csharp
UASF_0332,true,true,false,false,true,true,c;cpp
UASF_0333,true,true,false,false,true,true,c;cpp;csharp
UASF_0334,true,true,false,false,true,true,go
