target_id,canonical_semantic_id,state,direct_proven,native_candidate,tested
c,UASF_0203,DIRECT_CANDIDATE,false,true,false
c,UASF_0204,DIRECT_CANDIDATE,false,true,false
c,UASF_0205,DIRECT_CANDIDATE,false,true,false
c,UASF_0206,DIRECT_CANDIDATE,false,true,false
c,UASF_0207,DIRECT_CANDIDATE,false,true,false
c,UASF_0208,DIRECT_CANDIDATE,false,true,false
c,UASF_0209,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0210,DIRECT_CANDIDATE,false,true,false
c,UASF_0211,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0212,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0213,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0214,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0215,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0216,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0217,DIRECT_PROVEN,true,true,true
c,UASF_0218,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0219,DIRECT_PROVEN,true,true,true
c,UASF_0220,DIRECT_PROVEN,true,true,true
c,UASF_0221,DIRECT_PROVEN,true,true,true
c,UASF_0222,DIRECT_CANDIDATE,false,true,false
c,UASF_0223,DIRECT_CANDIDATE,false,true,false
c,UASF_0224,DIRECT_PROVEN,true,true,true
c,UASF_0225,DIRECT_PROVEN,true,true,true
c,UASF_0226,DIRECT_CANDIDATE,false,true,false
c,UASF_0227,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0228,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0229,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0230,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0231,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0232,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0233,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0234,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0235,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0236,DIRECT_PROVEN,true,false,true
c,UASF_0237,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0238,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0239,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0240,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0241,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0242,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0243,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0244,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0245,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0246,DIRECT_CANDIDATE,false,true,false
c,UASF_0247,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0248,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0249,DIRECT_CANDIDATE,false,true,false
c,UASF_0250,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0251,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0252,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0253,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0254,DIRECT_CANDIDATE,false,true,false
c,UASF_0255,DIRECT_CANDIDATE,false,true,false
c,UASF_0256,DIRECT_CANDIDATE,false,true,false
c,UASF_0257,DIRECT_CANDIDATE,false,true,false
c,UASF_0258,DIRECT_CANDIDATE,false,true,false
c,UASF_0259,DIRECT_CANDIDATE,false,true,false
c,UASF_0260,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0261,DIRECT_CANDIDATE,false,true,false
c,UASF_0262,DIRECT_CANDIDATE,false,true,false
c,UASF_0263,DIRECT_CANDIDATE,false,true,false
c,UASF_0264,DIRECT_CANDIDATE,false,true,false
c,UASF_0265,DIRECT_CANDIDATE,false,true,false
c,UASF_0266,DIRECT_CANDIDATE,false,true,false
c,UASF_0267,DIRECT_CANDIDATE,false,true,false
c,UASF_0268,DIRECT_CANDIDATE,false,true,false
c,UASF_0269,DIRECT_CANDIDATE,false,true,false
c,UASF_0270,DIRECT_CANDIDATE,false,true,false
c,UASF_0271,DIRECT_CANDIDATE,false,true,false
c,UASF_0272,DIRECT_CANDIDATE,false,true,false
c,UASF_0273,DIRECT_CANDIDATE,false,true,false
c,UASF_0274,DIRECT_CANDIDATE,false,true,false
c,UASF_0275,DIRECT_CANDIDATE,false,true,false
c,UASF_0276,DIRECT_CANDIDATE,false,true,false
c,UASF_0277,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0278,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0279,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0280,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0281,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0282,DIRECT_CANDIDATE,false,true,false
c,UASF_0283,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0284,DIRECT_CANDIDATE,false,true,false
c,UASF_0285,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0286,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0287,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0288,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0289,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0290,DIRECT_CANDIDATE,false,true,false
c,UASF_0291,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0292,DIRECT_CANDIDATE,false,true,false
c,UASF_0293,DIRECT_CANDIDATE,false,true,false
c,UASF_0294,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0295,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0296,DIRECT_CANDIDATE,false,true,false
c,UASF_0297,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0298,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0299,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0300,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0301,DIRECT_CANDIDATE,false,true,false
c,UASF_0302,DIRECT_CANDIDATE,false,true,false
c,UASF_0303,DIRECT_CANDIDATE,false,true,false
c,UASF_0304,DIRECT_PROVEN,true,true,true
c,UASF_0305,DIRECT_CANDIDATE,false,true,false
c,UASF_0306,DIRECT_CANDIDATE,false,true,false
c,UASF_0307,DIRECT_CANDIDATE,false,true,false
c,UASF_0308,DIRECT_CANDIDATE,false,true,false
c,UASF_0309,DIRECT_CANDIDATE,false,true,false
c,UASF_0310,DIRECT_CANDIDATE,false,true,false
c,UASF_0311,DIRECT_CANDIDATE,false,true,false
c,UASF_0312,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0313,DIRECT_CANDIDATE,false,true,false
c,UASF_0314,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0315,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0316,DIRECT_CANDIDATE,false,true,false
c,UASF_0317,DIRECT_CANDIDATE,false,true,false
c,UASF_0318,DIRECT_CANDIDATE,false,true,false
c,UASF_0319,DIRECT_CANDIDATE,false,true,false
c,UASF_0320,DIRECT_CANDIDATE,false,true,false
c,UASF_0321,DIRECT_CANDIDATE,false,true,false
c,UASF_0322,DIRECT_CANDIDATE,false,true,false
c,UASF_0323,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0324,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0325,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0326,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0327,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0328,DIRECT_CANDIDATE,false,true,false
c,UASF_0329,DIRECT_CANDIDATE,false,true,false
c,UASF_0330,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0331,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0332,DIRECT_CANDIDATE,false,true,false
c,UASF_0333,DIRECT_CANDIDATE,false,true,false
c,UASF_0334,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0001,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0002,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0003,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0004,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0005,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0006,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0007,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0008,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0009,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0010,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0011,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0012,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0013,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0014,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0015,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0016,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0017,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0018,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0019,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0020,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0021,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0022,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0023,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0024,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0025,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0026,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0027,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0028,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0029,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0030,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0031,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0032,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0033,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0034,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0035,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0036,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0037,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0038,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0039,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0040,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0041,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0042,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0043,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0044,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0045,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0046,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0047,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0048,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0049,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0050,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0051,DIRECT_PROVEN,true,true,true
cpp,UASF_0052,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0053,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0054,DIRECT_PROVEN,true,false,true
cpp,UASF_0055,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0056,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0057,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0058,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0059,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0060,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0061,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0062,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0063,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0064,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0065,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0066,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0067,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0068,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0069,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0070,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0071,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0072,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0073,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0074,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0075,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0076,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0077,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0078,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0079,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0080,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0081,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0082,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0083,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0084,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0085,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0086,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0087,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0088,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0089,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0090,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0091,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0092,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0093,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0094,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0095,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0096,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0097,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0098,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0099,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0100,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0101,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0102,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0103,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0104,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0105,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0106,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0107,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0108,DIRECT_CANDIDATE,false,true,false
cpp,UASF_0109,NO_NATIVE_EVIDENCE,false,false,false
cpp,UASF_0110,NO_NATIVE_EVIDENCE,false,false,false
