language_id,canonical_semantic_id,basis_ones,corroborated_basis_ones,corroborated_basis_ids,state
c,UASF_0262,3,2,BASIS_014;BASIS_036,CORROBORATED_PARTIAL
c,UASF_0263,2,2,BASIS_015;BASIS_020,CORROBORATED_PARTIAL
c,UASF_0264,3,3,BASIS_015;BASIS_029;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0265,3,2,BASIS_036;BASIS_043,CORROBORATED_PARTIAL
c,UASF_0266,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0267,2,1,BASIS_029,CORROBORATED_PARTIAL
c,UASF_0268,3,1,BASIS_036,CORROBORATED_PARTIAL
c,UASF_0269,2,1,BASIS_036,CORROBORATED_PARTIAL
c,UASF_0270,2,1,BASIS_042,CORROBORATED_PARTIAL
c,UASF_0271,3,3,BASIS_019;BASIS_023;BASIS_033,CORROBORATED_PARTIAL
c,UASF_0272,3,3,BASIS_019;BASIS_029;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0273,3,2,BASIS_019;BASIS_036,CORROBORATED_PARTIAL
c,UASF_0274,3,3,BASIS_019;BASIS_036;BASIS_043,CORROBORATED_PARTIAL
c,UASF_0275,3,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0276,2,1,BASIS_037,CORROBORATED_PARTIAL
c,UASF_0282,3,3,BASIS_023;BASIS_029;BASIS_033,CORROBORATED_PARTIAL
c,UASF_0284,3,2,BASIS_023;BASIS_033,CORROBORATED_PARTIAL
c,UASF_0290,2,1,BASIS_034,CORROBORATED_PARTIAL
c,UASF_0292,3,1,BASIS_037,CORROBORATED_PARTIAL
c,UASF_0293,3,2,BASIS_037;BASIS_043,CORROBORATED_PARTIAL
c,UASF_0296,3,1,BASIS_042,CORROBORATED_PARTIAL
c,UASF_0301,4,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0302,5,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0303,6,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0305,5,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0306,7,4,BASIS_037;BASIS_042;BASIS_054;BASIS_065,CORROBORATED_PARTIAL
c,UASF_0307,6,3,BASIS_037;BASIS_042;BASIS_065,CORROBORATED_PARTIAL
c,UASF_0308,6,3,BASIS_037;BASIS_042;BASIS_065,CORROBORATED_PARTIAL
c,UASF_0309,5,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
c,UASF_0310,4,3,BASIS_037;BASIS_042;BASIS_065,CORROBORATED_PARTIAL
c,UASF_0311,5,3,BASIS_037;BASIS_042;BASIS_065,CORROBORATED_PARTIAL
c,UASF_0313,2,1,BASIS_029,CORROBORATED_PARTIAL
c,UASF_0316,3,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0317,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0318,3,1,BASIS_029,CORROBORATED_PARTIAL
c,UASF_0319,3,2,BASIS_029;BASIS_044,CORROBORATED_PARTIAL
c,UASF_0320,2,1,BASIS_029,CORROBORATED_PARTIAL
c,UASF_0321,2,2,BASIS_029;BASIS_044,CORROBORATED_PARTIAL
c,UASF_0322,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0328,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0329,3,0,,NO_INDEPENDENT_AXIS_SUPPORT
c,UASF_0332,3,2,BASIS_037;BASIS_043,CORROBORATED_PARTIAL
c,UASF_0333,2,1,BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0001,3,1,BASIS_001,CORROBORATED_PARTIAL
cpp,UASF_0006,2,2,BASIS_001;BASIS_009,CORROBORATED_PARTIAL
cpp,UASF_0016,3,2,BASIS_001;BASIS_023,CORROBORATED_PARTIAL
cpp,UASF_0022,5,4,BASIS_001;BASIS_023;BASIS_032;BASIS_045,CORROBORATED_PARTIAL
cpp,UASF_0023,5,5,BASIS_001;BASIS_023;BASIS_032;BASIS_045;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0024,5,3,BASIS_001;BASIS_023;BASIS_032,CORROBORATED_PARTIAL
cpp,UASF_0025,5,4,BASIS_001;BASIS_023;BASIS_032;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0026,5,3,BASIS_001;BASIS_023;BASIS_032,CORROBORATED_PARTIAL
cpp,UASF_0031,3,3,BASIS_001;BASIS_030;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0032,3,3,BASIS_001;BASIS_036;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0034,3,1,BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0035,3,2,BASIS_023;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0036,2,1,BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0037,3,2,BASIS_030;BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0038,3,2,BASIS_030;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0039,3,2,BASIS_036;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0040,2,1,BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0047,4,4,BASIS_003;BASIS_004;BASIS_037;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0048,5,5,BASIS_003;BASIS_004;BASIS_037;BASIS_047;BASIS_049,CORROBORATED_PARTIAL
cpp,UASF_0049,5,5,BASIS_003;BASIS_004;BASIS_037;BASIS_047;BASIS_066,CORROBORATED_PARTIAL
cpp,UASF_0050,5,3,BASIS_003;BASIS_004;BASIS_037,CORROBORATED_PARTIAL
cpp,UASF_0051,4,4,BASIS_003;BASIS_004;BASIS_037;BASIS_066,CORROBORATED_PARTIAL
cpp,UASF_0084,3,2,BASIS_003;BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0087,3,2,BASIS_003;BASIS_037,CORROBORATED_PARTIAL
cpp,UASF_0091,3,2,BASIS_003;BASIS_041,CORROBORATED_PARTIAL
cpp,UASF_0106,3,3,BASIS_004;BASIS_032;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0107,3,2,BASIS_006;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0108,3,1,BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0118,5,2,BASIS_006;BASIS_050,CORROBORATED_PARTIAL
cpp,UASF_0119,5,2,BASIS_006;BASIS_050,CORROBORATED_PARTIAL
cpp,UASF_0120,5,1,BASIS_006,CORROBORATED_PARTIAL
cpp,UASF_0121,5,1,BASIS_006,CORROBORATED_PARTIAL
cpp,UASF_0122,4,1,BASIS_006,CORROBORATED_PARTIAL
cpp,UASF_0133,3,3,BASIS_006;BASIS_031;BASIS_040,CORROBORATED_PARTIAL
cpp,UASF_0134,3,3,BASIS_006;BASIS_031;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0135,2,2,BASIS_006;BASIS_034,CORROBORATED_PARTIAL
cpp,UASF_0137,3,3,BASIS_006;BASIS_040;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0150,3,3,BASIS_007;BASIS_024;BASIS_039,CORROBORATED_PARTIAL
cpp,UASF_0151,5,5,BASIS_007;BASIS_024;BASIS_039;BASIS_051;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0152,6,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
cpp,UASF_0153,5,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
cpp,UASF_0154,6,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
cpp,UASF_0155,5,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
cpp,UASF_0156,2,1,BASIS_007,CORROBORATED_PARTIAL
cpp,UASF_0158,3,3,BASIS_008;BASIS_010;BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0159,3,3,BASIS_008;BASIS_010;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0160,3,1,BASIS_008,CORROBORATED_PARTIAL
cpp,UASF_0178,6,5,BASIS_008;BASIS_014;BASIS_015;BASIS_047;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0179,7,5,BASIS_008;BASIS_014;BASIS_015;BASIS_047;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0180,4,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0181,5,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0182,6,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0183,5,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0193,3,3,BASIS_009;BASIS_028;BASIS_044,CORROBORATED_PARTIAL
cpp,UASF_0194,2,2,BASIS_009;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0198,3,3,BASIS_009;BASIS_030;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0199,3,3,BASIS_009;BASIS_031;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0200,2,2,BASIS_009;BASIS_033,CORROBORATED_PARTIAL
cpp,UASF_0203,5,5,BASIS_009;BASIS_041;BASIS_042;BASIS_052;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0204,5,5,BASIS_009;BASIS_041;BASIS_042;BASIS_057;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0205,5,4,BASIS_009;BASIS_041;BASIS_042;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0206,5,4,BASIS_009;BASIS_041;BASIS_042;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0207,5,4,BASIS_009;BASIS_041;BASIS_042;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0208,4,4,BASIS_009;BASIS_041;BASIS_042;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0210,3,3,BASIS_010;BASIS_015;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0217,7,5,BASIS_015;BASIS_028;BASIS_030;BASIS_047;BASIS_049,CORROBORATED_PARTIAL
cpp,UASF_0219,6,4,BASIS_015;BASIS_028;BASIS_030;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0220,7,4,BASIS_015;BASIS_028;BASIS_030;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0221,7,3,BASIS_015;BASIS_028;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0222,7,5,BASIS_015;BASIS_028;BASIS_030;BASIS_051;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0223,6,4,BASIS_015;BASIS_028;BASIS_030;BASIS_054,CORROBORATED_PARTIAL
cpp,UASF_0224,5,3,BASIS_015;BASIS_028;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0225,6,3,BASIS_015;BASIS_028;BASIS_030,CORROBORATED_PARTIAL
cpp,UASF_0226,6,4,BASIS_015;BASIS_028;BASIS_030;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0246,3,2,BASIS_023;BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0249,3,2,BASIS_023;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0254,5,2,BASIS_036;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0255,5,1,BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0256,5,3,BASIS_036;BASIS_057;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0257,4,1,BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0258,5,1,BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0259,5,2,BASIS_036;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0261,3,3,BASIS_014;BASIS_016;BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0262,3,3,BASIS_014;BASIS_016;BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0263,2,2,BASIS_015;BASIS_020,CORROBORATED_PARTIAL
cpp,UASF_0264,3,3,BASIS_015;BASIS_029;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0265,3,3,BASIS_016;BASIS_036;BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0266,2,1,BASIS_028,CORROBORATED_PARTIAL
cpp,UASF_0267,2,1,BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0268,3,1,BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0269,2,1,BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0270,2,1,BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0271,3,3,BASIS_019;BASIS_023;BASIS_033,CORROBORATED_PARTIAL
cpp,UASF_0272,3,3,BASIS_019;BASIS_029;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0273,3,3,BASIS_019;BASIS_030;BASIS_036,CORROBORATED_PARTIAL
cpp,UASF_0274,3,3,BASIS_019;BASIS_036;BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0275,3,1,BASIS_025,CORROBORATED_PARTIAL
cpp,UASF_0276,2,1,BASIS_037,CORROBORATED_PARTIAL
cpp,UASF_0282,3,3,BASIS_023;BASIS_029;BASIS_033,CORROBORATED_PARTIAL
cpp,UASF_0284,3,3,BASIS_023;BASIS_030;BASIS_033,CORROBORATED_PARTIAL
cpp,UASF_0290,2,2,BASIS_025;BASIS_034,CORROBORATED_PARTIAL
cpp,UASF_0292,3,2,BASIS_031;BASIS_037,CORROBORATED_PARTIAL
cpp,UASF_0293,3,2,BASIS_037;BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0296,3,2,BASIS_028;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0301,4,2,BASIS_037;BASIS_042,CORROBORATED_PARTIAL
cpp,UASF_0302,5,3,BASIS_037;BASIS_042;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0303,6,3,BASIS_037;BASIS_042;BASIS_047,CORROBORATED_PARTIAL
cpp,UASF_0304,5,4,BASIS_037;BASIS_042;BASIS_047;BASIS_065,CORROBORATED_PARTIAL
cpp,UASF_0305,5,4,BASIS_037;BASIS_042;BASIS_047;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0306,7,4,BASIS_037;BASIS_042;BASIS_054;BASIS_065,CORROBORATED_PARTIAL
cpp,UASF_0307,6,5,BASIS_037;BASIS_042;BASIS_057;BASIS_065;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0308,6,4,BASIS_037;BASIS_042;BASIS_065;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0309,5,3,BASIS_037;BASIS_042;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0310,4,3,BASIS_037;BASIS_042;BASIS_065,CORROBORATED_PARTIAL
cpp,UASF_0311,5,4,BASIS_037;BASIS_042;BASIS_065;BASIS_067,CORROBORATED_PARTIAL
cpp,UASF_0313,2,2,BASIS_028;BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0316,3,3,BASIS_028;BASIS_030;BASIS_040,CORROBORATED_PARTIAL
cpp,UASF_0317,2,2,BASIS_028;BASIS_040,CORROBORATED_PARTIAL
cpp,UASF_0318,3,3,BASIS_029;BASIS_030;BASIS_032,CORROBORATED_PARTIAL
cpp,UASF_0319,3,3,BASIS_029;BASIS_032;BASIS_044,CORROBORATED_PARTIAL
cpp,UASF_0320,2,1,BASIS_029,CORROBORATED_PARTIAL
cpp,UASF_0321,2,2,BASIS_029;BASIS_044,CORROBORATED_PARTIAL
cpp,UASF_0322,2,2,BASIS_030;BASIS_031,CORROBORATED_PARTIAL
cpp,UASF_0328,2,2,BASIS_031;BASIS_040,CORROBORATED_PARTIAL
cpp,UASF_0329,3,3,BASIS_031;BASIS_040;BASIS_041,CORROBORATED_PARTIAL
cpp,UASF_0332,3,3,BASIS_037;BASIS_041;BASIS_043,CORROBORATED_PARTIAL
cpp,UASF_0333,2,2,BASIS_041;BASIS_042,CORROBORATED_PARTIAL
csharp,UASF_0018,3,2,BASIS_001;BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0020,3,3,BASIS_001;BASIS_023;BASIS_030,CORROBORATED_PARTIAL
csharp,UASF_0022,5,4,BASIS_001;BASIS_023;BASIS_032;BASIS_045,CORROBORATED_PARTIAL
csharp,UASF_0023,5,5,BASIS_001;BASIS_023;BASIS_032;BASIS_045;BASIS_067,CORROBORATED_PARTIAL
csharp,UASF_0024,5,3,BASIS_001;BASIS_023;BASIS_032,CORROBORATED_PARTIAL
csharp,UASF_0025,5,4,BASIS_001;BASIS_023;BASIS_032;BASIS_067,CORROBORATED_PARTIAL
csharp,UASF_0026,5,3,BASIS_001;BASIS_023;BASIS_032,CORROBORATED_PARTIAL
csharp,UASF_0045,3,2,BASIS_003;BASIS_004,CORROBORATED_PARTIAL
csharp,UASF_0047,4,4,BASIS_003;BASIS_004;BASIS_037;BASIS_047,CORROBORATED_PARTIAL
csharp,UASF_0048,5,5,BASIS_003;BASIS_004;BASIS_037;BASIS_047;BASIS_049,CORROBORATED_PARTIAL
csharp,UASF_0049,5,5,BASIS_003;BASIS_004;BASIS_037;BASIS_047;BASIS_066,CORROBORATED_PARTIAL
csharp,UASF_0050,5,3,BASIS_003;BASIS_004;BASIS_037,CORROBORATED_PARTIAL
csharp,UASF_0051,4,4,BASIS_003;BASIS_004;BASIS_037;BASIS_066,CORROBORATED_PARTIAL
csharp,UASF_0052,3,3,BASIS_003;BASIS_004;BASIS_041,CORROBORATED_PARTIAL
csharp,UASF_0060,3,3,BASIS_003;BASIS_008;BASIS_030,CORROBORATED_PARTIAL
csharp,UASF_0062,3,3,BASIS_003;BASIS_008;BASIS_037,CORROBORATED_PARTIAL
csharp,UASF_0063,3,3,BASIS_003;BASIS_008;BASIS_041,CORROBORATED_PARTIAL
csharp,UASF_0067,3,3,BASIS_003;BASIS_009;BASIS_030,CORROBORATED_PARTIAL
csharp,UASF_0068,3,3,BASIS_003;BASIS_009;BASIS_041,CORROBORATED_PARTIAL
csharp,UASF_0079,3,2,BASIS_003;BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0080,3,1,BASIS_003,CORROBORATED_PARTIAL
csharp,UASF_0082,2,2,BASIS_003;BASIS_015,CORROBORATED_PARTIAL
csharp,UASF_0088,2,1,BASIS_003,CORROBORATED_PARTIAL
csharp,UASF_0089,3,2,BASIS_003;BASIS_030,CORROBORATED_PARTIAL
csharp,UASF_0093,3,3,BASIS_003;BASIS_030;BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0094,3,3,BASIS_003;BASIS_030;BASIS_037,CORROBORATED_PARTIAL
csharp,UASF_0095,3,3,BASIS_003;BASIS_030;BASIS_042,CORROBORATED_PARTIAL
csharp,UASF_0097,2,2,BASIS_003;BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0098,3,3,BASIS_003;BASIS_036;BASIS_042,CORROBORATED_PARTIAL
csharp,UASF_0099,2,2,BASIS_003;BASIS_037,CORROBORATED_PARTIAL
csharp,UASF_0100,2,2,BASIS_003;BASIS_042,CORROBORATED_PARTIAL
csharp,UASF_0104,3,2,BASIS_004;BASIS_023,CORROBORATED_PARTIAL
csharp,UASF_0109,2,1,BASIS_008,CORROBORATED_PARTIAL
csharp,UASF_0114,2,1,BASIS_009,CORROBORATED_PARTIAL
csharp,UASF_0115,3,2,BASIS_011;BASIS_032,CORROBORATED_PARTIAL
csharp,UASF_0116,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0118,5,1,BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0119,5,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0120,5,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0121,5,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0122,4,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0128,2,0,,NO_INDEPENDENT_AXIS_SUPPORT
csharp,UASF_0129,3,1,BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0138,2,1,BASIS_041,CORROBORATED_PARTIAL
csharp,UASF_0151,5,5,BASIS_007;BASIS_024;BASIS_039;BASIS_051;BASIS_054,CORROBORATED_PARTIAL
csharp,UASF_0152,6,5,BASIS_007;BASIS_024;BASIS_039;BASIS_051;BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0153,5,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
csharp,UASF_0154,6,4,BASIS_007;BASIS_024;BASIS_039;BASIS_051,CORROBORATED_PARTIAL
csharp,UASF_0167,3,3,BASIS_008;BASIS_011;BASIS_041,CORROBORATED_PARTIAL
csharp,UASF_0174,3,1,BASIS_008,CORROBORATED_PARTIAL
csharp,UASF_0175,3,2,BASIS_008;BASIS_030,CORROBORATED_PARTIAL
csharp,UASF_0176,3,2,BASIS_008;BASIS_036,CORROBORATED_PARTIAL
csharp,UASF_0178,6,6,BASIS_008;BASIS_014;BASIS_015;BASIS_047;BASIS_054;BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0179,7,6,BASIS_008;BASIS_014;BASIS_015;BASIS_047;BASIS_054;BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0180,4,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
csharp,UASF_0181,5,5,BASIS_008;BASIS_014;BASIS_015;BASIS_054;BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0182,6,5,BASIS_008;BASIS_014;BASIS_015;BASIS_054;BASIS_055,CORROBORATED_PARTIAL
csharp,UASF_0183,5,4,BASIS_008;BASIS_014;BASIS_015;BASIS_054,CORROBORATED_PARTIAL
