language_id,basis_id,dimension,external_support_count,formal_rule_support_count,corroborated,corroboration_state
c,BASIS_036,runtime.contract,1,0,1,CORROBORATED
c,BASIS_037,scope.binding,1,0,1,CORROBORATED
c,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_039,synchronization,1,0,1,CORROBORATED
c,BASIS_040,template.instantiation,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_041,types.origin,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_042,types.structure,2,0,1,CORROBORATED
c,BASIS_043,validation.contract,2,0,1,CORROBORATED
c,BASIS_044,value.category,1,0,1,CORROBORATED
c,BASIS_045,abi.graph,1,0,1,CORROBORATED
c,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_047,binding.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_049,capture.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
c,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_054,control.flow,1,0,1,CORROBORATED
c,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_057,dispatch.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
c,BASIS_065,scope.binding,1,0,1,CORROBORATED
c,BASIS_066,scope.graph,1,0,1,CORROBORATED
c,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_001,abi.ffi,1,0,1,CORROBORATED
cpp,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_003,binding.graph,1,0,1,CORROBORATED
cpp,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
cpp,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_006,compiletime.semantics,2,0,1,CORROBORATED
cpp,BASIS_007,concurrency.model,2,0,1,CORROBORATED
cpp,BASIS_008,control.flow,4,0,1,CORROBORATED
cpp,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
cpp,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
cpp,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_014,effects.control,2,0,1,CORROBORATED
cpp,BASIS_015,evaluation.order,2,0,1,CORROBORATED
cpp,BASIS_016,exception.unwind,1,0,1,CORROBORATED
cpp,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_019,language.undefined_behavior,1,0,1,CORROBORATED
cpp,BASIS_020,language.unspecified_behavior,1,0,1,CORROBORATED
cpp,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_023,memory.model,4,0,1,CORROBORATED
cpp,BASIS_024,memory.ordering,1,0,1,CORROBORATED
cpp,BASIS_025,module.semantics,1,0,1,CORROBORATED
cpp,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_028,nodes.expression,1,0,1,CORROBORATED
cpp,BASIS_029,object.lifetime,3,0,1,CORROBORATED
cpp,BASIS_030,operations,2,0,1,CORROBORATED
cpp,BASIS_031,overload.resolution,1,0,1,CORROBORATED
cpp,BASIS_032,ownership.lifetime,2,0,1,CORROBORATED
cpp,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
cpp,BASIS_034,preprocessor.semantics,1,0,1,CORROBORATED
cpp,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_036,runtime.contract,3,0,1,CORROBORATED
cpp,BASIS_037,scope.binding,1,0,1,CORROBORATED
cpp,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_039,synchronization,1,0,1,CORROBORATED
cpp,BASIS_040,template.instantiation,2,0,1,CORROBORATED
cpp,BASIS_041,types.origin,2,0,1,CORROBORATED
cpp,BASIS_042,types.structure,6,0,1,CORROBORATED
cpp,BASIS_043,validation.contract,3,0,1,CORROBORATED
cpp,BASIS_044,value.category,4,0,1,CORROBORATED
cpp,BASIS_045,abi.graph,1,0,1,CORROBORATED
cpp,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_047,binding.graph,1,0,1,CORROBORATED
cpp,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_049,capture.graph,1,0,1,CORROBORATED
cpp,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
cpp,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
cpp,BASIS_052,constraint.graph,1,0,1,CORROBORATED
cpp,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_054,control.flow,4,0,1,CORROBORATED
cpp,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
cpp,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
cpp,BASIS_065,scope.binding,1,0,1,CORROBORATED
cpp,BASIS_066,scope.graph,2,0,1,CORROBORATED
cpp,BASIS_067,types.graph,1,0,1,CORROBORATED
csharp,BASIS_001,abi.ffi,1,0,1,CORROBORATED
csharp,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_003,binding.graph,2,0,1,CORROBORATED
csharp,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
csharp,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_006,compiletime.semantics,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_007,concurrency.model,2,0,1,CORROBORATED
csharp,BASIS_008,control.flow,6,0,1,CORROBORATED
csharp,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
csharp,BASIS_010,coroutine.state_machine,2,0,1,CORROBORATED
csharp,BASIS_011,data.flow,1,0,1,CORROBORATED
csharp,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_014,effects.control,3,0,1,CORROBORATED
csharp,BASIS_015,evaluation.order,2,0,1,CORROBORATED
csharp,BASIS_016,exception.unwind,1,0,1,CORROBORATED
csharp,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_023,memory.model,4,0,1,CORROBORATED
csharp,BASIS_024,memory.ordering,1,0,1,CORROBORATED
csharp,BASIS_025,module.semantics,1,0,1,CORROBORATED
csharp,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_028,nodes.expression,2,0,1,CORROBORATED
csharp,BASIS_029,object.lifetime,2,0,1,CORROBORATED
csharp,BASIS_030,operations,2,0,1,CORROBORATED
csharp,BASIS_031,overload.resolution,1,0,1,CORROBORATED
csharp,BASIS_032,ownership.lifetime,1,0,1,CORROBORATED
csharp,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
csharp,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_036,runtime.contract,4,0,1,CORROBORATED
csharp,BASIS_037,scope.binding,1,0,1,CORROBORATED
csharp,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_039,synchronization,1,0,1,CORROBORATED
csharp,BASIS_040,template.instantiation,2,0,1,CORROBORATED
csharp,BASIS_041,types.origin,3,0,1,CORROBORATED
csharp,BASIS_042,types.structure,6,0,1,CORROBORATED
csharp,BASIS_043,validation.contract,4,0,1,CORROBORATED
csharp,BASIS_044,value.category,4,0,1,CORROBORATED
csharp,BASIS_045,abi.graph,1,0,1,CORROBORATED
csharp,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_047,binding.graph,2,0,1,CORROBORATED
csharp,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_049,capture.graph,1,0,1,CORROBORATED
csharp,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
csharp,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_054,control.flow,6,0,1,CORROBORATED
csharp,BASIS_055,data.flow,1,0,1,CORROBORATED
csharp,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
csharp,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
csharp,BASIS_065,scope.binding,1,0,1,CORROBORATED
csharp,BASIS_066,scope.graph,2,0,1,CORROBORATED
csharp,BASIS_067,types.graph,1,0,1,CORROBORATED
go,BASIS_001,abi.ffi,1,0,1,CORROBORATED
go,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_003,binding.graph,1,0,1,CORROBORATED
go,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
go,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_006,compiletime.semantics,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_007,concurrency.model,2,0,1,CORROBORATED
go,BASIS_008,control.flow,4,0,1,CORROBORATED
go,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
go,BASIS_010,coroutine.state_machine,1,0,1,CORROBORATED
go,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_014,effects.control,2,0,1,CORROBORATED
go,BASIS_015,evaluation.order,2,0,1,CORROBORATED
go,BASIS_016,exception.unwind,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_020,language.unspecified_behavior,1,0,1,CORROBORATED
go,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_023,memory.model,3,0,1,CORROBORATED
go,BASIS_024,memory.ordering,1,0,1,CORROBORATED
go,BASIS_025,module.semantics,1,0,1,CORROBORATED
go,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_028,nodes.expression,1,0,1,CORROBORATED
go,BASIS_029,object.lifetime,2,0,1,CORROBORATED
go,BASIS_030,operations,1,0,1,CORROBORATED
go,BASIS_031,overload.resolution,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_033,pointer.provenance,1,0,1,CORROBORATED
go,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_036,runtime.contract,4,0,1,CORROBORATED
go,BASIS_037,scope.binding,1,0,1,CORROBORATED
go,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_039,synchronization,2,0,1,CORROBORATED
go,BASIS_040,template.instantiation,2,0,1,CORROBORATED
go,BASIS_041,types.origin,2,0,1,CORROBORATED
go,BASIS_042,types.structure,7,0,1,CORROBORATED
go,BASIS_043,validation.contract,3,0,1,CORROBORATED
go,BASIS_044,value.category,3,0,1,CORROBORATED
go,BASIS_045,abi.graph,1,0,1,CORROBORATED
go,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_047,binding.graph,1,0,1,CORROBORATED
go,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_049,capture.graph,1,0,1,CORROBORATED
go,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_051,concurrency.graph,2,0,1,CORROBORATED
go,BASIS_052,constraint.graph,2,0,1,CORROBORATED
go,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_054,control.flow,4,0,1,CORROBORATED
go,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
go,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
go,BASIS_065,scope.binding,1,0,1,CORROBORATED
go,BASIS_066,scope.graph,2,0,1,CORROBORATED
go,BASIS_067,types.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_001,abi.ffi,1,0,1,CORROBORATED
java,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_003,binding.graph,2,1,1,CORROBORATED
java,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
java,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_006,compiletime.semantics,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_007,concurrency.model,2,0,1,CORROBORATED
java,BASIS_008,control.flow,5,2,1,CORROBORATED
java,BASIS_009,conversion.semantics,1,0,1,CORROBORATED
java,BASIS_010,coroutine.state_machine,1,0,1,CORROBORATED
java,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_013,effect.graph,1,0,1,CORROBORATED
java,BASIS_014,effects.control,3,1,1,CORROBORATED
java,BASIS_015,evaluation.order,2,4,1,CORROBORATED
java,BASIS_016,exception.unwind,1,1,1,CORROBORATED
java,BASIS_017,initialization.order,0,2,1,CORROBORATED
java,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_022,lowering.pipeline,0,1,1,CORROBORATED
java,BASIS_023,memory.model,2,2,1,CORROBORATED
java,BASIS_024,memory.ordering,1,0,1,CORROBORATED
java,BASIS_025,module.semantics,1,0,1,CORROBORATED
java,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_028,nodes.expression,2,0,1,CORROBORATED
java,BASIS_029,object.lifetime,2,2,1,CORROBORATED
java,BASIS_030,operations,1,0,1,CORROBORATED
java,BASIS_031,overload.resolution,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_033,pointer.provenance,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_034,preprocessor.semantics,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_036,runtime.contract,3,6,1,CORROBORATED
java,BASIS_037,scope.binding,1,2,1,CORROBORATED
java,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_039,synchronization,1,0,1,CORROBORATED
java,BASIS_040,template.instantiation,2,0,1,CORROBORATED
java,BASIS_041,types.origin,2,0,1,CORROBORATED
java,BASIS_042,types.structure,5,0,1,CORROBORATED
java,BASIS_043,validation.contract,3,0,1,CORROBORATED
java,BASIS_044,value.category,3,0,1,CORROBORATED
java,BASIS_045,abi.graph,1,0,1,CORROBORATED
java,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_047,binding.graph,2,1,1,CORROBORATED
java,BASIS_048,call.graph,0,4,1,CORROBORATED
java,BASIS_049,capture.graph,1,0,1,CORROBORATED
java,BASIS_050,compiletime.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_051,concurrency.graph,1,0,1,CORROBORATED
java,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_054,control.flow,5,2,1,CORROBORATED
java,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_057,dispatch.graph,1,3,1,CORROBORATED
java,BASIS_058,effect.graph,1,0,1,CORROBORATED
java,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
java,BASIS_065,scope.binding,1,2,1,CORROBORATED
java,BASIS_066,scope.graph,2,0,1,CORROBORATED
java,BASIS_067,types.graph,1,1,1,CORROBORATED
julia,BASIS_001,abi.ffi,1,0,1,CORROBORATED
julia,BASIS_002,abi.layout,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_003,binding.graph,1,0,1,CORROBORATED
julia,BASIS_004,capture.shadowing,1,0,1,CORROBORATED
julia,BASIS_005,compiletime.evaluation,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_006,compiletime.semantics,2,0,1,CORROBORATED
julia,BASIS_007,concurrency.model,1,0,1,CORROBORATED
julia,BASIS_008,control.flow,4,0,1,CORROBORATED
julia,BASIS_009,conversion.semantics,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_010,coroutine.state_machine,1,0,1,CORROBORATED
julia,BASIS_011,data.flow,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_012,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_013,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_014,effects.control,3,0,1,CORROBORATED
julia,BASIS_015,evaluation.order,1,0,1,CORROBORATED
julia,BASIS_016,exception.unwind,1,0,1,CORROBORATED
julia,BASIS_017,initialization.order,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_018,language.implementation_defined,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_019,language.undefined_behavior,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_020,language.unspecified_behavior,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_021,linkage.odr,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_022,lowering.pipeline,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_023,memory.model,2,0,1,CORROBORATED
julia,BASIS_024,memory.ordering,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_025,module.semantics,1,0,1,CORROBORATED
julia,BASIS_026,name.resolution,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_027,nodes.declaration,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_028,nodes.expression,1,0,1,CORROBORATED
julia,BASIS_029,object.lifetime,1,0,1,CORROBORATED
julia,BASIS_030,operations,2,0,1,CORROBORATED
julia,BASIS_031,overload.resolution,2,0,1,CORROBORATED
julia,BASIS_032,ownership.lifetime,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_033,pointer.provenance,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_034,preprocessor.semantics,1,0,1,CORROBORATED
julia,BASIS_035,purity,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_036,runtime.contract,3,0,1,CORROBORATED
julia,BASIS_037,scope.binding,1,0,1,CORROBORATED
julia,BASIS_038,storage.duration,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_039,synchronization,1,0,1,CORROBORATED
julia,BASIS_040,template.instantiation,2,0,1,CORROBORATED
julia,BASIS_041,types.origin,3,0,1,CORROBORATED
julia,BASIS_042,types.structure,4,0,1,CORROBORATED
julia,BASIS_043,validation.contract,1,0,1,CORROBORATED
julia,BASIS_044,value.category,1,0,1,CORROBORATED
julia,BASIS_045,abi.graph,1,0,1,CORROBORATED
julia,BASIS_046,annotation.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_047,binding.graph,1,0,1,CORROBORATED
julia,BASIS_048,call.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_049,capture.graph,1,0,1,CORROBORATED
julia,BASIS_050,compiletime.graph,1,0,1,CORROBORATED
julia,BASIS_051,concurrency.graph,2,0,1,CORROBORATED
julia,BASIS_052,constraint.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_053,contract.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_054,control.flow,4,0,1,CORROBORATED
julia,BASIS_055,data.flow,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_056,dialect.extension,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_057,dispatch.graph,1,0,1,CORROBORATED
julia,BASIS_058,effect.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_059,layout.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_060,lifetime.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_061,lowering.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_062,memory.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_063,ownership.graph,0,0,0,UNRESOLVED_EXTERNAL
julia,BASIS_064,runtime.graph,0,0,0,UNRESOLVED_EXTERNAL
