language_id,basis_id,dimension,external_atom_id,mapping_strength,external_status
cpp,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
cpp,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
cpp,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
cpp,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
cpp,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
cpp,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
cpp,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
cpp,BASIS_020,language.unspecified_behavior,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,DIRECT,PRESENT
cpp,BASIS_015,evaluation.order,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,DIRECT,PRESENT
cpp,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
cpp,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
cpp,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
cpp,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
cpp,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
cpp,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
cpp,BASIS_044,value.category,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
cpp,BASIS_023,memory.model,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
cpp,BASIS_032,ownership.lifetime,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
cpp,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
cpp,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
cpp,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
cpp,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
cpp,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
cpp,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
cpp,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
cpp,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
cpp,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
cpp,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
cpp,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
cpp,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
cpp,BASIS_029,object.lifetime,EXTSEM_RAII_DESTRUCTORS,DIRECT,PRESENT
cpp,BASIS_032,ownership.lifetime,EXTSEM_RAII_DESTRUCTORS,DIRECT,PRESENT
cpp,BASIS_023,memory.model,EXTSEM_MANUAL_MEMORY,DIRECT,PRESENT
cpp,BASIS_029,object.lifetime,EXTSEM_MANUAL_MEMORY,CORROBORATING,PRESENT
cpp,BASIS_043,validation.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
cpp,BASIS_036,runtime.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
cpp,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
cpp,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
cpp,BASIS_024,memory.ordering,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
cpp,BASIS_039,synchronization,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
cpp,BASIS_007,concurrency.model,EXTSEM_ATOMICS_MEMORY_MODEL,CORROBORATING,PRESENT
cpp,BASIS_010,coroutine.state_machine,EXTSEM_ASYNC_AWAIT,DIRECT,PRESENT
cpp,BASIS_008,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
cpp,BASIS_054,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
cpp,BASIS_034,preprocessor.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
cpp,BASIS_006,compiletime.semantics,EXTSEM_MACROS,CORROBORATING,PRESENT
cpp,BASIS_006,compiletime.semantics,EXTSEM_COMPILETIME_META,DIRECT,PRESENT
cpp,BASIS_050,compiletime.graph,EXTSEM_COMPILETIME_META,CORROBORATING,PRESENT
cpp,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
cpp,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
cpp,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
cpp,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
cpp,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
cpp,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
cpp,BASIS_019,language.undefined_behavior,EXTSEM_UNDEFINED_BEHAVIOR,DIRECT,PRESENT
cpp,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
cpp,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
cpp,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
csharp,BASIS_043,validation.contract,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
csharp,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
csharp,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
csharp,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
csharp,BASIS_011,data.flow,EXTSEM_FLOW_SENSITIVE_TYPING,DIRECT,PRESENT
csharp,BASIS_055,data.flow,EXTSEM_FLOW_SENSITIVE_TYPING,DIRECT,PRESENT
csharp,BASIS_041,types.origin,EXTSEM_FLOW_SENSITIVE_TYPING,CORROBORATING,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_TYPE_LEVEL_NULL_SAFETY,CORROBORATING,PRESENT
csharp,BASIS_043,validation.contract,EXTSEM_TYPE_LEVEL_NULL_SAFETY,CORROBORATING,PRESENT
csharp,BASIS_044,value.category,EXTSEM_VALUE_TYPES,DIRECT,PRESENT
csharp,BASIS_029,object.lifetime,EXTSEM_VALUE_TYPES,CORROBORATING,PRESENT
csharp,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
csharp,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
csharp,BASIS_033,pointer.provenance,EXTSEM_EXPLICIT_POINTER_REFERENCE,DIRECT,PRESENT
csharp,BASIS_023,memory.model,EXTSEM_EXPLICIT_POINTER_REFERENCE,CORROBORATING,PRESENT
csharp,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
csharp,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
csharp,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
csharp,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
csharp,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
csharp,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
csharp,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
csharp,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
csharp,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
csharp,BASIS_015,evaluation.order,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,DIRECT,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
csharp,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
csharp,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
csharp,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
csharp,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
csharp,BASIS_044,value.category,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
csharp,BASIS_023,memory.model,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
csharp,BASIS_032,ownership.lifetime,EXTSEM_BYREF_PARAMETER_FORM,CORROBORATING,PRESENT
csharp,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
csharp,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
csharp,BASIS_067,types.graph,EXTSEM_NOMINAL_INHERITANCE,DIRECT,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_NOMINAL_INHERITANCE,CORROBORATING,PRESENT
csharp,BASIS_031,overload.resolution,EXTSEM_OPERATOR_OVERLOADING,DIRECT,PRESENT
csharp,BASIS_030,operations,EXTSEM_OPERATOR_OVERLOADING,CORROBORATING,PRESENT
csharp,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
csharp,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
csharp,BASIS_003,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
csharp,BASIS_047,binding.graph,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
csharp,BASIS_028,nodes.expression,EXTSEM_PATTERN_MATCHING,CORROBORATING,PRESENT
csharp,BASIS_016,exception.unwind,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
csharp,BASIS_014,effects.control,EXTSEM_EXCEPTIONS,DIRECT,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_EXCEPTIONS,CORROBORATING,PRESENT
csharp,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
csharp,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
csharp,BASIS_023,memory.model,EXTSEM_GARBAGE_COLLECTION,DIRECT,PRESENT
csharp,BASIS_036,runtime.contract,EXTSEM_GARBAGE_COLLECTION,CORROBORATING,PRESENT
csharp,BASIS_043,validation.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
csharp,BASIS_036,runtime.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
csharp,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
csharp,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
csharp,BASIS_024,memory.ordering,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
csharp,BASIS_039,synchronization,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
csharp,BASIS_007,concurrency.model,EXTSEM_ATOMICS_MEMORY_MODEL,CORROBORATING,PRESENT
csharp,BASIS_010,coroutine.state_machine,EXTSEM_ASYNC_AWAIT,DIRECT,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_ASYNC_AWAIT,CORROBORATING,PRESENT
csharp,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
csharp,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
csharp,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
csharp,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
csharp,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
csharp,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
csharp,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
csharp,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
csharp,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
go,BASIS_042,types.structure,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
go,BASIS_043,validation.contract,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
go,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
go,BASIS_042,types.structure,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
go,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_CONFORMANCE,CORROBORATING,PRESENT
go,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
go,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
go,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
go,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
go,BASIS_044,value.category,EXTSEM_VALUE_TYPES,DIRECT,PRESENT
go,BASIS_029,object.lifetime,EXTSEM_VALUE_TYPES,CORROBORATING,PRESENT
go,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
go,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
go,BASIS_033,pointer.provenance,EXTSEM_EXPLICIT_POINTER_REFERENCE,DIRECT,PRESENT
go,BASIS_023,memory.model,EXTSEM_EXPLICIT_POINTER_REFERENCE,CORROBORATING,PRESENT
go,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
go,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
go,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
go,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
go,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
go,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
go,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
go,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
go,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
go,BASIS_020,language.unspecified_behavior,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,DIRECT,PRESENT
go,BASIS_015,evaluation.order,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,DIRECT,PRESENT
go,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
go,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
go,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
go,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
go,BASIS_044,value.category,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
go,BASIS_009,conversion.semantics,EXTSEM_PASS_BY_VALUE_CORE,CORROBORATING,PRESENT
go,BASIS_057,dispatch.graph,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,DIRECT,PRESENT
go,BASIS_036,runtime.contract,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,CORROBORATING,PRESENT
go,BASIS_052,constraint.graph,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,DIRECT,PRESENT
go,BASIS_042,types.structure,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,CORROBORATING,PRESENT
go,BASIS_042,types.structure,EXTSEM_GENERICS,CORROBORATING,PRESENT
go,BASIS_040,template.instantiation,EXTSEM_GENERICS,CORROBORATING,PRESENT
go,BASIS_042,types.structure,EXTSEM_ERROR_VALUES_UNIONS,CORROBORATING,PRESENT
go,BASIS_008,control.flow,EXTSEM_ERROR_VALUES_UNIONS,CORROBORATING,PRESENT
go,BASIS_054,control.flow,EXTSEM_ERROR_VALUES_UNIONS,CORROBORATING,PRESENT
go,BASIS_014,effects.control,EXTSEM_STRUCTURED_CLEANUP,DIRECT,PRESENT
go,BASIS_008,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
go,BASIS_054,control.flow,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
go,BASIS_029,object.lifetime,EXTSEM_STRUCTURED_CLEANUP,CORROBORATING,PRESENT
go,BASIS_023,memory.model,EXTSEM_GARBAGE_COLLECTION,DIRECT,PRESENT
go,BASIS_036,runtime.contract,EXTSEM_GARBAGE_COLLECTION,CORROBORATING,PRESENT
go,BASIS_043,validation.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
go,BASIS_036,runtime.contract,EXTSEM_UNSAFE_ESCAPE,CORROBORATING,PRESENT
go,BASIS_007,concurrency.model,EXTSEM_CONCURRENCY_PRIMITIVES,DIRECT,PRESENT
go,BASIS_051,concurrency.graph,EXTSEM_CONCURRENCY_PRIMITIVES,CORROBORATING,PRESENT
go,BASIS_024,memory.ordering,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
go,BASIS_039,synchronization,EXTSEM_ATOMICS_MEMORY_MODEL,DIRECT,PRESENT
go,BASIS_007,concurrency.model,EXTSEM_ATOMICS_MEMORY_MODEL,CORROBORATING,PRESENT
go,BASIS_039,synchronization,EXTSEM_CHANNELS,CORROBORATING,PRESENT
go,BASIS_051,concurrency.graph,EXTSEM_CHANNELS,DIRECT,PRESENT
go,BASIS_036,runtime.contract,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
go,BASIS_041,types.origin,EXTSEM_RUNTIME_REFLECTION,CORROBORATING,PRESENT
go,BASIS_001,abi.ffi,EXTSEM_FFI,DIRECT,PRESENT
go,BASIS_045,abi.graph,EXTSEM_FFI,CORROBORATING,PRESENT
go,BASIS_025,module.semantics,EXTSEM_MODULE_SYSTEM,DIRECT,PRESENT
go,BASIS_066,scope.graph,EXTSEM_MODULE_SYSTEM,CORROBORATING,PRESENT
go,BASIS_008,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
go,BASIS_054,control.flow,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
go,BASIS_010,coroutine.state_machine,EXTSEM_ITERATORS_GENERATORS,CORROBORATING,PRESENT
java,BASIS_042,types.structure,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
java,BASIS_043,validation.contract,EXTSEM_STATIC_TYPING,CORROBORATING,PRESENT
java,BASIS_042,types.structure,EXTSEM_NOMINAL_TYPE_IDENTITY,DIRECT,PRESENT
java,BASIS_042,types.structure,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
java,BASIS_040,template.instantiation,EXTSEM_PARAMETRIC_POLYMORPHISM,CORROBORATING,PRESENT
java,BASIS_041,types.origin,EXTSEM_TYPE_INFERENCE,DIRECT,PRESENT
java,BASIS_043,validation.contract,EXTSEM_TYPE_INFERENCE,CORROBORATING,PRESENT
java,BASIS_044,value.category,EXTSEM_VALUE_TYPES,DIRECT,PRESENT
java,BASIS_029,object.lifetime,EXTSEM_VALUE_TYPES,CORROBORATING,PRESENT
java,BASIS_044,value.category,EXTSEM_REFERENCE_TYPES,DIRECT,PRESENT
java,BASIS_023,memory.model,EXTSEM_REFERENCE_TYPES,CORROBORATING,PRESENT
java,BASIS_037,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
java,BASIS_065,scope.binding,EXTSEM_LEXICAL_SCOPING,DIRECT,PRESENT
java,BASIS_066,scope.graph,EXTSEM_LEXICAL_SCOPING,CORROBORATING,PRESENT
java,BASIS_028,nodes.expression,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
java,BASIS_030,operations,EXTSEM_FIRST_CLASS_FUNCTIONS,CORROBORATING,PRESENT
java,BASIS_004,capture.shadowing,EXTSEM_CLOSURES,DIRECT,PRESENT
java,BASIS_049,capture.graph,EXTSEM_CLOSURES,DIRECT,PRESENT
java,BASIS_003,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
java,BASIS_047,binding.graph,EXTSEM_CLOSURES,CORROBORATING,PRESENT
java,BASIS_015,evaluation.order,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,DIRECT,PRESENT
java,BASIS_008,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
java,BASIS_054,control.flow,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
java,BASIS_015,evaluation.order,EXTSEM_SHORT_CIRCUIT_BOOL,DIRECT,PRESENT
java,BASIS_014,effects.control,EXTSEM_SHORT_CIRCUIT_BOOL,CORROBORATING,PRESENT
