language,axis,feature,exact_vector_class,support_cases
c,relation,binding.declares,uast_0006,8
c,relation,binding.refers,uast_0012,3
c,relation,call.calls,uast_0015,3
c,relation,control.false,uast_0014,1
c,relation,control.next,uast_0065,2
c,relation,control.true,uast_0014,1
c,relation,data.def_use,uast_0066,27
c,relation,data.operand,uast_0021,25
c,relation,effect.has,uast_0067,37
c,relation,name.resolves,uast_0012,3
c,relation,operation.kind,uast_0017,8
c,relation,syntax.child,uast_0019,44
c,relation,type.has,uast_0068,3
c,relation,type.origin,uast_0068,3
csharp,facet,UASF_0051,uast_0069,144
csharp,facet,UASF_0181,uast_0070,6
csharp,facet,UASF_0217,uast_0071,112
csharp,facet,UASF_0219,uast_0072,110
csharp,facet,UASF_0220,uast_0073,67
csharp,facet,UASF_0221,uast_0074,26
csharp,facet,UASF_0224,uast_0075,42
csharp,facet,UASF_0225,uast_0076,46
csharp,facet,UASF_0231,uast_0077,1
csharp,facet,UASF_0304,uast_0078,1
csharp,field,arguments,uast_0079,24
csharp,field,binding_refs,uast_0080,9
csharp,field,callee,uast_0081,10
csharp,field,dispatch,uast_0082,14
csharp,field,effects,uast_0069,144
csharp,field,evaluation_order,uast_0083,13
csharp,field,id,uast_0069,144
csharp,field,kind,uast_0069,144
csharp,field,members,uast_0084,142
csharp,field,name,uast_0085,105
csharp,field,operands,uast_0086,28
csharp,field,operation,uast_0069,144
csharp,field,parameters,uast_0087,53
csharp,field,scope_id,uast_0088,22
csharp,field,type_origin,uast_0069,144
csharp,field,type_ref,uast_0069,144
csharp,field,value,uast_0089,70
csharp,relation,binding.declares,uast_0073,67
csharp,relation,binding.refers,uast_0080,9
csharp,relation,call.calls,uast_0081,10
csharp,relation,data.def_use,uast_0090,35
csharp,relation,data.operand,uast_0086,28
csharp,relation,effect.has,uast_0091,82
csharp,relation,name.resolves,uast_0080,9
csharp,relation,operation.kind,uast_0092,15
csharp,relation,syntax.child,uast_0084,142
csharp,relation,type.has,uast_0077,1
csharp,relation,type.origin,uast_0077,1
csharp,structure,AggregateExpr,uast_0093,12
csharp,structure,AssignStmt,uast_0073,67
csharp,structure,CallExpr,uast_0074,26
csharp,structure,ClosureExpr,uast_0071,112
csharp,structure,Deref,uast_0077,1
csharp,structure,IndexExpr,uast_0094,8
csharp,structure,LiteralExpr,uast_0095,34
csharp,structure,ModuleDecl,uast_0078,1
csharp,structure,OperationExpr,uast_0096,32
csharp,structure,ReturnStmt,uast_0070,6
csharp,structure,Scope,uast_0069,144
csharp,structure,SymbolRef,uast_0072,110
csharp,structure,TupleExpr,uast_0077,1
c,structure,AggregateExpr,uast_0097,4
c,structure,AssignStmt,uast_0006,8
c,structure,CallExpr,uast_0007,9
c,structure,ClosureExpr,uast_0004,20
c,structure,Deref,uast_0010,2
c,structure,IfStmt,uast_0098,4
c,structure,IndexExpr,uast_0099,5
c,structure,LiteralExpr,uast_0100,21
c,structure,LoopStmt,uast_0101,2
c,structure,MemberAccessExpr,uast_0102,1
c,structure,NilLiteral,uast_0011,1
c,structure,OperationExpr,uast_0103,32
c,structure,ReturnStmt,uast_0002,4
c,structure,Scope,uast_0001,49
c,structure,SymbolRef,uast_0005,42
go,facet,UASF_0051,uast_0104,8
go,facet,UASF_0217,uast_0105,2
go,facet,UASF_0219,uast_0106,7
go,facet,UASF_0220,uast_0107,2
go,facet,UASF_0221,uast_0108,4
go,facet,UASF_0224,uast_0109,4
go,facet,UASF_0225,uast_0106,7
go,field,arguments,uast_0110,5
go,field,callee,uast_0111,2
go,field,dispatch,uast_0112,3
go,field,effects,uast_0104,8
go,field,evaluation_order,uast_0112,3
go,field,id,uast_0104,8
go,field,kind,uast_0104,8
go,field,members,uast_0104,8
go,field,name,uast_0106,7
go,field,operands,uast_0113,5
go,field,operation,uast_0104,8
go,field,parameters,uast_0114,1
go,field,scope_id,uast_0115,5
go,field,type_origin,uast_0104,8
go,field,type_ref,uast_0104,8
go,field,value,uast_0110,5
go,relation,binding.declares,uast_0107,2
go,relation,call.calls,uast_0111,2
go,relation,data.def_use,uast_0113,5
go,relation,data.operand,uast_0113,5
go,relation,effect.has,uast_0106,7
go,relation,operation.kind,uast_0112,3
go,relation,syntax.child,uast_0104,8
go,structure,AggregateExpr,uast_0116,1
go,structure,AssignStmt,uast_0107,2
go,structure,CallExpr,uast_0108,4
go,structure,ClosureExpr,uast_0105,2
go,structure,IndexExpr,uast_0117,2
go,structure,LiteralExpr,uast_0109,4
go,structure,OperationExpr,uast_0106,7
go,structure,Scope,uast_0104,8
go,structure,SymbolRef,uast_0106,7
java,facet,UASF_0051,uast_0118,93
java,facet,UASF_0054,uast_0119,1
java,facet,UASF_0179,uast_0119,1
java,facet,UASF_0181,uast_0120,1
java,facet,UASF_0182,uast_0121,4
java,facet,UASF_0217,uast_0122,38
java,facet,UASF_0219,uast_0123,47
java,facet,UASF_0220,uast_0124,8
java,facet,UASF_0221,uast_0125,16
java,facet,UASF_0224,uast_0126,18
java,facet,UASF_0225,uast_0127,40
java,facet,UASF_0236,uast_0128,2
java,field,arguments,uast_0129,4
java,field,binding_refs,uast_0130,2
java,field,body,uast_0119,1
java,field,branches,uast_0121,4
java,field,callee,uast_0131,14
java,field,condition,uast_0121,4
java,field,dispatch,uast_0132,18
java,field,effects,uast_0118,93
java,field,evaluation_order,uast_0132,18
java,field,id,uast_0118,93
java,field,kind,uast_0118,93
java,field,members,uast_0133,79
java,field,name,uast_0134,35
java,field,operands,uast_0135,39
java,field,operation,uast_0118,93
java,field,parameters,uast_0136,20
java,field,scope_id,uast_0137,52
java,field,type_origin,uast_0118,93
java,field,type_ref,uast_0118,93
java,field,value,uast_0138,37
java,relation,binding.declares,uast_0124,8
java,relation,binding.refers,uast_0130,2
java,relation,call.calls,uast_0131,14
java,relation,control.false,uast_0139,1
java,relation,control.next,uast_0140,5
java,relation,control.true,uast_0121,4
java,relation,data.def_use,uast_0141,41
java,relation,data.operand,uast_0135,39
java,relation,effect.has,uast_0142,44
java,relation,name.resolves,uast_0130,2
java,relation,operation.kind,uast_0132,18
java,relation,syntax.child,uast_0133,79
java,relation,type.has,uast_0128,2
java,relation,type.origin,uast_0128,2
java,structure,AssignStmt,uast_0124,8
java,structure,CallExpr,uast_0125,16
java,structure,ClosureExpr,uast_0122,38
java,structure,ForEachStmt,uast_0119,1
java,structure,IfStmt,uast_0121,4
java,structure,IndexExpr,uast_0143,3
java,structure,LiteralExpr,uast_0126,18
java,structure,MemberAccessExpr,uast_0144,1
java,structure,NilLiteral,uast_0128,2
java,structure,OperationExpr,uast_0145,39
java,structure,ReturnStmt,uast_0120,1
java,structure,Scope,uast_0118,93
java,structure,SymbolRef,uast_0123,47
julia,facet,UASF_0051,uast_0146,30
julia,facet,UASF_0054,uast_0147,3
julia,facet,UASF_0179,uast_0147,3
julia,facet,UASF_0182,uast_0148,1
julia,facet,UASF_0217,uast_0149,7
julia,facet,UASF_0219,uast_0150,26
julia,facet,UASF_0220,uast_0151,9
julia,facet,UASF_0221,uast_0152,9
julia,facet,UASF_0224,uast_0153,21
julia,facet,UASF_0225,uast_0154,25
julia,facet,UASF_0231,uast_0155,1
julia,field,arguments,uast_0152,9
julia,field,binding_refs,uast_0156,4
julia,field,callee,uast_0157,5
julia,field,dispatch,uast_0158,9
julia,field,effects,uast_0146,30
julia,field,evaluation_order,uast_0158,9
julia,field,id,uast_0146,30
julia,field,kind,uast_0146,30
julia,field,members,uast_0159,29
julia,field,name,uast_0150,26
julia,field,operands,uast_0160,19
julia,field,operation,uast_0146,30
julia,field,parameters,uast_0161,5
julia,field,scope_id,uast_0162,16
julia,field,type_origin,uast_0146,30
julia,field,type_ref,uast_0146,30
julia,field,value,uast_0163,22
julia,relation,binding.declares,uast_0151,9
julia,relation,binding.refers,uast_0156,4
julia,relation,call.calls,uast_0157,5
julia,relation,control.next,uast_0147,3
julia,relation,data.def_use,uast_0164,20
julia,relation,data.operand,uast_0160,19
julia,relation,effect.has,uast_0165,26
julia,relation,name.resolves,uast_0156,4
julia,relation,operation.kind,uast_0166,6
julia,relation,syntax.child,uast_0159,29
julia,relation,type.has,uast_0155,1
julia,relation,type.origin,uast_0155,1
julia,structure,AggregateExpr,uast_0167,3
julia,structure,AssignStmt,uast_0151,9
julia,structure,BindingPattern,uast_0168,2
julia,structure,CallExpr,uast_0152,9
julia,structure,ClosureExpr,uast_0149,7
julia,structure,ForEachStmt,uast_0147,3
julia,structure,IndexExpr,uast_0155,1
julia,structure,LiteralExpr,uast_0169,18
julia,structure,LoopStmt,uast_0148,1
julia,structure,OperationExpr,uast_0170,23
julia,structure,Scope,uast_0146,30
julia,structure,SliceExpr,uast_0155,1
julia,structure,SymbolRef,uast_0150,26
julia,structure,TupleExpr,uast_0171,3
kotlin,facet,UASF_0051,uast_0172,284
kotlin,facet,UASF_0054,uast_0173,6
kotlin,facet,UASF_0179,uast_0173,6
kotlin,facet,UASF_0181,uast_0174,8
kotlin,facet,UASF_0182,uast_0175,15
kotlin,facet,UASF_0217,uast_0176,157
kotlin,facet,UASF_0219,uast_0177,198
kotlin,facet,UASF_0220,uast_0178,81
kotlin,facet,UASF_0221,uast_0179,68
kotlin,facet,UASF_0224,uast_0180,76
kotlin,facet,UASF_0225,uast_0181,126
kotlin,facet,UASF_0231,uast_0182,1
kotlin,facet,UASF_0236,uast_0183,2
kotlin,facet,UASF_0304,uast_0184,25
kotlin,field,arguments,uast_0185,39
kotlin,field,binding_refs,uast_0186,18
kotlin,field,branches,uast_0187,2
kotlin,field,callee,uast_0188,44
kotlin,field,condition,uast_0187,2
kotlin,field,dispatch,uast_0189,56
kotlin,field,effects,uast_0172,284
kotlin,field,evaluation_order,uast_0190,52
kotlin,field,id,uast_0172,284
kotlin,field,kind,uast_0172,284
kotlin,field,members,uast_0191,274
kotlin,field,name,uast_0192,184
kotlin,field,operands,uast_0193,113
kotlin,field,operation,uast_0172,284
kotlin,field,parameters,uast_0194,61
kotlin,field,scope_id,uast_0195,113
kotlin,field,type_origin,uast_0172,284
kotlin,field,type_ref,uast_0172,284
kotlin,field,value,uast_0196,120
kotlin,relation,binding.declares,uast_0178,81
kotlin,relation,binding.refers,uast_0186,18
kotlin,relation,call.calls,uast_0188,44
kotlin,relation,control.false,uast_0187,2
kotlin,relation,control.next,uast_0197,8
kotlin,relation,control.true,uast_0187,2
kotlin,relation,data.def_use,uast_0198,123
kotlin,relation,data.operand,uast_0193,113
kotlin,relation,effect.has,uast_0199,180
kotlin,relation,name.resolves,uast_0186,18
kotlin,relation,operation.kind,uast_0200,52
kotlin,relation,syntax.child,uast_0191,274
kotlin,relation,type.has,uast_0201,3
kotlin,relation,type.origin,uast_0201,3
kotlin,structure,AggregateExpr,uast_0202,3
kotlin,structure,AssignStmt,uast_0178,81
kotlin,structure,BindingPattern,uast_0203,4
kotlin,structure,CallExpr,uast_0179,68
kotlin,structure,ClosureExpr,uast_0176,157
kotlin,structure,ForEachStmt,uast_0173,6
kotlin,structure,IfStmt,uast_0175,15
kotlin,structure,IndexExpr,uast_0204,6
kotlin,structure,LiteralExpr,uast_0205,73
kotlin,structure,ModuleDecl,uast_0184,25
kotlin,structure,NilLiteral,uast_0183,2
kotlin,structure,OperationExpr,uast_0206,120
kotlin,structure,ReturnStmt,uast_0174,8
kotlin,structure,Scope,uast_0172,284
kotlin,structure,SliceExpr,uast_0182,1
kotlin,structure,SymbolRef,uast_0177,198
kotlin,structure,TupleExpr,uast_0207,3
nim,facet,UASF_0051,uast_0208,40
nim,facet,UASF_0054,uast_0209,1
nim,facet,UASF_0179,uast_0209,1
nim,facet,UASF_0180,uast_0210,2
nim,facet,UASF_0182,uast_0211,4
nim,facet,UASF_0217,uast_0212,2
nim,facet,UASF_0219,uast_0213,37
nim,facet,UASF_0220,uast_0214,7
nim,facet,UASF_0221,uast_0215,8
nim,facet,UASF_0224,uast_0216,19
nim,facet,UASF_0225,uast_0217,38
nim,facet,UASF_0231,uast_0218,2
nim,facet,UASF_0236,uast_0219,2
nim,field,arguments,uast_0215,8
nim,field,binding_refs,uast_0220,1
nim,field,body,uast_0221,1
nim,field,callee,uast_0222,3
nim,field,condition,uast_0221,1
nim,field,dispatch,uast_0223,8
nim,field,effects,uast_0208,40
nim,field,evaluation_order,uast_0224,6
nim,field,id,uast_0208,40
nim,field,kind,uast_0208,40
nim,field,members,uast_0225,39
nim,field,name,uast_0226,36
nim,field,operands,uast_0227,24
nim,field,operation,uast_0208,40
nim,field,parameters,uast_0212,2
nim,field,scope_id,uast_0228,23
nim,field,type_origin,uast_0208,40
nim,field,type_ref,uast_0208,40
nim,field,value,uast_0229,24
nim,relation,binding.declares,uast_0214,7
nim,relation,binding.refers,uast_0220,1
nim,relation,call.calls,uast_0222,3
nim,relation,control.next,uast_0230,2
nim,relation,data.def_use,uast_0227,24
nim,relation,data.operand,uast_0227,24
nim,relation,effect.has,uast_0231,38
nim,relation,name.resolves,uast_0220,1
nim,relation,operation.kind,uast_0232,6
nim,relation,syntax.child,uast_0225,39
nim,relation,type.has,uast_0233,4
nim,relation,type.origin,uast_0233,4
nim,structure,AggregateExpr,uast_0234,2
nim,structure,AssignStmt,uast_0214,7
nim,structure,BindingPattern,uast_0209,1
nim,structure,BreakStmt,uast_0235,1
nim,structure,CallExpr,uast_0215,8
nim,structure,ClosureExpr,uast_0212,2
nim,structure,ContinueStmt,uast_0236,1
nim,structure,ForEachStmt,uast_0209,1
nim,structure,IfStmt,uast_0237,2
nim,structure,IndexExpr,uast_0238,6
nim,structure,LiteralExpr,uast_0239,18
nim,structure,LoopStmt,uast_0230,2
nim,structure,NilLiteral,uast_0219,2
nim,structure,OperationExpr,uast_0240,35
nim,structure,Scope,uast_0208,40
nim,structure,SliceExpr,uast_0218,2
nim,structure,SymbolRef,uast_0213,37
nim,structure,TupleExpr,uast_0241,4
python,facet,UASF_0051,uast_0242,74
python,facet,UASF_0054,uast_0243,4
python,facet,UASF_0179,uast_0243,4
python,facet,UASF_0180,uast_0244,1
python,facet,UASF_0181,uast_0245,7
python,facet,UASF_0182,uast_0246,10
python,facet,UASF_0217,uast_0247,21
python,facet,UASF_0219,uast_0248,65
python,facet,UASF_0220,uast_0249,18
python,facet,UASF_0221,uast_0250,16
python,facet,UASF_0224,uast_0251,37
python,facet,UASF_0225,uast_0252,55
python,facet,UASF_0231,uast_0253,11
python,facet,UASF_0236,uast_0254,1
python,field,arguments,uast_0255,14
python,field,binding_refs,uast_0256,2
python,field,body,uast_0257,2
python,field,branches,uast_0258,5
python,field,callee,uast_0259,5
python,field,condition,uast_0260,7
python,field,dispatch,uast_0261,14
python,field,effects,uast_0242,74
python,field,evaluation_order,uast_0262,11
python,field,id,uast_0242,74
python,field,kind,uast_0242,74
python,field,members,uast_0263,71
python,field,name,uast_0264,64
python,field,operands,uast_0265,32
python,field,operation,uast_0242,74
python,field,parameters,uast_0266,12
python,field,scope_id,uast_0267,34
python,field,type_origin,uast_0242,74
python,field,type_ref,uast_0242,74
python,field,value,uast_0268,43
python,relation,binding.declares,uast_0249,18
python,relation,binding.refers,uast_0256,2
python,relation,call.calls,uast_0259,5
python,relation,control.false,uast_0269,2
python,relation,control.next,uast_0270,11
python,relation,control.true,uast_0258,5
python,relation,data.def_use,uast_0271,34
python,relation,data.operand,uast_0265,32
python,relation,effect.has,uast_0272,62
python,relation,name.resolves,uast_0256,2
python,relation,operation.kind,uast_0273,13
python,relation,syntax.child,uast_0263,71
python,relation,type.has,uast_0274,12
python,relation,type.origin,uast_0274,12
python,structure,AggregateExpr,uast_0275,11
python,structure,AssignStmt,uast_0249,18
python,structure,BreakStmt,uast_0244,1
python,structure,CallExpr,uast_0250,16
python,structure,ClosureExpr,uast_0247,21
python,structure,ContinueStmt,uast_0244,1
python,structure,Deref,uast_0276,10
python,structure,ForEachStmt,uast_0243,4
python,structure,IfStmt,uast_0277,8
python,structure,IndexExpr,uast_0278,10
python,structure,LiteralExpr,uast_0279,27
python,structure,LoopStmt,uast_0280,3
python,structure,NilLiteral,uast_0254,1
python,structure,OperationExpr,uast_0281,42
python,structure,ReturnStmt,uast_0245,7
python,structure,Scope,uast_0242,74
python,structure,SliceExpr,uast_0282,1
python,structure,SymbolRef,uast_0248,65
python,structure,TupleExpr,uast_0283,4
r,facet,UASF_0051,uast_0284,29
r,facet,UASF_0054,uast_0285,1
r,facet,UASF_0179,uast_0285,1
r,facet,UASF_0180,uast_0286,1
r,facet,UASF_0182,uast_0287,6
r,facet,UASF_0217,uast_0288,1
r,facet,UASF_0219,uast_0289,20
r,facet,UASF_0220,uast_0290,2
r,facet,UASF_0221,uast_0291,6
r,facet,UASF_0224,uast_0292,21
r,facet,UASF_0225,uast_0284,29
r,facet,UASF_0236,uast_0293,1
r,field,arguments,uast_0294,6
r,field,binding_refs,uast_0286,1
r,field,body,uast_0295,4
r,field,branches,uast_0296,4
r,field,callee,uast_0291,6
r,field,condition,uast_0297,5
r,field,dispatch,uast_0298,13
r,field,effects,uast_0284,29
r,field,evaluation_order,uast_0299,11
r,field,id,uast_0284,29
r,field,kind,uast_0284,29
r,field,members,uast_0284,29
r,field,name,uast_0289,20
r,field,operands,uast_0284,29
r,field,operation,uast_0284,29
r,field,scope_id,uast_0284,29
r,field,type_origin,uast_0284,29
r,field,type_ref,uast_0284,29
r,field,value,uast_0300,25
r,relation,binding.declares,uast_0290,2
r,relation,binding.refers,uast_0286,1
r,relation,call.calls,uast_0291,6
r,relation,control.false,uast_0301,2
r,relation,control.next,uast_0302,7
r,relation,control.true,uast_0296,4
r,relation,data.def_use,uast_0286,1
r,relation,data.operand,uast_0284,29
r,relation,effect.has,uast_0284,29
r,relation,evaluation.before,uast_0303,27
r,relation,name.resolves,uast_0286,1
r,relation,operation.kind,uast_0304,13
r,relation,scope.parent,uast_0288,1
r,relation,syntax.child,uast_0284,29
r,relation,type.has,uast_0293,1
r,relation,type.origin,uast_0293,1
r,structure,AssignStmt,uast_0290,2
r,structure,BreakStmt,uast_0286,1
r,structure,CallExpr,uast_0291,6
r,structure,ClosureExpr,uast_0288,1
r,structure,ContinueStmt,uast_0286,1
r,structure,ForEachStmt,uast_0285,1
r,structure,IfStmt,uast_0296,4
r,structure,IndexExpr,uast_0305,2
r,structure,LiteralExpr,uast_0292,21
r,structure,LoopStmt,uast_0306,2
r,structure,NilLiteral,uast_0293,1
r,structure,OperationExpr,uast_0284,29
r,structure,Scope,uast_0284,29
r,structure,SymbolRef,uast_0289,20
rust,facet,UASF_0051,uast_0307,92
rust,facet,UASF_0054,uast_0308,1
rust,facet,UASF_0179,uast_0308,1
rust,facet,UASF_0181,uast_0309,2
rust,facet,UASF_0182,uast_0310,4
rust,facet,UASF_0217,uast_0311,48
rust,facet,UASF_0219,uast_0312,72
rust,facet,UASF_0220,uast_0313,18
rust,facet,UASF_0221,uast_0314,17
rust,facet,UASF_0224,uast_0315,28
rust,facet,UASF_0225,uast_0316,44
rust,facet,UASF_0231,uast_0317,2
rust,facet,UASF_0304,uast_0318,1
rust,field,arguments,uast_0319,9
rust,field,binding_refs,uast_0320,4
rust,field,body,uast_0321,1
rust,field,callee,uast_0322,13
rust,field,condition,uast_0321,1
rust,field,dispatch,uast_0323,17
rust,field,effects,uast_0307,92
rust,field,evaluation_order,uast_0324,16
rust,field,id,uast_0307,92
rust,field,kind,uast_0307,92
rust,field,members,uast_0325,85
rust,field,name,uast_0326,56
rust,field,operands,uast_0327,33
rust,field,operation,uast_0307,92
rust,field,parameters,uast_0328,33
rust,field,scope_id,uast_0329,38
rust,field,type_origin,uast_0307,92
rust,field,type_ref,uast_0307,92
rust,field,value,uast_0330,38
rust,relation,binding.declares,uast_0313,18
rust,relation,binding.refers,uast_0320,4
rust,relation,call.calls,uast_0322,13
rust,relation,control.next,uast_0331,2
rust,relation,data.def_use,uast_0332,35
rust,relation,data.operand,uast_0327,33
rust,relation,effect.has,uast_0333,53
rust,relation,name.resolves,uast_0320,4
rust,relation,operation.kind,uast_0334,15
rust,relation,syntax.child,uast_0325,85
rust,relation,type.has,uast_0317,2
rust,relation,type.origin,uast_0317,2
rust,structure,AddressOf,uast_0317,2
rust,structure,AggregateExpr,uast_0335,7
rust,structure,AssignStmt,uast_0313,18
rust,structure,BindingPattern,uast_0308,1
rust,structure,CallExpr,uast_0314,17
rust,structure,ClosureExpr,uast_0311,48
rust,structure,ForEachStmt,uast_0308,1
rust,structure,IfStmt,uast_0336,3
rust,structure,IndexExpr,uast_0337,1
rust,structure,LiteralExpr,uast_0338,23
rust,structure,LoopStmt,uast_0331,2
rust,structure,MemberAccessExpr,uast_0339,2
rust,structure,ModuleDecl,uast_0318,1
rust,structure,OperationExpr,uast_0340,41
rust,structure,ReturnStmt,uast_0309,2
rust,structure,Scope,uast_0307,92
rust,structure,SymbolRef,uast_0312,72
rust,structure,TupleExpr,uast_0341,3
swift,facet,UASF_0051,uast_0342,162
swift,facet,UASF_0054,uast_0343,5
swift,facet,UASF_0179,uast_0343,5
swift,facet,UASF_0181,uast_0344,12
swift,facet,UASF_0182,uast_0345,7
swift,facet,UASF_0217,uast_0346,88
swift,facet,UASF_0219,uast_0347,129
swift,facet,UASF_0220,uast_0348,35
swift,facet,UASF_0221,uast_0349,38
swift,facet,UASF_0224,uast_0350,42
swift,facet,UASF_0225,uast_0351,63
swift,facet,UASF_0231,uast_0352,3
swift,facet,UASF_0236,uast_0353,1
swift,field,arguments,uast_0354,14
swift,field,binding_refs,uast_0355,8
swift,field,branches,uast_0356,1
swift,field,callee,uast_0357,25
swift,field,condition,uast_0356,1
swift,field,dispatch,uast_0358,33
swift,field,effects,uast_0342,162
swift,field,evaluation_order,uast_0359,30
swift,field,id,uast_0342,162
swift,field,kind,uast_0342,162
swift,field,members,uast_0360,158
swift,field,name,uast_0361,91
swift,field,operands,uast_0362,59
swift,field,operation,uast_0342,162
swift,field,parameters,uast_0363,59
swift,field,scope_id,uast_0364,61
swift,field,type_origin,uast_0342,162
swift,field,type_ref,uast_0342,162
swift,field,value,uast_0365,71
swift,relation,binding.declares,uast_0348,35
swift,relation,binding.refers,uast_0355,8
swift,relation,call.calls,uast_0357,25
swift,relation,control.false,uast_0356,1
swift,relation,control.next,uast_0366,6
swift,relation,control.true,uast_0356,1
swift,relation,data.def_use,uast_0367,65
swift,relation,data.operand,uast_0362,59
swift,relation,effect.has,uast_0368,92
swift,relation,name.resolves,uast_0355,8
swift,relation,operation.kind,uast_0358,33
swift,relation,syntax.child,uast_0360,158
swift,relation,type.has,uast_0369,4
swift,relation,type.origin,uast_0369,4
swift,structure,AddressOf,uast_0370,1
swift,structure,AggregateExpr,uast_0371,4
swift,structure,AssignStmt,uast_0348,35
swift,structure,BindingPattern,uast_0372,4
swift,structure,CallExpr,uast_0349,38
swift,structure,ClosureExpr,uast_0346,88
swift,structure,Deref,uast_0373,1
swift,structure,ForEachStmt,uast_0343,5
swift,structure,IfStmt,uast_0345,7
swift,structure,IndexExpr,uast_0374,4
swift,structure,LiteralExpr,uast_0375,41
swift,structure,NilLiteral,uast_0353,1
swift,structure,OperationExpr,uast_0376,56
swift,structure,ReturnStmt,uast_0344,12
swift,structure,Scope,uast_0342,162
swift,structure,SliceExpr,uast_0377,1
swift,structure,SymbolRef,uast_0347,129
swift,structure,TupleExpr,uast_0378,4
