case_id,language,case_name,axis,feature,value
28,r,Not An Arithmetic Operator,tree_sitter_node,program,1
28,r,Not An Arithmetic Operator,tree_sitter_node,unary_operator,1
29,r,Unary Operators,tree_sitter_node,argument,1
29,r,Unary Operators,tree_sitter_node,arguments,1
29,r,Unary Operators,tree_sitter_node,call,1
29,r,Unary Operators,tree_sitter_node,comma,1
29,r,Unary Operators,tree_sitter_node,identifier,1
29,r,Unary Operators,tree_sitter_node,program,1
29,r,Unary Operators,tree_sitter_node,unary_operator,1
30,r,Operator precedence,tree_sitter_node,argument,1
30,r,Operator precedence,tree_sitter_node,arguments,1
30,r,Operator precedence,tree_sitter_node,binary_operator,1
30,r,Operator precedence,tree_sitter_node,call,1
30,r,Operator precedence,tree_sitter_node,float,1
30,r,Operator precedence,tree_sitter_node,identifier,1
30,r,Operator precedence,tree_sitter_node,program,1
30,r,Operator precedence,tree_sitter_node,subset,1
30,r,Operator precedence,tree_sitter_node,unary_operator,1
31,r,Specials,tree_sitter_node,binary_operator,1
31,r,Specials,tree_sitter_node,comment,1
31,r,Specials,tree_sitter_node,float,1
31,r,Specials,tree_sitter_node,identifier,1
31,r,Specials,tree_sitter_node,program,1
32,r,Pipe,tree_sitter_node,arguments,1
32,r,Pipe,tree_sitter_node,binary_operator,1
32,r,Pipe,tree_sitter_node,braced_expression,1
32,r,Pipe,tree_sitter_node,call,1
32,r,Pipe,tree_sitter_node,function_definition,1
32,r,Pipe,tree_sitter_node,identifier,1
32,r,Pipe,tree_sitter_node,parameter,1
32,r,Pipe,tree_sitter_node,parameters,1
32,r,Pipe,tree_sitter_node,program,1
33,r,Pipe Placeholder,tree_sitter_node,argument,1
33,r,Pipe Placeholder,tree_sitter_node,arguments,1
33,r,Pipe Placeholder,tree_sitter_node,binary_operator,1
33,r,Pipe Placeholder,tree_sitter_node,call,1
33,r,Pipe Placeholder,tree_sitter_node,comma,1
33,r,Pipe Placeholder,tree_sitter_node,identifier,1
33,r,Pipe Placeholder,tree_sitter_node,program,1
34,r,Subset,tree_sitter_node,argument,1
34,r,Subset,tree_sitter_node,arguments,1
34,r,Subset,tree_sitter_node,comma,1
34,r,Subset,tree_sitter_node,float,1
34,r,Subset,tree_sitter_node,identifier,1
34,r,Subset,tree_sitter_node,program,1
34,r,Subset,tree_sitter_node,subset,1
35,r,Subset2,tree_sitter_node,argument,1
35,r,Subset2,tree_sitter_node,arguments,1
35,r,Subset2,tree_sitter_node,comma,1
35,r,Subset2,tree_sitter_node,float,1
35,r,Subset2,tree_sitter_node,identifier,1
35,r,Subset2,tree_sitter_node,program,1
35,r,Subset2,tree_sitter_node,subset2,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,argument,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,arguments,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,float,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,identifier,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,program,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,subset,1
36,r,Subset and Subset2 Precedence,tree_sitter_node,subset2,1
37,r,If,tree_sitter_node,argument,1
37,r,If,tree_sitter_node,arguments,1
37,r,If,tree_sitter_node,binary_operator,1
37,r,If,tree_sitter_node,braced_expression,1
37,r,If,tree_sitter_node,call,1
37,r,If,tree_sitter_node,identifier,1
37,r,If,tree_sitter_node,if_statement,1
37,r,If,tree_sitter_node,program,1
38,r,If-else,tree_sitter_node,braced_expression,1
38,r,If-else,tree_sitter_node,identifier,1
38,r,If-else,tree_sitter_node,if_statement,1
38,r,If-else,tree_sitter_node,program,1
39,r,Complex If Expression,tree_sitter_node,binary_operator,1
39,r,Complex If Expression,tree_sitter_node,braced_expression,1
39,r,Complex If Expression,tree_sitter_node,comment,1
39,r,Complex If Expression,tree_sitter_node,float,1
39,r,Complex If Expression,tree_sitter_node,identifier,1
39,r,Complex If Expression,tree_sitter_node,if_statement,1
39,r,Complex If Expression,tree_sitter_node,program,1
39,r,Complex If Expression,tree_sitter_node,true,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,binary_operator,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,braced_expression,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,comment,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,float,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,identifier,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,if_statement,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,program,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_node,true,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,braced_expression,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,comment,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,float,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,identifier,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,if_statement,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,program,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),tree_sitter_node,true,1
42,r,For,tree_sitter_node,argument,1
42,r,For,tree_sitter_node,arguments,1
42,r,For,tree_sitter_node,binary_operator,1
42,r,For,tree_sitter_node,braced_expression,1
42,r,For,tree_sitter_node,call,1
42,r,For,tree_sitter_node,comment,1
42,r,For,tree_sitter_node,dot_dot_i,1
42,r,For,tree_sitter_node,dots,1
42,r,For,tree_sitter_node,float,1
42,r,For,tree_sitter_node,for_statement,1
42,r,For,tree_sitter_node,identifier,1
42,r,For,tree_sitter_node,program,1
42,r,For,tree_sitter_node,string,1
42,r,For,tree_sitter_node,string_close,1
42,r,For,tree_sitter_node,string_content,1
42,r,For,tree_sitter_node,string_open,1
43,r,For No Body,tree_sitter_node,binary_operator,1
43,r,For No Body,tree_sitter_node,float,1
43,r,For No Body,tree_sitter_node,for_statement,1
43,r,For No Body,tree_sitter_node,identifier,1
43,r,For No Body,tree_sitter_node,program,1
44,r,While,tree_sitter_node,binary_operator,1
44,r,While,tree_sitter_node,break,1
44,r,While,tree_sitter_node,float,1
44,r,While,tree_sitter_node,identifier,1
44,r,While,tree_sitter_node,next,1
44,r,While,tree_sitter_node,program,1
44,r,While,tree_sitter_node,true,1
44,r,While,tree_sitter_node,while_statement,1
45,r,While No Body,tree_sitter_node,binary_operator,1
45,r,While No Body,tree_sitter_node,identifier,1
45,r,While No Body,tree_sitter_node,program,1
45,r,While No Body,tree_sitter_node,while_statement,1
46,r,Repeat,tree_sitter_node,float,1
46,r,Repeat,tree_sitter_node,program,1
46,r,Repeat,tree_sitter_node,repeat_statement,1
47,r,Repeat No Body,tree_sitter_node,program,1
47,r,Repeat No Body,tree_sitter_node,repeat_statement,1
48,r,Switch,tree_sitter_node,argument,1
48,r,Switch,tree_sitter_node,arguments,1
48,r,Switch,tree_sitter_node,call,1
48,r,Switch,tree_sitter_node,comma,1
48,r,Switch,tree_sitter_node,float,1
48,r,Switch,tree_sitter_node,identifier,1
48,r,Switch,tree_sitter_node,program,1
48,r,Switch,tree_sitter_node,string,1
48,r,Switch,tree_sitter_node,string_close,1
48,r,Switch,tree_sitter_node,string_content,1
48,r,Switch,tree_sitter_node,string_open,1
49,r,Dollar,tree_sitter_node,argument,1
49,r,Dollar,tree_sitter_node,arguments,1
49,r,Dollar,tree_sitter_node,call,1
49,r,Dollar,tree_sitter_node,dot_dot_i,1
49,r,Dollar,tree_sitter_node,dots,1
49,r,Dollar,tree_sitter_node,extract_operator,1
49,r,Dollar,tree_sitter_node,float,1
49,r,Dollar,tree_sitter_node,identifier,1
49,r,Dollar,tree_sitter_node,program,1
49,r,Dollar,tree_sitter_node,string,1
49,r,Dollar,tree_sitter_node,string_close,1
49,r,Dollar,tree_sitter_node,string_content,1
49,r,Dollar,tree_sitter_node,string_open,1
49,r,Dollar,tree_sitter_node,subset2,1
50,r,Dollar No RHS,tree_sitter_node,extract_operator,1
50,r,Dollar No RHS,tree_sitter_node,identifier,1
50,r,Dollar No RHS,tree_sitter_node,program,1
51,r,Slot,tree_sitter_node,arguments,1
51,r,Slot,tree_sitter_node,call,1
51,r,Slot,tree_sitter_node,dot_dot_i,1
51,r,Slot,tree_sitter_node,dots,1
51,r,Slot,tree_sitter_node,extract_operator,1
51,r,Slot,tree_sitter_node,identifier,1
51,r,Slot,tree_sitter_node,program,1
51,r,Slot,tree_sitter_node,string,1
51,r,Slot,tree_sitter_node,string_close,1
51,r,Slot,tree_sitter_node,string_content,1
51,r,Slot,tree_sitter_node,string_open,1
52,r,Slot No RHS,tree_sitter_node,extract_operator,1
52,r,Slot No RHS,tree_sitter_node,identifier,1
52,r,Slot No RHS,tree_sitter_node,program,1
53,r,Namespace get,tree_sitter_node,argument,1
53,r,Namespace get,tree_sitter_node,arguments,1
53,r,Namespace get,tree_sitter_node,call,1
53,r,Namespace get,tree_sitter_node,dot_dot_i,1
53,r,Namespace get,tree_sitter_node,dots,1
53,r,Namespace get,tree_sitter_node,float,1
53,r,Namespace get,tree_sitter_node,identifier,1
53,r,Namespace get,tree_sitter_node,namespace_operator,1
53,r,Namespace get,tree_sitter_node,program,1
54,r,Namespace get internal,tree_sitter_node,argument,1
54,r,Namespace get internal,tree_sitter_node,arguments,1
54,r,Namespace get internal,tree_sitter_node,call,1
54,r,Namespace get internal,tree_sitter_node,dot_dot_i,1
54,r,Namespace get internal,tree_sitter_node,dots,1
54,r,Namespace get internal,tree_sitter_node,float,1
54,r,Namespace get internal,tree_sitter_node,identifier,1
54,r,Namespace get internal,tree_sitter_node,namespace_operator,1
54,r,Namespace get internal,tree_sitter_node,program,1
55,r,Namespace With Missing RHS,tree_sitter_node,argument,1
55,r,Namespace With Missing RHS,tree_sitter_node,arguments,1
55,r,Namespace With Missing RHS,tree_sitter_node,call,1
55,r,Namespace With Missing RHS,tree_sitter_node,comment,1
55,r,Namespace With Missing RHS,tree_sitter_node,float,1
55,r,Namespace With Missing RHS,tree_sitter_node,identifier,1
55,r,Namespace With Missing RHS,tree_sitter_node,namespace_operator,1
55,r,Namespace With Missing RHS,tree_sitter_node,program,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,braced_expression,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,comment,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,extract_operator,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,identifier,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,namespace_operator,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_node,program,1
57,r,Assignment,tree_sitter_node,argument,1
57,r,Assignment,tree_sitter_node,arguments,1
57,r,Assignment,tree_sitter_node,binary_operator,1
57,r,Assignment,tree_sitter_node,call,1
57,r,Assignment,tree_sitter_node,float,1
57,r,Assignment,tree_sitter_node,identifier,1
57,r,Assignment,tree_sitter_node,program,1
58,r,Calls,tree_sitter_node,argument,1
58,r,Calls,tree_sitter_node,arguments,1
58,r,Calls,tree_sitter_node,binary_operator,1
58,r,Calls,tree_sitter_node,call,1
58,r,Calls,tree_sitter_node,comma,1
58,r,Calls,tree_sitter_node,comment,1
58,r,Calls,tree_sitter_node,dot_dot_i,1
58,r,Calls,tree_sitter_node,dots,1
58,r,Calls,tree_sitter_node,float,1
58,r,Calls,tree_sitter_node,identifier,1
58,r,Calls,tree_sitter_node,program,1
58,r,Calls,tree_sitter_node,string,1
58,r,Calls,tree_sitter_node,string_close,1
58,r,Calls,tree_sitter_node,string_content,1
58,r,Calls,tree_sitter_node,string_open,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,argument,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,arguments,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,call,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,comma,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,comment,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,float,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,identifier,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,null,1
59,r,Calls With NULL As Argument Name,tree_sitter_node,program,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,argument,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,arguments,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,call,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,comma,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,comment,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,identifier,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,program,1
60,r,Calls With `return` As Argument Name,tree_sitter_node,true,1
61,r,`return` Is Just An Identifier,tree_sitter_node,argument,1
61,r,`return` Is Just An Identifier,tree_sitter_node,arguments,1
61,r,`return` Is Just An Identifier,tree_sitter_node,call,1
61,r,`return` Is Just An Identifier,tree_sitter_node,comment,1
61,r,`return` Is Just An Identifier,tree_sitter_node,function_definition,1
61,r,`return` Is Just An Identifier,tree_sitter_node,identifier,1
61,r,`return` Is Just An Identifier,tree_sitter_node,parameter,1
61,r,`return` Is Just An Identifier,tree_sitter_node,parameters,1
61,r,`return` Is Just An Identifier,tree_sitter_node,program,1
62,r,Braced Expression,tree_sitter_node,braced_expression,1
62,r,Braced Expression,tree_sitter_node,float,1
62,r,Braced Expression,tree_sitter_node,program,1
63,r,Parenthesized Expression,tree_sitter_node,argument,1
63,r,Parenthesized Expression,tree_sitter_node,arguments,1
63,r,Parenthesized Expression,tree_sitter_node,binary_operator,1
63,r,Parenthesized Expression,tree_sitter_node,braced_expression,1
63,r,Parenthesized Expression,tree_sitter_node,call,1
63,r,Parenthesized Expression,tree_sitter_node,comma,1
63,r,Parenthesized Expression,tree_sitter_node,float,1
63,r,Parenthesized Expression,tree_sitter_node,function_definition,1
63,r,Parenthesized Expression,tree_sitter_node,identifier,1
63,r,Parenthesized Expression,tree_sitter_node,parameters,1
63,r,Parenthesized Expression,tree_sitter_node,parenthesized_expression,1
63,r,Parenthesized Expression,tree_sitter_node,program,1
64,r,Colon,tree_sitter_node,binary_operator,1
64,r,Colon,tree_sitter_node,float,1
64,r,Colon,tree_sitter_node,parenthesized_expression,1
64,r,Colon,tree_sitter_node,program,1
64,r,Colon,tree_sitter_node,unary_operator,1
65,r,Formulas,tree_sitter_node,binary_operator,1
65,r,Formulas,tree_sitter_node,identifier,1
65,r,Formulas,tree_sitter_node,program,1
65,r,Formulas,tree_sitter_node,unary_operator,1
66,r,Help Operator,tree_sitter_node,binary_operator,1
66,r,Help Operator,tree_sitter_node,float,1
66,r,Help Operator,tree_sitter_node,identifier,1
66,r,Help Operator,tree_sitter_node,program,1
66,r,Help Operator,tree_sitter_node,unary_operator,1
67,r,Complex Expressions,tree_sitter_node,argument,1
67,r,Complex Expressions,tree_sitter_node,arguments,1
67,r,Complex Expressions,tree_sitter_node,binary_operator,1
67,r,Complex Expressions,tree_sitter_node,extract_operator,1
67,r,Complex Expressions,tree_sitter_node,false,1
67,r,Complex Expressions,tree_sitter_node,float,1
67,r,Complex Expressions,tree_sitter_node,identifier,1
67,r,Complex Expressions,tree_sitter_node,if_statement,1
67,r,Complex Expressions,tree_sitter_node,na,1
67,r,Complex Expressions,tree_sitter_node,namespace_operator,1
67,r,Complex Expressions,tree_sitter_node,nan,1
67,r,Complex Expressions,tree_sitter_node,null,1
67,r,Complex Expressions,tree_sitter_node,parenthesized_expression,1
67,r,Complex Expressions,tree_sitter_node,program,1
67,r,Complex Expressions,tree_sitter_node,repeat_statement,1
67,r,Complex Expressions,tree_sitter_node,subset2,1
67,r,Complex Expressions,tree_sitter_node,true,1
68,r,Precedence Tests,tree_sitter_node,binary_operator,1
68,r,Precedence Tests,tree_sitter_node,extract_operator,1
68,r,Precedence Tests,tree_sitter_node,identifier,1
68,r,Precedence Tests,tree_sitter_node,na,1
68,r,Precedence Tests,tree_sitter_node,namespace_operator,1
68,r,Precedence Tests,tree_sitter_node,program,1
68,r,Precedence Tests,tree_sitter_node,string,1
68,r,Precedence Tests,tree_sitter_node,string_close,1
68,r,Precedence Tests,tree_sitter_node,string_content,1
68,r,Precedence Tests,tree_sitter_node,string_open,1
69,r,Newlines,tree_sitter_node,argument,1
69,r,Newlines,tree_sitter_node,arguments,1
69,r,Newlines,tree_sitter_node,braced_expression,1
69,r,Newlines,tree_sitter_node,call,1
69,r,Newlines,tree_sitter_node,identifier,1
69,r,Newlines,tree_sitter_node,parenthesized_expression,1
69,r,Newlines,tree_sitter_node,program,1
70,r,Unclosed Double Quote,tree_sitter_node,escape_sequence,1
70,r,Unclosed Double Quote,tree_sitter_node,program,1
70,r,Unclosed Double Quote,tree_sitter_node,string,1
70,r,Unclosed Double Quote,tree_sitter_node,string_content,1
70,r,Unclosed Double Quote,tree_sitter_node,string_open,1
71,r,Unclosed Single Quote,tree_sitter_node,escape_sequence,1
71,r,Unclosed Single Quote,tree_sitter_node,program,1
71,r,Unclosed Single Quote,tree_sitter_node,string,1
71,r,Unclosed Single Quote,tree_sitter_node,string_content,1
71,r,Unclosed Single Quote,tree_sitter_node,string_open,1
72,r,Unclosed Backtick,tree_sitter_node,program,1
73,r,Unclosed Raw String,tree_sitter_node,program,1
73,r,Unclosed Raw String,tree_sitter_node,string_open,1
74,r,Identifiers,tree_sitter_node,comment,1
74,r,Identifiers,tree_sitter_node,identifier,1
74,r,Identifiers,tree_sitter_node,program,1
75,r,Unicode Identifiers,tree_sitter_node,identifier,1
75,r,Unicode Identifiers,tree_sitter_node,program,1
76,r,Invalid Identifiers,tree_sitter_node,comment,1
76,r,Invalid Identifiers,tree_sitter_node,float,1
76,r,Invalid Identifiers,tree_sitter_node,identifier,1
76,r,Invalid Identifiers,tree_sitter_node,program,1
77,r,Strings,tree_sitter_node,program,1
77,r,Strings,tree_sitter_node,string,1
77,r,Strings,tree_sitter_node,string_close,1
77,r,Strings,tree_sitter_node,string_content,1
77,r,Strings,tree_sitter_node,string_open,1
78,r,Strings Without Content,tree_sitter_node,program,1
78,r,Strings Without Content,tree_sitter_node,string,1
78,r,Strings Without Content,tree_sitter_node,string_close,1
