case_id,language,case_name,failure_atom,value
25,r,Lambda Function,ASYNC,false
25,r,Lambda Function,GENERIC,false
25,r,Lambda Function,RELATION,false
25,r,Lambda Function,FIELD,false
25,r,Lambda Function,SEMANTIC_LOWERING,false
25,r,Lambda Function,UAST_VALIDATION,false
26,r,Relational,LEXER,false
26,r,Relational,PARSER,true
26,r,Relational,DECLARATION,false
26,r,Relational,EXPRESSION,true
26,r,Relational,TYPE,false
26,r,Relational,CONTROL_FLOW,false
26,r,Relational,CONTAINER,false
26,r,Relational,INDEX_SLICE,false
26,r,Relational,CALL,false
26,r,Relational,FUNCTION,false
26,r,Relational,CLOSURE,false
26,r,Relational,AGGREGATE,false
26,r,Relational,COMPREHENSION,false
26,r,Relational,PATTERN,false
26,r,Relational,EXCEPTION,false
26,r,Relational,ASYNC,false
26,r,Relational,GENERIC,false
26,r,Relational,RELATION,false
26,r,Relational,FIELD,false
26,r,Relational,SEMANTIC_LOWERING,false
26,r,Relational,UAST_VALIDATION,false
27,r,Arithmetic Operator,LEXER,false
27,r,Arithmetic Operator,PARSER,true
27,r,Arithmetic Operator,DECLARATION,false
27,r,Arithmetic Operator,EXPRESSION,true
27,r,Arithmetic Operator,TYPE,false
27,r,Arithmetic Operator,CONTROL_FLOW,false
27,r,Arithmetic Operator,CONTAINER,false
27,r,Arithmetic Operator,INDEX_SLICE,false
27,r,Arithmetic Operator,CALL,false
27,r,Arithmetic Operator,FUNCTION,false
27,r,Arithmetic Operator,CLOSURE,false
27,r,Arithmetic Operator,AGGREGATE,false
27,r,Arithmetic Operator,COMPREHENSION,false
27,r,Arithmetic Operator,PATTERN,false
27,r,Arithmetic Operator,EXCEPTION,false
27,r,Arithmetic Operator,ASYNC,false
27,r,Arithmetic Operator,GENERIC,false
27,r,Arithmetic Operator,RELATION,false
27,r,Arithmetic Operator,FIELD,false
27,r,Arithmetic Operator,SEMANTIC_LOWERING,false
27,r,Arithmetic Operator,UAST_VALIDATION,false
29,r,Unary Operators,LEXER,false
29,r,Unary Operators,PARSER,true
29,r,Unary Operators,DECLARATION,false
29,r,Unary Operators,EXPRESSION,true
29,r,Unary Operators,TYPE,false
29,r,Unary Operators,CONTROL_FLOW,false
29,r,Unary Operators,CONTAINER,false
29,r,Unary Operators,INDEX_SLICE,false
29,r,Unary Operators,CALL,true
29,r,Unary Operators,FUNCTION,false
29,r,Unary Operators,CLOSURE,false
29,r,Unary Operators,AGGREGATE,false
29,r,Unary Operators,COMPREHENSION,false
29,r,Unary Operators,PATTERN,false
29,r,Unary Operators,EXCEPTION,false
29,r,Unary Operators,ASYNC,false
29,r,Unary Operators,GENERIC,false
29,r,Unary Operators,RELATION,false
29,r,Unary Operators,FIELD,false
29,r,Unary Operators,SEMANTIC_LOWERING,false
29,r,Unary Operators,UAST_VALIDATION,false
30,r,Operator precedence,LEXER,false
30,r,Operator precedence,PARSER,true
30,r,Operator precedence,DECLARATION,false
30,r,Operator precedence,EXPRESSION,true
30,r,Operator precedence,TYPE,false
30,r,Operator precedence,CONTROL_FLOW,false
30,r,Operator precedence,CONTAINER,false
30,r,Operator precedence,INDEX_SLICE,false
30,r,Operator precedence,CALL,true
30,r,Operator precedence,FUNCTION,false
30,r,Operator precedence,CLOSURE,false
30,r,Operator precedence,AGGREGATE,false
30,r,Operator precedence,COMPREHENSION,false
30,r,Operator precedence,PATTERN,false
30,r,Operator precedence,EXCEPTION,false
30,r,Operator precedence,ASYNC,false
30,r,Operator precedence,GENERIC,false
30,r,Operator precedence,RELATION,false
30,r,Operator precedence,FIELD,false
30,r,Operator precedence,SEMANTIC_LOWERING,false
30,r,Operator precedence,UAST_VALIDATION,false
31,r,Specials,LEXER,false
31,r,Specials,PARSER,true
31,r,Specials,DECLARATION,false
31,r,Specials,EXPRESSION,true
31,r,Specials,TYPE,false
31,r,Specials,CONTROL_FLOW,false
31,r,Specials,CONTAINER,false
31,r,Specials,INDEX_SLICE,false
31,r,Specials,CALL,false
31,r,Specials,FUNCTION,false
31,r,Specials,CLOSURE,false
31,r,Specials,AGGREGATE,false
31,r,Specials,COMPREHENSION,false
31,r,Specials,PATTERN,false
31,r,Specials,EXCEPTION,false
31,r,Specials,ASYNC,false
31,r,Specials,GENERIC,false
31,r,Specials,RELATION,false
31,r,Specials,FIELD,false
31,r,Specials,SEMANTIC_LOWERING,false
31,r,Specials,UAST_VALIDATION,false
32,r,Pipe,LEXER,false
32,r,Pipe,PARSER,true
32,r,Pipe,DECLARATION,false
32,r,Pipe,EXPRESSION,true
32,r,Pipe,TYPE,false
32,r,Pipe,CONTROL_FLOW,false
32,r,Pipe,CONTAINER,false
32,r,Pipe,INDEX_SLICE,false
32,r,Pipe,CALL,true
32,r,Pipe,FUNCTION,true
32,r,Pipe,CLOSURE,false
32,r,Pipe,AGGREGATE,false
32,r,Pipe,COMPREHENSION,false
32,r,Pipe,PATTERN,false
32,r,Pipe,EXCEPTION,false
32,r,Pipe,ASYNC,false
32,r,Pipe,GENERIC,false
32,r,Pipe,RELATION,false
32,r,Pipe,FIELD,false
32,r,Pipe,SEMANTIC_LOWERING,false
32,r,Pipe,UAST_VALIDATION,false
33,r,Pipe Placeholder,LEXER,false
33,r,Pipe Placeholder,PARSER,true
33,r,Pipe Placeholder,DECLARATION,false
33,r,Pipe Placeholder,EXPRESSION,true
33,r,Pipe Placeholder,TYPE,false
33,r,Pipe Placeholder,CONTROL_FLOW,false
33,r,Pipe Placeholder,CONTAINER,false
33,r,Pipe Placeholder,INDEX_SLICE,false
33,r,Pipe Placeholder,CALL,true
33,r,Pipe Placeholder,FUNCTION,false
33,r,Pipe Placeholder,CLOSURE,false
33,r,Pipe Placeholder,AGGREGATE,false
33,r,Pipe Placeholder,COMPREHENSION,false
33,r,Pipe Placeholder,PATTERN,false
33,r,Pipe Placeholder,EXCEPTION,false
33,r,Pipe Placeholder,ASYNC,false
33,r,Pipe Placeholder,GENERIC,false
33,r,Pipe Placeholder,RELATION,false
33,r,Pipe Placeholder,FIELD,false
33,r,Pipe Placeholder,SEMANTIC_LOWERING,false
33,r,Pipe Placeholder,UAST_VALIDATION,false
34,r,Subset,LEXER,false
34,r,Subset,PARSER,true
34,r,Subset,DECLARATION,false
34,r,Subset,EXPRESSION,true
34,r,Subset,TYPE,false
34,r,Subset,CONTROL_FLOW,false
34,r,Subset,CONTAINER,false
34,r,Subset,INDEX_SLICE,false
34,r,Subset,CALL,true
34,r,Subset,FUNCTION,false
34,r,Subset,CLOSURE,false
34,r,Subset,AGGREGATE,false
34,r,Subset,COMPREHENSION,false
34,r,Subset,PATTERN,false
34,r,Subset,EXCEPTION,false
34,r,Subset,ASYNC,false
34,r,Subset,GENERIC,false
34,r,Subset,RELATION,false
34,r,Subset,FIELD,false
34,r,Subset,SEMANTIC_LOWERING,false
34,r,Subset,UAST_VALIDATION,false
35,r,Subset2,LEXER,false
35,r,Subset2,PARSER,true
35,r,Subset2,DECLARATION,false
35,r,Subset2,EXPRESSION,true
35,r,Subset2,TYPE,false
35,r,Subset2,CONTROL_FLOW,false
35,r,Subset2,CONTAINER,false
35,r,Subset2,INDEX_SLICE,false
35,r,Subset2,CALL,true
35,r,Subset2,FUNCTION,false
35,r,Subset2,CLOSURE,false
35,r,Subset2,AGGREGATE,false
35,r,Subset2,COMPREHENSION,false
35,r,Subset2,PATTERN,false
35,r,Subset2,EXCEPTION,false
35,r,Subset2,ASYNC,false
35,r,Subset2,GENERIC,false
35,r,Subset2,RELATION,false
35,r,Subset2,FIELD,false
35,r,Subset2,SEMANTIC_LOWERING,false
35,r,Subset2,UAST_VALIDATION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),LEXER,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),PARSER,true
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),DECLARATION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),EXPRESSION,true
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),TYPE,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),CONTROL_FLOW,true
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),CONTAINER,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),INDEX_SLICE,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),CALL,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),FUNCTION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),CLOSURE,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),AGGREGATE,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),COMPREHENSION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),PATTERN,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),EXCEPTION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),ASYNC,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),GENERIC,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),RELATION,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),FIELD,true
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),SEMANTIC_LOWERING,false
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),UAST_VALIDATION,false
48,r,Switch,LEXER,false
48,r,Switch,PARSER,true
48,r,Switch,DECLARATION,false
48,r,Switch,EXPRESSION,false
48,r,Switch,TYPE,false
48,r,Switch,CONTROL_FLOW,false
48,r,Switch,CONTAINER,false
48,r,Switch,INDEX_SLICE,false
48,r,Switch,CALL,true
48,r,Switch,FUNCTION,true
48,r,Switch,CLOSURE,false
48,r,Switch,AGGREGATE,false
48,r,Switch,COMPREHENSION,false
48,r,Switch,PATTERN,false
48,r,Switch,EXCEPTION,false
48,r,Switch,ASYNC,false
48,r,Switch,GENERIC,false
48,r,Switch,RELATION,false
48,r,Switch,FIELD,true
48,r,Switch,SEMANTIC_LOWERING,false
48,r,Switch,UAST_VALIDATION,false
50,r,Dollar No RHS,LEXER,false
50,r,Dollar No RHS,PARSER,true
50,r,Dollar No RHS,DECLARATION,false
50,r,Dollar No RHS,EXPRESSION,true
50,r,Dollar No RHS,TYPE,false
50,r,Dollar No RHS,CONTROL_FLOW,false
50,r,Dollar No RHS,CONTAINER,false
50,r,Dollar No RHS,INDEX_SLICE,false
50,r,Dollar No RHS,CALL,false
50,r,Dollar No RHS,FUNCTION,false
50,r,Dollar No RHS,CLOSURE,false
50,r,Dollar No RHS,AGGREGATE,false
50,r,Dollar No RHS,COMPREHENSION,false
50,r,Dollar No RHS,PATTERN,false
50,r,Dollar No RHS,EXCEPTION,false
50,r,Dollar No RHS,ASYNC,false
50,r,Dollar No RHS,GENERIC,false
50,r,Dollar No RHS,RELATION,false
50,r,Dollar No RHS,FIELD,true
50,r,Dollar No RHS,SEMANTIC_LOWERING,false
50,r,Dollar No RHS,UAST_VALIDATION,false
52,r,Slot No RHS,LEXER,false
52,r,Slot No RHS,PARSER,true
52,r,Slot No RHS,DECLARATION,false
52,r,Slot No RHS,EXPRESSION,true
52,r,Slot No RHS,TYPE,false
52,r,Slot No RHS,CONTROL_FLOW,false
52,r,Slot No RHS,CONTAINER,false
52,r,Slot No RHS,INDEX_SLICE,false
52,r,Slot No RHS,CALL,false
52,r,Slot No RHS,FUNCTION,false
52,r,Slot No RHS,CLOSURE,false
52,r,Slot No RHS,AGGREGATE,false
52,r,Slot No RHS,COMPREHENSION,false
52,r,Slot No RHS,PATTERN,false
52,r,Slot No RHS,EXCEPTION,false
52,r,Slot No RHS,ASYNC,false
52,r,Slot No RHS,GENERIC,false
52,r,Slot No RHS,RELATION,false
52,r,Slot No RHS,FIELD,true
52,r,Slot No RHS,SEMANTIC_LOWERING,false
52,r,Slot No RHS,UAST_VALIDATION,false
53,r,Namespace get,LEXER,false
53,r,Namespace get,PARSER,true
53,r,Namespace get,DECLARATION,false
53,r,Namespace get,EXPRESSION,true
53,r,Namespace get,TYPE,false
53,r,Namespace get,CONTROL_FLOW,false
53,r,Namespace get,CONTAINER,false
53,r,Namespace get,INDEX_SLICE,false
53,r,Namespace get,CALL,true
53,r,Namespace get,FUNCTION,true
53,r,Namespace get,CLOSURE,false
53,r,Namespace get,AGGREGATE,false
53,r,Namespace get,COMPREHENSION,false
53,r,Namespace get,PATTERN,false
53,r,Namespace get,EXCEPTION,false
53,r,Namespace get,ASYNC,false
53,r,Namespace get,GENERIC,false
53,r,Namespace get,RELATION,false
53,r,Namespace get,FIELD,true
53,r,Namespace get,SEMANTIC_LOWERING,false
53,r,Namespace get,UAST_VALIDATION,false
54,r,Namespace get internal,LEXER,false
54,r,Namespace get internal,PARSER,true
54,r,Namespace get internal,DECLARATION,false
54,r,Namespace get internal,EXPRESSION,true
54,r,Namespace get internal,TYPE,false
54,r,Namespace get internal,CONTROL_FLOW,false
54,r,Namespace get internal,CONTAINER,false
54,r,Namespace get internal,INDEX_SLICE,false
54,r,Namespace get internal,CALL,true
54,r,Namespace get internal,FUNCTION,true
54,r,Namespace get internal,CLOSURE,false
54,r,Namespace get internal,AGGREGATE,false
54,r,Namespace get internal,COMPREHENSION,false
54,r,Namespace get internal,PATTERN,false
54,r,Namespace get internal,EXCEPTION,false
54,r,Namespace get internal,ASYNC,false
54,r,Namespace get internal,GENERIC,false
54,r,Namespace get internal,RELATION,false
54,r,Namespace get internal,FIELD,true
54,r,Namespace get internal,SEMANTIC_LOWERING,false
54,r,Namespace get internal,UAST_VALIDATION,false
55,r,Namespace With Missing RHS,LEXER,false
55,r,Namespace With Missing RHS,PARSER,true
55,r,Namespace With Missing RHS,DECLARATION,false
55,r,Namespace With Missing RHS,EXPRESSION,true
55,r,Namespace With Missing RHS,TYPE,false
55,r,Namespace With Missing RHS,CONTROL_FLOW,false
55,r,Namespace With Missing RHS,CONTAINER,false
55,r,Namespace With Missing RHS,INDEX_SLICE,false
55,r,Namespace With Missing RHS,CALL,true
55,r,Namespace With Missing RHS,FUNCTION,true
55,r,Namespace With Missing RHS,CLOSURE,false
55,r,Namespace With Missing RHS,AGGREGATE,false
55,r,Namespace With Missing RHS,COMPREHENSION,false
55,r,Namespace With Missing RHS,PATTERN,false
55,r,Namespace With Missing RHS,EXCEPTION,false
55,r,Namespace With Missing RHS,ASYNC,false
55,r,Namespace With Missing RHS,GENERIC,false
55,r,Namespace With Missing RHS,RELATION,false
55,r,Namespace With Missing RHS,FIELD,true
55,r,Namespace With Missing RHS,SEMANTIC_LOWERING,false
55,r,Namespace With Missing RHS,UAST_VALIDATION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",LEXER,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",PARSER,true
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",DECLARATION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",EXPRESSION,true
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",TYPE,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",CONTROL_FLOW,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",CONTAINER,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",INDEX_SLICE,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",CALL,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",FUNCTION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",CLOSURE,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",AGGREGATE,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",COMPREHENSION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",PATTERN,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",EXCEPTION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",ASYNC,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",GENERIC,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",RELATION,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",FIELD,true
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",SEMANTIC_LOWERING,false
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",UAST_VALIDATION,false
57,r,Assignment,LEXER,false
57,r,Assignment,PARSER,true
57,r,Assignment,DECLARATION,false
57,r,Assignment,EXPRESSION,true
57,r,Assignment,TYPE,false
57,r,Assignment,CONTROL_FLOW,false
57,r,Assignment,CONTAINER,false
57,r,Assignment,INDEX_SLICE,false
57,r,Assignment,CALL,true
57,r,Assignment,FUNCTION,true
57,r,Assignment,CLOSURE,false
57,r,Assignment,AGGREGATE,false
57,r,Assignment,COMPREHENSION,false
57,r,Assignment,PATTERN,false
57,r,Assignment,EXCEPTION,false
57,r,Assignment,ASYNC,false
57,r,Assignment,GENERIC,false
57,r,Assignment,RELATION,false
57,r,Assignment,FIELD,true
57,r,Assignment,SEMANTIC_LOWERING,false
57,r,Assignment,UAST_VALIDATION,false
58,r,Calls,LEXER,false
58,r,Calls,PARSER,true
58,r,Calls,DECLARATION,false
58,r,Calls,EXPRESSION,true
58,r,Calls,TYPE,false
58,r,Calls,CONTROL_FLOW,false
58,r,Calls,CONTAINER,false
58,r,Calls,INDEX_SLICE,false
58,r,Calls,CALL,true
58,r,Calls,FUNCTION,true
58,r,Calls,CLOSURE,false
58,r,Calls,AGGREGATE,false
58,r,Calls,COMPREHENSION,false
58,r,Calls,PATTERN,false
58,r,Calls,EXCEPTION,false
58,r,Calls,ASYNC,false
58,r,Calls,GENERIC,false
58,r,Calls,RELATION,false
58,r,Calls,FIELD,true
58,r,Calls,SEMANTIC_LOWERING,false
58,r,Calls,UAST_VALIDATION,false
59,r,Calls With NULL As Argument Name,LEXER,false
59,r,Calls With NULL As Argument Name,PARSER,true
59,r,Calls With NULL As Argument Name,DECLARATION,false
59,r,Calls With NULL As Argument Name,EXPRESSION,true
59,r,Calls With NULL As Argument Name,TYPE,false
59,r,Calls With NULL As Argument Name,CONTROL_FLOW,false
59,r,Calls With NULL As Argument Name,CONTAINER,false
59,r,Calls With NULL As Argument Name,INDEX_SLICE,false
59,r,Calls With NULL As Argument Name,CALL,true
59,r,Calls With NULL As Argument Name,FUNCTION,true
59,r,Calls With NULL As Argument Name,CLOSURE,false
59,r,Calls With NULL As Argument Name,AGGREGATE,false
59,r,Calls With NULL As Argument Name,COMPREHENSION,false
59,r,Calls With NULL As Argument Name,PATTERN,false
59,r,Calls With NULL As Argument Name,EXCEPTION,false
59,r,Calls With NULL As Argument Name,ASYNC,false
59,r,Calls With NULL As Argument Name,GENERIC,false
59,r,Calls With NULL As Argument Name,RELATION,false
59,r,Calls With NULL As Argument Name,FIELD,true
59,r,Calls With NULL As Argument Name,SEMANTIC_LOWERING,false
59,r,Calls With NULL As Argument Name,UAST_VALIDATION,false
60,r,Calls With `return` As Argument Name,LEXER,false
60,r,Calls With `return` As Argument Name,PARSER,true
60,r,Calls With `return` As Argument Name,DECLARATION,false
60,r,Calls With `return` As Argument Name,EXPRESSION,true
60,r,Calls With `return` As Argument Name,TYPE,false
60,r,Calls With `return` As Argument Name,CONTROL_FLOW,false
60,r,Calls With `return` As Argument Name,CONTAINER,false
60,r,Calls With `return` As Argument Name,INDEX_SLICE,false
60,r,Calls With `return` As Argument Name,CALL,true
60,r,Calls With `return` As Argument Name,FUNCTION,true
60,r,Calls With `return` As Argument Name,CLOSURE,false
60,r,Calls With `return` As Argument Name,AGGREGATE,false
60,r,Calls With `return` As Argument Name,COMPREHENSION,false
60,r,Calls With `return` As Argument Name,PATTERN,false
60,r,Calls With `return` As Argument Name,EXCEPTION,false
60,r,Calls With `return` As Argument Name,ASYNC,false
60,r,Calls With `return` As Argument Name,GENERIC,false
60,r,Calls With `return` As Argument Name,RELATION,false
60,r,Calls With `return` As Argument Name,FIELD,true
60,r,Calls With `return` As Argument Name,SEMANTIC_LOWERING,false
60,r,Calls With `return` As Argument Name,UAST_VALIDATION,false
61,r,`return` Is Just An Identifier,LEXER,false
61,r,`return` Is Just An Identifier,PARSER,true
61,r,`return` Is Just An Identifier,DECLARATION,false
61,r,`return` Is Just An Identifier,EXPRESSION,false
61,r,`return` Is Just An Identifier,TYPE,false
61,r,`return` Is Just An Identifier,CONTROL_FLOW,false
61,r,`return` Is Just An Identifier,CONTAINER,false
61,r,`return` Is Just An Identifier,INDEX_SLICE,false
61,r,`return` Is Just An Identifier,CALL,true
61,r,`return` Is Just An Identifier,FUNCTION,true
61,r,`return` Is Just An Identifier,CLOSURE,false
61,r,`return` Is Just An Identifier,AGGREGATE,false
61,r,`return` Is Just An Identifier,COMPREHENSION,false
61,r,`return` Is Just An Identifier,PATTERN,false
61,r,`return` Is Just An Identifier,EXCEPTION,false
61,r,`return` Is Just An Identifier,ASYNC,false
61,r,`return` Is Just An Identifier,GENERIC,false
61,r,`return` Is Just An Identifier,RELATION,false
61,r,`return` Is Just An Identifier,FIELD,true
61,r,`return` Is Just An Identifier,SEMANTIC_LOWERING,false
61,r,`return` Is Just An Identifier,UAST_VALIDATION,false
66,r,Help Operator,LEXER,false
66,r,Help Operator,PARSER,true
66,r,Help Operator,DECLARATION,false
66,r,Help Operator,EXPRESSION,true
66,r,Help Operator,TYPE,false
66,r,Help Operator,CONTROL_FLOW,false
66,r,Help Operator,CONTAINER,false
66,r,Help Operator,INDEX_SLICE,false
66,r,Help Operator,CALL,false
66,r,Help Operator,FUNCTION,false
66,r,Help Operator,CLOSURE,false
66,r,Help Operator,AGGREGATE,false
66,r,Help Operator,COMPREHENSION,false
66,r,Help Operator,PATTERN,false
66,r,Help Operator,EXCEPTION,false
66,r,Help Operator,ASYNC,false
66,r,Help Operator,GENERIC,false
66,r,Help Operator,RELATION,false
66,r,Help Operator,FIELD,true
66,r,Help Operator,SEMANTIC_LOWERING,false
66,r,Help Operator,UAST_VALIDATION,false
67,r,Complex Expressions,LEXER,false
67,r,Complex Expressions,PARSER,true
67,r,Complex Expressions,DECLARATION,false
67,r,Complex Expressions,EXPRESSION,true
67,r,Complex Expressions,TYPE,false
67,r,Complex Expressions,CONTROL_FLOW,true
67,r,Complex Expressions,CONTAINER,false
67,r,Complex Expressions,INDEX_SLICE,false
67,r,Complex Expressions,CALL,true
67,r,Complex Expressions,FUNCTION,true
67,r,Complex Expressions,CLOSURE,false
67,r,Complex Expressions,AGGREGATE,false
67,r,Complex Expressions,COMPREHENSION,false
67,r,Complex Expressions,PATTERN,false
67,r,Complex Expressions,EXCEPTION,false
67,r,Complex Expressions,ASYNC,false
67,r,Complex Expressions,GENERIC,false
67,r,Complex Expressions,RELATION,false
67,r,Complex Expressions,FIELD,true
67,r,Complex Expressions,SEMANTIC_LOWERING,false
67,r,Complex Expressions,UAST_VALIDATION,false
68,r,Precedence Tests,LEXER,false
68,r,Precedence Tests,PARSER,true
68,r,Precedence Tests,DECLARATION,false
68,r,Precedence Tests,EXPRESSION,true
68,r,Precedence Tests,TYPE,false
68,r,Precedence Tests,CONTROL_FLOW,false
68,r,Precedence Tests,CONTAINER,false
68,r,Precedence Tests,INDEX_SLICE,false
68,r,Precedence Tests,CALL,false
68,r,Precedence Tests,FUNCTION,false
68,r,Precedence Tests,CLOSURE,false
68,r,Precedence Tests,AGGREGATE,false
68,r,Precedence Tests,COMPREHENSION,false
68,r,Precedence Tests,PATTERN,false
68,r,Precedence Tests,EXCEPTION,false
68,r,Precedence Tests,ASYNC,false
68,r,Precedence Tests,GENERIC,false
68,r,Precedence Tests,RELATION,false
68,r,Precedence Tests,FIELD,true
68,r,Precedence Tests,SEMANTIC_LOWERING,false
68,r,Precedence Tests,UAST_VALIDATION,false
74,r,Identifiers,LEXER,false
74,r,Identifiers,PARSER,true
74,r,Identifiers,DECLARATION,false
74,r,Identifiers,EXPRESSION,false
74,r,Identifiers,TYPE,false
74,r,Identifiers,CONTROL_FLOW,false
74,r,Identifiers,CONTAINER,false
74,r,Identifiers,INDEX_SLICE,false
74,r,Identifiers,CALL,false
74,r,Identifiers,FUNCTION,false
74,r,Identifiers,CLOSURE,false
