language_id,normalized_signature,known_pattern_match,observed,package_count,file_count,occurrences,ecosystems
julia,"@ID ID ( ID ) == ( NUM , NUM )",1,1,4,20,82,github
julia,@ID ID ( ID ) == = ID,1,1,4,17,65,github
julia,@ID ID ( ID ) == ID ( ID ),1,1,4,31,60,github
julia,@ID ID ( ID ) isa ID,1,1,4,11,24,github
julia,"@ID ID ( ID , ID )",1,1,4,31,113,github
julia,@ID ID ( ID . ID ),1,1,4,12,82,github
julia,@ID ID . ID ( ID ) == ID,1,1,4,8,16,github
julia,@ID ID . ID == ID,1,1,4,11,39,github
julia,@ID ID . ID isa ID,1,1,4,16,36,github
julia,@ID ID == = ID,1,1,4,11,23,github
julia,@ID ID == ID,1,1,4,35,342,github
julia,@ID ID == STR,1,1,4,8,67,github
julia,@ID ID ID ( ID ),1,1,4,25,57,github
julia,@ID ID begin,1,1,4,12,30,github
julia,@ID ID isa ID,1,1,4,43,147,github
julia,@ID ID isa ID . ID,1,1,4,19,46,github
julia,@ID begin,1,1,4,23,43,github
julia,ID ( ID ) && return ID,0,1,4,13,21,github
julia,"ID ( ID , ID ) || return ID",0,1,4,6,7,github
julia,ID ( ID :: ID ) = ID,1,1,4,16,22,github
julia,ID ( ID :: ID ) = ID ( ID ),1,1,4,11,17,github
julia,ID ( ID :: ID ) = ID ( ID . ID ),1,1,4,8,16,github
julia,ID . @ID ID begin,1,1,4,5,7,github
julia,ID . ID ( :: ID ) = ID,1,1,4,7,12,github
julia,ID . ID ( ID :: ID ) = ID,1,1,4,11,18,github
julia,ID . ID ( ID :: ID ) = ID ( ID ( ID ) ),1,1,4,8,15,github
julia,ID . ID ( ID :: ID ) = ID ( ID . ID ),1,1,4,7,12,github
julia,ID . ID ( ID :: ID ) = ID . ID,1,1,4,17,21,github
julia,ID . ID [ ID ] = ID,0,1,4,5,14,github
julia,"ID :: ID ,",0,1,4,34,221,github
julia,"ID :: ID = NUM ,",0,1,4,9,36,github
julia,"ID :: ID { ID , ID }",0,1,4,8,51,github
julia,ID = ID . ID [ NUM ],0,1,4,13,25,github
julia,ID = [ ID ],0,1,4,7,16,github
julia,"ID = [ NUM , NUM , NUM ]",0,1,4,15,43,github
julia,ID == = ID && continue,0,1,4,5,10,github
julia,ID == NUM && return ID,0,1,4,6,8,github
julia,ID > using ID,1,1,4,25,73,github
julia,ID ID : [ ID ] ( @ID ),1,1,4,6,12,github
julia,NUM NUM ],0,1,4,4,23,github
julia,abstract type ID end,0,1,4,13,14,github
julia,const ID = ID,1,1,4,21,41,github
julia,const ID = ID ( ),1,1,4,9,12,github
julia,const ID = STR,1,1,4,19,42,github
julia,elseif ID == ID,0,1,4,5,5,github
julia,elseif ID == NUM,0,1,4,10,12,github
julia,elseif ID isa ID,0,1,4,26,32,github
julia,elseif ID isa ID . ID,0,1,4,9,11,github
julia,"export ID , ID",0,1,4,6,10,github
julia,"export ID , ID , ID",0,1,4,4,5,github
julia,"for ( ID , ID ) in ID ( ID , ID )",1,1,4,22,26,github
julia,"for ( ID , ID ) in ID ( ID . ID )",1,1,4,8,8,github
julia,"for ( ID , ID ) in ID . ID",1,1,4,5,8,github
julia,for ID in NUM : NUM,1,1,4,20,54,github
julia,"for ID in [ ID , ID ]",1,1,4,10,12,github
julia,function ID ( ; ID ... ),1,1,4,7,7,github
julia,"function ID ( ID , ID :: ID )",1,1,4,8,11,github
julia,"function ID ( ID :: ID ,",1,1,4,17,40,github
julia,"function ID ( ID :: ID , ID , ID )",1,1,4,7,7,github
julia,function ID ( ID :: ID . ID ),1,1,4,12,23,github
julia,function ID end,1,1,4,17,50,github
julia,"if ! ID ( ID , ID )",1,1,4,18,23,github
julia,if ID ( ID ) > NUM,1,1,4,14,21,github
julia,"if ID ( ID , : ID )",1,1,4,7,8,github
julia,if ID == STR,1,1,4,10,19,github
julia,if ID in ID,1,1,4,10,17,github
julia,"import ID , ID , ID",1,1,4,7,7,github
julia,import ID . ID : ID,1,1,4,19,37,github
julia,import ID : ID,1,1,4,12,14,github
julia,"macro ID ( ID , ID )",1,1,4,5,7,github
julia,"return ID ( ID , ID , ID )",0,1,4,16,21,github
julia,"return ID ( ID , ID , ID , ID )",0,1,4,9,16,github
julia,return ID . ID,0,1,4,12,12,github
julia,struct ID < : ID,1,1,4,8,20,github
julia,"using ID , ID , ID , ID",1,1,4,11,11,github
julia,using ID : ID,1,1,4,66,200,github
julia,"using ID : ID , ID , ID , ID",1,1,4,10,11,github
julia,- ID :: ID : ID ID ID ID ID .,0,1,3,5,6,github
julia,@ID ! ID ( ID ),1,1,3,11,16,github
julia,"@ID ! ID ( ID , : ID )",1,1,3,9,17,github
julia,@ID (,1,1,3,4,11,github
julia,@ID ( ID ),1,1,3,7,9,github
julia,@ID ID ( ID ( ID ) ),1,1,3,9,60,github
julia,@ID ID ( ID ( ID ) ) == ID,1,1,3,9,15,github
julia,@ID ID ( ID ( ID ) ) == NUM,1,1,3,6,7,github
julia,@ID ID ( ID ) == ID,1,1,3,26,69,github
julia,@ID ID ( ID ) ID,1,1,3,6,9,github
julia,@ID ID ( ID ) ID ( ID ),1,1,3,10,18,github
julia,@ID ID ( ID ) isa ID . ID,1,1,3,5,5,github
julia,@ID ID ( ID ) isa ID { ID },1,1,3,9,16,github
julia,"@ID ID ( ID , ID ) == ID",1,1,3,7,17,github
julia,"@ID ID ( ID , NUM ) == ID",1,1,3,6,8,github
julia,"@ID ID ( ID , STR )",1,1,3,7,8,github
julia,@ID ID ( ID . ID ) == ID,1,1,3,10,122,github
julia,@ID ID ( ID [ NUM ] ) == NUM,1,1,3,5,16,github
julia,"@ID ID ( STR , ID )",1,1,3,5,66,github
julia,@ID ID . ID ( ID ),1,1,3,9,32,github
julia,@ID ID . ID ( ID ) == = ID,1,1,3,4,14,github
julia,"@ID ID . ID ( ID , ID )",1,1,3,8,16,github
julia,@ID ID . ID . ID == ID . ID . ID,1,1,3,4,5,github
julia,@ID ID . ID . ID == STR,1,1,3,5,11,github
julia,@ID ID . ID == = ID,1,1,3,13,79,github
julia,@ID ID . ID == ID . ID,1,1,3,13,122,github
julia,@ID ID . ID ID . ID,1,1,3,8,15,github
julia,@ID ID > NUM,1,1,3,8,16,github
julia,@ID ID ID,1,1,3,42,140,github
julia,@ID ID [ NUM ] isa ID,1,1,3,4,15,github
julia,@ID ID [ ] == NUM,1,1,3,4,12,github
julia,@ID ID isa ID { ID },1,1,3,15,49,github
julia,@ID function ID ( ID :: ID ),1,1,3,5,6,github
julia,@ID using ID,1,1,3,4,7,github
julia,ID && return ID,0,1,3,6,9,github
julia,ID ( ) do ID,1,1,3,3,3,github
julia,ID ( :: ID ) = ID,1,1,3,9,22,github
julia,ID ( ID ) && continue,0,1,3,4,8,github
julia,ID ( ID ) do,1,1,3,6,86,github
julia,ID ( ID ) || return ID,0,1,3,9,15,github
julia,ID ( ID :: ID ) = ID . ID,1,1,3,6,8,github
julia,"ID ( ID :: ID , ID )",0,1,3,7,13,github
julia,"ID ( ID :: ID , ID :: ID )",0,1,3,7,14,github
julia,"ID ( ID :: ID , ID :: ID ) =",1,1,3,9,13,github
julia,ID . ID ( :: type { < : ID } ) = ID,1,1,3,4,9,github
julia,ID . ID ( :: type { ID } ) = ID,1,1,3,4,14,github
julia,"ID . ID ( ID :: ID , ID :: ID ) =",1,1,3,11,24,github
julia,ID . ID [ ] = ID,0,1,3,4,5,github
julia,ID :: ID ;,0,1,3,17,48,github
julia,"ID :: ID = ID ( ) ,",0,1,3,3,4,github
julia,ID :: ID = ID ),0,1,3,9,37,github
julia,"ID :: ID = STR ,",0,1,3,3,11,github
julia,"ID :: ID { ID , ID , ID } = ID ,",0,1,3,5,11,github
julia,"ID :: ID { ID , ID } ,",0,1,3,9,18,github
julia,"ID :: ID { ID , ID } = ID ,",0,1,3,7,21,github
julia,ID = ID ( ID ) [ NUM ],0,1,3,8,10,github
julia,"ID = ID ( ID , ID ) do ID , ID",1,1,3,3,5,github
julia,ID = ID ( ID [ ID ] ),0,1,3,9,18,github
julia,ID = ID ( ID [ NUM ] ),0,1,3,21,51,github
julia,ID = ID . ID [ ],0,1,3,3,4,github
julia,ID = ID == = ID ? ID : ID,0,1,3,4,5,github
julia,ID = ID [ : ID ],0,1,3,4,7,github
julia,"ID = ID [ ID , ID ]",0,1,3,8,10,github
julia,ID = ID [ NUM : NUM ],0,1,3,5,6,github
julia,"ID = ID { ID , ID } [ ]",0,1,3,3,6,github
julia,ID = ID { ID . ID } ( ),0,1,3,4,5,github
julia,ID = ID { ID } ( ID ),0,1,3,4,6,github
julia,"ID = ID { ID } ( ID , ID ( ID ) )",0,1,3,13,20,github
julia,"ID = ID { ID } ( ID , ID )",0,1,3,9,32,github
julia,"ID = [ NUM , NUM ]",0,1,3,15,21,github
julia,ID = [ NUM NUM ; NUM NUM ],0,1,3,7,11,github
julia,ID = [ NUM ],0,1,3,8,11,github
julia,ID = if ID isa ID,1,1,3,5,6,github
julia,ID = quote,0,1,3,5,13,github
julia,ID == = ID && return ID,0,1,3,6,10,github
julia,ID ID ID ID in ID ID ID ID ID ID .,0,1,3,4,6,github
julia,ID ID in ID ID .,0,1,3,6,6,github
julia,ID [ : ID ] = ID,0,1,3,3,8,github
julia,ID [ ID ( ID ) ] = ID,0,1,3,5,6,github
julia,ID [ ID ],0,1,3,6,8,github
julia,ID [ ID ] . = ID,0,1,3,4,4,github
julia,ID [ ID ] = ID ( ID [ ID ] ),0,1,3,3,3,github
julia,ID [ NUM ] = ID,0,1,3,5,8,github
julia,ID [ STR ] = STR,0,1,3,10,11,github
julia,ID [ ] + = NUM,0,1,3,6,9,github
julia,ID || return ID,0,1,3,3,4,github
julia,NUM - ID ID { ID } :,0,1,3,24,63,github
julia,] ),0,1,3,4,20,github
julia,const ID = ID . ID ( ),1,1,3,5,5,github
julia,const ID = NUM,1,1,3,10,17,github
julia,elseif ! ID,0,1,3,8,8,github
julia,elseif ID,0,1,3,9,13,github
julia,elseif ID ( ID ),0,1,3,14,25,github
julia,"elseif ID ( ID , ID )",0,1,3,3,5,github
julia,end ),0,1,3,24,37,github
julia,end | > ID,0,1,3,8,8,github
julia,export ID,0,1,3,8,19,github
julia,"export ID , ID , ID , ID",0,1,3,7,7,github
julia,"for ID in ( ID , ID )",1,1,3,19,46,github
julia,for ID in ID ( ID . ID ),1,1,3,8,11,github
julia,for ID in ID . ID,1,1,3,6,8,github
julia,for ID in ID . ID ( ID ),1,1,3,9,15,github
julia,for ID in NUM : ID - NUM,1,1,3,4,7,github
julia,function ID (,1,1,3,24,75,github
julia,"function ID ( ID :: ID , ID :: ID { < : ID } )",1,1,3,4,8,github
julia,"function ID ( ID :: ID . ID , ID )",1,1,3,4,8,github
julia,function ID ( ID :: ID ; ID :: ID = ID ),1,1,3,5,8,github
julia,function ID ( ID ; ID ... ),1,1,3,5,7,github
julia,function ID . ID (,1,1,3,29,99,github
julia,function ID . ID ( ID :: ID ),1,1,3,15,21,github
julia,"function ID . ID ( ID :: ID , ID )",1,1,3,7,8,github
julia,if ! ( ID isa ID ),1,1,3,10,11,github
julia,if ! ID ( ID ( ID ) ),1,1,3,5,7,github
julia,if ID != ID,1,1,3,5,5,github
julia,if ID ( ID ) != NUM,1,1,3,3,5,github
julia,if ID ( ID ) == NUM,1,1,3,21,36,github
julia,if ID . ID ( ),1,1,3,4,10,github
julia,if ID . ID == ID,1,1,3,3,4,github
julia,if ID < ID,1,1,3,4,5,github
julia,if ID < NUM,1,1,3,7,10,github
julia,if ID == - NUM,1,1,3,9,12,github
julia,if ID isa ID . ID,1,1,3,7,7,github
julia,if ID isa ID { ID },1,1,3,5,12,github
julia,local ID,1,1,3,7,14,github
julia,macro ID ( ID ),1,1,3,9,10,github
julia,macro ID ( ID ... ),1,1,3,5,5,github
julia,return ID (,0,1,3,14,21,github
julia,return ID ( ID ( ID ) ),0,1,3,8,11,github
julia,"return ID ( ID , ID ( ID ) )",0,1,3,9,12,github
julia,"return ID , ID , ID",0,1,3,4,13,github
julia,return ID . ID (,0,1,3,10,16,github
julia,return ID . ID ( ),0,1,3,3,11,github
julia,return ID . ID ( ID ),0,1,3,12,16,github
julia,return ID . ID [ NUM ],0,1,3,3,4,github
julia,return ID [ ID ],0,1,3,4,6,github
julia,return STR,0,1,3,8,14,github
julia,return quote,0,1,3,3,3,github
julia,struct ID < : ID end,1,1,3,13,22,github
julia,struct ID end,1,1,3,15,20,github
julia,struct ID { ID < : ID },1,1,3,9,10,github
julia,struct ID { ID },1,1,3,11,15,github
julia,using . ID,1,1,3,3,6,github
julia,"using ID . ID : ID , ID",1,1,3,6,6,github
julia,"using ID : @ID , @ID",1,1,3,14,14,github
julia,"using ID : ID , ID , ID",1,1,3,17,18,github
julia,"using ID : ID , ID , ID , ID , ID",1,1,3,7,7,github
julia,"using ID : ID , ID , ID , ID , ID , ID",1,1,3,4,4,github
julia,"using ID : ID , ID , ID , ID , ID , ID , ID",1,1,3,4,4,github
julia,! ! ! ID STR,1,1,2,2,2,github
julia,( ID :: ID ) ( ID ) = ID . ID * ID,1,1,2,2,2,github
julia,) [ NUM ],0,1,2,2,2,github
julia,") where { ID < : ID , ID < : ID }",1,1,2,2,3,github
julia,) where { ID },1,1,2,6,7,github
julia,- ID :: ID : ID ID ID ID ID ID ID,0,1,2,3,5,github
julia,- ID :: ID : ID ID ID ID ID ID ID ID .,0,1,2,2,2,github
julia,- ID :: ID = ID : ID ID ID ID ID ID ID ID ID .,0,1,2,3,3,github
julia,: ID => [ STR ],0,1,2,2,3,github
julia,:: ID,0,1,2,7,36,github
julia,@ID ! ( ID isa ID ),1,1,2,3,3,github
julia,@ID ! ID,1,1,2,3,5,github
julia,"@ID ! ID ( ID , ID )",1,1,2,5,14,github
julia,"@ID ! ID ( ID , NUM )",1,1,2,6,15,github
julia,"@ID ! ID ( ID , STR )",1,1,2,6,14,github
julia,@ID ! ID ( ID . ID ),1,1,2,2,3,github
julia,"@ID ! ID ( STR , ID )",1,1,2,2,13,github
julia,"@ID ! ID . ID ( ID , ID )",1,1,2,2,3,github
julia,"@ID ,",1,1,2,3,12,github
julia,@ID ID != = ID STR,1,1,2,2,2,github
julia,@ID ID (,1,1,2,7,17,github
julia,"@ID ID ( ID ( ID ) ) == ( NUM , NUM )",1,1,2,5,14,github
julia,@ID ID ( ID ( ID ) ) == = ID,1,1,2,3,8,github
julia,@ID ID ( ID ( ID ) ) == ID ( ID ( ID ) ),1,1,2,3,6,github
julia,@ID ID ( ID ( ID ) ) == ID ( ID ),1,1,2,4,11,github
julia,@ID ID ( ID ( ID ) ) isa ID,1,1,2,2,2,github
julia,@ID ID ( ID ( ID ) ) isa ID { ID },1,1,2,2,2,github
julia,"@ID ID ( ID ( ID ) , ID ( ID ) )",1,1,2,4,22,github
julia,"@ID ID ( ID ( ID ) , ID )",1,1,2,5,9,github
julia,@ID ID ( ID ( ID ) . == NUM ),1,1,2,2,4,github
julia,"@ID ID ( ID ( ID , ID ) )",1,1,2,4,12,github
julia,"@ID ID ( ID ( ID , NUM ) )",1,1,2,2,13,github
julia,@ID ID ( ID ( NUM ) ),1,1,2,2,4,github
julia,@ID ID ( ID ) < : ID . ID,1,1,2,4,6,github
julia,@ID ID ( ID ) == ( ),1,1,2,2,6,github
julia,"@ID ID ( ID ) == ( ID , NUM )",1,1,2,2,2,github
julia,"@ID ID ( ID ) == ( NUM , )",1,1,2,3,8,github
julia,"@ID ID ( ID ) == ( NUM , NUM , NUM )",1,1,2,4,13,github
julia,"@ID ID ( ID ) == ( NUM : NUM , )",1,1,2,2,7,github
julia,@ID ID ( ID ) == = ID . ID,1,1,2,3,5,github
julia,@ID ID ( ID ) == ID ( ),1,1,2,8,17,github
julia,@ID ID ( ID ) == ID ( ID ( ID ) ),1,1,2,2,2,github
julia,@ID ID ( ID ) == ID . ID ( ID ),1,1,2,2,4,github
julia,@ID ID ( ID ) == STR,1,1,2,2,3,github
julia,"@ID ID ( ID ) == [ NUM , NUM , NUM ]",1,1,2,3,13,github
julia,@ID ID ( ID ) ID ID = NUM,1,1,2,4,7,github
julia,@ID ID ( ID ) NUM,1,1,2,2,2,github
julia,@ID ID ( ID ) NUM ID = NUM,1,1,2,3,7,github
julia,"@ID ID ( ID , : ID )",1,1,2,10,18,github
julia,"@ID ID ( ID , ID ( ID ) )",1,1,2,4,7,github
julia,"@ID ID ( ID , ID ( ID , ID ) )",1,1,2,2,3,github
julia,"@ID ID ( ID , ID ) == NUM",1,1,2,3,10,github
julia,"@ID ID ( ID , ID , ID )",1,1,2,2,2,github
julia,"@ID ID ( ID , NUM )",1,1,2,7,15,github
julia,"@ID ID ( ID , NUM ) == NUM",1,1,2,10,55,github
julia,"@ID ID ( ID , STR , STR ) == STR",1,1,2,3,14,github
julia,"@ID ID ( ID -> ID ( ID ) == ID , ID )",1,1,2,3,3,github
julia,@ID ID ( ID . ID ( ID ) ) == NUM,1,1,2,5,20,github
julia,@ID ID ( ID . ID ) == = ID ( ID . ID ),1,1,2,3,4,github
julia,@ID ID ( ID . ID ) == ID ( ID ),1,1,2,2,7,github
julia,@ID ID ( ID . ID ) == NUM,1,1,2,3,5,github
julia,"@ID ID ( ID [ NUM ] , ID [ NUM ] )",1,1,2,2,4,github
julia,@ID ID ( NUM ),1,1,2,2,3,github
julia,@ID ID ( NUM ) . ID == NUM,1,1,2,2,3,github
julia,"@ID ID ( STR , ID ( ID ( ID ) ) )",1,1,2,3,62,github
julia,"@ID ID ( STR , ID ( ID ) )",1,1,2,2,2,github
julia,@ID ID . ID,1,1,2,2,8,github
julia,@ID ID . ID != = ID . ID,1,1,2,10,259,github
julia,@ID ID . ID ( ),1,1,2,2,3,github
julia,@ID ID . ID ( ID ) isa ID { ID },1,1,2,2,2,github
julia,"@ID ID . ID . ID ( ID , ID )",1,1,2,2,3,github
julia,@ID ID . ID == : ID,1,1,2,2,4,github
julia,@ID ID . ID == = : ID,1,1,2,2,3,github
julia,@ID ID . ID == = ID . ID,1,1,2,10,124,github
julia,"@ID ID . ID == [ NUM , NUM , NUM ]",1,1,2,6,55,github
julia,"@ID ID . ID == [ NUM , NUM ]",1,1,2,7,53,github
julia,@ID ID . ID ID,1,1,2,3,6,github
julia,@ID ID . ID isa ID { ID },1,1,2,12,118,github
julia,@ID ID < ID,1,1,2,5,8,github
julia,@ID ID == = STR,1,1,2,2,3,github
julia,@ID ID == ID ( ID ),1,1,2,8,13,github
julia,@ID ID == ID ( ID ) + NUM,1,1,2,3,3,github
julia,"@ID ID == ID ( ID , ID )",1,1,2,2,5,github
julia,@ID ID == ID == ID,1,1,2,5,9,github
julia,@ID ID == NUM,1,1,2,3,12,github
julia,"@ID ID == [ NUM , NUM ]",1,1,2,3,6,github
julia,@ID ID == [ NUM ],1,1,2,3,5,github
julia,@ID ID ID (,1,1,2,6,16,github
julia,@ID ID ID ( ),1,1,2,2,3,github
julia,@ID ID ID ( ID ( NUM ) ),1,1,2,2,2,github
julia,"@ID ID ID ( ID ( NUM ) , ID ( NUM ) )",1,1,2,2,2,github
julia,@ID ID ID ( ID ) ID ( ID ),1,1,2,5,6,github
julia,"@ID ID ID ( ID , : ID )",1,1,2,10,32,github
julia,"@ID ID ID ( ID , ID )",1,1,2,10,52,github
julia,"@ID ID ID ( ID , NUM )",1,1,2,12,96,github
julia,@ID ID ID ( NUM ),1,1,2,4,5,github
julia,@ID ID ID . ID ( ),1,1,2,3,4,github
julia,"@ID ID ID . ID ( ID , ID )",1,1,2,4,12,github
julia,@ID ID ID ID ( ID ),1,1,2,4,4,github
julia,@ID ID ID ID = ID ID = ID,1,1,2,4,10,github
julia,@ID ID ID ID = NUM,1,1,2,4,9,github
julia,"@ID ID ID [ NUM , NUM ]",1,1,2,4,11,github
julia,@ID ID ID [ NUM : NUM ],1,1,2,4,6,github
julia,@ID ID ID [ NUM ],1,1,2,6,20,github
julia,@ID ID ID { ID } ( ID ),1,1,2,2,3,github
julia,@ID ID STR,1,1,2,3,10,github
julia,@ID ID STR begin,1,1,2,2,2,github
julia,@ID ID [ ID ] ID [ ID ],1,1,2,3,6,github
julia,"@ID ID [ NUM , : ] isa ID",1,1,2,3,4,github
julia,@ID ID [ NUM ] == NUM,1,1,2,4,5,github
julia,@ID ID isa ID && ID ( ID ),1,1,2,3,7,github
julia,@ID ID isa ID . ID . ID,1,1,2,2,3,github
julia,@ID ID isa ID . ID { ID },1,1,2,2,3,github
julia,@ID ID isa ID { < : ID },1,1,2,3,4,github
julia,@ID NUM == NUM,1,1,2,2,2,github
julia,@ID STR *,1,1,2,2,5,github
julia,@ID STR ID,1,1,2,3,6,github
julia,@ID STR ID (,1,1,2,3,4,github
julia,@ID STR ID ( ID ),1,1,2,3,6,github
julia,"@ID STR ID = ( ID , ID ( ) )",1,1,2,2,6,github
julia,@ID STR for ID in ID,1,1,2,8,16,github
julia,"@ID for ( ID , ID ) in ID ( ID )",1,1,2,6,18,github
julia,@ID for ID in ID ( ID ),1,1,2,9,14,github
julia,"@ID function ID . ID ( ID :: ID , ID :: ID )",1,1,2,5,12,github
julia,"@ID if ID ( ID , : ID )",1,1,2,2,2,github
julia,@ID if ID . ID ( ),1,1,2,2,2,github
julia,ID && @ID STR,1,1,2,3,3,github
julia,ID && break,0,1,2,2,2,github
julia,ID && continue,0,1,2,2,2,github
julia,ID ( ) :: ID,0,1,2,11,26,github
julia,ID ( :: ID ( ID ) ) = ID,1,1,2,2,17,github
julia,ID ( :: ID ),0,1,2,3,3,github
julia,ID ( :: ID ) = ID ( ),1,1,2,2,2,github
julia,ID ( :: type ) = ID,1,1,2,2,3,github
julia,"ID ( ID ) && return ID ( ID , ID )",0,1,2,3,3,github
julia,ID ( ID ) -> ID,1,1,2,4,4,github
julia,ID ( ID ) == NUM && return ID,1,1,2,4,5,github
julia,ID ( ID ) ? ID : ID,0,1,2,2,3,github
julia,ID ( ID ) [ ID ],0,1,2,3,3,github
julia,ID ( ID ) || continue,0,1,2,3,4,github
julia,"ID ( ID , ID ( ID [ ID ] ) )",0,1,2,2,2,github
julia,"ID ( ID , ID , ID [ ID ] )",0,1,2,3,3,github
julia,"ID ( ID , ID => ID )",0,1,2,4,6,github
julia,"ID ( ID , ID [ ID ] )",0,1,2,6,10,github
julia,"ID ( ID , ID [ ] )",0,1,2,2,2,github
julia,"ID ( ID , STR ) do ID",1,1,2,4,4,github
julia,"ID ( ID , [ ID ] )",0,1,2,3,9,github
julia,ID ( ID :: ID ) =,1,1,2,6,7,github
julia,ID ( ID :: ID ) = ID ( ID ( ID ) ),1,1,2,6,10,github
julia,ID ( ID :: ID ) = ID . ID != = ID,1,1,2,2,3,github
julia,"ID ( ID :: ID , ID ) = ID ( ID ( ID ) , ID )",1,1,2,4,4,github
julia,"ID ( ID :: ID , ID , ID )",0,1,2,3,3,github
julia,"ID ( ID :: ID , ID :: ID , ID :: ID )",0,1,2,4,7,github
julia,"ID ( ID :: ID , ID :: ID , ID :: ID ) =",1,1,2,5,8,github
julia,"ID ( ID :: ID , ID :: ID { < : ID } )",0,1,2,2,3,github
julia,"ID ( ID :: ID , ID ;",0,1,2,3,3,github
julia,ID ( ID :: ID . ID ),0,1,2,4,4,github
julia,ID ( ID :: ID . ID ) = ID,1,1,2,4,6,github
julia,ID ( ID :: ID ; ID ... ) = ID ( ID ( ID ) ; ID ... ),1,1,2,3,3,github
julia,"ID ( ID :: ID { ID , ID } ) :: ID { ID , ID }",0,1,2,2,2,github
julia,ID ( ID [ ID ] ),0,1,2,3,3,github
julia,"ID ( ID [ ID ] , ID )",0,1,2,3,5,github
julia,"ID ( ID [ STR ] , STR )",0,1,2,2,4,github
julia,ID ( ID function ID NUM ID ),1,1,2,3,4,github
julia,ID ( NUM : ID ) do ID,1,1,2,2,3,github
julia,"ID , ID = ID ( ID [ NUM ] )",0,1,2,2,2,github
julia,"ID , ID = ID ( ID [ NUM ] , ID )",0,1,2,2,3,github
julia,"ID , ID = ID [ ID ]",0,1,2,3,11,github
julia,"ID . @ID ID ( ID , ID )",1,1,2,3,3,github
