source_id,language,ecosystem,name,version,url,reference,format
github:ghostty-org/ghostty@20abdb50a6216c450d6d4d010c41c7edf5ab15b2,zig,github,ghostty-org/ghostty,20abdb50a6216c450d6d4d010c41c7edf5ab15b2,https://github.com/ghostty-org/ghostty/archive/20abdb50a6216c450d6d4d010c41c7edf5ab15b2.zip,main,zip
github:tigerbeetle/tigerbeetle@47aeb2212a255273dda508288412e537d11e4b7c,zig,github,tigerbeetle/tigerbeetle,47aeb2212a255273dda508288412e537d11e4b7c,https://github.com/tigerbeetle/tigerbeetle/archive/47aeb2212a255273dda508288412e537d11e4b7c.zip,main,zip
github:lightpanda-io/browser@1c12eb73a819b89b592aa0d5b8490504216c300c,zig,github,lightpanda-io/browser,1c12eb73a819b89b592aa0d5b8490504216c300c,https://github.com/lightpanda-io/browser/archive/1c12eb73a819b89b592aa0d5b8490504216c300c.zip,main,zip
github:zigtools/zls@8da87d4f3305a550e7b739bad764e34bf1e46a08,zig,github,zigtools/zls,8da87d4f3305a550e7b739bad764e34bf1e46a08,https://github.com/zigtools/zls/archive/8da87d4f3305a550e7b739bad764e34bf1e46a08.zip,master,zip
github:mitchellh/libxev@9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,zig,github,mitchellh/libxev,9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,https://github.com/mitchellh/libxev/archive/9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf.zip,main,zip
github:zig-gamedev/zig-gamedev@9af37ec05bbfe5164dafc4c741a7d35667bd09c5,zig,github,zig-gamedev/zig-gamedev,9af37ec05bbfe5164dafc4c741a7d35667bd09c5,https://github.com/zig-gamedev/zig-gamedev/archive/9af37ec05bbfe5164dafc4c741a7d35667bd09c5.zip,main,zip
cran:AATtools@0.0.3,r,cran,AATtools,0.0.3,https://cran.r-project.org/src/contrib/AATtools_0.0.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ABC.RAP@0.9.0,r,cran,ABC.RAP,0.9.0,https://cran.r-project.org/src/contrib/ABC.RAP_0.9.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ABPS@0.3,r,cran,ABPS,0.3,https://cran.r-project.org/src/contrib/ABPS_0.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ABRSQOL@1.0.0,r,cran,ABRSQOL,1.0.0,https://cran.r-project.org/src/contrib/ABRSQOL_1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ABSurvTDC@0.1.0,r,cran,ABSurvTDC,0.1.0,https://cran.r-project.org/src/contrib/ABSurvTDC_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ACE.CoCo@0.1,r,cran,ACE.CoCo,0.1,https://cran.r-project.org/src/contrib/ACE.CoCo_0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ADLP@0.1.0,r,cran,ADLP,0.1.0,https://cran.r-project.org/src/contrib/ADLP_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ADMM@0.3.4,r,cran,ADMM,0.3.4,https://cran.r-project.org/src/contrib/ADMM_0.3.4.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ADSIHT@0.2.1,r,cran,ADSIHT,0.2.1,https://cran.r-project.org/src/contrib/ADSIHT_0.2.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AID@3.1,r,cran,AID,3.1,https://cran.r-project.org/src/contrib/AID_3.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AISanalyze@3.1.2,r,cran,AISanalyze,3.1.2,https://cran.r-project.org/src/contrib/AISanalyze_3.1.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AIUQ@0.5.5,r,cran,AIUQ,0.5.5,https://cran.r-project.org/src/contrib/AIUQ_0.5.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:APCanalysis@1.0,r,cran,APCanalysis,1.0,https://cran.r-project.org/src/contrib/APCanalysis_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:APS@1.0.1,r,cran,APS,1.0.1,https://cran.r-project.org/src/contrib/APS_1.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ARCHISSUR@0.0.1,r,cran,ARCHISSUR,0.0.1,https://cran.r-project.org/src/contrib/ARCHISSUR_0.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ARPALData@2.0.1,r,cran,ARPALData,2.0.1,https://cran.r-project.org/src/contrib/ARPALData_2.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ATbounds@0.1.1,r,cran,ATbounds,0.1.1,https://cran.r-project.org/src/contrib/ATbounds_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AUC@0.3.2,r,cran,AUC,0.3.2,https://cran.r-project.org/src/contrib/AUC_0.3.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AdhereRViz@0.2.2,r,cran,AdhereRViz,0.2.2,https://cran.r-project.org/src/contrib/AdhereRViz_0.2.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AdsorpR@0.1.0,r,cran,AdsorpR,0.1.0,https://cran.r-project.org/src/contrib/AdsorpR_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AgeBandDecomposition@2.0.1,r,cran,AgeBandDecomposition,2.0.1,https://cran.r-project.org/src/contrib/AgeBandDecomposition_2.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AgreementInterval@0.1.1,r,cran,AgreementInterval,0.1.1,https://cran.r-project.org/src/contrib/AgreementInterval_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AhoCorasickTrie@0.1.3,r,cran,AhoCorasickTrie,0.1.3,https://cran.r-project.org/src/contrib/AhoCorasickTrie_0.1.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AlignLV@0.1.0.0,r,cran,AlignLV,0.1.0.0,https://cran.r-project.org/src/contrib/AlignLV_0.1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AlleleRetain@2.0.2,r,cran,AlleleRetain,2.0.2,https://cran.r-project.org/src/contrib/AlleleRetain_2.0.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AmigaFFH@0.4.8,r,cran,AmigaFFH,0.4.8,https://cran.r-project.org/src/contrib/AmigaFFH_0.4.8.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AmmoniaConcentration@0.1,r,cran,AmmoniaConcentration,0.1,https://cran.r-project.org/src/contrib/AmmoniaConcentration_0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AmpGram@1.0,r,cran,AmpGram,1.0,https://cran.r-project.org/src/contrib/AmpGram_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AnnotationBustR@2.0,r,cran,AnnotationBustR,2.0,https://cran.r-project.org/src/contrib/AnnotationBustR_2.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AntibodyTiters@0.1.24,r,cran,AntibodyTiters,0.1.24,https://cran.r-project.org/src/contrib/AntibodyTiters_0.1.24.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AnxietySleep@0.0.1,r,cran,AnxietySleep,0.0.1,https://cran.r-project.org/src/contrib/AnxietySleep_0.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AquaAnalytix@0.1.0,r,cran,AquaAnalytix,0.1.0,https://cran.r-project.org/src/contrib/AquaAnalytix_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AsynchLong@2.4,r,cran,AsynchLong,2.4,https://cran.r-project.org/src/contrib/AsynchLong_2.4.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AtlasMaker@0.1.0,r,cran,AtlasMaker,0.1.0,https://cran.r-project.org/src/contrib/AtlasMaker_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AugBalWeight@0.1.0,r,cran,AugBalWeight,0.1.0,https://cran.r-project.org/src/contrib/AugBalWeight_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AzureVM@2.2.2,r,cran,AzureVM,2.2.2,https://cran.r-project.org/src/contrib/AzureVM_2.2.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AzureVMmetadata@1.0.1,r,cran,AzureVMmetadata,1.0.1,https://cran.r-project.org/src/contrib/AzureVMmetadata_1.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:AzureVision@1.0.2,r,cran,AzureVision,1.0.2,https://cran.r-project.org/src/contrib/AzureVision_1.0.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BAREB@0.1.2,r,cran,BAREB,0.1.2,https://cran.r-project.org/src/contrib/BAREB_0.1.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BASiNET@0.0.5,r,cran,BASiNET,0.0.5,https://cran.r-project.org/src/contrib/BASiNET_0.0.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BAYSTAR@0.2-10,r,cran,BAYSTAR,0.2-10,https://cran.r-project.org/src/contrib/BAYSTAR_0.2-10.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BB@2026.1.0,r,cran,BB,2026.1.0,https://cran.r-project.org/src/contrib/BB_2026.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BBC@1.0.0,r,cran,BBC,1.0.0,https://cran.r-project.org/src/contrib/BBC_1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BCEE@1.3.2,r,cran,BCEE,1.3.2,https://cran.r-project.org/src/contrib/BCEE_1.3.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BCT@1.3,r,cran,BCT,1.3,https://cran.r-project.org/src/contrib/BCT_1.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BDgraph@2.74,r,cran,BDgraph,2.74,https://cran.r-project.org/src/contrib/BDgraph_2.74.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BEDASSLE@1.6.1,r,cran,BEDASSLE,1.6.1,https://cran.r-project.org/src/contrib/BEDASSLE_1.6.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BEDMatrix@2.0.4,r,cran,BEDMatrix,2.0.4,https://cran.r-project.org/src/contrib/BEDMatrix_2.0.4.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BH@1.90.0-1,r,cran,BH,1.90.0-1,https://cran.r-project.org/src/contrib/BH_1.90.0-1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BHSBVAR@3.1.3,r,cran,BHSBVAR,3.1.3,https://cran.r-project.org/src/contrib/BHSBVAR_3.1.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BIGDAWG@3.1.0,r,cran,BIGDAWG,3.1.0,https://cran.r-project.org/src/contrib/BIGDAWG_3.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BIOMASS@2.2.7-1,r,cran,BIOMASS,2.2.7-1,https://cran.r-project.org/src/contrib/BIOMASS_2.2.7-1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BMT@0.1.3,r,cran,BMT,0.1.3,https://cran.r-project.org/src/contrib/BMT_0.1.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BNPmix@1.2.3,r,cran,BNPmix,1.2.3,https://cran.r-project.org/src/contrib/BNPmix_1.2.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BOJ@0.3.4,r,cran,BOJ,0.3.4,https://cran.r-project.org/src/contrib/BOJ_0.3.4.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BORG@0.3.1,r,cran,BORG,0.3.1,https://cran.r-project.org/src/contrib/BORG_0.3.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BSDA@1.2.2,r,cran,BSDA,1.2.2,https://cran.r-project.org/src/contrib/BSDA_1.2.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BSagri@0.1-10,r,cran,BSagri,0.1-10,https://cran.r-project.org/src/contrib/BSagri_0.1-10.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BTM@0.3.8,r,cran,BTM,0.3.8,https://cran.r-project.org/src/contrib/BTM_0.3.8.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BTdecayLasso@0.1.1,r,cran,BTdecayLasso,0.1.1,https://cran.r-project.org/src/contrib/BTdecayLasso_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BarBorGradient@1.0.5,r,cran,BarBorGradient,1.0.5,https://cran.r-project.org/src/contrib/BarBorGradient_1.0.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesBrainMap@0.2.0,r,cran,BayesBrainMap,0.2.0,https://cran.r-project.org/src/contrib/BayesBrainMap_0.2.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesERtools@0.2.7,r,cran,BayesERtools,0.2.7,https://cran.r-project.org/src/contrib/BayesERtools_0.2.7.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesMallowsSMC2@0.3.0,r,cran,BayesMallowsSMC2,0.3.0,https://cran.r-project.org/src/contrib/BayesMallowsSMC2_0.3.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesMultiMode@1.0.0,r,cran,BayesMultiMode,1.0.0,https://cran.r-project.org/src/contrib/BayesMultiMode_1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesPIM@2.0,r,cran,BayesPIM,2.0,https://cran.r-project.org/src/contrib/BayesPIM_2.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesPower@1.0.5,r,cran,BayesPower,1.0.5,https://cran.r-project.org/src/contrib/BayesPower_1.0.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesRep@0.42.2,r,cran,BayesRep,0.42.2,https://cran.r-project.org/src/contrib/BayesRep_0.42.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesVolcano@1.0.1,r,cran,BayesVolcano,1.0.1,https://cran.r-project.org/src/contrib/BayesVolcano_1.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BayesianPower@0.2.3,r,cran,BayesianPower,0.2.3,https://cran.r-project.org/src/contrib/BayesianPower_0.2.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:Bchron@4.7.8,r,cran,Bchron,4.7.8,https://cran.r-project.org/src/contrib/Bchron_4.7.8.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BinMat@0.1.6,r,cran,BinMat,0.1.6,https://cran.r-project.org/src/contrib/BinMat_0.1.6.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BinNonNor@1.5.3,r,cran,BinNonNor,1.5.3,https://cran.r-project.org/src/contrib/BinNonNor_1.5.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BioProbability@1.0,r,cran,BioProbability,1.0,https://cran.r-project.org/src/contrib/BioProbability_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BioTIMEr@0.3.2,r,cran,BioTIMEr,0.3.2,https://cran.r-project.org/src/contrib/BioTIMEr_0.3.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BioTooltipR@0.1.1,r,cran,BioTooltipR,0.1.1,https://cran.r-project.org/src/contrib/BioTooltipR_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BlockwiseRankTest@0.1.0,r,cran,BlockwiseRankTest,0.1.0,https://cran.r-project.org/src/contrib/BlockwiseRankTest_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BondValuation@0.1.1,r,cran,BondValuation,0.1.1,https://cran.r-project.org/src/contrib/BondValuation_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BootWPTOS@1.2.1,r,cran,BootWPTOS,1.2.1,https://cran.r-project.org/src/contrib/BootWPTOS_1.2.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:Boruta@10.0.0,r,cran,Boruta,10.0.0,https://cran.r-project.org/src/contrib/Boruta_10.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:BrainCon@0.3.0,r,cran,BrainCon,0.3.0,https://cran.r-project.org/src/contrib/BrainCon_0.3.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:Bvalue@1.0,r,cran,Bvalue,1.0,https://cran.r-project.org/src/contrib/Bvalue_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CA3variants@3.3.1,r,cran,CA3variants,3.3.1,https://cran.r-project.org/src/contrib/CA3variants_3.3.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CATTexact@0.1.1,r,cran,CATTexact,0.1.1,https://cran.r-project.org/src/contrib/CATTexact_0.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CAvariants@6.0,r,cran,CAvariants,6.0,https://cran.r-project.org/src/contrib/CAvariants_6.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CBSr@1.0.5,r,cran,CBSr,1.0.5,https://cran.r-project.org/src/contrib/CBSr_1.0.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CC@1.0,r,cran,CC,1.0,https://cran.r-project.org/src/contrib/CC_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CCA@1.2.2,r,cran,CCA,1.2.2,https://cran.r-project.org/src/contrib/CCA_1.2.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CCP@1.2,r,cran,CCP,1.2,https://cran.r-project.org/src/contrib/CCP_1.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CCSRfind@0.1.0,r,cran,CCSRfind,0.1.0,https://cran.r-project.org/src/contrib/CCSRfind_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CDsampling@0.1.6,r,cran,CDsampling,0.1.6,https://cran.r-project.org/src/contrib/CDsampling_0.1.6.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CGE@0.3.3,r,cran,CGE,0.3.3,https://cran.r-project.org/src/contrib/CGE_0.3.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CHAPGWAS@0.1.3,r,cran,CHAPGWAS,0.1.3,https://cran.r-project.org/src/contrib/CHAPGWAS_0.1.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CHEMIST@0.1.5,r,cran,CHEMIST,0.1.5,https://cran.r-project.org/src/contrib/CHEMIST_0.1.5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CHOIRBM@0.0.3,r,cran,CHOIRBM,0.0.3,https://cran.r-project.org/src/contrib/CHOIRBM_0.0.3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CLA@0.96-3,r,cran,CLA,0.96-3,https://cran.r-project.org/src/contrib/CLA_0.96-3.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CLIC@0.1,r,cran,CLIC,0.1,https://cran.r-project.org/src/contrib/CLIC_0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CLONETv2@2.2.1,r,cran,CLONETv2,2.2.1,https://cran.r-project.org/src/contrib/CLONETv2_2.2.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CMFsurrogate@1.1,r,cran,CMFsurrogate,1.1,https://cran.r-project.org/src/contrib/CMFsurrogate_1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CMShiny@0.1.0,r,cran,CMShiny,0.1.0,https://cran.r-project.org/src/contrib/CMShiny_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:COINT@0.0.4,r,cran,COINT,0.0.4,https://cran.r-project.org/src/contrib/COINT_0.0.4.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:COMIX@1.0.2,r,cran,COMIX,1.0.2,https://cran.r-project.org/src/contrib/COMIX_1.0.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:COMPoissonReg@0.8.2,r,cran,COMPoissonReg,0.8.2,https://cran.r-project.org/src/contrib/COMPoissonReg_0.8.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CRE@0.2.7,r,cran,CRE,0.2.7,https://cran.r-project.org/src/contrib/CRE_0.2.7.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CREAM@1.1.1,r,cran,CREAM,1.1.1,https://cran.r-project.org/src/contrib/CREAM_1.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CRTSize@1.2,r,cran,CRTSize,1.2,https://cran.r-project.org/src/contrib/CRTSize_1.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CSclone@1.0,r,cran,CSclone,1.0,https://cran.r-project.org/src/contrib/CSclone_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CSeQTL@1.0.1,r,cran,CSeQTL,1.0.1,https://cran.r-project.org/src/contrib/CSeQTL_1.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CUSUMdesign@1.1.8,r,cran,CUSUMdesign,1.1.8,https://cran.r-project.org/src/contrib/CUSUMdesign_1.1.8.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CatDataAnalysis@0.1-5,r,cran,CatDataAnalysis,0.1-5,https://cran.r-project.org/src/contrib/CatDataAnalysis_0.1-5.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CausalSpline@0.1.0,r,cran,CausalSpline,0.1.0,https://cran.r-project.org/src/contrib/CausalSpline_0.1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:Certara.NLME8@3.0.2,r,cran,Certara.NLME8,3.0.2,https://cran.r-project.org/src/contrib/Certara.NLME8_3.0.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:Certara.RsNLME@3.1.1,r,cran,Certara.RsNLME,3.1.1,https://cran.r-project.org/src/contrib/Certara.RsNLME_3.1.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ChemoSpec@6.3.1,r,cran,ChemoSpec,6.3.1,https://cran.r-project.org/src/contrib/ChemoSpec_6.3.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ChestVolume@1.0.1,r,cran,ChestVolume,1.0.1,https://cran.r-project.org/src/contrib/ChestVolume_1.0.1.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CircaCP@0.1.2,r,cran,CircaCP,0.1.2,https://cran.r-project.org/src/contrib/CircaCP_0.1.2.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ClaimsProblems@1.0.0,r,cran,ClaimsProblems,1.0.0,https://cran.r-project.org/src/contrib/ClaimsProblems_1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:CleaningValidation@1.0,r,cran,CleaningValidation,1.0,https://cran.r-project.org/src/contrib/CleaningValidation_1.0.tar.gz,CRAN PACKAGES.gz,tar.gz
cran:ClickHouseHTTP@1.0.0,r,cran,ClickHouseHTTP,1.0.0,https://cran.r-project.org/src/contrib/ClickHouseHTTP_1.0.0.tar.gz,CRAN PACKAGES.gz,tar.gz
