canonical_semantic_id,source_id,language,ecosystem,name,version
UASF_0042,cran:MUGS@0.1.0,r,cran,MUGS,0.1.0
UASF_0042,cran:MethEvolSIM@0.3.0,r,cran,MethEvolSIM,0.3.0
UASF_0042,cran:MiscMetabar@0.16.8,r,cran,MiscMetabar,0.16.8
UASF_0042,cran:MixStable@0.1.0,r,cran,MixStable,0.1.0
UASF_0042,cran:MorphSim@1.2.0,r,cran,MorphSim,1.2.0
UASF_0042,cran:MulvariateRandomForestVarImp@0.0.2,r,cran,MulvariateRandomForestVarImp,0.0.2
UASF_0042,cran:NMAforest@0.1.3,r,cran,NMAforest,0.1.3
UASF_0042,cran:NSM3@1.20,r,cran,NSM3,1.20
UASF_0042,cran:OdysseusCharacterizationModule@0.0.1,r,cran,OdysseusCharacterizationModule,0.0.1
UASF_0042,cran:OdysseusSurvivalModule@0.1.0,r,cran,OdysseusSurvivalModule,0.1.0
UASF_0042,cran:OptimalDesign@1.0.3,r,cran,OptimalDesign,1.0.3
UASF_0042,cran:PAMmisc@1.13.0,r,cran,PAMmisc,1.13.0
UASF_0042,cran:PBSmodelling@2.70.2,r,cran,PBSmodelling,2.70.2
UASF_0042,cran:PKPDsim@1.4.1,r,cran,PKPDsim,1.4.1
UASF_0042,cran:PoolDilutionR@1.0.0,r,cran,PoolDilutionR,1.0.0
UASF_0042,cran:Qtools@1.6.0,r,cran,Qtools,1.6.0
UASF_0042,cran:R.utils@2.13.0,r,cran,R.utils,2.13.0
UASF_0042,cran:R2BEAT@1.0.5,r,cran,R2BEAT,1.0.5
UASF_0042,cran:R3port@0.3.1,r,cran,R3port,0.3.1
UASF_0042,cran:RKEA@0.0-6,r,cran,RKEA,0.0-6
UASF_0042,cran:RNetCDF@2.11-2,r,cran,RNetCDF,2.11-2
UASF_0042,cran:RODBC@1.3-26.2,r,cran,RODBC,1.3-26.2
UASF_0042,cran:ROI@1.0-2,r,cran,ROI,1.0-2
UASF_0042,cran:RRgeo@0.0.6,r,cran,RRgeo,0.0.6
UASF_0042,cran:RStanTVA@0.3.2,r,cran,RStanTVA,0.3.2
UASF_0042,cran:RWeka@0.4-50,r,cran,RWeka,0.4-50
UASF_0042,cran:RcppCGAL@6.1,r,cran,RcppCGAL,6.1
UASF_0042,cran:RcppDPR@0.1.10,r,cran,RcppDPR,0.1.10
UASF_0042,cran:RcppDynProg@0.2.1,r,cran,RcppDynProg,0.2.1
UASF_0042,cran:RcppParallel@6.2.1,r,cran,RcppParallel,6.2.1
UASF_0042,cran:Rdpack@2.6.6,r,cran,Rdpack,2.6.6
UASF_0042,cran:ReliabilityTheory@0.3.1,r,cran,ReliabilityTheory,0.3.1
UASF_0042,cran:Rhobots@0.1.10,r,cran,Rhobots,0.1.10
UASF_0042,cran:Rssa@1.1,r,cran,Rssa,1.1
UASF_0042,cran:Rtinycc@0.1.15,r,cran,Rtinycc,0.1.15
UASF_0042,cran:Rtwobitlib@0.3.10,r,cran,Rtwobitlib,0.3.10
UASF_0042,cran:STMr@0.1.7,r,cran,STMr,0.1.7
UASF_0046,cran:ADMM@0.3.4,r,cran,ADMM,0.3.4
UASF_0046,cran:AdhereRViz@0.2.2,r,cran,AdhereRViz,0.2.2
UASF_0046,cran:AzureVM@2.2.2,r,cran,AzureVM,2.2.2
UASF_0046,cran:AzureVMmetadata@1.0.1,r,cran,AzureVMmetadata,1.0.1
UASF_0046,cran:BEDASSLE@1.6.1,r,cran,BEDASSLE,1.6.1
UASF_0046,cran:BEDMatrix@2.0.4,r,cran,BEDMatrix,2.0.4
UASF_0046,cran:BIOMASS@2.2.7-1,r,cran,BIOMASS,2.2.7-1
UASF_0046,cran:BORG@0.3.1,r,cran,BORG,0.3.1
UASF_0046,cran:BayesBrainMap@0.2.0,r,cran,BayesBrainMap,0.2.0
UASF_0046,cran:BayesERtools@0.2.7,r,cran,BayesERtools,0.2.7
UASF_0046,cran:BayesMallowsSMC2@0.3.0,r,cran,BayesMallowsSMC2,0.3.0
UASF_0046,cran:BayesPower@1.0.5,r,cran,BayesPower,1.0.5
UASF_0046,cran:CLA@0.96-3,r,cran,CLA,0.96-3
UASF_0046,cran:CRE@0.2.7,r,cran,CRE,0.2.7
UASF_0046,cran:Certara.NLME8@3.0.2,r,cran,Certara.NLME8,3.0.2
UASF_0046,cran:Certara.RsNLME@3.1.1,r,cran,Certara.RsNLME,3.1.1
UASF_0046,cran:ChemoSpec@6.3.1,r,cran,ChemoSpec,6.3.1
UASF_0046,cran:ClickHouseHTTP@1.0.0,r,cran,ClickHouseHTTP,1.0.0
UASF_0046,cran:CoDaImpact@0.1.0,r,cran,CoDaImpact,0.1.0
UASF_0046,cran:CohortMethod@6.0.3,r,cran,CohortMethod,6.0.3
UASF_0046,cran:CollocInfer@1.0.5,r,cran,CollocInfer,1.0.5
UASF_0046,cran:ConsReg@0.1.0,r,cran,ConsReg,0.1.0
UASF_0046,cran:CorrectOverloadedPeaks@1.3.5,r,cran,CorrectOverloadedPeaks,1.3.5
UASF_0046,cran:Crossover@0.1-22,r,cran,Crossover,0.1-22
UASF_0046,cran:DALY@1.5.0,r,cran,DALY,1.5.0
UASF_0046,cran:DDESONN@7.1.11,r,cran,DDESONN,7.1.11
UASF_0046,cran:DSIR@0.9.0,r,cran,DSIR,0.9.0
UASF_0046,cran:DSLite@1.4.1,r,cran,DSLite,1.4.1
UASF_0046,cran:Delaporte@9.0.0,r,cran,Delaporte,9.0.0
UASF_0046,cran:DescToolsAddIns@1.12,r,cran,DescToolsAddIns,1.12
UASF_0046,cran:DiffNet@1.0.2,r,cran,DiffNet,1.0.2
UASF_0046,cran:Dire@2.2.0,r,cran,Dire,2.2.0
UASF_0046,cran:EDCimport@0.7.0,r,cran,EDCimport,0.7.0
UASF_0046,cran:EDOtrans@0.3.5,r,cran,EDOtrans,0.3.5
UASF_0046,cran:EHRmuse@0.0.2.2,r,cran,EHRmuse,0.0.2.2
UASF_0046,cran:ENMeval@2.0.5.2,r,cran,ENMeval,2.0.5.2
UASF_0046,cran:ElectDecomp@0.0.1-8,r,cran,ElectDecomp,0.0.1-8
UASF_0046,cran:ErrorTracer@1.3.1,r,cran,ErrorTracer,1.3.1
UASF_0046,cran:ExposR@1.2,r,cran,ExposR,1.2
UASF_0046,cran:FAOSTAT@2.4.2,r,cran,FAOSTAT,2.4.2
UASF_0046,cran:FRESA.CAD@3.4.8,r,cran,FRESA.CAD,3.4.8
UASF_0046,cran:FastRWeb@1.2-3,r,cran,FastRWeb,1.2-3
UASF_0046,cran:FatTailsR@2.0.1,r,cran,FatTailsR,2.0.1
UASF_0046,cran:Fragman@1.1.0,r,cran,Fragman,1.1.0
UASF_0046,cran:GLMMadaptive@0.9-7,r,cran,GLMMadaptive,0.9-7
UASF_0046,cran:GTAPViz@1.1.3,r,cran,GTAPViz,1.1.3
UASF_0046,cran:GroupSeq@1.4.3,r,cran,GroupSeq,1.4.3
UASF_0046,cran:HACSim@1.0.7-1,r,cran,HACSim,1.0.7-1
UASF_0046,cran:HTDV@0.2.0,r,cran,HTDV,0.2.0
UASF_0046,cran:HistDat@0.2.0,r,cran,HistDat,0.2.0
UASF_0046,cran:HistData@1.1.0,r,cran,HistData,1.1.0
UASF_0046,cran:InSilicoVA@1.4.2,r,cran,InSilicoVA,1.4.2
UASF_0046,cran:IsoriX@0.9.4,r,cran,IsoriX,0.9.4
UASF_0046,cran:LATERmodel@0.2.0,r,cran,LATERmodel,0.2.0
UASF_0046,cran:LKT@1.7.0,r,cran,LKT,1.7.0
UASF_0046,cran:LSDinterface@1.2.5,r,cran,LSDinterface,1.2.5
UASF_0046,cran:MBHdesign@2.3.15,r,cran,MBHdesign,2.3.15
UASF_0046,cran:MCPtests@1.0.1,r,cran,MCPtests,1.0.1
UASF_0046,cran:MRTAnalysis@0.4.1,r,cran,MRTAnalysis,0.4.1
UASF_0046,cran:MUGS@0.1.0,r,cran,MUGS,0.1.0
UASF_0046,cran:MapGAM@1.3-1,r,cran,MapGAM,1.3-1
UASF_0046,cran:Mapinguari@2.0.1,r,cran,Mapinguari,2.0.1
UASF_0046,cran:MetaEntropy@1.3,r,cran,MetaEntropy,1.3
UASF_0046,cran:MetabolomicsBasics@1.4.7,r,cran,MetabolomicsBasics,1.4.7
UASF_0046,cran:MethEvolSIM@0.3.0,r,cran,MethEvolSIM,0.3.0
UASF_0046,cran:MiscMetabar@0.16.8,r,cran,MiscMetabar,0.16.8
UASF_0046,cran:MixfMRI@0.1-4,r,cran,MixfMRI,0.1-4
UASF_0046,cran:ModelMap@3.4.0.8,r,cran,ModelMap,3.4.0.8
UASF_0046,cran:MonoPoly@0.3-10,r,cran,MonoPoly,0.3-10
UASF_0046,cran:NSM3@1.20,r,cran,NSM3,1.20
UASF_0046,cran:OCSdata@1.0.2,r,cran,OCSdata,1.0.2
UASF_0046,cran:OOR@0.1.4,r,cran,OOR,0.1.4
UASF_0046,cran:OdysseusCharacterizationModule@0.0.1,r,cran,OdysseusCharacterizationModule,0.0.1
UASF_0046,cran:OpenML@1.12,r,cran,OpenML,1.12
UASF_0046,cran:PBSddesolve@1.13.7,r,cran,PBSddesolve,1.13.7
UASF_0046,cran:PBSmodelling@2.70.2,r,cran,PBSmodelling,2.70.2
UASF_0046,cran:PHYLOGR@1.0.12,r,cran,PHYLOGR,1.0.12
UASF_0046,cran:PKPDsim@1.4.1,r,cran,PKPDsim,1.4.1
UASF_0046,cran:PMwR@1.2-0,r,cran,PMwR,1.2-0
UASF_0046,cran:PVBcorrect@0.3.1,r,cran,PVBcorrect,0.3.1
UASF_0046,cran:PanelSelect@1.0.1,r,cran,PanelSelect,1.0.1
UASF_0046,cran:PeakSegDP@2024.1.24,r,cran,PeakSegDP,2024.1.24
UASF_0046,cran:PenIC@1.0.0,r,cran,PenIC,1.0.0
UASF_0046,cran:PieGlyph@1.1.0,r,cran,PieGlyph,1.1.0
UASF_0046,cran:PlackettLuce@0.4.5,r,cran,PlackettLuce,0.4.5
UASF_0046,cran:PsychWordVec@2025.11,r,cran,PsychWordVec,2025.11
UASF_0046,cran:R.utils@2.13.0,r,cran,R.utils,2.13.0
UASF_0046,cran:R2jags@0.8-9,r,cran,R2jags,0.8-9
UASF_0046,cran:R3port@0.3.1,r,cran,R3port,0.3.1
UASF_0046,cran:RDota2@0.1.6,r,cran,RDota2,0.1.6
UASF_0046,cran:RGraphSpace@1.5.2,r,cran,RGraphSpace,1.5.2
UASF_0046,cran:RJDBC@0.2-10,r,cran,RJDBC,0.2-10
UASF_0046,cran:RJDemetra@0.2.8,r,cran,RJDemetra,0.2.8
UASF_0046,cran:RMeDPower2@1.0.2,r,cran,RMeDPower2,1.0.2
UASF_0046,cran:ROI.plugin.nloptr@1.0-1,r,cran,ROI.plugin.nloptr,1.0-1
UASF_0046,cran:ROI@1.0-2,r,cran,ROI,1.0-2
UASF_0046,cran:RRgeo@0.0.6,r,cran,RRgeo,0.0.6
UASF_0046,cran:RStanTVA@0.3.2,r,cran,RStanTVA,0.3.2
UASF_0046,cran:RWeka@0.4-50,r,cran,RWeka,0.4-50
