source_id,language,ecosystem,name,version,status,source_files,lines,source_bytes,downloaded_bytes,archive_sha256,duration_ms,source_deleted,error
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,planety/prologue,01edc251595ff696045a4c38c5034d145bd0fe89,ok,172,10431,333779,2081068,c36bcf49d9594dd3fb08cf00a349ed5624e561ab50a435dda29ea5dbe14974b2,2050,true,
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,karaxnim/karax,fa5fdef42b3dd290880b3e4892e52385b892cfcb,ok,65,9053,274978,233380,c860f44ef359b20588b8d2c1c858df089cf6de3e4defef5cf010e7071a48991e,847,true,
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,Alamofire/Alamofire,0455bfb650893e86ad07ace16e5f2d36dadf46f4,ok,98,43566,1810233,3476629,34483308391d8fa14fa7d1458dd5df90e88fe07a9fe63c9c62d1f98a0ea40638,2529,true,
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,vapor/vapor,4813c31be404e8efe90dc09cc5568aaa6634e2ed,ok,251,35344,1481700,449976,53e0da5284ddd7cd90f16989bf3e830a239719a75504aed72e8e988d6cf2e966,1932,true,
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,onevcat/Kingfisher,be0d257b9bd47a4e6e1265fc8c237411825f107a,ok,176,38004,1546272,1979981,12d45e57e149cc8a1c6f8984ed0b9bc6b35e0a48c6071a60d9244a8ac5db3608,2162,true,
github:rxhanson/Rectangle@e5f06cbf7a2e040a3d65a7c2e2cef2eceffc7ffe,swift,github,rxhanson/Rectangle,e5f06cbf7a2e040a3d65a7c2e2cef2eceffc7ffe,ok,182,25771,1170324,1852616,219191e5e6a3e3237fcf0ce96aee8230d50c27012ba85872964fa3c9e64ed82d,2333,true,
github:apple/container@97a0c11a6e8969538cb7b42dbbddbb23a43607f8,swift,github,apple/container,97a0c11a6e8969538cb7b42dbbddbb23a43607f8,ok,439,66167,2609471,1529835,92fa5b82b4d91ce32fa1910c5657da636ac5c12fe6dfc236ef68a6b6569aa25d,3391,true,
github:kodecocodes/swift-algorithm-club@05c6d0bc5fa9484dd29eb324603b3452f4f44f39,swift,github,kodecocodes/swift-algorithm-club,05c6d0bc5fa9484dd29eb324603b3452f4f44f39,ok,383,36126,1020203,9884770,bd272740f2c77e4916c67a4d2727ba5d1061ac5eb74ad5cc8491b55434ccc0b8,5605,true,
github:ghostty-org/ghostty@20abdb50a6216c450d6d4d010c41c7edf5ab15b2,zig,github,ghostty-org/ghostty,20abdb50a6216c450d6d4d010c41c7edf5ab15b2,ok,748,347026,12184292,42080350,28307770e440810e4f055844b4b3404c4f242c4d05af930c1adee6b9f341ddc4,23265,true,
github:tigerbeetle/tigerbeetle@47aeb2212a255273dda508288412e537d11e4b7c,zig,github,tigerbeetle/tigerbeetle,47aeb2212a255273dda508288412e537d11e4b7c,ok,243,157918,6194543,2365720,de436272115477857d5ca3bdc914536517a577fa114b73682d1961163f3125ee,5858,true,
github:lightpanda-io/browser@1c12eb73a819b89b592aa0d5b8490504216c300c,zig,github,lightpanda-io/browser,1c12eb73a819b89b592aa0d5b8490504216c300c,ok,561,214404,7964737,4467487,e49766abdddd60db194c69dc8e4a478cc39db84ab643548d60582d395d356134,11410,true,
github:zigtools/zls@8da87d4f3305a550e7b739bad764e34bf1e46a08,zig,github,zigtools/zls,8da87d4f3305a550e7b739bad764e34bf1e46a08,ok,103,58323,2105595,517944,a160622fd8e57fef97cc415a8902e733ff37537286bb4e8e1fc8e5ba8d0b580a,2133,true,
github:mitchellh/libxev@9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,zig,github,mitchellh/libxev,9ce8e8e6ff89e583258a7f8e7adeeeaeae8611bf,ok,42,23508,785814,336082,5c0f063980057656440870ca9ce16ea03bda1b979fe6dc6531e8fb0444db7733,1185,true,
github:zig-gamedev/zig-gamedev@9af37ec05bbfe5164dafc4c741a7d35667bd09c5,zig,github,zig-gamedev/zig-gamedev,9af37ec05bbfe5164dafc4c741a7d35667bd09c5,failed,0,0,0,100663297,,32483,false,download: archive exceeded max download bytes
cran:AATtools@0.0.3,r,cran,AATtools,0.0.3,ok,15,2633,121383,252641,89d64a7ee0b8057475dce349c258522169aac03707a6c40b89767b5d04d3c86a,264,true,
cran:ABC.RAP@0.9.0,r,cran,ABC.RAP,0.9.0,ok,11,375,21001,4769661,b3d77017c620f48488fb218f05ccfdaaec4656dca53406d5ce13ec132cbdbacd,838,true,
cran:ABPS@0.3,r,cran,ABPS,0.3,ok,6,500,20980,108733,940ac727fab90ebb8199922a016f009ca0588d00bed7402349bb4457ad316e58,213,true,
cran:ABRSQOL@1.0.0,r,cran,ABRSQOL,1.0.0,ok,4,302,10941,13986,bfb1a857ab1649f0e4f37a07f15444e11c35532e881e8defe6954d9f406872e4,115,true,
cran:ABSurvTDC@0.1.0,r,cran,ABSurvTDC,0.1.0,ok,1,390,17430,20709,ddf8633123075d0113ca41d7fa275588866e661010eec1c357f25d0b3e300ccc,129,true,
cran:ACE.CoCo@0.1,r,cran,ACE.CoCo,0.1,ok,1,150,6106,3631,5e45988d819430b6edfbf0ae54cc1d79f6e1595cfaa7da7656eb7ece0459b980,110,true,
cran:ADLP@0.1.0,r,cran,ADLP,0.1.0,ok,9,1479,47414,507381,aafb1c42e73bd20d7ace4cb4db2a475249e3fc3ebff2e5cb9757c7ee56e8098a,306,true,
cran:ADMM@0.3.4,r,cran,ADMM,0.3.4,ok,13,1431,49719,53414,b65d8250813dfdaacf4092eb5e9ed4f21b383ac2ba7c8b6a177e1fe92dc0cb33,188,true,
cran:ADSIHT@0.2.1,r,cran,ADSIHT,0.2.1,ok,9,682,27491,17714,4f574a93279d40c6d5110178b9ba4bd6063320b219d22e0f682dedbfbdd897c4,168,true,
cran:AID@3.1,r,cran,AID,3.1,ok,7,956,33371,15065,e424b6bdf860452457693a7d1182953662057b63f4649c3607503bab84c91e2d,162,true,
cran:AISanalyze@3.1.2,r,cran,AISanalyze,3.1.2,ok,28,2019,81942,750776,870e5ab07dcfdd2abfed6ed0825273539502198f58be64985f47a907437497a9,429,true,
cran:AIUQ@0.5.5,r,cran,AIUQ,0.5.5,ok,10,7351,294014,477801,39d737c7aad1117e7c7538b3fbc0840e35a9d9e2a8faef5de21b1d4620363e22,701,true,
cran:APCanalysis@1.0,r,cran,APCanalysis,1.0,ok,6,327,12528,8920,c2a04ef7bb016da249e71129044b3f9b847b9d3047b1888afb57fa8f62b15687,175,true,
cran:APS@1.0.1,r,cran,APS,1.0.1,ok,5,616,22974,292750,36d9f32b4e1726f413d6ff07abf3557fbc790ab4d0f4c7a65e4d902a29b1d7cf,221,true,
cran:ARCHISSUR@0.0.1,r,cran,ARCHISSUR,0.0.1,ok,10,1578,77190,24321,4b4d2a01aa61f66f3e90b01eab5782ed91af9f5267841fd438cceff200a19686,169,true,
cran:ARPALData@2.0.1,r,cran,ARPALData,2.0.1,ok,45,3969,207209,16010052,6cfe9c3e9062a4ec14927288f3ae977d2412dc96ed22cc4c12586063e9d415b4,3167,true,
cran:ATbounds@0.1.1,r,cran,ATbounds,0.1.1,ok,11,856,35183,344797,e441c384ed0d5a851c2cb52f7f0de71ee35be6b4e37f941d3dc6bb8131c90a65,228,true,
cran:AUC@0.3.2,r,cran,AUC,0.3.2,ok,6,364,16379,13197,836b25b654a82f6ab69b86be95acc22a214da0ad06d71eab787ae1ebe721ae1f,139,true,
cran:AdhereRViz@0.2.2,r,cran,AdhereRViz,0.2.2,ok,3,6686,483617,3288551,ddc6ad1a122f7663567e1b1cf676e996434fbb1cf70cc8cca35239dc9c7033d3,1205,true,
cran:AdsorpR@0.1.0,r,cran,AdsorpR,0.1.0,ok,4,488,17266,182751,efe41017c3d674960e27af8c400466f746c21074f97a653bc1ed13d736afa308,213,true,
cran:AgeBandDecomposition@2.0.1,r,cran,AgeBandDecomposition,2.0.1,ok,17,1079,38952,2410476,b78242cace5ddea1646de4a5c1c6eef95d0678ba1d241b1b9333e8e97ac9440a,718,true,
cran:AgreementInterval@0.1.1,r,cran,AgreementInterval,0.1.1,ok,12,707,29100,12425,7ba27fb2281cdfd0f3ca80b64cb7b2ff0c685621ae045c91ba51e94dfdb771af,180,true,
cran:AhoCorasickTrie@0.1.3,r,cran,AhoCorasickTrie,0.1.3,ok,7,434,25842,12947,fad2fc2ec469740ccaed90aa068fadff5b2f2422d667c851653deb834a267833,134,true,
cran:AlignLV@0.1.0.0,r,cran,AlignLV,0.1.0.0,ok,6,1349,57310,22222,8f3508c3a9e5855c0fef45a39f5a73d6e7483fe2c1b70bcf3d8b075aa134aaeb,192,true,
cran:AlleleRetain@2.0.2,r,cran,AlleleRetain,2.0.2,ok,1,1362,84459,261441,40d075c2b1e9ae9b3f8e8a1ec40297bac3cccb8949388b665e72e1a9e32bd02c,264,true,
cran:AmigaFFH@0.4.8,r,cran,AmigaFFH,0.4.8,ok,15,8478,368196,178222,bbb8a18032541952223e238d19fb1a8db312a3cf74941e5bb53c9c69b7822200,495,true,
cran:AmmoniaConcentration@0.1,r,cran,AmmoniaConcentration,0.1,ok,1,47,968,2216,76734fec8a2f1b59e7304aa07ff5bae57dafd8f1d244bb25f92ad114a5e3f616,104,true,
cran:AmpGram@1.0,r,cran,AmpGram,1.0,ok,13,619,23197,61594,e67b1c37bbfbe1887817a36ec29376204947eb274398b46d33f07b86ace9bfc8,218,true,
cran:AnnotationBustR@2.0,r,cran,AnnotationBustR,2.0,ok,12,1073,76086,1154257,bf4f6cbf42a8eb12bfd6ae98ce3cd0071bde4cc8ac516f64914f0d1d5e79d17c,508,true,
cran:AntibodyTiters@0.1.24,r,cran,AntibodyTiters,0.1.24,ok,11,1902,74040,99603,b44b08adfeeef916bc65a89bc3c5ecbe0d64d99e95466f2a3940a93a0db10090,230,true,
cran:AnxietySleep@0.0.1,r,cran,AnxietySleep,0.0.1,ok,2,63,2324,1325904,e617162fcfbd12008900b1c9f5d3c927568893c80ac854e3dbc30b83e513351e,511,true,
cran:AquaAnalytix@0.1.0,r,cran,AquaAnalytix,0.1.0,ok,12,60,1412,7086,0589b4b09ce394df0876c9d9e5d79746a2476254dcbef9e3e3fd2f4615ea5a2d,153,true,
cran:AsynchLong@2.4,r,cran,AsynchLong,2.4,ok,18,1907,74677,183680,00f6f264b367f8c31303c8856ed5cd9611a94b242a00ba7de24024c3adaca672,233,true,
cran:AtlasMaker@0.1.0,r,cran,AtlasMaker,0.1.0,ok,6,846,23275,927066,de01c65ce258ac0f745581636e36e577fff4e0e7c4494b21618400c2fc38f65c,406,true,
cran:AugBalWeight@0.1.0,r,cran,AugBalWeight,0.1.0,ok,14,1261,47839,53368,e947e536c506e41aee8c3e512a48897485c37477758fbbaecb853ab4933c0b86,199,true,
cran:AzureVM@2.2.2,r,cran,AzureVM,2.2.2,ok,45,5074,199314,146299,84b9e49b6e3fa19756ca36effb8ad959368dec3716a5b1de1ef8e1133c51c61c,434,true,
cran:AzureVMmetadata@1.0.1,r,cran,AzureVMmetadata,1.0.1,ok,1,147,5022,77947,40efe326470791092876c17b5fc2b5766a6de02291211cb3c01f1bb5bf8cf095,165,true,
cran:AzureVision@1.0.2,r,cran,AzureVision,1.0.2,ok,15,2244,84837,1475675,82b81c06451918d0c4efd37fd2f8e56f1294a2c4fe34bf8befeb9c028cb49428,590,true,
cran:BAREB@0.1.2,r,cran,BAREB,0.1.2,ok,2,477,16625,379598,0dc1c89bd33ec6bb4922ff24b5a2d2f41dedf4d16edbfe4d5fcee031f1bbd4c0,282,true,
cran:BASiNET@0.0.5,r,cran,BASiNET,0.0.5,ok,8,504,19168,348271,a12f61ffe9fad866eed0d24698b4f76a3af34d2b5127c3e49ce9853fd180e225,245,true,
cran:BAYSTAR@0.2-10,r,cran,BAYSTAR,0.2-10,ok,9,644,21117,19911,26c7e592dd2dbe42cafda95c450989bb19319f1d5ed11935366d8cc8a74dc7fa,163,true,
cran:BB@2026.1.0,r,cran,BB,2026.1.0,ok,37,4291,139132,363918,edbd5eee5205c13e2bd061a717f4c3a84d9a7a82d0de917a5cc1fd66affffbaa,424,true,
cran:BBC@1.0.0,r,cran,BBC,1.0.0,ok,1,210,8152,3973,6c59dd43a16726698a1629b76445361b2cb173895e44ce592f4d2fbfa59cb257,123,true,
cran:BCEE@1.3.2,r,cran,BCEE,1.3.2,ok,4,1366,52916,16844,f0e0a6a4eb11213073aa2f0cd6c76d87e8b3965124d8ca509538eb3c128533a0,199,true,
cran:BCT@1.3,r,cran,BCT,1.3,ok,13,1400,55881,77290,6d1e98bcba99e2ea86a87dca20c85fbe358474da88f60e27e180d11d0338e57a,326,true,
cran:BDgraph@2.74,r,cran,BDgraph,2.74,ok,38,4971,212024,894342,af78a936a8887c4e5521e35356700b903f466ee1796464a2361585efb07814aa,724,true,
cran:BEDASSLE@1.6.1,r,cran,BEDASSLE,1.6.1,ok,49,1215,53473,90878,a7250e2ff1da3c1761f1dc3a883401a85dfe0c0f9a3c8d85f91dbeadaf634ffe,321,true,
cran:BEDMatrix@2.0.4,r,cran,BEDMatrix,2.0.4,ok,6,283,9747,52068,53944ba9290d57525fd75751f575a882edc432183495bed15e5476499e82b337,190,true,
cran:BH@1.90.0-1,r,cran,BH,1.90.0-1,ok,1,4,151,14307014,2e1fafb05938e81073561ae4892dc543ef15807e375e0ea8fa75e3ab79f0281b,30006,true,
cran:BHSBVAR@3.1.3,r,cran,BHSBVAR,3.1.3,ok,8,2572,120357,97230,4c0cdd24fb85f5769b009873ed6a9858174bac9e38585f38c8be4782b39788d0,346,true,
cran:BIGDAWG@3.1.0,r,cran,BIGDAWG,3.1.0,ok,23,4404,164986,1167563,9a0cdd9fdd1bea8ca69e74acbf84b3c20da5a4bb28de494acbd84abb40029807,536,true,
cran:BIOMASS@2.2.7-1,r,cran,BIOMASS,2.2.7-1,ok,48,7838,334025,4838348,ffeae2fd9b855e6b0173ac37736b3efa58aaecfe08fc1ed4575159d414e17c94,1286,true,
cran:BMT@0.1.3,r,cran,BMT,0.1.3,ok,21,5747,245192,106785,acebfe9131859981cbe86ea4d4a4be9b0ae7450575779cf12446662217d1f4f8,282,true,
cran:BNPmix@1.2.3,r,cran,BNPmix,1.2.3,ok,8,2995,151983,1080330,db3ed6ec2670aeafc3c7963ef6b592eb3167a88944a0ad1ed777abd7b46d1364,482,true,
cran:BOJ@0.3.4,r,cran,BOJ,0.3.4,ok,2,277,8781,9792,dfeff6fa4f87fd676d9bfa6d25001e8da38018e44319c7321a655663879c8777,125,true,
cran:BORG@0.3.1,r,cran,BORG,0.3.1,ok,109,28850,951141,375203,33041216fc35f73188941e62c69afc0bd43482755342ccd8c054561506e254ad,1045,true,
cran:BSDA@1.2.2,r,cran,BSDA,1.2.2,ok,12,11794,350058,349072,8bbe79a6b596c964c82a6fb53ec5d7aab6c0d353231ef1fe5f2adba244c7f244,1363,true,
cran:BSagri@0.1-10,r,cran,BSagri,0.1-10,ok,17,1631,31586,48647,c6bd96fa38880700baf49dd85f1be7c7291fd7ec7a4ec8ba5c4e74926914d424,294,true,
cran:BTM@0.3.8,r,cran,BTM,0.3.8,ok,3,498,25104,113379,869e7931908727711b7b4f160eb0b59fc202a31d4fe0c8918cf373007f03c980,198,true,
cran:BTdecayLasso@0.1.1,r,cran,BTdecayLasso,0.1.1,ok,18,1279,52707,20629,756919435372ba7935b2b287053804e8e800ee7b070f39c849ab072de1b2e145,180,true,
cran:BarBorGradient@1.0.5,r,cran,BarBorGradient,1.0.5,ok,5,389,10274,4585,451dea04cd78394cb12c09c5ea8c91fa0da95146e4a523570f5a0d51333c4f3c,129,true,
cran:BayesBrainMap@0.2.0,r,cran,BayesBrainMap,0.2.0,ok,26,9079,332776,125542,43656d71f59de8ccba9bf89d85df9890b1685896e4e882d4be520945c516f0b7,518,true,
cran:BayesERtools@0.2.7,r,cran,BayesERtools,0.2.7,ok,30,7381,213645,1430736,4c125ef860042111a4481a1fec1e43b259eeb715896094d1da6174763f519c11,803,true,
cran:BayesMallowsSMC2@0.3.0,r,cran,BayesMallowsSMC2,0.3.0,ok,18,1719,59978,296347,04702c0b834244154f38273f48b07e3b9687d65625c51fcbe4ad37106c2fffe9,568,true,
cran:BayesMultiMode@1.0.0,r,cran,BayesMultiMode,1.0.0,ok,17,3335,103871,5039632,46f8f05d7eef8a139359bcf072a65903ae02bdb81fc201a9d98ff0a431652503,1294,true,
cran:BayesPIM@2.0,r,cran,BayesPIM,2.0,ok,89,7984,258221,2180477,2f54b8ed07b3f8c7fdac1a81586a71f5277716bbca32e647ef4f8878c67b706b,832,true,
cran:BayesPower@1.0.5,r,cran,BayesPower,1.0.5,ok,15,25806,859819,122474,9ff09466cec65a3a2f141d43af6813fbfb71a151180b7d06ef157a0e7e29252e,983,true,
cran:BayesRep@0.42.2,r,cran,BayesRep,0.42.2,ok,10,2313,93478,29067,288a46fe97cc0cde0ff81e32f57b2f30c2ba172c9204d3e205de630cbe9aad99,201,true,
cran:BayesVolcano@1.0.1,r,cran,BayesVolcano,1.0.1,ok,8,668,20153,1350799,61d7d55acc5662c7a0dc0c2d9da50d0e01bd69c57ae34de8e74d6d25bc7557f2,369,true,
cran:BayesianPower@0.2.3,r,cran,BayesianPower,0.2.3,ok,5,434,17161,15618,40dc43e2624d5c3ded15c72492b3728f998a68be4216bcb4be62c28c2b1f3603,144,true,
cran:Bchron@4.7.8,r,cran,Bchron,4.7.8,ok,37,6276,229511,1083378,cb6a30ca0865bcbb036383babdb25a717ca0ad49f05f52c4e3aa7adff76ce0b2,660,true,
cran:BinMat@0.1.6,r,cran,BinMat,0.1.6,ok,16,641,24891,1733597,0f2906842d5fa830634f2ab2047ff77f5ecbf100a2954a39f8918d13fcce7d78,532,true,
cran:BinNonNor@1.5.3,r,cran,BinNonNor,1.5.3,ok,11,492,19101,10890,44542d6d09c128641e0e8dca7193c1313118448c9be8a3671d11f445b8d85246,167,true,
cran:BioProbability@1.0,r,cran,BioProbability,1.0,ok,7,163,5742,5077,0707a99a5211ef6ea5ad3a77a9bcf8120bc1305f55014c2ed0e900f783393514,129,true,
cran:BioTIMEr@0.3.2,r,cran,BioTIMEr,0.3.2,ok,23,3281,95533,1676716,4b09cfd0208db9897917cfae6b1f6f28267fa429023db7ef231b655364153127,710,true,
cran:BioTooltipR@0.1.1,r,cran,BioTooltipR,0.1.1,ok,15,1460,50092,1720568,21d8b42dc871e7feba9ee91235ac1b343a86d7a9dabb230916111366cfdffc1e,561,true,
cran:BlockwiseRankTest@0.1.0,r,cran,BlockwiseRankTest,0.1.0,ok,3,864,31749,11333,09166bb989081aff6261b3aeb35f2a2aa23099a3411a82ffee7e4d6a2300ffdd,158,true,
cran:BondValuation@0.1.1,r,cran,BondValuation,0.1.1,ok,11,4891,296439,360943,afa4a15c46c0dac27e9ecb111f87217dadb17c69bf9e2af9d79cda7fbcc6cd01,392,true,
cran:BootWPTOS@1.2.1,r,cran,BootWPTOS,1.2.1,ok,6,386,8589,12658,12740507420ebd2ee5bee4885710de1a5063f764c733d210ed0ecf6d05dbd8e8,166,true,
cran:Boruta@10.0.0,r,cran,Boruta,10.0.0,ok,8,885,39138,386256,a0032c29c9f66f7ed8ee94dd23395e39d2feee8b759664882271e7d70bdd35b8,316,true,
cran:BrainCon@0.3.0,r,cran,BrainCon,0.3.0,ok,10,860,35363,136359,462edba69db9d5a01ae7e8cb9ee84f67028c2eddc5e93af598bf9325e753f78c,191,true,
cran:Bvalue@1.0,r,cran,Bvalue,1.0,ok,8,246,4375,5650,ed784e9f65d02817c413993acb85b1202582c6a37050f55e7e04b32c3fa5f49f,119,true,
cran:CA3variants@3.3.1,r,cran,CA3variants,3.3.1,ok,60,3176,110066,62017,f93b2e78330bc03f9b037cba461e8f792e405df47a8a6c67007b053278178859,416,true,
cran:CATTexact@0.1.1,r,cran,CATTexact,0.1.1,ok,4,444,16782,5357,00dcd012395344f77e6c6a917a3d1c0389495383d558cedb511e6fc78ca5911d,127,true,
cran:CAvariants@6.0,r,cran,CAvariants,6.0,ok,19,1525,65725,28958,5a221ffb4475551c8c7759249dfd5af906849856bb5dd40503efc8f7009ea20a,216,true,
cran:CBSr@1.0.5,r,cran,CBSr,1.0.5,ok,6,395,20136,14416,3f3f4f56c70ea750f185fa547e63d9055893f15292d94465d2a2dffee2e9bd9c,140,true,
cran:CC@1.0,r,cran,CC,1.0,ok,11,285,8848,8384,7eb33bea4e38607b712caa22effce9514616f837c854e47fc590c5f7ce883aa1,149,true,
cran:CCA@1.2.2,r,cran,CCA,1.2.2,ok,11,252,8228,16747,f3b347f15dadd887f31206906e845c4893ec0cd7dc0c7e97c11001434c3d2e64,149,true,
cran:CCP@1.2,r,cran,CCP,1.2,ok,1,325,9339,7105,7e3906abf51f4c7046730760800711b915f52855fbb2bfd33eca8fa75e70f618,137,true,
cran:CCSRfind@0.1.0,r,cran,CCSRfind,0.1.0,ok,5,205,5728,575628,8c9db682a7a5ba1f46c32b4fe3056d7dade358cd5036b40ee510add142ca3640,239,true,
cran:CDsampling@0.1.6,r,cran,CDsampling,0.1.6,ok,22,2401,101269,56342,b64e325403310d32ece329d06e7b4d39075e98297b6d3693a268fe62a332e868,283,true,
cran:CGE@0.3.3,r,cran,CGE,0.3.3,ok,13,3433,98225,42010,716880cfa1914b7d7da3c0c00653a9213aa38ceb0e2152c44f9da51284d92e60,610,true,
cran:CHAPGWAS@0.1.3,r,cran,CHAPGWAS,0.1.3,ok,1,464,13484,6463,f29d78a07c3df68329286743775b9d4514d612d5637732a8ab8a3d5567b00a87,129,true,
cran:CHEMIST@0.1.5,r,cran,CHEMIST,0.1.5,ok,15,1029,39114,15006,22d1cc2c58f11242549e83a32095de8acf274b9f3482f9eb8f4205d08b5f5401,152,true,
cran:CHOIRBM@0.0.3,r,cran,CHOIRBM,0.0.3,ok,30,948,28431,1310089,149649d2f5522c4f7a0701027b547abf896b6acc190877fde6a912325b80bf4a,475,true,
cran:CLA@0.96-3,r,cran,CLA,0.96-3,ok,12,1533,58490,1156924,b18e0046d982ea4bf379f8d54e065d29be0ea35db0f1f789ba7e965ef23733cb,367,true,
cran:CLIC@0.1,r,cran,CLIC,0.1,ok,7,443,18857,6502,6a765ec6acdd648a1c61a9ad626affdb7d20c21baf0d84b15540f12df5427fc0,134,true,
cran:CLONETv2@2.2.1,r,cran,CLONETv2,2.2.1,ok,9,1858,75218,2676233,d0a8d8d8c8ce26a86cb04daf243f256376b5d53a7df0ebcfcfaddfe69f9ab3ab,615,true,
cran:CMFsurrogate@1.1,r,cran,CMFsurrogate,1.1,ok,1,258,6941,23949,546138cd8728cc91f57884b8114d06a99c3160c217f5fa4711bdba407c77a832,127,true,
cran:CMShiny@0.1.0,r,cran,CMShiny,0.1.0,ok,1,20,547,121270,1c4c528f8e9d528751170364aa8b740da6c8cff5e2e9af6a23167a30d2d03132,127,true,
cran:COINT@0.0.4,r,cran,COINT,0.0.4,ok,5,5164,164529,81642,029b5c92ef3e87d37ecd344cb6e601c8de0db0a6898df7152c6bcf7bc96ad43d,403,true,
cran:COMIX@1.0.2,r,cran,COMIX,1.0.2,ok,9,3372,113032,1383679,220f43fcf0efb218a8d5cdbbdf0f84df727334647b1154c1748a2915e521d469,552,true,
cran:COMPoissonReg@0.8.2,r,cran,COMPoissonReg,0.8.2,ok,26,3991,119556,429337,91d93ca78bb2b5b0b43e320247173640b664945a7df932d61b7aec58392282e0,403,true,
cran:CRE@0.2.7,r,cran,CRE,0.2.7,ok,65,4556,156225,171197,0430ad0944218ec7f85f2920265a030fdc53ecc8bfcd10e70073b0c7fb5f6d5d,479,true,
cran:CREAM@1.1.1,r,cran,CREAM,1.1.1,ok,11,394,15623,35642,7868065d9656414aa1ec97b24db49f34b286efde2f21e3def4f516662cbf8cd1,180,true,
cran:CRTSize@1.2,r,cran,CRTSize,1.2,ok,7,1415,36518,15439,125b8f3faa6ecb95cced0a742b4da4b7ef1c88b5b2673084d39a3f315aa85003,168,true,
cran:CSclone@1.0,r,cran,CSclone,1.0,ok,6,702,29015,10498,057a9ea1ee4d9d07c420fd781eb227496c534a3ae19d1cb223c469019fc61a53,151,true,
cran:CSeQTL@1.0.1,r,cran,CSeQTL,1.0.1,ok,6,2612,100443,1085755,f6a2c1d262949effcca10503f190ab77b950738dcb1a62f8da900e2382e0c764,516,true,
cran:CUSUMdesign@1.1.8,r,cran,CUSUMdesign,1.1.8,ok,2,639,21013,11744,aa0b98e6fd5638dbcbdbabf3c40542be75e6bf04086326086fd943d32fa4fb7c,174,true,
