language,facet_class,semantic_axis,value
r,UASF_0307,nodes.declaration,1
r,UASF_0307,scope.binding,1
r,UASF_0307,types.structure,1
r,UASF_0308,nodes.declaration,1
r,UASF_0308,scope.binding,1
r,UASF_0308,types.structure,1
r,UASF_0309,nodes.declaration,1
r,UASF_0309,scope.binding,1
r,UASF_0309,types.structure,1
r,UASF_0310,nodes.declaration,1
r,UASF_0310,scope.binding,1
r,UASF_0310,types.structure,1
r,UASF_0311,nodes.declaration,1
r,UASF_0311,scope.binding,1
r,UASF_0311,types.structure,1
r,UASF_0314,nodes.expression,1
r,UASF_0314,operations,1
r,UASF_0314,runtime.contract,1
r,UASF_0314,types.origin,1
r,UASF_0314,types.structure,1
r,UASF_0315,nodes.expression,1
r,UASF_0315,operations,1
r,UASF_0315,runtime.contract,1
r,UASF_0315,types.structure,1
r,UASF_0324,operations,1
r,UASF_0324,runtime.contract,1
r,UASF_0324,types.origin,1
r,UASF_0324,types.structure,1
r,UASF_0325,operations,1
r,UASF_0325,runtime.contract,1
r,UASF_0325,types.structure,1
rust,UASF_0004,abi.ffi,1
rust,UASF_0004,compiletime.semantics,1
rust,UASF_0004,lowering.pipeline,1
rust,UASF_0004,types.structure,1
rust,UASF_0005,abi.ffi,1
rust,UASF_0005,control.flow,1
rust,UASF_0005,effect.graph,1
rust,UASF_0005,effects.control,1
rust,UASF_0005,runtime.contract,1
rust,UASF_0009,abi.ffi,1
rust,UASF_0009,conversion.semantics,1
rust,UASF_0009,operations,1
rust,UASF_0009,types.structure,1
rust,UASF_0012,abi.ffi,1
rust,UASF_0012,effect.graph,1
rust,UASF_0012,memory.model,1
rust,UASF_0012,nodes.declaration,1
rust,UASF_0013,abi.ffi,1
rust,UASF_0013,effect.graph,1
rust,UASF_0013,memory.model,1
rust,UASF_0013,operations,1
rust,UASF_0013,ownership.lifetime,1
rust,UASF_0017,abi.ffi,1
rust,UASF_0017,lowering.pipeline,1
rust,UASF_0017,memory.model,1
rust,UASF_0017,types.structure,1
rust,UASF_0019,abi.ffi,1
rust,UASF_0019,memory.model,1
rust,UASF_0019,nodes.declaration,1
rust,UASF_0019,types.structure,1
rust,UASF_0021,abi.ffi,1
rust,UASF_0021,memory.model,1
rust,UASF_0021,operations,1
rust,UASF_0021,ownership.lifetime,1
rust,UASF_0021,runtime.contract,1
rust,UASF_0022,abi.ffi,1
rust,UASF_0022,memory.model,1
rust,UASF_0022,ownership.lifetime,1
rust,UASF_0023,abi.ffi,1
rust,UASF_0023,memory.model,1
rust,UASF_0023,ownership.lifetime,1
rust,UASF_0024,abi.ffi,1
rust,UASF_0024,memory.model,1
rust,UASF_0024,ownership.lifetime,1
rust,UASF_0025,abi.ffi,1
rust,UASF_0025,memory.model,1
rust,UASF_0025,ownership.lifetime,1
rust,UASF_0026,abi.ffi,1
rust,UASF_0026,memory.model,1
rust,UASF_0026,ownership.lifetime,1
rust,UASF_0028,abi.ffi,1
rust,UASF_0028,memory.model,1
rust,UASF_0028,ownership.lifetime,1
rust,UASF_0028,types.structure,1
rust,UASF_0029,abi.ffi,1
rust,UASF_0029,memory.model,1
rust,UASF_0029,types.structure,1
rust,UASF_0030,abi.ffi,1
rust,UASF_0030,operations,1
rust,UASF_0030,runtime.contract,1
rust,UASF_0030,types.structure,1
rust,UASF_0043,binding.graph,1
rust,UASF_0043,capture.shadowing,1
rust,UASF_0043,data.flow,1
rust,UASF_0043,ownership.lifetime,1
rust,UASF_0043,types.structure,1
rust,UASF_0047,binding.graph,1
rust,UASF_0047,capture.shadowing,1
rust,UASF_0047,scope.binding,1
rust,UASF_0048,binding.graph,1
rust,UASF_0048,capture.shadowing,1
rust,UASF_0048,scope.binding,1
rust,UASF_0049,binding.graph,1
rust,UASF_0049,capture.shadowing,1
rust,UASF_0049,scope.binding,1
rust,UASF_0050,binding.graph,1
rust,UASF_0050,capture.shadowing,1
rust,UASF_0050,scope.binding,1
rust,UASF_0051,binding.graph,1
rust,UASF_0051,capture.shadowing,1
rust,UASF_0051,scope.binding,1
rust,UASF_0055,binding.graph,1
rust,UASF_0055,control.flow,1
rust,UASF_0055,data.flow,1
rust,UASF_0055,evaluation.order,1
rust,UASF_0055,nodes.expression,1
rust,UASF_0056,binding.graph,1
rust,UASF_0056,control.flow,1
rust,UASF_0056,data.flow,1
rust,UASF_0056,ownership.lifetime,1
rust,UASF_0057,binding.graph,1
rust,UASF_0057,control.flow,1
rust,UASF_0057,data.flow,1
rust,UASF_0057,ownership.lifetime,1
rust,UASF_0057,runtime.contract,1
rust,UASF_0058,binding.graph,1
rust,UASF_0058,control.flow,1
rust,UASF_0058,effects.control,1
rust,UASF_0058,evaluation.order,1
rust,UASF_0059,binding.graph,1
rust,UASF_0059,control.flow,1
rust,UASF_0059,evaluation.order,1
rust,UASF_0059,nodes.expression,1
rust,UASF_0061,binding.graph,1
rust,UASF_0061,control.flow,1
rust,UASF_0061,ownership.lifetime,1
rust,UASF_0061,types.structure,1
rust,UASF_0070,binding.graph,1
rust,UASF_0070,data.flow,1
rust,UASF_0070,effect.graph,1
rust,UASF_0070,memory.model,1
rust,UASF_0070,operations,1
rust,UASF_0070,ownership.lifetime,1
rust,UASF_0073,binding.graph,1
rust,UASF_0073,data.flow,1
rust,UASF_0073,evaluation.order,1
rust,UASF_0073,ownership.lifetime,1
rust,UASF_0074,binding.graph,1
rust,UASF_0074,data.flow,1
rust,UASF_0074,memory.model,1
rust,UASF_0074,operations,1
rust,UASF_0074,ownership.lifetime,1
rust,UASF_0092,binding.graph,1
rust,UASF_0092,nodes.expression,1
rust,UASF_0092,ownership.lifetime,1
rust,UASF_0096,binding.graph,1
rust,UASF_0096,ownership.lifetime,1
rust,UASF_0096,types.origin,1
rust,UASF_0102,capture.shadowing,1
rust,UASF_0102,compiletime.semantics,1
rust,UASF_0102,dialect.extension,1
rust,UASF_0102,scope.binding,1
rust,UASF_0103,capture.shadowing,1
rust,UASF_0103,compiletime.semantics,1
rust,UASF_0103,scope.binding,1
rust,UASF_0105,capture.shadowing,1
rust,UASF_0105,operations,1
rust,UASF_0105,types.structure,1
rust,UASF_0113,compiletime.semantics,1
rust,UASF_0113,control.flow,1
rust,UASF_0113,data.flow,1
rust,UASF_0113,types.structure,1
rust,UASF_0117,compiletime.semantics,1
rust,UASF_0117,dialect.extension,1
rust,UASF_0117,effect.graph,1
rust,UASF_0117,lowering.pipeline,1
rust,UASF_0118,compiletime.semantics,1
rust,UASF_0118,dialect.extension,1
rust,UASF_0118,lowering.pipeline,1
rust,UASF_0119,compiletime.semantics,1
rust,UASF_0119,dialect.extension,1
rust,UASF_0119,lowering.pipeline,1
rust,UASF_0120,compiletime.semantics,1
rust,UASF_0120,dialect.extension,1
rust,UASF_0120,lowering.pipeline,1
rust,UASF_0121,compiletime.semantics,1
rust,UASF_0121,dialect.extension,1
rust,UASF_0121,lowering.pipeline,1
rust,UASF_0122,compiletime.semantics,1
rust,UASF_0122,dialect.extension,1
rust,UASF_0122,lowering.pipeline,1
rust,UASF_0125,compiletime.semantics,1
rust,UASF_0125,dialect.extension,1
rust,UASF_0125,nodes.declaration,1
rust,UASF_0126,compiletime.semantics,1
rust,UASF_0126,dialect.extension,1
rust,UASF_0126,runtime.contract,1
rust,UASF_0127,compiletime.semantics,1
rust,UASF_0127,effect.graph,1
rust,UASF_0127,evaluation.order,1
rust,UASF_0127,operations,1
rust,UASF_0127,runtime.contract,1
rust,UASF_0130,compiletime.semantics,1
rust,UASF_0130,nodes.declaration,1
rust,UASF_0130,scope.binding,1
rust,UASF_0131,compiletime.semantics,1
rust,UASF_0131,nodes.declaration,1
rust,UASF_0131,types.origin,1
rust,UASF_0131,types.structure,1
rust,UASF_0132,compiletime.semantics,1
rust,UASF_0132,operations,1
rust,UASF_0132,types.structure,1
rust,UASF_0136,compiletime.semantics,1
rust,UASF_0136,runtime.contract,1
rust,UASF_0136,scope.binding,1
rust,UASF_0136,types.structure,1
rust,UASF_0140,concurrency.model,1
rust,UASF_0140,control.flow,1
rust,UASF_0140,data.flow,1
rust,UASF_0140,evaluation.order,1
rust,UASF_0140,operations,1
rust,UASF_0141,concurrency.model,1
rust,UASF_0141,control.flow,1
rust,UASF_0141,data.flow,1
rust,UASF_0141,evaluation.order,1
rust,UASF_0141,ownership.lifetime,1
rust,UASF_0143,concurrency.model,1
rust,UASF_0143,control.flow,1
rust,UASF_0143,operations,1
rust,UASF_0143,runtime.contract,1
rust,UASF_0146,concurrency.model,1
rust,UASF_0146,effect.graph,1
rust,UASF_0146,memory.ordering,1
rust,UASF_0146,operations,1
rust,UASF_0146,synchronization,1
rust,UASF_0148,concurrency.model,1
rust,UASF_0148,memory.model,1
rust,UASF_0148,memory.ordering,1
rust,UASF_0148,runtime.contract,1
rust,UASF_0148,synchronization,1
rust,UASF_0149,concurrency.model,1
rust,UASF_0149,memory.ordering,1
rust,UASF_0149,ownership.lifetime,1
rust,UASF_0149,types.structure,1
rust,UASF_0151,concurrency.model,1
rust,UASF_0151,memory.ordering,1
rust,UASF_0151,synchronization,1
rust,UASF_0152,concurrency.model,1
rust,UASF_0152,memory.ordering,1
rust,UASF_0152,synchronization,1
rust,UASF_0153,concurrency.model,1
rust,UASF_0153,memory.ordering,1
rust,UASF_0153,synchronization,1
rust,UASF_0154,concurrency.model,1
rust,UASF_0154,memory.ordering,1
rust,UASF_0154,synchronization,1
rust,UASF_0155,concurrency.model,1
rust,UASF_0155,memory.ordering,1
rust,UASF_0155,synchronization,1
rust,UASF_0161,control.flow,1
rust,UASF_0161,data.flow,1
rust,UASF_0161,effect.graph,1
rust,UASF_0161,evaluation.order,1
rust,UASF_0162,control.flow,1
rust,UASF_0162,data.flow,1
rust,UASF_0162,effect.graph,1
rust,UASF_0162,evaluation.order,1
rust,UASF_0162,lowering.pipeline,1
rust,UASF_0164,control.flow,1
rust,UASF_0164,data.flow,1
rust,UASF_0164,evaluation.order,1
rust,UASF_0164,lowering.pipeline,1
rust,UASF_0164,types.structure,1
rust,UASF_0166,control.flow,1
rust,UASF_0166,data.flow,1
rust,UASF_0166,evaluation.order,1
rust,UASF_0166,types.structure,1
rust,UASF_0172,control.flow,1
rust,UASF_0172,effect.graph,1
rust,UASF_0172,evaluation.order,1
rust,UASF_0172,ownership.lifetime,1
rust,UASF_0173,control.flow,1
rust,UASF_0173,effect.graph,1
rust,UASF_0173,evaluation.order,1
rust,UASF_0173,ownership.lifetime,1
