source_channel,feature,weighted_evidence,base_gap,evidence_x_gap
roslyn_csharp_lowering,call,8.64,0.177206,1.531
roslyn_csharp_lowering,lifetime,7.68,0.305977,2.35
roslyn_csharp_lowering,dynamic_dispatch,6.72,0.20653,1.388
roslyn_csharp_lowering,gc,3.84,0.21767,0.836
roslyn_csharp_lowering,macro,3.84,0.375543,1.442
roslyn_csharp_lowering,member_access,1.92,0.144024,0.277
roslyn_csharp_lowering,compile_time_eval,1.92,0.303191,0.582
roslyn_csharp_lowering,atomic,1.92,0.400805,0.77
roslyn_csharp_lowering,ownership,0.96,0.273057,0.262
roslyn_csharp_lowering,break,0.96,0.080612,0.077
roslyn_csharp_lowering,continue,0.96,0.067412,0.065
roslyn_csharp_lowering,primitive_string,0.96,0.302214,0.29
roslyn_csharp_lowering,union_sum,0.96,0.339437,0.326
roslyn_compiler_core,visibility,12677.2,0.592857,7515.767
roslyn_compiler_core,literal_null,8114.72,0.311795,2530.129
roslyn_compiler_core,parameter,6318.92,0.306638,1937.621
roslyn_compiler_core,import,5685.06,0.549172,3122.076
roslyn_compiler_core,attribute_annotation,5490.72,0.72735,3993.675
roslyn_compiler_core,mutation,4924.1,0.579813,2855.057
roslyn_compiler_core,exception_try,4560.02,0.494764,2256.134
roslyn_compiler_core,literal_boolean,4514.1,0.293787,1326.184
roslyn_compiler_core,variable,4299.26,0.294092,1264.378
roslyn_compiler_core,function_type,3862.2,0.527116,2035.827
roslyn_compiler_core,module,3719.52,0.51137,1902.051
roslyn_compiler_core,generic,2242.7,0.504306,1131.007
roslyn_compiler_core,constant,2091.0,0.586433,1226.231
roslyn_compiler_core,primitive_integer,1740.86,0.50776,883.939
roslyn_compiler_core,scope,1489.12,0.470835,701.13
roslyn_compiler_core,task_async,1441.56,0.700945,1010.454
roslyn_compiler_core,throw_raise,1372.68,0.470551,645.916
roslyn_compiler_core,yield,1360.38,0.561589,763.974
roslyn_compiler_core,ir,1219.34,0.516383,629.646
roslyn_compiler_core,class,1052.88,0.543409,572.144
roslyn_compiler_core,map_dict,974.16,0.402066,391.677
roslyn_compiler_core,function,967.6,0.258794,250.409
roslyn_compiler_core,foreach_iteration,960.22,0.459658,441.373
roslyn_compiler_core,optional_nullable,952.84,0.52205,497.43
roslyn_compiler_core,bytecode_vm,781.46,0.478102,373.618
roslyn_compiler_core,interface_trait,760.14,0.49719,377.934
roslyn_compiler_core,pattern,752.76,0.643335,484.277
roslyn_compiler_core,reflection,655.18,0.525288,344.158
roslyn_compiler_core,capture,628.12,0.447668,281.189
roslyn_compiler_core,thread,610.08,0.577674,352.427
roslyn_compiler_core,closure_lambda,604.34,0.242511,146.559
roslyn_compiler_core,cast_conversion,551.04,0.500001,275.521
roslyn_compiler_core,manual_memory,544.48,0.527093,286.992
roslyn_compiler_core,layout_alignment,537.92,0.515643,277.375
roslyn_compiler_core,struct,454.28,0.467068,212.18
roslyn_compiler_core,tuple,426.4,0.45857,195.534
roslyn_compiler_core,name_resolution,415.74,0.414819,172.457
roslyn_compiler_core,goto_label,351.78,0.46116,162.227
roslyn_compiler_core,assignment,350.14,0.23814,83.382
roslyn_compiler_core,enum,347.68,0.400598,139.28
roslyn_compiler_core,binary_op,324.72,0.238631,77.488
roslyn_compiler_core,defer_cleanup,322.26,0.524554,169.043
roslyn_compiler_core,ffi,310.78,0.581473,180.71
roslyn_compiler_core,primitive_float,265.68,0.42016,111.628
roslyn_compiler_core,allocation,256.66,0.400833,102.878
roslyn_compiler_core,abi_calling_convention,243.54,0.515604,125.57
roslyn_compiler_core,unsafe,229.6,0.605337,138.985
roslyn_compiler_core,identifier,224.68,0.257876,57.94
roslyn_compiler_core,array_type,215.66,0.358671,77.351
roslyn_compiler_core,switch_match,157.44,0.294132,46.308
roslyn_compiler_core,generic_constraint,145.96,0.447445,65.309
roslyn_compiler_core,reference,125.46,0.393799,49.406
roslyn_compiler_core,pointer,123.82,0.361811,44.799
roslyn_compiler_core,unary_op,116.44,0.203165,23.657
roslyn_compiler_core,optimizer,105.78,0.420036,44.431
roslyn_compiler_core,code_generation,100.04,0.440521,44.07
roslyn_compiler_core,await,91.84,0.575056,52.813
roslyn_compiler_core,filesystem,85.28,0.303904,25.917
roslyn_compiler_core,overload_resolution,76.26,0.393787,30.03
roslyn_compiler_core,atomic,66.42,0.400805,26.621
roslyn_compiler_core,subtyping,54.94,0.494812,27.185
roslyn_compiler_core,lifetime,53.3,0.305977,16.309
roslyn_compiler_core,lock_mutex,38.54,0.347378,13.388
roslyn_compiler_core,literal_string,26.24,0.18285,4.798
roslyn_compiler_core,random,25.42,0.339099,8.62
roslyn_compiler_core,primitive_string,24.6,0.302214,7.434
roslyn_compiler_core,macro,22.96,0.375543,8.622
roslyn_compiler_core,tuple_type,21.32,0.341091,7.272
roslyn_compiler_core,time,17.22,0.223227,3.844
roslyn_compiler_core,ownership,13.12,0.273057,3.583
roslyn_compiler_core,gc,11.48,0.21767,2.499
roslyn_compiler_core,call,10.66,0.177206,1.889
roslyn_compiler_core,dynamic_dispatch,10.66,0.20653,2.202
roslyn_compiler_core,type_inference,9.84,0.280676,2.762
roslyn_compiler_core,symbol_table,9.02,0.247473,2.232
roslyn_compiler_core,compile_time_eval,7.38,0.303191,2.238
roslyn_compiler_core,if,6.56,0.164932,1.082
roslyn_compiler_core,array_list,6.56,0.17999,1.181
roslyn_compiler_core,return,4.92,0.128675,0.633
roslyn_compiler_core,for,4.92,0.10932,0.538
roslyn_compiler_core,member_access,3.28,0.144024,0.472
roslyn_compiler_core,global_state,2.46,0.236716,0.582
roslyn_compiler_core,network,1.64,0.163141,0.268
roslyn_compiler_core,union_sum,1.64,0.339437,0.557
roslyn_compiler_core,map_type,1.64,0.192233,0.315
roslyn_compiler_core,continue,1.64,0.067412,0.111
roslyn_compiler_core,io,0.82,0.153062,0.126
roslyn_compiler_core,channel,0.82,0.242776,0.199
roslyn_compiler_core,literal_numeric,0.82,0.098943,0.081
