target,table_index,name,kernel,status,strategy
go,124,unlist,combine,routed,matrix_dispatch
go,125,cbind,language,routed,matrix_dispatch
go,126,rbind,language,routed,matrix_dispatch
go,127,drop,matrix,routed,matrix_dispatch
go,128,all.names,attribute,routed,matrix_dispatch
go,129,comment,attribute,routed,matrix_dispatch
go,130,comment<-,replacement,routed,matrix_dispatch
go,131,get,environment,routed,matrix_dispatch
go,132,get0,environment,routed,matrix_dispatch
go,133,mget,environment,routed,matrix_dispatch
go,134,exists,environment,routed,matrix_dispatch
go,135,assign,environment,routed,matrix_dispatch
go,136,list2env,environment,routed,matrix_dispatch
go,137,remove,environment,routed,matrix_dispatch
go,138,duplicated,matching,routed,matrix_dispatch
go,139,unique,matching,routed,matrix_dispatch
go,140,anyDuplicated,matching,routed,matrix_dispatch
go,141,anyNA,missingness,routed,matrix_dispatch
go,142,which,runtime,routed,matrix_dispatch
go,143,which.min,runtime,routed,matrix_dispatch
go,144,pmin,reduction,routed,matrix_dispatch
go,145,pmax,reduction,routed,matrix_dispatch
go,146,which.max,runtime,routed,matrix_dispatch
go,147,match,matching,routed,matrix_dispatch
go,148,pmatch,matching,routed,matrix_dispatch
go,149,charmatch,character,routed,matrix_dispatch
go,150,match.call,matching,routed,matrix_dispatch
go,151,crossprod,matrix,routed,matrix_dispatch
go,152,tcrossprod,matrix,routed,matrix_dispatch
go,153,asplit,matrix,routed,matrix_dispatch
go,154,lengths,matrix,routed,matrix_dispatch
go,155,sequence,runtime,routed,matrix_dispatch
go,156,vhash,matching,routed,matrix_dispatch
go,157,attach,environment,routed,matrix_dispatch
go,158,detach,environment,routed,matrix_dispatch
go,159,search,environment,routed,matrix_dispatch
go,160,setFileTime,io,routed,matrix_dispatch
go,161,round,numeric-unary,routed,matrix_dispatch
go,162,signif,numeric-unary,routed,matrix_dispatch
go,163,log,numeric-unary,routed,matrix_dispatch
go,164,log10,numeric-unary,routed,matrix_dispatch
go,165,log2,numeric-unary,routed,matrix_dispatch
go,166,abs,numeric-unary,routed,matrix_dispatch
go,167,floor,numeric-unary,routed,matrix_dispatch
go,168,ceiling,numeric-unary,routed,matrix_dispatch
go,169,sqrt,numeric-unary,routed,matrix_dispatch
go,170,sign,numeric-unary,routed,matrix_dispatch
go,171,trunc,numeric-unary,routed,matrix_dispatch
go,172,exp,numeric-unary,routed,matrix_dispatch
go,173,expm1,numeric-unary,routed,matrix_dispatch
go,174,log1p,numeric-unary,routed,matrix_dispatch
go,175,cos,numeric-unary,routed,matrix_dispatch
go,176,sin,numeric-unary,routed,matrix_dispatch
go,177,tan,numeric-unary,routed,matrix_dispatch
go,178,acos,numeric-unary,routed,matrix_dispatch
go,179,asin,numeric-unary,routed,matrix_dispatch
go,180,atan,numeric-unary,routed,matrix_dispatch
go,181,cosh,numeric-unary,routed,matrix_dispatch
go,182,sinh,numeric-unary,routed,matrix_dispatch
go,183,tanh,numeric-unary,routed,matrix_dispatch
go,184,acosh,numeric-unary,routed,matrix_dispatch
go,185,asinh,numeric-unary,routed,matrix_dispatch
go,186,atanh,numeric-unary,routed,matrix_dispatch
go,187,lgamma,numeric-unary,routed,matrix_dispatch
go,188,gamma,numeric-unary,routed,matrix_dispatch
go,189,digamma,numeric-unary,routed,matrix_dispatch
go,190,trigamma,numeric-unary,routed,matrix_dispatch
go,191,cospi,numeric-unary,routed,matrix_dispatch
go,192,sinpi,numeric-unary,routed,matrix_dispatch
go,193,tanpi,numeric-unary,routed,matrix_dispatch
go,194,atan2,numeric-binary,routed,matrix_dispatch
go,195,lbeta,numeric-binary,routed,matrix_dispatch
go,196,beta,numeric-binary,routed,matrix_dispatch
go,197,lchoose,numeric-binary,routed,matrix_dispatch
go,198,choose,numeric-binary,routed,matrix_dispatch
go,199,besselJ,numeric-binary,routed,matrix_dispatch
go,200,besselY,numeric-binary,routed,matrix_dispatch
go,201,psigamma,numeric-binary,routed,matrix_dispatch
go,202,Re,numeric-complex,routed,matrix_dispatch
go,203,Im,numeric-complex,routed,matrix_dispatch
go,204,Mod,numeric-complex,routed,matrix_dispatch
go,205,Arg,numeric-complex,routed,matrix_dispatch
go,206,Conj,numeric-complex,routed,matrix_dispatch
go,207,besselI,numeric-ternary,routed,matrix_dispatch
go,208,besselK,numeric-ternary,routed,matrix_dispatch
go,209,rchisq,random,routed,matrix_dispatch
go,210,rexp,random,routed,matrix_dispatch
go,211,rgeom,random,routed,matrix_dispatch
go,212,rpois,random,routed,matrix_dispatch
go,213,rt,random,routed,matrix_dispatch
go,214,rsignrank,random,routed,matrix_dispatch
go,215,rbeta,random,routed,matrix_dispatch
go,216,rbinom,random,routed,matrix_dispatch
go,217,rcauchy,random,routed,matrix_dispatch
go,218,rf,random,routed,matrix_dispatch
go,219,rgamma,random,routed,matrix_dispatch
go,220,rlnorm,random,routed,matrix_dispatch
go,221,rlogis,random,routed,matrix_dispatch
go,222,rnbinom,random,routed,matrix_dispatch
go,223,rnbinom_mu,random,routed,matrix_dispatch
go,224,rnchisq,random,routed,matrix_dispatch
go,225,rnorm,random,routed,matrix_dispatch
go,226,runif,random,routed,matrix_dispatch
go,227,rweibull,random,routed,matrix_dispatch
go,228,rwilcox,random,routed,matrix_dispatch
go,229,rhyper,random,routed,matrix_dispatch
go,230,sample,random,routed,matrix_dispatch
go,231,sample2,random,routed,matrix_dispatch
go,232,RNGkind,random,routed,matrix_dispatch
go,233,set.seed,random,routed,matrix_dispatch
go,234,sum,reduction,routed,matrix_dispatch
go,235,min,reduction,routed,matrix_dispatch
go,236,max,reduction,routed,matrix_dispatch
go,237,prod,reduction,routed,matrix_dispatch
go,238,mean,reduction,routed,matrix_dispatch
go,239,range,runtime,routed,matrix_dispatch
go,240,cumsum,cumulative,routed,matrix_dispatch
go,241,cumprod,cumulative,routed,matrix_dispatch
go,242,cummax,cumulative,routed,matrix_dispatch
go,243,cummin,cumulative,routed,matrix_dispatch
go,244,cumvar,cumulative,routed,matrix_dispatch
go,245,as.character,coercion-atomic,routed,matrix_dispatch
go,246,as.integer,coercion-atomic,routed,matrix_dispatch
go,247,as.double,coercion-atomic,routed,matrix_dispatch
go,248,as.numeric,coercion-atomic,routed,matrix_dispatch
go,249,as.complex,coercion-atomic,routed,matrix_dispatch
go,250,as.logical,coercion-atomic,routed,matrix_dispatch
go,251,as.raw,coercion-atomic,routed,matrix_dispatch
go,252,as.call,runtime,routed,matrix_dispatch
go,253,as.environment,environment,routed,matrix_dispatch
go,254,storage.mode<-,replacement,routed,matrix_dispatch
go,255,asCharacterFactor,character,routed,matrix_dispatch
go,256,as.vector,coercion-mode,routed,matrix_dispatch
go,257,paste,character,routed,matrix_dispatch
go,258,paste0,character,routed,matrix_dispatch
go,259,file.path,io,routed,matrix_dispatch
go,260,format,runtime,routed,matrix_dispatch
go,261,format.info,runtime,routed,matrix_dispatch
go,262,cat,runtime,routed,matrix_dispatch
go,263,do.call,runtime,routed,matrix_dispatch
go,264,str2lang,character,routed,matrix_dispatch
go,265,str2expression,character,routed,matrix_dispatch
go,266,nchar,character,routed,matrix_dispatch
go,267,nzchar,character,routed,matrix_dispatch
go,268,substr,character,routed,matrix_dispatch
go,269,startsWith,character,routed,matrix_dispatch
go,270,endsWith,character,routed,matrix_dispatch
go,271,substr<-,replacement,routed,matrix_dispatch
go,272,strsplit,character,routed,matrix_dispatch
go,273,abbreviate,character,routed,matrix_dispatch
go,274,make.names,attribute,routed,matrix_dispatch
go,275,pcre_config,runtime,routed,matrix_dispatch
go,276,grep,character,routed,matrix_dispatch
go,277,grepl,character,routed,matrix_dispatch
go,278,grepRaw,character,routed,matrix_dispatch
go,279,sub,character,routed,matrix_dispatch
go,280,gsub,character,routed,matrix_dispatch
go,281,regexpr,runtime,routed,matrix_dispatch
go,282,gregexpr,runtime,routed,matrix_dispatch
go,283,regexec,runtime,routed,matrix_dispatch
go,284,agrep,character,routed,matrix_dispatch
go,285,agrepl,character,routed,matrix_dispatch
go,286,adist,runtime,routed,matrix_dispatch
go,287,aregexec,runtime,routed,matrix_dispatch
go,288,tolower,character,routed,matrix_dispatch
go,289,toupper,character,routed,matrix_dispatch
go,290,chartr,character,routed,matrix_dispatch
go,291,sprintf,runtime,routed,matrix_dispatch
go,292,make.unique,matching,routed,matrix_dispatch
go,293,charToRaw,character,routed,matrix_dispatch
go,294,rawToChar,character,routed,matrix_dispatch
go,295,rawShift,bitwise,routed,matrix_dispatch
go,296,intToBits,bitwise,routed,matrix_dispatch
go,297,numToBits,bitwise,routed,matrix_dispatch
go,298,numToInts,runtime,routed,matrix_dispatch
go,299,rawToBits,bitwise,routed,matrix_dispatch
go,300,packBits,bitwise,routed,matrix_dispatch
go,301,utf8ToInt,character,routed,matrix_dispatch
go,302,intToUtf8,character,routed,matrix_dispatch
go,303,validUTF8,character,routed,matrix_dispatch
go,304,validEnc,runtime,routed,matrix_dispatch
go,305,encodeString,character,routed,matrix_dispatch
go,306,iconv,system,routed,matrix_dispatch
go,307,strtrim,character,routed,matrix_dispatch
go,308,strtoi,character,routed,matrix_dispatch
go,309,strrep,character,routed,matrix_dispatch
go,310,is.null,predicate,routed,matrix_dispatch
go,311,is.logical,predicate,routed,matrix_dispatch
go,312,is.integer,predicate,routed,matrix_dispatch
go,313,is.double,predicate,routed,matrix_dispatch
go,314,is.complex,predicate,routed,matrix_dispatch
go,315,is.character,predicate,routed,matrix_dispatch
go,316,is.symbol,predicate,routed,matrix_dispatch
go,317,is.name,predicate,routed,matrix_dispatch
go,318,is.environment,predicate,routed,matrix_dispatch
go,319,is.list,predicate,routed,matrix_dispatch
go,320,is.pairlist,predicate,routed,matrix_dispatch
go,321,is.expression,predicate,routed,matrix_dispatch
go,322,is.raw,predicate,routed,matrix_dispatch
go,323,is.object,predicate,routed,matrix_dispatch
go,324,isS4,predicate,routed,matrix_dispatch
go,325,is.numeric,predicate,routed,matrix_dispatch
go,326,is.matrix,predicate,routed,matrix_dispatch
go,327,is.array,predicate,routed,matrix_dispatch
go,328,is.atomic,predicate,routed,matrix_dispatch
go,329,is.recursive,predicate,routed,matrix_dispatch
go,330,is.call,predicate,routed,matrix_dispatch
go,331,is.language,predicate,routed,matrix_dispatch
go,332,is.function,predicate,routed,matrix_dispatch
go,333,is.single,predicate,routed,matrix_dispatch
go,334,is.na,missingness,routed,matrix_dispatch
go,335,is.nan,numeric-predicate,routed,matrix_dispatch
go,336,is.finite,numeric-predicate,routed,matrix_dispatch
go,337,is.infinite,numeric-predicate,routed,matrix_dispatch
go,338,is.vector,runtime,routed,matrix_dispatch
go,339,proc.time,system,routed,matrix_dispatch
go,340,gc.time,runtime,routed,matrix_dispatch
go,341,withVisible,language,routed,matrix_dispatch
go,342,expression,language,routed,matrix_dispatch
go,343,interactive,system,routed,matrix_dispatch
go,344,invisible,runtime,routed,matrix_dispatch
go,345,rep,language,routed,matrix_dispatch
go,346,rep.int,runtime,routed,matrix_dispatch
go,347,rep_len,runtime,routed,matrix_dispatch
go,348,seq.int,runtime,routed,matrix_dispatch
go,349,seq_len,runtime,routed,matrix_dispatch
go,350,seq_along,runtime,routed,matrix_dispatch
go,351,list,runtime,routed,matrix_dispatch
go,352,xtfrm,ordering,routed,matrix_dispatch
go,353,enc2native,runtime,routed,matrix_dispatch
go,354,enc2utf8,runtime,routed,matrix_dispatch
go,355,emptyenv,environment,routed,matrix_dispatch
go,356,baseenv,environment,routed,matrix_dispatch
go,357,globalenv,environment,routed,matrix_dispatch
go,358,environment<-,replacement,routed,matrix_dispatch
go,359,pos.to.env,environment,routed,matrix_dispatch
go,360,.C,runtime,routed,matrix_dispatch
go,361,.Fortran,runtime,routed,matrix_dispatch
go,362,.External,runtime,routed,matrix_dispatch
go,363,.External2,runtime,routed,matrix_dispatch
go,364,.Call,runtime,routed,matrix_dispatch
go,365,.External.graphics,runtime,routed,matrix_dispatch
go,366,.Call.graphics,runtime,routed,matrix_dispatch
go,367,eapply,language,routed,matrix_dispatch
go,368,lapply,language,routed,matrix_dispatch
go,369,vapply,language,routed,matrix_dispatch
go,370,mapply,runtime,routed,matrix_dispatch
go,371,Version,runtime,routed,matrix_dispatch
go,372,machine,runtime,routed,matrix_dispatch
go,373,commandArgs,runtime,routed,matrix_dispatch
go,374,internalsID,runtime,routed,matrix_dispatch
go,375,system,runtime,routed,matrix_dispatch
go,376,system,runtime,routed,matrix_dispatch
go,377,shell.exec,runtime,routed,matrix_dispatch
go,378,Sys.which,runtime,routed,matrix_dispatch
go,379,mkjunction,system,routed,matrix_dispatch
go,380,tzone_name,runtime,routed,matrix_dispatch
go,381,parse,runtime,routed,matrix_dispatch
go,382,parse_Rd,runtime,routed,matrix_dispatch
go,383,deparseRd,runtime,routed,matrix_dispatch
go,384,parseLatex,runtime,routed,matrix_dispatch
go,385,save,serialization,routed,matrix_dispatch
go,386,saveToConn,serialization,routed,matrix_dispatch
go,387,load,serialization,routed,matrix_dispatch
go,388,loadFromConn2,serialization,routed,matrix_dispatch
go,389,loadInfoFromConn2,serialization,routed,matrix_dispatch
go,390,serializeToConn,serialization,routed,matrix_dispatch
go,391,unserializeFromConn,serialization,routed,matrix_dispatch
go,392,serializeInfoFromConn,serialization,routed,matrix_dispatch
go,393,deparse,runtime,routed,matrix_dispatch
go,394,dput,runtime,routed,matrix_dispatch
go,395,dump,runtime,routed,matrix_dispatch
go,396,quit,runtime,routed,matrix_dispatch
go,397,readline,io,routed,matrix_dispatch
go,398,print.default,runtime,routed,matrix_dispatch
go,399,prmatrix,matrix,routed,matrix_dispatch
go,400,gc,runtime,routed,matrix_dispatch
go,401,gcinfo,runtime,routed,matrix_dispatch
go,402,gctorture,runtime,routed,matrix_dispatch
go,403,gctorture2,runtime,routed,matrix_dispatch
go,404,memory.profile,io,routed,matrix_dispatch
go,405,mem.maxVSize,runtime,routed,matrix_dispatch
go,406,mem.maxNSize,runtime,routed,matrix_dispatch
go,407,split,runtime,routed,matrix_dispatch
go,408,is.loaded,serialization,routed,matrix_dispatch
go,409,recordGraphics,runtime,routed,matrix_dispatch
go,410,dyn.load,serialization,routed,matrix_dispatch
go,411,dyn.unload,serialization,routed,matrix_dispatch
go,412,ls,environment,routed,matrix_dispatch
go,413,typeof,runtime,routed,matrix_dispatch
go,414,eval,language,routed,matrix_dispatch
go,415,Exec,language,routed,matrix_dispatch
go,416,Tailcall,language,routed,matrix_dispatch
go,417,returnValue,language,routed,matrix_dispatch
go,418,sys.parent,runtime,routed,matrix_dispatch
go,419,sys.call,runtime,routed,matrix_dispatch
go,420,sys.frame,runtime,routed,matrix_dispatch
go,421,sys.nframe,runtime,routed,matrix_dispatch
go,422,sys.calls,runtime,routed,matrix_dispatch
go,423,sys.frames,runtime,routed,matrix_dispatch
go,424,sys.on.exit,runtime,routed,matrix_dispatch
go,425,sys.parents,runtime,routed,matrix_dispatch
go,426,sys.function,runtime,routed,matrix_dispatch
go,427,traceback,runtime,routed,matrix_dispatch
go,428,browserText,runtime,routed,matrix_dispatch
go,429,browserCondition,runtime,routed,matrix_dispatch
go,430,browserSetDebug,runtime,routed,matrix_dispatch
go,431,parent.frame,runtime,routed,matrix_dispatch
go,432,sort,ordering,routed,matrix_dispatch
go,433,is.unsorted,ordering,routed,matrix_dispatch
go,434,sorted_fpass,ordering,routed,matrix_dispatch
go,435,psort,ordering,routed,matrix_dispatch
go,436,qsort,runtime,routed,matrix_dispatch
go,437,radixsort,runtime,routed,matrix_dispatch
go,438,order,ordering,routed,matrix_dispatch
go,439,rank,ordering,routed,matrix_dispatch
go,440,scan,runtime,routed,matrix_dispatch
go,441,t.default,matrix,routed,matrix_dispatch
go,442,aperm,matrix,routed,matrix_dispatch
go,443,builtins,environment,routed,matrix_dispatch
go,444,args,runtime,routed,matrix_dispatch
go,445,formals,runtime,routed,matrix_dispatch
go,446,body,runtime,routed,matrix_dispatch
go,447,bodyCode,runtime,routed,matrix_dispatch
go,448,environment,environment,routed,matrix_dispatch
go,449,environmentName,environment,routed,matrix_dispatch
go,450,env2list,environment,routed,matrix_dispatch
go,451,reg.finalizer,runtime,routed,matrix_dispatch
go,452,options,runtime,routed,matrix_dispatch
go,453,getOption,environment,routed,matrix_dispatch
go,454,sink,io,routed,matrix_dispatch
go,455,sink.number,io,routed,matrix_dispatch
go,456,rapply,iteration,routed,matrix_dispatch
go,457,islistfactor,iteration,routed,matrix_dispatch
go,458,colSums,reduction,routed,matrix_dispatch
go,459,colMeans,reduction,routed,matrix_dispatch
go,460,rowSums,reduction,routed,matrix_dispatch
go,461,rowMeans,reduction,routed,matrix_dispatch
go,462,tracemem,runtime,routed,matrix_dispatch
go,463,retracemem,runtime,routed,matrix_dispatch
go,464,untracemem,runtime,routed,matrix_dispatch
go,465,inspect,runtime,routed,matrix_dispatch
go,466,address,runtime,routed,matrix_dispatch
go,467,named,runtime,routed,matrix_dispatch
go,468,refcnt,runtime,routed,matrix_dispatch
go,469,merge,runtime,routed,matrix_dispatch
go,470,capabilities,system,routed,matrix_dispatch
go,471,capabilitiesX11,system,routed,matrix_dispatch
go,472,new.env,environment,routed,matrix_dispatch
go,473,parent.env,environment,routed,matrix_dispatch
go,474,parent.env<-,replacement,routed,matrix_dispatch
go,475,topenv,environment,routed,matrix_dispatch
go,476,l10n_info,system,routed,matrix_dispatch
go,477,Cstack_info,system,routed,matrix_dispatch
go,478,mmap_file,io,routed,matrix_dispatch
go,479,munmap_file,io,routed,matrix_dispatch
go,480,wrap_meta,runtime,routed,matrix_dispatch
go,481,tryWrap,runtime,routed,matrix_dispatch
go,482,altrep_class,attribute,routed,matrix_dispatch
go,483,file.show,io,routed,matrix_dispatch
go,484,file.create,io,routed,matrix_dispatch
go,485,file.remove,environment,routed,matrix_dispatch
go,486,file.rename,io,routed,matrix_dispatch
go,487,file.append,io,routed,matrix_dispatch
go,488,file.symlink,io,routed,matrix_dispatch
go,489,file.link,io,routed,matrix_dispatch
go,490,file.copy,io,routed,matrix_dispatch
go,491,list.files,io,routed,matrix_dispatch
go,492,list.dirs,io,routed,matrix_dispatch
go,493,file.exists,io,routed,matrix_dispatch
go,494,file.choose,io,routed,matrix_dispatch
go,495,file.info,io,routed,matrix_dispatch
go,496,file.access,io,routed,matrix_dispatch
go,497,dir.exists,io,routed,matrix_dispatch
go,498,dir.create,io,routed,matrix_dispatch
go,499,tempfile,io,routed,matrix_dispatch
go,500,tempdir,io,routed,matrix_dispatch
go,501,R.home,system,routed,matrix_dispatch
go,502,date,system,routed,matrix_dispatch
go,503,Sys.getenv,environment,routed,matrix_dispatch
go,504,Sys.setenv,environment,routed,matrix_dispatch
go,505,Sys.unsetenv,environment,routed,matrix_dispatch
go,506,getwd,environment,routed,matrix_dispatch
go,507,setwd,runtime,routed,matrix_dispatch
go,508,basename,runtime,routed,matrix_dispatch
go,509,dirname,io,routed,matrix_dispatch
go,510,Sys.chmod,system,routed,matrix_dispatch
go,511,Sys.umask,system,routed,matrix_dispatch
go,512,Sys.readlink,io,routed,matrix_dispatch
go,513,Sys.info,runtime,routed,matrix_dispatch
go,514,Sys.sleep,system,routed,matrix_dispatch
go,515,Sys.getlocale,environment,routed,matrix_dispatch
go,516,Sys.setlocale,system,routed,matrix_dispatch
go,517,Sys.localeconv,system,routed,matrix_dispatch
go,518,path.expand,system,routed,matrix_dispatch
go,519,Sys.getpid,environment,routed,matrix_dispatch
go,520,normalizePath,runtime,routed,matrix_dispatch
go,521,Sys.glob,system,routed,matrix_dispatch
go,522,unlink,system,routed,matrix_dispatch
go,523,polyroot,numeric-complex,routed,matrix_dispatch
go,524,inherits,runtime,routed,matrix_dispatch
go,525,UseMethod,language,routed,matrix_dispatch
go,526,NextMethod,language,routed,matrix_dispatch
go,527,standardGeneric,runtime,routed,matrix_dispatch
go,528,Sys.time,runtime,routed,matrix_dispatch
go,529,as.POSIXct,datetime,routed,matrix_dispatch
go,530,as.POSIXlt,datetime,routed,matrix_dispatch
go,531,format.POSIXlt,datetime,routed,matrix_dispatch
go,532,strptime,character,routed,matrix_dispatch
go,533,Date2POSIXlt,datetime,routed,matrix_dispatch
go,534,POSIXlt2Date,datetime,routed,matrix_dispatch
go,535,balancePOSIXlt,datetime,routed,matrix_dispatch
go,536,unCfillPOSIXlt,datetime,routed,matrix_dispatch
go,537,compareNumericVersion,runtime,routed,matrix_dispatch
go,538,mkCode,language,routed,matrix_dispatch
go,539,bcClose,language,routed,matrix_dispatch
go,540,is.builtin.internal,language,routed,matrix_dispatch
go,541,disassemble,language,routed,matrix_dispatch
go,542,bcVersion,language,routed,matrix_dispatch
go,543,load.from.file,io,routed,matrix_dispatch
go,544,save.to.file,io,routed,matrix_dispatch
go,545,growconst,language,routed,matrix_dispatch
go,546,putconst,language,routed,matrix_dispatch
go,547,getconst,environment,routed,matrix_dispatch
go,548,enableJIT,language,routed,matrix_dispatch
go,549,compilePKGS,language,routed,matrix_dispatch
go,550,setNumMathThreads,io,routed,matrix_dispatch
go,551,setMaxNumMathThreads,io,routed,matrix_dispatch
go,552,stdin,io,routed,matrix_dispatch
go,553,stdout,io,routed,matrix_dispatch
go,554,stderr,io,routed,matrix_dispatch
go,555,isatty,io,routed,matrix_dispatch
go,556,readLines,io,routed,matrix_dispatch
go,557,writeLines,io,routed,matrix_dispatch
go,558,readBin,io,routed,matrix_dispatch
go,559,writeBin,io,routed,matrix_dispatch
go,560,readChar,io,routed,matrix_dispatch
go,561,writeChar,io,routed,matrix_dispatch
go,562,open,io,routed,matrix_dispatch
go,563,isOpen,io,routed,matrix_dispatch
go,564,isIncomplete,io,routed,matrix_dispatch
go,565,isSeekable,io,routed,matrix_dispatch
go,566,close,io,routed,matrix_dispatch
go,567,flush,io,routed,matrix_dispatch
go,568,file,io,routed,matrix_dispatch
go,569,url,io,routed,matrix_dispatch
go,570,pipe,io,routed,matrix_dispatch
go,571,fifo,io,routed,matrix_dispatch
go,572,gzfile,io,routed,matrix_dispatch
