feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,rust.move_semantics,rust.copy_semantics,rust.shared_borrow,rust.mutable_borrow,rust.reborrow,rust.borrow_checker,rust.nonlexical_lifetimes,rust.region_inference,rust.lifetime_parameters,rust.higher_ranked_lifetimes,rust.drop_semantics,rust.drop_check,rust.destructor_order,rust.pin_unpin,rust.interior_mutability,rust.cell_refcell,rust.smart_pointer_ownership,rust.raw_pointer_deref,rust.aliasing_model,rust.pointer_provenance,rust.unsafe_block,rust.unsafe_trait_impl,rust.trait_definition,rust.trait_impl,rust.associated_types,rust.associated_consts,rust.trait_object_dyn,rust.vtable_dispatch,rust.generic_bounds,rust.where_clauses,rust.blanket_impl,rust.coherence_orphan,rust.specialization,rust.impl_trait,rust.opaque_types,rust.method_resolution,rust.autoderef_autoref,rust.deref_coercion,rust.unsize_coercion,rust.operator_traits,rust.pattern_destructuring,rust.match_exhaustiveness,rust.match_guards,rust.ref_patterns,rust.enum_variant_semantics,rust.if_let_while_let,rust.let_else,rust.loop_break_value,rust.never_type_divergence,rust.result_question_operator,rust.option_niche_optimization,rust.panic_unwind_abort,rust.async_await,rust.future_poll,rust.generator_coroutine,rust.await_suspension,rust.closure_capture_modes,rust.fn_traits,rust.send_sync_auto_traits,rust.atomic_ordering,rust.thread_memory_model,rust.macro_rules_hygiene,rust.proc_macro,rust.name_resolution_hygiene,rust.const_eval,rust.const_generics,rust.monomorphization,rust.hir_lowering,rust.mir_semantics,rust.abi_layout,rust.repr_attributes,rust.ffi_extern_abi,rust.slice_fat_pointer,rust.dst_unsized,rust.crate_module_resolution,rust.visibility_privacy,rust.attributes_cfg,rust.feature_gates
generic,0.00000,0.00000,0.00000,0.40057,0.00000,0.00000,0.77151,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31688,0.00000,0.75960,0.00000,0.00000,0.00000,0.00000,0.47685,0.00000,0.00000,0.00000,0.77827,0.00000,0.00000,0.00000,0.00000,0.00000,0.48200,0.41350,0.00000,1.00000,0.41379,0.00000,0.00000,0.00000,0.00000,0.48074,0.00000,0.78589,0.00000,0.00000,0.00000,0.12055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39255,0.00000,0.00000,0.47029,0.00000,0.00000,0.00000,0.00000,0.40408,0.40085,0.00000,0.49877,0.00000,0.00000,0.39325,0.40282,0.39757,0.39424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78133,0.40836,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41105,0.00000,0.39421,0.00000,0.48282,0.46942,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.63750,0.63750,0.33750,0.18000,0.37500,0.00000,0.63750,0.22500,0.22500,0.18000,0.00000,0.48000,0.48000,0.48000,0.37500,0.37500,0.37500,0.39000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.22500,0.22500,0.00000,0.00000
generic_constraint,0.00000,0.00000,0.00000,0.75838,0.00000,0.00000,0.40277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31548,0.00000,0.39636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40775,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76915,0.00000,0.41379,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.42374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76138,0.75813,0.00000,0.00000,0.00000,0.46329,0.75497,0.75901,0.75671,0.75177,0.00000,0.46789,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41078,0.76959,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45561,0.77050,0.00000,0.75258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.37500,0.37500,0.18000,0.18000,0.37500,0.00000,0.48000,0.22500,0.00000,0.00000,0.00000,0.48000,0.48000,0.48000,0.48000,0.48000,0.48000,0.39000,0.00000,0.00000,0.00000,0.00000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
global_state,0.00000,0.76229,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76109,0.00000,0.00000,0.00000,0.75724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46202,0.00000,0.75618,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75803,0.00000,0.45496,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.15000,0.18000,0.15000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
goto_label,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.47089,0.00000,0.00000,0.46012,0.00000,0.00000,0.76679,0.75810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.75521,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38272,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75329,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.45813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.39304,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.37500,0.48000,0.30000,0.00000,0.48000,0.63750,0.48000,0.52500,0.57000,0.00000,0.15000,0.15000,0.00000,0.15000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
identifier,0.00000,0.00000,0.45853,0.00000,0.75838,0.00000,0.00000,0.45689,0.75699,0.00000,0.00000,0.45810,0.00000,0.45867,0.00000,0.00000,0.46032,0.00000,0.00000,0.75000,0.31667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.45324,0.00000,0.00000,0.00000,0.00000,0.00000,0.76626,0.76534,0.76058,0.76316,0.00000,0.00000,0.00000,0.45256,0.00000,0.75745,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46489,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31324,0.45000,0.30906,0.45487,0.00000,0.00000,0.00000,0.30148,0.00000,0.00000,0.00000,0.00000,0.46523,0.00000,0.00000,0.75444,0.00000,0.00000,0.31410,0.00000,0.00000,0.45959,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.30000,0.00000,0.36429,0.00000,0.30000,0.37500,0.30000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
if,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.45330,0.00000,0.00000,0.45491,0.00000,0.00000,0.78486,0.75706,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75521,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75467,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80922,0.00000,0.00000,0.00000,0.45436,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80391,0.38318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45000,0.37500,0.48000,0.30000,0.00000,0.48000,0.63750,0.48000,0.52500,0.57000,0.00000,0.15000,0.15000,0.00000,0.15000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
import,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45936,0.00000,0.00000,0.00000,0.00000,0.47694,0.00000,0.00000,0.00000,0.48518,0.00000,0.00000,0.00000,0.00000,0.00000,0.51805,0.00000,0.00000,0.48074,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.49015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33587,0.00000,0.00000,0.00000,0.00000,0.00000,0.77863,0.00000,0.39968,0.00000,0.00000,0.00000,0.00000,0.00000,0.48345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30912,0.00000,0.00000,0.00000,0.00000,0.00000,0.49957,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51280,0.77623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.33750,0.33750,0.18000,0.00000,0.00000,0.33750,0.22500,0.22500,0.18000,0.00000,0.18000,0.18000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37500,0.30000,0.39000,0.00000,0.18000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.52500,0.52500,0.39000,0.30000
index,0.00000,0.00000,0.77339,0.00000,0.45876,0.00000,0.00000,0.46927,0.46243,0.00000,0.00000,0.47573,0.00000,0.45947,0.00000,0.00000,0.45643,0.00000,0.00000,0.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45324,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45656,0.45666,0.45000,0.45180,0.00000,0.00000,0.00000,0.75351,0.00000,0.49007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.75182,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75911,0.30980,0.00000,0.47586,0.00000,0.00000,0.00000,0.00000,0.00000,0.45956,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
interface_trait,0.00000,0.00000,0.00000,0.39623,0.00000,0.00000,0.77106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31491,0.00000,0.75534,0.00000,0.00000,0.00000,0.00000,0.47086,0.00000,0.00000,0.00000,0.77635,0.00000,0.00000,0.00000,0.00000,0.00000,0.50250,0.40936,0.00000,0.78589,0.42374,0.00000,0.00000,0.00000,0.00000,0.49015,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39230,0.00000,0.00000,0.47027,0.00000,0.00000,0.00000,0.00000,0.40045,0.39941,0.00000,0.48172,0.00000,0.00000,0.39234,0.40126,0.39630,0.39301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.79636,0.40412,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40745,0.00000,0.39278,0.00000,0.49123,0.47055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33750,0.33750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.63750,0.63750,0.33750,0.18000,0.37500,0.00000,0.63750,0.22500,0.22500,0.18000,0.00000,0.48000,0.48000,0.48000,0.37500,0.37500,0.37500,0.39000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.18000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.22500,0.22500,0.00000,0.00000
io,0.00000,0.75762,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75276,0.00000,0.00000,0.00000,0.76110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45811,0.00000,0.75668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75777,0.00000,0.45518,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.15000,0.18000,0.15000,0.00000,0.00000,0.00000,0.18000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ir,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75618,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77211,0.76783,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18000,0.33750,0.00000,0.36429,0.00000,0.48000,0.37500,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.22500
layout_alignment,0.78508,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77253,0.00000,0.00000,0.00000,0.00000,0.00000,0.75411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.18000,0.15000,0.57000,0.18000,0.57000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63750,0.48000,0.48000,0.63750,0.52500,0.00000,0.00000,0.00000,0.00000
lifetime,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30906,0.00000,0.00000,0.00000,0.30289,0.00000,0.32345,0.46235,0.00000,0.00000,0.00000,0.00000,0.31788,0.12302,0.00000,0.31490,0.00000,0.00000,0.00000,0.00000,0.00000,0.32905,0.00000,0.00000,0.47037,0.00000,0.46001,0.00000,0.00000,0.00000,0.00000,0.45039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.30000,0.36429,0.35625,0.37500,0.36429,0.37500,0.39000,0.37500,0.37500,0.30000,0.37500,0.00000,0.30000,0.30000,0.30000,0.30000,0.00000,0.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.18000,0.00000,0.22500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
literal_boolean,0.00000,0.00000,0.45443,0.00000,0.76598,0.00000,0.00000,0.45868,0.76786,0.00000,0.00000,0.46002,0.00000,0.46854,0.00000,0.00000,0.47324,0.00000,0.00000,0.75000,0.32687,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76626,0.00000,0.00000,0.45656,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.79571,0.75637,0.75979,0.00000,0.00000,0.00000,0.45308,0.00000,0.75715,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47546,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31862,0.45119,0.30936,0.45552,0.00000,0.00000,0.00000,0.30364,0.00000,0.00000,0.00000,0.00000,0.47500,0.00000,0.00000,0.76093,0.00000,0.00000,0.34299,0.00000,0.00000,0.46654,0.12857,0.00000,0.12857,0.00000,0.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30000,0.30000,0.00000,0.36429,0.00000,0.30000,0.37500,0.30000,0.37500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22500,0.00000,0.15000,0.00000,0.15000,0.15000,0.00000,0.15000,0.00000,0.12857,0.00000,0.00000,0.22500,0.00000,0.12857,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
