file,component,extension,size_bytes,lines
benchmark/single-source/FindStringNaive.swift,other,.swift,5339,185
benchmark/single-source/FlattenDistanceFromTo.swift,other,.swift,3682,118
benchmark/single-source/FlattenList.swift,other,.swift,1647,64
benchmark/single-source/FloatingPointConversion.swift,other,.swift,8061,213
benchmark/single-source/FloatingPointParsing.swift,other,.swift,15359,274
benchmark/single-source/FloatingPointPrinting.swift,other,.swift,6782,222
benchmark/single-source/Hanoi.swift,other,.swift,1507,55
benchmark/single-source/Hash.swift,other,.swift,18579,674
benchmark/single-source/Histogram.swift,grammar,.swift,5298,122
benchmark/single-source/HTTP2StateMachine.swift,other,.swift,19017,391
benchmark/single-source/IndexPathTest.swift,tests,.swift,3481,135
benchmark/single-source/InsertCharacter.swift,other,.swift,3383,114
benchmark/single-source/IntegerParsing.swift,other,.swift,16606,584
benchmark/single-source/IntegerToString.swift,other,.swift,13578,632
benchmark/single-source/Integrate.swift,other,.swift,1958,74
benchmark/single-source/IterateData.swift,other,.swift,1077,40
benchmark/single-source/Join.swift,other,.swift,944,31
benchmark/single-source/KeyPathPerformanceTests.swift,tests,.swift,60075,1776
benchmark/single-source/LazyFilter.swift,other,.swift,2181,74
benchmark/single-source/LinkedList.swift,other,.swift,1496,59
benchmark/single-source/LuhnAlgoEager.swift,other,.swift,6465,235
benchmark/single-source/LuhnAlgoLazy.swift,other,.swift,6417,234
benchmark/single-source/MapReduce.swift,other,.swift,6350,243
benchmark/single-source/Memset.swift,other,.swift,947,37
benchmark/single-source/MirrorTest.swift,ir,.swift,2612,108
benchmark/single-source/MonteCarloE.swift,other,.swift,1596,46
benchmark/single-source/MonteCarloPi.swift,other,.swift,1128,39
benchmark/single-source/NaiveRangeReplaceableCollectionConformance.swift,other,.swift,2566,102
benchmark/single-source/NibbleSort.swift,other,.swift,1019,55
benchmark/single-source/NIOChannelPipeline.swift,other,.swift,2340,105
benchmark/single-source/NopDeinit.swift,other,.swift,1084,43
benchmark/single-source/NSDictionaryCastToSwift.swift,other,.swift,1290,42
benchmark/single-source/NSErrorTest.swift,tests,.swift,1228,56
benchmark/single-source/NSStringConversion.swift,runtime,.swift,12881,265
benchmark/single-source/ObjectAllocation.swift,runtime,.swift,2576,141
benchmark/single-source/ObjectiveCBridging.swift,runtime,.swift,30510,982
benchmark/single-source/ObjectiveCBridgingStubs.swift,runtime,.swift,14027,522
benchmark/single-source/ObjectiveCNoBridgingStubs.swift,runtime,.swift,5668,231
benchmark/single-source/ObserverClosure.swift,other,.swift,1221,51
benchmark/single-source/ObserverForwarderStruct.swift,other,.swift,1380,62
benchmark/single-source/ObserverPartiallyAppliedMethod.swift,other,.swift,1252,50
benchmark/single-source/ObserverUnappliedMethod.swift,other,.swift,1481,64
benchmark/single-source/OpaqueConsumingUsers.swift,other,.swift,2262,91
benchmark/single-source/OpenClose.swift,other,.swift,1082,40
benchmark/single-source/ParameterPacks.swift,other,.swift,1379,54
benchmark/single-source/Phonebook.swift,other,.swift,2121,81
benchmark/single-source/PointerArithmetics.swift,other,.swift,1041,36
benchmark/single-source/PolymorphicCalls.swift,other,.swift,7015,332
benchmark/single-source/PopFront.swift,other,.swift,1693,62
benchmark/single-source/PopFrontGeneric.swift,other,.swift,1860,64
benchmark/single-source/Prefix.swift,other,.swift,6749,245
benchmark/single-source/PrefixWhile.swift,other,.swift,7174,245
benchmark/single-source/Prims.swift,other,.swift,18208,764
benchmark/single-source/PrimsNonStrongRef.swift,other,.swift,32977,1347
benchmark/single-source/ProtocolConformance.swift,other,.swift,1987,78
benchmark/single-source/ProtocolDispatch.swift,other,.swift,839,30
benchmark/single-source/ProtocolDispatch2.swift,other,.swift,1840,69
benchmark/single-source/QueueTest.swift,tests,.swift,3318,132
benchmark/single-source/Radix2CooleyTukey.swift,other,.swift,8755,269
benchmark/single-source/RandomShuffle.swift,other,.swift,1725,61
benchmark/single-source/RandomTree.swift,other,.swift,8502,341
benchmark/single-source/RandomValues.swift,other,.swift,5165,206
benchmark/single-source/RangeAssignment.swift,other,.swift,990,33
benchmark/single-source/RangeContains.swift,other,.swift,2609,97
benchmark/single-source/RangeIteration.swift,other,.swift,2030,90
benchmark/single-source/RangeOverlaps.swift,other,.swift,2172,79
benchmark/single-source/RangeReplaceableCollectionPlusDefault.swift,other,.swift,1595,63
benchmark/single-source/RC4.swift,other,.swift,2782,112
benchmark/single-source/RecursiveOwnedParameter.swift,other,.swift,1901,63
benchmark/single-source/ReduceInto.swift,other,.swift,3237,121
benchmark/single-source/RemoveWhere.swift,other,.swift,6231,206
benchmark/single-source/ReversedCollections.swift,other,.swift,2433,78
benchmark/single-source/RGBHistogram.swift,grammar,.swift,7424,180
benchmark/single-source/RomanNumbers.swift,other,.swift,2111,75
benchmark/single-source/SequenceAlgos.swift,other,.swift,3588,101
benchmark/single-source/SetIdentical.swift,other,.swift,1350,47
benchmark/single-source/SetTests.swift,tests,.swift,42019,1228
benchmark/single-source/SevenBoom.swift,other,.swift,1303,53
benchmark/single-source/Sim2DArray.swift,other,.swift,1245,50
benchmark/single-source/SIMDRandomMask.swift,other,.swift,2370,93
benchmark/single-source/SIMDReduceInteger.swift,other,.swift,7085,248
benchmark/single-source/SimpleArraySpecialization.swift,other,.swift,2696,121
benchmark/single-source/SortArrayInClass.swift,other,.swift,2484,86
benchmark/single-source/SortIntPyramids.swift,other,.swift,2331,77
benchmark/single-source/SortLargeExistentials.swift,other,.swift,3417,91
benchmark/single-source/SortLettersInPlace.swift,other,.swift,1584,50
benchmark/single-source/SortStrings.swift,other,.swift,39372,2061
benchmark/single-source/SpanTests.swift,tests,.swift,7658,308
benchmark/single-source/StaticArray.swift,other,.swift,3475,104
benchmark/single-source/StrComplexWalk.swift,other,.swift,1964,34
benchmark/single-source/StringBuilder.swift,other,.swift,5282,206
benchmark/single-source/StringComparison.swift,runtime,.swift,26520,785
benchmark/single-source/StringDistance.swift,other,.swift,7519,205
benchmark/single-source/StringEdits.swift,other,.swift,1945,82
benchmark/single-source/StringEnum.swift,other,.swift,5374,229
benchmark/single-source/StringInsert.swift,other,.swift,4632,122
benchmark/single-source/StringInterpolation.swift,other,.swift,3131,112
benchmark/single-source/StringMatch.swift,other,.swift,2744,102
benchmark/single-source/StringRemoveDupes.swift,other,.swift,1602,53
benchmark/single-source/StringRepeating.swift,other,.swift,3191,77
benchmark/single-source/StringReplaceSubrange.swift,other,.swift,2445,76
benchmark/single-source/StringSplitting.swift,other,.swift,9487,308
benchmark/single-source/StringSwitch.swift,other,.swift,6253,235
benchmark/single-source/StringTests.swift,tests,.swift,75333,1679
benchmark/single-source/StringWalk.swift,other,.swift,35300,1382
benchmark/single-source/StrToInt.swift,other,.swift,2038,55
benchmark/single-source/SubstringTest.swift,tests,.swift,9577,335
benchmark/single-source/Suffix.swift,other,.swift,6753,245
benchmark/single-source/SuperChars.swift,other,.swift,1359,45
benchmark/single-source/TaskGroups.swift,other,.swift,1723,65
benchmark/single-source/TaskLocalGet.swift,other,.swift,2440,87
benchmark/single-source/TaskRegistryStress.swift,other,.swift,3845,146
benchmark/single-source/ToddCoxeter.swift,other,.swift,15870,581
benchmark/single-source/TwoSum.swift,other,.swift,3884,84
benchmark/single-source/TypeFlood.swift,other,.swift,4043,118
benchmark/single-source/UTF16Decode.swift,other,.swift,11067,277
benchmark/single-source/UTF8Decode.swift,other,.swift,9540,275
benchmark/single-source/Walsh.swift,other,.swift,2535,97
benchmark/single-source/WithUnsafeCurrentTask.swift,other,.swift,3418,116
benchmark/single-source/WordCount.swift,other,.swift,9241,278
benchmark/single-source/XorLoop.swift,other,.swift,970,34
benchmark/single-source/Concurrency/ChildTaskCreation.swift,other,.swift,7207,171
benchmark/single-source/Concurrency/TaskDeadlines.swift,other,.swift,2786,86
benchmark/single-source/Concurrency/TaskIsCancelledCancellationScopes.swift,binding,.swift,3569,108
benchmark/utils/ArgParse.swift,grammar,.swift,8940,247
benchmark/utils/convertToJSON.py,other,.py,2309,90
benchmark/utils/DriverUtils.swift,other,.swift,25471,773
benchmark/utils/main.swift,other,.swift,13205,459
benchmark/utils/SimpleArray.swift,other,.swift,1874,82
benchmark/utils/TestsUtils.swift,tests,.swift,12029,358
benchmark/utils/CxxTests/CreateObjects.h,runtime,.h,156,9
benchmark/utils/CxxTests/CxxStdlibPerformance.h,tests,.h,1535,79
benchmark/utils/CxxTests/Subscripts.h,tests,.h,237,11
benchmark/utils/LibProc/LibProcIncludeSystemHeader.h,other,.h,916,23
benchmark/utils/ObjectiveCTests/ObjectiveCTests.h,runtime,.h,1781,57
benchmark/utils/ObjectiveCTests/ObjectiveCTests.m,runtime,.m,15490,389
cmake/dummy.cpp,other,.cpp,539,14
cmake/PrintVersion.cmake,other,.cmake,80,3
cmake/SwiftVersion.cmake,other,.cmake,344,8
cmake/caches/Darwin-arm64.cmake,other,.cmake,4193,168
cmake/caches/Darwin-x86_64.cmake,other,.cmake,4194,168
cmake/caches/EmscriptenHostLLVM.cmake,runtime,.cmake,1856,43
cmake/caches/EmscriptenHostSwift.cmake,other,.cmake,2759,56
cmake/caches/EmscriptenHostSwiftLLDShim.cmake,other,.cmake,626,17
cmake/caches/Linux-x86_64.cmake,other,.cmake,4558,167
cmake/caches/Runtime-Android-aarch64.cmake,runtime,.cmake,896,25
cmake/caches/Runtime-Android-armv7.cmake,runtime,.cmake,892,25
cmake/caches/Runtime-Android-i686.cmake,runtime,.cmake,890,25
cmake/caches/Runtime-Android-x86_64.cmake,runtime,.cmake,894,25
cmake/caches/Runtime-Linux-x86_64.cmake,runtime,.cmake,707,20
cmake/caches/Runtime-MacOSX-arm64.cmake,runtime,.cmake,813,21
cmake/caches/Runtime-MacOSX-x86_64.cmake,runtime,.cmake,816,21
cmake/caches/Runtime-WASI-wasm32.cmake,runtime,.cmake,1059,30
cmake/caches/Runtime-Windows-aarch64.cmake,runtime,.cmake,711,21
cmake/caches/Runtime-Windows-i686.cmake,runtime,.cmake,708,21
cmake/caches/Runtime-Windows-x86_64.cmake,runtime,.cmake,709,20
cmake/caches/Windows-aarch64.cmake,other,.cmake,3916,157
cmake/caches/Windows-Bootstrap-Core.cmake,other,.cmake,1876,54
cmake/caches/Windows-Bootstrap-Stage0-aarch64.cmake,other,.cmake,197,5
cmake/caches/Windows-Bootstrap-Stage0-x86_64.cmake,other,.cmake,192,5
cmake/caches/Windows-Bootstrap-Stage0.cmake,other,.cmake,535,27
cmake/caches/Windows-Bootstrap-Stage1-aarch64.cmake,other,.cmake,146,4
cmake/caches/Windows-Bootstrap-Stage1-x86_64.cmake,other,.cmake,145,4
cmake/caches/Windows-Bootstrap-Stage1.cmake,other,.cmake,662,33
cmake/caches/Windows-x86_64.cmake,other,.cmake,3915,157
cmake/modules/AddPureSwift.cmake,other,.cmake,20593,555
cmake/modules/AddSwift.cmake,other,.cmake,47015,1111
cmake/modules/AddSwiftTableGen.cmake,other,.cmake,414,14
cmake/modules/AddSwiftUnittests.cmake,tests,.cmake,5847,149
cmake/modules/ClangClCompileRules.cmake,runtime,.cmake,1059,20
cmake/modules/CMakeLists.txt,other,.txt,775,20
cmake/modules/DarwinSDKs.cmake,other,.cmake,7716,156
cmake/modules/FindLibEdit.cmake,other,.cmake,2472,71
cmake/modules/FindUUID.cmake,other,.cmake,723,26
cmake/modules/GoldVersion.cmake,other,.cmake,697,19
cmake/modules/Libdispatch.cmake,other,.cmake,16436,326
cmake/modules/macCatalystUtils.cmake,other,.cmake,3676,115
cmake/modules/StandaloneOverlay.cmake,other,.cmake,5547,155
cmake/modules/SwiftAddCustomCommandTarget.cmake,other,.cmake,6262,164
cmake/modules/SwiftAndroidSupport.cmake,other,.cmake,1756,37
cmake/modules/SwiftCompilerCapability.cmake,other,.cmake,2262,70
cmake/modules/SwiftComponents.cmake,other,.cmake,9746,217
cmake/modules/SwiftConfigureSDK.cmake,other,.cmake,27100,601
cmake/modules/SwiftCXXUtils.cmake,other,.cmake,148,6
cmake/modules/SwiftHandleGybSources.cmake,other,.cmake,6092,166
cmake/modules/SwiftList.cmake,other,.cmake,1455,56
cmake/modules/SwiftManpage.cmake,other,.cmake,1481,51
cmake/modules/SwiftSetIfArchBitness.cmake,other,.cmake,1817,50
cmake/modules/SwiftSharedCMakeConfig.cmake,other,.cmake,16598,403
cmake/modules/SwiftToolchainUtils.cmake,other,.cmake,292,8
cmake/modules/SwiftUtils.cmake,other,.cmake,10261,297
cmake/modules/SwiftWindowsSupport.cmake,other,.cmake,4348,115
cmake/modules/UnixCompileRules.cmake,other,.cmake,1626,31
docs/ABIStabilityManifesto.md,docs,.md,57523,440
docs/AccessControl.md,docs,.md,11364,253
docs/AccessControlInStdlib.md,docs,.md,3465,129
docs/Android.md,docs,.md,8725,185
docs/AndroidBuild.md,docs,.md,9922,177
docs/Arrays.md,docs,.md,9940,247
docs/Backtracing.rst,docs,.rst,30868,548
docs/Branches.md,docs,.md,6022,98
docs/BuildManifesto.md,docs,.md,4214,97
docs/CMakeLists.txt,docs,.txt,2201,76
docs/CompactBacktraceFormat.md,docs,.md,6569,168
docs/CompactImageMapFormat.md,docs,.md,7658,231
docs/CompilerPerformance.md,docs,.md,68221,1306
docs/conf.py,docs,.py,8887,283
docs/contents.rst,docs,.rst,341,22
docs/ContinuousIntegration.md,docs,.md,16309,301
docs/CrossCompilationModel.md,docs,.md,5724,105
docs/CToSwiftNameTranslation-OmitNeedlessWords.md,docs,.md,19272,287
docs/CToSwiftNameTranslation.md,docs,.md,38508,778
docs/DebuggingTheCompiler.md,docs,.md,65406,1500
docs/DependencyAnalysis.md,docs,.md,3905,86
docs/DevelopmentTips.md,docs,.md,9621,133
docs/Diagnostics.md,docs,.md,21825,241
docs/DifferentiableProgramming.md,docs,.md,134397,3115
docs/DifferentiableProgrammingImplementation.md,docs,.md,59850,1001
docs/Distributed.md,docs,.md,28782,447
docs/DocumentationComments.md,docs,.md,2852,91
docs/Driver.md,docs,.md,14968,309
docs/DriverInternals.md,docs,.md,5993,122
docs/DriverParseableOutput.md,docs,.md,7354,224
docs/DynamicCasting.md,docs,.md,38078,746
docs/ErrorHandling.md,docs,.md,28822,748
docs/ErrorHandlingRationale.md,docs,.md,93239,1999
docs/ExternalResources.md,docs,.md,11862,207
docs/FailableInitializers.md,docs,.md,9129,213
docs/GenericsManifesto.md,docs,.md,36574,805
docs/HighLevelSILOptimizations.rst,ir,.rst,18422,468
docs/HowSwiftImportsCAPIs.md,docs,.md,35967,1034
docs/HowToUpdateDebugInfo.md,docs,.md,11174,278
docs/IndexInvalidation.md,docs,.md,7921,179
docs/InitializerProblems.rst,docs,.rst,4141,107
docs/Lexicon.md,docs,.md,30722,767
docs/libFuzzerIntegration.md,docs,.md,1080,39
docs/LibraryEvolution.rst,docs,.rst,46017,1028
docs/LibraryEvolutionManifesto.md,docs,.md,15520,216
docs/Literals.md,docs,.md,6126,160
docs/LogicalObjects.md,runtime,.md,4833,83
docs/Makefile,docs,,5582,156
docs/Modules.md,docs,.md,16124,401
docs/MutationModel.rst,docs,.rst,9705,303
docs/ObjCInterop.md,docs,.md,5247,114
docs/OpenBSD.md,docs,.md,4524,97
docs/OptimizationTips.rst,optimizer,.rst,24987,636
docs/OptimizerCountersAnalysis.md,optimizer,.md,18311,404
docs/OptimizerDesign.md,optimizer,.md,11013,245
docs/OwnershipManifesto.md,docs,.md,69717,1636
docs/Random.md,docs,.md,623,17
docs/README.md,docs,.md,10096,203
docs/Reparenting.md,docs,.md,6575,114
docs/RequestEvaluator.md,runtime,.md,12100,81
docs/Runtime.md,runtime,.md,14146,406
docs/SequencesAndCollections.rst,docs,.rst,13814,384
docs/Serialization.md,docs,.md,7082,161
docs/StableBitcode.md,docs,.md,4206,47
docs/StackNestingProof.txt,docs,.txt,200528,4587
docs/StandardLibraryProgrammersManual.md,docs,.md,30474,575
docs/StdlibAPIGuidelines.rst,docs,.rst,7448,248
docs/StdlibRationales.rst,docs,.rst,10359,233
docs/StoredAndComputedVariables.rst,docs,.rst,7805,286
docs/StringDesign.rst,docs,.rst,54315,1772
docs/StringManifesto.md,docs,.md,56957,1285
docs/Swift3Compatibility.md,docs,.md,15403,203
docs/SynchronizationMutexLinux.md,docs,.md,3081,74
docs/Testing.md,tests,.md,28937,664
docs/TextFormatting.rst,docs,.rst,16140,478
docs/TransparentAttr.md,docs,.md,3092,76
docs/TypeChecker.md,docs,.md,47921,1017
docs/WeakReferences.md,docs,.md,49930,1074
docs/WebAssembly.md,docs,.md,7515,152
docs/Windows.md,docs,.md,1236,21
docs/WindowsBuild.md,docs,.md,4212,88
docs/WindowsCrossCompile.md,docs,.md,2224,51
docs/WindowsProfilingCompiler.md,runtime,.md,13495,106
docs/WindowsToolchain.md,docs,.md,4460,66
docs/ABI/CallingConvention.rst,runtime,.rst,58136,1253
docs/ABI/CallingConventionSummary.rst,runtime,.rst,13064,213
docs/ABI/GenericSignature.md,docs,.md,12020,192
docs/ABI/KeyPaths.md,docs,.md,13357,307
docs/ABI/Mangling.rst,docs,.rst,78797,1523
docs/ABI/OldMangling.rst,docs,.rst,27347,549
docs/ABI/RegisterUsage.md,docs,.md,246,6
docs/ABI/TypeLayout.rst,docs,.rst,11130,303
docs/ABI/TypeMetadata.rst,docs,.rst,35228,728
docs/archive/Generics.rst,docs,.rst,39303,951
docs/archive/Import.rst,docs,.rst,4779,168
docs/archive/LangRefNew.rst,docs,.rst,49702,1552
docs/archive/NamespaceLevelVarsAndTopLevelCode.rst,docs,.rst,6444,128
docs/archive/ObjectInitialization.rst,runtime,.rst,20542,610
docs/archive/Objective-CInteroperability.rst,runtime,.rst,24508,652
docs/archive/PatternMatching.rst,docs,.rst,32710,815
docs/archive/Resilience.rst,ir,.rst,24997,657
docs/archive/TuplesAsArguments.md,docs,.md,4233,32
docs/CppInteroperability/CppInteroperabilityContributorGuide.md,docs,.md,4145,102
docs/CppInteroperability/CppInteroperabilityManifesto.md,docs,.md,130174,3557
docs/CppInteroperability/CppInteroperabilityStatus.md,docs,.md,13047,223
docs/CppInteroperability/GettingStartedWithC++Interop.md,docs,.md,6449,201
docs/CppInteroperability/InteropOddities.md,docs,.md,1410,26
docs/CppInteroperability/SwiftTypeRepresentationInC++.md,docs,.md,3344,131
docs/CppInteroperability/UserGuide-CallingSwiftFromC++.md,docs,.md,51478,1418
docs/CppInteroperability/UserManual.md,docs,.md,6090,69
docs/EmbeddedSwift/ABI.md,docs,.md,137,4
docs/EmbeddedSwift/EmbeddedSwiftStatus.md,docs,.md,140,4
docs/EmbeddedSwift/Existentials.md,docs,.md,146,4
docs/EmbeddedSwift/IntegratingWithSDKs.md,docs,.md,164,4
docs/EmbeddedSwift/NonFinalGenericMethods.md,docs,.md,159,4
docs/EmbeddedSwift/README.md,docs,.md,130,4
docs/EmbeddedSwift/UserManual.md,docs,.md,145,4
docs/Generics/Makefile,docs,,88,6
docs/Generics/README.md,docs,.md,2297,83
docs/Generics/chapters/basic-operation/tarjan.swift,docs,.swift,298,25
docs/Generics/chapters/compilation-model/operators.swift,docs,.swift,594,26
docs/Generics/chapters/completion/tpqa.swift,docs,.swift,98,10
docs/Generics/chapters/conformance-paths/collatz.swift,docs,.swift,999,54
docs/Generics/chapters/conformances/sat.swift,docs,.swift,840,34
docs/Generics/chapters/existential-types/argument_evaluation_order.swift,types,.swift,292,17
docs/Generics/chapters/existential-types/existential_peephole.swift,types,.swift,161,14
docs/Generics/chapters/existential-types/metatype_identity.swift,types,.swift,282,16
docs/Generics/chapters/existential-types/self_conformance_any.swift,types,.swift,90,3
docs/Generics/chapters/existential-types/self_conformance_anyobject.swift,types,.swift,59,3
docs/Generics/chapters/existential-types/self_conformance_error.swift,types,.swift,95,6
docs/Generics/chapters/existential-types/self_conformance_marker.swift,types,.swift,132,6
docs/Generics/chapters/existential-types/self_conformance_objc.swift,types,.swift,137,6
