feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,r.promise_lazy_argument,r.promise_forcing,r.missing_argument,r.dots_ellipsis,r.default_argument_lazy,r.quote_substitute_eval,r.language_object_pairlist,r.environment,r.lexical_lookup,r.superassignment,r.active_binding,r.delayed_assignment,r.closure_environment_capture,r.atomic_vector,r.list_pairlist,r.vectorized_operation,r.vector_recycling,r.coercion_lattice,r.na_value,r.na_propagation,r.nan_inf_semantics,r.complex_type,r.raw_type,r.one_based_index,r.negative_index_exclusion,r.logical_index,r.double_bracket_index,r.dollar_member_partial_match,r.attributes,r.s3_dispatch,r.s4_dispatch,r.condition_system,r.restarts_unwind,r.on_exit_cleanup,r.copy_on_modify_named,r.gc_protect,r.altrep,r.ffi_C_Call_External,r.native_registration,r.namespace_package,r.bytecode_compiler,r.rng_state
global_state,0.000222,0.019075,0.000426,0.000233,0.000367,0.008212,0.000313,0.000292,0.000426,0.000125,0.000208,0.000364,0.000212,0.000426,0.008212,0.000313,0.000367,0.000208,0.000208,0.000292,0.000159,0.000125,0.000188,0.019053,0.000159,0.000188,0.000222,0.026209,0.000125,0.000125,0.000231,0.000233,0.000309,0.000313,0.000254,1.004663,0.000125,0.000367,0.000125,0.000236,0.000426,0.000313,0.026209,0.000208,0.000309,0.000300,0.000292,0.000292,0.000292,0.000292,0.008212,0.000208,0.000309,0.000426,0.000233,0.000426,0.001254,0.000236,0.026209,0.000212,0.026209,0.000208,0.000233,0.000233,0.000309,0.000231,0.000292,0.000263,0.000233,0.000233,0.000233,0.000233,0.026209,0.000233,0.019011,0.000125,0.000212,0.000426,0.000212,0.000426,0.000159,0.000254,0.000125,0.000212,0.008212,0.008212,0.000188,0.026209,0.000426,0.000233,0.000233,0.000426,0.000233,0.000309,0.000234,0.000159,0.000125,0.000292,0.003215,0.006859,0.003652,0.000378,0.003201,0.002868,0.003209,0.003161,0.003219,0.002810,0.006818,0.003238,0.003219,0.003242,0.003722,0.003363,0.006922,0.003207,0.003731,0.003291,0.004372,0.003693,0.003687,0.003797,0.004429,0.003822,0.004433,0.003815,0.006891,0.005972,0.002939,0.006690,0.003489,0.003387,0.006879,0.003612,0.003649,0.006668,0.003495,0.003119,0.003506,0.021766
goto_label,0.000000,0.000107,0.003681,0.000144,0.003626,0.000000,0.000275,0.009855,0.003681,0.022777,0.000002,0.003651,0.000105,0.003681,0.000000,0.000275,0.003626,0.000002,0.000002,0.009855,0.006511,0.022777,0.016904,0.000107,0.006511,0.016904,0.000000,0.000107,0.022777,0.022777,0.000333,0.000144,0.000000,0.000275,0.000063,0.000107,1.004221,0.003626,0.022777,0.000275,0.003681,0.000275,0.000107,0.000002,0.000000,0.000073,0.009855,0.009855,0.009855,0.009855,0.000000,0.000002,0.000000,0.003681,0.000144,0.003681,0.000000,0.000275,0.000107,0.000105,0.000107,0.000002,0.000144,0.000144,0.000000,0.000333,0.009855,0.000063,0.000144,0.000144,0.000144,0.000144,0.000107,0.000144,0.000107,0.022777,0.000105,0.003681,0.000105,0.003681,0.006511,0.000063,0.022777,0.000105,0.000000,0.000000,0.016904,0.000107,0.003681,0.000144,0.000144,0.003681,0.000144,0.000000,0.000307,0.006511,0.022777,0.009855,0.002953,0.002818,0.003428,0.002620,0.002863,0.002606,0.000410,0.000221,0.000283,0.000354,0.000286,0.002788,0.000283,0.000417,0.000469,0.002999,0.000422,0.000286,0.000473,0.002953,0.000354,0.000312,0.000311,0.003443,0.000498,0.000487,0.000502,0.000490,0.000371,0.000260,0.000288,0.006105,0.012969,0.012923,0.000199,0.000052,0.000109,0.000081,0.000101,0.000164,0.000075,0.000227
identifier,0.000006,0.000212,0.011498,0.000471,0.014948,0.000007,0.000270,0.011398,0.011498,0.002442,0.000013,0.011218,0.004384,0.011498,0.000007,0.000270,0.014948,0.000013,0.000013,0.011398,0.000561,0.002442,0.002169,0.000226,0.000561,0.002169,0.000006,0.000212,0.002442,0.002442,0.000393,0.000471,0.000013,0.000270,0.000095,0.000212,0.002442,1.002371,0.002442,0.000249,0.011498,0.000270,0.000212,0.000013,0.000013,0.000575,0.011398,0.011398,0.011398,0.011398,0.000007,0.000013,0.000013,0.011498,0.000471,0.011498,0.000007,0.000249,0.000212,0.004384,0.000212,0.000013,0.000471,0.000471,0.000013,0.000393,0.011398,0.000081,0.000471,0.000471,0.000471,0.000471,0.000212,0.000471,0.000205,0.002442,0.004384,0.011498,0.004384,0.011498,0.000561,0.000095,0.002442,0.004384,0.000007,0.000007,0.002169,0.000212,0.011498,0.000471,0.000471,0.011498,0.000471,0.000013,0.004098,0.000561,0.002442,0.011398,0.006056,0.003770,0.007049,0.005247,0.003736,0.005253,0.003571,0.004500,0.005903,0.007129,0.005773,0.007602,0.005903,0.003818,0.004362,0.006290,0.003858,0.002047,0.004373,0.006234,0.002577,0.002270,0.002264,0.007380,0.005144,0.004437,0.005155,0.004549,0.003454,0.001616,0.001607,0.000380,0.001992,0.001907,0.001605,0.000144,0.000213,0.000159,0.000166,0.000447,0.000175,0.001826
if,0.000000,0.000107,0.003681,0.000144,0.003626,0.000000,0.000275,0.009855,0.003681,0.022777,0.000002,0.003651,0.000105,0.003681,0.000000,0.000275,0.003626,0.000002,0.000002,0.009855,0.006511,0.022777,0.016904,0.000107,0.006511,0.016904,0.000000,0.000107,0.022777,0.022777,0.000333,0.000144,0.000000,0.000275,0.000063,0.000107,0.022777,0.003626,1.004221,0.000275,0.003681,0.000275,0.000107,0.000002,0.000000,0.000073,0.009855,0.009855,0.009855,0.009855,0.000000,0.000002,0.000000,0.003681,0.000144,0.003681,0.000000,0.000275,0.000107,0.000105,0.000107,0.000002,0.000144,0.000144,0.000000,0.000333,0.009855,0.000063,0.000144,0.000144,0.000144,0.000144,0.000107,0.000144,0.000107,0.022777,0.000105,0.003681,0.000105,0.003681,0.006511,0.000063,0.022777,0.000105,0.000000,0.000000,0.016904,0.000107,0.003681,0.000144,0.000144,0.003681,0.000144,0.000000,0.000307,0.006511,0.022777,0.009855,0.002953,0.002818,0.003428,0.002620,0.002863,0.002606,0.000410,0.000221,0.000283,0.000354,0.000286,0.002788,0.000283,0.000417,0.000469,0.002999,0.000422,0.000286,0.000473,0.002953,0.000354,0.000312,0.000311,0.003443,0.000498,0.000487,0.000502,0.000490,0.000371,0.000260,0.000288,0.006105,0.012969,0.012923,0.000199,0.000052,0.000109,0.000081,0.000101,0.000164,0.000075,0.000227
import,0.006259,0.000269,0.000360,0.004133,0.000395,0.000000,0.017490,0.000408,0.000360,0.000294,0.000083,0.000355,0.004099,0.000360,0.000000,0.017490,0.000395,0.000083,0.000083,0.000408,0.017393,0.000294,0.000044,0.000615,0.017393,0.000044,0.006259,0.000216,0.000294,0.000294,0.017301,0.004133,0.000528,0.017490,0.004301,0.000216,0.000294,0.000395,0.000294,1.003208,0.000360,0.017490,0.000216,0.000083,0.000528,0.003897,0.000408,0.000408,0.000408,0.000408,0.000000,0.000083,0.000528,0.000360,0.004133,0.000360,0.000053,0.023009,0.000216,0.004099,0.000216,0.000083,0.004133,0.004133,0.000528,0.017301,0.000408,0.003957,0.004133,0.004133,0.004133,0.004133,0.000216,0.004133,0.000216,0.000294,0.004099,0.000360,0.004099,0.000360,0.017393,0.004301,0.000294,0.004099,0.000000,0.000000,0.000044,0.000216,0.000360,0.004133,0.004133,0.000360,0.004133,0.000528,0.017361,0.017393,0.000294,0.000408,0.000565,0.000589,0.000475,0.005389,0.006234,0.002771,0.003080,0.006518,0.003244,0.002804,0.003188,0.003188,0.003244,0.003110,0.003451,0.003029,0.000564,0.003208,0.003458,0.000549,0.004050,0.003551,0.003548,0.000514,0.000524,0.003452,0.000528,0.003470,0.003207,0.005723,0.009387,0.002719,0.000195,0.000091,0.000429,0.000602,0.003320,0.006407,0.009143,0.012102,0.000256,0.000223
index,0.000005,0.000200,0.012726,0.003952,0.009330,0.000006,0.000201,0.009479,0.012726,0.002012,0.000010,0.009333,0.000183,0.012726,0.000006,0.000201,0.009330,0.000010,0.000010,0.009479,0.000437,0.002012,0.001791,0.000211,0.000437,0.001791,0.000005,0.000200,0.002012,0.002012,0.000301,0.003952,0.000010,0.000201,0.000492,0.000200,0.002012,0.009330,0.002012,0.000184,1.002497,0.000201,0.000200,0.000010,0.000010,0.000080,0.009479,0.009479,0.009479,0.009479,0.000006,0.000010,0.000010,0.012726,0.003952,0.012726,0.000005,0.000184,0.000200,0.000183,0.000200,0.000010,0.003952,0.003952,0.000010,0.000301,0.009479,0.000480,0.003952,0.003952,0.003952,0.003952,0.000200,0.003952,0.000194,0.002012,0.000183,0.012726,0.000183,0.012726,0.000437,0.000492,0.002012,0.000183,0.000006,0.000006,0.001791,0.000200,0.012726,0.003952,0.003952,0.012726,0.003952,0.000010,0.000292,0.000437,0.002012,0.009479,0.004958,0.003045,0.005871,0.004187,0.003035,0.004322,0.003107,0.000440,0.001534,0.002600,0.001565,0.003072,0.001534,0.006584,0.006961,0.008557,0.006501,0.005214,0.006984,0.008481,0.005521,0.005335,0.005325,0.009377,0.007546,0.007044,0.007554,0.006926,0.003014,0.001301,0.001380,0.000394,0.001672,0.001560,0.001362,0.000145,0.000288,0.000148,0.000157,0.000214,0.000162,0.001546
interface_trait,0.000216,0.000325,0.000375,0.004138,0.000409,0.000000,0.022307,0.000420,0.000375,0.000281,0.000064,0.000371,0.003928,0.000375,0.000000,0.022307,0.000409,0.000064,0.000064,0.000420,0.016787,0.000281,0.000042,0.006062,0.016787,0.000042,0.000216,0.000274,0.000281,0.000281,0.016699,0.004138,0.000065,0.022307,0.009725,0.000274,0.000281,0.000409,0.000281,0.016688,0.000375,1.003398,0.000274,0.000064,0.000065,0.003736,0.000420,0.000420,0.000420,0.000420,0.000000,0.000064,0.000065,0.000375,0.004138,0.000375,0.000051,0.016688,0.000274,0.003928,0.000274,0.000064,0.004138,0.004138,0.000065,0.016699,0.000420,0.003970,0.004138,0.004138,0.004138,0.004138,0.000274,0.004138,0.000274,0.000281,0.003928,0.000375,0.003928,0.000375,0.016787,0.009725,0.000281,0.003928,0.000000,0.000000,0.000042,0.000274,0.000375,0.004138,0.004138,0.000375,0.004138,0.000065,0.016756,0.016787,0.000281,0.000420,0.000530,0.000564,0.000458,0.005171,0.005984,0.002688,0.003028,0.006292,0.003100,0.002724,0.003100,0.003075,0.003100,0.003095,0.003411,0.002973,0.000605,0.003212,0.003414,0.000565,0.003981,0.003520,0.003517,0.000514,0.000527,0.003391,0.000532,0.003368,0.008636,0.010972,0.014532,0.002670,0.000181,0.000103,0.000264,0.000204,0.003140,0.000392,0.003167,0.006096,0.000222,0.000262
io,0.000222,0.019075,0.000426,0.000233,0.000367,0.008212,0.000313,0.000292,0.000426,0.000125,0.000208,0.000364,0.000212,0.000426,0.008212,0.000313,0.000367,0.000208,0.000208,0.000292,0.000159,0.000125,0.000188,0.019053,0.000159,0.000188,0.000222,0.026209,0.000125,0.000125,0.000231,0.000233,0.000309,0.000313,0.000254,0.026209,0.000125,0.000367,0.000125,0.000236,0.000426,0.000313,1.004663,0.000208,0.000309,0.000300,0.000292,0.000292,0.000292,0.000292,0.008212,0.000208,0.000309,0.000426,0.000233,0.000426,0.001254,0.000236,0.026209,0.000212,0.026209,0.000208,0.000233,0.000233,0.000309,0.000231,0.000292,0.000263,0.000233,0.000233,0.000233,0.000233,0.026209,0.000233,0.019011,0.000125,0.000212,0.000426,0.000212,0.000426,0.000159,0.000254,0.000125,0.000212,0.008212,0.008212,0.000188,0.026209,0.000426,0.000233,0.000233,0.000426,0.000233,0.000309,0.000234,0.000159,0.000125,0.000292,0.003215,0.006859,0.003652,0.000378,0.003201,0.002868,0.003209,0.003161,0.003219,0.002810,0.006818,0.003238,0.003219,0.003242,0.003722,0.003363,0.006922,0.003207,0.003731,0.003291,0.004372,0.003693,0.003687,0.003797,0.004429,0.003822,0.004433,0.003815,0.006891,0.005972,0.002939,0.006690,0.003489,0.003387,0.006879,0.003612,0.003649,0.006668,0.003495,0.003119,0.003506,0.021766
ir,0.000123,0.000522,0.000051,0.000031,0.000051,0.000000,0.000169,0.000051,0.000051,0.000006,0.062903,0.000093,0.000049,0.000051,0.000000,0.000169,0.000051,0.062903,0.062903,0.000051,0.000126,0.000006,0.000006,0.000529,0.000126,0.000006,0.000123,0.000485,0.000006,0.000006,0.000168,0.000031,0.000075,0.000169,0.000075,0.000485,0.000006,0.000051,0.000006,0.000211,0.000051,0.000169,0.000485,1.014130,0.000075,0.000086,0.000051,0.000051,0.000051,0.000051,0.000000,0.062903,0.000075,0.000051,0.000031,0.000051,0.000037,0.000211,0.000485,0.000049,0.000485,0.062903,0.000031,0.000031,0.000075,0.000168,0.000051,0.000068,0.000031,0.000031,0.000031,0.000031,0.000485,0.000031,0.018448,0.000006,0.000049,0.000051,0.000049,0.000051,0.000126,0.000075,0.000006,0.000049,0.000000,0.000000,0.000006,0.000485,0.000051,0.000031,0.000031,0.000051,0.000031,0.000075,0.000126,0.000126,0.000006,0.000051,0.000392,0.000386,0.000359,0.000181,0.000398,0.006312,0.007175,0.000352,0.000320,0.000143,0.000363,0.000363,0.000320,0.000295,0.000343,0.000281,0.000294,0.000273,0.000341,0.000246,0.000368,0.000314,0.000314,0.000282,0.000319,0.000314,0.000319,0.000325,0.000394,0.006347,0.006338,0.000346,0.000247,0.000104,0.000320,0.000326,0.008232,0.000397,0.008269,0.007177,0.052967,0.000391
layout_alignment,0.035330,0.013833,0.000039,0.000188,0.000039,0.000408,0.000133,0.000039,0.000039,0.000000,0.000058,0.000039,0.000230,0.000039,0.000408,0.000133,0.000039,0.000058,0.000058,0.000039,0.000133,0.000000,0.000000,0.000555,0.000133,0.000000,0.035330,0.000555,0.000000,0.000000,0.000133,0.000188,0.047728,0.000133,0.000188,0.000555,0.000000,0.000039,0.000000,0.001035,0.000039,0.000133,0.000555,0.000058,1.009693,0.013431,0.000039,0.000039,0.000039,0.000039,0.000408,0.000058,0.047728,0.000039,0.000188,0.000039,0.013362,0.001035,0.000555,0.000230,0.000555,0.000058,0.000188,0.000188,0.047728,0.000133,0.000039,0.013503,0.000188,0.000188,0.000188,0.000188,0.000555,0.000188,0.000555,0.000000,0.000230,0.000039,0.000230,0.000039,0.000133,0.000188,0.000000,0.000230,0.000408,0.000408,0.000000,0.000555,0.000039,0.000188,0.000188,0.000039,0.000188,0.047728,0.000133,0.000133,0.000000,0.000039,0.000296,0.000432,0.000300,0.000109,0.000312,0.000272,0.000348,0.000417,0.000401,0.000241,0.000420,0.000296,0.000401,0.000307,0.000321,0.000323,0.000421,0.000347,0.000321,0.000284,0.000377,0.000355,0.000355,0.000312,0.000366,0.000383,0.000362,0.000351,0.000416,0.000399,0.000353,0.000404,0.000250,0.000111,0.025748,0.040076,0.019772,0.022620,0.007161,0.001275,0.000316,0.000524
lifetime,0.001423,0.009248,0.000229,0.000313,0.001336,0.000305,0.005732,0.000295,0.000229,0.000115,0.000049,0.000342,0.024624,0.000229,0.000305,0.005732,0.001336,0.000049,0.000049,0.000295,0.005706,0.000115,0.000038,0.000518,0.005706,0.000038,0.001423,0.000403,0.000115,0.000115,0.005741,0.000313,0.010038,0.005732,0.000417,0.000403,0.000115,0.001336,0.000115,0.005705,0.000229,0.005732,0.000403,0.000049,0.010038,1.003536,0.000295,0.000295,0.000295,0.000295,0.000305,0.000049,0.010038,0.000229,0.000313,0.000229,0.008908,0.005705,0.000403,0.024624,0.000403,0.000049,0.000313,0.000313,0.010038,0.005741,0.000295,0.009174,0.000313,0.000313,0.000313,0.000313,0.000403,0.000313,0.000403,0.000115,0.024624,0.000229,0.024624,0.000229,0.005706,0.000417,0.000115,0.024624,0.000305,0.000305,0.000038,0.000403,0.000229,0.000313,0.000313,0.000229,0.000313,0.010038,0.006740,0.005706,0.000115,0.000295,0.004028,0.004133,0.000574,0.007484,0.004269,0.003655,0.000626,0.016040,0.015986,0.013443,0.009670,0.009685,0.015986,0.000441,0.000481,0.000555,0.000455,0.000454,0.000481,0.000405,0.000542,0.000488,0.000488,0.000461,0.000463,0.000591,0.000471,0.004654,0.000613,0.003789,0.003879,0.000459,0.000239,0.000148,0.009761,0.010085,0.009613,0.001222,0.000739,0.008658,0.000299,0.000463
literal_boolean,0.000006,0.000159,0.011015,0.000461,0.010747,0.000007,0.000262,0.014479,0.011015,0.006259,0.000012,0.010751,0.000239,0.011015,0.000007,0.000262,0.010747,0.000012,0.000012,0.014479,0.004080,0.006259,0.002466,0.000172,0.004080,0.002466,0.000006,0.000159,0.006259,0.006259,0.000378,0.000461,0.000012,0.000262,0.000107,0.000159,0.006259,0.010747,0.006259,0.000242,0.011015,0.000262,0.000159,0.000012,0.000012,0.000120,1.002613,0.014479,0.014479,0.014479,0.000007,0.000012,0.000012,0.011015,0.000461,0.011015,0.000006,0.000242,0.000159,0.000239,0.000159,0.000012,0.000461,0.000461,0.000012,0.000378,0.014479,0.000093,0.000461,0.000461,0.000461,0.000461,0.000159,0.000461,0.000153,0.006259,0.000239,0.011015,0.000239,0.011015,0.004080,0.000107,0.006259,0.000239,0.000007,0.000007,0.002466,0.000159,0.011015,0.000461,0.000461,0.011015,0.000461,0.000012,0.000368,0.004080,0.006259,0.014479,0.005691,0.003482,0.006738,0.004898,0.003519,0.004946,0.003374,0.000410,0.001709,0.002946,0.001708,0.003504,0.001709,0.003614,0.004132,0.006011,0.003612,0.001922,0.004142,0.005948,0.002421,0.002132,0.002127,0.007041,0.004837,0.004183,0.004846,0.004180,0.003259,0.001442,0.001478,0.000461,0.002170,0.002096,0.001483,0.000111,0.000189,0.000118,0.000151,0.000244,0.000131,0.001688
literal_null,0.000006,0.000159,0.011015,0.000461,0.010747,0.000007,0.000262,0.014479,0.011015,0.006259,0.000012,0.010751,0.000239,0.011015,0.000007,0.000262,0.010747,0.000012,0.000012,0.014479,0.004080,0.006259,0.002466,0.000172,0.004080,0.002466,0.000006,0.000159,0.006259,0.006259,0.000378,0.000461,0.000012,0.000262,0.000107,0.000159,0.006259,0.010747,0.006259,0.000242,0.011015,0.000262,0.000159,0.000012,0.000012,0.000120,0.014479,1.002613,0.014479,0.014479,0.000007,0.000012,0.000012,0.011015,0.000461,0.011015,0.000006,0.000242,0.000159,0.000239,0.000159,0.000012,0.000461,0.000461,0.000012,0.000378,0.014479,0.000093,0.000461,0.000461,0.000461,0.000461,0.000159,0.000461,0.000153,0.006259,0.000239,0.011015,0.000239,0.011015,0.004080,0.000107,0.006259,0.000239,0.000007,0.000007,0.002466,0.000159,0.011015,0.000461,0.000461,0.011015,0.000461,0.000012,0.000368,0.004080,0.006259,0.014479,0.005691,0.003482,0.006738,0.004898,0.003519,0.004946,0.003374,0.000410,0.001709,0.002946,0.001708,0.003504,0.001709,0.003614,0.004132,0.006011,0.003612,0.001922,0.004142,0.005948,0.002421,0.002132,0.002127,0.007041,0.004837,0.004183,0.004846,0.004180,0.003259,0.001442,0.001478,0.000461,0.002170,0.002096,0.001483,0.000111,0.000189,0.000118,0.000151,0.000244,0.000131,0.001688
literal_numeric,0.000006,0.000159,0.011015,0.000461,0.010747,0.000007,0.000262,0.014479,0.011015,0.006259,0.000012,0.010751,0.000239,0.011015,0.000007,0.000262,0.010747,0.000012,0.000012,0.014479,0.004080,0.006259,0.002466,0.000172,0.004080,0.002466,0.000006,0.000159,0.006259,0.006259,0.000378,0.000461,0.000012,0.000262,0.000107,0.000159,0.006259,0.010747,0.006259,0.000242,0.011015,0.000262,0.000159,0.000012,0.000012,0.000120,0.014479,0.014479,1.002613,0.014479,0.000007,0.000012,0.000012,0.011015,0.000461,0.011015,0.000006,0.000242,0.000159,0.000239,0.000159,0.000012,0.000461,0.000461,0.000012,0.000378,0.014479,0.000093,0.000461,0.000461,0.000461,0.000461,0.000159,0.000461,0.000153,0.006259,0.000239,0.011015,0.000239,0.011015,0.004080,0.000107,0.006259,0.000239,0.000007,0.000007,0.002466,0.000159,0.011015,0.000461,0.000461,0.011015,0.000461,0.000012,0.000368,0.004080,0.006259,0.014479,0.005691,0.003482,0.006738,0.004898,0.003519,0.004946,0.003374,0.000410,0.001709,0.002946,0.001708,0.003504,0.001709,0.003614,0.004132,0.006011,0.003612,0.001922,0.004142,0.005948,0.002421,0.002132,0.002127,0.007041,0.004837,0.004183,0.004846,0.004180,0.003259,0.001442,0.001478,0.000461,0.002170,0.002096,0.001483,0.000111,0.000189,0.000118,0.000151,0.000244,0.000131,0.001688
literal_string,0.000006,0.000159,0.011015,0.000461,0.010747,0.000007,0.000262,0.014479,0.011015,0.006259,0.000012,0.010751,0.000239,0.011015,0.000007,0.000262,0.010747,0.000012,0.000012,0.014479,0.004080,0.006259,0.002466,0.000172,0.004080,0.002466,0.000006,0.000159,0.006259,0.006259,0.000378,0.000461,0.000012,0.000262,0.000107,0.000159,0.006259,0.010747,0.006259,0.000242,0.011015,0.000262,0.000159,0.000012,0.000012,0.000120,0.014479,0.014479,0.014479,1.002613,0.000007,0.000012,0.000012,0.011015,0.000461,0.011015,0.000006,0.000242,0.000159,0.000239,0.000159,0.000012,0.000461,0.000461,0.000012,0.000378,0.014479,0.000093,0.000461,0.000461,0.000461,0.000461,0.000159,0.000461,0.000153,0.006259,0.000239,0.011015,0.000239,0.011015,0.004080,0.000107,0.006259,0.000239,0.000007,0.000007,0.002466,0.000159,0.011015,0.000461,0.000461,0.011015,0.000461,0.000012,0.000368,0.004080,0.006259,0.014479,0.005691,0.003482,0.006738,0.004898,0.003519,0.004946,0.003374,0.000410,0.001709,0.002946,0.001708,0.003504,0.001709,0.003614,0.004132,0.006011,0.003612,0.001922,0.004142,0.005948,0.002421,0.002132,0.002127,0.007041,0.004837,0.004183,0.004846,0.004180,0.003259,0.001442,0.001478,0.000461,0.002170,0.002096,0.001483,0.000111,0.000189,0.000118,0.000151,0.000244,0.000131,0.001688
lock_mutex,0.000000,0.002191,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000028,0.000000,0.000000,0.000028,0.000000,0.000028,0.059878,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.001671,0.000000,0.000000,0.000000,0.018795,0.000000,0.000000,0.000000,0.000000,0.000520,0.000000,0.000000,0.018795,0.000000,0.000028,0.000000,0.000000,0.000028,0.000000,0.018795,0.000000,0.000520,0.000520,0.000028,0.000028,0.000028,0.000028,1.011967,0.000000,0.000520,0.000028,0.000000,0.000028,0.043588,0.000000,0.018795,0.000000,0.018795,0.000000,0.000000,0.000000,0.000520,0.000000,0.000028,0.000520,0.000000,0.000000,0.000000,0.000000,0.018795,0.000000,0.001671,0.000000,0.000000,0.000028,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.059878,0.059878,0.000000,0.018795,0.000028,0.000000,0.000000,0.000028,0.000000,0.000520,0.000000,0.000000,0.000000,0.000028,0.000273,0.000605,0.000319,0.000021,0.000273,0.000212,0.000242,0.000242,0.000273,0.000239,0.000564,0.000242,0.000273,0.000242,0.000282,0.000273,0.000605,0.000242,0.000282,0.000273,0.000337,0.000282,0.000282,0.000319,0.000382,0.000319,0.000382,0.000319,0.000564,0.000484,0.000212,0.000564,0.000282,0.000282,0.001125,0.000802,0.000802,0.000564,0.000282,0.000242,0.000282,0.018497
macro,0.000123,0.000522,0.000051,0.000031,0.000051,0.000000,0.000169,0.000051,0.000051,0.000006,0.062903,0.000093,0.000049,0.000051,0.000000,0.000169,0.000051,0.062903,0.062903,0.000051,0.000126,0.000006,0.000006,0.000529,0.000126,0.000006,0.000123,0.000485,0.000006,0.000006,0.000168,0.000031,0.000075,0.000169,0.000075,0.000485,0.000006,0.000051,0.000006,0.000211,0.000051,0.000169,0.000485,0.062903,0.000075,0.000086,0.000051,0.000051,0.000051,0.000051,0.000000,1.014130,0.000075,0.000051,0.000031,0.000051,0.000037,0.000211,0.000485,0.000049,0.000485,0.062903,0.000031,0.000031,0.000075,0.000168,0.000051,0.000068,0.000031,0.000031,0.000031,0.000031,0.000485,0.000031,0.018448,0.000006,0.000049,0.000051,0.000049,0.000051,0.000126,0.000075,0.000006,0.000049,0.000000,0.000000,0.000006,0.000485,0.000051,0.000031,0.000031,0.000051,0.000031,0.000075,0.000126,0.000126,0.000006,0.000051,0.000392,0.000386,0.000359,0.000181,0.000398,0.006312,0.007175,0.000352,0.000320,0.000143,0.000363,0.000363,0.000320,0.000295,0.000343,0.000281,0.000294,0.000273,0.000341,0.000246,0.000368,0.000314,0.000314,0.000282,0.000319,0.000314,0.000319,0.000325,0.000394,0.006347,0.006338,0.000346,0.000247,0.000104,0.000320,0.000326,0.008232,0.000397,0.008269,0.007177,0.052967,0.000391
manual_memory,0.035330,0.013833,0.000039,0.000188,0.000039,0.000408,0.000133,0.000039,0.000039,0.000000,0.000058,0.000039,0.000230,0.000039,0.000408,0.000133,0.000039,0.000058,0.000058,0.000039,0.000133,0.000000,0.000000,0.000555,0.000133,0.000000,0.035330,0.000555,0.000000,0.000000,0.000133,0.000188,0.047728,0.000133,0.000188,0.000555,0.000000,0.000039,0.000000,0.001035,0.000039,0.000133,0.000555,0.000058,0.047728,0.013431,0.000039,0.000039,0.000039,0.000039,0.000408,0.000058,1.009693,0.000039,0.000188,0.000039,0.013362,0.001035,0.000555,0.000230,0.000555,0.000058,0.000188,0.000188,0.047728,0.000133,0.000039,0.013503,0.000188,0.000188,0.000188,0.000188,0.000555,0.000188,0.000555,0.000000,0.000230,0.000039,0.000230,0.000039,0.000133,0.000188,0.000000,0.000230,0.000408,0.000408,0.000000,0.000555,0.000039,0.000188,0.000188,0.000039,0.000188,0.047728,0.000133,0.000133,0.000000,0.000039,0.000296,0.000432,0.000300,0.000109,0.000312,0.000272,0.000348,0.000417,0.000401,0.000241,0.000420,0.000296,0.000401,0.000307,0.000321,0.000323,0.000421,0.000347,0.000321,0.000284,0.000377,0.000355,0.000355,0.000312,0.000366,0.000383,0.000362,0.000351,0.000416,0.000399,0.000353,0.000404,0.000250,0.000111,0.025748,0.040076,0.019772,0.022620,0.007161,0.001275,0.000316,0.000524
