case_id,source_language,status,bytes,format,executed,exit_code,diagnostic
ea0a209fcbde5ba6c627e06d1992e84197772b30cb6952d088b3ce4cc1a46bea,rust,FAIL,0,PE32+,false,,"native unresolved binding ""struct"" node=1"
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,PASS,2048,PE32+,false,,
2f11cb12544d303e9f734952d188944630cc2b6b16085fd8212ba2e936570780,rust,FAIL,0,PE32+,false,,UNIMPLEMENTED_NATIVE_GAP node=1 kind=module operation=
3ac822d11ba1f4e2339796ac03bb3951c769fe265479f13267b27c158977d2ca,rust,FAIL,0,PE32+,false,,UNIMPLEMENTED_NATIVE_GAP function binding node=7
5f3ea469b3e1032e2fe194d4b7535ac50ef7ce00a32bd225a1366b7b035066d1,rust,FAIL,0,PE32+,false,,"native unresolved binding ""num"" node=1"
dcdbc5bdb3f079c6434afc2db434649d139f629069357a20ba2f4c2054279442,rust,FAIL,0,PE32+,false,,UNIMPLEMENTED_NATIVE_GAP node=2 kind=address operation=
d102f056bc58031187cb8d4d2cf76d7f78b79be94f667e93cc5dc2cfc3728dd5,rust,FAIL,0,PE32+,false,,native node 1 missing operand [expression]
eea0e81b9dc3ec0b75ba7a1850f5111d152924783f85d1a4b844346df0f2f54f,rust,FAIL,0,PE32+,false,,"native unresolved binding ""a"" node=1"
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,PASS,2048,PE32+,false,,
ca8b5e6bae4a49e588c7a382e391a139b294e49b92a9e7609b875e1c6a1bb3aa,rust,FAIL,0,PE32+,false,,"native unresolved binding ""y"" node=2"
06a314d0abb5bc6514a3b92e9497d0d91f08f0873f1fac48759d567b85bbdafd,rust,FAIL,0,PE32+,false,,"native unresolved binding ""x"" node=1"
819c0083a8dfc51ca3f95ee1f8f3b6b52f09a72b804beeedeeb7301b9bbea238,rust,FAIL,0,PE32+,false,,"native unresolved binding ""integer"" node=3"
1640e095715b57e47f8d7a50cbed874c9cb9e98ded0e866d7ff0f296dbed66de,rust,FAIL,0,PE32+,false,,"native call ""foo"" requires linked implementation"
e51e90c507a02362ebf27dc2f13481b177cfb15901f68f93e99e4fb906d24e77,rust,FAIL,0,PE32+,false,,"native unresolved binding ""NothingInMe"" node=1"
9b8b4e3e89d726c6463a41dee961f457a7151cd24aa08af06fc1b499cf08ceff,rust,PASS,2048,PE32+,false,,
e36eba260ecae687cc6f94a2fc4a6f5b476d1ff10a49146ac8cc6d242273d4a4,rust,FAIL,0,PE32+,false,,UNIMPLEMENTED_NATIVE_GAP node=1 kind=module operation=
180b768dc17bc6624b63e08d5b35f6963727318df144339541c9e88785337e71,rust,FAIL,0,PE32+,false,,"native call ""let"" requires linked implementation"
1ddb746a0cffd51dd030a94b6f72c0c61222982c0a034d15e6fb48b91f3e126e,rust,FAIL,0,PE32+,false,,native node 1 missing operand [expression]
3cf1ee1cec6b0c6cbc588dc95027afa7294fc81929625468150a00bd0c61b9d2,rust,FAIL,0,PE32+,false,,UNIMPLEMENTED_NATIVE_GAP function binding node=1
36719ee71bad4479e701d08e3292ae8f705202df42ba4c854289239e3d8b87d6,rust,FAIL,0,PE32+,false,,native node 1 missing operand [expression]
