feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
foreach_iteration,0.000003,0.000171,0.002128,0.000087,0.002139,0.000000,0.000090,0.002128,0.002152,0.019406,0.000145,0.002086,0.000060,0.002354,0.000000,0.000101,0.002063,0.000072,0.000018,0.002128,0.000109,0.019406,0.008912,0.000174,0.000090,0.008991,0.000003,0.000048,0.019433,1.004002,0.000101,0.000115,0.000003,0.000108,0.000087,0.000048,0.019406,0.002128,0.019559,0.000090,0.002128,0.000111,0.000048,0.000143,0.000003,0.000019,0.002128,0.002129,0.002128,0.002128,0.000000,0.000018,0.000003,0.002128,0.000087,0.002062,0.000000,0.000090,0.000093,0.000120,0.000048,0.000086,0.000087,0.000188,0.000003,0.000188,0.019504,0.000087,0.000354,0.000087,0.000087,0.000087,0.000048,0.000087,0.000048,0.019334,0.000043,0.002128,0.000051,0.002128,0.000324,0.000442,0.019547,0.000019,0.000000,0.000024,0.009123,0.000048,0.002128,0.000087,0.000117,0.002128,0.000087,0.000003,0.000148,0.000090,0.019334,0.019370,0.000172,0.000154,0.000154,0.001231,0.001215,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000329,0.000157,0.000155,0.000155,0.000102,0.000102,0.000102,0.000102,0.000102,0.000083,0.000102,0.001210,0.001215,0.000096,0.001670,0.001410,0.000102,0.001215,0.001225,0.001215,0.001395,0.000139,0.019470,0.019484,0.019477,0.019477,0.025152,0.019588,0.003574,0.003802,0.005794,0.005852,0.005798,0.019589,0.000078,0.000096,0.000078,0.000139,0.000102,0.000102,0.000102,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.001377,0.001376,0.001377,0.001560,0.001377,0.000040,0.000040,0.001270,0.001269,0.001270,0.000040,0.000027,0.000027,0.000027,0.000083,0.000083,0.000083,0.000083,0.000102
function,0.000010,0.000110,0.000054,0.001806,0.000054,0.000031,0.015801,0.000054,0.000083,0.000083,0.000226,0.000456,0.002006,0.000113,0.000000,0.016241,0.000454,0.000200,0.000242,0.000054,0.015761,0.000083,0.000034,0.000692,0.015690,0.000059,0.000010,0.000150,0.000083,0.000083,1.003161,0.001838,0.000032,0.007282,0.001817,0.000150,0.000083,0.000054,0.000109,0.007264,0.000054,0.016020,0.000150,0.000183,0.000208,0.015424,0.000054,0.000064,0.000054,0.000054,0.000022,0.000214,0.000010,0.000054,0.015517,0.000585,0.000022,0.007292,0.000298,0.002187,0.000150,0.000078,0.001806,0.001966,0.000010,0.007413,0.000111,0.001804,0.001817,0.001811,0.001860,0.001873,0.000150,0.001806,0.000167,0.000080,0.002315,0.000054,0.001808,0.000054,0.015762,0.002232,0.000089,0.002074,0.000000,0.000000,0.000043,0.000150,0.000054,0.001803,0.001845,0.000054,0.001806,0.000010,0.007234,0.015772,0.000080,0.000105,0.001513,0.001513,0.001650,0.002419,0.002452,0.001529,0.001529,0.001569,0.001528,0.001662,0.001516,0.001619,0.001512,0.001513,0.001508,0.001509,0.015744,0.015811,0.015744,0.015731,0.015726,0.002728,0.015746,0.018636,0.002432,0.004951,0.001423,0.001405,0.015824,0.002442,0.002413,0.002737,0.001104,0.002229,0.000995,0.000995,0.001203,0.001008,0.000995,0.000995,0.000054,0.000069,0.000129,0.000116,0.000116,0.001010,0.005009,0.004826,0.004831,0.002359,0.001457,0.001337,0.001213,0.000085,0.000085,0.000345,0.000085,0.000085,0.000085,0.000085,0.000085,0.001178,0.001102,0.001117,0.001103,0.001304,0.000240,0.000256,0.000129,0.000129,0.000129,0.000256,0.000134,0.000149,0.000158,0.002761,0.002543,0.002598,0.002727,0.015734
function_type,0.000052,0.000114,0.000112,0.012383,0.000112,0.000010,0.001420,0.000112,0.000451,0.000072,0.000392,0.000404,0.000197,0.000468,0.000000,0.001688,0.000434,0.000094,0.000107,0.000112,0.001413,0.000072,0.000035,0.000464,0.001387,0.000165,0.000061,0.000127,0.000072,0.000072,0.001400,1.003095,0.000049,0.012824,0.012518,0.000127,0.000072,0.000112,0.000074,0.001302,0.000112,0.001421,0.000127,0.000287,0.000061,0.000234,0.000112,0.000226,0.000112,0.000112,0.000017,0.000098,0.000052,0.000112,0.005548,0.000412,0.000017,0.001320,0.000127,0.000371,0.000127,0.000054,0.012383,0.005728,0.000017,0.001515,0.000155,0.012375,0.012398,0.012449,0.012499,0.012390,0.000127,0.012387,0.000133,0.000070,0.000138,0.000112,0.000072,0.000112,0.001398,0.012608,0.000077,0.000122,0.000000,0.000000,0.000042,0.000127,0.000112,0.012350,0.012620,0.000112,0.012384,0.000017,0.001379,0.001408,0.000070,0.000151,0.012460,0.012457,0.012467,0.001897,0.001900,0.012477,0.012477,0.012481,0.012513,0.012453,0.012487,0.012436,0.012453,0.012459,0.012420,0.012422,0.001288,0.001195,0.001288,0.001183,0.001182,0.000946,0.001179,0.001905,0.001978,0.000981,0.000092,0.000092,0.001197,0.014200,0.001877,0.001900,0.001056,0.000963,0.000799,0.000800,0.000814,0.000905,0.000799,0.000800,0.000104,0.000232,0.000232,0.000121,0.000121,0.000922,0.000991,0.000975,0.000974,0.000971,0.001012,0.000994,0.001106,0.000095,0.000095,0.000122,0.000095,0.000095,0.000095,0.000095,0.000095,0.013854,0.001055,0.001176,0.001055,0.001069,0.000116,0.000248,0.000167,0.000167,0.000167,0.000245,0.000925,0.001048,0.000926,0.001193,0.000934,0.001027,0.000946,0.001183
gc,0.016726,0.032218,0.000007,0.000137,0.000007,0.000029,0.000068,0.000007,0.000007,0.000005,0.000218,0.000007,0.000002,0.000007,0.000000,0.003518,0.000007,0.000169,0.000074,0.000007,0.000068,0.000005,0.000005,0.000992,0.000068,0.000005,0.016873,0.000780,0.000005,0.000005,0.000068,0.000137,1.008862,0.000068,0.000137,0.000780,0.000005,0.000007,0.000005,0.000068,0.000007,0.000068,0.000780,0.000154,0.017381,0.000002,0.000007,0.000007,0.000007,0.000007,0.000110,0.000074,0.016480,0.000007,0.000137,0.000007,0.000110,0.000173,0.000742,0.000208,0.000780,0.000192,0.000137,0.000137,0.032484,0.000068,0.000007,0.001344,0.000137,0.000137,0.000137,0.001182,0.000780,0.001207,0.000795,0.000005,0.000002,0.000007,0.000002,0.000007,0.000068,0.000137,0.000005,0.000002,0.000000,0.000043,0.000005,0.000780,0.000007,0.000137,0.000137,0.000007,0.000137,0.032484,0.000068,0.000068,0.000005,0.000007,0.000400,0.000400,0.000400,0.000324,0.000324,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000329,0.000329,0.000329,0.000329,0.000329,0.000120,0.000329,0.000324,0.000324,0.000053,0.000011,0.000011,0.000329,0.000324,0.000324,0.000324,0.000385,0.002456,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054,0.000006,0.000006,0.000464,0.000464,0.001124,0.000054,0.000053,0.000053,0.000053,0.002456,0.006285,0.006286,0.038972,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000412,0.000385,0.000385,0.000385,0.000385,0.000385,0.042788,0.042638,0.002362,0.002360,0.003071,0.043084,0.041342,0.012029,0.011731,0.000120,0.000120,0.000120,0.000120,0.000824
generic,0.000006,0.000103,0.000088,0.010128,0.000088,0.000019,0.004528,0.000088,0.000360,0.000054,0.000403,0.000237,0.001104,0.000374,0.000000,0.004813,0.000236,0.000389,0.000348,0.000088,0.004504,0.000054,0.000024,0.000562,0.004464,0.000129,0.000006,0.000127,0.000054,0.000054,0.004469,0.010336,0.000020,1.003180,0.010266,0.000127,0.000054,0.000088,0.000070,0.004324,0.000088,0.004502,0.000127,0.000319,0.000039,0.001347,0.000088,0.000179,0.000088,0.000088,0.000014,0.000331,0.000006,0.000088,0.002109,0.000315,0.000014,0.004342,0.000218,0.001073,0.000127,0.000117,0.010128,0.001807,0.000006,0.004248,0.000122,0.010108,0.010140,0.010181,0.010238,0.010150,0.000127,0.010131,0.000138,0.000052,0.001171,0.000088,0.000937,0.000088,0.004482,0.010396,0.000058,0.001100,0.000000,0.000000,0.000030,0.000127,0.000088,0.010102,0.010183,0.000088,0.010129,0.000006,0.004320,0.004536,0.000052,0.000119,0.010181,0.010178,0.010217,0.001558,0.001578,0.013079,0.013079,0.013107,0.010186,0.013090,0.010202,0.010216,0.010175,0.010180,0.010148,0.010150,0.003165,0.003129,0.003165,0.003081,0.003079,0.001812,0.003106,0.001665,0.001640,0.002849,0.000768,0.000757,0.003137,0.001744,0.001555,0.001645,0.000937,0.001453,0.000687,0.000688,0.000745,0.000773,0.000687,0.000688,0.000081,0.000184,0.000191,0.000102,0.000102,0.000786,0.002885,0.002831,0.002834,0.001489,0.000977,0.000903,0.000964,0.000085,0.000085,0.000196,0.000085,0.000085,0.000085,0.000085,0.000085,0.011272,0.000937,0.001035,0.000937,0.000993,0.000126,0.000233,0.000166,0.000166,0.000166,0.000230,0.000226,0.000325,0.000241,0.002012,0.001761,0.011231,0.001811,0.003081
generic_constraint,0.000053,0.000109,0.000100,0.012774,0.000100,0.000011,0.001432,0.000100,0.000445,0.000056,0.000126,0.000274,0.000230,0.000463,0.000000,0.001707,0.000254,0.000070,0.000084,0.000100,0.001426,0.000056,0.000018,0.000335,0.001399,0.000150,0.000063,0.000122,0.000056,0.000056,0.001412,0.012775,0.000050,0.012998,1.003060,0.000122,0.000056,0.000100,0.000058,0.001313,0.000100,0.001434,0.000122,0.000093,0.000063,0.000223,0.000100,0.000216,0.000100,0.000100,0.000017,0.000075,0.000053,0.000100,0.005679,0.000282,0.000017,0.001330,0.000122,0.000241,0.000122,0.000029,0.012774,0.005777,0.000018,0.001408,0.000144,0.012766,0.012789,0.012841,0.012892,0.012781,0.000122,0.012778,0.000128,0.000053,0.000125,0.000100,0.000058,0.000100,0.001411,0.013052,0.000060,0.000109,0.000000,0.000000,0.000025,0.000122,0.000100,0.012741,0.012855,0.000100,0.012788,0.000018,0.001391,0.001421,0.000053,0.000139,0.012828,0.012825,0.012836,0.001819,0.001823,0.016490,0.016490,0.016494,0.016527,0.012821,0.016499,0.012804,0.012821,0.012827,0.012787,0.012789,0.001281,0.001187,0.001281,0.001175,0.001174,0.000934,0.001171,0.001827,0.001902,0.000980,0.000061,0.000061,0.001189,0.002039,0.001799,0.001822,0.000883,0.000965,0.000782,0.000782,0.000797,0.000890,0.000782,0.000782,0.000093,0.000223,0.000212,0.000100,0.000100,0.000907,0.000990,0.000973,0.000973,0.000974,0.001005,0.000987,0.001101,0.000081,0.000081,0.000109,0.000081,0.000081,0.000081,0.000081,0.000081,0.001111,0.000882,0.001006,0.000882,0.000896,0.000112,0.000247,0.000108,0.000108,0.000108,0.000243,0.000941,0.001067,0.000942,0.001186,0.000922,0.001017,0.000934,0.001175
global_state,0.000238,0.013792,0.000102,0.000285,0.000102,0.000975,0.000282,0.000102,0.000157,0.000077,0.000280,0.000372,0.000392,0.000174,0.000439,0.001290,0.000333,0.000122,0.000035,0.000102,0.000311,0.000077,0.000292,0.014518,0.000282,0.000368,0.000263,0.029288,0.000077,0.000077,0.000292,0.000325,0.000714,0.000403,0.000306,1.004825,0.000077,0.000102,0.000077,0.000167,0.000102,0.000322,0.029288,0.000235,0.000343,0.000197,0.000102,0.000120,0.000102,0.000102,0.000523,0.000035,0.000238,0.000102,0.000272,0.000333,0.000582,0.000209,0.013410,0.000348,0.029288,0.000143,0.000285,0.000381,0.000546,0.000413,0.000102,0.000425,0.000285,0.000295,0.000301,0.000325,0.029288,0.000393,0.029577,0.000077,0.000094,0.000102,0.000351,0.000102,0.000288,0.000475,0.000077,0.000072,0.000501,0.000622,0.000292,0.029288,0.000102,0.000280,0.000338,0.000102,0.000285,0.000546,0.000554,0.000275,0.000077,0.000102,0.002320,0.002320,0.002320,0.001981,0.001981,0.002319,0.002319,0.002320,0.002320,0.002320,0.002319,0.002320,0.002320,0.002320,0.002320,0.002320,0.002263,0.002263,0.002263,0.002262,0.002262,0.000105,0.002263,0.002031,0.002030,0.000150,0.000389,0.000389,0.002263,0.001981,0.001980,0.002031,0.002174,0.029773,0.000140,0.000140,0.000140,0.000140,0.000140,0.000140,0.000105,0.000105,0.004770,0.004765,0.005042,0.000140,0.000150,0.000150,0.000150,0.029771,0.002213,0.002213,0.002210,0.004331,0.004331,0.004336,0.004332,0.004331,0.004330,0.004330,0.004330,0.001999,0.001997,0.001998,0.001998,0.001998,0.005120,0.005042,0.001921,0.001919,0.002214,0.005047,0.002206,0.002208,0.002383,0.000105,0.000105,0.000287,0.000105,0.002263
goto_label,0.000003,0.000171,0.002128,0.000087,0.002139,0.000000,0.000090,0.002128,0.002152,0.019431,0.000145,0.002086,0.000060,0.002353,0.000000,0.000101,0.002063,0.000072,0.000018,0.002128,0.000109,0.019431,0.008912,0.000174,0.000090,0.008990,0.000003,0.000048,0.019406,0.019406,0.000101,0.000115,0.000003,0.000107,0.000087,0.000048,1.004000,0.002128,0.019558,0.000090,0.002128,0.000111,0.000048,0.000143,0.000003,0.000019,0.002128,0.002129,0.002128,0.002128,0.000000,0.000018,0.000003,0.002128,0.000087,0.002062,0.000000,0.000090,0.000093,0.000120,0.000048,0.000086,0.000087,0.000188,0.000003,0.000188,0.019503,0.000087,0.000353,0.000087,0.000087,0.000087,0.000048,0.000087,0.000048,0.019333,0.000043,0.002128,0.000051,0.002128,0.000324,0.000442,0.019546,0.000019,0.000000,0.000024,0.009123,0.000048,0.002128,0.000087,0.000116,0.002128,0.000087,0.000003,0.000148,0.000090,0.019333,0.019369,0.000172,0.000154,0.000154,0.001231,0.001215,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000137,0.000329,0.000157,0.000155,0.000155,0.000102,0.000102,0.000102,0.000102,0.000102,0.000083,0.000102,0.001210,0.001215,0.000096,0.001670,0.001410,0.000102,0.001215,0.001225,0.001215,0.001395,0.000139,0.019470,0.019483,0.019476,0.019476,0.019495,0.025243,0.003574,0.003802,0.005794,0.005852,0.005798,0.019588,0.000078,0.000096,0.000078,0.000139,0.000102,0.000102,0.000102,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.000132,0.001377,0.001376,0.001376,0.001560,0.001376,0.000040,0.000040,0.001270,0.001269,0.001270,0.000040,0.000027,0.000027,0.000027,0.000083,0.000083,0.000083,0.000083,0.000102
identifier,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,1.003512,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
if,0.000003,0.000151,0.002118,0.000080,0.002128,0.000000,0.000108,0.002118,0.002213,0.017312,0.000128,0.001953,0.000443,0.002387,0.000000,0.000117,0.001933,0.000064,0.000016,0.002118,0.000124,0.017312,0.007967,0.000154,0.000108,0.008037,0.000003,0.000043,0.017313,0.017313,0.000117,0.000105,0.000003,0.000123,0.000080,0.000043,0.017312,0.002118,1.004560,0.000108,0.002118,0.000127,0.000043,0.000126,0.000003,0.000122,0.002118,0.002119,0.002118,0.002118,0.000000,0.000016,0.000003,0.002118,0.000080,0.001932,0.000000,0.000108,0.000472,0.000212,0.000043,0.000076,0.000080,0.000170,0.000003,0.000195,0.017459,0.000080,0.000665,0.000080,0.000080,0.000080,0.000043,0.000080,0.000043,0.017248,0.000572,0.002118,0.000435,0.002118,0.000315,0.000395,0.017436,0.000122,0.000000,0.000022,0.008220,0.000043,0.002118,0.000080,0.000106,0.002118,0.000080,0.000003,0.000668,0.000108,0.017248,0.017319,0.000165,0.000149,0.000149,0.001149,0.001134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000303,0.000152,0.000150,0.000150,0.000137,0.000137,0.000137,0.000137,0.000137,0.000076,0.000137,0.001130,0.001134,0.000132,0.019372,0.001654,0.000137,0.001135,0.001143,0.001135,0.001293,0.000152,0.017404,0.022433,0.017410,0.017410,0.017427,0.017508,0.003401,0.020102,0.005186,0.005238,0.005190,0.022528,0.000116,0.000132,0.000116,0.000152,0.000092,0.000092,0.000092,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146,0.001277,0.001276,0.001276,0.001439,0.001276,0.000035,0.000035,0.001178,0.001177,0.001178,0.000035,0.000024,0.000024,0.000024,0.000076,0.000076,0.000076,0.000076,0.000137
import,0.000014,0.000061,0.000048,0.002230,0.000048,0.000042,0.009780,0.000048,0.000086,0.000098,0.000367,0.000372,0.002637,0.000126,0.000000,0.009962,0.000369,0.000333,0.000389,0.000048,0.009728,0.000098,0.000034,0.000524,0.009642,0.000067,0.000014,0.000114,0.000098,0.000098,0.009652,0.002273,0.000042,0.009364,0.002245,0.000114,0.000098,0.000048,0.000133,1.003439,0.000048,0.009724,0.000114,0.000310,0.000085,0.003430,0.000048,0.000061,0.000048,0.000048,0.000029,0.000352,0.000014,0.000048,0.003044,0.001236,0.000029,0.020284,0.000311,0.003465,0.000114,0.000170,0.002230,0.002234,0.000014,0.009174,0.000124,0.002227,0.002245,0.002237,0.002302,0.002319,0.000114,0.002230,0.000137,0.000094,0.019753,0.000048,0.002542,0.000048,0.009681,0.002429,0.000106,0.019361,0.000000,0.000000,0.000046,0.000114,0.000048,0.002226,0.002282,0.000048,0.002230,0.000014,0.009144,0.010374,0.000094,0.000116,0.001792,0.001792,0.001874,0.002846,0.002890,0.001813,0.001813,0.001867,0.001812,0.001890,0.001797,0.001933,0.001791,0.001792,0.001786,0.001787,0.006673,0.006762,0.006673,0.006658,0.006654,0.003443,0.007133,0.003077,0.002864,0.020084,0.002339,0.001936,0.006780,0.002877,0.002839,0.003034,0.001334,0.002763,0.001252,0.001252,0.001377,0.001269,0.001252,0.001252,0.000050,0.000070,0.000093,0.000076,0.000076,0.001272,0.026272,0.026117,0.020096,0.002842,0.001879,0.001527,0.001462,0.000053,0.000053,0.000293,0.000053,0.000053,0.000053,0.000053,0.000053,0.001432,0.001332,0.001352,0.001333,0.001454,0.000148,0.000169,0.000111,0.000111,0.000111,0.000168,0.000089,0.000109,0.000120,0.003487,0.003333,0.003407,0.003441,0.006658
index,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,1.003512,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
interface_trait,0.000009,0.000117,0.000067,0.001708,0.000067,0.000029,0.014846,0.000067,0.000093,0.000085,0.000210,0.000648,0.001903,0.000121,0.000000,0.015498,0.000586,0.000187,0.000226,0.000067,0.014809,0.000085,0.000040,0.000874,0.014743,0.000064,0.000009,0.000154,0.000085,0.000085,0.014921,0.001738,0.000030,0.006833,0.001719,0.000154,0.000085,0.000067,0.000110,0.006816,0.000067,1.003434,0.000154,0.000171,0.000194,0.014496,0.000067,0.000076,0.000067,0.000067,0.000021,0.000200,0.000009,0.000067,0.014582,0.000707,0.000021,0.006842,0.000292,0.002216,0.000154,0.000072,0.001708,0.002002,0.000009,0.007100,0.000119,0.001706,0.001718,0.001713,0.001759,0.001770,0.000154,0.001708,0.000170,0.000082,0.002191,0.000067,0.001719,0.000067,0.014810,0.002236,0.000091,0.001966,0.000000,0.000000,0.000049,0.000154,0.000067,0.001705,0.001744,0.000067,0.001708,0.000009,0.006788,0.014820,0.000082,0.000114,0.001458,0.001458,0.001585,0.002440,0.002470,0.001473,0.001473,0.001510,0.001472,0.001596,0.001461,0.001556,0.001457,0.001458,0.001454,0.001454,0.019161,0.014875,0.019161,0.014800,0.014795,0.002561,0.014814,0.017558,0.002452,0.004669,0.001352,0.001335,0.014886,0.002461,0.002434,0.017492,0.001052,0.002127,0.000945,0.000945,0.001139,0.000957,0.000945,0.000945,0.000065,0.000079,0.000140,0.000128,0.000128,0.000959,0.004723,0.004553,0.004557,0.002249,0.001384,0.001272,0.001157,0.000090,0.000090,0.000332,0.000090,0.000090,0.000090,0.000090,0.000090,0.001121,0.001051,0.001065,0.001051,0.001239,0.000236,0.000250,0.000131,0.000131,0.000131,0.000250,0.000145,0.000159,0.000167,0.002591,0.002388,0.002440,0.002559,0.014803
io,0.000238,0.013792,0.000102,0.000285,0.000102,0.000975,0.000282,0.000102,0.000157,0.000077,0.000280,0.000372,0.000392,0.000174,0.000439,0.001290,0.000333,0.000122,0.000035,0.000102,0.000311,0.000077,0.000292,0.014518,0.000282,0.000368,0.000263,0.029288,0.000077,0.000077,0.000292,0.000325,0.000714,0.000403,0.000306,0.029288,0.000077,0.000102,0.000077,0.000167,0.000102,0.000322,1.004825,0.000235,0.000343,0.000197,0.000102,0.000120,0.000102,0.000102,0.000523,0.000035,0.000238,0.000102,0.000272,0.000333,0.000582,0.000209,0.013410,0.000348,0.029288,0.000143,0.000285,0.000381,0.000546,0.000413,0.000102,0.000425,0.000285,0.000295,0.000301,0.000325,0.029288,0.000393,0.029577,0.000077,0.000094,0.000102,0.000351,0.000102,0.000288,0.000475,0.000077,0.000072,0.000501,0.000622,0.000292,0.029288,0.000102,0.000280,0.000338,0.000102,0.000285,0.000546,0.000554,0.000275,0.000077,0.000102,0.002320,0.002320,0.002320,0.001981,0.001981,0.002319,0.002319,0.002320,0.002320,0.002320,0.002319,0.002320,0.002320,0.002320,0.002320,0.002320,0.002263,0.002263,0.002263,0.002262,0.002262,0.000105,0.002263,0.002031,0.002030,0.000150,0.000389,0.000389,0.002263,0.001981,0.001980,0.002031,0.002174,0.029773,0.000140,0.000140,0.000140,0.000140,0.000140,0.000140,0.000105,0.000105,0.004770,0.004765,0.005042,0.000140,0.000150,0.000150,0.000150,0.029771,0.002213,0.002213,0.002210,0.004331,0.004331,0.004336,0.004332,0.004331,0.004330,0.004330,0.004330,0.001999,0.001997,0.001998,0.001998,0.001998,0.005120,0.005042,0.001921,0.001919,0.002214,0.005047,0.002206,0.002208,0.002383,0.000105,0.000105,0.000287,0.000105,0.002263
