class_id,member_count,language_count,languages,members
3e3c4a53abab963efec9,2,2,c|cpp,cpp:comma_expression|c:comma_expression
40ba35ddebf37fccea1d,2,2,c|cpp,cpp:preproc_elif_in_enumerator_list_no_comma|c:preproc_elif_in_enumerator_list_no_comma
41d3ac246ebfe6ed4226,2,2,go|java,go:type_elem|java:catch_type
41edddaa13a9e5eca772,2,2,c|cpp,cpp:expression_statement|c:expression_statement
4718fd9f1901b188d7c1,2,2,csharp|python,python:keyword_pattern|csharp:with_initializer
47e21efcf045bc22392e,2,2,go|python,go:return_statement|python:return_statement
49dca4b132513ac9087f,2,2,c|cpp,cpp:_preproc_expression|c:_preproc_expression
4b9b432ca8e98e51f5fc,2,2,c|cpp,cpp:macro_type_specifier|c:macro_type_specifier
4dd204b555db2f76cdb0,2,2,c|cpp,cpp:seh_except_clause|c:seh_except_clause
51fb78073b74dccf06f0,2,2,c|cpp,cpp:preproc_ifdef|c:preproc_ifdef
5377be152a894e861864,2,2,csharp|java,csharp:when_clause|java:guard
5704dc6903ac359768fb,2,2,c|cpp,cpp:initializer_list|c:initializer_list
58e11d9d7afe95622e2a,2,2,c|rust,rust:if_expression|c:if_statement
5d8c244a67e6f597d1d3,2,2,go|julia,go:import_declaration|julia:import_statement
5ea7bf3e7220e136b728,2,2,c|cpp,cpp:seh_finally_clause|c:seh_finally_clause
5ef76cbefb55e504fa38,2,2,c|cpp,cpp:linkage_specification|c:linkage_specification
601a377ebf28d77d9b0e,2,2,go|python,go:identifier|python:identifier
623bdb8145ba5704fded,2,2,c|cpp,cpp:preproc_defined|c:preproc_defined
636b367d112dabe2d096,2,2,c|cpp,cpp:char_literal|c:char_literal
64e58c8c11ce91de0695,2,2,c|cpp,cpp:gnu_asm_expression|c:gnu_asm_expression
65964c3668d2598ba094,2,2,c|cpp,cpp:enumerator_list|c:enumerator_list
66648c574f96f388e3ca,2,2,c|cpp,cpp:cast_expression|c:cast_expression
68ff324e8c03c821062d,2,2,c|cpp,cpp:_statement_identifier|c:_statement_identifier
69f37459ac292627d165,2,2,kotlin|swift,kotlin:_comparison_operator|swift:_comparison_operator
6e3dca8ff56b4dbc5a7e,2,2,cpp|java,cpp:this|java:this
6ea46e9f60bd7763dcfb,2,2,c|cpp,cpp:type_definition|c:type_definition
6eaf1303d869a05fa46f,2,2,csharp|java,csharp:return_statement|java:return_statement
6f842cbcf4d5e22ed99c,2,2,kotlin|python,python:string|kotlin:string_literal
6f969b206630ab8fe526,2,2,c|cpp,cpp:preproc_elif_in_enumerator_list|c:preproc_elif_in_enumerator_list
7117665a38c0d834a0c2,2,2,c|cpp,cpp:_top_level_expression_statement|c:_top_level_expression_statement
7380ac1bffd496f96f09,2,2,c|cpp,cpp:null|c:null
77aaa85c38c1fdc0f542,2,2,csharp|python,python:_list_pattern|csharp:collection_expression
780aef9962fb58e54cec,2,2,c|cpp,cpp:abstract_parenthesized_declarator|c:abstract_parenthesized_declarator
80b814b458dfef8c6363,2,2,c|cpp,cpp:preproc_ifdef_in_enumerator_list|c:preproc_ifdef_in_enumerator_list
81c42393adf25cc692ae,2,2,cpp|java,cpp:user_defined_literal|java:record_pattern
81f8d57cf457ed45e498,2,2,kotlin|swift,kotlin:quest|swift:_quest
863c1cd34196352f6711,2,2,kotlin|r,r:_argument_name_string_or_identifier_or_null|kotlin:directly_assignable_expression
880524c3b46199eb6a1b,2,2,c|cpp,cpp:preproc_if_in_enumerator_list|c:preproc_if_in_enumerator_list
8891981150323c62e8ac,2,2,c|cpp,cpp:preproc_elifdef_in_enumerator_list_no_comma|c:preproc_elifdef_in_enumerator_list_no_comma
88b08f57828229d0cbaf,2,2,cpp|go,go:struct_type|cpp:struct_specifier
8ca40392f015a34de7bf,2,2,c|cpp,cpp:pointer_expression|c:pointer_expression
8e38cb7fad2166ffca81,2,2,c|cpp,cpp:preproc_def|c:preproc_def
8e8adac9a1e82ed1bbac,2,2,cpp|csharp,cpp:subscript_argument_list|csharp:bracketed_parameter_list
8f94ff1e15fc767500f6,2,2,c|cpp,cpp:ms_unaligned_ptr_modifier|c:ms_unaligned_ptr_modifier
90ef3ba4fa2eac423b8c,2,2,c|cpp,cpp:fold_expression|c:parenthesized_expression
91d90b016cb1c3147374,2,2,c|cpp,cpp:ms_signed_ptr_modifier|c:ms_signed_ptr_modifier
92e93bb92767e7467faa,2,2,c|cpp,cpp:preproc_else_in_enumerator_list|c:preproc_else_in_enumerator_list
95ec26520c918f2c8d83,2,2,kotlin|python,python:relative_import|kotlin:top_level_object
96210322c198cd0d03e9,2,2,c|cpp,cpp:labeled_statement|c:labeled_statement
9741952a6bc80b628f73,2,2,kotlin|swift,kotlin:_is_operator|swift:_is_operator
980d31adb514f1ff6a7e,2,2,c|cpp,cpp:subscript_designator|c:subscript_designator
994e6367f3b81316d1f2,2,2,c|cpp,cpp:generic_expression|c:generic_expression
9965982740b77ab535af,2,2,c|cpp,cpp:preproc_ifdef_in_enumerator_list_no_comma|c:preproc_ifdef_in_enumerator_list_no_comma
9adf5789c6b0cc0d142d,2,2,go|julia,go:_statement|julia:_statement
9d73a5909f5607032420,2,2,kotlin|swift,kotlin:integer_literal|swift:integer_literal
9e4ea767e6209312c619,2,2,c|cpp,cpp:abstract_pointer_declarator|c:abstract_pointer_declarator
9f67182784911e3fd5bd,2,2,c|cpp,cpp:primitive_type|c:primitive_type
a36bee5a76c00e0f5193,2,2,c|cpp,cpp:string_literal|c:string_literal
a93f4774618f27cf24a5,2,2,c|cpp,cpp:ms_unsigned_ptr_modifier|c:ms_unsigned_ptr_modifier
ae29914d263ba480e361,2,2,go|swift,go:nil|swift:nil_literal
b01c02dfcad15868ed51,2,2,c|cpp,cpp:preproc_if|c:preproc_if
b14068c593444426c98b,2,2,rust|swift,rust:self|swift:self_expression
b217760d021c3f53649c,2,2,c|cpp,cpp:comment|c:comment
b383e80490688d3be29b,2,2,c|cpp,cpp:false|c:false
b83c5033feb437644fed,2,2,csharp|rust,rust:source_file|csharp:compilation_unit
b91cc5d9e394a12843fc,2,2,c|cpp,cpp:seh_leave_statement|c:seh_leave_statement
b9ae5c6b26f926ea6200,2,2,csharp|rust,rust:ref_pattern|csharp:ref_expression
bd00b00f1634e51d918b,2,2,c|cpp,cpp:preproc_params|c:preproc_params
bf2d7c66eed2e6591478,2,2,c|cpp,cpp:true|c:true
c3b32741b5151acb8e1b,2,2,c|cpp,cpp:initializer_pair|c:initializer_pair
c4756fbbce78a0238d62,2,2,c|cpp,cpp:abstract_array_declarator|c:abstract_array_declarator
c78c9062f383703a9595,2,2,julia|python,python:_as_pattern|julia:import_alias
c796f0a803fe5f94cdb1,2,2,go|zig,go:defer_statement|zig:defer_statement
c98c65c35aecb119f5b3,2,2,c|cpp,cpp:preproc_elifdef|c:preproc_elifdef
c9b82033eaffb85930aa,2,2,c|cpp,cpp:alignas_qualifier|c:alignas_qualifier
cd30241f330bf8893e60,2,2,c|cpp,cpp:_declaration_declarator|c:_declaration_declarator
d3a7d671df23cba43e1b,2,2,c|cpp,cpp:subscript_range_designator|c:subscript_range_designator
d5edee188282246a13bc,2,2,c|cpp,cpp:case_statement|c:case_statement
d5ef683946522b691412,2,2,kotlin|swift,kotlin:hex_literal|swift:hex_literal
d6bf4046f78b279d1ffc,2,2,c|cpp,cpp:seh_try_statement|c:seh_try_statement
d8531892607b73dbc10d,2,2,kotlin|swift,kotlin:parameter_modifiers|swift:_locally_permitted_modifiers
e12775734e026c60b90b,2,2,c|cpp,cpp:escape_sequence|c:escape_sequence
e1f3dd338c54ce68615a,2,2,csharp|java,csharp:type_parameter_list|java:type_parameters
e333e09d4ba712a0b1c4,2,2,c|cpp,cpp:preproc_include|c:preproc_include
e5143d16609b7939ddd8,2,2,go|java,go:false|java:false
e5a0b5bc1be4833547b8,2,2,c|cpp,cpp:_function_declaration_declarator|c:_function_declaration_declarator
e7049335b4068bb7eb60,2,2,c|cpp,cpp:ms_restrict_modifier|c:ms_restrict_modifier
e8091b53cee65819e45f,2,2,c|cpp,cpp:enumerator|c:enumerator
e9014e364fd7b65933cd,2,2,c|cpp,cpp:extension_expression|c:extension_expression
ebe2d56e7ade5a124ed5,2,2,c|cpp,cpp:sized_type_specifier|c:sized_type_specifier
ec078ce4256f623fa1a2,2,2,c|cpp,cpp:_old_style_function_definition|c:_old_style_function_definition
f19d89d98dabb1c08518,2,2,go|java,go:true|java:true
f26c065ab386ce55e7b1,2,2,julia|rust,rust:slice_pattern|julia:vector_expression
f3c6495a31bda56a73a7,2,2,c|cpp,cpp:offsetof_expression|c:offsetof_expression
f69424c2c4b34b285d93,2,2,c|cpp,cpp:gnu_asm_qualifier|c:gnu_asm_qualifier
f89d68e431eac55d546d,2,2,c|cpp,cpp:preproc_else_in_enumerator_list_no_comma|c:preproc_else_in_enumerator_list_no_comma
f98a30ed500f97560aee,2,2,c|cpp,cpp:gnu_asm_clobber_list|c:gnu_asm_clobber_list
fc1146342a512e9d1875,2,2,c|cpp,cpp:preproc_elif|c:preproc_elif
fd3ef826fd6daa9320ef,2,2,go|swift,go:special_argument_list|swift:_constructor_value_arguments
fe00b53ed855c8420e13,2,2,julia|nim,julia:_import_list|nim:_equal_expression_list
ffb9a500b87470a8d4c1,2,2,java|rust,rust:super|java:super
dfd4ee35ead9fb46bad8,6,1,nim,nim:_command_statement|nim:_command_block|nim:_call_block|nim:_call_do|nim:_command_complex_expression|nim:_command_expression
d55a678ea93230d5caaf,4,1,kotlin,kotlin:postfix_expression|kotlin:call_expression|kotlin:indexing_expression|kotlin:navigation_expression
1f6f3084bbb033387883,3,1,nim,nim:proc_expression|nim:func_expression|nim:iterator_expression
42229b968ccb2a78ce06,3,1,r,r:call|r:subset|r:subset2
43e57ed645ce355c8bbf,3,1,java,java:field_declaration|java:constant_declaration|java:local_variable_declaration
6dce0611cc0d1060f3af,3,1,r,r:call_arguments|r:subset_arguments|r:subset2_arguments
abd15f4224c43ebdbc54,3,1,cpp,cpp:dependent_identifier|cpp:dependent_field_identifier|cpp:dependent_type_identifier
dea3a13f9e9ba5ddda03,3,1,python,python:parameters|python:tuple_pattern|python:tuple
e5d2cfee7454044f1804,3,1,cpp,cpp:reference_declarator|cpp:reference_field_declarator|cpp:reference_type_declarator
ee3abf154d8f89ff1634,3,1,rust,rust:token_tree_pattern|rust:token_tree|rust:delim_token_tree
010da3c257f109d6818e,2,1,rust,rust:enum_variant_list|rust:field_declaration_list
02a4592203f9ecc2f5bb,2,1,nim,nim:equal_expression|nim:assignment
058329c50857c9183538,2,1,swift,swift:_class_member_declarations|swift:_protocol_member_declarations
0c39188d27ee297e91fb,2,1,nim,nim:_pointer_declaration|nim:_concept_pointer_parameter
0c98043532732aa8fd90,2,1,swift,swift:comparison_expression|swift:bitwise_operation
0f6845390b8b332b4bed,2,1,nim,nim:generic_parameter_list|nim:array_construction
181bf92fdcbb068dbeb8,2,1,nim,nim:_block_statement_list|nim:_import_except
19cd60d946fcf54787f3,2,1,kotlin,kotlin:range_test|kotlin:type_test
1b2b66c8e71913806b20,2,1,cpp,cpp:argument_list|cpp:requires_parameter_list
1f1517b2d9cced870036,2,1,csharp,csharp:primary_constructor_base_type|csharp:declaration_pattern
27e2b7899f4b240ca178,2,1,zig,zig:asm_output|zig:asm_input
28874bb485309f9b8692,2,1,rust,rust:_line_doc_comment_marker|rust:_block_doc_comment_marker
2dd5f071834c57cc3e00,2,1,zig,zig:if_expression|zig:if_type_expression
337debb720b0620bc908,2,1,nim,nim:_infix_extended|nim:_prefix_extended
345618949f39ca5cc9fe,2,1,rust,rust:token_repetition_pattern|rust:token_repetition
3ab35610042dd60d1e3e,2,1,swift,swift:await_expression|swift:consume_expression
3fe8740885092da453f2,2,1,swift,swift:_nil_coalescing_operator|swift:_double_optional
48b73f0d772efd7e628d,2,1,cpp,cpp:type_parameter_pack_expansion|cpp:identifier_parameter_pack_expansion
4ab2d675b956753057a5,2,1,swift,swift:_binding_pattern_no_expr|swift:_binding_pattern_with_expr
