language,rule,class_id,atom_count,max_depth,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
r,_close_brace,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r,_open_bracket,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r,_close_bracket,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r,_open_bracket2,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r,_close_bracket2,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go,source_file,c28771617d9da5ff,18,5,0,1,4,0,0,2,0,0,0,0,1,0,3,4,3,0
go,_top_level_declaration,4a63faab551e9643,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
go,package_clause,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,import_declaration,fc9d4b116e4309fd,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0
go,import_spec,d20e28ce28a59bc6,10,4,0,1,2,2,0,0,0,0,0,0,0,0,1,0,4,0
go,dot,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,blank_identifier,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,import_spec_list,77f5b9b709591688,20,6,0,2,4,0,0,2,0,0,0,0,1,0,3,6,2,0
go,_declaration,b618999e0af0ba30,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
go,const_declaration,75b3f0b885fe46f2,14,6,0,0,2,0,0,1,0,0,0,0,1,0,3,5,2,0
go,const_spec,e17af6b49870921e,19,6,0,2,2,3,0,0,0,0,1,0,1,0,4,2,4,0
go,var_declaration,fc9d4b116e4309fd,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0
go,var_spec,d187bc754545d71c,23,6,0,1,2,5,0,0,0,0,0,0,1,0,6,3,5,0
go,var_spec_list,43fe5c3a9354c35c,10,4,0,0,1,0,0,1,0,0,0,0,1,0,2,4,1,0
go,function_declaration,812bd70ff5e4f9df,21,5,0,3,4,5,0,0,0,0,0,1,0,0,1,1,6,0
go,method_declaration,d07163774f5969e1,19,5,0,2,3,5,0,0,0,0,0,1,0,0,1,1,6,0
go,type_parameter_list,fe1c835c17093a40,12,4,0,1,1,0,0,0,0,0,0,0,1,0,3,4,2,0
go,type_parameter_declaration,c63da27d2e30d082,12,5,1,0,0,3,0,0,0,0,0,0,1,0,3,1,3,0
go,parameter_list,643217403b4afde4,21,8,0,3,5,0,0,0,0,0,0,0,1,0,4,4,4,0
go,parameter_declaration,a15ed95aac4256b9,13,6,0,1,1,3,0,0,0,0,0,0,1,0,3,1,3,0
go,variadic_parameter_declaration,023b9e26c916d5bd,8,3,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,0
go,type_alias,2830368fb188a9a9,10,3,0,1,1,3,0,0,0,0,0,0,0,0,1,1,3,0
go,type_declaration,97f4b1c02e6bf934,29,8,0,2,7,0,0,2,0,0,0,0,1,0,4,7,6,0
go,type_spec,eb39c2193f5995e0,9,3,0,1,1,3,0,0,0,0,0,0,0,0,1,0,3,0
go,field_name_list,d23a2e208e97118d,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0
go,expression_list,d23a2e208e97118d,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0
go,_type,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
go,parenthesized_type,e1596cff2975a5cc,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
go,_simple_type,043cac427fea1993,15,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,12,0
go,generic_type,626ae617512e0821,9,4,0,0,1,2,0,0,0,1,0,0,0,0,1,0,4,0
go,type_arguments,95f22dbc3635d068,13,5,0,1,1,0,0,0,0,1,0,0,1,0,3,4,2,0
go,pointer_type,691379ebb2ff36ce,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
go,array_type,08be6b72ff965463,8,3,0,0,0,2,0,0,0,0,0,1,0,0,1,2,2,0
go,implicit_length_array_type,caf292387dbed197,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0
go,slice_type,b990bf0d2f0ddfb2,6,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0
go,struct_type,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,negated_type,686966f391722d63,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
go,field_declaration_list,77f5b9b709591688,20,6,0,2,4,0,0,2,0,0,0,0,1,0,3,6,2,0
go,field_declaration,f59d82ad6e19d11b,26,7,0,2,4,5,0,0,0,0,0,0,1,0,5,2,7,0
go,interface_type,9685d9850f2ca69b,21,6,0,2,4,0,0,2,0,0,0,0,1,0,3,7,2,0
go,_interface_elem,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
go,method_elem,cf989bb425b03654,11,4,0,1,2,3,0,0,0,0,0,0,0,0,1,0,4,0
go,type_elem,d23a2e208e97118d,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0
go,map_type,5200ebb3dfa2ec8e,9,3,0,0,0,2,0,0,0,0,0,1,0,0,1,3,2,0
go,channel_type,0af49ea8ff1350b6,17,5,0,0,1,3,0,0,1,0,1,0,0,0,3,5,3,0
go,function_type,6aa390d0f445ae85,11,5,0,1,2,2,0,0,0,0,0,1,0,0,1,1,3,0
go,block,e060ccde60f6b6f0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
go,statement_list,49736513f400db18,23,6,2,2,5,0,0,2,0,0,0,0,1,0,3,4,4,0
go,_statement,3a619db2ed408a5d,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0
go,empty_statement,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,_simple_statement,ecd76a7a6941bdf4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0
go,expression_statement,dabb3e5604a9cd2f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go,send_statement,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
go,receive_statement,d2cb2e2d0f3ad620,11,4,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,0
go,inc_statement,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,dec_statement,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,assignment_statement,8f52f8bcb6d7cd75,19,3,0,0,1,3,0,0,0,0,0,0,0,0,1,12,2,0
go,short_var_declaration,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
go,labeled_statement,789a65d95f461a72,6,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0
go,empty_labeled_statement,72b0cc2e06bddb6f,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
go,fallthrough_statement,f1e940dc42de9f04,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
go,break_statement,ab37de27cb98d5b9,6,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go,continue_statement,ab37de27cb98d5b9,6,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go,goto_statement,3fcbfac61032f137,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,return_statement,5a4a787ef5d8e7b3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
go,go_statement,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,defer_statement,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
go,if_statement,de55f2779d17b0e6,20,5,0,2,3,4,0,0,0,0,0,0,0,0,3,3,5,0
go,for_statement,d09d7c44626f9166,10,3,0,1,2,1,0,0,0,0,0,0,0,0,1,1,4,0
go,for_clause,1aac8ac2c95fb44d,15,3,0,3,3,3,0,0,0,0,0,0,0,0,1,2,3,0
go,range_clause,a956a56289c1a1d6,12,4,0,1,2,2,0,0,0,0,0,0,0,0,2,3,2,0
go,expression_switch_statement,38a53c958fc160fc,18,4,0,2,3,2,0,0,0,0,0,0,1,0,2,4,4,0
go,expression_case,54451c984ec03c99,8,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2,0
go,default_case,e060ccde60f6b6f0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0
go,type_switch_statement,f7cd20f3489c6391,9,3,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0
go,_type_switch_header,b153b46cd68e5d9d,19,4,0,2,2,3,0,0,0,0,0,0,0,0,3,6,3,0
go,type_case,da894c423739c5e4,13,5,0,1,1,1,0,0,0,0,0,0,1,0,3,3,3,0
go,select_statement,3d82927b65133ce1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,0
go,communication_case,dadc650595e56e08,10,3,0,1,2,1,0,0,0,0,0,0,0,0,1,2,3,0
go,_expression,03658d677c6e6dcb,27,3,1,0,2,0,0,0,0,0,0,0,0,0,0,2,22,0
go,parenthesized_expression,e1596cff2975a5cc,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
go,call_expression,86466ad793e5573e,20,6,2,1,3,5,0,0,1,0,0,0,0,0,2,2,4,0
go,variadic_argument,2599c1c092fd370e,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
go,special_argument_list,96ecc7c49b9af61f,14,5,0,2,2,0,0,0,0,0,0,0,1,0,3,4,2,0
go,argument_list,ba902cee39e96122,18,6,0,2,4,0,0,0,0,0,0,0,1,0,3,4,4,0
go,selector_expression,2f4fba537326da8f,7,3,0,0,0,2,0,0,1,0,0,0,0,0,1,1,2,0
go,index_expression,3408fc7ac5185113,9,4,0,0,0,2,0,0,1,1,0,0,0,0,1,2,2,0
go,slice_expression,843569dd68689e8b,28,6,0,3,4,6,0,0,1,0,0,0,0,0,3,5,6,0
go,type_assertion_expression,58c0d131bdfde78b,9,3,0,0,0,2,0,0,1,0,0,0,0,0,1,3,2,0
go,type_conversion_expression,4febf986fdb8edb4,11,3,0,1,1,2,0,0,0,1,0,0,0,0,1,3,2,0
go,type_instantiation_expression,2e9ca8e12bf1217d,15,5,0,1,1,1,0,0,0,1,0,0,1,0,3,4,3,0
go,composite_literal,1704a788299c1bdb,14,4,0,0,1,2,0,0,1,0,0,0,0,0,1,0,9,0
go,literal_value,643217403b4afde4,21,8,0,3,5,0,0,0,0,0,0,0,1,0,4,4,4,0
go,literal_element,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
go,keyed_element,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
go,func_literal,effbfea11f9e9395,12,4,0,1,2,3,0,0,0,0,0,0,0,0,1,1,4,0
go,unary_expression,c46ae9079c52eeba,13,4,0,0,1,2,0,0,1,0,0,0,0,0,1,7,1,0
go,binary_expression,74c157282cc9357b,58,5,0,0,4,15,0,0,0,0,5,0,0,0,5,19,10,0
go,qualified_type,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
go,identifier,cb0bb6e59e8ad50b,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go,_type_identifier,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go,_field_identifier,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go,_package_identifier,56dd8a13fc61cdde,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
go,_string_literal,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
go,raw_string_literal,fefeaf138e439963,7,4,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1
go,interpreted_string_literal,bd3327bd6054ad01,11,6,1,0,1,0,2,1,1,0,0,0,1,0,1,2,1,0
go,escape_sequence,d088f891e89a4ebe,9,3,0,0,1,0,1,5,0,0,0,0,0,0,1,1,0,0
go,int_literal,0510e3672d5ff8f2,70,10,0,10,15,0,0,9,0,0,0,0,4,0,13,18,0,1
go,float_literal,b7be82be0fea5d32,165,10,0,22,34,0,0,24,0,0,0,0,12,0,35,37,0,1
go,imaginary_literal,062b722f67b70003,245,12,0,33,51,0,0,35,0,0,0,0,17,0,51,57,0,1
go,rune_literal,6df1ca3415733d1c,45,7,0,0,3,0,0,18,0,0,0,0,0,0,7,16,0,1
go,nil,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,true,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,false,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,iota,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,comment,01eb870d390bc428,9,3,0,0,1,0,0,2,0,0,0,0,0,0,2,3,0,1
rust,source_file,60a2269d818c6b2c,6,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0
rust,_statement,02a29a0f5cbb4fe5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
rust,empty_statement,1514c28779358c33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust,expression_statement,ff42ad4f3acf2006,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0
rust,_declaration_statement,fa32b36f944d49ff,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0
rust,macro_definition,c3ff8753aeebdf9c,42,6,0,3,5,1,0,0,0,0,0,0,3,0,10,12,8,0
rust,macro_rule,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
rust,_token_pattern,b7d6570ed9ceb2f2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
rust,token_tree_pattern,003970cc6d9395d6,16,3,0,0,1,0,0,0,0,0,0,0,3,0,3,6,3,0
rust,token_binding_pattern,2f4fba537326da8f,7,3,0,0,0,2,0,0,1,0,0,0,0,0,1,1,2,0
rust,token_repetition_pattern,1eb8138c12983826,13,2,0,1,2,0,0,1,0,0,0,0,1,0,1,6,1,0
rust,fragment_specifier,d5cc13fccbd2f5c2,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0
rust,_tokens,4a63faab551e9643,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
rust,token_tree,003970cc6d9395d6,16,3,0,0,1,0,0,0,0,0,0,0,3,0,3,6,3,0
rust,token_repetition,1eb8138c12983826,13,2,0,1,2,0,0,1,0,0,0,0,1,0,1,6,1,0
rust,_non_special_token,eefdcca050da37fb,102,4,1,0,3,0,0,0,0,0,0,1,0,1,0,90,6,0
rust,attribute_item,97de35083321bcb0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
rust,inner_attribute_item,c59d2dd5c2bb2ec7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0
rust,attribute,cb33643e6a42aa84,12,5,1,1,2,2,0,0,0,0,0,0,0,0,2,1,3,0
rust,mod_item,2096bde59d476336,11,3,0,1,2,2,0,0,0,0,0,0,0,0,1,2,3,0
rust,foreign_mod_item,34552647a96edbbc,9,3,0,1,2,1,0,0,0,0,0,0,0,0,1,2,2,0
rust,declaration_list,9bb57d92746e3f43,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
rust,struct_item,027920aaad6d6c2d,26,4,0,4,5,4,0,0,0,0,0,0,0,0,3,3,7,0
rust,union_item,815ebb247990e69c,16,3,0,3,3,3,0,0,0,0,0,0,0,0,1,1,5,0
rust,enum_item,815ebb247990e69c,16,3,0,3,3,3,0,0,0,0,0,0,0,0,1,1,5,0
rust,enum_variant_list,a87cdfbfe7833534,20,7,0,2,2,0,0,0,0,0,0,0,3,0,5,4,4,0
rust,enum_variant,b8fa703d7ec2f793,18,4,0,3,4,3,0,0,0,0,0,0,0,0,2,1,5,0
rust,field_declaration_list,a87cdfbfe7833534,20,7,0,2,2,0,0,0,0,0,0,0,3,0,5,4,4,0
rust,field_declaration,894eb35376de37a2,9,2,0,1,1,2,0,0,0,0,0,0,0,0,1,1,3,0
rust,ordered_field_declaration_list,4ac9c4ab1393732f,28,7,0,4,4,2,0,0,0,0,0,0,3,0,5,4,6,0
rust,extern_crate_declaration,fc8510b816abf8f3,15,4,0,2,2,2,0,0,0,0,0,0,0,0,2,3,4,0
rust,const_item,81c4689e522386a8,17,4,0,2,2,3,0,0,0,0,0,0,0,0,2,4,4,0
rust,static_item,6d853ceceae692f1,23,4,0,4,4,3,0,0,0,0,0,0,0,0,2,5,5,0
rust,type_item,e049da0bfa911fb2,21,3,0,4,4,3,0,0,0,0,0,0,0,0,1,3,6,0
rust,function_item,2f96205cc7fecd93,29,4,0,5,6,5,0,0,0,0,0,0,0,0,2,2,9,0
rust,function_signature_item,b7f275d2f955b759,28,4,0,5,6,4,0,0,0,0,0,0,0,0,2,3,8,0
rust,function_modifiers,2657ba41333e8bac,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0
rust,where_clause,2294f84cb844067a,15,7,0,2,2,0,0,0,0,0,0,1,1,0,4,3,2,0
rust,where_predicate,a8fd1fe012096a12,33,5,1,0,2,2,0,0,0,0,0,0,0,0,1,17,10,0
rust,impl_item,eee4330890eb2c78,30,5,0,5,7,4,0,0,0,0,0,0,0,0,2,5,7,0
rust,trait_item,3272d10cea54bb5d,23,3,0,5,5,4,0,0,0,0,0,0,0,0,1,2,6,0
rust,associated_type,5160fa46c38630bd,16,3,0,3,3,3,0,0,0,0,0,0,0,0,1,2,4,0
rust,trait_bounds,b51725a2633957fe,14,5,0,0,2,0,0,0,0,0,0,0,1,0,3,2,6,0
rust,higher_ranked_trait_bound,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
rust,removed_trait_bound,ae514ed4e52f5b1c,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust,type_parameters,f582db1dda4a5873,27,7,0,1,3,0,0,0,1,0,0,0,3,0,5,4,10,0
rust,const_parameter,9106614d19f0732c,17,5,0,1,2,3,0,0,0,0,0,0,0,0,2,3,6,0
rust,type_parameter,04822c1faa6d3685,14,5,0,2,2,3,0,0,1,0,0,0,0,0,2,1,3,0
rust,lifetime_parameter,02d7ecc610a14856,8,4,0,1,1,2,0,0,1,0,0,0,0,0,1,0,2,0
rust,let_declaration,0fdc2f2daac89a13,26,4,0,4,4,4,0,0,0,0,0,0,0,0,4,5,5,0
rust,use_declaration,54451c984ec03c99,8,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2,0
rust,_use_clause,b7d6570ed9ceb2f2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
rust,scoped_use_list,023b9e26c916d5bd,8,3,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,0
rust,use_list,c5ef283315a1790b,16,6,0,2,4,0,0,0,0,0,0,0,1,0,3,4,2,0
rust,use_as_clause,42083732fdfca975,6,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
rust,use_wildcard,a2c7b2be514318e0,9,4,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,0
rust,parameters,471984b50aee9161,32,7,0,4,6,0,0,0,0,0,0,0,1,0,5,6,10,0
rust,self_parameter,68b26642f404b419,11,2,0,3,3,0,0,0,0,0,0,0,0,0,1,1,3,0
rust,variadic_parameter,fc6534b7dfa064c5,11,4,0,2,2,1,0,0,0,0,0,0,0,0,2,2,2,0
rust,parameter,6db0e5b7dd851899,11,3,0,1,2,2,0,0,0,0,0,0,0,0,1,1,4,0
rust,extern_modifier,5a4a787ef5d8e7b3,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust,visibility_modifier,3b935c9ded996d7d,16,6,0,1,3,0,0,0,0,0,0,0,0,0,3,4,5,0
rust,_type,de7746783807f838,36,3,1,0,2,0,0,0,0,0,0,0,0,0,0,17,16,0
