class_id,member_count,language_count,languages,members
62d15ad8c12e6421b827,6,5,csharp|go|nim|python|rust,go:selector_expression|rust:token_binding_pattern|python:attribute|nim:dot_expression|csharp:qualified_name|csharp:is_pattern_expression
a626d9213dff51ca8ae7,6,5,c|csharp|julia|python|rust,rust:_literal_pattern|c:type_specifier|python:pattern|julia:_operation|csharp:_array_base_type|csharp:_expression_statement_expression
fe9fd9bd8de4c961ae36,5,5,c|cpp|csharp|java|swift,cpp:goto_statement|c:goto_statement|csharp:file_scoped_namespace_declaration|java:uses_module_directive|swift:array_type
eb336f8d94d30e3c13bf,15,4,csharp|julia|swift|zig,zig:comptime_expression|zig:async_expression|zig:await_expression|zig:nosuspend_expression|zig:resume_expression|zig:try_expression|julia:const_statement|julia:global_statement|julia:local_statement|julia:unary_typed_expression|csharp:_pointer_indirection_expression|csharp:_address_of_expression|csharp:await_expression|swift:opaque_type|swift:existential_type
a851676f7788bbc68a51,12,4,c|cpp|java|rust,rust:higher_ranked_trait_bound|rust:match_expression|cpp:switch_statement|cpp:while_statement|cpp:seh_except_clause|cpp:catch_clause|c:switch_statement|c:while_statement|c:seh_except_clause|java:switch_expression|java:while_statement|java:annotation
42bff44485152fd2c3e8,9,4,c|cpp|nim|swift,cpp:_top_level_expression_statement|c:_top_level_expression_statement|nim:_paren_close|nim:_bracket_close|nim:_curly_close|nim:_dot_curly_close|swift:_macro_head|swift:setter_specifier|swift:modify_specifier
3bcbb422dcf05549512f,6,4,c|cpp|java|swift,cpp:do_statement|cpp:subscript_range_designator|c:do_statement|c:subscript_range_designator|java:do_statement|swift:dictionary_type
59d4521be16ff34f191a,6,4,csharp|kotlin|python|zig,python:_list_pattern|python:_tuple_pattern|zig:parameters|zig:arguments|csharp:collection_expression|kotlin:value_arguments
753fb692f3f3be310fa1,6,4,csharp|julia|kotlin|python,python:union_type|julia:where_expression|csharp:with_expression|kotlin:elvis_expression|kotlin:conjunction_expression|kotlin:disjunction_expression
ac111d9b961abf630cee,6,4,cpp|csharp|java|nim,cpp:template_type|cpp:template_function|nim:pragma_expression|csharp:array_type|csharp:_name_invocation_pattern|java:array_type
fc778e415f9975fdeaf2,6,4,cpp|csharp|java|python,cpp:field_initializer_list|python:assert_statement|python:global_statement|python:nonlocal_statement|csharp:order_by_clause|java:throws
1f1b1dbaabe9b12d3e21,5,4,c|cpp|csharp|java,cpp:preproc_argument_list|c:preproc_argument_list|csharp:argument_list|csharp:parenthesized_variable_designation|java:argument_list
48c44be8c8d8044a4e5b,5,4,csharp|julia|rust|zig,rust:try_expression|zig:dereference_expression|zig:null_coercion_expression|julia:splat_expression|csharp:explicit_interface_specifier
619c017106e028b2e57b,5,4,csharp|julia|kotlin|swift,julia:_macro_head|csharp:_interpolated_verbatim_string_content|csharp:_interpolated_raw_string_content|kotlin:_unescaped_annotation|swift:_type_parameter_possibly_packed
671daa2f881ecdbb72bc,5,4,kotlin|nim|rust|zig,rust:reference_pattern|zig:errdefer_statement|nim:generic_parameter_list|nim:array_construction|kotlin:_single_annotation
d957a9e4cc1477bcd87a,5,4,kotlin|nim|rust|zig,rust:mut_pattern|zig:struct_initializer|nim:_infix_extended|nim:_prefix_extended|kotlin:_annotation_constructor_invocation
4d83d1705102ad33886a,4,4,csharp|julia|kotlin|r,r:_argument_name_string_or_identifier_or_null|julia:type_head|csharp:_top_level_item|kotlin:directly_assignable_expression
4dad19f3786a2dac3f73,4,4,c|cpp|java|python,cpp:translation_unit|c:translation_unit|python:module|java:program
689d35229e79b6c93408,4,4,cpp|go|python|rust,go:return_statement|rust:extern_modifier|cpp:variadic_declarator|python:return_statement
6e5ef216f33f59344d0b,4,4,c|cpp|csharp|go,go:comment|cpp:comment|c:comment|csharp:comment
844fed0aaaf525b4015b,4,4,c|csharp|java|kotlin,c:attribute_declaration|csharp:type_parameter_list|java:type_parameters|kotlin:parameters_with_optional_type
99cf4770f2a0a34d777b,4,4,kotlin|nim|python|swift,python:_not_escape_sequence|nim:_raw_string_escape|kotlin:wildcard_import|swift:_immediate_quest
ade15b4a3aa9dbf3551d,4,4,csharp|java|kotlin|nim,nim:_expression|csharp:type|java:expression|kotlin:_binary_expression
b1633ca2433ec44ad83e,4,4,kotlin|python|rust|swift,rust:shorthand_field_initializer|python:block|kotlin:_annotated_delegation_specifier|swift:_annotated_inheritance_specifier
de463f2176200a307929,4,4,csharp|kotlin|python|zig,python:comment|zig:comment|csharp:shebang_directive|kotlin:line_comment
ec9034716c78f7303525,4,4,cpp|go|python|rust,go:pointer_type|rust:lifetime|cpp:destructor_name|python:await
9b586892993e7b7cff40,10,3,kotlin|nim|swift,nim:_call_block_argument_list|kotlin:_call_suffix_no_trailing_lambda|swift:_local_property_declaration|swift:_local_typealias_declaration|swift:_local_function_declaration|swift:_local_class_declaration|swift:property_declaration|swift:typealias_declaration|swift:class_declaration|swift:_possibly_async_binding_pattern_kind
b567361059b92bcc1577,8,3,c|cpp|csharp,cpp:preproc_else|cpp:preproc_else_in_field_declaration_list|cpp:preproc_else_in_enumerator_list_no_comma|cpp:preproc_else_in_block|c:preproc_else|c:preproc_else_in_field_declaration_list|c:preproc_else_in_enumerator_list_no_comma|csharp:preproc_else
267da3024113bc366fcc,7,3,cpp|kotlin|swift,cpp:access_specifier|kotlin:_multiplicative_operator|kotlin:_postfix_unary_operator|kotlin:_member_access_operator|kotlin:inheritance_modifier|kotlin:parameter_modifier|swift:function_modifier
672b922d70f0d33f9dfa,6,3,go|kotlin|swift,go:negated_type|kotlin:spread_expression|swift:type_parameter_pack|swift:type_pack_expansion|swift:value_parameter_pack|swift:value_pack_expansion
c923ed9b2bca42377d43,6,3,go|julia|rust,go:import_declaration|go:var_declaration|rust:else_clause|rust:negative_literal|julia:import_statement|julia:using_statement
a0ce9b76f5ece565dc06,5,3,csharp|kotlin|python,python:expression|csharp:_ref_base_type|csharp:literal|kotlin:_declaration|kotlin:_modifier
4e70e497735d1a8724d6,4,3,java|python|rust,rust:generic_type_with_turbofish|python:default_parameter|python:keyword_argument|java:element_value_pair
729c2e68bc89cad27864,4,3,kotlin|python|swift,python:_compound_statement|python:parameter|kotlin:_literal_constant|swift:_basic_literal
8809c18446e990976e5f,4,3,c|cpp|java,cpp:for_statement|cpp:for_range_loop|c:for_statement|java:catch_clause
c503c269bc84e56eaaaa,4,3,java|rust|swift,rust:_expression_ending_with_block|java:_literal|swift:_binary_expression|swift:_global_declaration
098f543397e495aa1e4d,3,3,csharp|julia|zig,zig:return_expression|julia:return_statement|csharp:slice_pattern
107b70b6fa3bbf00cc76,3,3,c|cpp|kotlin,cpp:ms_call_modifier|c:ms_call_modifier|kotlin:function_modifier
43aa4ff0f77ae79bc44a,3,3,java|r|swift,r:comment|java:line_comment|swift:comment
7439d3d9fbdb5963c236,3,3,cpp|csharp|kotlin,cpp:variadic_reference_declarator|csharp:checked_statement|kotlin:constructor_delegation_call
7683d220f656dca155ec,3,3,c|cpp|csharp,cpp:attribute_specifier|c:attribute_specifier|csharp:checked_expression
82405e32647ddf48e942,3,3,c|cpp|java,cpp:_type_definition_declarators|c:_type_definition_declarators|java:_variable_declarator_list
9487ebcbb4b77b9e99b5,3,3,kotlin|rust|swift,rust:_non_delim_token|kotlin:_type_modifier|swift:bang
bc4c4d5a36043fec1ebe,3,3,c|cpp|java,cpp:attributed_statement|c:attributed_statement|java:annotated_type
e188cd7da09ea3f20d81,3,3,c|cpp|csharp,cpp:preproc_arg|c:preproc_arg|csharp:preproc_arg
4e84687b2e083630f0fe,8,2,kotlin|swift,kotlin:import_list|kotlin:type_projection_modifiers|kotlin:type_modifiers|kotlin:type_parameter_modifiers|swift:precedence_group_attributes|swift:parameter_modifiers|swift:type_modifiers|swift:type_parameter_modifiers
e936ea131eaaabc009f6,8,2,c|cpp,cpp:gnu_asm_output_operand_list|cpp:gnu_asm_input_operand_list|cpp:gnu_asm_clobber_list|cpp:gnu_asm_goto_list|c:gnu_asm_output_operand_list|c:gnu_asm_input_operand_list|c:gnu_asm_clobber_list|c:gnu_asm_goto_list
0bda2070a8a5b75210c4,6,2,go|kotlin,go:goto_statement|kotlin:import_alias|kotlin:_return_at|kotlin:_continue_at|kotlin:_break_at|kotlin:_this_at
428aa92f93639c6c9bb3,6,2,c|cpp,cpp:attributed_declarator|cpp:attributed_field_declarator|cpp:attributed_type_declarator|c:attributed_declarator|c:attributed_field_declarator|c:attributed_type_declarator
6060e494a95482cf622c,6,2,c|cpp,cpp:parenthesized_declarator|cpp:parenthesized_field_declarator|cpp:parenthesized_type_declarator|c:parenthesized_declarator|c:parenthesized_field_declarator|c:parenthesized_type_declarator
bf5cdd7c74f7b50335e7,6,2,c|cpp,cpp:pointer_declarator|cpp:pointer_field_declarator|cpp:pointer_type_declarator|c:pointer_declarator|c:pointer_field_declarator|c:pointer_type_declarator
d98e4a73af4ac31833de,6,2,c|cpp,cpp:array_declarator|cpp:array_field_declarator|cpp:array_type_declarator|c:array_declarator|c:array_field_declarator|c:array_type_declarator
1cdffccfc5511fddc33b,5,2,kotlin|swift,kotlin:postfix_expression|kotlin:call_expression|kotlin:indexing_expression|kotlin:navigation_expression|swift:where_clause
27fa058b047d37cc143f,5,2,kotlin|swift,kotlin:hex_literal|kotlin:bin_literal|swift:hex_literal|swift:oct_literal|swift:bin_literal
aa2df9d7085c12331f26,5,2,c|cpp,cpp:preproc_elif_in_field_declaration_list|cpp:preproc_elif_in_enumerator_list_no_comma|cpp:preproc_elif_in_block|c:preproc_elif_in_field_declaration_list|c:preproc_elif_in_enumerator_list_no_comma
af50f2518b0e26b46129,5,2,csharp|zig,zig:field_initializer|csharp:_parenthesized_pattern_with_designation|csharp:_join_body|csharp:let_clause|csharp:group_clause
ca9a46679933c2dfe38f,5,2,c|cpp,cpp:preproc_elifdef_in_field_declaration_list|cpp:preproc_elifdef_in_enumerator_list_no_comma|cpp:preproc_elifdef_in_block|c:preproc_elifdef_in_field_declaration_list|c:preproc_elifdef_in_enumerator_list_no_comma
d0dd95484c3145b7f3b0,5,2,c|cpp,cpp:preproc_if_in_field_declaration_list|cpp:preproc_if_in_enumerator_list_no_comma|cpp:preproc_if_in_block|c:preproc_if_in_field_declaration_list|c:preproc_if_in_enumerator_list_no_comma
d48dfe7cc75e1cc85ae3,5,2,c|cpp,cpp:preproc_ifdef_in_field_declaration_list|cpp:preproc_ifdef_in_enumerator_list_no_comma|cpp:preproc_ifdef_in_block|c:preproc_ifdef_in_field_declaration_list|c:preproc_ifdef_in_enumerator_list_no_comma
01c96c9dd9042ed3babb,4,2,cpp|csharp,cpp:type_parameter_pack_expansion|cpp:identifier_parameter_pack_expansion|csharp:nullable_type|csharp:pointer_type
1370998b0e993b96ebfb,4,2,go|python,go:fallthrough_statement|python:pass_statement|python:break_statement|python:continue_statement
282fb153334a0821a2ee,4,2,kotlin|zig,zig:for_statement|zig:while_statement|kotlin:range_test|kotlin:type_test
6ed9f728ca880dd64300,4,2,c|cpp,cpp:gnu_asm_output_operand|cpp:gnu_asm_input_operand|c:gnu_asm_output_operand|c:gnu_asm_input_operand
af1ab32a1565a8acfb3f,4,2,c|cpp,cpp:true|cpp:false|c:true|c:false
d584ba76ce3f94ee69c9,4,2,kotlin|python,python:_parameters|python:_patterns|kotlin:_enum_entries|kotlin:lambda_parameters
01759a2b7c1060808fe1,3,2,kotlin|swift,kotlin:_function_value_parameter|kotlin:parameter_with_optional_type|swift:type_parameter
47af5246d55a450321f2,3,2,csharp|kotlin,csharp:interpolation_format_clause|kotlin:shebang_line|kotlin:_uni_character_literal
6324423079e18dbdfe82,3,2,cpp|csharp,cpp:literal_suffix|csharp:character_literal_content|csharp:string_literal_encoding
6c416db3c88c5cfbf9a7,3,2,r|swift,r:_parameter_name|r:_argument_value|swift:_bound_identifier
6db57d58b7f31f60676e,3,2,nim|swift,nim:_dot_generic_call_block|nim:_dot_generic_call_do|swift:expr_hack_at_ternary_binary_call
7145fb5fc611ec624429,3,2,nim|swift,nim:_declaration|swift:_unary_expression|swift:_type_level_declaration
b38c8b624c512a95b075,3,2,c|cpp,cpp:preproc_binary_expression|c:preproc_binary_expression|c:binary_expression
b4fa8bb09ae258383700,3,2,cpp|csharp,cpp:default_method_clause|cpp:delete_method_clause|csharp:constructor_constraint
b72878832bfda2c06a80,3,2,c|cpp,cpp:preproc_unary_expression|c:preproc_unary_expression|c:unary_expression
c04bcd72b8df2a0f4035,3,2,csharp|swift,csharp:global_statement|csharp:expression_element|swift:expr_hack_at_ternary_binary_call_suffix
066de642f17e62af57fd,2,2,c|cpp,cpp:initializer_pair|c:initializer_pair
08e0474935931e702bd3,2,2,python|zig,python:finally_clause|zig:error_type
0aececd33330d33a64ec,2,2,c|cpp,cpp:preproc_elifdef|c:preproc_elifdef
0cf40729f22cdba4fb13,2,2,c|cpp,cpp:parameter_declaration|c:parameter_declaration
0db9a1824cba153b5ce3,2,2,csharp|rust,rust:bracketed_type|csharp:character_literal
1135ccb0c9bf76ad39b2,2,2,c|cpp,cpp:linkage_specification|c:linkage_specification
11abb094ac287d88b0b1,2,2,c|cpp,cpp:preproc_else_in_enumerator_list|c:preproc_else_in_enumerator_list
12172e37512257dff6e6,2,2,kotlin|swift,kotlin:_block|swift:_block
16c409c6060e30c52daa,2,2,c|cpp,cpp:case_statement|c:case_statement
18d63ec26c85689cd234,2,2,c|python,c:compound_literal_expression|python:elif_clause
18ecfe6f69365c96eb0b,2,2,c|cpp,cpp:_old_style_function_definition|c:_old_style_function_definition
1c0cd6abbc9063486a36,2,2,julia|kotlin,julia:for_clause|kotlin:type_constraints
21749e020ffc897b8de9,2,2,c|cpp,cpp:primitive_type|c:primitive_type
239566ba8f6a4fae496e,2,2,nim|zig,zig:source_file|nim:source_file
29accea0e229f49bcf2c,2,2,c|cpp,cpp:enumerator|c:enumerator
2fb0c31370e35469bb4f,2,2,c|cpp,cpp:_field_declaration_declarator|c:_field_declaration_declarator
3046e11997e7e5ecef3f,2,2,c|cpp,cpp:expression_statement|c:expression_statement
34a00a3f6ea526426702,2,2,c|cpp,cpp:string_literal|c:string_literal
38f3a7a08ec956bc76bf,2,2,c|cpp,cpp:_preproc_expression|c:_preproc_expression
3a19f8f8b52e1b4f7a8c,2,2,c|cpp,cpp:seh_try_statement|c:seh_try_statement
3c32c2b564ce33938383,2,2,c|cpp,cpp:initializer_list|c:initializer_list
