"lane","offset","shard","status","exit_code","elapsed_seconds","summary"
"source","750","shard-0750","PASS","0","144,9","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-0750\final_summary.json"
"source","800","shard-0800","PASS","0","170,3","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-0800\final_summary.json"
"source","850","shard-0850","PASS","0","246,9","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-0850\final_summary.json"
"source","900","shard-0900","PASS","0","206,9","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-0900\final_summary.json"
"source","950","shard-0950","PASS","0","225,8","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-0950\final_summary.json"
"source","1000","shard-1000","PASS","0","273","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1000\final_summary.json"
"source","1050","shard-1050","PASS","0","203,8","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1050\final_summary.json"
"source","1100","shard-1100","PASS","0","239,5","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1100\final_summary.json"
"source","1150","shard-1150","PASS","0","228,1","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1150\final_summary.json"
"source","1200","shard-1200","PASS","0","234,5","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1200\final_summary.json"
"source","1250","shard-1250","PASS","0","268,7","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1250\final_summary.json"
"source","1300","shard-1300","PASS","0","170,2","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1300\final_summary.json"
"source","1350","shard-1350","PASS","0","278,6","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1350\final_summary.json"
"source","1400","shard-1400","PASS","0","260,6","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1400\final_summary.json"
"source","1450","shard-1450","PASS","0","245,9","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1450\final_summary.json"
"source","1500","shard-1500","PASS","0","260,5","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1500\final_summary.json"
"source","1550","shard-1550","PASS","0","113,2","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1550\final_summary.json"
"source","1600","shard-1600","PASS","0","198,4","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1600\final_summary.json"
"source","1650","shard-1650","PASS","0","152","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1650\final_summary.json"
"source","1700","shard-1700","PASS","0","133,3","C:\Users\tarek\Desktop\Transpiler\Universal-Code-Transpiler - Kopie\matrices\post_fix_mining_freeze_v9\source_target_shards\shard-1700\final_summary.json"
