case_id,source_language,source_path,source_hash,source_bytes,classification,parser_forms,semantic_features,relation_patterns,dependency_features,phase_features,preserved_source_forms
5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,test/corpus/expressions-errors.txt,2a392336928d429262c85070f1eb882fc564b9553843f7c39142215144108c49,125,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
ab51093cbbba0f3b07d9d5283a67d8c17b00ef0df0653d56ce54faaf367bdd55,r,test/corpus/expressions-errors.txt,f69c7f1fed24627544dd9d26ebaa371e1baf8dec62bee5f7ce4d37a17c725d78,125,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
061cd8b119c60e2e23383fb6157d3ec4a65f3f73d75dd7e824ab450c101027a4,r,test/corpus/expressions-errors.txt,ded08ed7908ea9b14f3a24d30d8b844e8fb1b602a8e57c834dbd9c07bd03a41e,211,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
2483047e793fa67a8e5d815a510fadb9ec26783cb6edcfd50f1a91ce7f50d246,r,test/corpus/expressions-errors.txt,f8e73572c4d2ce55fbf9c36f7ef9a321aa8ba0ff7ba0f5945a7a4e18a1ebeab4,126,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
f2e42a8c27837bc43fcdba4832525a9182b252596b1f1464d0ffd22a720bc14f,r,test/corpus/expressions-errors.txt,167d013737a9f02b9210946786494427422ab29cc8369d109f82ace77f6ddb96,126,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
dc8b502a2b967edc132b8bfb035ab04f79abaec589f9ec8a6ab667a327ad9bf9,r,test/corpus/expressions-errors.txt,ff6e0c7975203f6bb9d11fcb459e5cfd89e8219e8a80233dbfa43265a1925747,144,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
995be36d1c65470f75d64b1b90ba620be3ef2c92336b8708b0e5e9d6d096dbcc,r,test/corpus/expressions-errors.txt,e31cf97c85643e4de5b9e858e450aa7f14048d0033a95a34c46da0c796560947,163,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
4d03704823d015116aaa74f6800c0641e1972fa6b855f4c6ed896b6f097a4203,r,test/corpus/expressions-errors.txt,34cc257349d2411bab3af2cfeb1daceef95a1b347070a44dccff63d844078af6,373,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
348cf3ea38d555ff3c6b61695e74f3599a216fc0bc1e37534c88f465e5b5c2e8,r,test/corpus/expressions-errors.txt,0a08e3508784590ffa95e75020c6136e1e66c042a438b82e811010da5ac4c064,272,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
4a28c90f3e947a9003b3d1bc1d5a4318e04f7c020732f714ee46ca03a44ebcf6,r,test/corpus/expressions-errors.txt,e60f157d83eac77d2b6c895b6380c8a679824527e9dd281fbffa56f66a17c04e,231,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
8f5c370b77525c97c68403e6f97555869bd2421c427825e2e01e12ca18976b93,r,test/corpus/expressions-errors.txt,a5b46a1bfa46647b55857938823ea125ca623763be481807e9526812502b2fe1,225,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,test/corpus/expressions.txt,72d870f7ddc0587e75b209d92f1165727c1b8573dde006a497eb2b38d78f977a,2434,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,test/corpus/expressions.txt,97bfa1aed24e12ea663f6caec2d0a60db5976fa128be542739c4cb4f715afcf2,571,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
11d5f2282276ecca0f11aad2f178851953385d88201143f7e653b703e76ae37a,r,test/corpus/expressions.txt,8de6702d796b3ab5196a59272997c1dc9e400b3857ba5d2c2df241c25957ee79,2514,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
e17bcb312a36c900523967ae0686c9c35dfd255d8dad143180b58e3378400354,r,test/corpus/expressions.txt,a01c76246f10558d3ecc70911b9341a10f3ebe25354ac93bfa0b905d97cadef8,317,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
108d7f4cb4253f1584a20e98889248e067b7d674195a3012a526bb6465eeb6dd,r,test/corpus/expressions.txt,4a963c9bec558b7ff5a554c56ed771df31659f004bb59f2550d0382685c56b3c,2559,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
aa05ac249286f63626114ca61ea38afc20fd4c3904c8f206d02ecbe4d58ea31d,r,test/corpus/expressions.txt,44a3dc000aac9866865b6c6fdf23795f228b44254c08a0f6272b993030559591,520,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
89a7fc287eacef9e0529b73e32c6fd91a4bc7850778c06322a08b89373d08a55,r,test/corpus/expressions.txt,b4bdb600f7533cccc28a06c18c5434578a303789c7d4e6e5ab2f71403a33ecad,579,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
2525d19cfaa28bf83354b502a7ae766c16f662b50c68758296cfa66600cdfbbb,r,test/corpus/expressions.txt,71780752cdba619cc7634a4f49ce31cad1ead9c28467a63be2698b152a7bc9d9,151,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
ba1395d00888d0f03ed2a87e99bea316e04df230c6a84c8272b7c7a42e7151f0,r,test/corpus/expressions.txt,c05bbc83335e20631856f7f36897907af18b32696f934ae80e4108c8b310509a,663,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,r,test/corpus/expressions.txt,7eb00d3d740b3ee23f3dc7dd4aba50794a66f755219c99c2517648636bcd8c38,1211,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
c3d2a7f673445b910dd1c76f7476ceca56319f9e5e8444d657877a01ef3f9fd0,r,test/corpus/expressions.txt,5b60769d5f30a7715216b545126e6bccf4182d5e2e02fbdb720f30c66a9abdd1,644,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
c08a578d8e57afbd576efafcfe5c56d6268338844493022d7d88ef6a87ed7fa5,r,test/corpus/expressions.txt,113fc48d0384092581e8c7934b1780e5864c8abcc9ea0c738dc4ce898578f1ba,991,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
a65d7f90d1889ff532250a7c63b82aea5a1de12823fe868f2eb6602b5f88cb33,r,test/corpus/expressions.txt,31761f1ad9616d63b3bb0176d9ebad761f9e6d67f61f2b663d5b68fc7216abb4,579,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
5e1b723c9eb67c9f65e3a0de42fff1ef5f48954a6243aae3cbb35f65726d4e47,r,test/corpus/expressions.txt,cff3f26405712760819f39f9136027540b0a684a1cf686b400025ab5f627dba8,1578,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
edff3ff74e8706b70a249450508321f1ee631da8199128224b345aa3a49cbc50,r,test/corpus/expressions.txt,f9691b2ee10d49e0e7e8a6639363ff148f7d0afa3fa90eb1686d3c6ab9537f9b,1759,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
ec19adbd850d819f5246adffd55ad048f349228c7f36792064759904ec5d09c4,r,test/corpus/expressions.txt,fc269b4cb3e6156fc195c41bc0ae64708c42b1e8fdd02890eaeb9df174b9578c,450,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
16fd267f5e5021185306cf2984974c64cd90072d19e69a28797e2c327d2f4bc1,r,test/corpus/expressions.txt,87c12aef4faeb1877ada5b67c050a461393fd6f2d2e79aee682b1adcbd7f060a,758,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
6b5203bf6c23660b3176e76662658bcc8c4194f4d6a9f710d483d70c6f192811,r,test/corpus/expressions.txt,7be28fb548b6b3f49f7679320d1f269ca134d9fad34c99e95b03ace85cc050a5,751,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
f34c23fdfaf3556a2098f48ee45c38133165974e27b765ea478083708b25d8b3,r,test/corpus/expressions.txt,ca3e4db8fecd5fcaa9bb58484fd1bd90416b98e484481559a887578ec492fc3f,2272,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
2751183380fcac9241fd7aa7b3e0dd785b016726ffadf8fcba96ade3b85b3ec6,r,test/corpus/expressions.txt,bc847f7bb2ddf6ca52c978107a7ce1674fda29ac248a553f17ed054423bf184e,1880,VALID_SOURCE,argument;arguments;binary_operator;braced_expression;break;call;comma;comment;complex;dot_dot_i;dots;escape_sequence;extract_operator;false;float;for_statement;function_definition;identifier;if_statement;inf;integer;na;namespace_operator;nan;next;null;parameter;parameters;parenthesized_expression;program;repeat_statement;string;string_close;string_content;string_open;subset;subset2;true;unary_operator;while_statement,,,,,braced_expression;comma;comment;complex;dot_dot_i;dots;escape_sequence;inf;na;nan;next;parenthesized_expression
