primitive_id,reduction_status,proven_redundant
DYNAMIC_MEMBER_GET,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_METHOD_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
ENUM_CONSTRUCTOR_CALL,UNOBSERVED_KEEP_AUTHORITY,false
EXPRESSION_SUBSTITUTE,UNOBSERVED_KEEP_AUTHORITY,false
JS_BLOCK_CONTEXT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
MAP_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_READ,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CHOMP,UNOBSERVED_KEEP_AUTHORITY,false
ENV_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ALL,UNOBSERVED_KEEP_AUTHORITY,false
TUPLE_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:NE,OBSERVED_REQUIRED,false
CONVERT,UNOBSERVED_KEEP_AUTHORITY,false
CHECKED_CAST_BRANCH,UNOBSERVED_KEEP_AUTHORITY,false
D_CONCAT_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_BOOLEAN,UNOBSERVED_KEEP_AUTHORITY,false
LOCAL_DELEGATED_PROPERTY_REFERENCE,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_ELEMENT_ADD,UNOBSERVED_KEEP_AUTHORITY,false
ASSERT,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_STRING,UNOBSERVED_KEEP_AUTHORITY,false
EXISTENTIAL_INIT,UNOBSERVED_KEEP_AUTHORITY,false
FILE_READ,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_SEND,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNPACK,UNOBSERVED_KEEP_AUTHORITY,false
JS_RECEIVER_TEST,UNOBSERVED_KEEP_AUTHORITY,false
ACCESS_END,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ENTRY_QUEUE,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_ITER_NEXT,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANDOM_SEED,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SIZE,UNOBSERVED_KEEP_AUTHORITY,false
INCLUDE_EVAL,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_LISTEN,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
OBJECT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ACCEPT_ENTRY,UNOBSERVED_KEEP_AUTHORITY,false
BOX,UNOBSERVED_KEEP_AUTHORITY,false
DESTROY_VALUE,UNOBSERVED_KEEP_AUTHORITY,false
FORMAT_VALUE,UNOBSERVED_KEEP_AUTHORITY,false
JS_NULLISH_BRANCH,UNOBSERVED_KEEP_AUTHORITY,false
TUPLE_ARITY_TEST,UNOBSERVED_KEEP_AUTHORITY,false
JS_MODULE_VAR_GET,UNOBSERVED_KEEP_AUTHORITY,false
LOAD_LOCAL,UNOBSERVED_KEEP_AUTHORITY,false
MESSAGE_QUEUE_SEND,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ORD,UNOBSERVED_KEEP_AUTHORITY,false
STM_CATCH_RETRY,UNOBSERVED_KEEP_AUTHORITY,false
SYSCALL_DIRECT,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_CLOSE,UNOBSERVED_KEEP_AUTHORITY,false
FILE_PERMISSION_TEST,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SPLIT,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_LOCAL_NAME,UNOBSERVED_KEEP_AUTHORITY,false
UNPACK,UNOBSERVED_KEEP_AUTHORITY,false
WEAK_REF_DEREF,UNOBSERVED_KEEP_AUTHORITY,false
GENERIC_FOR_LOOP,UNOBSERVED_KEEP_AUTHORITY,false
JS_FUNCTION_CONTEXT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PATH_RENAME,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TRANSLITERATE,UNOBSERVED_KEEP_AUTHORITY,false
DIR_OPEN,UNOBSERVED_KEEP_AUTHORITY,false
JS_MODULE_VAR_SET,UNOBSERVED_KEEP_AUTHORITY,false
NOP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_MAP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNSHIFT,UNOBSERVED_KEEP_AUTHORITY,false
COPY_VALUE,UNOBSERVED_KEEP_AUTHORITY,false
DIR_CLOSE,UNOBSERVED_KEEP_AUTHORITY,false
D_DELEGATE_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
EXCEPTION_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_RECV,UNOBSERVED_KEEP_AUTHORITY,false
TAG_THROW,UNOBSERVED_KEEP_AUTHORITY,false
THREAD_SELF,UNOBSERVED_KEEP_AUTHORITY,false
TIME_NOW,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_EXECUTE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_IMAGES,UNOBSERVED_KEEP_AUTHORITY,false
JS_INSTANCEOF_TEST,UNOBSERVED_KEEP_AUTHORITY,false
PERL_MULTIDEREF,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:MUL,OBSERVED_REQUIRED,false
CONSTANT_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ALLOCATED_TEST,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_PREPARE,UNOBSERVED_KEEP_AUTHORITY,false
COND_BRANCH,UNOBSERVED_KEEP_AUTHORITY,false
EXACT_EQUAL,UNOBSERVED_KEEP_AUTHORITY,false
EXACT_NOT_EQUAL,UNOBSERVED_KEEP_AUTHORITY,false
FUNCTION_REFERENCE,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCE_INITIALIZER_CALL,UNOBSERVED_KEEP_AUTHORITY,false
JS_TEMPLATE_OBJECT_GET,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_READ,UNOBSERVED_KEEP_AUTHORITY,false
RETURN,UNOBSERVED_KEEP_AUTHORITY,false
CASE_DISPATCH,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_IMAGE_INDEX,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_SET,UNOBSERVED_KEEP_AUTHORITY,false
LOCK,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REVERSE,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_CONNECT,UNOBSERVED_KEEP_AUTHORITY,false
THROW,UNOBSERVED_KEEP_AUTHORITY,false
DOUBLE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RESHAPE,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_WAIT,UNOBSERVED_KEEP_AUTHORITY,false
D_ASSERT_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_NUM_IMAGES,UNOBSERVED_KEEP_AUTHORITY,false
PERL_WARN,UNOBSERVED_KEEP_AUTHORITY,false
WITNESS_METHOD_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
BAD_MATCH,UNOBSERVED_KEEP_AUTHORITY,false
D_STRUCT_LITERAL,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
JS_GENERATOR_STATE_SWITCH,UNOBSERVED_KEEP_AUTHORITY,false
JS_TYPEOF_TEST,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_EXEC,UNOBSERVED_KEEP_AUTHORITY,false
ALL,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_FIELD_SET_COMPUTED,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_NUMERIC,UNOBSERVED_KEEP_AUTHORITY,false
PATH_LINK,UNOBSERVED_KEEP_AUTHORITY,false
PHI,UNOBSERVED_KEEP_AUTHORITY,false
BIF_CALL,UNOBSERVED_KEEP_AUTHORITY,false
CELL_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ARRAY_SUM,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_BIT_SIZE,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ASYNC_SELECT,UNOBSERVED_KEEP_AUTHORITY,false
ADA_SELECTIVE_ACCEPT,UNOBSERVED_KEEP_AUTHORITY,false
ADDRESS_OF,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CALLER_INFO,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_HASH,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_KILL,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ABORTABLE_PART,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_VAR_GET,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DSHIFTL,UNOBSERVED_KEEP_AUTHORITY,false
PERL_PUSH,UNOBSERVED_KEEP_AUTHORITY,false
BRANCH,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_LOCAL,UNOBSERVED_KEEP_AUTHORITY,false
JS_MAPPED_ARGUMENTS_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_EXISTS,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SUPER_METHOD_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TRY_CATCH,UNOBSERVED_KEEP_AUTHORITY,false
SHORT_AND,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_GET_OPTION,UNOBSERVED_KEEP_AUTHORITY,false
ENV_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_IBSET,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MAXLOC,UNOBSERVED_KEEP_AUTHORITY,false
JS_PENDING_EXCEPTION_MESSAGE_SET,UNOBSERVED_KEEP_AUTHORITY,false
RMS,UNOBSERVED_KEEP_AUTHORITY,false
STRING_CONCAT,UNOBSERVED_KEEP_AUTHORITY,false
TO_BE_CLOSED,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_GET,UNOBSERVED_KEEP_AUTHORITY,false
ATOMIC_CMPXCHG,UNOBSERVED_KEEP_AUTHORITY,false
ENV_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
FILE_WRITE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_PRESENT_TEST,UNOBSERVED_KEEP_AUTHORITY,false
JS_UNDETECTABLE_TEST,UNOBSERVED_KEEP_AUTHORITY,false
ADA_PROTECTED_CALL,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_EXPAND,UNOBSERVED_KEEP_AUTHORITY,false
CONTAINS_TEST,UNOBSERVED_KEEP_AUTHORITY,false
ENUM_VALUE_GET,UNOBSERVED_KEEP_AUTHORITY,false
FILE_CLOSE,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:GT,OBSERVED_REQUIRED,false
BLOCK_PARAM_SET,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_INVOKE,UNOBSERVED_KEEP_AUTHORITY,false
D_SLICE_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CSHIFT,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CLASS_NAME,UNOBSERVED_KEEP_AUTHORITY,false
S4_METHOD_DISPATCH,UNOBSERVED_KEEP_AUTHORITY,false
BITWISE_BINARY:XOR,OBSERVED_REQUIRED,false
LOGICAL_BINARY:AND,OBSERVED_REQUIRED,false
FILE_EXISTS_TEST,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_PUSH,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_ALREADY_CALLED_ERROR,UNOBSERVED_KEEP_AUTHORITY,false
PERL_WANTARRAY,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_GET,UNOBSERVED_KEEP_AUTHORITY,false
ITERATION,OBSERVED_REQUIRED,false
LOGICAL_BINARY:OR,OBSERVED_REQUIRED,false
ALLOCATE,UNOBSERVED_KEEP_AUTHORITY,false
CAPACITY,UNOBSERVED_KEEP_AUTHORITY,false
COROUTINE_ABORT_APPLY,UNOBSERVED_KEEP_AUTHORITY,false
JS_REGEX_LITERAL_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_HASH_KEYS,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_FIELD_GET_COMPUTED,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_INDEX,UNOBSERVED_KEEP_AUTHORITY,false
HEAP_BLOCK_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
JS_IMMUTABLE_CONTEXT_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SCALAR_CONTEXT,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_RINDEX,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_SLEEP,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_INTEGER,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CPU_TIME,UNOBSERVED_KEEP_AUTHORITY,false
LOGICAL_NOT,OBSERVED_REQUIRED,false
PERL_RANGE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REPEAT,UNOBSERVED_KEEP_AUTHORITY,false
THUNK_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
BITCAST,UNOBSERVED_KEEP_AUTHORITY,false
CONTINUE,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_PROPERTY_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_EVAL,UNOBSERVED_KEEP_AUTHORITY,false
PERL_WEAK_TEST,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_SET,UNOBSERVED_KEEP_AUTHORITY,false
SHIFT:SHL,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ENTRY_BARRIER,UNOBSERVED_KEEP_AUTHORITY,false
CLASS_DEFINE,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_ANY_RECEIVER,UNOBSERVED_KEEP_AUTHORITY,false
PERL_PACK,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_WAIT,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_PORT,UNOBSERVED_KEEP_AUTHORITY,false
DELEGATING_CONSTRUCTOR_CALL,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_CONSTRUCTOR_GET,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST,UNOBSERVED_KEEP_AUTHORITY,false
WEAK_REF_FINALIZE,UNOBSERVED_KEEP_AUTHORITY,false
JS_ENUMERATED_PROPERTY_GET,UNOBSERVED_KEEP_AUTHORITY,false
PROMISE_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
TRUNCATE,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_INTEGER,UNOBSERVED_KEEP_AUTHORITY,false
CLOSURE_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ASSOCIATED_TEST,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_SCAN,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TAINT_TEST,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_SUSPEND,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_GLOBAL,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_MEMORY,UNOBSERVED_KEEP_AUTHORITY,false
IMPORT,UNOBSERVED_KEEP_AUTHORITY,false
COROUTINE_END_APPLY,UNOBSERVED_KEEP_AUTHORITY,false
C_VARARG_START,UNOBSERVED_KEEP_AUTHORITY,false
FILE_SEEK,UNOBSERVED_KEEP_AUTHORITY,false
JS_CATCH_CONTEXT_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
SAFE_BYTES_GET,UNOBSERVED_KEEP_AUTHORITY,false
VARARGS,UNOBSERVED_KEEP_AUTHORITY,false
CONSTANT_SET,UNOBSERVED_KEEP_AUTHORITY,false
FINALLY_CLEANUP,UNOBSERVED_KEEP_AUTHORITY,false
JS_UNMAPPED_ARGUMENTS_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
THUNK_FORCE,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:EQ,OBSERVED_REQUIRED,false
MODULE,UNOBSERVED_KEEP_AUTHORITY,false
PERL_HASH_EACH,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TIED_TEST,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_ACCEPT,UNOBSERVED_KEEP_AUTHORITY,false
D_ARRAY_LENGTH,UNOBSERVED_KEEP_AUTHORITY,false
FENCE,UNOBSERVED_KEEP_AUTHORITY,false
PRE_INCREMENT,UNOBSERVED_KEEP_AUTHORITY,false
STM_ATOMICALLY,UNOBSERVED_KEEP_AUTHORITY,false
VARARG_GET,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MAXVAL,UNOBSERVED_KEEP_AUTHORITY,false
JS_CALL_PROPERTY,UNOBSERVED_KEEP_AUTHORITY,false
PROPERTY_REFERENCE,UNOBSERVED_KEEP_AUTHORITY,false
SPECIAL_VAR_SET,UNOBSERVED_KEEP_AUTHORITY,false
STORE_MEMORY,UNOBSERVED_KEEP_AUTHORITY,false
BIT_OR,UNOBSERVED_KEEP_AUTHORITY,false
FILTER,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_BTEST,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_LEADZ,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_CURSOR_SAVE,UNOBSERVED_KEEP_AUTHORITY,false
FILE_SIZE_QUERY,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_WAIT_TIMEOUT,UNOBSERVED_KEEP_AUTHORITY,false
COALESCE,UNOBSERVED_KEEP_AUTHORITY,false
D_INTERVAL_EXPR,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_NUMBER,UNOBSERVED_KEEP_AUTHORITY,false
KEYPATH_CREATE,UNOBSERVED_KEEP_AUTHORITY,false
MAP_MERGE,UNOBSERVED_KEEP_AUTHORITY,false
METAMETHOD_DISPATCH,UNOBSERVED_KEEP_AUTHORITY,false
STABLE_PTR_FREE,UNOBSERVED_KEEP_AUTHORITY,false
CONTROL_TRANSFER,OBSERVED_REQUIRED,false
ERROR_SET_TEST,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONSTRUCT_FORWARD_ARGS,UNOBSERVED_KEEP_AUTHORITY,false
JS_PRIVATE_FIELD_SET,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_OBJECT,UNOBSERVED_KEEP_AUTHORITY,false
MAP_DUP,UNOBSERVED_KEEP_AUTHORITY,false
PERL_POSITION_GETSET,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_SHUTDOWN,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_SLICE,UNOBSERVED_KEEP_AUTHORITY,false
D_TRAITS_QUERY,UNOBSERVED_KEEP_AUTHORITY,false
JS_GENERATOR_RESUME,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SPLICE,UNOBSERVED_KEEP_AUTHORITY,false
SIGN_EXTEND,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_LIST,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:ADD,OBSERVED_REQUIRED,false
RECOVER,UNOBSERVED_KEEP_AUTHORITY,false
ADA_PRIORITY_CHANGE,UNOBSERVED_KEEP_AUTHORITY,false
CONTEXT_MANAGER_SETUP,UNOBSERVED_KEEP_AUTHORITY,false
D_COMPOUND_LITERAL,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_SLOT_GET,UNOBSERVED_KEEP_AUTHORITY,false
JS_LOOKUP_SLOT_GET,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFTYPE,UNOBSERVED_KEEP_AUTHORITY,false
ALLOCATION,UNOBSERVED_KEEP_AUTHORITY,false
D_CONSTRUCT_ASSIGN,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_SLOT_SET,UNOBSERVED_KEEP_AUTHORITY,false
PATH_MKDIR,UNOBSERVED_KEEP_AUTHORITY,false
PERL_GLOB_LOOKUP,UNOBSERVED_KEEP_AUTHORITY,false
TRANSACTION,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_BUILD_INIT,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_SELECT,UNOBSERVED_KEEP_AUTHORITY,false
