primitive_id,authority_source,reduction_status,proven_redundant
ADA_TASK_ABORT,v6,UNOBSERVED_KEEP_AUTHORITY,false
ARRAY_EXPAND,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_GET_INTEGER,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_KEYED_PROPERTY_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:ADD,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
FILE_STAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SHAPE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_DEFINE_OWN_PROPERTY,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CHR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TIE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TIME_LOCAL_CONVERT,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
VARARG_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLOSURE_CELL_STORE,v6,UNOBSERVED_KEEP_AUTHORITY,false
HEAP_BLOCK_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
LIST_HEAD,v6,UNOBSERVED_KEEP_AUTHORITY,false
ALLOCATION,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ASYNC_RESUME,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_DELETE_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_TRANSPOSE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONSTRUCT,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHORT_AND,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_PUSH,v6,UNOBSERVED_KEEP_AUTHORITY,false
ORDERED_REGION,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ACCEPT_ENTRY,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_INSTANCEOF_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFADDR,v6,UNOBSERVED_KEEP_AUTHORITY,false
SELF_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
TUPLE_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_LIST,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_BINARY,v6,UNOBSERVED_KEEP_AUTHORITY,false
CLOSURE_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_IMMUTABLE_CONTEXT_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_MODULE_VAR_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
LIST_TAIL,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TAINT_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
THREAD_YIELD,v6,UNOBSERVED_KEEP_AUTHORITY,false
GT,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_GLOBAL_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANDOM_NUMBER,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_CONSTRUCTOR_VALIDATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_ALARM,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:NE,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
SELECT,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ENTRY_QUEUE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BIND_GLOBAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_CLOSE,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_BLIT_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_DSHIFTL,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_ARRAY_FROM_ITERABLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_REGEX_LITERAL_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TABLE_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_CURSOR_RESTORE,v6,UNOBSERVED_KEEP_AUTHORITY,false
CHECKED_CAST_BRANCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MERGE_BITS,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_POPPAR,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_TO_BOOLEAN,v6,UNOBSERVED_KEEP_AUTHORITY,false
PRE_DECREMENT,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNBOXED_TUPLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
MUL,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MERGE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_MEMORY,v6,UNOBSERVED_KEEP_AUTHORITY,false
GLOBAL_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
INDEX_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_EVAL_CONTEXT_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:GE,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
THROW,canonical,UNOBSERVED_KEEP_AUTHORITY,false
DROP,v6,UNOBSERVED_KEEP_AUTHORITY,false
GENERATOR_SEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONTEXT_SLOT_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_READ,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_VEC,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_PAIR,v6,UNOBSERVED_KEEP_AUTHORITY,false
DELETE_FIELD,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_MVBITS,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_GENERATOR_RESUME,v6,UNOBSERVED_KEEP_AUTHORITY,false
MUTVAR_ATOMIC_MODIFY,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_ORD,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SHIFT,v6,UNOBSERVED_KEEP_AUTHORITY,false
SINGLETON_OBJECT_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_INSERT,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_NEW_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_NAMED_PROPERTY_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_COMPARE3,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_VARIABLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_PROPERTY_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
STRING_CONCAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_MIXIN_EXPR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SUBSTR,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOGICAL_BINARY:AND,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
BORROW_BEGIN,v6,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_CAST,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SUPER_METHOD_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNSAFE_BYTES_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PHI,canonical,UNOBSERVED_KEEP_AUTHORITY,false
CHANNEL_SELECT,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANDOM_INIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_UNDETECTABLE_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TRY_TAKE,v6,UNOBSERVED_KEEP_AUTHORITY,false
ONCE_EVAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_SYMLINK,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_METHOD_LOOKUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:EQ,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
JS_PRIVATE_FIELD_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOCAL_DELEGATED_PROPERTY_REFERENCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHIFT:SHL,canonical,UNOBSERVED_KEEP_AUTHORITY,false
BIF_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
INT_TO_FLOAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REPEAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONSTANT_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_PACK,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_RANDOM_SEED,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_PUSH,v6,UNOBSERVED_KEEP_AUTHORITY,false
SHR_ARITH,v6,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_TUPLE,canonical,UNOBSERVED_KEEP_AUTHORITY,false
YIELD,canonical,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_GET_BINARY,v6,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_PUT_FLOAT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNTIE,v6,UNOBSERVED_KEEP_AUTHORITY,false
COMPARE:LT,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
CLASS_DEFINE,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_BTEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_ATOM,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_ENUMERATED_PROPERTY_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
KEYPATH_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_INIT_FIELD,v6,UNOBSERVED_KEEP_AUTHORITY,false
STM_RETRY,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONTAINS_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_EXISTS_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_ARRAY_SUM,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SYNC_IMAGES,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_MAP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_STRING_RINDEX,v6,UNOBSERVED_KEEP_AUTHORITY,false
THUNK_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:REM,canonical,UNOBSERVED_KEEP_AUTHORITY,false
INLINE_ASM,v6,UNOBSERVED_KEEP_AUTHORITY,false
ISSET_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_TAKE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_TRY_CATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
PTR_TO_INT,v6,UNOBSERVED_KEEP_AUTHORITY,false
SOCKET_LISTEN,v6,UNOBSERVED_KEEP_AUTHORITY,false
CONVERT,canonical,UNOBSERVED_KEEP_AUTHORITY,false
DIV,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
EXACT_EQUAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
THREAD_SELF,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNSET_PROPERTY,v6,UNOBSERVED_KEEP_AUTHORITY,false
POP,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ADA_ABORTABLE_PART,v6,UNOBSERVED_KEEP_AUTHORITY,false
ATOMIC_FIELD_LOAD,v6,UNOBSERVED_KEEP_AUTHORITY,false
GET_FIELD,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_MKDIR,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REFERENCE_DEREF_HASH,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_SORT,v6,UNOBSERVED_KEEP_AUTHORITY,false
STRING_CHILLED_DUP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATTERN_MATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:DIV,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
IMPORT,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_CONSTRUCT_FORWARD_ARGS,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
STM_CATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
VECTOR_SHUFFLE,v6,UNOBSERVED_KEEP_AUTHORITY,false
LT,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
BITSTRING_CURSOR_SAVE,v6,UNOBSERVED_KEEP_AUTHORITY,false
INSTANCE_INITIALIZER_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_SUPER_CONSTRUCTOR_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_FORMAT_SPRINTF,v6,UNOBSERVED_KEEP_AUTHORITY,false
ATOMIC_CMPXCHG,v6,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_APPLY,v6,UNOBSERVED_KEEP_AUTHORITY,false
FALLTHROUGH,v6,UNOBSERVED_KEEP_AUTHORITY,false
POST_DECREMENT,v6,UNOBSERVED_KEEP_AUTHORITY,false
UPVALUE_CLOSE,v6,UNOBSERVED_KEEP_AUTHORITY,false
OR,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
CONTINUE,v6,UNOBSERVED_KEEP_AUTHORITY,false
DYNAMIC_INVOKE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_NAMED_PROPERTY_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAP_GET,v6,UNOBSERVED_KEEP_AUTHORITY,false
PRE_INCREMENT,v6,UNOBSERVED_KEEP_AUTHORITY,false
ADA_TIMED_ENTRY_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_TRAILZ,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_EVAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
COROUTINE_ABORT_APPLY,v6,UNOBSERVED_KEEP_AUTHORITY,false
ERROR_TRACE,v6,UNOBSERVED_KEEP_AUTHORITY,false
MVAR_PUT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PATH_RENAME,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_FLIPFLOP,v6,UNOBSERVED_KEEP_AUTHORITY,false
ASSERT,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_REGEX_MATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
SPREAD_ELEMENT,v6,UNOBSERVED_KEEP_AUTHORITY,false
AGGREGATE_SET,canonical,UNOBSERVED_KEEP_AUTHORITY,false
D_CONSTRUCT_ASSIGN,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_REMOVE_MESSAGE,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_UNWEAKEN,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_WANTARRAY,v6,UNOBSERVED_KEEP_AUTHORITY,false
PROCESS_SLEEP,v6,UNOBSERVED_KEEP_AUTHORITY,false
STABLE_PTR_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
TRY_CATCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
TYPE_TEST_REFERENCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
CAPACITY,v6,UNOBSERVED_KEEP_AUTHORITY,false
COALESCE,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_TYPEINFO_QUERY,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_IMAGE_INDEX,v6,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_SPREAD,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:SUB,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
ERROR_SET_TEST,v6,UNOBSERVED_KEEP_AUTHORITY,false
LAZY_BLOCK_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNION_INIT,v6,UNOBSERVED_KEEP_AUTHORITY,false
BIT_OR,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
BLOCK_FIELD_SET_COMPUTED,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_SEEK,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_SIZE_QUERY,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_BLOCK_CONTEXT_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
MOD,v6,UNOBSERVED_KEEP_AUTHORITY,false
SWITCH,v6,UNOBSERVED_KEEP_AUTHORITY,false
VARARG_PREP,v6,UNOBSERVED_KEEP_AUTHORITY,false
BINARY:MUL,canonical,OBSERVED_OR_CLOSURE_REQUIRED,false
JS_REFERENCE_EQUAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAP_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
NOP,v6,UNOBSERVED_KEEP_AUTHORITY,false
PERL_CALLER_INFO,v6,UNOBSERVED_KEEP_AUTHORITY,false
MODULE,canonical,UNOBSERVED_KEEP_AUTHORITY,false
ADA_PROTECTED_CALL,v6,UNOBSERVED_KEEP_AUTHORITY,false
C_VARARG_START,v6,UNOBSERVED_KEEP_AUTHORITY,false
POW,canonical-kernel,UNOBSERVED_KEEP_AUTHORITY,false
COMPLEX_IMAG,v6,UNOBSERVED_KEEP_AUTHORITY,false
LOAD_LOCAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
LENGTH,canonical,UNOBSERVED_KEEP_AUTHORITY,false
JS_PRIVATE_FIELD_SET,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_REST_PARAMETER_CREATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_STRICT_EQUAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
MEMBER_ACCESS,canonical,UNOBSERVED_KEEP_AUTHORITY,false
FORTRAN_CO_BROADCAST,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_ENUMERATE,v6,UNOBSERVED_KEEP_AUTHORITY,false
JS_FOR_IN_STEP,v6,UNOBSERVED_KEEP_AUTHORITY,false
MAILBOX_SEND,v6,UNOBSERVED_KEEP_AUTHORITY,false
RMS,v6,UNOBSERVED_KEEP_AUTHORITY,false
UNPACK,v6,UNOBSERVED_KEEP_AUTHORITY,false
FINALLY,canonical,UNOBSERVED_KEEP_AUTHORITY,false
CRITICAL_SECTION,v6,UNOBSERVED_KEEP_AUTHORITY,false
D_ARRAY_LITERAL,v6,UNOBSERVED_KEEP_AUTHORITY,false
FILE_OPEN,v6,UNOBSERVED_KEEP_AUTHORITY,false
