feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,kotlin.nullable_type,kotlin.null_safety_flow,kotlin.safe_call,kotlin.elvis_operator,kotlin.non_null_assertion,kotlin.smart_cast,kotlin.platform_flexible_type,kotlin.definitely_non_null_type,kotlin.intersection_type,kotlin.captured_type,kotlin.type_alias,kotlin.variance_in_out,kotlin.star_projection,kotlin.generic_where_constraints,kotlin.type_inference_constraint_system,kotlin.builder_inference,kotlin.reified_type_parameter,kotlin.function_type,kotlin.receiver_function_type,kotlin.suspend_function_type,kotlin.unit_type,kotlin.nothing_type,kotlin.unsigned_integer_types,kotlin.value_class,kotlin.data_class,kotlin.sealed_class_interface,kotlin.enum_entry_semantics,kotlin.object_singleton,kotlin.companion_object,kotlin.extension_function_property,kotlin.delegated_property,kotlin.backing_field_accessor,kotlin.constructor_init_order,kotlin.internal_visibility,kotlin.annotation_use_site,kotlin.context_receivers_parameters,kotlin.operator_overloading,kotlin.infix_function,kotlin.named_arguments,kotlin.default_arguments,kotlin.vararg_spread,kotlin.trailing_lambda,kotlin.implicit_receiver_tower,kotlin.overload_resolution,kotlin.member_extension_resolution,kotlin.sam_conversion,kotlin.callable_reference,kotlin.reflection_kclass,kotlin.destructuring_component,kotlin.when_expression,kotlin.when_exhaustiveness,kotlin.range_progression_iteration,kotlin.labeled_control_flow,kotlin.nonlocal_return,kotlin.try_expression,kotlin.exception_throw_catch_finally,kotlin.inline_function,kotlin.crossinline_noinline,kotlin.contracts_dsl,kotlin.calls_in_place_effect,kotlin.returns_implies_effect,kotlin.suspend_resume,kotlin.continuation_state_machine,kotlin.coroutine_suspension_points,kotlin.suspend_lambda,kotlin.expect_actual,kotlin.jvm_boxing_unboxing,kotlin.java_nullability_enhancement,kotlin.jvm_signature_mangling,kotlin.js_dynamic_external,kotlin.native_c_objc_interop,kotlin.klib_metadata,kotlin.fir_semantic_resolution,kotlin.fir_data_flow,kotlin.fir_to_ir,kotlin.ir_semantics,kotlin.jvm_backend_lowering,kotlin.js_backend_lowering,kotlin.native_backend_lowering,kotlin.wasm_backend_lowering,kotlin.compiler_plugin_extension_points,kotlin.const_evaluation
io,0.000270,0.028094,0.000520,0.000077,0.009664,0.000058,0.000221,0.000558,0.009664,0.000222,0.000091,0.000766,0.000299,0.009664,0.000058,0.000221,0.000520,0.000091,0.000091,0.009664,0.009358,0.000222,0.000292,0.019285,0.000221,0.000292,0.000047,0.028094,0.000222,0.000222,0.000221,0.000077,0.000047,0.000221,0.000077,0.028094,0.000222,0.000520,0.000222,0.000221,0.000520,0.000221,1.004886,0.000091,0.000047,0.000299,0.009664,0.000566,0.009664,0.009664,0.000058,0.000091,0.000047,0.000520,0.000077,0.000766,0.000058,0.000221,0.028094,0.000545,0.028094,0.000091,0.000123,0.000077,0.000047,0.000467,0.000520,0.000077,0.000077,0.000077,0.000077,0.000077,0.028094,0.000077,0.019285,0.000222,0.009395,0.000520,0.009395,0.000520,0.000221,0.000077,0.000222,0.009395,0.000058,0.000058,0.000292,0.028094,0.000520,0.000077,0.000077,0.009664,0.000077,0.000047,0.009358,0.000221,0.000222,0.000520,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000370,0.000370,0.000418,0.000370,0.000338,0.006694,0.006694,0.000338,0.000338,0.005158,0.005158,0.005158,0.002447,0.002447,0.002447,0.002447,0.000132,0.002527,0.000132,0.002527,0.000132,0.000132,0.000132,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.005158
ir,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,0.031323,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,0.031323,0.031323,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,1.004527,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,0.031323,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,0.031323,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
layout_alignment,0.031037,0.000075,0.000089,0.000228,0.000089,0.000000,0.000396,0.000089,0.000089,0.000029,0.000193,0.000306,0.000101,0.000089,0.000000,0.000396,0.000089,0.000193,0.000193,0.000089,0.000263,0.000029,0.000029,0.000292,0.000396,0.000029,0.044791,0.000075,0.000029,0.000029,0.000263,0.000228,0.044791,0.000263,0.000228,0.000075,0.000029,0.000089,0.000029,0.000396,0.000089,0.000396,0.000075,0.000193,1.008204,0.000101,0.000089,0.000089,0.000089,0.000089,0.000000,0.000193,0.044791,0.000089,0.000228,0.000306,0.000000,0.000396,0.000075,0.000318,0.000075,0.000193,0.000228,0.000228,0.044791,0.000480,0.000089,0.000228,0.000228,0.000228,0.000228,0.000228,0.000075,0.000228,0.000292,0.000029,0.000101,0.000089,0.000101,0.000089,0.000396,0.000228,0.000029,0.000101,0.000000,0.000000,0.000029,0.000075,0.000089,0.000228,0.000228,0.000089,0.000228,0.044791,0.000263,0.000396,0.000029,0.000089,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000142,0.000142,0.000226,0.000142,0.000124,0.000084,0.000084,0.000124,0.000124,0.000221,0.000221,0.000221,0.000135,0.000135,0.000135,0.000135,0.004374,0.030534,0.004374,0.030534,0.004374,0.004374,0.004374,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.000221
lifetime,0.000232,0.000234,0.000449,0.000493,0.000670,0.000000,0.003503,0.000449,0.000670,0.006971,0.000118,0.000631,0.013580,0.000670,0.000000,0.003503,0.000592,0.000118,0.000118,0.000670,0.003503,0.006971,0.000722,0.000195,0.003503,0.000722,0.000049,0.000234,0.006971,0.006971,0.003419,0.000493,0.000049,0.003441,0.000493,0.000234,0.006971,0.006728,0.006971,0.003503,0.000449,0.003503,0.000234,0.000118,0.000049,1.001496,0.000670,0.000449,0.000670,0.000670,0.000000,0.000118,0.000049,0.000449,0.000493,0.000631,0.000000,0.003503,0.000234,0.013681,0.000234,0.000118,0.000336,0.000493,0.000049,0.003464,0.006728,0.000493,0.000493,0.000493,0.000493,0.000493,0.000234,0.000493,0.000195,0.006971,0.013723,0.000449,0.013723,0.000449,0.003503,0.000493,0.006971,0.013723,0.000000,0.000000,0.000722,0.000234,0.000449,0.000493,0.000493,0.000670,0.000493,0.000049,0.003503,0.003503,0.006971,0.006728,0.000560,0.000560,0.000560,0.000560,0.000560,0.000560,0.000560,0.000560,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004614,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004725,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.004281,0.006973,0.006973,0.000634,0.006973,0.003961,0.000461,0.000461,0.003961,0.003961,0.001987,0.001987,0.001987,0.000286,0.000286,0.000286,0.000286,0.002093,0.000231,0.002093,0.000231,0.002093,0.002093,0.002093,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274,0.000274,0.001987
literal_boolean,0.000165,0.004345,0.008984,0.000120,0.012731,0.000080,0.000248,0.008867,0.012731,0.001913,0.000094,0.008953,0.000285,0.012731,0.000080,0.000248,0.008868,0.000094,0.000094,0.012731,0.004128,0.001913,0.001777,0.000612,0.000248,0.001777,0.000025,0.004345,0.001913,0.001913,0.000281,0.000120,0.000025,0.000215,0.000120,0.004345,0.001913,0.008977,0.001913,0.000248,0.008984,0.000248,0.004345,0.000094,0.000025,0.000386,1.002160,0.008902,0.012731,0.012731,0.000080,0.000094,0.000025,0.008984,0.000120,0.008953,0.000080,0.000248,0.004345,0.000358,0.004345,0.000094,0.000216,0.000120,0.000025,0.000354,0.008977,0.000120,0.000120,0.000120,0.000120,0.000120,0.004345,0.000120,0.000612,0.001913,0.004114,0.008984,0.004114,0.008984,0.000248,0.000120,0.001913,0.004114,0.000080,0.000080,0.001777,0.004345,0.008984,0.000120,0.000120,0.012731,0.000120,0.000025,0.004128,0.000248,0.001913,0.008977,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.004214,0.004214,0.004894,0.004214,0.003555,0.001511,0.001511,0.003555,0.003555,0.001255,0.001255,0.001255,0.002295,0.002295,0.002295,0.002295,0.000193,0.000186,0.000193,0.000186,0.000193,0.000193,0.000193,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.001255
literal_null,0.000185,0.000285,0.009945,0.000208,0.009973,0.000089,0.000222,0.009815,0.009973,0.002162,0.000106,0.009911,0.000177,0.009973,0.000089,0.000222,0.009815,0.000106,0.000106,0.009973,0.000403,0.002162,0.002009,0.000223,0.000222,0.002009,0.000028,0.000285,0.002162,0.002162,0.000260,0.000208,0.000028,0.000185,0.000208,0.000285,0.002162,0.009938,0.002162,0.000222,0.009945,0.000222,0.000285,0.000106,0.000028,0.000289,0.009973,1.001893,0.009973,0.009973,0.000089,0.000106,0.000028,0.009945,0.000208,0.009911,0.000089,0.000222,0.000285,0.000259,0.000285,0.000106,0.004179,0.000208,0.000028,0.000342,0.009938,0.000208,0.000208,0.000208,0.000208,0.000208,0.000285,0.000208,0.000223,0.002162,0.000320,0.009945,0.000320,0.009945,0.000222,0.000208,0.002162,0.000320,0.000089,0.000089,0.002009,0.000285,0.009945,0.000208,0.000208,0.009973,0.000208,0.000028,0.000403,0.000222,0.002162,0.009938,0.008219,0.008219,0.008219,0.008219,0.008219,0.008219,0.008219,0.008219,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.000256,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.001372,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004272,0.004725,0.004725,0.005528,0.004725,0.003896,0.001576,0.001576,0.003896,0.003896,0.001296,0.001296,0.001296,0.002557,0.002557,0.002557,0.002557,0.000205,0.000212,0.000205,0.000212,0.000205,0.000205,0.000205,0.002547,0.002547,0.002547,0.002547,0.002547,0.002547,0.002547,0.002547,0.002547,0.001296
literal_numeric,0.000165,0.004345,0.008984,0.000120,0.012731,0.000080,0.000248,0.008867,0.012731,0.001913,0.000094,0.008953,0.000285,0.012731,0.000080,0.000248,0.008868,0.000094,0.000094,0.012731,0.004128,0.001913,0.001777,0.000612,0.000248,0.001777,0.000025,0.004345,0.001913,0.001913,0.000281,0.000120,0.000025,0.000215,0.000120,0.004345,0.001913,0.008977,0.001913,0.000248,0.008984,0.000248,0.004345,0.000094,0.000025,0.000386,0.012731,0.008902,1.002160,0.012731,0.000080,0.000094,0.000025,0.008984,0.000120,0.008953,0.000080,0.000248,0.004345,0.000358,0.004345,0.000094,0.000216,0.000120,0.000025,0.000354,0.008977,0.000120,0.000120,0.000120,0.000120,0.000120,0.004345,0.000120,0.000612,0.001913,0.004114,0.008984,0.004114,0.008984,0.000248,0.000120,0.001913,0.004114,0.000080,0.000080,0.001777,0.004345,0.008984,0.000120,0.000120,0.012731,0.000120,0.000025,0.004128,0.000248,0.001913,0.008977,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.004214,0.004214,0.004894,0.004214,0.003555,0.001511,0.001511,0.003555,0.003555,0.001255,0.001255,0.001255,0.002295,0.002295,0.002295,0.002295,0.000193,0.000186,0.000193,0.000186,0.000193,0.000193,0.000193,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.001255
literal_string,0.000165,0.004345,0.008984,0.000120,0.012731,0.000080,0.000248,0.008867,0.012731,0.001913,0.000094,0.008953,0.000285,0.012731,0.000080,0.000248,0.008868,0.000094,0.000094,0.012731,0.004128,0.001913,0.001777,0.000612,0.000248,0.001777,0.000025,0.004345,0.001913,0.001913,0.000281,0.000120,0.000025,0.000215,0.000120,0.004345,0.001913,0.008977,0.001913,0.000248,0.008984,0.000248,0.004345,0.000094,0.000025,0.000386,0.012731,0.008902,0.012731,1.002160,0.000080,0.000094,0.000025,0.008984,0.000120,0.008953,0.000080,0.000248,0.004345,0.000358,0.004345,0.000094,0.000216,0.000120,0.000025,0.000354,0.008977,0.000120,0.000120,0.000120,0.000120,0.000120,0.004345,0.000120,0.000612,0.001913,0.004114,0.008984,0.004114,0.008984,0.000248,0.000120,0.001913,0.004114,0.000080,0.000080,0.001777,0.004345,0.008984,0.000120,0.000120,0.012731,0.000120,0.000025,0.004128,0.000248,0.001913,0.008977,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.003805,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.000228,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.001267,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.003811,0.004214,0.004214,0.004894,0.004214,0.003555,0.001511,0.001511,0.003555,0.003555,0.001255,0.001255,0.001255,0.002295,0.002295,0.002295,0.002295,0.000193,0.000186,0.000193,0.000186,0.000193,0.000193,0.000193,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.002263,0.001255
lock_mutex,0.000000,0.000118,0.000358,0.000000,0.000358,0.057958,0.000000,0.019745,0.000358,0.000286,0.000118,0.000358,0.000000,0.000358,0.057958,0.000000,0.000358,0.000118,0.000118,0.000358,0.000000,0.000286,0.000286,0.000118,0.000000,0.000286,0.000000,0.000118,0.000286,0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000286,0.000358,0.000286,0.000000,0.000358,0.000000,0.000118,0.000118,0.000000,0.000000,0.000358,0.000358,0.000358,0.000358,1.012145,0.000118,0.000000,0.000358,0.000000,0.000358,0.057958,0.000000,0.000118,0.000000,0.000118,0.000118,0.000000,0.000000,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000000,0.000118,0.000286,0.000000,0.000358,0.000000,0.000358,0.000000,0.000000,0.000286,0.000000,0.057958,0.057958,0.000286,0.000118,0.000358,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000286,0.000358,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000371,0.000371,0.000416,0.000371,0.000223,0.000370,0.000370,0.000223,0.000223,0.000190,0.000190,0.000190,0.030363,0.030363,0.030363,0.030363,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000190
macro,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,0.031323,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,0.031323,0.031323,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,0.031323,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,1.004527,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,0.031323,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
manual_memory,0.031037,0.000075,0.000089,0.000228,0.000089,0.000000,0.000396,0.000089,0.000089,0.000029,0.000193,0.000306,0.000101,0.000089,0.000000,0.000396,0.000089,0.000193,0.000193,0.000089,0.000263,0.000029,0.000029,0.000292,0.000396,0.000029,0.044791,0.000075,0.000029,0.000029,0.000263,0.000228,0.044791,0.000263,0.000228,0.000075,0.000029,0.000089,0.000029,0.000396,0.000089,0.000396,0.000075,0.000193,0.044791,0.000101,0.000089,0.000089,0.000089,0.000089,0.000000,0.000193,1.008204,0.000089,0.000228,0.000306,0.000000,0.000396,0.000075,0.000318,0.000075,0.000193,0.000228,0.000228,0.044791,0.000480,0.000089,0.000228,0.000228,0.000228,0.000228,0.000228,0.000075,0.000228,0.000292,0.000029,0.000101,0.000089,0.000101,0.000089,0.000396,0.000228,0.000029,0.000101,0.000000,0.000000,0.000029,0.000075,0.000089,0.000228,0.000228,0.000089,0.000228,0.044791,0.000263,0.000396,0.000029,0.000089,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000142,0.000142,0.000226,0.000142,0.000124,0.000084,0.000084,0.000124,0.000124,0.000221,0.000221,0.000221,0.000135,0.000135,0.000135,0.000135,0.004374,0.030534,0.004374,0.030534,0.004374,0.004374,0.004374,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.000221
map_dict,0.000191,0.000271,0.014347,0.000131,0.010407,0.000092,0.000203,0.010243,0.010407,0.002218,0.000109,0.010342,0.000183,0.010407,0.000092,0.000203,0.010243,0.000109,0.000109,0.010407,0.000390,0.002218,0.002060,0.000207,0.000203,0.002060,0.000029,0.000271,0.002218,0.002218,0.000242,0.000131,0.000029,0.000165,0.000131,0.000271,0.002218,0.010370,0.002218,0.000203,0.014347,0.000203,0.000271,0.000109,0.000029,0.000299,0.010407,0.010282,0.010407,0.010407,0.000092,0.000109,0.000029,1.002122,0.000131,0.010342,0.000092,0.000203,0.000271,0.000267,0.000271,0.000109,0.000242,0.000131,0.000029,0.000327,0.010370,0.000131,0.000131,0.000131,0.000131,0.000131,0.000271,0.000131,0.000207,0.002218,0.000331,0.014347,0.000331,0.014347,0.000203,0.000131,0.002218,0.000331,0.000092,0.000092,0.002060,0.000271,0.014347,0.000131,0.000131,0.010407,0.000131,0.000029,0.000390,0.000203,0.002218,0.010370,0.004349,0.004349,0.004349,0.004349,0.004349,0.004349,0.004349,0.004349,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.000210,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.001400,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004364,0.004871,0.004871,0.009643,0.004871,0.004059,0.001585,0.001585,0.004059,0.004059,0.001304,0.001304,0.001304,0.002603,0.002603,0.002603,0.002603,0.000192,0.000148,0.000192,0.000148,0.000192,0.000192,0.000192,0.002621,0.002621,0.002621,0.002621,0.002621,0.002621,0.002621,0.002621,0.002621,0.001304
map_type,0.000106,0.000035,0.000112,0.012922,0.000119,0.000000,0.002197,0.000109,0.000119,0.000064,0.000116,0.000175,0.000280,0.000119,0.000000,0.002197,0.000115,0.000116,0.000116,0.000119,0.002128,0.000064,0.000055,0.000090,0.002197,0.000055,0.000064,0.000035,0.000064,0.000064,0.002121,0.012922,0.000064,0.006303,0.012922,0.000035,0.000064,0.000119,0.000064,0.002197,0.000112,0.002197,0.000035,0.000116,0.000064,0.000283,0.000119,0.000186,0.000119,0.000119,0.000000,0.000116,0.000064,0.000112,1.002366,0.000175,0.000000,0.002197,0.000035,0.000339,0.000035,0.000116,0.008796,0.012922,0.000064,0.002183,0.000119,0.012922,0.012922,0.012922,0.012922,0.012922,0.000035,0.012922,0.000090,0.000064,0.000284,0.000112,0.000284,0.000112,0.002197,0.012922,0.000064,0.000284,0.000000,0.000000,0.000055,0.000035,0.000112,0.012922,0.012922,0.000119,0.012922,0.000064,0.002128,0.002197,0.000064,0.000119,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.001256,0.001256,0.001465,0.001256,0.000250,0.000065,0.000065,0.000250,0.000250,0.001292,0.001292,0.001292,0.000082,0.000082,0.000082,0.000082,0.001424,0.002658,0.001424,0.002658,0.001424,0.001424,0.001424,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.001292
