case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
e0d72d9ff4d40c02ad8f6ce64c8fea53c1da53738383ed12785fdc56bc33a965,csharp,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e0d72d9ff4d40c02ad8f6ce64c8fea53c1da53738383ed12785fdc56bc33a965,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c18199b4d2d04ed9c5dd882317a256b2db0e23b97bdf0d2fed29917a2c280af,csharp,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c18199b4d2d04ed9c5dd882317a256b2db0e23b97bdf0d2fed29917a2c280af,csharp,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c18199b4d2d04ed9c5dd882317a256b2db0e23b97bdf0d2fed29917a2c280af,csharp,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c18199b4d2d04ed9c5dd882317a256b2db0e23b97bdf0d2fed29917a2c280af,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2ea7abffad231130c01a2f32a431bc95e9fb25e283e4ebf327dc5c955c390c83,csharp,assembly,FAIL,425,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2ea7abffad231130c01a2f32a431bc95e9fb25e283e4ebf327dc5c955c390c83,csharp,machine_code,FAIL,83,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2ea7abffad231130c01a2f32a431bc95e9fb25e283e4ebf327dc5c955c390c83,csharp,object,FAIL,178,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2ea7abffad231130c01a2f32a431bc95e9fb25e283e4ebf327dc5c955c390c83,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ab3e7e46d4763346e78636d699d7842c0df5c1ab251da69fcd4f404a4b710406,csharp,assembly,FAIL,392,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ab3e7e46d4763346e78636d699d7842c0df5c1ab251da69fcd4f404a4b710406,csharp,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ab3e7e46d4763346e78636d699d7842c0df5c1ab251da69fcd4f404a4b710406,csharp,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ab3e7e46d4763346e78636d699d7842c0df5c1ab251da69fcd4f404a4b710406,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
