family_id,failure_id,case_id,source_language,target,kind,stage,class
Q0001,531a752b9aaad9c27364a203509144e5c25b4114742950cde9e5495033d8c633,e17bcb312a36c900523967ae0686c9c35dfd255d8dad143180b58e3378400354,r,,native,N0_SOURCE_PARSE,FRONTEND
Q0002,db7ba6e040a9f1b878e26e4ca8def7faef274d4aa6946c5b11d248981c72dc65,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,d6a0c09068b16ac47411ce5717610954c2523f849d96da07b8942eea67788675,3e8e621d84ae6ca756ab527546ec73de29e7a88e3ff416c892709fc9b58b38fe,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,8b220c983844db19e4c75a8d16868f79dfa75aa3d8e428c7773c0abde2ce7b23,b05a6375cbe1a269f5a1218d790b8cf3eb97525ee2e7b07e8284d393a10477ac,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,6a791aa839b2dfb81ece5240bef51146b4f15322165eb810cfaafe8313056d2e,3ae3ac069ead7b117c73046aaed937c31682b7ce1300bf54912fb252d2bd7d86,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,8c709d84a5e900a6480b380fecbed8fedc7f75e749272a49f3962b5d42115744,90bd71ba6f8692f20fb3550b77deb47623a20871393d811e32c2719fef9ce7f5,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,91d45bdd9eeda599d72ba6a3e9a0332536c929aaa6f6fc7eb42c4e3da6951703,b9176807c4ab8689b0dc40b4b60e9e2f7124c05c9bfde816b02335e8f78c3b97,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,f7c7cd5cdaf15efa4f476b92ce3e7e6b4ed7b83ab47aa323d745273b379a8004,8f5c370b77525c97c68403e6f97555869bd2421c427825e2e01e12ca18976b93,r,,assembly,NATIVE,UNKNOWN_FAILURE
Q0002,7635851400452f54f10d7a0f6edb2791cf59240c47ba3328e93d4549929aa58d,98b571f7791a0bd34727ff795069a032ea490f608a3b2885bfbe8dbda3509668,zig,,assembly,NATIVE,UNKNOWN_FAILURE
Q0003,7717dbed8b15df7654cd3368145f26535ceb14e64e6e3f93eecf55960d8a92f9,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,a0247034a512e9a509e1af727563283e3c88d1ea3d5572d8bac6cdf2cb01ffdc,3e8e621d84ae6ca756ab527546ec73de29e7a88e3ff416c892709fc9b58b38fe,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,667513a80b4b0eceed5ec56f8e29f1e690c15c7079036a42f7be53b23649eada,b05a6375cbe1a269f5a1218d790b8cf3eb97525ee2e7b07e8284d393a10477ac,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,6a75e6f5f47b96579cf147a2db6730d7413c947003f408f610bb69304aeea3ac,3ae3ac069ead7b117c73046aaed937c31682b7ce1300bf54912fb252d2bd7d86,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,b87cb157621aa872c8edafae7bda7fe3d83637b564a9d8866406fc82757a27d1,90bd71ba6f8692f20fb3550b77deb47623a20871393d811e32c2719fef9ce7f5,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,8492d0da879574f8b8dea1219fe6fe7ae7b00a530ff5c94143ad1473e058eee6,b9176807c4ab8689b0dc40b4b60e9e2f7124c05c9bfde816b02335e8f78c3b97,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,dbb534c80156cffb3e87eec61365df906bff290ba0c256df4052dcf56ce3ce12,8f5c370b77525c97c68403e6f97555869bd2421c427825e2e01e12ca18976b93,r,,executable,NATIVE,UNKNOWN_FAILURE
Q0003,185782ef6c484f150e3577665fd32530c6c6946304aa9e22ea4f668ca0ce8a77,98b571f7791a0bd34727ff795069a032ea490f608a3b2885bfbe8dbda3509668,zig,,executable,NATIVE,UNKNOWN_FAILURE
Q0004,6fac10ee6de2d10666052ce64a6692f5944031611768dc5fbd2ca01befa92579,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,d78b5cdae096814dc2fd5f0bba107f8e9234ea1f35d0056a750344a6f5f485cd,3e8e621d84ae6ca756ab527546ec73de29e7a88e3ff416c892709fc9b58b38fe,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,738d8a3f401cd8e1b4eabf30a009a0b94228daef8cc09ea4164cbbcb9a67a210,b05a6375cbe1a269f5a1218d790b8cf3eb97525ee2e7b07e8284d393a10477ac,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,b03173b38fe6d3e73122bf4918930cc469c4da9a332312b1175f434c9d28c026,3ae3ac069ead7b117c73046aaed937c31682b7ce1300bf54912fb252d2bd7d86,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,172cff48c4a023511255e23348527484865eb01c93e2911f3ddb111e52498e4a,90bd71ba6f8692f20fb3550b77deb47623a20871393d811e32c2719fef9ce7f5,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,cd4c2f9ec909c5b48ec284e91b2964fcc966281c97d1ecb2eb4e8d79014b77d2,b9176807c4ab8689b0dc40b4b60e9e2f7124c05c9bfde816b02335e8f78c3b97,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,28d29b09db10373ddc9a9bd5fadf6a55f52fb315a0895639ca051da689303182,8f5c370b77525c97c68403e6f97555869bd2421c427825e2e01e12ca18976b93,r,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0004,c7b37cb12f576a394f595adb4ea74d4eb746d31c386a9358c9215b90f97c00f7,98b571f7791a0bd34727ff795069a032ea490f608a3b2885bfbe8dbda3509668,zig,,machine_code,NATIVE,UNKNOWN_FAILURE
Q0005,d19deac46952688bc48658858f25fa7b9b781c58d8cca4da6083ec6890ed4e57,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,8caaf4b0cfb222a5f8fa13c533803607fd627bde6922122ba805952a51170c7d,3e8e621d84ae6ca756ab527546ec73de29e7a88e3ff416c892709fc9b58b38fe,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,fa762b83805af92a5e2b6e1622e4c6f3f353501cc78d219936049e169bf9398c,b05a6375cbe1a269f5a1218d790b8cf3eb97525ee2e7b07e8284d393a10477ac,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,bb82a08822d8b0486517c0401383a7b559e6265e99385d68ebd0e59d15ea3138,3ae3ac069ead7b117c73046aaed937c31682b7ce1300bf54912fb252d2bd7d86,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,2740f4680370c58d818fb5178dfdaf8b3e6578a3219fae3da1faaddb65f5179a,90bd71ba6f8692f20fb3550b77deb47623a20871393d811e32c2719fef9ce7f5,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,571e148186f7db94aae15574674ef044790e61141188e7a08105350f7d717ce6,b9176807c4ab8689b0dc40b4b60e9e2f7124c05c9bfde816b02335e8f78c3b97,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,2a5e7929441ffa5da670eb40462508cac00c7e8260e588fdc4dba6f79cc88db2,8f5c370b77525c97c68403e6f97555869bd2421c427825e2e01e12ca18976b93,r,,object,NATIVE,UNKNOWN_FAILURE
Q0005,db32aab9146911ce902e768fd3cfc31a8c1f1fb44b11d1924b4cdeb1b54ab792,98b571f7791a0bd34727ff795069a032ea490f608a3b2885bfbe8dbda3509668,zig,,object,NATIVE,UNKNOWN_FAILURE
Q0006,9890d7f4ac0ee00f4482dd495f8382dc41874fc8f2d2f5f36dffdecdce7930ef,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,e89a833a9db8f833a9e41eb2e01ce9ff2a51fd83107c858dcdc87243c7b8ba7f,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,185822f181af63175382e301798ea08eab7bd4bdeda4fdfb259f1d1b4ec949e5,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,go,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c943e09e4374ff815b1a8c3a5803c39e13436d2d22c1fcd5f4c3589d3d674e88,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,rust,source,V0_SOURCE_PARSE,FRONTEND
Q0006,5fe2c3f2e77467f227809fa7e48129161d28290bfd67d0a096473ccaed68db58,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,cpp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,0e8b7396ed334a88b15e23b5ad088de0c414e59be663c08c6cd132c68c8902ac,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,c,source,V0_SOURCE_PARSE,FRONTEND
Q0006,5670a17012adce389cc8009d83d87c9ed870f23b8cf00bdc5c856b6f77b11e30,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,python,source,V0_SOURCE_PARSE,FRONTEND
Q0006,75783657edbda1d1a1b41bbda36a53433d845697710049dc9daf115454995636,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,zig,source,V0_SOURCE_PARSE,FRONTEND
Q0006,45a736e4ad20a3024be207cc5cb63b626fa904f693673ecfce708358b14d116a,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,julia,source,V0_SOURCE_PARSE,FRONTEND
Q0006,38d1bf214c342ff5fe69d12ffb00f968e8e03df39ccc9c2e4a16d55adebe6837,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,nim,source,V0_SOURCE_PARSE,FRONTEND
Q0006,8984b4b348852029a29067b22cfb23df9cb53d6a29486501a8a3c6a3d1e9cbe2,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,csharp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,52207e100ecd120073dac38ef3185693900aad815d6bffcda68434b0d811f855,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,java,source,V0_SOURCE_PARSE,FRONTEND
Q0006,0786251eec19f6888d54db18a47f460edec2c3d99d6747d3cfd5337c24d77086,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,kotlin,source,V0_SOURCE_PARSE,FRONTEND
Q0006,e231923bf2ceaa65be24b880db83e56c169c610db5644401b53f8a2907074c3b,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,swift,source,V0_SOURCE_PARSE,FRONTEND
Q0006,5b76b990398e05d96d60731851b4741f240345147b89123b72aa62c8d15780fd,3e8e621d84ae6ca756ab527546ec73de29e7a88e3ff416c892709fc9b58b38fe,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,e65f15cfa79112b8f1d86f846a2ce1fbe96745623485c678f128129069d0f310,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,457a59c89a14962503699382cff7a5aecca3d5ebe24de4209c3ac189066a8660,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,go,source,V0_SOURCE_PARSE,FRONTEND
Q0006,25cef3b8b27cc17e0e7bcff18b592cfcec42aafcfa210ebdb0ff77ad5022e895,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,rust,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c9dbd387a58e269b666296bb40459b55c83c4a510501d26f46df6427dd06a17f,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,cpp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,b57957410876c8ba18922a9f2fea08581fa10af8b2cd9c6c89be4a55a70dd7ef,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,c,source,V0_SOURCE_PARSE,FRONTEND
Q0006,710c32669a1b1679df446526965da8b822153ec31da96c5c84c63707622c2908,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,python,source,V0_SOURCE_PARSE,FRONTEND
Q0006,06893df7d1ea36ec1437eb2e8334115ad6ba4837f250166ccf5139d1ed2d49a6,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,zig,source,V0_SOURCE_PARSE,FRONTEND
Q0006,f5c4a5993bc74306c06ecfce94d697948f11e4611544f48fa0989bec9af1900f,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,julia,source,V0_SOURCE_PARSE,FRONTEND
Q0006,aacc9c8e2bf9e6b5426af7a0f94c00fd14abf1cafe4d1880e2f6212c3812d10a,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,nim,source,V0_SOURCE_PARSE,FRONTEND
Q0006,1046854da1b72f729fea6477c698f303bb7b3e84231dbee8111e8e48a5cb9b11,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,csharp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,ce7c59b917931c5b0095ed9b51fb8fd3745312d6784c6a1151dacfdfa8879660,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,java,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c30ab90de8e7c55cdae1ef14271f0f75a6e4729f622c84586e6bf4eea63842f2,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,kotlin,source,V0_SOURCE_PARSE,FRONTEND
Q0006,1caac985a031ef01a05e235fce3449427943b13cd6c3903adbda7f4e474eb74f,1bbdf9aa65eaf971eba16b71ed1d50cdf60d6510225f0197c3a868dc63ea51b3,r,swift,source,V0_SOURCE_PARSE,FRONTEND
Q0006,7105027bb856c745819ffc66875fa61a1c281f7cd0d93223985c1d82462f4170,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,58a5c409814a65d3e2e3bd1dc200bb85e9d76b7ca5620e7b37cf58fbf1f68b25,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,go,source,V0_SOURCE_PARSE,FRONTEND
Q0006,6701952e41956510e7377f9bab3a7bae9e1f229c20f8bb2e6f4746a3670589d7,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,rust,source,V0_SOURCE_PARSE,FRONTEND
Q0006,8ad58dcf9e9c03ee9742e5e8ed8861e132e5a10f6f0e8ae9295602342d9ebbb4,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,cpp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,1695dd3453f088b3ee425a9ec5c1cf8baff0fcfe4e045f15b0e602d3061fb224,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,c,source,V0_SOURCE_PARSE,FRONTEND
Q0006,5a64940e7cbbdea89f9f1b7722650612e86afb6c2dbeb403045072a9525ab42d,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,python,source,V0_SOURCE_PARSE,FRONTEND
Q0006,7d3b664fc7c86de6acfc0479cb6789f703bdf9d27f8ca5ccf203a1defaa978f1,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,zig,source,V0_SOURCE_PARSE,FRONTEND
Q0006,25d9f24a0d09334ddea3865e9e13f91440a897af178a3fcfa09d3eb40d77e8e1,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,julia,source,V0_SOURCE_PARSE,FRONTEND
Q0006,3edc42925ba820c5fb5189b8d451d99ed5aa9a3122066905bd2b5742a316c320,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,nim,source,V0_SOURCE_PARSE,FRONTEND
Q0006,46df39a7ed2176cedd6e6ca54680453eee1b2771e5426f544433fb9b0ae654b6,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,csharp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,48b96a4e152eb7f9571c7026fb8154517285e8efabd398b749e475f558e5c2c5,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,java,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c811cdf27aeb22774f5090a47481e30fe156422417dbb14f25ef240fbfdaafd6,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,kotlin,source,V0_SOURCE_PARSE,FRONTEND
Q0006,6afcc95827e424aaf59e180b1914eeaa3bbe645e1c9471bddd0f575520b64431,3d5a8c128b6a8ef845a6a11569d52e14bda01184ccda68e3d00b0916e1ea5e03,r,swift,source,V0_SOURCE_PARSE,FRONTEND
Q0006,baa5a0ba494aa86d49e4780c4d8639229db7bcb417309069f22520c55d639972,b05a6375cbe1a269f5a1218d790b8cf3eb97525ee2e7b07e8284d393a10477ac,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,fef94eca3543cda8b457d694fb3db95fb37abb820419951b9d0f8d64dede44ec,3ae3ac069ead7b117c73046aaed937c31682b7ce1300bf54912fb252d2bd7d86,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,1860d81e9a188599cc218bbf7aaf4a1a88b243ce338475ffb5889e3c5744b269,90bd71ba6f8692f20fb3550b77deb47623a20871393d811e32c2719fef9ce7f5,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,adfc02cfa58f6b6510353d7315bbd82a32017f97774bfe567c741411a05303ef,b9176807c4ab8689b0dc40b4b60e9e2f7124c05c9bfde816b02335e8f78c3b97,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,f48b0918d34f3b872e4e08623136ed8b2f4a4f77cdf45cdb848fff95403f5f69,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,d5be2e177bccb9653d63537ad5bffa57e11c733825a2ddb830c2e6a2adc0e86c,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,go,source,V0_SOURCE_PARSE,FRONTEND
Q0006,fe93d3c155eab6e5e5b81c97327cf071734ec8a065f1e1cbc16f52f684910e98,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,rust,source,V0_SOURCE_PARSE,FRONTEND
Q0006,6a15e2b82f906b35aef89b833ebb575894e897f8977f99fbaaa313354dc14a28,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,cpp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,0872afc347093ddf45d08a7f96327d27345e88cc12d264ae38e95a94bd7623ed,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,c,source,V0_SOURCE_PARSE,FRONTEND
Q0006,cfc9288c5710a57a5c99004ec00367f0eae200c6ea1961e62feb81d926efe1ee,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,python,source,V0_SOURCE_PARSE,FRONTEND
Q0006,cf62b1b469a7b6c5493dcc0ad78378f5d4f8fa9523613d6eb28a6779ba93c225,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,zig,source,V0_SOURCE_PARSE,FRONTEND
Q0006,68773f5c35a147ef283a4f2c9badba7c98165339d87fe3514b803dddc2aee9b0,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,julia,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c0c3a26b5047c2249df78934ef86ef04e758128c19cba22940ce80209161ae0d,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,nim,source,V0_SOURCE_PARSE,FRONTEND
Q0006,3c0c5d73333384a872d291d0c0125661bf6bb4aa481a776b7de0f460f9baa7ed,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,csharp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,4bcbf9c0e38d97dd1a34356f67a4bde98481d0a0519fe657679c1704bcbec974,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,java,source,V0_SOURCE_PARSE,FRONTEND
Q0006,ae32ba33bb7e46fc411c30556be820145e7c80b96e31d3261036f4e4fc4976ef,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,kotlin,source,V0_SOURCE_PARSE,FRONTEND
Q0006,eaf473e12e82e00ef33c4ea21402d136e1a030ddffd58c672cc1c7927019a9ea,fd76daed5ef1b026d5a48f3920e3e1ae46fe1d6739c8c0932f50530a12651b81,r,swift,source,V0_SOURCE_PARSE,FRONTEND
Q0006,41ea5add296373d15991aa33f96b0ce8c0ffcabbcb641600f9db0bcd7208481f,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,r,source,V0_SOURCE_PARSE,FRONTEND
Q0006,03188b94f61c7c1d90d335b8029321ff4cb8bec9591df3c163c1d4cbd3d3ac52,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,go,source,V0_SOURCE_PARSE,FRONTEND
Q0006,784a293f7107eef1d1b8e43adcfd5a76a4c82dd916ed2e760d388e570f6b9097,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,rust,source,V0_SOURCE_PARSE,FRONTEND
Q0006,1887d52e0124407cf6b580984c86bb9f3a7bb729a9b51d564c7f81afd64aac82,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,cpp,source,V0_SOURCE_PARSE,FRONTEND
Q0006,c5f1f101beadf33d16a13c701cd0982ddf8c387967bedbac323fb87e1b1655a4,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,c,source,V0_SOURCE_PARSE,FRONTEND
Q0006,36e0ab7d62b916e2fc27cfed9c9d0e3fa0f1fcae3c33d0f779e4313c7d41d7db,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,python,source,V0_SOURCE_PARSE,FRONTEND
Q0006,50498ca84d645de5d85f70ef2f832b444e68de3be68d705edd8990f9e80bc266,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,zig,source,V0_SOURCE_PARSE,FRONTEND
Q0006,57a2c5b41a75261a0dcb45dfc60a9eadffc7820103c936a5784128bfbd3d98c4,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,julia,source,V0_SOURCE_PARSE,FRONTEND
Q0006,10894e120ab3128f68953d757ef43340ee1556a474967c01560b8b14b6162747,5ac4e3494be8f03dfe199b086f15ec2c097098790a82517494254cb4b2efa530,r,nim,source,V0_SOURCE_PARSE,FRONTEND
