language,action_list_id,action_ordinal,action_count,reusable,action_kind,target_state,extra,lhs_symbol_id,lhs_symbol_name,child_count,dynamic_precedence,production_id
,75,0,1,false,SHIFT,781,,,,,,
,77,0,1,false,SHIFT,782,,,,,,
,79,0,1,true,SHIFT,781,,,,,,
,81,0,1,true,SHIFT,782,,,,,,
,83,0,1,false,SHIFT,783,,,,,,
,85,0,1,true,SHIFT,783,,,,,,
,87,0,1,false,SHIFT,784,,,,,,
,89,0,1,true,SHIFT,784,,,,,,
,91,0,1,true,SHIFT,785,,,,,,
,93,0,1,true,SHIFT,786,,,,,,
,95,0,1,false,SHIFT,787,,,,,,
,97,0,1,true,SHIFT,247,,,,,,
,99,0,1,true,SHIFT,833,,,,,,
,101,0,1,true,SHIFT,276,,,,,,
,103,0,1,true,SHIFT,277,,,,,,
,105,0,1,true,SHIFT,278,,,,,,
,107,0,1,true,REDUCE,sym_if_statement,,205,,6,0,42
,109,0,1,false,REDUCE,sym_if_statement,,205,,6,0,42
,111,0,1,true,SHIFT,620,,,,,,
,113,0,1,true,SHIFT,634,,,,,,
,115,0,1,true,REDUCE,sym_if_statement,,205,,6,0,41
,117,0,1,false,REDUCE,sym_if_statement,,205,,6,0,41
,119,0,1,true,SHIFT,619,,,,,,
,121,0,1,true,SHIFT,494,,,,,,
,123,0,1,true,SHIFT,500,,,,,,
,125,0,1,true,SHIFT,501,,,,,,
,127,0,1,true,SHIFT,509,,,,,,
,129,0,1,true,SHIFT,694,,,,,,
,131,0,1,true,SHIFT,700,,,,,,
,133,0,1,true,SHIFT,701,,,,,,
,135,0,1,true,SHIFT,708,,,,,,
,137,0,1,true,SHIFT,820,,,,,,
,139,0,1,true,SHIFT,825,,,,,,
,141,0,1,true,SHIFT,826,,,,,,
,143,0,1,true,REDUCE,sym_binary_operator,,192,,3,0,17
,145,0,1,false,REDUCE,sym_binary_operator,,192,,3,0,17
,147,0,1,false,REDUCE,sym_if_statement,,205,,10,0,58
,149,0,1,true,REDUCE,sym_if_statement,,205,,10,0,58
,151,0,1,true,REDUCE,sym_repeat_statement,,92,,2,0,3
,153,0,1,false,REDUCE,sym_repeat_statement,,92,,2,0,3
,155,0,1,true,REDUCE,sym_unary_operator,,193,,2,0,4
,157,0,1,false,REDUCE,sym_unary_operator,,193,,2,0,4
,159,0,1,true,REDUCE,sym_function_definition,,133,,3,0,10
,161,0,1,false,REDUCE,sym_function_definition,,133,,3,0,10
,163,0,1,true,REDUCE,sym_repeat_statement,,92,,3,0,14
,165,0,1,false,REDUCE,sym_repeat_statement,,92,,3,0,14
,167,0,1,true,REDUCE,sym_unary_operator,,193,,3,0,15
,169,0,1,false,REDUCE,sym_unary_operator,,193,,3,0,15
,171,0,1,true,REDUCE,sym_function_definition,,133,,4,0,24
,173,0,1,false,REDUCE,sym_function_definition,,133,,4,0,24
,175,0,1,true,REDUCE,sym_function_definition,,133,,4,0,26
,177,0,1,false,REDUCE,sym_function_definition,,133,,4,0,26
,179,0,1,true,REDUCE,sym_binary_operator,,192,,4,0,27
,181,0,1,false,REDUCE,sym_binary_operator,,192,,4,0,27
,183,0,1,true,REDUCE,sym_function_definition,,133,,5,0,36
,185,0,1,false,REDUCE,sym_function_definition,,133,,5,0,36
,187,0,1,true,REDUCE,sym_while_statement,,229,,5,0,38
,189,0,1,false,REDUCE,sym_while_statement,,229,,5,0,38
,191,0,1,true,REDUCE,sym_while_statement,,229,,6,0,43
,193,0,1,false,REDUCE,sym_while_statement,,229,,6,0,43
,195,0,1,true,REDUCE,sym_while_statement,,229,,6,0,44
,197,0,1,false,REDUCE,sym_while_statement,,229,,6,0,44
,199,0,1,true,REDUCE,sym_if_statement,,205,,7,0,45
,201,0,1,false,REDUCE,sym_if_statement,,205,,7,0,45
,203,0,1,true,REDUCE,sym_for_statement,,228,,7,0,47
,205,0,1,false,REDUCE,sym_for_statement,,228,,7,0,47
,207,0,1,true,REDUCE,sym_while_statement,,229,,7,0,48
,209,0,1,false,REDUCE,sym_while_statement,,229,,7,0,48
,211,0,1,true,REDUCE,sym_if_statement,,205,,8,0,49
,213,0,1,false,REDUCE,sym_if_statement,,205,,8,0,49
,215,0,1,true,REDUCE,sym_if_statement,,205,,8,0,50
,217,0,1,false,REDUCE,sym_if_statement,,205,,8,0,50
,219,0,1,true,REDUCE,sym_if_statement,,205,,8,0,51
,221,0,1,false,REDUCE,sym_if_statement,,205,,8,0,51
,223,0,1,true,REDUCE,sym_for_statement,,228,,8,0,52
,225,0,1,false,REDUCE,sym_for_statement,,228,,8,0,52
,227,0,1,true,REDUCE,sym_for_statement,,228,,8,0,53
,229,0,1,false,REDUCE,sym_for_statement,,228,,8,0,53
,231,0,1,true,REDUCE,sym_if_statement,,205,,9,0,54
,233,0,1,false,REDUCE,sym_if_statement,,205,,9,0,54
,235,0,1,true,REDUCE,sym_if_statement,,205,,9,0,55
,237,0,1,false,REDUCE,sym_if_statement,,205,,9,0,55
,239,0,1,true,REDUCE,sym_if_statement,,205,,9,0,56
,241,0,1,false,REDUCE,sym_if_statement,,205,,9,0,56
,243,0,1,true,REDUCE,sym_for_statement,,228,,9,0,57
,245,0,1,false,REDUCE,sym_for_statement,,228,,9,0,57
,247,0,1,false,SHIFT,986,,,,,,
,249,0,1,true,SHIFT,988,,,,,,
,251,0,1,true,SHIFT,989,,,,,,
,253,0,1,false,SHIFT,989,,,,,,
,255,0,1,true,SHIFT,999,,,,,,
,257,0,1,false,SHIFT,1000,,,,,,
,259,0,1,true,SHIFT,1000,,,,,,
,261,0,1,false,SHIFT,1001,,,,,,
,263,0,1,false,SHIFT,1002,,,,,,
,265,0,1,true,SHIFT,1001,,,,,,
,267,0,1,true,SHIFT,1002,,,,,,
,269,0,1,false,SHIFT,1012,,,,,,
,271,0,1,true,SHIFT,1012,,,,,,
,273,0,1,false,SHIFT,1013,,,,,,
,275,0,1,true,SHIFT,1013,,,,,,
,277,0,1,true,SHIFT,1014,,,,,,
,279,0,1,true,SHIFT,1015,,,,,,
,281,0,1,false,SHIFT,1025,,,,,,
,283,0,1,true,SHIFT,256,,,,,,
,285,0,1,true,SHIFT,283,,,,,,
,287,0,1,true,SHIFT,263,,,,,,
,289,0,1,true,SHIFT,264,,,,,,
,291,0,1,true,SHIFT,1038,,,,,,
,293,0,1,false,SHIFT,1038,,,,,,
,295,0,1,false,SHIFT,463,,,,,,
,297,0,1,false,SHIFT,466,,,,,,
,299,0,1,true,SHIFT,463,,,,,,
,301,0,1,true,SHIFT,466,,,,,,
,303,0,1,false,SHIFT,468,,,,,,
,305,0,1,true,SHIFT,468,,,,,,
,307,0,1,false,SHIFT,470,,,,,,
,309,0,1,true,SHIFT,470,,,,,,
,311,0,1,true,SHIFT,472,,,,,,
,313,0,1,true,SHIFT,478,,,,,,
,315,0,1,false,SHIFT,484,,,,,,
,317,0,1,true,SHIFT,253,,,,,,
,319,0,1,true,SHIFT,254,,,,,,
,321,0,1,true,SHIFT,261,,,,,,
,323,0,1,true,SHIFT,251,,,,,,
,325,0,1,true,REDUCE,sym_extract_operator,,107,,2,0,6
,327,0,1,false,SHIFT,387,,,,,,
,329,0,1,false,REDUCE,sym_extract_operator,,107,,2,0,6
,331,0,1,true,SHIFT,1919,,,,,,
,333,0,1,true,SHIFT,1920,,,,,,
,335,0,1,true,SHIFT,152,,,,,,
,337,0,1,true,SHIFT,2073,,,,,,
,339,0,1,false,SHIFT,976,,,,,,
,341,0,1,true,SHIFT,1028,,,,,,
,343,0,1,false,SHIFT,461,,,,,,
,345,0,1,true,SHIFT,461,,,,,,
,347,0,1,true,SHIFT,796,,,,,,
,349,0,1,true,REDUCE,sym_extract_operator,,107,,3,0,6
,351,0,1,false,SHIFT,341,,,,,,
,353,0,1,false,REDUCE,sym_extract_operator,,107,,3,0,6
,355,0,1,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,1,0,8
,357,0,1,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,1,0,8
,359,0,1,true,SHIFT,987,,,,,,
,361,0,1,false,SHIFT,359,,,,,,
,363,0,1,true,SHIFT,1851,,,,,,
,365,0,1,true,SHIFT,1852,,,,,,
,367,0,1,true,SHIFT,2053,,,,,,
,369,0,1,true,REDUCE,aux_sym_program_repeat1,,282,,1,0,0
,371,0,1,false,REDUCE,aux_sym_program_repeat1,,282,,1,0,0
,373,0,1,true,SHIFT,1027,,,,,,
,375,0,1,false,SHIFT,342,,,,,,
,377,0,1,true,SHIFT,210,,,,,,
,379,0,1,false,SHIFT,1636,,,,,,
,381,0,1,true,SHIFT,1808,,,,,,
,383,0,1,false,SHIFT,1808,,,,,,
,385,0,1,false,SHIFT,1988,,,,,,
,387,0,1,false,SHIFT,2006,,,,,,
,389,0,1,false,SHIFT,1960,,,,,,
,391,0,1,false,SHIFT,968,,,,,,
,393,0,1,true,SHIFT,969,,,,,,
,395,0,1,true,SHIFT,970,,,,,,
,397,0,1,true,SHIFT,971,,,,,,
,399,0,1,true,SHIFT,972,,,,,,
,401,0,1,true,SHIFT,1649,,,,,,
,403,0,1,false,SHIFT,1649,,,,,,
,405,0,1,true,SHIFT,1833,,,,,,
,407,0,1,true,SHIFT,1837,,,,,,
,409,0,1,false,SHIFT,1490,,,,,,
,411,0,1,false,SHIFT,1794,,,,,,
,413,0,1,false,SHIFT,1740,,,,,,
,415,0,1,true,SHIFT,310,,,,,,
,417,0,1,true,SHIFT,2051,,,,,,
,419,0,1,true,SHIFT,1075,,,,,,
,421,0,1,true,SHIFT,386,,,,,,
,423,0,1,true,SHIFT,1723,,,,,,
,425,0,1,false,SHIFT,439,,,,,,
,427,0,1,true,SHIFT,1939,,,,,,
,429,0,1,true,SHIFT,1948,,,,,,
,431,0,1,true,SHIFT,2052,,,,,,
,433,0,1,false,SHIFT,456,,,,,,
,435,0,1,true,SHIFT,1871,,,,,,
,437,0,1,true,SHIFT,1878,,,,,,
,439,0,1,true,SHIFT,2067,,,,,,
,441,0,1,false,SHIFT,1634,,,,,,
,443,0,1,true,SHIFT,1811,,,,,,
,445,0,1,false,SHIFT,1811,,,,,,
,447,0,1,false,SHIFT,1990,,,,,,
,449,0,1,false,SHIFT,2008,,,,,,
,451,0,1,false,SHIFT,1964,,,,,,
,453,0,1,false,SHIFT,981,,,,,,
,455,0,1,true,SHIFT,982,,,,,,
,457,0,1,true,SHIFT,983,,,,,,
,459,0,1,true,SHIFT,984,,,,,,
,461,0,1,true,SHIFT,985,,,,,,
,463,0,1,true,SHIFT,1638,,,,,,
,465,0,1,false,SHIFT,1638,,,,,,
,467,0,1,true,SHIFT,1872,,,,,,
,469,0,1,true,SHIFT,1875,,,,,,
,471,0,1,false,SHIFT,1552,,,,,,
,473,0,1,false,SHIFT,1748,,,,,,
,475,0,1,false,SHIFT,1795,,,,,,
,477,0,1,true,SHIFT,298,,,,,,
,479,0,1,true,SHIFT,2069,,,,,,
,481,0,1,true,SHIFT,1080,,,,,,
,483,0,1,true,SHIFT,389,,,,,,
,485,0,1,true,SHIFT,405,,,,,,
,487,0,1,false,SHIFT,339,,,,,,
,489,0,1,true,REDUCE,sym_namespace_operator,,108,,2,0,6
,491,0,1,false,REDUCE,sym_namespace_operator,,108,,2,0,6
,493,0,1,false,SHIFT,433,,,,,,
,495,0,1,true,SHIFT,249,,,,,,
,497,0,1,false,SHIFT,1635,,,,,,
,499,0,1,true,SHIFT,1813,,,,,,
,501,0,1,false,SHIFT,1813,,,,,,
,503,0,1,false,SHIFT,1982,,,,,,
,505,0,1,false,SHIFT,2001,,,,,,
,507,0,1,false,SHIFT,1953,,,,,,
,509,0,1,false,SHIFT,939,,,,,,
,511,0,1,true,SHIFT,940,,,,,,
,513,0,1,true,SHIFT,941,,,,,,
,515,0,1,true,SHIFT,942,,,,,,
,517,0,1,true,SHIFT,943,,,,,,
,519,0,1,true,SHIFT,1626,,,,,,
,521,0,1,false,SHIFT,1626,,,,,,
,523,0,1,true,SHIFT,1848,,,,,,
,525,0,1,true,SHIFT,1929,,,,,,
,527,0,1,false,SHIFT,1372,,,,,,
,529,0,1,false,SHIFT,1761,,,,,,
,531,0,1,false,SHIFT,1732,,,,,,
,533,0,1,true,SHIFT,294,,,,,,
,535,0,1,true,SHIFT,2072,,,,,,
,537,0,1,true,SHIFT,1065,,,,,,
,539,0,1,true,SHIFT,420,,,,,,
,541,0,1,true,SHIFT,381,,,,,,
,543,0,1,true,SHIFT,1705,,,,,,
,545,0,1,false,SHIFT,455,,,,,,
,547,0,1,true,SHIFT,250,,,,,,
,549,0,1,false,SHIFT,340,,,,,,
,551,0,1,true,SHIFT,1736,,,,,,
,553,0,1,true,SHIFT,1737,,,,,,
,555,0,1,true,SHIFT,1738,,,,,,
,557,0,1,true,SHIFT,450,,,,,,
,559,0,1,true,SHIFT,1704,,,,,,
,561,0,1,true,SHIFT,424,,,,,,
,563,0,1,true,SHIFT,426,,,,,,
,565,0,1,true,SHIFT,1799,,,,,,
,567,0,1,true,SHIFT,1800,,,,,,
,569,0,1,true,SHIFT,1802,,,,,,
,571,0,1,true,SHIFT,1804,,,,,,
,573,0,1,true,SHIFT,1728,,,,,,
,575,0,1,true,SHIFT,1744,,,,,,
,577,0,1,true,SHIFT,390,,,,,,
,579,0,1,true,SHIFT,391,,,,,,
,581,0,1,true,SHIFT,392,,,,,,
,583,0,1,true,SHIFT,1722,,,,,,
,585,0,1,true,SHIFT,1724,,,,,,
,587,0,1,true,SHIFT,343,,,,,,
,589,0,1,true,SHIFT,344,,,,,,
,591,0,1,true,SHIFT,345,,,,,,
,593,0,1,true,SHIFT,1654,,,,,,
,595,0,1,true,SHIFT,1670,,,,,,
,597,0,1,true,SHIFT,1671,,,,,,
,599,0,1,true,SHIFT,1703,,,,,,
,601,0,1,true,SHIFT,412,,,,,,
,603,0,1,false,SHIFT,417,,,,,,
,605,0,1,false,SHIFT,411,,,,,,
,607,0,1,true,REDUCE,sym_string,,248,,1,0,1
,609,0,1,false,REDUCE,sym_string,,248,,1,0,1
,611,0,1,true,REDUCE,sym__single_quoted_string,,115,,3,0,16
,613,0,1,false,REDUCE,sym__single_quoted_string,,115,,3,0,16
,615,0,1,true,REDUCE,sym__expression,,233,,1,0,0
,617,0,1,false,REDUCE,sym__expression,,233,,1,0,0
,619,0,1,false,SHIFT,257,,,,,,
,621,0,1,true,SHIFT,257,,,,,,
,623,0,1,true,REDUCE,sym_float,,123,,1,0,0
,625,0,1,false,REDUCE,sym_float,,123,,1,0,0
,627,0,1,false,SHIFT,372,,,,,,
,629,0,1,false,SHIFT,373,,,,,,
,631,0,1,true,REDUCE,sym__double_quoted_string,,116,,3,0,16
,633,0,1,false,REDUCE,sym__double_quoted_string,,116,,3,0,16
,635,0,1,true,REDUCE,sym__raw_string,,114,,2,0,2
,637,0,1,false,REDUCE,sym__raw_string,,114,,2,0,2
,639,0,1,true,REDUCE,aux_sym_call_arguments_repeat1,,135,,1,0,0
,641,0,1,true,REDUCE,sym__single_quoted_string,,115,,2,0,5
,643,0,1,false,REDUCE,sym__single_quoted_string,,115,,2,0,5
,645,0,1,true,REDUCE,sym__double_quoted_string,,116,,2,0,5
,647,0,1,false,REDUCE,sym__double_quoted_string,,116,,2,0,5
,649,0,1,true,REDUCE,sym__raw_string,,114,,3,0,9
,651,0,1,false,REDUCE,sym__raw_string,,114,,3,0,9
,653,0,1,false,SHIFT,252,,,,,,
,655,0,1,true,SHIFT,252,,,,,,
,657,0,1,false,SHIFT,399,,,,,,
,659,0,1,false,SHIFT,400,,,,,,
,661,0,1,false,SHIFT,285,,,,,,
,663,0,1,true,SHIFT,285,,,,,,
,665,0,1,false,SHIFT,406,,,,,,
,667,0,1,false,SHIFT,422,,,,,,
,669,0,1,false,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,671,0,1,true,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,673,0,2,true,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,673,1,2,true,SHIFT_REPEAT,317,,,,,,
,676,0,1,false,SHIFT,284,,,,,,
,678,0,1,true,SHIFT,284,,,,,,
,680,0,2,true,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,680,1,2,true,SHIFT_REPEAT,323,,,,,,
,683,0,1,false,SHIFT,437,,,,,,
,685,0,1,false,SHIFT,445,,,,,,
,687,0,1,false,SHIFT,311,,,,,,
,689,0,1,true,SHIFT,1817,,,,,,
,691,0,1,false,SHIFT,1817,,,,,,
,693,0,1,false,SHIFT,1986,,,,,,
,695,0,1,false,SHIFT,2004,,,,,,
,697,0,1,false,SHIFT,1957,,,,,,
,699,0,1,false,SHIFT,956,,,,,,
,701,0,1,true,SHIFT,957,,,,,,
,703,0,1,true,SHIFT,958,,,,,,
,705,0,1,true,SHIFT,959,,,,,,
,707,0,1,true,SHIFT,960,,,,,,
,709,0,1,true,SHIFT,330,,,,,,
,711,0,1,false,SHIFT,330,,,,,,
,713,0,1,false,SHIFT,189,,,,,,
,715,0,1,false,SHIFT,408,,,,,,
,717,0,1,true,SHIFT,1623,,,,,,
,719,0,1,true,SHIFT,1070,,,,,,
,721,0,1,true,SHIFT,384,,,,,,
,723,0,1,true,SHIFT,423,,,,,,
,725,0,1,false,REDUCE,sym_braced_expression,,93,,2,0,2
,727,0,1,true,REDUCE,sym_braced_expression,,93,,2,0,2
,729,0,1,true,SHIFT,347,,,,,,
,731,0,1,true,SHIFT,1743,,,,,,
,733,0,1,false,REDUCE,sym_namespace_operator,,108,,3,0,17
,735,0,1,true,REDUCE,sym_namespace_operator,,108,,3,0,17
,737,0,1,true,REDUCE,sym_extract_operator,,107,,4,0,27
,739,0,1,false,REDUCE,sym_extract_operator,,107,,4,0,27
,741,0,1,false,REDUCE,sym_extract_operator,,107,,3,0,17
,743,0,1,true,REDUCE,sym_extract_operator,,107,,3,0,17
,745,0,1,false,REDUCE,sym_call_arguments,,98,,2,0,2
,747,0,1,true,REDUCE,sym_call_arguments,,98,,2,0,2
,749,0,1,false,REDUCE,sym_subset_arguments,,99,,2,0,2
,751,0,1,true,REDUCE,sym_subset_arguments,,99,,2,0,2
,753,0,1,false,REDUCE,sym_subset2_arguments,,100,,2,0,2
,755,0,1,true,REDUCE,sym_subset2_arguments,,100,,2,0,2
,757,0,1,false,REDUCE,sym_parenthesized_expression,,263,,3,0,21
,759,0,1,true,REDUCE,sym_parenthesized_expression,,263,,3,0,21
,761,0,1,false,REDUCE,sym_braced_expression,,93,,3,0,22
,763,0,1,true,REDUCE,sym_braced_expression,,93,,3,0,22
,765,0,1,true,REDUCE,sym_call_arguments,,98,,3,0,29
,767,0,1,false,REDUCE,sym_call_arguments,,98,,3,0,29
,769,0,1,true,REDUCE,sym_call_arguments,,98,,3,0,30
,771,0,1,false,REDUCE,sym_call_arguments,,98,,3,0,30
,773,0,1,true,REDUCE,sym_subset_arguments,,99,,3,0,29
,775,0,1,false,REDUCE,sym_subset_arguments,,99,,3,0,29
,777,0,1,true,SHIFT,1746,,,,,,
,779,0,1,true,SHIFT,1787,,,,,,
,781,0,2,true,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,781,1,2,true,SHIFT_REPEAT,353,,,,,,
,784,0,1,true,REDUCE,sym_subset_arguments,,99,,3,0,30
,786,0,1,false,REDUCE,sym_subset_arguments,,99,,3,0,30
,788,0,1,true,REDUCE,sym_na,,120,,1,0,0
,790,0,1,false,REDUCE,sym_na,,120,,1,0,0
,792,0,1,true,REDUCE,sym_subset2_arguments,,100,,3,0,29
,794,0,1,false,REDUCE,sym_subset2_arguments,,100,,3,0,29
,796,0,1,true,REDUCE,sym_subset2_arguments,,100,,3,0,30
,798,0,1,false,REDUCE,sym_subset2_arguments,,100,,3,0,30
,800,0,1,true,REDUCE,sym_call_arguments,,98,,4,0,39
,802,0,1,false,REDUCE,sym_call_arguments,,98,,4,0,39
,804,0,1,true,REDUCE,sym_subset_arguments,,99,,4,0,39
,806,0,1,false,REDUCE,sym_subset_arguments,,99,,4,0,39
,808,0,1,false,REDUCE,sym_subset2_arguments,,100,,4,0,39
,810,0,1,true,REDUCE,sym_subset2_arguments,,100,,4,0,39
,812,0,1,false,REDUCE,sym_subset2,,97,,2,0,7
,814,0,1,true,REDUCE,sym_subset2,,97,,2,0,7
,816,0,1,true,REDUCE,sym_integer,,122,,2,0,0
,818,0,1,false,REDUCE,sym_integer,,122,,2,0,0
,820,0,1,true,REDUCE,sym_complex,,110,,2,0,0
,822,0,1,false,REDUCE,sym_complex,,110,,2,0,0
,824,0,1,true,REDUCE,sym_call,,207,,2,0,7
,826,0,1,false,REDUCE,sym_call,,207,,2,0,7
,828,0,1,true,REDUCE,sym_subset,,96,,2,0,7
,830,0,1,false,REDUCE,sym_subset,,96,,2,0,7
,832,0,1,true,SHIFT,397,,,,,,
,834,0,1,true,SHIFT,1674,,,,,,
,836,0,1,true,SHIFT,1707,,,,,,
,838,0,1,true,SHIFT,1760,,,,,,
,840,0,1,true,SHIFT,414,,,,,,
,842,0,1,true,SHIFT,413,,,,,,
,844,0,1,true,SHIFT,419,,,,,,
,846,0,1,true,SHIFT,1655,,,,,,
,848,0,1,true,SHIFT,1790,,,,,,
,850,0,1,true,SHIFT,1764,,,,,,
,852,0,1,true,SHIFT,377,,,,,,
,854,0,1,true,SHIFT,1695,,,,,,
,856,0,1,true,SHIFT,336,,,,,,
,858,0,1,true,SHIFT,1668,,,,,,
,860,0,1,true,SHIFT,1682,,,,,,
,862,0,2,true,REDUCE,aux_sym_function_definition_repeat1,,132,,2,0,0
,862,1,2,true,SHIFT_REPEAT,404,,,,,,
,865,0,1,true,REDUCE,sym_program,,138,,2,0,0
,867,0,1,false,SHIFT,318,,,,,,
,869,0,1,true,SHIFT,1816,,,,,,
,871,0,1,false,SHIFT,1816,,,,,,
,873,0,1,false,SHIFT,1881,,,,,,
,875,0,1,false,SHIFT,1983,,,,,,
,877,0,1,false,SHIFT,1904,,,,,,
,879,0,1,false,SHIFT,974,,,,,,
,881,0,1,true,SHIFT,485,,,,,,
,883,0,1,true,SHIFT,486,,,,,,
,885,0,1,true,SHIFT,489,,,,,,
,887,0,1,true,SHIFT,621,,,,,,
,889,0,1,true,SHIFT,316,,,,,,
,891,0,1,false,SHIFT,316,,,,,,
,893,0,1,false,SHIFT,225,,,,,,
,895,0,1,false,SHIFT,431,,,,,,
,897,0,1,true,SHIFT,425,,,,,,
,899,0,1,true,SHIFT,1058,,,,,,
,901,0,1,true,SHIFT,335,,,,,,
,903,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,903,1,2,false,SHIFT_REPEAT,311,,,,,,
,906,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,906,1,2,true,SHIFT_REPEAT,1817,,,,,,
,909,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,909,1,2,false,SHIFT_REPEAT,1817,,,,,,
,912,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,912,1,2,false,SHIFT_REPEAT,1986,,,,,,
,915,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,915,1,2,false,SHIFT_REPEAT,2004,,,,,,
,918,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,918,1,2,false,SHIFT_REPEAT,1957,,,,,,
,921,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,921,1,2,false,SHIFT_REPEAT,956,,,,,,
,924,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,924,1,2,true,SHIFT_REPEAT,957,,,,,,
,927,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,927,1,2,true,SHIFT_REPEAT,958,,,,,,
,930,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,930,1,2,true,SHIFT_REPEAT,959,,,,,,
,933,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,933,1,2,true,SHIFT_REPEAT,960,,,,,,
,936,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,936,1,2,true,SHIFT_REPEAT,330,,,,,,
,939,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,939,1,2,false,SHIFT_REPEAT,330,,,,,,
,942,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,942,1,2,true,SHIFT_REPEAT,1871,,,,,,
,945,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,945,1,2,true,SHIFT_REPEAT,1878,,,,,,
,948,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,948,1,2,false,SHIFT_REPEAT,189,,,,,,
,951,0,2,false,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,951,1,2,false,SHIFT_REPEAT,408,,,,,,
,954,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,954,1,2,true,SHIFT_REPEAT,1623,,,,,,
,957,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,957,1,2,true,SHIFT_REPEAT,2067,,,,,,
,960,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,960,1,2,true,SHIFT_REPEAT,1070,,,,,,
,963,0,2,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,963,1,2,true,SHIFT_REPEAT,384,,,,,,
,966,0,1,true,REDUCE,aux_sym_braced_expression_repeat1,,134,,2,0,23
,968,0,1,true,REDUCE,aux_sym_program_repeat1,,282,,2,0,0
,970,0,2,false,REDUCE,aux_sym_program_repeat1,,282,,2,0,0
,970,1,2,false,SHIFT_REPEAT,318,,,,,,
