language_id,canonical_semantic_id,status,supporting_atoms,operation
c,UASF_0065,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0066,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0067,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0068,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0069,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0070,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0071,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0072,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0073,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0074,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0075,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0076,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0077,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0078,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0079,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0080,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0081,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0082,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0083,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0084,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0085,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0086,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0087,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0088,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0089,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0090,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0091,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0092,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0093,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0094,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0095,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0096,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0097,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0098,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0099,ABSENT,EXTSEM_MODULE_SYSTEM,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0100,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0101,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0102,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0103,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0104,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0105,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0106,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0107,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0108,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0109,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0110,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0111,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0112,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0113,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0114,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0115,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0116,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0117,PRESENT,EXTSEM_MACROS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0118,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0119,PRESENT,EXTSEM_MACROS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0120,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0121,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0122,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0123,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0124,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0125,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0126,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0127,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0128,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0129,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0130,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0131,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0132,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0133,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0134,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0135,PRESENT,EXTSEM_MACROS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0136,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0137,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0138,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0139,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0140,ABSENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0141,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0142,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0143,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0144,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0145,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0146,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0147,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0148,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0149,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0150,PRESENT,EXTSEM_ATOMICS_MEMORY_MODEL,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0151,ABSENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0152,ABSENT,EXTSEM_CHANNELS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0153,PRESENT,EXTSEM_CONCURRENCY_PRIMITIVES,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0154,PRESENT,EXTSEM_ATOMICS_MEMORY_MODEL,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0155,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0156,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0157,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0158,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0159,ABSENT,EXTSEM_ITERATORS_GENERATORS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0160,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0161,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0162,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0163,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0164,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0165,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0166,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0167,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0168,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0169,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0170,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0171,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0172,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0173,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0174,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0175,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0176,ABSENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0177,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0178,ABSENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0179,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0180,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0181,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0182,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0183,ABSENT,EXTSEM_EXCEPTIONS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0184,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0185,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0186,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0187,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0188,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0189,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0190,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0191,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0192,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0193,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0194,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0195,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0196,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0197,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0198,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0199,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0200,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0201,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0202,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0203,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0204,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0205,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0206,ABSENT,EXTSEM_SUM_VARIANTS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0207,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0208,ABSENT,EXTSEM_TYPE_LEVEL_NULL_SAFETY,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0209,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0210,ABSENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0211,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0212,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0213,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0214,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0215,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0216,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0217,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0218,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0219,ABSENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0220,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0221,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0222,ABSENT,EXTSEM_ASYNC_AWAIT,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0223,ABSENT,EXTSEM_ITERATORS_GENERATORS,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0224,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0225,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0226,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0227,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0228,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0229,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0230,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0231,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0232,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0233,ABSENT,EXTSEM_PATTERN_MATCHING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0234,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0235,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0236,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0237,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0238,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0239,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0240,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0241,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0242,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0243,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0244,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0245,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0246,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0247,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0248,ABSENT,EXTSEM_OWNERSHIP_BORROWING,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0249,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0250,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0251,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0252,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0253,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0254,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0255,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0256,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0257,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0258,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0259,ABSENT,EXTSEM_RUNTIME_REFLECTION,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0260,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0261,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0262,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0263,PRESENT,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0264,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0265,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0266,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0267,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0268,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0269,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0270,UNRESOLVED,,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
c,UASF_0271,PRESENT,EXTSEM_EXPLICIT_POINTER_REFERENCE,M_LANGUAGE_EXTSEM × M_EXTSEM_UASF
