language_id,language_name,atom_id,known,value,status
cpp,C++,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
cpp,C++,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
cpp,C++,EXTSEM_GARBAGE_COLLECTION,1,0,ABSENT
cpp,C++,EXTSEM_GENERICS,1,1,PRESENT
cpp,C++,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
cpp,C++,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
cpp,C++,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,0,ABSENT
cpp,C++,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
cpp,C++,EXTSEM_MACROS,1,1,PRESENT
cpp,C++,EXTSEM_MANUAL_MEMORY,1,1,PRESENT
cpp,C++,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
cpp,C++,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
cpp,C++,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
cpp,C++,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
cpp,C++,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
cpp,C++,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
cpp,C++,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
cpp,C++,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,1,1,PRESENT
cpp,C++,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
cpp,C++,EXTSEM_PATTERN_MATCHING,1,0,ABSENT
cpp,C++,EXTSEM_RAII_DESTRUCTORS,1,1,PRESENT
cpp,C++,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
cpp,C++,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
cpp,C++,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
cpp,C++,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
cpp,C++,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
cpp,C++,EXTSEM_STATIC_TYPING,1,1,PRESENT
cpp,C++,EXTSEM_STRUCTURAL_CONFORMANCE,1,1,PRESENT
cpp,C++,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,0,0,UNRESOLVED
cpp,C++,EXTSEM_STRUCTURED_CLEANUP,0,0,UNRESOLVED
cpp,C++,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
cpp,C++,EXTSEM_SUM_VARIANTS,1,0,ABSENT
cpp,C++,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
cpp,C++,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
cpp,C++,EXTSEM_UNDEFINED_BEHAVIOR,1,1,PRESENT
cpp,C++,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
cpp,C++,EXTSEM_VALUE_TYPES,1,1,PRESENT
csharp,C#,EXTSEM_ACTORS,1,0,ABSENT
csharp,C#,EXTSEM_ASYNC_AWAIT,1,1,PRESENT
csharp,C#,EXTSEM_ATOMICS_MEMORY_MODEL,1,1,PRESENT
csharp,C#,EXTSEM_BYREF_PARAMETER_FORM,1,1,PRESENT
csharp,C#,EXTSEM_CHANNELS,1,0,ABSENT
csharp,C#,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
csharp,C#,EXTSEM_CLOSURES,1,1,PRESENT
csharp,C#,EXTSEM_COMPILETIME_META,0,0,UNRESOLVED
csharp,C#,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
csharp,C#,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
csharp,C#,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
csharp,C#,EXTSEM_EXCEPTIONS,1,1,PRESENT
csharp,C#,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
csharp,C#,EXTSEM_FFI,1,1,PRESENT
csharp,C#,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
csharp,C#,EXTSEM_FLOW_SENSITIVE_TYPING,1,1,PRESENT
csharp,C#,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
csharp,C#,EXTSEM_GENERICS,1,1,PRESENT
csharp,C#,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
csharp,C#,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
csharp,C#,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
csharp,C#,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
csharp,C#,EXTSEM_MACROS,1,0,ABSENT
csharp,C#,EXTSEM_MANUAL_MEMORY,0,0,UNRESOLVED
csharp,C#,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
csharp,C#,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
csharp,C#,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
csharp,C#,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
csharp,C#,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
csharp,C#,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
csharp,C#,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
csharp,C#,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
csharp,C#,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
csharp,C#,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
csharp,C#,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
csharp,C#,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
csharp,C#,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
csharp,C#,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
csharp,C#,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
csharp,C#,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
csharp,C#,EXTSEM_STATIC_TYPING,1,1,PRESENT
csharp,C#,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
csharp,C#,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,0,0,UNRESOLVED
csharp,C#,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
csharp,C#,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
csharp,C#,EXTSEM_SUM_VARIANTS,1,0,ABSENT
csharp,C#,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
csharp,C#,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,1,PRESENT
csharp,C#,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
csharp,C#,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
csharp,C#,EXTSEM_VALUE_TYPES,1,1,PRESENT
go,Go,EXTSEM_ACTORS,1,0,ABSENT
go,Go,EXTSEM_ASYNC_AWAIT,1,0,ABSENT
go,Go,EXTSEM_ATOMICS_MEMORY_MODEL,1,1,PRESENT
go,Go,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
go,Go,EXTSEM_CHANNELS,1,1,PRESENT
go,Go,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
go,Go,EXTSEM_CLOSURES,1,1,PRESENT
go,Go,EXTSEM_COMPILETIME_META,1,0,ABSENT
go,Go,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
go,Go,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
go,Go,EXTSEM_ERROR_VALUES_UNIONS,1,1,PRESENT
go,Go,EXTSEM_EXCEPTIONS,1,0,ABSENT
go,Go,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,1,PRESENT
go,Go,EXTSEM_FFI,1,1,PRESENT
go,Go,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
go,Go,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
go,Go,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
go,Go,EXTSEM_GENERICS,1,1,PRESENT
go,Go,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
go,Go,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
go,Go,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,0,ABSENT
go,Go,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
go,Go,EXTSEM_MACROS,1,0,ABSENT
go,Go,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
go,Go,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
go,Go,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
go,Go,EXTSEM_NOMINAL_INHERITANCE,1,0,ABSENT
go,Go,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
go,Go,EXTSEM_OPERATOR_OVERLOADING,1,0,ABSENT
go,Go,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
go,Go,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
go,Go,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,1,1,PRESENT
go,Go,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
go,Go,EXTSEM_PATTERN_MATCHING,1,0,ABSENT
go,Go,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
go,Go,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
go,Go,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
go,Go,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
go,Go,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
go,Go,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
go,Go,EXTSEM_STATIC_TYPING,1,1,PRESENT
go,Go,EXTSEM_STRUCTURAL_CONFORMANCE,1,1,PRESENT
go,Go,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,1,PRESENT
go,Go,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
go,Go,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
go,Go,EXTSEM_SUM_VARIANTS,1,0,ABSENT
go,Go,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
go,Go,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
go,Go,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
go,Go,EXTSEM_UNSAFE_ESCAPE,1,1,PRESENT
go,Go,EXTSEM_VALUE_TYPES,1,1,PRESENT
java,Java,EXTSEM_ACTORS,1,0,ABSENT
java,Java,EXTSEM_ASYNC_AWAIT,1,0,ABSENT
java,Java,EXTSEM_ATOMICS_MEMORY_MODEL,1,1,PRESENT
java,Java,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
java,Java,EXTSEM_CHANNELS,1,0,ABSENT
java,Java,EXTSEM_CHECKED_ERROR_EFFECT,1,1,PRESENT
java,Java,EXTSEM_CLOSURES,1,1,PRESENT
java,Java,EXTSEM_COMPILETIME_META,1,0,ABSENT
java,Java,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
java,Java,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
java,Java,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
java,Java,EXTSEM_EXCEPTIONS,1,1,PRESENT
java,Java,EXTSEM_EXPLICIT_POINTER_REFERENCE,1,0,ABSENT
java,Java,EXTSEM_FFI,1,1,PRESENT
java,Java,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
java,Java,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
java,Java,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
java,Java,EXTSEM_GENERICS,1,1,PRESENT
java,Java,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
java,Java,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
java,Java,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
java,Java,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
java,Java,EXTSEM_MACROS,1,0,ABSENT
java,Java,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
java,Java,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
java,Java,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
java,Java,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
java,Java,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
java,Java,EXTSEM_OPERATOR_OVERLOADING,1,0,ABSENT
java,Java,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
java,Java,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
java,Java,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
java,Java,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
java,Java,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
java,Java,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
java,Java,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
java,Java,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
java,Java,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
java,Java,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
java,Java,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
java,Java,EXTSEM_STATIC_TYPING,1,1,PRESENT
java,Java,EXTSEM_STRUCTURAL_CONFORMANCE,1,0,ABSENT
java,Java,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,0,ABSENT
java,Java,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
java,Java,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
java,Java,EXTSEM_SUM_VARIANTS,1,0,ABSENT
java,Java,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
java,Java,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
java,Java,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
java,Java,EXTSEM_UNSAFE_ESCAPE,1,0,ABSENT
java,Java,EXTSEM_VALUE_TYPES,1,1,PRESENT
julia,Julia,EXTSEM_ACTORS,1,0,ABSENT
julia,Julia,EXTSEM_ASYNC_AWAIT,1,0,ABSENT
julia,Julia,EXTSEM_ATOMICS_MEMORY_MODEL,0,0,UNRESOLVED
julia,Julia,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
julia,Julia,EXTSEM_CHANNELS,1,1,PRESENT
julia,Julia,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
julia,Julia,EXTSEM_CLOSURES,1,1,PRESENT
julia,Julia,EXTSEM_COMPILETIME_META,1,1,PRESENT
julia,Julia,EXTSEM_CONCURRENCY_PRIMITIVES,1,1,PRESENT
julia,Julia,EXTSEM_DYNAMIC_TYPING,1,1,PRESENT
julia,Julia,EXTSEM_ERROR_VALUES_UNIONS,0,0,UNRESOLVED
julia,Julia,EXTSEM_EXCEPTIONS,1,1,PRESENT
julia,Julia,EXTSEM_EXPLICIT_POINTER_REFERENCE,0,0,UNRESOLVED
julia,Julia,EXTSEM_FFI,1,1,PRESENT
julia,Julia,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
julia,Julia,EXTSEM_FLOW_SENSITIVE_TYPING,0,0,UNRESOLVED
julia,Julia,EXTSEM_GARBAGE_COLLECTION,1,1,PRESENT
julia,Julia,EXTSEM_GENERICS,1,1,PRESENT
julia,Julia,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
julia,Julia,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
julia,Julia,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,0,0,UNRESOLVED
julia,Julia,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
julia,Julia,EXTSEM_MACROS,1,1,PRESENT
julia,Julia,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
julia,Julia,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
julia,Julia,EXTSEM_MULTIPLE_DISPATCH,1,1,PRESENT
julia,Julia,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
julia,Julia,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
julia,Julia,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
julia,Julia,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
julia,Julia,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
julia,Julia,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
julia,Julia,EXTSEM_PASS_BY_VALUE_CORE,1,0,ABSENT
julia,Julia,EXTSEM_PATTERN_MATCHING,1,0,ABSENT
julia,Julia,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
julia,Julia,EXTSEM_REFERENCE_COUNTING,1,0,ABSENT
julia,Julia,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
julia,Julia,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
julia,Julia,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
julia,Julia,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,0,ABSENT
julia,Julia,EXTSEM_STATIC_TYPING,1,0,ABSENT
julia,Julia,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
julia,Julia,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,0,ABSENT
julia,Julia,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
julia,Julia,EXTSEM_STRUCTURED_CONCURRENCY,1,0,ABSENT
julia,Julia,EXTSEM_SUM_VARIANTS,0,0,UNRESOLVED
julia,Julia,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
julia,Julia,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,0,ABSENT
julia,Julia,EXTSEM_UNDEFINED_BEHAVIOR,0,0,UNRESOLVED
julia,Julia,EXTSEM_UNSAFE_ESCAPE,0,0,UNRESOLVED
julia,Julia,EXTSEM_VALUE_TYPES,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_ACTORS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_ASYNC_AWAIT,1,1,PRESENT
kotlin,Kotlin,EXTSEM_ATOMICS_MEMORY_MODEL,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_BYREF_PARAMETER_FORM,1,0,ABSENT
kotlin,Kotlin,EXTSEM_CHANNELS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_CHECKED_ERROR_EFFECT,1,0,ABSENT
kotlin,Kotlin,EXTSEM_CLOSURES,1,1,PRESENT
kotlin,Kotlin,EXTSEM_COMPILETIME_META,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_CONCURRENCY_PRIMITIVES,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_DYNAMIC_TYPING,1,0,ABSENT
kotlin,Kotlin,EXTSEM_ERROR_VALUES_UNIONS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_EXCEPTIONS,1,1,PRESENT
kotlin,Kotlin,EXTSEM_EXPLICIT_POINTER_REFERENCE,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_FFI,1,1,PRESENT
kotlin,Kotlin,EXTSEM_FIRST_CLASS_FUNCTIONS,1,1,PRESENT
kotlin,Kotlin,EXTSEM_FLOW_SENSITIVE_TYPING,1,1,PRESENT
kotlin,Kotlin,EXTSEM_GARBAGE_COLLECTION,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_GENERICS,1,1,PRESENT
kotlin,Kotlin,EXTSEM_ITERATORS_GENERATORS,1,1,PRESENT
kotlin,Kotlin,EXTSEM_LAZY_ARGUMENTS,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_LEFT_TO_RIGHT_GENERAL_EVAL,1,1,PRESENT
kotlin,Kotlin,EXTSEM_LEXICAL_SCOPING,1,1,PRESENT
kotlin,Kotlin,EXTSEM_MACROS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_MANUAL_MEMORY,1,0,ABSENT
kotlin,Kotlin,EXTSEM_MODULE_SYSTEM,1,1,PRESENT
kotlin,Kotlin,EXTSEM_MULTIPLE_DISPATCH,1,0,ABSENT
kotlin,Kotlin,EXTSEM_NOMINAL_INHERITANCE,1,1,PRESENT
kotlin,Kotlin,EXTSEM_NOMINAL_TYPE_IDENTITY,1,1,PRESENT
kotlin,Kotlin,EXTSEM_OPERATOR_OVERLOADING,1,1,PRESENT
kotlin,Kotlin,EXTSEM_OWNERSHIP_BORROWING,1,0,ABSENT
kotlin,Kotlin,EXTSEM_PARAMETRIC_POLYMORPHISM,1,1,PRESENT
kotlin,Kotlin,EXTSEM_PARTIAL_UNSPECIFIED_EVAL,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_PASS_BY_VALUE_CORE,1,1,PRESENT
kotlin,Kotlin,EXTSEM_PATTERN_MATCHING,1,1,PRESENT
kotlin,Kotlin,EXTSEM_RAII_DESTRUCTORS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_REFERENCE_COUNTING,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_REFERENCE_TYPES,1,1,PRESENT
kotlin,Kotlin,EXTSEM_RUNTIME_REFLECTION,1,1,PRESENT
kotlin,Kotlin,EXTSEM_SHORT_CIRCUIT_BOOL,1,1,PRESENT
kotlin,Kotlin,EXTSEM_SINGLE_RECEIVER_DYNAMIC_DISPATCH,1,1,PRESENT
kotlin,Kotlin,EXTSEM_STATIC_TYPING,1,1,PRESENT
kotlin,Kotlin,EXTSEM_STRUCTURAL_CONFORMANCE,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_STRUCTURAL_INTERFACE_CONFORMANCE,1,0,ABSENT
kotlin,Kotlin,EXTSEM_STRUCTURED_CLEANUP,1,1,PRESENT
kotlin,Kotlin,EXTSEM_STRUCTURED_CONCURRENCY,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_SUM_VARIANTS,1,0,ABSENT
kotlin,Kotlin,EXTSEM_TYPE_INFERENCE,1,1,PRESENT
kotlin,Kotlin,EXTSEM_TYPE_LEVEL_NULL_SAFETY,1,1,PRESENT
kotlin,Kotlin,EXTSEM_UNDEFINED_BEHAVIOR,1,0,ABSENT
kotlin,Kotlin,EXTSEM_UNSAFE_ESCAPE,0,0,UNRESOLVED
kotlin,Kotlin,EXTSEM_VALUE_TYPES,0,0,UNRESOLVED
nim,Nim,EXTSEM_ACTORS,1,0,ABSENT
nim,Nim,EXTSEM_ASYNC_AWAIT,0,0,UNRESOLVED
nim,Nim,EXTSEM_ATOMICS_MEMORY_MODEL,0,0,UNRESOLVED
nim,Nim,EXTSEM_BYREF_PARAMETER_FORM,1,1,PRESENT
