language_id,canonical_semantic_id,present,evidence_basis
c,UASF_0118,1,proof_compression_67bit
c,UASF_0119,1,proof_compression_67bit
c,UASF_0120,1,proof_compression_67bit
c,UASF_0121,1,proof_compression_67bit
c,UASF_0122,1,proof_compression_67bit
c,UASF_0123,0,proof_compression_67bit
c,UASF_0124,0,proof_compression_67bit
c,UASF_0125,0,proof_compression_67bit
c,UASF_0126,0,proof_compression_67bit
c,UASF_0127,0,proof_compression_67bit
c,UASF_0128,0,proof_compression_67bit
c,UASF_0129,0,proof_compression_67bit
c,UASF_0130,0,proof_compression_67bit
c,UASF_0131,0,proof_compression_67bit
c,UASF_0132,0,proof_compression_67bit
c,UASF_0133,1,proof_compression_67bit
c,UASF_0134,1,proof_compression_67bit
c,UASF_0135,1,proof_compression_67bit
c,UASF_0136,0,proof_compression_67bit
c,UASF_0137,1,proof_compression_67bit
c,UASF_0138,0,proof_compression_67bit
c,UASF_0139,0,proof_compression_67bit
c,UASF_0140,0,proof_compression_67bit
c,UASF_0141,0,proof_compression_67bit
c,UASF_0142,0,proof_compression_67bit
c,UASF_0143,0,proof_compression_67bit
c,UASF_0144,0,proof_compression_67bit
c,UASF_0145,0,proof_compression_67bit
c,UASF_0146,0,proof_compression_67bit
c,UASF_0147,0,proof_compression_67bit
c,UASF_0148,0,proof_compression_67bit
c,UASF_0149,0,proof_compression_67bit
c,UASF_0150,1,proof_compression_67bit
c,UASF_0151,1,proof_compression_67bit
c,UASF_0152,1,proof_compression_67bit
c,UASF_0153,1,proof_compression_67bit
c,UASF_0154,1,proof_compression_67bit
c,UASF_0155,1,proof_compression_67bit
c,UASF_0156,1,proof_compression_67bit
c,UASF_0157,0,proof_compression_67bit
c,UASF_0158,1,proof_compression_67bit
c,UASF_0159,1,proof_compression_67bit
c,UASF_0160,1,proof_compression_67bit
c,UASF_0161,0,proof_compression_67bit
c,UASF_0162,0,proof_compression_67bit
c,UASF_0163,0,proof_compression_67bit
c,UASF_0164,0,proof_compression_67bit
c,UASF_0165,0,proof_compression_67bit
c,UASF_0166,0,proof_compression_67bit
c,UASF_0167,0,proof_compression_67bit
c,UASF_0168,0,proof_compression_67bit
c,UASF_0169,0,proof_compression_67bit
c,UASF_0170,0,proof_compression_67bit
c,UASF_0171,0,proof_compression_67bit
c,UASF_0172,0,proof_compression_67bit
c,UASF_0173,0,proof_compression_67bit
c,UASF_0174,0,proof_compression_67bit
c,UASF_0175,0,proof_compression_67bit
c,UASF_0176,0,proof_compression_67bit
c,UASF_0177,0,proof_compression_67bit
c,UASF_0178,1,proof_compression_67bit
c,UASF_0179,0,proof_compression_67bit
c,UASF_0180,0,proof_compression_67bit
c,UASF_0181,0,proof_compression_67bit
c,UASF_0182,0,proof_compression_67bit
c,UASF_0183,1,proof_compression_67bit
c,UASF_0184,0,proof_compression_67bit
c,UASF_0185,0,proof_compression_67bit
c,UASF_0186,0,proof_compression_67bit
c,UASF_0187,0,proof_compression_67bit
c,UASF_0188,0,proof_compression_67bit
c,UASF_0189,0,proof_compression_67bit
c,UASF_0190,0,proof_compression_67bit
c,UASF_0191,0,proof_compression_67bit
c,UASF_0192,0,proof_compression_67bit
c,UASF_0193,1,proof_compression_67bit
c,UASF_0194,1,proof_compression_67bit
c,UASF_0195,0,proof_compression_67bit
c,UASF_0196,0,proof_compression_67bit
c,UASF_0197,0,proof_compression_67bit
c,UASF_0198,1,proof_compression_67bit
c,UASF_0199,1,proof_compression_67bit
c,UASF_0200,1,proof_compression_67bit
c,UASF_0201,0,proof_compression_67bit
c,UASF_0202,0,proof_compression_67bit
c,UASF_0203,1,proof_compression_67bit
c,UASF_0204,1,proof_compression_67bit
c,UASF_0205,1,proof_compression_67bit
c,UASF_0206,1,proof_compression_67bit
c,UASF_0207,1,proof_compression_67bit
c,UASF_0208,1,proof_compression_67bit
c,UASF_0209,0,proof_compression_67bit
c,UASF_0210,1,proof_compression_67bit
c,UASF_0211,0,proof_compression_67bit
c,UASF_0212,0,proof_compression_67bit
c,UASF_0213,0,proof_compression_67bit
c,UASF_0214,0,proof_compression_67bit
c,UASF_0215,0,proof_compression_67bit
c,UASF_0216,0,proof_compression_67bit
c,UASF_0217,0,proof_compression_67bit
c,UASF_0218,0,proof_compression_67bit
c,UASF_0219,0,proof_compression_67bit
c,UASF_0220,0,proof_compression_67bit
c,UASF_0221,0,proof_compression_67bit
c,UASF_0222,1,proof_compression_67bit
c,UASF_0223,1,proof_compression_67bit
c,UASF_0224,0,proof_compression_67bit
c,UASF_0225,0,proof_compression_67bit
c,UASF_0226,1,proof_compression_67bit
c,UASF_0227,0,proof_compression_67bit
c,UASF_0228,0,proof_compression_67bit
c,UASF_0229,0,proof_compression_67bit
c,UASF_0230,0,proof_compression_67bit
c,UASF_0231,0,proof_compression_67bit
c,UASF_0232,0,proof_compression_67bit
c,UASF_0233,0,proof_compression_67bit
c,UASF_0234,0,proof_compression_67bit
c,UASF_0235,0,proof_compression_67bit
c,UASF_0236,0,proof_compression_67bit
c,UASF_0237,0,proof_compression_67bit
c,UASF_0238,0,proof_compression_67bit
c,UASF_0239,0,proof_compression_67bit
c,UASF_0240,0,proof_compression_67bit
c,UASF_0241,0,proof_compression_67bit
c,UASF_0242,0,proof_compression_67bit
c,UASF_0243,0,proof_compression_67bit
c,UASF_0244,0,proof_compression_67bit
c,UASF_0245,0,proof_compression_67bit
c,UASF_0246,1,proof_compression_67bit
c,UASF_0247,0,proof_compression_67bit
c,UASF_0248,0,proof_compression_67bit
c,UASF_0249,1,proof_compression_67bit
c,UASF_0250,0,proof_compression_67bit
c,UASF_0251,0,proof_compression_67bit
c,UASF_0252,0,proof_compression_67bit
c,UASF_0253,0,proof_compression_67bit
c,UASF_0254,1,proof_compression_67bit
c,UASF_0255,1,proof_compression_67bit
c,UASF_0256,1,proof_compression_67bit
c,UASF_0257,1,proof_compression_67bit
c,UASF_0258,1,proof_compression_67bit
c,UASF_0259,1,proof_compression_67bit
c,UASF_0260,0,proof_compression_67bit
c,UASF_0261,1,proof_compression_67bit
c,UASF_0262,1,proof_compression_67bit
c,UASF_0263,1,proof_compression_67bit
c,UASF_0264,1,proof_compression_67bit
c,UASF_0265,1,proof_compression_67bit
c,UASF_0266,1,proof_compression_67bit
c,UASF_0267,1,proof_compression_67bit
c,UASF_0268,1,proof_compression_67bit
c,UASF_0269,1,proof_compression_67bit
c,UASF_0270,1,proof_compression_67bit
c,UASF_0271,1,proof_compression_67bit
c,UASF_0272,1,proof_compression_67bit
c,UASF_0273,1,proof_compression_67bit
c,UASF_0274,1,proof_compression_67bit
c,UASF_0275,1,proof_compression_67bit
c,UASF_0276,1,proof_compression_67bit
c,UASF_0277,0,proof_compression_67bit
c,UASF_0278,0,proof_compression_67bit
c,UASF_0279,0,proof_compression_67bit
c,UASF_0280,0,proof_compression_67bit
c,UASF_0281,0,proof_compression_67bit
c,UASF_0282,1,proof_compression_67bit
c,UASF_0283,0,proof_compression_67bit
c,UASF_0284,1,proof_compression_67bit
c,UASF_0285,0,proof_compression_67bit
c,UASF_0286,0,proof_compression_67bit
c,UASF_0287,0,proof_compression_67bit
c,UASF_0288,0,proof_compression_67bit
c,UASF_0289,0,proof_compression_67bit
c,UASF_0290,1,proof_compression_67bit
c,UASF_0291,0,proof_compression_67bit
c,UASF_0292,1,proof_compression_67bit
c,UASF_0293,1,proof_compression_67bit
c,UASF_0294,0,proof_compression_67bit
c,UASF_0295,0,proof_compression_67bit
c,UASF_0296,1,proof_compression_67bit
c,UASF_0297,0,proof_compression_67bit
c,UASF_0298,0,proof_compression_67bit
c,UASF_0299,0,proof_compression_67bit
c,UASF_0300,0,proof_compression_67bit
c,UASF_0301,1,proof_compression_67bit
c,UASF_0302,1,proof_compression_67bit
c,UASF_0303,1,proof_compression_67bit
c,UASF_0304,0,proof_compression_67bit
c,UASF_0305,1,proof_compression_67bit
c,UASF_0306,1,proof_compression_67bit
c,UASF_0307,1,proof_compression_67bit
c,UASF_0308,1,proof_compression_67bit
c,UASF_0309,1,proof_compression_67bit
c,UASF_0310,1,proof_compression_67bit
c,UASF_0311,1,proof_compression_67bit
c,UASF_0312,0,proof_compression_67bit
c,UASF_0313,1,proof_compression_67bit
c,UASF_0314,0,proof_compression_67bit
c,UASF_0315,0,proof_compression_67bit
c,UASF_0316,1,proof_compression_67bit
c,UASF_0317,1,proof_compression_67bit
c,UASF_0318,1,proof_compression_67bit
c,UASF_0319,1,proof_compression_67bit
c,UASF_0320,1,proof_compression_67bit
c,UASF_0321,1,proof_compression_67bit
c,UASF_0322,1,proof_compression_67bit
c,UASF_0323,0,proof_compression_67bit
c,UASF_0324,0,proof_compression_67bit
c,UASF_0325,0,proof_compression_67bit
c,UASF_0326,0,proof_compression_67bit
c,UASF_0327,0,proof_compression_67bit
c,UASF_0328,1,proof_compression_67bit
c,UASF_0329,1,proof_compression_67bit
c,UASF_0330,0,proof_compression_67bit
c,UASF_0331,0,proof_compression_67bit
c,UASF_0332,1,proof_compression_67bit
c,UASF_0333,1,proof_compression_67bit
c,UASF_0334,0,proof_compression_67bit
cpp,UASF_0001,1,proof_compression_67bit
cpp,UASF_0002,0,proof_compression_67bit
cpp,UASF_0003,0,proof_compression_67bit
cpp,UASF_0004,0,proof_compression_67bit
cpp,UASF_0005,0,proof_compression_67bit
cpp,UASF_0006,1,proof_compression_67bit
cpp,UASF_0007,0,proof_compression_67bit
cpp,UASF_0008,0,proof_compression_67bit
cpp,UASF_0009,0,proof_compression_67bit
cpp,UASF_0010,0,proof_compression_67bit
cpp,UASF_0011,0,proof_compression_67bit
cpp,UASF_0012,0,proof_compression_67bit
cpp,UASF_0013,0,proof_compression_67bit
cpp,UASF_0014,0,proof_compression_67bit
cpp,UASF_0015,0,proof_compression_67bit
cpp,UASF_0016,1,proof_compression_67bit
cpp,UASF_0017,0,proof_compression_67bit
cpp,UASF_0018,0,proof_compression_67bit
cpp,UASF_0019,0,proof_compression_67bit
cpp,UASF_0020,0,proof_compression_67bit
cpp,UASF_0021,0,proof_compression_67bit
cpp,UASF_0022,1,proof_compression_67bit
cpp,UASF_0023,1,proof_compression_67bit
cpp,UASF_0024,1,proof_compression_67bit
cpp,UASF_0025,1,proof_compression_67bit
cpp,UASF_0026,1,proof_compression_67bit
cpp,UASF_0027,0,proof_compression_67bit
cpp,UASF_0028,0,proof_compression_67bit
cpp,UASF_0029,0,proof_compression_67bit
cpp,UASF_0030,0,proof_compression_67bit
cpp,UASF_0031,1,proof_compression_67bit
cpp,UASF_0032,1,proof_compression_67bit
cpp,UASF_0033,0,proof_compression_67bit
cpp,UASF_0034,1,proof_compression_67bit
cpp,UASF_0035,1,proof_compression_67bit
cpp,UASF_0036,1,proof_compression_67bit
cpp,UASF_0037,1,proof_compression_67bit
cpp,UASF_0038,1,proof_compression_67bit
cpp,UASF_0039,1,proof_compression_67bit
cpp,UASF_0040,1,proof_compression_67bit
cpp,UASF_0041,0,proof_compression_67bit
cpp,UASF_0042,0,proof_compression_67bit
cpp,UASF_0043,0,proof_compression_67bit
cpp,UASF_0044,0,proof_compression_67bit
cpp,UASF_0045,0,proof_compression_67bit
cpp,UASF_0046,0,proof_compression_67bit
cpp,UASF_0047,1,proof_compression_67bit
cpp,UASF_0048,1,proof_compression_67bit
cpp,UASF_0049,1,proof_compression_67bit
cpp,UASF_0050,1,proof_compression_67bit
cpp,UASF_0051,1,proof_compression_67bit
cpp,UASF_0052,0,proof_compression_67bit
cpp,UASF_0053,0,proof_compression_67bit
cpp,UASF_0054,0,proof_compression_67bit
cpp,UASF_0055,0,proof_compression_67bit
cpp,UASF_0056,0,proof_compression_67bit
cpp,UASF_0057,0,proof_compression_67bit
cpp,UASF_0058,0,proof_compression_67bit
cpp,UASF_0059,0,proof_compression_67bit
cpp,UASF_0060,0,proof_compression_67bit
cpp,UASF_0061,0,proof_compression_67bit
cpp,UASF_0062,0,proof_compression_67bit
cpp,UASF_0063,0,proof_compression_67bit
cpp,UASF_0064,0,proof_compression_67bit
cpp,UASF_0065,0,proof_compression_67bit
cpp,UASF_0066,0,proof_compression_67bit
cpp,UASF_0067,0,proof_compression_67bit
cpp,UASF_0068,0,proof_compression_67bit
cpp,UASF_0069,0,proof_compression_67bit
cpp,UASF_0070,0,proof_compression_67bit
cpp,UASF_0071,0,proof_compression_67bit
cpp,UASF_0072,0,proof_compression_67bit
cpp,UASF_0073,0,proof_compression_67bit
cpp,UASF_0074,0,proof_compression_67bit
cpp,UASF_0075,0,proof_compression_67bit
cpp,UASF_0076,0,proof_compression_67bit
cpp,UASF_0077,0,proof_compression_67bit
cpp,UASF_0078,0,proof_compression_67bit
cpp,UASF_0079,0,proof_compression_67bit
cpp,UASF_0080,0,proof_compression_67bit
cpp,UASF_0081,0,proof_compression_67bit
cpp,UASF_0082,0,proof_compression_67bit
cpp,UASF_0083,0,proof_compression_67bit
cpp,UASF_0084,1,proof_compression_67bit
cpp,UASF_0085,0,proof_compression_67bit
cpp,UASF_0086,0,proof_compression_67bit
cpp,UASF_0087,1,proof_compression_67bit
cpp,UASF_0088,0,proof_compression_67bit
cpp,UASF_0089,0,proof_compression_67bit
cpp,UASF_0090,0,proof_compression_67bit
cpp,UASF_0091,1,proof_compression_67bit
cpp,UASF_0092,0,proof_compression_67bit
cpp,UASF_0093,0,proof_compression_67bit
cpp,UASF_0094,0,proof_compression_67bit
cpp,UASF_0095,0,proof_compression_67bit
cpp,UASF_0096,0,proof_compression_67bit
cpp,UASF_0097,0,proof_compression_67bit
cpp,UASF_0098,0,proof_compression_67bit
cpp,UASF_0099,0,proof_compression_67bit
cpp,UASF_0100,0,proof_compression_67bit
cpp,UASF_0101,0,proof_compression_67bit
cpp,UASF_0102,0,proof_compression_67bit
cpp,UASF_0103,0,proof_compression_67bit
cpp,UASF_0104,0,proof_compression_67bit
cpp,UASF_0105,0,proof_compression_67bit
cpp,UASF_0106,1,proof_compression_67bit
cpp,UASF_0107,1,proof_compression_67bit
cpp,UASF_0108,1,proof_compression_67bit
cpp,UASF_0109,0,proof_compression_67bit
cpp,UASF_0110,0,proof_compression_67bit
cpp,UASF_0111,0,proof_compression_67bit
cpp,UASF_0112,0,proof_compression_67bit
cpp,UASF_0113,0,proof_compression_67bit
cpp,UASF_0114,0,proof_compression_67bit
cpp,UASF_0115,0,proof_compression_67bit
cpp,UASF_0116,0,proof_compression_67bit
cpp,UASF_0117,0,proof_compression_67bit
cpp,UASF_0118,1,proof_compression_67bit
cpp,UASF_0119,1,proof_compression_67bit
cpp,UASF_0120,1,proof_compression_67bit
cpp,UASF_0121,1,proof_compression_67bit
cpp,UASF_0122,1,proof_compression_67bit
cpp,UASF_0123,0,proof_compression_67bit
cpp,UASF_0124,0,proof_compression_67bit
cpp,UASF_0125,0,proof_compression_67bit
cpp,UASF_0126,0,proof_compression_67bit
cpp,UASF_0127,0,proof_compression_67bit
cpp,UASF_0128,0,proof_compression_67bit
cpp,UASF_0129,0,proof_compression_67bit
cpp,UASF_0130,0,proof_compression_67bit
cpp,UASF_0131,0,proof_compression_67bit
cpp,UASF_0132,0,proof_compression_67bit
cpp,UASF_0133,1,proof_compression_67bit
cpp,UASF_0134,1,proof_compression_67bit
cpp,UASF_0135,1,proof_compression_67bit
cpp,UASF_0136,0,proof_compression_67bit
cpp,UASF_0137,1,proof_compression_67bit
cpp,UASF_0138,0,proof_compression_67bit
cpp,UASF_0139,0,proof_compression_67bit
cpp,UASF_0140,0,proof_compression_67bit
cpp,UASF_0141,0,proof_compression_67bit
cpp,UASF_0142,0,proof_compression_67bit
cpp,UASF_0143,0,proof_compression_67bit
cpp,UASF_0144,0,proof_compression_67bit
cpp,UASF_0145,0,proof_compression_67bit
cpp,UASF_0146,0,proof_compression_67bit
cpp,UASF_0147,0,proof_compression_67bit
cpp,UASF_0148,0,proof_compression_67bit
cpp,UASF_0149,0,proof_compression_67bit
cpp,UASF_0150,1,proof_compression_67bit
cpp,UASF_0151,1,proof_compression_67bit
cpp,UASF_0152,1,proof_compression_67bit
cpp,UASF_0153,1,proof_compression_67bit
cpp,UASF_0154,1,proof_compression_67bit
cpp,UASF_0155,1,proof_compression_67bit
cpp,UASF_0156,1,proof_compression_67bit
cpp,UASF_0157,0,proof_compression_67bit
cpp,UASF_0158,1,proof_compression_67bit
cpp,UASF_0159,1,proof_compression_67bit
cpp,UASF_0160,1,proof_compression_67bit
cpp,UASF_0161,0,proof_compression_67bit
cpp,UASF_0162,0,proof_compression_67bit
cpp,UASF_0163,0,proof_compression_67bit
cpp,UASF_0164,0,proof_compression_67bit
cpp,UASF_0165,0,proof_compression_67bit
cpp,UASF_0166,0,proof_compression_67bit
cpp,UASF_0167,0,proof_compression_67bit
cpp,UASF_0168,0,proof_compression_67bit
cpp,UASF_0169,0,proof_compression_67bit
cpp,UASF_0170,0,proof_compression_67bit
cpp,UASF_0171,0,proof_compression_67bit
cpp,UASF_0172,0,proof_compression_67bit
cpp,UASF_0173,0,proof_compression_67bit
cpp,UASF_0174,0,proof_compression_67bit
cpp,UASF_0175,0,proof_compression_67bit
cpp,UASF_0176,0,proof_compression_67bit
cpp,UASF_0177,0,proof_compression_67bit
cpp,UASF_0178,1,proof_compression_67bit
cpp,UASF_0179,1,proof_compression_67bit
cpp,UASF_0180,1,proof_compression_67bit
cpp,UASF_0181,1,proof_compression_67bit
cpp,UASF_0182,1,proof_compression_67bit
cpp,UASF_0183,1,proof_compression_67bit
cpp,UASF_0184,0,proof_compression_67bit
cpp,UASF_0185,0,proof_compression_67bit
cpp,UASF_0186,0,proof_compression_67bit
cpp,UASF_0187,0,proof_compression_67bit
cpp,UASF_0188,0,proof_compression_67bit
cpp,UASF_0189,0,proof_compression_67bit
cpp,UASF_0190,0,proof_compression_67bit
cpp,UASF_0191,0,proof_compression_67bit
cpp,UASF_0192,0,proof_compression_67bit
cpp,UASF_0193,1,proof_compression_67bit
cpp,UASF_0194,1,proof_compression_67bit
cpp,UASF_0195,0,proof_compression_67bit
cpp,UASF_0196,0,proof_compression_67bit
cpp,UASF_0197,0,proof_compression_67bit
cpp,UASF_0198,1,proof_compression_67bit
cpp,UASF_0199,1,proof_compression_67bit
cpp,UASF_0200,1,proof_compression_67bit
cpp,UASF_0201,0,proof_compression_67bit
cpp,UASF_0202,0,proof_compression_67bit
cpp,UASF_0203,1,proof_compression_67bit
cpp,UASF_0204,1,proof_compression_67bit
cpp,UASF_0205,1,proof_compression_67bit
cpp,UASF_0206,1,proof_compression_67bit
cpp,UASF_0207,1,proof_compression_67bit
cpp,UASF_0208,1,proof_compression_67bit
cpp,UASF_0209,0,proof_compression_67bit
cpp,UASF_0210,1,proof_compression_67bit
cpp,UASF_0211,0,proof_compression_67bit
cpp,UASF_0212,0,proof_compression_67bit
cpp,UASF_0213,0,proof_compression_67bit
cpp,UASF_0214,0,proof_compression_67bit
cpp,UASF_0215,0,proof_compression_67bit
cpp,UASF_0216,0,proof_compression_67bit
cpp,UASF_0217,1,proof_compression_67bit
cpp,UASF_0218,0,proof_compression_67bit
cpp,UASF_0219,1,proof_compression_67bit
cpp,UASF_0220,1,proof_compression_67bit
cpp,UASF_0221,1,proof_compression_67bit
cpp,UASF_0222,1,proof_compression_67bit
cpp,UASF_0223,1,proof_compression_67bit
cpp,UASF_0224,1,proof_compression_67bit
cpp,UASF_0225,1,proof_compression_67bit
cpp,UASF_0226,1,proof_compression_67bit
cpp,UASF_0227,0,proof_compression_67bit
cpp,UASF_0228,0,proof_compression_67bit
cpp,UASF_0229,0,proof_compression_67bit
cpp,UASF_0230,0,proof_compression_67bit
cpp,UASF_0231,0,proof_compression_67bit
cpp,UASF_0232,0,proof_compression_67bit
cpp,UASF_0233,0,proof_compression_67bit
cpp,UASF_0234,0,proof_compression_67bit
cpp,UASF_0235,0,proof_compression_67bit
cpp,UASF_0236,0,proof_compression_67bit
cpp,UASF_0237,0,proof_compression_67bit
cpp,UASF_0238,0,proof_compression_67bit
cpp,UASF_0239,0,proof_compression_67bit
cpp,UASF_0240,0,proof_compression_67bit
cpp,UASF_0241,0,proof_compression_67bit
cpp,UASF_0242,0,proof_compression_67bit
cpp,UASF_0243,0,proof_compression_67bit
cpp,UASF_0244,0,proof_compression_67bit
cpp,UASF_0245,0,proof_compression_67bit
cpp,UASF_0246,1,proof_compression_67bit
cpp,UASF_0247,0,proof_compression_67bit
cpp,UASF_0248,0,proof_compression_67bit
cpp,UASF_0249,1,proof_compression_67bit
cpp,UASF_0250,0,proof_compression_67bit
cpp,UASF_0251,0,proof_compression_67bit
cpp,UASF_0252,0,proof_compression_67bit
cpp,UASF_0253,0,proof_compression_67bit
cpp,UASF_0254,1,proof_compression_67bit
cpp,UASF_0255,1,proof_compression_67bit
cpp,UASF_0256,1,proof_compression_67bit
cpp,UASF_0257,1,proof_compression_67bit
cpp,UASF_0258,1,proof_compression_67bit
cpp,UASF_0259,1,proof_compression_67bit
cpp,UASF_0260,0,proof_compression_67bit
cpp,UASF_0261,1,proof_compression_67bit
cpp,UASF_0262,1,proof_compression_67bit
cpp,UASF_0263,1,proof_compression_67bit
cpp,UASF_0264,1,proof_compression_67bit
cpp,UASF_0265,1,proof_compression_67bit
cpp,UASF_0266,1,proof_compression_67bit
cpp,UASF_0267,1,proof_compression_67bit
cpp,UASF_0268,1,proof_compression_67bit
cpp,UASF_0269,1,proof_compression_67bit
cpp,UASF_0270,1,proof_compression_67bit
cpp,UASF_0271,1,proof_compression_67bit
cpp,UASF_0272,1,proof_compression_67bit
cpp,UASF_0273,1,proof_compression_67bit
cpp,UASF_0274,1,proof_compression_67bit
cpp,UASF_0275,1,proof_compression_67bit
cpp,UASF_0276,1,proof_compression_67bit
cpp,UASF_0277,0,proof_compression_67bit
cpp,UASF_0278,0,proof_compression_67bit
cpp,UASF_0279,0,proof_compression_67bit
cpp,UASF_0280,0,proof_compression_67bit
cpp,UASF_0281,0,proof_compression_67bit
cpp,UASF_0282,1,proof_compression_67bit
cpp,UASF_0283,0,proof_compression_67bit
cpp,UASF_0284,1,proof_compression_67bit
cpp,UASF_0285,0,proof_compression_67bit
cpp,UASF_0286,0,proof_compression_67bit
cpp,UASF_0287,0,proof_compression_67bit
cpp,UASF_0288,0,proof_compression_67bit
cpp,UASF_0289,0,proof_compression_67bit
cpp,UASF_0290,1,proof_compression_67bit
cpp,UASF_0291,0,proof_compression_67bit
cpp,UASF_0292,1,proof_compression_67bit
cpp,UASF_0293,1,proof_compression_67bit
cpp,UASF_0294,0,proof_compression_67bit
cpp,UASF_0295,0,proof_compression_67bit
cpp,UASF_0296,1,proof_compression_67bit
cpp,UASF_0297,0,proof_compression_67bit
cpp,UASF_0298,0,proof_compression_67bit
cpp,UASF_0299,0,proof_compression_67bit
cpp,UASF_0300,0,proof_compression_67bit
cpp,UASF_0301,1,proof_compression_67bit
