language_id,canonical_semantic_id,external_status,existing,classification,operation
c,UASF_0040,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0041,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0042,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0043,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0044,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0045,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0046,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0047,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0048,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0049,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0050,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0051,PRESENT,true,CONFIRMED,XOR
c,UASF_0052,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0053,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0054,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0055,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0056,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0057,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0058,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0059,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0060,ABSENT,false,CONFIRMED,XOR
c,UASF_0061,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0062,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
c,UASF_0063,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0064,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0065,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0066,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0067,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0068,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0069,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0070,ABSENT,false,CONFIRMED,XOR
c,UASF_0071,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0072,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0073,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0074,ABSENT,false,CONFIRMED,XOR
c,UASF_0075,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0076,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0077,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0078,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0079,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0080,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0081,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0082,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0083,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0084,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0085,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0086,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0087,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0088,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0089,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0090,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0091,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0092,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0093,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0094,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0095,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0096,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0097,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0098,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0099,ABSENT,false,CONFIRMED,XOR
c,UASF_0100,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0101,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0102,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0103,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0104,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0105,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0106,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0107,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0108,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0109,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0110,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0111,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0112,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0113,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0114,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0115,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0116,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0117,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
c,UASF_0118,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0119,PRESENT,true,CONFIRMED,XOR
c,UASF_0120,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0121,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0122,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0123,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0124,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0125,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0126,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0127,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0128,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0129,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0130,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0131,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0132,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0133,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0134,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0135,PRESENT,true,CONFIRMED,XOR
c,UASF_0136,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0137,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0138,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0139,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0140,ABSENT,false,CONFIRMED,XOR
c,UASF_0141,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0142,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0143,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0144,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0145,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0146,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0147,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0148,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0149,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0150,PRESENT,true,CONFIRMED,XOR
c,UASF_0151,ABSENT,true,CONFLICT,XOR
c,UASF_0152,ABSENT,true,CONFLICT,XOR
c,UASF_0153,PRESENT,true,CONFIRMED,XOR
c,UASF_0154,PRESENT,true,CONFIRMED,XOR
c,UASF_0155,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0156,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0157,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0158,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0159,ABSENT,true,CONFLICT,XOR
c,UASF_0160,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0161,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0162,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0163,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0164,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0165,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0166,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0167,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0168,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0169,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0170,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0171,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0172,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0173,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0174,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0175,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0176,ABSENT,false,CONFIRMED,XOR
c,UASF_0177,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0178,ABSENT,true,CONFLICT,XOR
c,UASF_0179,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0180,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0181,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0182,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0183,ABSENT,true,CONFLICT,XOR
c,UASF_0184,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0185,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0186,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0187,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0188,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0189,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0190,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0191,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0192,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0193,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0194,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0195,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0196,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0197,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0198,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0199,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0200,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0201,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0202,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0203,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0204,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0205,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0206,ABSENT,true,CONFLICT,XOR
c,UASF_0207,PRESENT,true,CONFIRMED,XOR
c,UASF_0208,ABSENT,true,CONFLICT,XOR
c,UASF_0209,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0210,ABSENT,true,CONFLICT,XOR
c,UASF_0211,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0212,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0213,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0214,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0215,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0216,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0217,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0218,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0219,ABSENT,true,CONFLICT,XOR
c,UASF_0220,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0221,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0222,ABSENT,true,CONFLICT,XOR
c,UASF_0223,ABSENT,true,CONFLICT,XOR
c,UASF_0224,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0225,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0226,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0227,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0228,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0229,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0230,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0231,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0232,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0233,ABSENT,false,CONFIRMED,XOR
c,UASF_0234,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0235,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0236,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0237,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0238,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0239,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0240,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0241,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0242,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0243,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0244,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0245,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0246,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0247,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0248,ABSENT,false,CONFIRMED,XOR
c,UASF_0249,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0250,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0251,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0252,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0253,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0254,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0255,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0256,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0257,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0258,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0259,ABSENT,true,CONFLICT,XOR
c,UASF_0260,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0261,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0262,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0263,PRESENT,true,CONFIRMED,XOR
c,UASF_0264,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0265,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0266,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0267,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0268,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0269,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0270,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0271,PRESENT,true,CONFIRMED,XOR
c,UASF_0272,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0273,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0274,PRESENT,true,CONFIRMED,XOR
c,UASF_0275,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0276,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0277,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0278,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0279,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0280,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0281,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0282,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0283,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0284,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0285,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0286,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0287,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0288,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0289,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0290,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0291,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0292,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0293,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0294,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0295,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0296,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0297,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0298,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0299,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0300,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0301,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0302,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0303,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0304,ABSENT,true,CONFLICT,XOR
c,UASF_0305,ABSENT,true,CONFLICT,XOR
c,UASF_0306,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0307,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0308,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0309,ABSENT,true,CONFLICT,XOR
c,UASF_0310,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0311,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0312,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0313,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0314,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0315,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0316,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0317,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0318,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0319,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0320,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0321,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0322,ABSENT,true,CONFLICT,XOR
c,UASF_0323,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0324,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0325,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0326,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0327,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0328,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0329,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0330,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0331,UNRESOLVED,false,UNRESOLVED,XOR
c,UASF_0332,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0333,UNRESOLVED,true,UNRESOLVED,XOR
c,UASF_0334,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0001,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0002,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0003,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0004,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0005,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0006,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0007,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0008,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0009,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0010,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0011,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0012,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0013,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0014,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0015,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0016,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0017,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0018,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0019,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0020,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0021,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0022,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0023,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0024,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0025,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0026,ABSENT,true,CONFLICT,XOR
cpp,UASF_0027,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0028,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0029,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0030,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0031,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0032,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0033,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0034,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0035,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0036,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0037,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0038,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0039,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0040,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0041,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0042,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0043,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0044,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0045,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0046,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0047,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0048,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0049,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0050,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0051,PRESENT,true,CONFIRMED,XOR
cpp,UASF_0052,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0053,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0054,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0055,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0056,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0057,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0058,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0059,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0060,ABSENT,false,CONFIRMED,XOR
cpp,UASF_0061,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0062,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0063,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0064,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0065,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0066,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0067,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0068,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0069,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0070,ABSENT,false,CONFIRMED,XOR
cpp,UASF_0071,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0072,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0073,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0074,ABSENT,false,CONFIRMED,XOR
cpp,UASF_0075,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0076,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0077,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0078,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0079,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0080,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0081,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0082,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0083,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0084,UNRESOLVED,true,UNRESOLVED,XOR
cpp,UASF_0085,PRESENT,false,NEW_EXTERNAL_EVIDENCE,XOR
cpp,UASF_0086,UNRESOLVED,false,UNRESOLVED,XOR
cpp,UASF_0087,UNRESOLVED,true,UNRESOLVED,XOR
