feature,category,file,line,snippet
await,expression,lib/libc/include/any-darwin-any/sys/proc_info.h,421,#define TSI_S_CLOSING 7 /* closed xchd FIN; await FIN ACK */
await,expression,lib/libc/include/any-darwin-any/sys/proc_info.h,422,#define TSI_S_LAST_ACK 8 /* had fin and close; await FIN ACK */
await,expression,lib/libc/include/generic-freebsd/netgraph/ng_pppoe.h,75,"NGM_PPPOE_LISTEN = 3, /* Server, Await a request for this service */"
await,expression,lib/libc/include/generic-freebsd/netinet/ip_compat.h,1153,#define IPF_TCPS_CLOSING 7 /* closed xchd FIN; await FIN ACK */
await,expression,lib/libc/include/generic-freebsd/netinet/ip_compat.h,1154,#define IPF_TCPS_LAST_ACK 8 /* had fin and close; await FIN ACK */
await,expression,lib/libc/include/generic-freebsd/netinet/ip_compat.h,1155,/* states > IPF_TCPS_CLOSE_WAIT && < IPF_TCPS_FIN_WAIT_2 await ACK of FIN */
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,524,".bit_or_expr => |bin| return c.genBinOp(bin, .bit_or),"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,525,".bit_xor_expr => |bin| return c.genBinOp(bin, .bit_xor),"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,526,".bit_and_expr => |bin| return c.genBinOp(bin, .bit_and),"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,551,".shl_expr => |bin| return c.genBinOp(bin, .bit_shl),"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,552,".shr_expr => |bin| return c.genBinOp(bin, .bit_shr),"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,567,"return c.genBinOp(bin, .add);"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,575,"return c.genBinOp(bin, .sub);"
binary_op,expression,lib/compiler/aro/aro/CodeGen.zig,577,".mul_expr => |bin| return c.genBinOp(bin, .mul),"
break,control,lib/compiler/aro/aro/Tree.zig,174,"break_stmt: BreakStmt,"
break,control,lib/compiler/aro/aro/Tree.zig,439,pub const BreakStmt = struct {
break,control,lib/std/zig/AstGen.zig,2514,// so that break statements can reference it.
break,control,lib/std/zig/AstGen.zig,10667,// to their break statements.
break,control,test/behavior/basic.zig,913,"test ""labeled block with runtime branch forwards its result location type to break statements"" {"
break,control,test/behavior/for.zig,131,"test ""2 break statements and an else"" {"
break,control,test/behavior/while.zig,274,"test ""while bool 2 break statements and an else"" {"
break,control,test/behavior/while.zig,289,"test ""while optional 2 break statements and an else"" {"
bytecode_vm,meta,lib/include/uintrintrin.h,34,/// each causes an invalid-opcode exception. Causes a transactional abort if
bytecode_vm,meta,lib/include/uintrintrin.h,55,/// each causes an invalid-opcode exception. Causes a transactional abort if
bytecode_vm,meta,lib/include/uintrintrin.h,75,"/// not executing inside an enclave; otherwise, it causes an invalid-opcode"
bytecode_vm,meta,lib/include/uintrintrin.h,102,"/// invalid-opcode exception. May be executed at any privilege level, all of"
bytecode_vm,meta,lib/libc/glibc/bits/waitstatus.h,57,#define __W_STOPCODE(sig) ((sig) << 8 | 0x7f)
bytecode_vm,meta,lib/libc/glibc/elf/elf.h,359,#define EM_BPF 247 /* Linux BPF -- in-kernel virtual machine */
bytecode_vm,meta,lib/libc/glibc/sysdeps/generic/dwarf2.h,458,/* line number opcodes */
bytecode_vm,meta,lib/libc/glibc/sysdeps/generic/dwarf2.h,473,/* line number extended opcodes */
call,expression,lib/compiler/aro/aro/Parser.zig,5713,const CallExpr = union(enum) {
call,expression,lib/compiler/aro/aro/Parser.zig,5720,"fn init(p: *Parser, call_node: Node.Index, func_node: Node.Index) CallExpr {"
call,expression,lib/compiler/aro/aro/Parser.zig,5729,"fn shouldPerformLvalConversion(self: CallExpr, arg_idx: u32) bool {"
call,expression,lib/compiler/aro/aro/Parser.zig,5745,"fn shouldPromoteVarArg(self: CallExpr, arg_idx: u32) bool {"
call,expression,lib/compiler/aro/aro/Parser.zig,5769,"fn shouldCoerceArg(self: CallExpr, arg_idx: u32) bool {"
call,expression,lib/compiler/aro/aro/Parser.zig,5775,"fn checkVarArg(self: CallExpr, p: *Parser, first_after: TokenIndex, param_tok: TokenIndex, arg: *Result, arg_idx: u32) !void {"
call,expression,lib/compiler/aro/aro/Parser.zig,5866,fn paramCountOverride(self: CallExpr) ?u32 {
call,expression,lib/compiler/aro/aro/Parser.zig,5964,"fn returnType(self: CallExpr, p: *Parser, args: []const Node.Index, func_qt: QualType) !QualType {"
capture,binding,doc/langref/test_errdefer_capture.zig,3,fn captureError(captured: *?anyerror) !void {
capture,binding,doc/langref/test_errdefer_capture.zig,5,captured.* = err;
capture,binding,doc/langref/test_errdefer_capture.zig,10,"test ""errdefer capture"" {"
capture,binding,doc/langref/test_errdefer_capture.zig,11,var captured: ?anyerror = null;
capture,binding,doc/langref/test_errdefer_capture.zig,13,if (captureError(&captured)) unreachable else |err| {
capture,binding,doc/langref/test_errdefer_capture.zig,14,"try std.testing.expectEqual(error.GeneralFailure, captured.?);"
capture,binding,doc/langref/test_for.zig,24,// as a second capture value.
capture,binding,doc/langref/test_for.zig,60,// specifying that the capture value is a pointer.
cast_conversion,expression,doc/langref/test_ambiguous_coercion.zig,1,// Compile time coercion of float to int
cast_conversion,expression,doc/langref/test_coerce_to_error_union.zig,4,"test ""coercion to error unions"" {"
cast_conversion,expression,doc/langref/test_coerce_tuples_arrays.zig,5,"test ""coercion from homogeneous tuple to array"" {"
cast_conversion,expression,doc/langref/test_coerce_unions_enums.zig,28,"test ""coercion between unions and enums"" {"
cast_conversion,expression,doc/langref/test_coerce_unions_enums.zig,44,// error: coercion from enum '@EnumLiteral()' to union 'test_coerce_unions_enum.U2' must initialize 'f32' field 'b'
cast_conversion,expression,doc/langref/test_no_op_casts.zig,1,"test ""type coercion - const qualification"" {"
cast_conversion,expression,doc/langref/test_type_coercion.zig,1,"test ""type coercion - variable declaration"" {"
cast_conversion,expression,doc/langref/test_type_coercion.zig,7,"test ""type coercion - function call"" {"
channel,concurrency,lib/compiler/build_runner.zig,23,".side_channels_mitigations = .none,"
channel,concurrency,lib/compiler/aro/aro/Builtins/nvptx.zig,17,"__builtin_ptx_get_image_channel_data_typei_,"
channel,concurrency,lib/compiler/aro/aro/Builtins/nvptx.zig,18,"__builtin_ptx_get_image_channel_orderi_,"
channel,concurrency,lib/libc/include/aarch64-netbsd-none/aarch64/asm.h,27,* and this potentiates side-channel attacks.
channel,concurrency,lib/libc/include/aarch64-netbsd-none/machine/asm.h,27,* and this potentiates side-channel attacks.
channel,concurrency,lib/libc/include/any-darwin-any/zlib.h,78,and on communications channels. The gzip format was designed for single-
channel,concurrency,lib/libc/include/any-darwin-any/dispatch/io.h,36,* write operations on file descriptors. One or more dispatch I/O channels may
channel,concurrency,lib/libc/include/any-darwin-any/dispatch/io.h,38,* DISPATCH_IO_RANDOM type. Once a channel has been created the application may
class,declaration,doc/langref/test_structs.zig,101,// Since types are first class values you can instantiate the type
class,declaration,lib/fuzzer.zig,965,"const Class = enum { new, remove, rmw, move_span, replicate_splice_span };"
class,declaration,lib/compiler/aro/aro/char_info.zig,660,pub const CanonicalCombiningClass = enum(u8) {
class,declaration,lib/compiler/aro/aro/char_info.zig,719,pub fn getCanonicalClass(codepoint: u21) CanonicalCombiningClass {
class,declaration,lib/compiler/aro/aro/CodeGen.zig,278,"if (variable.storage_class == .@""extern"" or variable.storage_class == .static) {"
class,declaration,lib/compiler/aro/aro/CodeGen.zig,903,if (literal.storage_class == .static or literal.thread_local) {
class,declaration,lib/compiler/aro/aro/Parser.zig,275,var last_canonical_class: char_info.CanonicalCombiningClass = .not_reordered;
class,declaration,lib/compiler/aro/aro/Parser.zig,312,const canonical_class = char_info.getCanonicalClass(codepoint);
closure_lambda,expression,lib/libc/include/any-darwin-any/mach/host_special_ports.h,107,#define HOST_CLOSURED_PORT (21 + HOST_MAX_SPECIAL_KERNEL_PORT)
closure_lambda,expression,lib/libc/include/any-darwin-any/mach/host_special_ports.h,257,"#define host_get_closured_port(host, port) \"
closure_lambda,expression,lib/libc/include/any-darwin-any/mach/host_special_ports.h,259,"HOST_LOCAL_NODE, HOST_CLOSURED_PORT, (port)))"
closure_lambda,expression,lib/libc/include/any-darwin-any/mach/host_special_ports.h,260,"#define host_set_closured_port(host, port) \"
closure_lambda,expression,lib/libc/include/any-darwin-any/mach/host_special_ports.h,261,"(host_set_special_port((host), HOST_CLOSURED_PORT, (port)))"
closure_lambda,expression,lib/libc/include/any-linux-any/drm/i915_drm.h,2081,* an explicit DRM_I915_GEM_CONTEXT_DESTROY or implicitly from file closure
closure_lambda,expression,lib/libc/include/any-linux-any/linux/firewire-cdev.h,57,* @closure: For arbitrary use by userspace
closure_lambda,expression,lib/libc/include/any-linux-any/linux/firewire-cdev.h,63,* Data passed in the @closure field for a request will be returned in the
code_generation,meta,build.zig,17,"const only_c = b.option(bool, ""only-c"", ""Translate the Zig compiler to C code, with only the C backend enabled"") orelse false;"
code_generation,meta,build.zig,99,"const skip_llvm = b.option(bool, ""skip-llvm"", ""Main test suite skips targets that use LLVM backend"") orelse false;"
code_generation,meta,build.zig,105,"const enable_llvm = b.option(bool, ""enable-llvm"", ""Build self-hosted compiler with LLVM backend enabled"") orelse static_llvm;"
code_generation,meta,build.zig,207,"const use_llvm = b.option(bool, ""use-llvm"", ""Use the llvm backend"");"
code_generation,meta,build.zig,1144,"""clangCodeGen"","
code_generation,meta,build.zig,1193,"""LLVMXCoreCodeGen"","
code_generation,meta,build.zig,1199,"""LLVMX86CodeGen"","
code_generation,meta,build.zig,1204,"""LLVMWebAssemblyCodeGen"","
compile_time_eval,meta,CMakeLists.txt,531,src/Sema/comptime_ptr_access.zig
compile_time_eval,meta,doc/langref/Assembly Syntax Explained.zig,10,// Next is a comptime string which is the assembly code.
compile_time_eval,meta,doc/langref/compile-time_duck_typing.zig,1,"fn max(comptime T: type, a: T, b: T) T {"
compile_time_eval,meta,doc/langref/export_builtin.zig,1,comptime {
compile_time_eval,meta,doc/langref/fibonacci_comptime_infinite_recursion.zig,9,try comptime assert(fibonacci(7) == 13);
compile_time_eval,meta,doc/langref/generic_data_structure.zig,1,fn List(comptime T: type) type {
compile_time_eval,meta,doc/langref/inline_prong_range.zig,1,"fn isFieldOptional(comptime T: type, field_index: usize) !bool {"
compile_time_eval,meta,doc/langref/not_atomic_cmpxchgStrong.zig,1,"fn cmpxchgStrongButNotAtomic(comptime T: type, ptr: *T, expected_value: T, new_value: T) ?T {"
comprehension,expression,lib/libc/include/any-linux-any/linux/netfilter/nf_tables.h,1888,* enum nft_ng_attributes - nf_tables number generator expression netlink attributes
constant,declaration,build.zig,734,"""-D__STDC_CONSTANT_MACROS"","
constant,declaration,CMakeLists.txt,502,lib/std/zig/string_literal.zig
constant,declaration,CMakeLists.txt,687,__STDC_CONSTANT_MACROS
constant,declaration,doc/build.zig.zon.md,13,Enum literal. Required.
constant,declaration,doc/langref/Assembly Syntax Explained.zig,15,"// the below code, this is not used. A literal `%` can be"
constant,declaration,doc/langref/std_options.zig,14,"comptime scope: @EnumLiteral(),"
constant,declaration,doc/langref/test_anonymous_union.zig,9,"test ""anonymous union literal syntax"" {"
constant,declaration,doc/langref/test_arrays.zig,5,// array literal
continue,control,lib/compiler/aro/aro/Tree.zig,173,"continue_stmt: ContinueStmt,"
continue,control,lib/compiler/aro/aro/Tree.zig,435,pub const ContinueStmt = struct {
continue,control,lib/libc/include/generic-freebsd/sys/fail.h,316,* break and continue statements.
continue,control,lib/libc/include/generic-freebsd/sys/fail.h,338,* break and continue statements.
defer_cleanup,control,build.zig,993,defer dir.close();
defer_cleanup,control,build.zig,1421,defer dir.close();
defer_cleanup,control,doc/langref/cli_allocation.zig,5,defer arena.deinit();
defer_cleanup,control,doc/langref/defer_unwind.zig,7,defer {
defer_cleanup,control,doc/langref/defer_unwind.zig,10,defer {
defer_cleanup,control,doc/langref/defer_unwind.zig,14,// defers are not run if they are never executed.
defer_cleanup,control,doc/langref/defer_unwind.zig,15,defer {
defer_cleanup,control,doc/langref/testing_detect_leak.zig,6,// missing `defer list.deinit(gpa);`
dynamic_dispatch,effect,lib/include/ptrauth.h,43,"ptrauth_key_cxx_vtable_pointer = ptrauth_key_process_independent_data,"
dynamic_dispatch,effect,lib/include/ptrauth.h,266,/* C++ vtable pointer signing class attribute */
dynamic_dispatch,effect,lib/include/ptrauth.h,267,"#define ptrauth_cxx_vtable_pointer(key, address_discrimination, \"
dynamic_dispatch,effect,lib/include/ptrauth.h,269,"[[clang::ptrauth_vtable_pointer(key, address_discrimination, \"
dynamic_dispatch,effect,lib/include/ptrauth.h,384,"#define ptrauth_cxx_vtable_pointer(key, address_discrimination, \"
dynamic_dispatch,effect,lib/libc/glibc/elf/elf.h,3661,#define R_MN10300_GNU_VTINHERIT 7 /* Ancient C++ vtable garbage... */
dynamic_dispatch,effect,lib/libc/glibc/elf/elf.h,3764,#define R_MICROBLAZE_GNU_VTINHERIT 11 /* GNU C++ vtable hierarchy. */
dynamic_dispatch,effect,lib/libc/glibc/elf/elf.h,3765,#define R_MICROBLAZE_GNU_VTENTRY 12 /* GNU C++ vtable member usage. */
enum,declaration,build.zig,11,"const ValueInterpretMode = enum { direct, by_name };"
enum,declaration,build.zig,660,"// zig1.wasm updates. For instance, we cannot rename an enum from PascalCase fields to"
enum,declaration,doc/build.zig.zon.md,13,Enum literal. Required.
enum,declaration,doc/langref/bad_default_value.zig,5,"const Category = enum { low, medium, high };"
enum,declaration,doc/langref/builtin.CallModifier struct.zig,1,pub const CallModifier = enum {
enum,declaration,doc/langref/enum_export_error.zig,1,"const Foo = enum { a, b, c };"
enum,declaration,doc/langref/identifiers.zig,8,const Color = enum {
enum,declaration,doc/langref/poc_print_fn.zig,4,const State = enum {
exception_try,control,bootstrap.c,137,"""pub const semver = @import(\""std\"").SemanticVersion.parse(version) catch unreachable;\n"""
exception_try,control,build.zig,260,"}, &code, .Ignore) catch {"
exception_try,control,build.zig,308,"const file_contents = fs.cwd().readFileAlloc(config_h_path, b.allocator, .limited(max_config_h_bytes)) catch unreachable;"
exception_try,control,build.zig,634,"}) catch unreachable),"
exception_try,control,build.zig,738,"""-fno-exceptions"","
exception_try,control,build.zig,793,"addCxxKnownPath(b, cfg, exe, b.fmt(""lib{s}.{s}"", .{ cfg.system_libcxx, lib_suffix }), """", need_cpp_includes) catch |err| switch (err) {"
exception_try,control,build.zig,992,"var dir = fs.cwd().openDir(check_dir, .{}) catch unreachable;"
exception_try,control,build.zig,1002,) catch unreachable;
ffi,memory,build.zig,770,"cfg.cmake_static_library_suffix,"
ffi,memory,build.zig,788,const lib_suffix = if (static) target.staticLibSuffix()[1..] else target.dynamicLibSuffix()[1..];
ffi,memory,build.zig,793,"addCxxKnownPath(b, cfg, exe, b.fmt(""lib{s}.{s}"", .{ cfg.system_libcxx, lib_suffix }), """", need_cpp_includes) catch |err| switch (err) {"
ffi,memory,build.zig,808,"try addCxxKnownPath(b, cfg, exe, b.fmt(""libc++.{s}"", .{lib_suffix}), null, need_cpp_includes);"
ffi,memory,build.zig,809,"if (static) try addCxxKnownPath(b, cfg, exe, b.fmt(""libgcc_eh.{s}"", .{lib_suffix}), null, need_cpp_includes);"
ffi,memory,build.zig,815,"try addCxxKnownPath(b, cfg, exe, b.fmt(""libc++.{s}"", .{target.dynamicLibSuffix()[1..]}), null, need_cpp_includes);"
ffi,memory,build.zig,816,"try addCxxKnownPath(b, cfg, exe, b.fmt(""libc++abi.{s}"", .{target.dynamicLibSuffix()[1..]}), null, need_cpp_includes);"
ffi,memory,build.zig,819,"try addCxxKnownPath(b, cfg, exe, b.fmt(""libstdc++.{s}"", .{lib_suffix}), null, need_cpp_includes);"
filesystem,effect,build.zig,25,"const flat = b.option(bool, ""flat"", ""Put files into the installation prefix in a manner suited for upstream distribution rather than a posix file system hierarchy standard"") orelse false;"
filesystem,effect,lib/fuzzer.zig,393,/// Filesystem directory containing found inputs for future runs
filesystem,effect,lib/compiler/build_runner.zig,602,// Wait until a file system notification arrives. Read all such events
filesystem,effect,lib/compiler/aro/aro/Driver.zig,1192,"return d.fatal(""dependency file name too long for filesystem '{s}{s}'"", args);"
filesystem,effect,lib/compiler/aro/aro/Driver.zig,1214,"return d.fatal(""dependency file name too long for filesystem: {s}.d"", .{base_name});"
filesystem,effect,lib/compiler/aro/aro/Driver.zig,1231,"return std.fmt.bufPrint(buf, fmt_template, fmt_args) catch return d.fatal(""Filename too long for filesystem: "" ++ fmt_template, fmt_args);"
filesystem,effect,lib/compiler/aro/aro/Driver.zig,1244,"std.fmt.bufPrint(buf, fmt_template, fmt_args) catch return d.fatal(""Filename too long for filesystem: "" ++ fmt_template, fmt_args);"
filesystem,effect,lib/compiler/aro/aro/Driver/Filesystem.zig,6,"fn readFileFake(entries: []const Filesystem.Entry, path: []const u8, buf: []u8) ?[]const u8 {"
for,control,lib/compiler/aro/aro/Tree.zig,170,"for_stmt: ForStmt,"
for,control,lib/compiler/aro/aro/Tree.zig,415,pub const ForStmt = struct {
for,control,lib/compiler/translate-c/Translator.zig,1522,".for_stmt => |for_stmt| return t.transForStmt(scope, for_stmt),"
for,control,lib/compiler/translate-c/Translator.zig,1735,"fn transForStmt(t: *Translator, scope: *Scope, for_stmt: Node.ForStmt) TransError!ZigNode {"
for,control,lib/docs/wasm/Walk.zig,666,".for_range => unreachable, // Handled in `forExpr`."
for,control,lib/libcxx/include/__filesystem/directory_iterator.h,125,// enable directory_iterator range-based for statements
for,control,lib/libcxx/include/__filesystem/recursive_directory_iterator.h,134,// enable recursive_directory_iterator range-based for statements
for,control,lib/std/zig/AstGen.zig,664,".for_range => unreachable, // Handled in `forExpr`."
foreach_iteration,control,build.zig,660,"// zig1.wasm updates. For instance, we cannot rename an enum from PascalCase fields to"
foreach_iteration,control,build.zig,664,"// zig1.wasm updates. For instance, we can add a new tag to `CallingConvention` without"
foreach_iteration,control,CMakeLists.txt,724,foreach(CONFIG_TYPE ${CMAKE_CONFIGURATION_TYPES})
foreach_iteration,control,CMakeLists.txt,727,endforeach()
foreach_iteration,control,cmake/Findllvm.cmake,89,foreach(TARGET_NAME IN LISTS ZIG_LLVM_REQUIRED_TARGETS)
foreach_iteration,control,cmake/Findllvm.cmake,100,endforeach()
foreach_iteration,control,cmake/install.cmake,20,foreach(_i RANGE 0 ${_len})
foreach_iteration,control,cmake/install.cmake,23,endforeach()
function,declaration,bootstrap.c,17,#error TODO write the functionality for executing child process into this build script
function,declaration,build.zig,16,pub fn build(b: *std.Build) !void {
function,declaration,build.zig,624,"fn addWasiUpdateStep(b: *std.Build, version: [:0]const u8) !void {"
function,declaration,build.zig,701,"fn addCompilerMod(b: *std.Build, options: AddCompilerModOptions) *std.Build.Module {"
function,declaration,build.zig,721,"fn addCompilerStep(b: *std.Build, options: AddCompilerModOptions) *std.Build.Step.Compile {"
function,declaration,build.zig,750,fn addCmakeCfgOptionsToExe(
function,declaration,build.zig,838,"fn addStaticLlvmOptionsToModule(mod: *std.Build.Module, options: struct {"
function,declaration,build.zig,898,fn addCxxKnownPath(
function_type,type,CMakeLists.txt,587,src/link/MachO/CodeSignature.zig
function_type,type,lib/ubsan_rt.zig,683,"// exportHandlerWithAbort(&functionTypeMismatch, &functionTypeMismatchAbort, ""function-type-mismatch"");"
function_type,type,lib/ubsan_rt.zig,684,"// exportHandlerWithAbort(&functionTypeMismatchV1, &functionTypeMismatchV1Abort, ""function-type-mismatch-v1"");"
function_type,type,lib/compiler/aro/aro/Parser.zig,115,"/// Function type parameters, also used for generic selection association"
function_type,type,lib/compiler/aro/aro/Parser.zig,1172,// We cannot refer to the function type here because the pointer to
function_type,type,lib/compiler/aro/aro/Parser.zig,3774,// a function type from here.
function_type,type,lib/compiler/aro/aro/Parser.zig,3780,// doesn't clobber this function type's parameters.
function_type,type,lib/compiler/aro/aro/Parser.zig,3820,// a function type from here.
gc,memory,build.zig,494,".desc = ""Run the zigc tests"","
gc,memory,lib/include/altivec.h,438,unsigned long long __longc = (unsigned long long) __tempc;
gc,memory,lib/include/altivec.h,458,unsigned long long __longc = (unsigned long long) __tempc;
gc,memory,lib/libc/include/aarch64-freebsd-none/arm/asm.h,1,"/* $NetBSD: asm.h,v 1.5 2003/08/07 16:26:53 agc Exp $ */"
gc,memory,lib/libc/include/aarch64-freebsd-none/arm/vmparam.h,1,"/* $NetBSD: vmparam.h,v 1.26 2003/08/07 16:27:47 agc Exp $ */"
gc,memory,lib/libc/include/any-darwin-any/Block.h,30,// under Objective-C Garbage Collection.
gc,memory,lib/libc/include/any-darwin-any/objc/NSObject.h,77,"- (void)finalize OBJC_DEPRECATED(""Objective-C garbage collection is no longer supported"");"
gc,memory,lib/libc/include/any-darwin-any/objc/objc-api.h,74,* OBJC_NO_GC 1: GC is not supported
generic,declaration,doc/langref/generic_data_structure.zig,8,// The generic List data structure can be instantiated by passing in a type:
generic,declaration,doc/langref/test_fn_reflection.zig,9,"try testing.expect(@typeInfo(@TypeOf(math.Log2Int)).@""fn"".is_generic);"
generic,declaration,lib/fuzzer.zig,652,"inline fn genericConstCmp(T: anytype, val: T, comptime const_vals_field: []const u8) void {"
generic,declaration,lib/fuzzer.zig,666,"genericConstCmp(u16, const_arg, ""const_vals2"");"
generic,declaration,lib/fuzzer.zig,671,"genericConstCmp(u32, const_arg, ""const_vals4"");"
generic,declaration,lib/fuzzer.zig,676,"genericConstCmp(u64, const_arg, ""const_vals8"");"
generic,declaration,lib/build-web/main.zig,95,".time_report_generic_result => return time_report.genericResultMessage(msg_bytes) catch @panic(""OOM""),"
