file,component,extension,size_bytes,lines
base/osinfo.jl,other,.jl,5014,173
base/osutils.jl,other,.jl,1803,49
base/pair.jl,other,.jl,2055,75
base/park.jl,other,.jl,19218,430
base/parse.jl,grammar,.jl,14174,383
base/partr.jl,other,.jl,8168,267
base/path.jl,other,.jl,36253,1031
base/pcre.jl,other,.jl,9024,279
base/permuteddimsarray.jl,other,.jl,12246,378
base/pkgid.jl,other,.jl,1313,46
base/pointer.jl,other,.jl,13730,321
base/precompilation.jl,other,.jl,127897,2855
base/process.jl,other,.jl,28026,781
base/promotion.jl,other,.jl,21315,680
base/public.jl,other,.jl,2198,153
base/range.jl,other,.jl,64136,1737
base/rational.jl,other,.jl,23009,709
base/rawbigfloats.jl,other,.jl,4714,144
base/reduce.jl,other,.jl,34034,1121
base/reducedim.jl,other,.jl,34546,1280
base/reflection.jl,other,.jl,56999,1514
base/refpointer.jl,other,.jl,8150,209
base/refvalue.jl,other,.jl,1766,61
base/regex.jl,other,.jl,30049,930
base/reinterpretarray.jl,other,.jl,40629,988
base/reshapedarray.jl,other,.jl,18838,471
base/rounding.jl,other,.jl,14619,492
base/runtime_internals.jl,runtime,.jl,65229,2068
base/scope.jl,binding,.jl,1618,48
base/scopedvalues.jl,binding,.jl,7572,311
base/secretbuffer.jl,other,.jl,6855,233
base/set.jl,other,.jl,27360,1047
base/shell.jl,other,.jl,28296,700
base/show.jl,other,.jl,127268,3539
base/simdloop.jl,other,.jl,5524,140
base/slicearray.jl,other,.jl,7606,250
base/some.jl,other,.jl,4259,173
base/sort.jl,other,.jl,88358,2570
base/stacktraces.jl,other,.jl,15927,452
base/stat.jl,other,.jl,20178,624
base/stream.jl,other,.jl,89744,2447
base/subarray.jl,other,.jl,24650,554
base/summarysize.jl,other,.jl,9236,264
base/sysimg.jl,other,.jl,6966,161
base/sysinfo.jl,other,.jl,18178,557
base/task.jl,other,.jl,59510,1681
base/Terminals.jl,other,.jl,5372,170
base/terminfo.jl,other,.jl,16511,392
base/terminfo_data.jl,other,.jl,59349,803
base/threadcall.jl,other,.jl,4580,110
base/threadingconstructs.jl,runtime,.jl,35003,952
base/threads.jl,other,.jl,275,14
base/threads_overloads.jl,other,.jl,2676,67
base/timing.jl,other,.jl,27645,799
base/traits.jl,other,.jl,2801,70
base/tuple.jl,other,.jl,21525,717
base/twiceprecision.jl,other,.jl,30032,805
base/util.jl,other,.jl,30238,734
base/uuid.jl,other,.jl,3542,118
base/version.jl,other,.jl,24829,745
base/views.jl,other,.jl,13206,335
base/weakdict.jl,other,.jl,13235,445
base/docs/basedocs.jl,docs,.jl,109982,4301
base/docs/bindings.jl,docs,.jl,2495,60
base/docs/core.jl,docs,.jl,1191,40
base/docs/Docs.jl,docs,.jl,32396,896
base/docs/intrinsicsdocs.jl,docs,.jl,6504,219
base/docs/utils.jl,docs,.jl,2307,120
base/logging/ConsoleLogger.jl,other,.jl,7722,199
base/logging/logging.jl,other,.jl,24830,736
base/ryu/exp.jl,other,.jl,7738,242
base/ryu/fixed.jl,other,.jl,5756,186
base/ryu/LICENSE.md,docs,.md,1529,26
base/ryu/Ryu.jl,other,.jl,7128,148
base/ryu/shortest.jl,tests,.jl,15447,465
base/ryu/utils.jl,other,.jl,10119,339
base/special/cbrt.jl,other,.jl,5469,168
base/special/exp.jl,other,.jl,23220,510
base/special/hyperbolic.jl,other,.jl,9277,269
base/special/log.jl,other,.jl,26348,584
base/special/pow.jl,other,.jl,5108,143
base/special/rem2pi.jl,other,.jl,4444,143
base/special/rem_pio2.jl,other,.jl,9585,296
base/special/trig.jl,other,.jl,51991,1602
base/strings/annotated.jl,other,.jl,22219,610
base/strings/annotated_io.jl,other,.jl,18364,426
base/strings/basic.jl,other,.jl,25782,841
base/strings/cstring.jl,other,.jl,12312,332
base/strings/io.jl,other,.jl,25577,825
base/strings/lazy.jl,other,.jl,3848,114
base/strings/search.jl,other,.jl,27723,917
base/strings/string.jl,other,.jl,27652,716
base/strings/strings.jl,other,.jl,495,15
base/strings/stringview.jl,other,.jl,6573,156
base/strings/substring.jl,other,.jl,11676,323
base/strings/unicode.jl,other,.jl,26708,895
base/strings/util.jl,other,.jl,44987,1369
base/toml/parser.jl,grammar,.jl,47866,1463
base/toml/printer.jl,other,.jl,13194,390
base/toml/toml.jl,other,.jl,550,20
cli/dl-cache.h,other,.h,6049,185
cli/jl_exports.h,other,.h,2322,81
cli/list_strip_symbols.h,types,.h,284,11
cli/loader.h,other,.h,2694,86
cli/loader_exe.c,other,.c,4998,136
cli/loader_lib.c,other,.c,19718,521
cli/loader_library_probe.c,other,.c,6161,217
cli/loader_symbol_probe.c,other,.c,3582,124
cli/loader_win_utils.c,other,.c,9516,352
cli/Makefile,other,,11292,214
cli/README.md,docs,.md,4188,32
cli/trampolines/common.h,other,.h,2383,78
Compiler/LICENSE.md,docs,.md,1322,27
Compiler/Project.toml,other,.toml,415,19
Compiler/README.md,docs,.md,1586,46
Compiler/extras/CompilerDevTools/Project.toml,other,.toml,130,6
Compiler/extras/CompilerDevTools/src/CompilerDevTools.jl,other,.jl,3651,82
Compiler/extras/CompilerDevTools/test/runtests.jl,tests,.jl,860,25
Compiler/extras/CompilerDevTools/test/testpkg.jl,tests,.jl,356,20
Compiler/src/abstractinterpretation.jl,other,.jl,239734,5153
Compiler/src/abstractlattice.jl,other,.jl,14206,326
Compiler/src/bindinginvalidations.jl,other,.jl,8986,204
Compiler/src/bootstrap.jl,other,.jl,4190,91
Compiler/src/cicache.jl,other,.jl,2382,71
Compiler/src/Compiler.jl,other,.jl,10574,255
Compiler/src/effects.jl,other,.jl,17347,401
Compiler/src/inferenceresult.jl,other,.jl,10940,261
Compiler/src/inferencestate.jl,other,.jl,63931,1584
Compiler/src/methodtable.jl,other,.jl,6748,167
Compiler/src/opaque_closure.jl,other,.jl,2169,59
Compiler/src/optimize.jl,optimizer,.jl,67538,1656
Compiler/src/precompile.jl,other,.jl,16774,493
Compiler/src/reflection_interface.jl,other,.jl,2406,59
Compiler/src/reinfer.jl,other,.jl,31407,683
Compiler/src/sort.jl,other,.jl,2940,101
Compiler/src/stmtinfo.jl,other,.jl,26509,728
Compiler/src/tfuncs.jl,other,.jl,140323,3689
Compiler/src/timing.jl,other,.jl,1970,46
Compiler/src/typeinfer.jl,other,.jl,101879,2312
Compiler/src/typelattice.jl,other,.jl,30289,796
Compiler/src/typelimits.jl,other,.jl,42485,1009
Compiler/src/types.jl,other,.jl,31182,729
Compiler/src/typeutils.jl,other,.jl,18687,483
Compiler/src/utilities.jl,other,.jl,13153,421
Compiler/src/validation.jl,other,.jl,10482,257
Compiler/src/verifytrim.jl,other,.jl,22095,542
Compiler/src/ssair/basicblock.jl,ir,.jl,865,33
Compiler/src/ssair/disjoint_set.jl,ir,.jl,4208,140
Compiler/src/ssair/domtree.jl,ir,.jl,28301,769
Compiler/src/ssair/EscapeAnalysis.jl,ir,.jl,52985,1402
Compiler/src/ssair/heap.jl,ir,.jl,1820,72
Compiler/src/ssair/inlining.jl,ir,.jl,82434,1926
Compiler/src/ssair/ir.jl,ir,.jl,87259,2288
Compiler/src/ssair/irinterp.jl,ir,.jl,17746,489
Compiler/src/ssair/legacy.jl,ir,.jl,4518,107
Compiler/src/ssair/passes.jl,ir,.jl,115954,2773
Compiler/src/ssair/show.jl,ir,.jl,52318,1281
Compiler/src/ssair/slot2ssa.jl,ir,.jl,38262,897
Compiler/src/ssair/tarjan.jl,ir,.jl,11329,314
Compiler/src/ssair/verify.jl,ir,.jl,19857,439
Compiler/test/abioverride.jl,tests,.jl,2533,62
Compiler/test/AbstractInterpreter.jl,runtime,.jl,30689,717
Compiler/test/codegen.jl,codegen,.jl,37459,1156
Compiler/test/compact.jl,tests,.jl,1836,59
Compiler/test/contextual.jl,tests,.jl,5911,153
Compiler/test/datastructures.jl,tests,.jl,4520,116
Compiler/test/EAUtils.jl,tests,.jl,13947,360
Compiler/test/effects.jl,tests,.jl,59755,1634
Compiler/test/EscapeAnalysis.jl,tests,.jl,61514,1720
Compiler/test/inference.jl,tests,.jl,309951,7865
Compiler/test/inline.jl,tests,.jl,83552,2466
Compiler/test/interpreter_exec.jl,runtime,.jl,3716,115
Compiler/test/invalidation.jl,tests,.jl,17917,466
Compiler/test/irpasses.jl,optimizer,.jl,67403,2259
Compiler/test/irutils.jl,tests,.jl,4130,104
Compiler/test/newinterp.jl,tests,.jl,3460,65
Compiler/test/precompile.jl,tests,.jl,1897,35
Compiler/test/runtests.jl,tests,.jl,443,16
Compiler/test/setup_Compiler.jl,tests,.jl,474,17
Compiler/test/special_loading.jl,tests,.jl,625,14
Compiler/test/ssair.jl,ir,.jl,32489,940
Compiler/test/tarjan.jl,tests,.jl,5910,171
Compiler/test/validation.jl,tests,.jl,3936,136
Compiler/test/verifytrim.jl,tests,.jl,6682,152
Compiler/test/CompilerLoadingTest/compiler_loading_test.jl,tests,.jl,512,13
Compiler/test/CompilerLoadingTest/Manifest.toml,tests,.toml,405,17
Compiler/test/CompilerLoadingTest/Project.toml,tests,.toml,133,6
Compiler/test/CompilerLoadingTest/src/CompilerLoadingTest.jl,tests,.jl,129,6
contrib/add_license_to_files.jl,other,.jl,7179,205
contrib/check-whitespace.jl,other,.jl,3750,115
contrib/generate_precompile.jl,other,.jl,21148,445
contrib/httpbin-prod-swagger-apigateway.yaml,grammar,.yaml,3105,102
contrib/julia-config.jl,other,.jl,4024,144
contrib/julia.appdata.xml,other,.xml,1417,36
contrib/normalize_triplet.py,other,.py,4920,160
contrib/print_sorted_stdlibs.jl,other,.jl,3674,123
contrib/README.md,docs,.md,2990,39
contrib/refresh_checksums.mk,other,.mk,7342,152
contrib/relative_path.py,other,.py,537,11
contrib/stringreplace.c,other,.c,942,35
contrib/updateSPDX.jl,other,.jl,1160,32
contrib/write_base_cache.jl,other,.jl,376,13
contrib/asan/check.jl,other,.jl,2403,88
contrib/bolt/Makefile,other,,5921,141
contrib/bolt/README.md,docs,.md,676,18
contrib/ci-timing/ci_timing_compare.jl,other,.jl,5951,136
contrib/ci-timing/Project.toml,other,.toml,251,7
contrib/mac/app/Makefile,other,,5431,114
contrib/mac/app/README.md,docs,.md,1493,31
contrib/mac/framework/Julia.h,other,.h,217,7
contrib/mac/framework/Makefile,other,,10111,189
contrib/mac/frameworkapp/Makefile,other,,5440,125
contrib/mac/frameworkapp/README.md,docs,.md,1337,27
contrib/mac/frameworkapp/ExecSandbox/ExecSandbox.h,other,.h,194,8
contrib/mac/frameworkapp/ExecSandbox/ExecSandbox.m,other,.m,4079,150
contrib/mac/frameworkapp/ExecSandbox/ExecSandboxProtocol.h,other,.h,1161,32
contrib/mac/frameworkapp/ExecSandbox/ExecSandboxProtocol.m,other,.m,504,15
contrib/mac/frameworkapp/ExecSandbox/main.m,other,.m,792,29
contrib/mac/frameworkapp/JuliaLauncher/AppDelegate.h,other,.h,160,7
contrib/mac/frameworkapp/JuliaLauncher/AppDelegate.m,other,.m,18742,537
contrib/mac/frameworkapp/JuliaLauncher/main.m,other,.m,180,8
contrib/mac/frameworkapp/JuliaLauncher/Assets.xcassets/Contents.json,other,.json,63,7
contrib/mac/frameworkapp/JuliaLauncher/Assets.xcassets/AppIcon.appiconset/Contents.json,other,.json,1215,69
contrib/pgo-lto/Makefile,other,,3854,88
contrib/pgo-lto-bolt/Makefile,other,,9418,202
contrib/pgo-lto-bolt/README.md,docs,.md,686,19
contrib/tsan/ignorelist.txt,other,.txt,18,2
contrib/tsan/suppressions.txt,other,.txt,34,2
contrib/windows/icon-readme.md,docs,.md,460,24
contrib/windows/julia-manifest.xml,other,.xml,1739,42
deps/blastrampoline.mk,other,.mk,2204,52
deps/BOLT.mk,other,.mk,3870,110
deps/cpufeatures.mk,other,.mk,1512,35
deps/csl.mk,other,.mk,13112,271
deps/curl.mk,other,.mk,4143,116
deps/dsfmt.mk,other,.mk,2286,72
deps/gfortblas.c,other,.c,4482,122
deps/gmp.mk,other,.mk,3225,101
deps/ittapi.mk,other,.mk,1696,45
deps/libgit2.mk,other,.mk,4363,122
deps/libssh2.mk,other,.mk,4893,131
deps/libsuitesparse.mk,grammar,.mk,4950,124
deps/libtracyclient.mk,other,.mk,3023,74
deps/libuv.mk,other,.mk,2480,78
deps/libwhich.mk,other,.mk,1313,37
deps/llvm-options.mk,runtime,.mk,564,26
deps/llvm.mk,runtime,.mk,14920,402
deps/lmdb.mk,other,.mk,2758,62
deps/Makefile,other,,7054,300
deps/mpfr.mk,other,.mk,2528,82
deps/nghttp2.mk,other,.mk,2093,60
deps/nvtx.mk,other,.mk,925,32
deps/objconv.mk,other,.mk,1120,39
deps/openblas.mk,other,.mk,8371,216
deps/openlibm.mk,other,.mk,1349,35
deps/openssl.mk,other,.mk,3948,112
deps/p7zip.mk,other,.mk,2642,68
deps/patchelf.mk,other,.mk,2462,61
deps/pcre.mk,other,.mk,2396,74
deps/sanitizers.mk,other,.mk,1463,38
deps/terminfo.mk,other,.mk,1645,44
deps/unwind.mk,other,.mk,7919,166
deps/utf8proc.mk,other,.mk,1576,42
deps/zlib.mk,other,.mk,1520,41
deps/zstd.mk,other,.mk,3358,70
deps/jlutilities/documenter/Manifest.toml,other,.toml,13922,534
deps/jlutilities/documenter/Project.toml,other,.toml,59,3
deps/jlutilities/juliac/Manifest.toml,other,.toml,9719,392
deps/jlutilities/juliac/Project.toml,other,.toml,142,6
deps/jlutilities/objectfile/Manifest.toml,runtime,.toml,834,29
deps/jlutilities/objectfile/Project.toml,runtime,.toml,59,3
deps/jlutilities/revise/Manifest.toml,other,.toml,7139,285
deps/jlutilities/revise/Project.toml,other,.toml,498,10
deps/tools/bb-install.mk,other,.mk,3348,88
deps/tools/common.mk,other,.mk,11137,316
deps/tools/git-external.mk,other,.mk,4219,91
deps/tools/stdlib-external.mk,other,.mk,1255,33
deps/tools/uninstallers.mk,other,.mk,1673,35
deps/valgrind/valgrind.h,other,.h,388676,6588
doc/make.jl,docs,.jl,24750,636
doc/Makefile,docs,,3022,84
doc/NEWS-update.jl,docs,.jl,488,20
doc/README.md,docs,.md,1426,38
doc/src/index.md,docs,.md,7567,128
doc/src/base/arrays.md,docs,.md,4774,216
doc/src/base/base.md,docs,.md,9883,567
doc/src/base/c.md,docs,.md,985,59
doc/src/base/collections.md,docs,.md,6214,321
doc/src/base/constants.md,docs,.md,395,27
doc/src/base/file.md,docs,.md,1709,72
doc/src/base/io-network.md,docs,.md,4351,152
doc/src/base/iterators.md,docs,.md,761,30
doc/src/base/libc.md,docs,.md,438,26
doc/src/base/math.md,docs,.md,5034,324
doc/src/base/multi-threading.md,docs,.md,2434,95
doc/src/base/numbers.md,docs,.md,3196,185
doc/src/base/parallel.md,docs,.md,5056,187
doc/src/base/punctuation.md,docs,.md,7463,63
doc/src/base/reflection.md,docs,.md,5668,158
doc/src/base/scopedvalues.md,binding,.md,8984,339
doc/src/base/simd-types.md,docs,.md,1017,36
doc/src/base/sort.md,docs,.md,5105,194
doc/src/base/stacktraces.md,docs,.md,311,16
doc/src/base/strings.md,docs,.md,4420,243
doc/src/devdocs/aot.md,docs,.md,11535,79
doc/src/devdocs/ast.md,ast,.md,32816,869
doc/src/devdocs/backtraces.md,docs,.md,5220,132
doc/src/devdocs/boundscheck.md,docs,.md,5473,127
doc/src/devdocs/builtins.md,docs,.md,5865,204
doc/src/devdocs/callconv.md,docs,.md,1647,44
doc/src/devdocs/cartesian.md,docs,.md,4233,142
doc/src/devdocs/compiler.md,docs,.md,4924,112
doc/src/devdocs/compiler_changes.md,docs,.md,3853,68
doc/src/devdocs/debuggingtips.md,docs,.md,10192,255
doc/src/devdocs/diagnostics.md,docs,.md,2094,38
doc/src/devdocs/EscapeAnalysis.md,docs,.md,20831,399
doc/src/devdocs/eval.md,runtime,.md,11363,190
doc/src/devdocs/external_profilers.md,docs,.md,8566,190
doc/src/devdocs/functions.md,docs,.md,9585,232
doc/src/devdocs/gc-debug.md,runtime,.md,6627,180
doc/src/devdocs/gc-mmtk.md,runtime,.md,3507,33
doc/src/devdocs/gc-sa.md,runtime,.md,13323,326
doc/src/devdocs/gc.md,runtime,.md,7955,75
doc/src/devdocs/inference.md,docs,.md,5741,116
doc/src/devdocs/init.md,docs,.md,14007,223
doc/src/devdocs/isbitsunionarrays.md,docs,.md,3336,30
doc/src/devdocs/jit.md,docs,.md,12959,90
doc/src/devdocs/llvm-passes.md,optimizer,.md,10853,141
doc/src/devdocs/llvm.md,runtime,.md,22918,408
doc/src/devdocs/locks.md,docs,.md,9344,256
doc/src/devdocs/meta.md,docs,.md,1713,48
doc/src/devdocs/object.md,runtime,.md,7207,210
doc/src/devdocs/offset-arrays.md,docs,.md,10350,210
doc/src/devdocs/pkgimg.md,docs,.md,3862,52
doc/src/devdocs/precompile_hang.md,docs,.md,5399,99
doc/src/devdocs/probes.md,docs,.md,11347,327
doc/src/devdocs/require.md,docs,.md,823,29
doc/src/devdocs/sanitizers.md,docs,.md,5447,144
doc/src/devdocs/scheduler-wakeup.md,docs,.md,4424,91
doc/src/devdocs/ssair.md,ir,.md,12495,250
doc/src/devdocs/stdio.md,docs,.md,4322,105
doc/src/devdocs/subarrays.md,docs,.md,10479,244
doc/src/devdocs/sysimg.md,docs,.md,11699,205
doc/src/devdocs/types.md,docs,.md,19877,531
doc/src/devdocs/ub.md,docs,.md,7474,77
doc/src/devdocs/valgrind.md,docs,.md,4330,93
doc/src/devdocs/agents/README.md,docs,.md,1435,22
doc/src/devdocs/agents/skills/buildkite-logs/SKILL.md,docs,.md,3078,68
doc/src/devdocs/agents/skills/c-static-analysis/SKILL.md,docs,.md,2324,52
doc/src/devdocs/agents/skills/ci-timing/SKILL.md,docs,.md,1477,32
doc/src/devdocs/agents/skills/compiler-jl/SKILL.md,docs,.md,3626,98
doc/src/devdocs/agents/skills/doctests/SKILL.md,tests,.md,1254,27
doc/src/devdocs/agents/skills/external-deps/SKILL.md,docs,.md,1298,29
doc/src/devdocs/agents/skills/julia-syntax-lowering/SKILL.md,ast,.md,2596,86
doc/src/devdocs/agents/skills/test-changes/SKILL.md,tests,.md,885,20
doc/src/devdocs/contributing/aiagents.md,docs,.md,1534,50
doc/src/devdocs/contributing/code-changes.md,docs,.md,6512,115
doc/src/devdocs/contributing/documentation.md,docs,.md,4151,88
doc/src/devdocs/contributing/formatting.md,docs,.md,1038,23
doc/src/devdocs/contributing/git-workflow.md,docs,.md,1899,20
doc/src/devdocs/contributing/jldoctests.md,tests,.md,4546,152
doc/src/devdocs/contributing/patch-releases.md,docs,.md,2842,45
doc/src/devdocs/contributing/tests.md,tests,.md,1729,20
doc/src/manual/arrays.md,docs,.md,48862,1300
doc/src/manual/asynchronous-programming.md,docs,.md,14705,343
doc/src/manual/calling-c-and-fortran-code.md,docs,.md,65522,1289
doc/src/manual/code-loading.md,docs,.md,38550,480
doc/src/manual/command-line-interface.md,docs,.md,15530,243
doc/src/manual/complex-and-rational-numbers.md,docs,.md,7116,341
doc/src/manual/constructors.md,docs,.md,25620,632
doc/src/manual/control-flow.md,docs,.md,29566,948
doc/src/manual/conversion-and-promotion.md,docs,.md,18155,361
doc/src/manual/distributed-computing.md,docs,.md,63512,1484
doc/src/manual/documentation.md,docs,.md,20498,673
doc/src/manual/embedding.md,docs,.md,27045,724
doc/src/manual/environment-variables.md,docs,.md,28070,634
doc/src/manual/faq.md,docs,.md,50572,1082
doc/src/manual/functions.md,docs,.md,40847,1175
doc/src/manual/getting-started.md,docs,.md,3126,60
doc/src/manual/handling-operating-system-variation.md,docs,.md,1197,43
doc/src/manual/installation.md,docs,.md,4907,132
doc/src/manual/integers-and-floating-point-numbers.md,docs,.md,26721,786
doc/src/manual/interfaces.md,docs,.md,44209,916
doc/src/manual/mathematical-operations.md,docs,.md,32948,692
doc/src/manual/memory-management.md,docs,.md,6686,178
doc/src/manual/metaprogramming.md,docs,.md,52249,1504
doc/src/manual/methods.md,docs,.md,46053,1265
doc/src/manual/missing.md,docs,.md,12454,430
doc/src/manual/modules.md,docs,.md,32276,701
doc/src/manual/multi-threading.md,docs,.md,25384,676
doc/src/manual/networking-and-streams.md,docs,.md,15056,459
doc/src/manual/noteworthy-differences.md,docs,.md,45145,486
doc/src/manual/parallel-computing.md,docs,.md,2135,35
doc/src/manual/performance-tips.md,docs,.md,77902,1990
doc/src/manual/profile.md,docs,.md,30831,697
doc/src/manual/running-external-programs.md,docs,.md,13713,424
doc/src/manual/stacktraces.md,docs,.md,10345,313
doc/src/manual/strings.md,docs,.md,44819,1274
doc/src/manual/style-guide.md,docs,.md,17920,480
doc/src/manual/types.md,docs,.md,69493,1709
doc/src/manual/unicode-input.md,docs,.md,3313,94
doc/src/manual/variables-and-scoping.md,docs,.md,32034,815
doc/src/manual/variables.md,docs,.md,9956,254
doc/src/manual/workflow-tips.md,docs,.md,4368,119
doc/src/manual/worldage.md,docs,.md,10149,296
etc/startup.jl,other,.jl,162,3
JuliaLowering/Project.toml,codegen,.toml,560,23
JuliaLowering/README.md,codegen,.md,10190,246
JuliaLowering/src/ast.jl,ast,.jl,16318,500
JuliaLowering/src/bindings.jl,codegen,.jl,7639,190
JuliaLowering/src/binding_analysis.jl,codegen,.jl,13408,375
JuliaLowering/src/closure_conversion.jl,codegen,.jl,26085,695
JuliaLowering/src/compat.jl,codegen,.jl,33734,815
JuliaLowering/src/desugaring.jl,codegen,.jl,168269,4548
JuliaLowering/src/eval.jl,codegen,.jl,33383,877
JuliaLowering/src/hooks.jl,codegen,.jl,3160,76
JuliaLowering/src/JuliaLowering.jl,codegen,.jl,1835,61
JuliaLowering/src/kinds.jl,codegen,.jl,10274,226
JuliaLowering/src/linear_ir.jl,codegen,.jl,51479,1351
JuliaLowering/src/macro_expansion.jl,codegen,.jl,17016,414
JuliaLowering/src/precompile.jl,codegen,.jl,1639,56
JuliaLowering/src/runtime.jl,codegen,.jl,16015,438
JuliaLowering/src/scope_analysis.jl,binding,.jl,39316,969
JuliaLowering/src/syntax_macros.jl,ast,.jl,14785,442
JuliaLowering/src/utils.jl,codegen,.jl,14094,398
JuliaLowering/src/validation.jl,codegen,.jl,58028,1393
JuliaLowering/test/arrays.jl,codegen,.jl,3107,159
JuliaLowering/test/arrays_ir.jl,codegen,.jl,12447,511
JuliaLowering/test/assignments.jl,codegen,.jl,21108,614
JuliaLowering/test/assignments_ir.jl,codegen,.jl,8753,379
JuliaLowering/test/ast.jl,ast,.jl,3576,86
JuliaLowering/test/branching.jl,codegen,.jl,12925,553
JuliaLowering/test/branching_ir.jl,codegen,.jl,4670,259
JuliaLowering/test/closures.jl,codegen,.jl,41668,1482
JuliaLowering/test/closures_ir.jl,codegen,.jl,34778,1169
