feature,category,file,line,snippet
assignment,expression,HISTORY.md,1850,* It is now possible to use `...` on the left-hand side of assignments for taking any
assignment,expression,HISTORY.md,2216,"* The interactive REPL now uses ""soft scope"" for top-level expressions: an assignment inside a"
assignment,expression,HISTORY.md,3212,"as in the assignment `(x, y) = arg` ([#6614])."
atomic,concurrency,HISTORY.md,170,"* The `@atomic` macro family now supports reference assignment syntax, e.g. `@atomic :monotonic v[3] += 4`,"
atomic,concurrency,HISTORY.md,171,which modifies `v[3]` atomically with monotonic ordering semantics ([#54707]).
atomic,concurrency,HISTORY.md,173,"* atomic fetch (`x = @atomic v[3]`),"
atomic,concurrency,HISTORY.md,174,"* atomic set (`@atomic v[3] = 4`),"
atomic,concurrency,HISTORY.md,175,"* atomic modify (`@atomic v[3] += 2`),"
atomic,concurrency,HISTORY.md,176,"* atomic set once (`@atomiconce v[3] = 2`),"
atomic,concurrency,HISTORY.md,177,"* atomic swap (`x = @atomicswap v[3] = 2`), and"
atomic,concurrency,HISTORY.md,178,* atomic replace (`x = @atomicreplace v[3] 2=>5`).
attribute_annotation,declaration,HISTORY.md,96,"* Introspection utilities such as `@code_typed`, `@which` and `@edit` now accept type annotations as substitutes for values, recognizing forms such as `f(1, ::Float64, 3)` or even `sum(::Vector{T}; init = ::T) where {T<:Real}`. Type-annotated variables as in `"
attribute_annotation,declaration,HISTORY.md,563,"* Three new types around the idea of text with ""annotations"" (`Pair{Symbol, Any}`"
attribute_annotation,declaration,HISTORY.md,564,"entries, e.g. `:lang => ""en""` or `:face => :magenta`). These annotations"
attribute_annotation,declaration,HISTORY.md,568,string and allows for annotations to be attached to regions of the string.
attribute_annotation,declaration,HISTORY.md,571,holds a list of annotations that apply to it.
attribute_annotation,declaration,HISTORY.md,582,`AnnotatedString` with various faces or other attributes applied ([#49586]).
attribute_annotation,declaration,HISTORY.md,930,rather than `Any` when a type annotation is omitted for an argument `x` so that types passed
attribute_annotation,declaration,HISTORY.md,1171,* Type annotations can now be added to global variables to make accessing them type stable ([#43671]).
await,expression,base/stream.jl,1509,"# SAFE cancellation: await the completion callback, so that the"
await,expression,base/task.jl,786,# cancelled them all; await their teardown per severity.
await,expression,base/task.jl,838,# token subtree (covering every child) is already cancelled; await the
await,expression,base/threadingconstructs.jl,203,# cancellation through the tree. Await their unwind rather
binary_op,expression,base/checked.jl,158,"throw_overflowerr_binaryop(op, x, y) = (@noinline;"
binary_op,expression,base/checked.jl,175,"b && throw_overflowerr_binaryop(:+, x, y)"
binary_op,expression,base/checked.jl,231,"b && throw_overflowerr_binaryop(:-, x, y)"
binary_op,expression,base/checked.jl,295,"b && throw_overflowerr_binaryop(:*, x, y)"
binary_op,expression,base/meta.jl,13,"isbinaryoperator,"
binary_op,expression,base/meta.jl,91,isbinaryoperator(s::Symbol)
binary_op,expression,base/meta.jl,97,"julia> Meta.isbinaryoperator(:-), Meta.isbinaryoperator(:√), Meta.isbinaryoperator(:f)"
binary_op,expression,base/meta.jl,101,function isbinaryoperator(s::Symbol)
bytecode_vm,meta,doc/src/devdocs/eval.md,107,Low-Level Virtual Machine (a compiler) The Julia JIT compiler is a program/library called libLLVM.
bytecode_vm,meta,src/cgutils.cpp,3367,return (CE->getOpcode() == Instruction::IntToPtr &&
bytecode_vm,meta,src/cgutils.cpp,3782,unsigned OpCode = ce->getOpcode();
bytecode_vm,meta,src/cgutils.cpp,3783,if (OpCode == Instruction::BitCast || OpCode == Instruction::PtrToInt || OpCode == Instruction::IntToPtr) {
bytecode_vm,meta,src/disasm.cpp,1115,const MCInstrDesc &opcode = MCII->get(Inst.getOpcode());
bytecode_vm,meta,src/disasm.cpp,1116,if (opcode.isBranch() || opcode.isCall()) {
bytecode_vm,meta,src/disasm.cpp,1127,const MCInstrDesc &opinfo = MCII->get(Inst.getOpcode());
bytecode_vm,meta,src/jitlayers.cpp,1803,"assert(cast<ConstantExpr>(libarg)->getOpcode() == Instruction::IntToPtr && ""libarg should be either a global variable or a integer index!"");"
call,expression,NEWS.md,249,"* A new `@methods` macro lists all methods applicable to a call expression, using the types of"
call,expression,base/boot.jl,946,"iscallexpr(ex::Expr) = (isa(ex, Expr) && ex.head === :where) ? iscallexpr(firstarg(ex.args...)) : (isa(ex, Expr) && ex.head === :call)"
call,expression,base/boot.jl,947,iscallexpr(ex) = false
call,expression,base/boot.jl,949,"(isbasicdoc(expr) || iscallexpr(expr)) && return Expr(:escape, nothing)"
call,expression,base/c.jl,275,"# leading `name = value` options, then the call expression"
call,expression,base/cartesian.jl,93,"Generate a function call expression. `sym` represents any number of function arguments, the"
call,expression,base/cartesian.jl,115,Generate a function call expression with keyword arguments `kw...`. As
call,expression,base/deprecated.jl,195,callexpr = old.head === :call ? old : old.args[1]
capture,binding,HISTORY.md,378,* A wall-time profiler is now available for users who need a sampling profiler that captures tasks regardless
capture,binding,HISTORY.md,1573,"* `keys(::RegexMatch)` is now defined to return the capture's keys, by name if named, or by index if not ([#37299])."
capture,binding,HISTORY.md,1575,"* `RegexMatch` is now iterable, giving the captured substrings ([#34355])."
capture,binding,HISTORY.md,1608,"* A new `Manifest.toml` format is now used that captures extensible metadata fields, including the"
capture,binding,HISTORY.md,1962,* `RegexMatch` objects can now be probed for whether a named capture group exists within it through `haskey()` ([#36717]).
capture,binding,HISTORY.md,1963,"* For consistency `haskey(r::RegexMatch, i::Integer)` has also been added and returns if the capture group"
capture,binding,HISTORY.md,3340,the rule that method type parameters must also be captured has been removed.
capture,binding,HISTORY.md,5629,* Each function and closure now has its own type. The captured variables of a closure
cast_conversion,expression,HISTORY.md,219,"`i32` or `i64`, and remove unneeded `ptrtoint`/`inttoptr` conversions. For compatibility,"
cast_conversion,expression,HISTORY.md,601,"* `bunchkaufman` and `bunchkaufman!` now work for any `AbstractFloat`, `Rational` and their complex variants. `bunchkaufman` now supports `Integer` types, by making an internal conversion to `Rational{BigInt}`. Added new function `inertia` that computes the in"
cast_conversion,expression,HISTORY.md,3907,linear-to-cartesian conversion ([#24715])
cast_conversion,expression,HISTORY.md,3925,"`LinearIndices` type, which additionally provides conversion from"
cast_conversion,expression,HISTORY.md,4181,"conversion ([#22925], [#23035], [#23154]."
cast_conversion,expression,HISTORY.md,5280,"* The new `to_indices` function provides a uniform interface for index conversions,"
cast_conversion,expression,HISTORY.md,6143,to C. `unsafe_convert` then handles conversions to `Ptr`.
cast_conversion,expression,HISTORY.md,6550,* Numeric conversion functions whose names are lower-case versions of type
channel,concurrency,HISTORY.md,264,"* The new `isfull(c::Channel)` function can be used to check if `put!(c, some_value)` will block ([#53159])."
channel,concurrency,HISTORY.md,1537,"* Two arguments method `lock(f, lck)` now accepts a `Channel` as the second argument ([#39312])."
channel,concurrency,HISTORY.md,1899,"* New function `Base.Threads.foreach(f, channel::Channel)` for multithreaded `Channel` consumption ([#34543])."
channel,concurrency,HISTORY.md,1979,"* `push!(c::Channel, v)` now returns channel `c`. Previously, it returned the pushed value `v` ([#34202])."
channel,concurrency,HISTORY.md,2642,"* New `Channel(f::Function, spawn=true)` keyword argument to schedule the created Task on"
channel,concurrency,HISTORY.md,2644,"* Simplified the `Channel` constructor, which is now easier to read and more idiomatic julia."
channel,concurrency,HISTORY.md,3018,* Channels now convert inserted values (like containers) instead of requiring types to match ([#29092]).
channel,concurrency,HISTORY.md,5445,using Channels for inter-task communication ([#19841]).
class,declaration,HISTORY.md,3054,* All compiler-reflection tools (i.e. the `code_` class of functions and macros) now print accurate
class,declaration,HISTORY.md,6644,"| Precedence class | Operators (with synonyms, if any)"
class,declaration,Make.inc,991,"# ARCH is the first element of the triple, and gives the CPU class (e.g. x86_64)"
class,declaration,base/linked_list.jl,153,# Adapter class to use any `T` in a LinkedList
class,declaration,base/multimedia.jl,240,# We have an abstract AbstractDisplay class that can be subclassed in order to
class,declaration,base/multimedia.jl,241,# define new rich-display output devices. A typical subclass should
class,declaration,base/show.jl,323,"In short, it is an immutable dictionary that is a subclass of `IO`. It supports standard"
class,declaration,base/strings/string.jl,351,Class 6 | 8 8 2 2 2 2 2 2 2 2
closure_lambda,expression,HISTORY.md,37,"* `Base.@acquire` macro for a non-closure version of `Base.acquire(f, s::Base.Semaphore)`, like `@lock` ([#56845])."
closure_lambda,expression,HISTORY.md,1002,* Predicate function negation `!f` now returns a composed function `(!) ∘ f` instead of an anonymous function ([#44752]).
closure_lambda,expression,HISTORY.md,1009,"of an anonymous function, which allows for pretty printing ([#42717])."
closure_lambda,expression,HISTORY.md,1176,"* `@inline` and `@noinline` can now be placed within a function body, allowing one to annotate anonymous function ([#41312])."
closure_lambda,expression,HISTORY.md,1980,* The composition operator `∘` now returns a `Base.ComposedFunction` instead of an anonymous function ([#37517]).
closure_lambda,expression,HISTORY.md,2231,* `@inline` macro can now be applied to short-form anonymous functions ([#34953]).
closure_lambda,expression,HISTORY.md,2299,provide one-argument method that returns a closure. The old methods of `merge` and
closure_lambda,expression,HISTORY.md,2511,underlying closure ([#33119]).
code_generation,meta,AGENTS.md,7,- [`src/`](src/) - C/C++ runtime and LLVM codegen
code_generation,meta,AGENTS.md,40,"When making changes to LLVM passes or codegen, add `LLVM_ASSERTIONS=1` to `Make.user` to enable"
code_generation,meta,HISTORY.md,1205,"`libjulia-codegen`. It is loaded by default, so normal usage should see no changes."
code_generation,meta,HISTORY.md,5814,15 files in /Users/me/.julia/v0.5/Plots/src/backends
code_generation,meta,Make.inc,521,JULIACODEGEN := LLVM
code_generation,meta,Make.inc,1314,# statically link the archive we build in deps/lmdb.mk into libjulia-codegen
code_generation,meta,Make.inc,1925,"LIBJULIACODEGEN_BUILD_DEPLIB := $(call dep_lib_path,$(build_shlibdir),$(build_shlibdir)/libjulia-codegen.$(JL_MAJOR_SHLIB_EXT))"
code_generation,meta,Make.inc,1926,"LIBJULIACODEGEN_INSTALL_DEPLIB := $(call dep_lib_path,$(shlibdir),$(private_shlibdir)/libjulia-codegen.$(JL_MAJOR_SHLIB_EXT))"
compile_time_eval,meta,HISTORY.md,5899,"if-statement at compile time, for when a static branch is required ([#16219])."
compile_time_eval,meta,HISTORY.md,5918,code and debug info. However compile times may be slightly longer ([#14623]).
compile_time_eval,meta,HISTORY.md,6072,"argument types. At compile time, the function is called with its arguments bound to their"
compile_time_eval,meta,HISTORY.md,6450,* `@simd` now rejects invalid control flow (`@goto` / break / continue) in the inner loop body at compile time ([#8624]).
compile_time_eval,meta,base/essentials.jl,1175,directly (at compile time) without having to test the value of the constant at run time.
compile_time_eval,meta,base/expr.jl,479,this can yield improved inference results at the cost of additional compile time.
compile_time_eval,meta,base/expr.jl,734,method at compile time. I.e. it is a bad idea to annotate this setting
compile_time_eval,meta,base/expr.jl,810,"exactly at compile time and the call is eliminated by the optimizer. However, since"
comprehension,expression,HISTORY.md,5266,"* BitArrays can now be constructed from arbitrary iterables, in particular from generator expressions,"
comprehension,expression,HISTORY.md,5570,* Generator expressions: `f(i) for i in 1:n` ([#4470]). This returns an iterator
comprehension,expression,HISTORY.md,5574,* Generators and comprehensions support filtering using `if` ([#550]) and nested
comprehension,expression,HISTORY.md,5591,"* `x ∈ X` is now a synonym for `x in X` in `for` loops and comprehensions,"
comprehension,expression,HISTORY.md,5666,* Dictionary comprehension syntax `[ a=>b for x in y ]` is deprecated.
comprehension,expression,HISTORY.md,5693,"* Array comprehensions preserve the dimensions of the input ranges. For example,"
comprehension,expression,HISTORY.md,5696,* The result type of an array comprehension depends only on the types of elements
comprehension,expression,HISTORY.md,7035,* New variable bindings on each for loop and comprehension iteration ([#1571]).
constant,declaration,HISTORY.md,166,* Redefinition of constants is now well defined and follows world age semantics ([#57253]). Additional redefinitions
constant,declaration,HISTORY.md,263,"* `logrange(start, stop; length)` makes a range of constant ratio, instead of constant step ([#39071])."
constant,declaration,HISTORY.md,918,* Character literals now support the same syntax allowed in string literals; i.e. the syntax can
constant,declaration,HISTORY.md,1212,"`getfield` calls with constant global fields ([#42355]), enabling elimination of mutable structs with"
constant,declaration,HISTORY.md,1218,Code heavily dependent on constant propagation should see significant compile-time performance improvements and
constant,declaration,HISTORY.md,1473,* A backslash (`\`) before a newline inside a string literal now removes the newline while also
constant,declaration,HISTORY.md,1476,"* A backslash before a newline in command literals now always removes the newline, similar to standard string"
constant,declaration,HISTORY.md,1477,"literals, whereas the result was not well-defined before ([#40753])."
defer_cleanup,control,HISTORY.md,473,disconnect notifications to heartbeat tasks) and cleanup other resources when the program
defer_cleanup,control,HISTORY.md,2535,"* The `tempname` function now takes a `cleanup::Bool` keyword argument defaulting to `true`, which causes the process to try to ensure that any file or directory at the path returned by `tempname` is deleted upon process exit ([#33090])."
defer_cleanup,control,HISTORY.md,3429,* `try` blocks without `catch` or `finally` are no longer allowed. An explicit empty
defer_cleanup,control,NEWS.md,40,cleanup code that must block under a cancelled scope shields itself with `cancel = nothing`
defer_cleanup,control,base/accumulate.jl,478,# Finally loop again with the two types promoted together
defer_cleanup,control,base/asyncevent.jl,219,finally
defer_cleanup,control,base/asyncevent.jl,270,# close is the cleanup primitive: its (bounded) completion
defer_cleanup,control,base/asyncevent.jl,281,finally
dynamic_dispatch,effect,HISTORY.md,756,result previously. This also lets the runtime optimize certain method lookups in a way
dynamic_dispatch,effect,base/array.jl,1376,# and also to avoid a dynamic dispatch in the common case that
dynamic_dispatch,effect,base/hamt.jl,97,# dynamic dispatch on every hop — unresolvable under static compilation
dynamic_dispatch,effect,base/runtime_internals.jl,1750,# low-level method lookup functions used by the compiler
dynamic_dispatch,effect,base/runtime_internals.jl,1979,"# high-level, more convenient method lookup functions"
dynamic_dispatch,effect,base/stacktraces.jl,352,"# for `linfo isa CodeInstance`, but saves an extra dynamic dispatch."
dynamic_dispatch,effect,base/docs/basedocs.jl,2208,"The `argtypes` argument may be a `CodeInstance`, bypassing both method lookup and specialization."
dynamic_dispatch,effect,Compiler/src/reinfer.jl,116,"## more precise method lookup, but more costly and likely not actually better?"
enum,declaration,HISTORY.md,601,"* `bunchkaufman` and `bunchkaufman!` now work for any `AbstractFloat`, `Rational` and their complex variants. `bunchkaufman` now supports `Integer` types, by making an internal conversion to `Rational{BigInt}`. Added new function `inertia` that computes the in"
enum,declaration,HISTORY.md,1196,"to ensure the invariant `convert(Any, x) === x` always holds, as this change could otherwise lead to"
enum,declaration,HISTORY.md,2745,the clang static analyzer to validate GC invariants in Julia's C code. The analysis
enum,declaration,HISTORY.md,3900,"a mutating variant, `replace!` ([#22324], [#25697], [#26206], [#27944])."
enum,declaration,HISTORY.md,4213,"`sin` variants, have been deprecated in favor of dot-syntax ([#22961])."
enum,declaration,HISTORY.md,6372,* Enums are now supported through the `@enum EnumName EnumValue1
enum,declaration,HISTORY.md,6373,EnumValue2` syntax. Enum member values also support arbitrary
enum,declaration,HISTORY.md,6374,value assignment by the `@enum EnumName EnumValue1=1
exception_try,control,AGENTS.md,41,LLVM assertions. This helps catch IR verification errors early:
exception_try,control,HISTORY.md,91,* `@test_throws` now supports a three-argument form `@test_throws ExceptionType pattern expr` to test both exception type and message pattern in one call ([#59117]).
exception_try,control,HISTORY.md,206,* Errors during `getfield` now raise a new `FieldError` exception type instead of the generic
exception_try,control,HISTORY.md,207,`ErrorException` ([#54504]).
exception_try,control,HISTORY.md,985,* New macro `@allocations` which is similar to `@allocated` except reporting the total number of allocations
exception_try,control,HISTORY.md,1236,* `Threads.@threads` now defaults to a new `:dynamic` schedule option which is similar to the previous behavior except
exception_try,control,HISTORY.md,1328,"* New `err` global variable in `Main` set when an expression throws an exception, akin to `ans`. Typing `err` reprints"
exception_try,control,HISTORY.md,1329,the exception information ([#40642]).
ffi,memory,AGENTS.md,86,"- [`doc/src/devdocs/agents/skills/external-deps/`](doc/src/devdocs/agents/skills/external-deps/SKILL.md) — modifying external dependencies (`deps/`, patches) and JLLs."
ffi,memory,AGENTS.md,101,"When referencing external GitHub PRs or issues, use proper GitHub interlinking format (e.g., `owner/repo#123` for PRs/issues)."
ffi,memory,CONTRIBUTING.md,64,"* Build the software and libraries (the first time takes a while, but it's fast after that). Detailed build instructions are in the [README](https://github.com/JuliaLang/julia/tree/master/README.md). Julia depends on several external packages; most are automat"
ffi,memory,HISTORY.md,52,* `chopprefix` and `chopsuffix` can now also accept an `AbstractChar` as the prefix/suffix to remove.
ffi,memory,HISTORY.md,103,External dependencies
ffi,memory,HISTORY.md,243,helping efficient utilization of the worker threadpool used by `Threads.@spawn`. Asking for specifically 1 thread
ffi,memory,HISTORY.md,278,* `tempname` can now take a suffix string to allow the file name to include a suffix and include that suffix in
ffi,memory,HISTORY.md,318,"* The number of default BLAS threads now respects process affinity, instead of using the total number of logical"
filesystem,effect,HISTORY.md,1617,"filesystems which do not handle a large number of files well. To turn this feature off, set the"
filesystem,effect,HISTORY.md,1740,filesystem situations ([#40415]).
filesystem,effect,HISTORY.md,3556,"* On a cluster, all files are now loaded from the local file system rather than node 1 ([#22588])."
filesystem,effect,HISTORY.md,5643,* `using` and `import` are now case-sensitive even on case-insensitive filesystems
filesystem,effect,HISTORY.md,5952,"* The `FS` module has been renamed to `Filesystem`. Calling the functions `isreadable`,"
filesystem,effect,HISTORY.md,5953,"`iswritable`, and `isexecutable` on filesystem paths has been deprecated ([#12819])."
filesystem,effect,NEWS.md,104,filesystem root as `@/` tracks every absolute path. `Base.is_file_tracked` now returns `false` when Julia was
filesystem,effect,base/Base.jl,137,module Filesystem end # Filesystem is populated in stages during bootstrap
for,control,contrib/generate_precompile.jl,384,for statement in statements
for,control,src/clangsa/GCChecker.h,202,"GCObjectSet getObjectsForExprValue(const Expr *E, SVal V,"
for,control,src/clangsa/GCChecker.h,239,"const MemRegion *getStorageRegionForExpr(const Expr *E,"
for,control,src/clangsa/GCChecker.h,242,"const MemRegion *getBindingRegionForExprResult(const Expr *E,"
for,control,src/clangsa/GCChecker.h,245,"const MemRegion *getRootingRegionForExpr(const Expr *E,"
for,control,src/clangsa/GCCheckerPropagation.cpp,83,"GCObjectSet ArgObjects = getObjectsForExprValue(ValueExpr, Arg, State, C);"
for,control,src/clangsa/GCCheckerPropagation.cpp,86,"getRootingRegionForExpr(ValueExpr, State, C)) {"
for,control,src/clangsa/GCCheckerPropagation.cpp,622,"getObjectsForExprValue(Call.getArgExpr(RooterIdx), RootingSVal, State,"
foreach_iteration,control,AGENTS.md,59,"For instance testing Base changes without rebuilding, using failfast, you can run:"
foreach_iteration,control,HISTORY.md,38,* `Iterators.nth` function to access the `n`-th element of a generic iterable ([#56580]).
foreach_iteration,control,HISTORY.md,43,* `Iterators.findeach` is a lazy version of `findall` ([#54124]).
foreach_iteration,control,HISTORY.md,77,* The REPL now provides syntax highlighting for input as you type. See the REPL docs for more info about customization.
foreach_iteration,control,HISTORY.md,499,"in the compiler and execution of `Main.main` may happen in the resulting executable. For interactive use, there is no semantic"
foreach_iteration,control,HISTORY.md,549,"* `Iterators.cycle(iter, n)` runs over `iter` a fixed number of times, instead of forever ([#47354])"
foreach_iteration,control,HISTORY.md,555,* It's not possible to define `length` for stateful iterators in a generally consistent manner. The
foreach_iteration,control,HISTORY.md,556,potential for silently incorrect results for `Stateful` iterators is addressed by deleting the
function,declaration,AGENTS.md,66,"After writing code, look up the docstring for each function you used. If there"
function,declaration,AGENTS.md,67,"are recommendations or additional considerations that apply to these functions,"
function,declaration,AGENTS.md,70,- Do not `ccall` runtime C functions directly if there are existing wrappers for the function.
function,declaration,HISTORY.md,7,* New `@__FUNCTION__` macro to refer to the innermost enclosing function ([#58940]).
function,declaration,HISTORY.md,17,"* The `hash(::AbstractString)` function is now a zero-copy / zero-cost function, based upon providing a correct implementation of the `codeunit` and `iterate` functions. Third-party string packages should migrate to the new algorithm by deleting their existing"
function,declaration,HISTORY.md,34,New library functions
function,declaration,HISTORY.md,38,* `Iterators.nth` function to access the `n`-th element of a generic iterable ([#56580]).
function,declaration,HISTORY.md,40,* The `fieldindex` function (to get the index of a struct's field) is now exported ([#58119]).
function_type,type,HISTORY.md,96,"* Introspection utilities such as `@code_typed`, `@which` and `@edit` now accept type annotations as substitutes for values, recognizing forms such as `f(1, ::Float64, 3)` or even `sum(::Vector{T}; init = ::T) where {T<:Real}`. Type-annotated variables as in `"
function_type,type,HISTORY.md,208,"* Macros in function-signature-position no longer require parentheses. E.g. `function @main(args) ... end` is now permitted, whereas `function (@main)(args) ... end` was required in prior Julia versions."
function_type,type,HISTORY.md,286,* `invoke` now supports passing a `Method` instead of a type signature ([#56692]).
function_type,type,HISTORY.md,602,"* Packages that specialize matrix-matrix `mul!` with a method signature of the form `mul!(::AbstractMatrix, ::MyMatrix, ::AbstractMatrix, ::Number, ::Number)` no longer encounter method ambiguities when interacting with `LinearAlgebra`. Previously, ambiguities"
function_type,type,HISTORY.md,855,"* When stack traces are printed, the printed depth of types in function signatures will be limited"
function_type,type,HISTORY.md,2019,"`UpperTriangular{<:Any,<:Adjoint{<:Any,<:OwnMatrixType}}` in the method signature ([#38168])."
function_type,type,HISTORY.md,2318,"* `Ref{NTuple{N,T}}` can be passed to `Ptr{T}`/`Ref{T}` `ccall` signatures ([#34199])."
function_type,type,HISTORY.md,2983,* Method signatures such as
gc,memory,HISTORY.md,187,"* The `@ccall` macro can now take a `gc_safe` argument, that if set to true allows the runtime to run garbage collection concurrently to the `ccall` ([#49933])."
gc,memory,HISTORY.md,486,* Updated GC heuristics to count allocated pages instead of individual objects ([#50144]).
gc,memory,HISTORY.md,525,* `GC.logging_enabled()` can be used to test whether GC logging has been enabled via `GC.enable_logging` ([#51647]).
gc,memory,HISTORY.md,771,* Updated GC heuristics to count allocated pages instead of object sizes ([#50144]). This should help
gc,memory,HISTORY.md,773,* The mark phase of the garbage collector is now multi-threaded ([#48600]).
gc,memory,HISTORY.md,783,* New option `--gcthreads` to set how many threads will be used by the garbage collector ([#48600]).
gc,memory,HISTORY.md,959,* New option `--heap-size-hint=<size>` suggests a size limit to invoke garbage collection more eagerly.
gc,memory,HISTORY.md,1382,"* `GC.enable_logging(true)` can be used to log each garbage collection, with the"
generic,declaration,HISTORY.md,38,* `Iterators.nth` function to access the `n`-th element of a generic iterable ([#56580]).
generic,declaration,HISTORY.md,206,* Errors during `getfield` now raise a new `FieldError` exception type instead of the generic
generic,declaration,HISTORY.md,316,* Added a generic version of the (unblocked) pivoted Cholesky decomposition (callable via
generic,declaration,HISTORY.md,557,"`length(::Stateful)` method. The last type parameter of `Stateful` is gone, too. Issue: ([#47790]),"
generic,declaration,HISTORY.md,921,* Nested combinations of tuples and named tuples of symbols are now allowed as type parameters ([#46300]).
generic,declaration,HISTORY.md,1192,"* `Base.ifelse` is now defined as a generic function rather than a builtin one, allowing packages to"
generic,declaration,HISTORY.md,1198,"* Builtin functions are now a bit more like generic functions, and can be enumerated with `methods` ([#43865])."
generic,declaration,HISTORY.md,1923,"iteration state, in a generic way ([#37410])."
generic_constraint,type,HISTORY.md,1208,* Conditional type constraints are now be forwarded interprocedurally (i.e. propagated from caller to callee).
generic_constraint,type,HISTORY.md,1887,"* There is no longer a concept of ""home project"": starting `julia --project=dir`"
generic_constraint,type,HISTORY.md,4951,"+ Type parameter constraints can refer to previous parameters, e.g."
generic_constraint,type,HISTORY.md,5390,has been deprecated as a stricter constraint during bounds checking.
generic_constraint,type,base/binaryplatforms.jl,974,# by the constraints of libgfortran compiler ABIs upon our precious programming
generic_constraint,type,base/binaryplatforms.jl,1119,"bounded version constraints, where an artifact can specify that it was built using APIs"
generic_constraint,type,base/coreir.jl,109,"Similar to `Conditional`, but conveys inter-procedural constraints imposed on call arguments."
generic_constraint,type,base/deprecated.jl,582,"This function is deprecated. The concept of binding ""resolvedness"" was removed in Julia 1.12."
global_state,effect,HISTORY.md,1171,* Type annotations can now be added to global variables to make accessing them type stable ([#43671]).
