file,component,size_bytes,lines,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield
base/bool.jl,other,3728,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base/boot.jl,other,47745,1330,6,0,0,0,0,18,0,0,0,0,0,4,1,1,0,0,1,3,0,0,1,0,3,0,0,37,0,0,0,0,47,4,1,28,0,0,0,0,0,19,0,1,9,11,10,0,34,5,0,0,0,19,0,0,0,0,0,33,19,0,0,0,1,1,0,15,0,0,0,10,442,1,5,0,4,0,9,0,0,0,85,1,0,0,6,0,0,0,29,0,0,0,0,5,34,2,0,3
base/broadcast.jl,ast,64908,1448,3,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,12,101,2,0,1,0,0,0,0,0,23,0,5,0,6,0,0,12,4,0,0,0,4,0,0,0,0,0,4,5,0,0,4,1,0,0,48,1,0,0,4,21,0,8,0,0,0,0,0,0,0,20,5,0,0,1,0,0,0,158,0,0,0,0,0,12,0,0,1
base/c.jl,other,18998,544,3,1,0,0,0,13,3,0,0,0,0,1,0,0,0,0,1,1,0,0,6,0,5,0,0,2,6,0,0,0,68,5,1,0,0,0,0,0,0,22,0,1,0,1,6,0,19,0,0,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,14,0,0,0,0,0,3,0,0,0,1,0,0,0,4,1,0,0,17,0,0,0,0,6,22,1,0,0
base/cancellation.jl,other,51093,1129,1,1,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,4,8,0,0,0,38,0,1,1,0,0,0,0,0,15,2,3,0,0,2,2,11,1,0,0,0,2,0,0,0,0,0,0,7,0,0,2,1,0,1,10,0,0,0,1,37,0,0,0,0,0,41,0,0,0,10,0,0,0,81,4,6,0,6,1,0,0,0,1,18,4,0,4
base/cartesian.jl,other,13938,471,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,17,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0
base/channels.jl,other,22168,795,0,0,0,0,0,12,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,10,0,0,31,0,0,0,7,30,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,104,27,1,0,1,0,0,0,0,0,0,0,0,0
base/char.jl,other,14998,393,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,18,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,102,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0
base/checked.jl,other,13025,381,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11,0,0,0
base/client.jl,other,29627,822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,46,0,0,0,0,39,0,0,0,0,0,0,1,0,52,0,2,12,2,0,0,35,6,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,1,20,0,0,0
base/cmd.jl,other,23830,662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,31,0,0,0,0,0,0,0,0,13,0,1,29,0,0,0,29,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,23,4,0,0,1,35,0,0,0,2,0,1,0,0,0,8,0,0,0,2,0,3,0,8,0,0,0,0,1,19,1,0,0
base/cmem.jl,other,1458,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base/combinatorics.jl,other,9758,374,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,4,0,0,0
base/complex.jl,lexer,32848,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58,1,0,1,0,0,0,0,0,4,0,0,0,2,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0
base/condition.jl,other,19544,467,0,1,0,0,0,5,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,18,0,0,32,0,0,0,0,0,7,5,1,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,8,0,0,1,1,0,0,7,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,51,26,5,0,0,0,0,0,0,0,4,2,0,0
base/coreio.jl,other,1389,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
base/coreir.jl,other,4354,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
base/cpuid.jl,other,6627,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
base/ctypes.jl,other,1888,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
base/deepcopy.jl,other,6964,202,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,1,2,0,0,0
