demand_id,repair_id,minimal_witness_case,violated_truths
RC0008,AR001,95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,
RC0008,AR002,95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,
RC0008,AR003,95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,
RC0008,AR004,95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,
RC0008,AR006,95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,
RC0009,AR001,00246e281650aa03700d3abb8be47d71002ebc1f19f4a65a435c22a6a13c83f4,
RC0009,AR002,00246e281650aa03700d3abb8be47d71002ebc1f19f4a65a435c22a6a13c83f4,
RC0009,AR004,00246e281650aa03700d3abb8be47d71002ebc1f19f4a65a435c22a6a13c83f4,
RC0009,AR006,00246e281650aa03700d3abb8be47d71002ebc1f19f4a65a435c22a6a13c83f4,
RC0010,AR001,975d0af6cccaf6690064fe867f30d52f513ab28717ac33f655cbdcf5c9ba06fb,
RC0010,AR002,975d0af6cccaf6690064fe867f30d52f513ab28717ac33f655cbdcf5c9ba06fb,
RC0010,AR006,975d0af6cccaf6690064fe867f30d52f513ab28717ac33f655cbdcf5c9ba06fb,
RC0011,AR001,00224e4530c0ea26deb201e8b68c5dd6017f620d4c99715548453e25b0a08f2b,
RC0011,AR002,00224e4530c0ea26deb201e8b68c5dd6017f620d4c99715548453e25b0a08f2b,
RC0011,AR006,00224e4530c0ea26deb201e8b68c5dd6017f620d4c99715548453e25b0a08f2b,
RC0012,AR001,0252810a9dff30a11711476b3fcd63312529784d3184d4ae5a0778b5887ba6a1,
RC0012,AR002,0252810a9dff30a11711476b3fcd63312529784d3184d4ae5a0778b5887ba6a1,
RC0012,AR003,0252810a9dff30a11711476b3fcd63312529784d3184d4ae5a0778b5887ba6a1,
RC0012,AR006,0252810a9dff30a11711476b3fcd63312529784d3184d4ae5a0778b5887ba6a1,
RC0013,AR001,47dbb4dce6dbd51647f79daef47fc821037ea3a574ac45b4caf0cfc24e596c0d,
RC0013,AR002,47dbb4dce6dbd51647f79daef47fc821037ea3a574ac45b4caf0cfc24e596c0d,
RC0013,AR003,47dbb4dce6dbd51647f79daef47fc821037ea3a574ac45b4caf0cfc24e596c0d,
RC0013,AR006,47dbb4dce6dbd51647f79daef47fc821037ea3a574ac45b4caf0cfc24e596c0d,
RC0014,AR001,166c6f59283de4f9a93946a06c47cfcdd3db7cc0cd28f1351885a0ccb00f222d,
RC0014,AR002,166c6f59283de4f9a93946a06c47cfcdd3db7cc0cd28f1351885a0ccb00f222d,
RC0014,AR004,166c6f59283de4f9a93946a06c47cfcdd3db7cc0cd28f1351885a0ccb00f222d,
RC0014,AR006,166c6f59283de4f9a93946a06c47cfcdd3db7cc0cd28f1351885a0ccb00f222d,
RC0015,AR001,2e4f5a443d96d18264aae904612e5a5f579e1e4ce8f19e5afed0dbe9ce965d38,
RC0015,AR002,2e4f5a443d96d18264aae904612e5a5f579e1e4ce8f19e5afed0dbe9ce965d38,
RC0015,AR003,2e4f5a443d96d18264aae904612e5a5f579e1e4ce8f19e5afed0dbe9ce965d38,
RC0015,AR004,2e4f5a443d96d18264aae904612e5a5f579e1e4ce8f19e5afed0dbe9ce965d38,
RC0015,AR006,2e4f5a443d96d18264aae904612e5a5f579e1e4ce8f19e5afed0dbe9ce965d38,
RC0016,AR001,2d367ffbed3c723f18872d529eb368751e8a79b009c8ad115b136dc9af4d5f16,
RC0016,AR002,2d367ffbed3c723f18872d529eb368751e8a79b009c8ad115b136dc9af4d5f16,
RC0016,AR003,2d367ffbed3c723f18872d529eb368751e8a79b009c8ad115b136dc9af4d5f16,
RC0016,AR004,2d367ffbed3c723f18872d529eb368751e8a79b009c8ad115b136dc9af4d5f16,
RC0016,AR006,2d367ffbed3c723f18872d529eb368751e8a79b009c8ad115b136dc9af4d5f16,
RC0017,AR001,02019535d7dd1964ecfe3e75aae2c64ff30dfd0a0949f8963eab4532f3c7d704,
RC0017,AR002,02019535d7dd1964ecfe3e75aae2c64ff30dfd0a0949f8963eab4532f3c7d704,
RC0017,AR003,02019535d7dd1964ecfe3e75aae2c64ff30dfd0a0949f8963eab4532f3c7d704,
RC0017,AR006,02019535d7dd1964ecfe3e75aae2c64ff30dfd0a0949f8963eab4532f3c7d704,
RC0018,AR001,edff3ff74e8706b70a249450508321f1ee631da8199128224b345aa3a49cbc50,
RC0018,AR002,edff3ff74e8706b70a249450508321f1ee631da8199128224b345aa3a49cbc50,
RC0018,AR006,edff3ff74e8706b70a249450508321f1ee631da8199128224b345aa3a49cbc50,
RC0019,AR001,c3d2a7f673445b910dd1c76f7476ceca56319f9e5e8444d657877a01ef3f9fd0,
RC0019,AR002,c3d2a7f673445b910dd1c76f7476ceca56319f9e5e8444d657877a01ef3f9fd0,
RC0019,AR006,c3d2a7f673445b910dd1c76f7476ceca56319f9e5e8444d657877a01ef3f9fd0,
RC0020,AR001,05130eeee87f34fd720765d77a6935d2973c6a18561fc181bb78a8315d3aad6b,
RC0020,AR002,05130eeee87f34fd720765d77a6935d2973c6a18561fc181bb78a8315d3aad6b,
RC0020,AR004,05130eeee87f34fd720765d77a6935d2973c6a18561fc181bb78a8315d3aad6b,
RC0020,AR006,05130eeee87f34fd720765d77a6935d2973c6a18561fc181bb78a8315d3aad6b,
RC0021,AR001,1e38d2eabef461f9bcc8ae4878a2a16342e0ccdc5a9d98151c79a0a239b227bd,
RC0021,AR002,1e38d2eabef461f9bcc8ae4878a2a16342e0ccdc5a9d98151c79a0a239b227bd,
RC0021,AR006,1e38d2eabef461f9bcc8ae4878a2a16342e0ccdc5a9d98151c79a0a239b227bd,
RC0022,AR001,e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,T0063|T0065|T0067|T0068
RC0022,AR002,e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,T0063|T0065|T0067|T0068
RC0022,AR004,e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,T0063|T0065|T0067|T0068
RC0022,AR006,e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,T0063|T0065|T0067|T0068
RC0023,AR001,83e6dabba5cf4ba0b63e092890acde13703465f1084d8bb80f39bf299f737085,
RC0023,AR002,83e6dabba5cf4ba0b63e092890acde13703465f1084d8bb80f39bf299f737085,
RC0023,AR004,83e6dabba5cf4ba0b63e092890acde13703465f1084d8bb80f39bf299f737085,
RC0023,AR006,83e6dabba5cf4ba0b63e092890acde13703465f1084d8bb80f39bf299f737085,
RC0024,AR001,819c0083a8dfc51ca3f95ee1f8f3b6b52f09a72b804beeedeeb7301b9bbea238,
RC0024,AR002,819c0083a8dfc51ca3f95ee1f8f3b6b52f09a72b804beeedeeb7301b9bbea238,
RC0024,AR004,819c0083a8dfc51ca3f95ee1f8f3b6b52f09a72b804beeedeeb7301b9bbea238,
RC0024,AR006,819c0083a8dfc51ca3f95ee1f8f3b6b52f09a72b804beeedeeb7301b9bbea238,
RC0025,AR001,56f51627fc68cf99d5ee9995ba1a045a55247b3f8c52562ae8423dd43163dad2,T0065|T0067|T0068
RC0025,AR002,56f51627fc68cf99d5ee9995ba1a045a55247b3f8c52562ae8423dd43163dad2,T0065|T0067|T0068
RC0025,AR004,56f51627fc68cf99d5ee9995ba1a045a55247b3f8c52562ae8423dd43163dad2,T0065|T0067|T0068
RC0025,AR006,56f51627fc68cf99d5ee9995ba1a045a55247b3f8c52562ae8423dd43163dad2,T0065|T0067|T0068
RC0026,AR001,6aef0522ffebaf30f5cdd948581d610b6f4fab2219f77b81d45a2154ce93fbd9,
RC0026,AR002,6aef0522ffebaf30f5cdd948581d610b6f4fab2219f77b81d45a2154ce93fbd9,
RC0026,AR004,6aef0522ffebaf30f5cdd948581d610b6f4fab2219f77b81d45a2154ce93fbd9,
RC0026,AR006,6aef0522ffebaf30f5cdd948581d610b6f4fab2219f77b81d45a2154ce93fbd9,
RC0027,AR001,7430cb0ac7d85500e4d516717bc6450fc8969aee0fdda003512943d2e8b1ba07,T0065|T0067|T0068
RC0027,AR002,7430cb0ac7d85500e4d516717bc6450fc8969aee0fdda003512943d2e8b1ba07,T0065|T0067|T0068
RC0027,AR004,7430cb0ac7d85500e4d516717bc6450fc8969aee0fdda003512943d2e8b1ba07,T0065|T0067|T0068
RC0027,AR006,7430cb0ac7d85500e4d516717bc6450fc8969aee0fdda003512943d2e8b1ba07,T0065|T0067|T0068
RC0028,AR001,641d6ba7a7c68d0fb07410d2f38ea9aeec9408088451bd0d80be5eeb2d2af37d,
RC0028,AR002,641d6ba7a7c68d0fb07410d2f38ea9aeec9408088451bd0d80be5eeb2d2af37d,
RC0028,AR004,641d6ba7a7c68d0fb07410d2f38ea9aeec9408088451bd0d80be5eeb2d2af37d,
RC0028,AR006,641d6ba7a7c68d0fb07410d2f38ea9aeec9408088451bd0d80be5eeb2d2af37d,
RC0029,AR001,a4dd0f5a5312fd38c23ec75e16ce0eb63573829e56e02383ef3011402808edcc,
RC0029,AR002,a4dd0f5a5312fd38c23ec75e16ce0eb63573829e56e02383ef3011402808edcc,
RC0029,AR004,a4dd0f5a5312fd38c23ec75e16ce0eb63573829e56e02383ef3011402808edcc,
RC0029,AR006,a4dd0f5a5312fd38c23ec75e16ce0eb63573829e56e02383ef3011402808edcc,
RC0030,AR001,1977b8887f39e6cd3f05bed5d59d6b5e8eb11155350815554833f55af79a3223,
RC0030,AR002,1977b8887f39e6cd3f05bed5d59d6b5e8eb11155350815554833f55af79a3223,
RC0030,AR006,1977b8887f39e6cd3f05bed5d59d6b5e8eb11155350815554833f55af79a3223,
RC0031,AR001,89a7fc287eacef9e0529b73e32c6fd91a4bc7850778c06322a08b89373d08a55,T0065|T0067|T0068
RC0031,AR002,89a7fc287eacef9e0529b73e32c6fd91a4bc7850778c06322a08b89373d08a55,T0065|T0067|T0068
RC0031,AR006,89a7fc287eacef9e0529b73e32c6fd91a4bc7850778c06322a08b89373d08a55,T0065|T0067|T0068
RC0032,AR001,d33749167aae94a287a0e636fc2451bc3748e6ae14c2822b1eca23886f392841,T0065|T0067|T0068
RC0032,AR002,d33749167aae94a287a0e636fc2451bc3748e6ae14c2822b1eca23886f392841,T0065|T0067|T0068
RC0032,AR006,d33749167aae94a287a0e636fc2451bc3748e6ae14c2822b1eca23886f392841,T0065|T0067|T0068
RC0033,AR001,6a874874c5bb92d8a63a966e01c8c9f47bce5a02890ab17f5dbc6329cd4444dc,T0065|T0067|T0068
RC0033,AR002,6a874874c5bb92d8a63a966e01c8c9f47bce5a02890ab17f5dbc6329cd4444dc,T0065|T0067|T0068
RC0033,AR006,6a874874c5bb92d8a63a966e01c8c9f47bce5a02890ab17f5dbc6329cd4444dc,T0065|T0067|T0068
RC0034,AR001,b802fb0a145afefce9ea3e42d59f5114f00321c467d68e2e7515d772f8840a29,T0065|T0067|T0068
RC0034,AR002,b802fb0a145afefce9ea3e42d59f5114f00321c467d68e2e7515d772f8840a29,T0065|T0067|T0068
RC0034,AR006,b802fb0a145afefce9ea3e42d59f5114f00321c467d68e2e7515d772f8840a29,T0065|T0067|T0068
RC0035,AR006,31fdde61c699a9f3833d1f926ec67c68ba247058f16a4ecf290446116a8d7543,
RC0036,AR001,2d8042fef582ecdde7854bb675dc64560a9ec8d9a22d8c13e9c881235891d41a,
RC0036,AR002,2d8042fef582ecdde7854bb675dc64560a9ec8d9a22d8c13e9c881235891d41a,
RC0036,AR006,2d8042fef582ecdde7854bb675dc64560a9ec8d9a22d8c13e9c881235891d41a,
RC0037,AR001,b990fbb19b29809bc91d55b983c6f2590d12884ca3a11379536201f0670e0773,
RC0037,AR002,b990fbb19b29809bc91d55b983c6f2590d12884ca3a11379536201f0670e0773,
RC0037,AR006,b990fbb19b29809bc91d55b983c6f2590d12884ca3a11379536201f0670e0773,
RC0038,AR006,2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,T0065|T0067|T0068
RC0039,AR006,1437376a0e86c8809c163fc35d87694d295762128b2ec2647232d188a21246b2,
RC0040,AR006,1747b2c502ac3ef3657acb6855c45a4900def5d4b3c231d2facc53bc6303df58,
RC0041,AR001,2525d19cfaa28bf83354b502a7ae766c16f662b50c68758296cfa66600cdfbbb,
RC0041,AR002,2525d19cfaa28bf83354b502a7ae766c16f662b50c68758296cfa66600cdfbbb,
RC0041,AR006,2525d19cfaa28bf83354b502a7ae766c16f662b50c68758296cfa66600cdfbbb,
RC0042,AR001,93cf95013fc6f64e919b796c38bb7536ee0769f9e4bb153ba1846829c615301f,
RC0042,AR002,93cf95013fc6f64e919b796c38bb7536ee0769f9e4bb153ba1846829c615301f,
RC0042,AR006,93cf95013fc6f64e919b796c38bb7536ee0769f9e4bb153ba1846829c615301f,
RC0043,AR001,edf283eff7973a969e7199184c76053fc3f20e40c55fa05f2de47805b5bf0ef8,T0063|T0075
RC0043,AR002,edf283eff7973a969e7199184c76053fc3f20e40c55fa05f2de47805b5bf0ef8,T0063|T0075
RC0043,AR004,edf283eff7973a969e7199184c76053fc3f20e40c55fa05f2de47805b5bf0ef8,T0063|T0075
RC0043,AR006,edf283eff7973a969e7199184c76053fc3f20e40c55fa05f2de47805b5bf0ef8,T0063|T0075
RC0044,AR001,e36eba260ecae687cc6f94a2fc4a6f5b476d1ff10a49146ac8cc6d242273d4a4,T0075
RC0044,AR002,e36eba260ecae687cc6f94a2fc4a6f5b476d1ff10a49146ac8cc6d242273d4a4,T0075
RC0044,AR004,e36eba260ecae687cc6f94a2fc4a6f5b476d1ff10a49146ac8cc6d242273d4a4,T0075
RC0044,AR006,e36eba260ecae687cc6f94a2fc4a6f5b476d1ff10a49146ac8cc6d242273d4a4,T0075
RC0045,AR001,180b768dc17bc6624b63e08d5b35f6963727318df144339541c9e88785337e71,
RC0045,AR002,180b768dc17bc6624b63e08d5b35f6963727318df144339541c9e88785337e71,
RC0045,AR006,180b768dc17bc6624b63e08d5b35f6963727318df144339541c9e88785337e71,
RC0046,AR001,529920fd2e77cc17a6ae9dfe15882d6be6405a4d75ff42bcd3761ba4b2821442,T0063
RC0046,AR002,529920fd2e77cc17a6ae9dfe15882d6be6405a4d75ff42bcd3761ba4b2821442,T0063
RC0046,AR006,529920fd2e77cc17a6ae9dfe15882d6be6405a4d75ff42bcd3761ba4b2821442,T0063
RC0047,AR001,87fab604ab623ac72f60c13feea7393e3ea855a289f1d4ae8be46a1a3b4c8359,T0065|T0067|T0068
RC0047,AR002,87fab604ab623ac72f60c13feea7393e3ea855a289f1d4ae8be46a1a3b4c8359,T0065|T0067|T0068
RC0047,AR004,87fab604ab623ac72f60c13feea7393e3ea855a289f1d4ae8be46a1a3b4c8359,T0065|T0067|T0068
RC0047,AR006,87fab604ab623ac72f60c13feea7393e3ea855a289f1d4ae8be46a1a3b4c8359,T0065|T0067|T0068
RC0048,AR001,379d1284af805b9d3dab0b4f55064e6db5c732769aa22914a6becaa3251b3d1b,
RC0048,AR002,379d1284af805b9d3dab0b4f55064e6db5c732769aa22914a6becaa3251b3d1b,
RC0048,AR004,379d1284af805b9d3dab0b4f55064e6db5c732769aa22914a6becaa3251b3d1b,
RC0048,AR006,379d1284af805b9d3dab0b4f55064e6db5c732769aa22914a6becaa3251b3d1b,
RC0049,AR001,186a85d67bb6b50dbe7ac8e287ebce26b5125dbf101a52e780d6ff68d98c92db,
RC0049,AR002,186a85d67bb6b50dbe7ac8e287ebce26b5125dbf101a52e780d6ff68d98c92db,
RC0049,AR004,186a85d67bb6b50dbe7ac8e287ebce26b5125dbf101a52e780d6ff68d98c92db,
RC0049,AR006,186a85d67bb6b50dbe7ac8e287ebce26b5125dbf101a52e780d6ff68d98c92db,
RC0050,AR001,093a09400c7a2223dcf5eddfed5ac30b917843edfae242128590950dfb583da8,
RC0050,AR002,093a09400c7a2223dcf5eddfed5ac30b917843edfae242128590950dfb583da8,
RC0050,AR004,093a09400c7a2223dcf5eddfed5ac30b917843edfae242128590950dfb583da8,
RC0050,AR006,093a09400c7a2223dcf5eddfed5ac30b917843edfae242128590950dfb583da8,
RC0051,AR001,d40655e844511e1769968d1123a44a9f3f9718aa9c096e1c7706faf574be1b2b,T0065|T0067|T0068
RC0051,AR002,d40655e844511e1769968d1123a44a9f3f9718aa9c096e1c7706faf574be1b2b,T0065|T0067|T0068
RC0051,AR004,d40655e844511e1769968d1123a44a9f3f9718aa9c096e1c7706faf574be1b2b,T0065|T0067|T0068
RC0051,AR006,d40655e844511e1769968d1123a44a9f3f9718aa9c096e1c7706faf574be1b2b,T0065|T0067|T0068
RC0052,AR001,81cf48262517d3efa637f96a96996b10b1de93494b9e05deb6d6bd937b91ba8f,
RC0052,AR002,81cf48262517d3efa637f96a96996b10b1de93494b9e05deb6d6bd937b91ba8f,
RC0052,AR004,81cf48262517d3efa637f96a96996b10b1de93494b9e05deb6d6bd937b91ba8f,
RC0052,AR006,81cf48262517d3efa637f96a96996b10b1de93494b9e05deb6d6bd937b91ba8f,
RC0053,AR001,13e03f3340ed477af7a0a7a3bd7219d6a3f4337b428c1d786cd361b69a2cf04d,
RC0053,AR002,13e03f3340ed477af7a0a7a3bd7219d6a3f4337b428c1d786cd361b69a2cf04d,
RC0053,AR004,13e03f3340ed477af7a0a7a3bd7219d6a3f4337b428c1d786cd361b69a2cf04d,
RC0053,AR006,13e03f3340ed477af7a0a7a3bd7219d6a3f4337b428c1d786cd361b69a2cf04d,
RC0054,AR001,6e5de94e8d95410cc2c0ea7d2d76e96ebe4ee3cd66eb98905be7a059c23ad5eb,
RC0054,AR002,6e5de94e8d95410cc2c0ea7d2d76e96ebe4ee3cd66eb98905be7a059c23ad5eb,
RC0054,AR004,6e5de94e8d95410cc2c0ea7d2d76e96ebe4ee3cd66eb98905be7a059c23ad5eb,
RC0054,AR006,6e5de94e8d95410cc2c0ea7d2d76e96ebe4ee3cd66eb98905be7a059c23ad5eb,
RC0055,AR001,3e9387298fb46cd9729b35b3afcb76d481f8ec4034dcadaa8f1a44fb94e16581,T0063
RC0055,AR002,3e9387298fb46cd9729b35b3afcb76d481f8ec4034dcadaa8f1a44fb94e16581,T0063
RC0055,AR004,3e9387298fb46cd9729b35b3afcb76d481f8ec4034dcadaa8f1a44fb94e16581,T0063
RC0055,AR006,3e9387298fb46cd9729b35b3afcb76d481f8ec4034dcadaa8f1a44fb94e16581,T0063
RC0056,AR001,5ae3d6e66455c202ae9334a3af5eace3716a389ce3caff8f5141b9eff0ddb137,
RC0056,AR002,5ae3d6e66455c202ae9334a3af5eace3716a389ce3caff8f5141b9eff0ddb137,
RC0056,AR004,5ae3d6e66455c202ae9334a3af5eace3716a389ce3caff8f5141b9eff0ddb137,
RC0056,AR006,5ae3d6e66455c202ae9334a3af5eace3716a389ce3caff8f5141b9eff0ddb137,
RC0057,AR001,a49f9442deda30ce3c8df8872c9f7c737723a2895c761ce9346e542acac2cda2,T0072|T0075|T0085|T0087|T0088
RC0057,AR002,a49f9442deda30ce3c8df8872c9f7c737723a2895c761ce9346e542acac2cda2,T0072|T0075|T0085|T0087|T0088
RC0057,AR004,a49f9442deda30ce3c8df8872c9f7c737723a2895c761ce9346e542acac2cda2,T0072|T0075|T0085|T0087|T0088
RC0057,AR006,a49f9442deda30ce3c8df8872c9f7c737723a2895c761ce9346e542acac2cda2,T0072|T0075|T0085|T0087|T0088
RC0058,AR001,16548fd4ead735798e8df0b46a92cd7f22ac820d5cf8174680002eb8d4e6c12a,T0075|T0085|T0087|T0088
RC0058,AR002,16548fd4ead735798e8df0b46a92cd7f22ac820d5cf8174680002eb8d4e6c12a,T0075|T0085|T0087|T0088
RC0058,AR004,16548fd4ead735798e8df0b46a92cd7f22ac820d5cf8174680002eb8d4e6c12a,T0075|T0085|T0087|T0088
RC0058,AR006,16548fd4ead735798e8df0b46a92cd7f22ac820d5cf8174680002eb8d4e6c12a,T0075|T0085|T0087|T0088
RC0059,AR001,ea8cb2224cca7657a8c54e16bb4beb17ef66700b3161141e2607f69b7dd029cb,T0075
RC0059,AR002,ea8cb2224cca7657a8c54e16bb4beb17ef66700b3161141e2607f69b7dd029cb,T0075
RC0059,AR004,ea8cb2224cca7657a8c54e16bb4beb17ef66700b3161141e2607f69b7dd029cb,T0075
RC0059,AR006,ea8cb2224cca7657a8c54e16bb4beb17ef66700b3161141e2607f69b7dd029cb,T0075
RC0060,AR001,75e339bacb0eceff12c6469b5f47ef7329050e4d93a0b6547e1f655f8bf00d59,T0085|T0087|T0088
RC0060,AR002,75e339bacb0eceff12c6469b5f47ef7329050e4d93a0b6547e1f655f8bf00d59,T0085|T0087|T0088
RC0060,AR004,75e339bacb0eceff12c6469b5f47ef7329050e4d93a0b6547e1f655f8bf00d59,T0085|T0087|T0088
RC0060,AR006,75e339bacb0eceff12c6469b5f47ef7329050e4d93a0b6547e1f655f8bf00d59,T0085|T0087|T0088
RC0061,AR001,5e99ee1bf549a1f72a14fc00bfa77929ac566626ded9d14a658deac5cdcec63f,T0085|T0087|T0088
RC0061,AR002,5e99ee1bf549a1f72a14fc00bfa77929ac566626ded9d14a658deac5cdcec63f,T0085|T0087|T0088
RC0061,AR004,5e99ee1bf549a1f72a14fc00bfa77929ac566626ded9d14a658deac5cdcec63f,T0085|T0087|T0088
RC0061,AR006,5e99ee1bf549a1f72a14fc00bfa77929ac566626ded9d14a658deac5cdcec63f,T0085|T0087|T0088
RC0062,AR001,025f422d7d4bb620928823620b6ed8aa107caa5f14b21b1232970c53a8854418,
RC0062,AR002,025f422d7d4bb620928823620b6ed8aa107caa5f14b21b1232970c53a8854418,
RC0062,AR004,025f422d7d4bb620928823620b6ed8aa107caa5f14b21b1232970c53a8854418,
RC0062,AR006,025f422d7d4bb620928823620b6ed8aa107caa5f14b21b1232970c53a8854418,
RC0063,AR001,174483d1b76ef084f9e67453c88aa4b8f55cd69c4d976ae70c8b1c7b16973896,
RC0063,AR002,174483d1b76ef084f9e67453c88aa4b8f55cd69c4d976ae70c8b1c7b16973896,
RC0063,AR004,174483d1b76ef084f9e67453c88aa4b8f55cd69c4d976ae70c8b1c7b16973896,
RC0063,AR006,174483d1b76ef084f9e67453c88aa4b8f55cd69c4d976ae70c8b1c7b16973896,
RC0064,AR001,a717666afb556ff6415f40f20e1e867202ebf11744851d4317f4f325604a207d,
RC0064,AR002,a717666afb556ff6415f40f20e1e867202ebf11744851d4317f4f325604a207d,
RC0064,AR004,a717666afb556ff6415f40f20e1e867202ebf11744851d4317f4f325604a207d,
RC0064,AR006,a717666afb556ff6415f40f20e1e867202ebf11744851d4317f4f325604a207d,
RC0065,AR001,2e24b6e8c1e62b4ada1bd34af879821c7a69e09384dea62a5e2c0e97cfec54b6,T0065|T0067|T0068
RC0065,AR002,2e24b6e8c1e62b4ada1bd34af879821c7a69e09384dea62a5e2c0e97cfec54b6,T0065|T0067|T0068
RC0065,AR004,2e24b6e8c1e62b4ada1bd34af879821c7a69e09384dea62a5e2c0e97cfec54b6,T0065|T0067|T0068
RC0065,AR006,2e24b6e8c1e62b4ada1bd34af879821c7a69e09384dea62a5e2c0e97cfec54b6,T0065|T0067|T0068
RC0066,AR001,ec0d108dc63da1a524757c1b24f2b46ab2b5fa2620e45529e6f560be143b48d2,
RC0066,AR002,ec0d108dc63da1a524757c1b24f2b46ab2b5fa2620e45529e6f560be143b48d2,
RC0066,AR004,ec0d108dc63da1a524757c1b24f2b46ab2b5fa2620e45529e6f560be143b48d2,
RC0066,AR006,ec0d108dc63da1a524757c1b24f2b46ab2b5fa2620e45529e6f560be143b48d2,
RC0067,AR001,048e541283173ff7d16c15a3a1baaa564fab92b268ec9b3fdca5e7c4cbd595ab,
RC0067,AR002,048e541283173ff7d16c15a3a1baaa564fab92b268ec9b3fdca5e7c4cbd595ab,
RC0067,AR004,048e541283173ff7d16c15a3a1baaa564fab92b268ec9b3fdca5e7c4cbd595ab,
RC0067,AR006,048e541283173ff7d16c15a3a1baaa564fab92b268ec9b3fdca5e7c4cbd595ab,
RC0068,AR001,eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,
RC0068,AR002,eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,
RC0068,AR004,eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,
RC0068,AR006,eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,
RC0069,AR001,02bac6ef72d02ca97b611a4af50aea0f57c5238a04a881cec0c813e5b5719a94,
RC0069,AR002,02bac6ef72d02ca97b611a4af50aea0f57c5238a04a881cec0c813e5b5719a94,
RC0069,AR004,02bac6ef72d02ca97b611a4af50aea0f57c5238a04a881cec0c813e5b5719a94,
RC0069,AR006,02bac6ef72d02ca97b611a4af50aea0f57c5238a04a881cec0c813e5b5719a94,
RC0070,AR001,3d1fd3dc57a1ec16d483b876cd7f37f8ba41de5140a9d34913eb6225e2a5f604,
