language,repository,node_type,named,has_fields,has_children,has_subtypes,payload_json
r,r-lib/tree-sitter-r,if_statement,True,True,False,False,"{""type"":""if_statement"",""named"":true,""fields"":{""alternative"":{""multiple"":false,""required"":false,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]},""close"":{""multiple"":false,""required"":true,""types"":[{""type"":"")"",""named"":false}]},""condition"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]},""consequence"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]},""open"":{""multiple"":false,""required"":true,""types"":[{""type"":""("",""named"":false}]}}}"
r,r-lib/tree-sitter-r,integer,True,False,False,False,"{""type"":""integer"",""named"":true,""fields"":{}}"
r,r-lib/tree-sitter-r,na,True,False,False,False,"{""type"":""na"",""named"":true,""fields"":{}}"
r,r-lib/tree-sitter-r,namespace_operator,True,True,False,False,"{""type"":""namespace_operator"",""named"":true,""fields"":{""lhs"":{""multiple"":false,""required"":true,""types"":[{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""string"",""named"":true}]},""operator"":{""multiple"":false,""required"":true,""types"":[{""type"":""::"",""named"":false},{""type"":"":::"",""named"":false}]},""rhs"":{""multiple"":false,""required"":false,""types"":[{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""string"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,parameter,True,True,False,False,"{""type"":""parameter"",""named"":true,""fields"":{""default"":{""multiple"":false,""required"":false,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]},""name"":{""multiple"":false,""required"":true,""types"":[{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""identifier"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,parameters,True,True,True,False,"{""type"":""parameters"",""named"":true,""fields"":{""close"":{""multiple"":false,""required"":true,""types"":[{""type"":"")"",""named"":false}]},""open"":{""multiple"":false,""required"":true,""types"":[{""type"":""("",""named"":false}]},""parameter"":{""multiple"":true,""required"":false,""types"":[{""type"":""parameter"",""named"":true}]}},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""comma"",""named"":true}]}}"
r,r-lib/tree-sitter-r,parenthesized_expression,True,True,False,False,"{""type"":""parenthesized_expression"",""named"":true,""fields"":{""body"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]},""close"":{""multiple"":false,""required"":true,""types"":[{""type"":"")"",""named"":false}]},""open"":{""multiple"":false,""required"":true,""types"":[{""type"":""("",""named"":false}]}}}"
r,r-lib/tree-sitter-r,program,True,False,True,False,"{""type"":""program"",""named"":true,""root"":true,""fields"":{},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]}}"
r,r-lib/tree-sitter-r,repeat_statement,True,True,False,False,"{""type"":""repeat_statement"",""named"":true,""fields"":{""body"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,string,True,True,False,False,"{""type"":""string"",""named"":true,""fields"":{""close"":{""multiple"":false,""required"":true,""types"":[{""type"":""string_close"",""named"":true}]},""content"":{""multiple"":false,""required"":false,""types"":[{""type"":""string_content"",""named"":true}]},""open"":{""multiple"":false,""required"":true,""types"":[{""type"":""string_open"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,string_content,True,False,True,False,"{""type"":""string_content"",""named"":true,""fields"":{},""children"":{""multiple"":true,""required"":false,""types"":[{""type"":""escape_sequence"",""named"":true}]}}"
r,r-lib/tree-sitter-r,subset,True,True,False,False,"{""type"":""subset"",""named"":true,""fields"":{""arguments"":{""multiple"":false,""required"":true,""types"":[{""type"":""arguments"",""named"":true}]},""function"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,subset2,True,True,False,False,"{""type"":""subset2"",""named"":true,""fields"":{""arguments"":{""multiple"":false,""required"":true,""types"":[{""type"":""arguments"",""named"":true}]},""function"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]}}}"
r,r-lib/tree-sitter-r,unary_operator,True,True,False,False,"{""type"":""unary_operator"",""named"":true,""fields"":{""operator"":{""multiple"":false,""required"":true,""types"":[{""type"":""!"",""named"":false},{""type"":""+"",""named"":false},{""type"":""-"",""named"":false},{""type"":""?"",""named"":false},{""type"":""~"",""named"":false}]},""rhs"":{""multiple"":false,""required"":true,""types"":[{""type"":""binary_operator"",""named"":true},{""type"":""braced_expression"",""named"":true},{""type"":""break"",""named"":true},{""type"":""call"",""named"":true},{""type"":""complex"",""named"":true},{""type"":""dot_dot_i"",""named"":true},{""type"":""dots"",""named"":true},{""type"":""extract_operator"",""named"":true},{""type"":""false"",""named"":true},{""type"":""float"",""named"":true},{""type"":""for_statement"",""named"":true},{""type"":""function_definition"",""named"":true},{""type"":""identifier"",""named"":true},{""type"":""if_statement"",""named"":true},{""type"":""inf"",""named"":true},{""type"":""integer"",""named"":true},{""type"":""na"",""named"":true},{""type"":""namespace_operator"",""named"":true},{""type"":""nan"",""named"":true},{""type"":""next"",""named"":true},{""type"":""null"",""named"":true},{""type"":""parenthesized_expression"",""named"":true},{""type"":""repeat_statement"",""named"":true},{""type"":""string"",""named"":true},{""type"":""subset"",""named"":true},{""type"":""subset2"",""named"":true},{""type"":""true"",""named"":true},{""type"":""unary_operator"",""named"":true},{""type"":""while_statement"",""named"":true}]}}}"
