source_id,language,ecosystem,source_feature_id,observed,occurrences,file_count
github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,GEN::macro,1,34,5
github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,GEN::pointer,1,54,7
github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,GEN::compile_time_eval,1,57,8
github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,GEN::reference,1,14,3
github:yglukhov/nimpy@b07fc2c6f09fadb0ae224ce5bf66361ec3fe12e3,nim,github,GEN::throw_raise,1,28,6
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::closure_lambda,1,114,22
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::enum,1,35,26
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::struct,1,100,48
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::pointer,1,271,33
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::compile_time_eval,1,632,149
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::defer_cleanup,1,7,3
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::exception_try,1,2,2
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::function,1,1586,250
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::import,1,539,298
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::macro,1,307,83
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::ownership,1,1,1
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::yield,1,64,6
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::throw_raise,1,95,35
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::generic,1,1122,193
github:mratsim/Arraymancer@d3b67712a3334ab4ded2809cc793e9cd7fed5fae,nim,github,GEN::reference,1,44,30
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::compile_time_eval,1,62,28
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::import,1,512,164
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::struct,1,58,25
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::task_async,1,225,57
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::function,1,653,101
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::ownership,1,2,1
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::reference,1,19,12
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::yield,1,19,6
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::closure_lambda,1,8,6
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::enum,1,8,7
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::generic,1,155,37
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::macro,1,23,6
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::throw_raise,1,51,13
github:planety/prologue@01edc251595ff696045a4c38c5034d145bd0fe89,nim,github,GEN::exception_try,1,21,12
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::generic,1,101,20
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::ownership,1,5,1
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::reference,1,83,19
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::throw_raise,1,3,3
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::yield,1,12,5
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::exception_try,1,2,2
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::function,1,828,60
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::import,1,96,56
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::macro,1,58,14
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::struct,1,83,20
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::task_async,1,23,3
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::closure_lambda,1,6,2
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::compile_time_eval,1,103,22
github:karaxnim/karax@fa5fdef42b3dd290880b3e4892e52385b892cfcb,nim,github,GEN::enum,1,28,13
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::function,1,1888,82
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::interface_trait,1,29,17
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::class,1,189,65
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::closure_lambda,1,966,55
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::generic,1,948,61
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::struct,1,111,44
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::await,1,139,7
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::capture,1,19,7
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::task_async,1,257,21
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::throw_raise,1,74,19
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::defer_cleanup,1,23,11
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::import,1,183,96
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::exception_try,1,616,41
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::for,1,138,32
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::optional_nullable,1,1498,62
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::pattern,1,998,59
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::attribute_annotation,1,630,53
github:Alamofire/Alamofire@0455bfb650893e86ad07ace16e5f2d36dadf46f4,swift,github,GEN::enum,1,77,34
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::await,1,1956,93
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::interface_trait,1,43,33
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::capture,1,5,4
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::closure_lambda,1,1006,86
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::optional_nullable,1,552,99
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::struct,1,426,172
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::pattern,1,673,123
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::attribute_annotation,1,803,71
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::class,1,47,39
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::defer_cleanup,1,14,10
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::exception_try,1,2547,135
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::function,1,1521,204
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::generic,1,466,118
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::import,1,805,196
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::enum,1,62,50
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::for,1,127,55
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::task_async,1,800,98
github:vapor/vapor@4813c31be404e8efe90dc09cc5568aaa6634e2ed,swift,github,GEN::throw_raise,1,169,66
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::enum,1,45,28
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::exception_try,1,324,27
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::generic,1,344,66
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::import,1,345,162
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::task_async,1,272,46
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::attribute_annotation,1,435,87
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::class,1,170,86
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::closure_lambda,1,615,93
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::defer_cleanup,1,58,14
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::function,1,1379,141
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::pattern,1,834,89
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::struct,1,130,69
github:onevcat/Kingfisher@be0d257b9bd47a4e6e1265fc8c237411825f107a,swift,github,GEN::await,1,178,18
