language_id,normalized_signature,known_pattern_match,observed,package_count,file_count,occurrences,ecosystems
julia,ID ID ID ID in ID ID ID ID ID ID .,0,1,3,4,6,github
julia,ID ID in ID ID .,0,1,3,6,6,github
julia,ID [ : ID ] = ID,0,1,3,3,8,github
julia,ID [ ID ( ID ) ] = ID,0,1,3,5,6,github
julia,ID [ ID ],0,1,3,6,8,github
julia,ID [ ID ] . = ID,0,1,3,4,4,github
julia,ID [ ID ] = ID ( ID [ ID ] ),0,1,3,3,3,github
julia,ID [ NUM ] = ID,0,1,3,5,8,github
julia,ID [ STR ] = STR,0,1,3,10,11,github
julia,ID [ ] + = NUM,0,1,3,6,9,github
julia,ID || return ID,0,1,3,3,4,github
julia,NUM - ID ID { ID } :,0,1,3,24,63,github
julia,] ),0,1,3,4,20,github
julia,elseif ! ID,0,1,3,8,8,github
julia,elseif ID,0,1,3,9,13,github
julia,elseif ID ( ID ),0,1,3,14,25,github
julia,"elseif ID ( ID , ID )",0,1,3,3,5,github
julia,end ),0,1,3,24,37,github
julia,end | > ID,0,1,3,8,8,github
julia,export ID,0,1,3,8,19,github
julia,"export ID , ID , ID , ID",0,1,3,7,7,github
julia,return ID (,0,1,3,14,21,github
julia,return ID ( ID ( ID ) ),0,1,3,8,11,github
julia,"return ID ( ID , ID ( ID ) )",0,1,3,9,12,github
julia,"return ID , ID , ID",0,1,3,4,13,github
julia,return ID . ID (,0,1,3,10,16,github
julia,return ID . ID ( ),0,1,3,3,11,github
julia,return ID . ID ( ID ),0,1,3,12,16,github
julia,return ID . ID [ NUM ],0,1,3,3,4,github
julia,return ID [ ID ],0,1,3,4,6,github
julia,return STR,0,1,3,8,14,github
julia,return quote,0,1,3,3,3,github
julia,) [ NUM ],0,1,2,2,2,github
julia,- ID :: ID : ID ID ID ID ID ID ID,0,1,2,3,5,github
julia,- ID :: ID : ID ID ID ID ID ID ID ID .,0,1,2,2,2,github
julia,- ID :: ID = ID : ID ID ID ID ID ID ID ID ID .,0,1,2,3,3,github
julia,: ID => [ STR ],0,1,2,2,3,github
julia,:: ID,0,1,2,7,36,github
julia,ID && break,0,1,2,2,2,github
julia,ID && continue,0,1,2,2,2,github
julia,ID ( ) :: ID,0,1,2,11,26,github
julia,ID ( :: ID ),0,1,2,3,3,github
julia,"ID ( ID ) && return ID ( ID , ID )",0,1,2,3,3,github
julia,ID ( ID ) ? ID : ID,0,1,2,2,3,github
julia,ID ( ID ) [ ID ],0,1,2,3,3,github
julia,ID ( ID ) || continue,0,1,2,3,4,github
julia,"ID ( ID , ID ( ID [ ID ] ) )",0,1,2,2,2,github
julia,"ID ( ID , ID , ID [ ID ] )",0,1,2,3,3,github
julia,"ID ( ID , ID => ID )",0,1,2,4,6,github
julia,"ID ( ID , ID [ ID ] )",0,1,2,6,10,github
julia,"ID ( ID , ID [ ] )",0,1,2,2,2,github
julia,"ID ( ID , [ ID ] )",0,1,2,3,9,github
julia,"ID ( ID :: ID , ID , ID )",0,1,2,3,3,github
julia,"ID ( ID :: ID , ID :: ID , ID :: ID )",0,1,2,4,7,github
julia,"ID ( ID :: ID , ID :: ID { < : ID } )",0,1,2,2,3,github
julia,"ID ( ID :: ID , ID ;",0,1,2,3,3,github
julia,ID ( ID :: ID . ID ),0,1,2,4,4,github
julia,"ID ( ID :: ID { ID , ID } ) :: ID { ID , ID }",0,1,2,2,2,github
julia,ID ( ID [ ID ] ),0,1,2,3,3,github
julia,"ID ( ID [ ID ] , ID )",0,1,2,3,5,github
julia,"ID ( ID [ STR ] , STR )",0,1,2,2,4,github
julia,"ID , ID = ID ( ID [ NUM ] )",0,1,2,2,2,github
julia,"ID , ID = ID ( ID [ NUM ] , ID )",0,1,2,2,3,github
julia,"ID , ID = ID [ ID ]",0,1,2,3,11,github
julia,"ID . ID ( ID :: ID , ID :: ID )",0,1,2,3,4,github
julia,ID . ID [ : ID ] = ID,0,1,2,3,7,github
julia,ID :: ID ),0,1,2,12,49,github
julia,ID :: ID . ID,0,1,2,4,5,github
julia,ID :: ID = ID,0,1,2,4,33,github
julia,ID :: ID = ID ( ID ),0,1,2,3,8,github
julia,"ID :: ID = ID ( ID ) ,",0,1,2,2,3,github
julia,ID :: ID = ID ) :: ID,0,1,2,2,3,github
julia,"ID :: ID = ID , ID :: ID = ID , ID :: ID = ID ,",0,1,2,3,11,github
julia,ID :: ID = NUM,0,1,2,3,16,github
julia,ID :: ID = STR,0,1,2,4,39,github
julia,"ID :: ID { < : ID } ,",0,1,2,7,10,github
julia,"ID :: ID { ID , ID } )",0,1,2,3,3,github
julia,"ID :: ID { ID , ID } = ID",0,1,2,2,5,github
julia,"ID :: ID { ID , ID } = ID ;",0,1,2,2,3,github
julia,"ID :: ID { ID } ,",0,1,2,9,40,github
julia,"ID :: ID { ID } , ID :: ID , ID :: ID ,",0,1,2,3,7,github
julia,"ID :: ID { ID } = ID [ ] ,",0,1,2,2,2,github
julia,ID :: function,0,1,2,3,4,github
julia,ID = ! ID,0,1,2,2,4,github
julia,"ID = ID ( ID ( ) , : ID => ID )",0,1,2,3,11,github
julia,ID = ID ( ID ( ID ) [ NUM ] ),0,1,2,3,4,github
julia,ID = ID ( ID ) ? ID : ID,0,1,2,2,2,github
julia,ID = ID ( ID ) [ NUM : end - NUM ],0,1,2,2,3,github
julia,"ID = ID ( ID , [ ID ] )",0,1,2,4,4,github
julia,"ID = ID ( ID , [ NUM , NUM , NUM ] )",0,1,2,3,4,github
julia,ID = ID ( ID => ID ),0,1,2,4,9,github
julia,ID = ID ( ID [ NUM NUM ; NUM NUM ] ),0,1,2,3,4,github
julia,"ID = ID ( ID { ID } , ID )",0,1,2,2,4,github
julia,"ID = ID ( [ NUM , NUM , NUM ] )",0,1,2,3,5,github
julia,"ID = ID ( [ NUM , NUM ] )",0,1,2,2,2,github
julia,ID = ID ( [ NUM NUM ; NUM NUM ] ),0,1,2,2,2,github
julia,ID = ID - ID [ ID ],0,1,2,3,6,github
julia,"ID = ID . ID ( ID [ NUM ] , ID )",0,1,2,2,3,github
julia,"ID = ID . ID ( [ NUM , NUM ] )",0,1,2,2,2,github
julia,ID = ID . ID [ ID ],0,1,2,5,12,github
julia,ID = ID . ID [ end ],0,1,2,3,3,github
julia,ID = ID == = ID ?,0,1,2,2,2,github
julia,ID = ID == ID ( ID . ID ) ? STR : STR,0,1,2,2,2,github
julia,ID = ID ? ID ( ) : ID ( ),0,1,2,2,5,github
julia,ID = ID ? ID : ID,0,1,2,3,3,github
julia,ID = ID ? STR : STR,0,1,2,2,5,github
julia,ID = ID [,0,1,2,3,3,github
julia,ID = ID [ ID ] = ID [ ID ],0,1,2,2,3,github
julia,"ID = ID [ NUM , : ]",0,1,2,6,59,github
julia,ID = ID [ NUM : end - NUM ],0,1,2,2,3,github
julia,ID = ID [ NUM : end ],0,1,2,4,4,github
julia,ID = ID [ end ],0,1,2,4,9,github
julia,"ID = ID { ID } ( ID , NUM )",0,1,2,8,14,github
julia,ID = ID { ID } ( NUM ),0,1,2,2,2,github
julia,"ID = [ - NUM , NUM , NUM ]",0,1,2,2,2,github
julia,ID = [ ID ( ID ) ],0,1,2,3,5,github
julia,"ID = [ ID , ID , ID ]",0,1,2,3,4,github
julia,"ID = [ ID , ID ]",0,1,2,7,14,github
julia,"ID = [ ID ] ,",0,1,2,2,3,github
julia,"ID = [ NUM , NUM , NUM , NUM ]",0,1,2,3,3,github
julia,ID = [ NUM : NUM ; ],0,1,2,3,4,github
julia,ID = [ NUM NUM NUM,0,1,2,3,4,github
julia,ID = [ NUM NUM NUM NUM,0,1,2,2,2,github
julia,ID = [ NUM NUM ],0,1,2,3,4,github
julia,"ID = [ STR , STR , STR ]",0,1,2,6,9,github
julia,"ID = [ STR ] ,",0,1,2,2,2,github
julia,ID = quote end,0,1,2,2,3,github
julia,ID == = ID && return STR,0,1,2,2,3,github
julia,ID == = ID || return ID,0,1,2,3,5,github
julia,ID == NUM && break,0,1,2,3,4,github
julia,ID > ID ( ID ) && return ID,0,1,2,3,3,github
julia,ID ID ID ID ID ID ID ID ID ID in ID .,0,1,2,3,3,github
julia,ID ID ID ID ID ID ID ID ID in ID ID .,0,1,2,3,4,github
julia,ID ID ID ID ID in ID .,0,1,2,2,3,github
julia,ID ID ID ID ID type .,0,1,2,2,2,github
julia,ID ID ID ID in ID .,0,1,2,3,3,github
julia,ID ID ID in ID ID .,0,1,2,2,2,github
julia,ID ID new ID ID ID .,0,1,2,3,3,github
julia,ID [ ID + NUM ] = ID,0,1,2,3,3,github
julia,"ID [ ID , ID ] = ID",0,1,2,3,3,github
julia,ID [ ID ] + = NUM,0,1,2,3,3,github
julia,ID [ ID ] = ID ( ID ),0,1,2,2,3,github
julia,ID [ ID ] = ID [ ID ],0,1,2,7,8,github
julia,ID [ ID ] = ID [ ],0,1,2,2,3,github
julia,ID [ ID ] = NUM,0,1,2,5,8,github
julia,"ID [ NUM , NUM ] = ID",0,1,2,4,7,github
julia,"ID [ NUM , NUM ] = NUM",0,1,2,5,18,github
julia,ID [ NUM ],0,1,2,3,5,github
julia,ID [ NUM ] = ID [ NUM ],0,1,2,3,4,github
julia,ID [ NUM ] = NUM,0,1,2,9,10,github
julia,ID [ STR ] = ID,0,1,2,2,2,github
julia,ID [ ] = NUM,0,1,2,4,8,github
julia,ID in ID,0,1,2,2,3,github
julia,ID in ID ID .,0,1,2,2,4,github
julia,ID {,0,1,2,3,4,github
julia,"ID { ID , ID ( ID ) } ( ID )",0,1,2,2,5,github
julia,"ID { ID , ID }",0,1,2,2,2,github
julia,"ID { ID , ID } ( ID )",0,1,2,2,2,github
julia,ID { ID },0,1,2,2,2,github
julia,"ID { ID } ,",0,1,2,4,8,github
julia,ID },0,1,2,3,3,github
julia,NUM NUM ID { ID } :,0,1,2,7,31,github
julia,NUM NUM NUM NUM NUM ],0,1,2,4,47,github
julia,NUM NUM NUM NUM ],0,1,2,2,2,github
julia,NUM NUM NUM ],0,1,2,5,9,github
julia,NUM ],0,1,2,2,4,github
julia,STR => ID [,0,1,2,2,4,github
julia,STR ],0,1,2,2,2,github
julia,elseif ID && ! ID,0,1,2,2,3,github
julia,"elseif ID ( ID , STR )",0,1,2,4,5,github
julia,elseif ID . ID ( ),0,1,2,3,7,github
julia,elseif ID . ID ( ID ),0,1,2,4,5,github
julia,elseif ID == : ID,0,1,2,4,15,github
julia,elseif ID == = : ID,0,1,2,7,10,github
julia,elseif ID == = ID,0,1,2,9,14,github
julia,elseif ID == = ID . ID,0,1,2,2,3,github
julia,elseif ID [ NUM ] isa ID,0,1,2,2,3,github
julia,"elseif ID isa ID { ID , ID }",0,1,2,3,3,github
julia,elseif ID isa ID { ID },0,1,2,3,6,github
julia,"end ,",0,1,2,4,13,github
julia,end ;,0,1,2,28,98,github
julia,"export ID , ID , ID , ID , ID",0,1,2,5,7,github
julia,"export ID , ID , ID , ID , ID , ID",0,1,2,5,7,github
julia,"export ID , ID , ID , ID , ID , ID , ID",0,1,2,2,3,github
julia,"if ID ID ID ID ID , ID ID ID ID ID .",0,1,2,2,2,github
julia,in ID ID ID ID .,0,1,2,2,3,github
julia,return - ID,0,1,2,5,5,github
julia,"return ID ( ID ( ID ) , ID )",0,1,2,2,2,github
julia,"return ID ( ID ( ID , ID ) )",0,1,2,4,6,github
julia,"return ID ( ID , ID ( ID ) ; ID ... )",0,1,2,2,2,github
julia,"return ID ( ID , ID , ID ( ID ) )",0,1,2,2,2,github
julia,"return ID ( ID , ID , ID , ID , ID )",0,1,2,3,4,github
julia,return ID ( ID . ID ( ID ) ),0,1,2,4,4,github
julia,return ID ( ID . ID ),0,1,2,3,3,github
julia,"return ID ( ID . ID , ID . ID ( ID . ID , ID ) )",0,1,2,2,2,github
julia,return ID ( ID ... ),0,1,2,5,5,github
julia,"return ID ( ID { ID } , ID )",0,1,2,2,5,github
julia,return ID + ID,0,1,2,2,2,github
julia,"return ID , ID ( ID )",0,1,2,3,4,github
julia,"return ID . ID ( ID ( ID ) , ID )",0,1,2,2,3,github
julia,"return ID . ID ( ID , ID ... )",0,1,2,2,6,github
julia,return ID ID ID ID ID ID ID .,0,1,2,2,3,github
julia,return ID ID ID ID ID ID ID ID ID ID ID ID,0,1,2,2,2,github
julia,return ID [ NUM ],0,1,2,2,3,github
julia,return NUM,0,1,2,8,18,github
julia,return [,0,1,2,2,2,github
julia,"return new { ID ( ID ) , ID ( ID ) } ( ID , ID )",0,1,2,2,2,github
julia,return new { ID ( ID ) } ( ID ),0,1,2,2,2,github
julia,"} ,",0,1,2,3,4,github
julia,"! ! ! ID ID ID ID , ID ID ID ID ID ID ID ID",0,1,1,1,1,github
julia,! ! ! ID ID ID ID ID ID ID ID ID ID ID ID ID ID ID ID ID ID,0,1,1,1,1,github
julia,! ( ID ( ID ) isa ID || ID isa ID ),0,1,1,1,1,github
julia,"! ( ID [ NUM ] in [ STR , STR , STR , STR ] )",0,1,1,2,2,github
julia,"! ( ID [ NUM ] in [ STR , STR ] ) ||",0,1,1,2,2,github
julia,! ( ID || ID ) &&,0,1,1,1,1,github
julia,"! ID && ID ( ID , ID [ ID ] )",0,1,1,1,1,github
julia,! ID && ID . ID . ID && ( ID [ STR ] = ID ),0,1,1,1,1,github
julia,"! ID ( ID ( ID ( ID [ NUM ] ) / ID ( ID [ NUM ] ) ) , ID ( ID [ NUM ] ) / ID ( ID [ NUM ] ) )",0,1,1,1,1,github
julia,! ID ( ID ( ID ) ) && return NUM,0,1,1,1,1,github
julia,"! ID ( ID ( ID , ID , ID , ID ) , ID ) && ID isa ID && return ID , ID",0,1,1,1,1,github
julia,! ID ( ID ),0,1,1,1,1,github
julia,! ID ( ID ) &&,0,1,1,1,1,github
julia,"! ID ( ID ) && ! ID ( ID ) && ID ( ID , STR )",0,1,1,1,1,github
julia,"! ID ( ID ) && ! ID ( ID , ID ) && return NUM",0,1,1,1,1,github
julia,"! ID ( ID ) && ID ( ID , ID )",0,1,1,1,1,github
julia,"! ID ( ID ) && ID ( ID , ID ) && return NUM",0,1,1,1,1,github
julia,! ID ( ID ) && continue,0,1,1,4,7,github
julia,"! ID ( ID ) && return ( ID , ID ( ) )",0,1,1,1,1,github
julia,! ID ( ID ) && return ID,0,1,1,7,9,github
julia,"! ID ( ID ) && return ID ( ID , ID )",0,1,1,1,1,github
julia,! ID ( ID ) || ID ( ID ) != = ID { ID } ||,0,1,1,1,1,github
julia,"! ID ( ID , ( + ) ) && return ID",0,1,1,2,3,github
julia,"! ID ( ID , ( + ) ) && return [ ]",0,1,1,1,1,github
julia,"! ID ( ID , NUM ) && ! ID ( ID , NUM ) && return ID",0,1,1,1,1,github
julia,"! ID ( ID , NUM ) && return ( ID , ID ( ) )",0,1,1,1,1,github
julia,"! ID ( ID . ID [ ID ] , ID ( ID [ NUM ] ) ) && ( ID . ID [ ID ] [ ID ( ID [ NUM ] ) ] = ID )",0,1,1,1,1,github
julia,! ID ( ID [ ID ] ) && ( ID [ ID ] = ID ( ID [ ID ] ) ),0,1,1,1,1,github
julia,! ID ( ID [ ID ] ) && ( ID [ ID ] = ID ( ID [ ID ] - ID . ID ) ),0,1,1,1,1,github
julia,! ID ( ID [ ID ] ) && continue,0,1,1,1,2,github
julia,"! ID ( ID [ NUM ] , ID )",0,1,1,1,1,github
julia,"! ID ( ID [ NUM ] , ID ) && continue",0,1,1,1,1,github
julia,! ID . ID ( ) && ID . ID ( ),0,1,1,1,1,github
julia,"! ID . ID ( ID ) ,",0,1,1,1,1,github
julia,"! ID . ID . ID ( ID [ ID ] . ID ) && ID ( ID , ID [ ID ] )",0,1,1,1,1,github
julia,"! in ( ID , ID ( ID ( ) ) | > ID ) &&",0,1,1,1,1,github
julia,"! in ( ID , ID [ ID ] ) && ID ( ID [ ID ] , ID )",0,1,1,2,2,github
julia,"! isa ( ID , ID )",0,1,1,1,1,github
julia,"( ! ID ( ID , ID ) ) && continue",0,1,1,1,1,github
julia,"( ! ID ( ID , STR ) ||",0,1,1,1,1,github
julia,"( ! ID || ID ) && ID ( ID , ID )",0,1,1,1,1,github
julia,"( ( ID ( ID ( ID , [ STR ] ) ) in ID ) || ID ( ID ) ) && ID ( ID , ID )",0,1,1,1,1,github
julia,"( ( ID . ID ( ) - ID [ ID ] . ID ) <= ID . ID . ID ) && ID ( ID , ID [ ID ] )",0,1,1,1,1,github
julia,"( ( ID . ID ( ) - ID [ ID ] . ID ) > ID . ID . ID ) && ID ( ID , ID [ ID ] )",0,1,1,1,1,github
julia,"( ( ID = ( ( ID = [ NUM ; ; ] , ID = [ NUM ] , = ID ) , ) , ) , ID )",0,1,1,1,2,github
julia,"( ( ID = ( ( ID = [ NUM ; ; ] , ID = [ NUM ] , = ID ) , ) , ) , [ NUM ] )",0,1,1,1,1,github
julia,"( ( ID = [ NUM , NUM ] , ) , ( ID = [ NUM , NUM ] , ) , ID ( ID ( NUM ) , ID ) ) ,",0,1,1,1,1,github
julia,"( ( ID [ NUM ] ) :: ID ( * ) ) ( :: ID { < : ID } , :: ID { < : ID } ) [ NUM : NUM , NUM : NUM ]",0,1,1,1,1,github
julia,( ( ID [ NUM ] ) :: ID ( ID ) ) ( .. ),0,1,1,1,1,github
julia,"( ( ID [ NUM ] ) :: ID ( ID ) ) ( :: ID , :: ID ) :: ID",0,1,1,1,1,github
julia,"( ( ID [ NUM ] ) :: ID ( ID ) ) ( :: function , .. )",0,1,1,1,1,github
julia,( ( ID || ID isa ID ) ? ID ( ) : ID ( ) ) :,0,1,1,1,1,github
julia,"( : ID => ID ( ID , ID ) ) | > ID",0,1,1,1,1,github
julia,"( = ( ) , = ID [ NUM ] , = ID [ NUM ] , = ID [ NUM ] , = ID [ NUM ] , = NUM . ID - NUM , ID = NUM . ID , ID = ID , ID = ID , ID = ID , ID = NUM )",0,1,1,1,1,github
julia,( ID != : ID && ID != : ID ) && continue,0,1,1,1,1,github
julia,"( ID ( ( NUM , NUM ) , NUM => NUM ) , ID ( ID , NUM , NUM , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ( NUM , NUM ) , NUM => NUM , ID = NUM ) , ID ( ID , NUM , NUM , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ( ( ID ^ ID ) ( ID ) ) , ID ( => ID ) ) ) ) )",0,1,1,1,1,github
julia,"( ID ( ID ( ( ID ^ ID ) ( ID ) ) , ID ( => ID + ID * ID ) ) ) ) )",0,1,1,1,1,github
julia,"( ID ( ID ( ( NUM , NUM ) , NUM => NUM , ) , ID ( ( NUM , NUM ) , NUM => NUM , ID ) ) , ID ( ID , NUM , NUM , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ( ( NUM , NUM ) , NUM => NUM , ID = ID ( ) ) , ID ( ( NUM , NUM ) , ID = ID ( ) ) ) , ID ( ID , NUM , NUM , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ( ID ( NUM => NUM ) , ID ( NUM => NUM ) ) ) , ID ( ID , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ( ID , ID ) ) || ID == ID ) && continue",0,1,1,1,1,github
julia,"( ID ( ID ( NUM => NUM ) , ID ( NUM , ID ) ) , ID ( NUM => NUM ) )",0,1,1,1,1,github
julia,"( ID ( ID ( NUM => NUM ) , ID ( NUM => NUM ) ) , ID ( ID , NUM , NUM ) , STR ) ,",0,1,1,1,2,github
julia,"( ID ( ID ( NUM => NUM ) , ID ) , ID ( ID , NUM , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ( NUM => NUM , ID ) , ID ( NUM => NUM ) ) , ID ( ID , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( ID ) && ID ) || return ( ID , ID , ID )",0,1,1,1,1,github
julia,( ID ( ID ) ) [ NUM : NUM ],0,1,1,1,2,github
julia,( ID ( ID ) ) [ NUM ],0,1,1,1,3,github
julia,"( ID ( ID ) , ID ( ID ) , ID ( ID ) , ID [ [ NUM ] , [ NUM ] ] )",0,1,1,1,1,github
julia,"( ID ( ID ) , ID ( ID ) , ID [ ID . ID [ NUM ] , ID . ID [ NUM ] ] )",0,1,1,1,1,github
julia,"( ID ( ID ) , ID ( ID ) , ID [ [ NUM ] , [ NUM ] ] )",0,1,1,1,3,github
julia,"( ID ( ID ) , ID ( ID ) , ID [ [ NUM ] , [ NUM ] ] , ID ( NUM ) )",0,1,1,1,1,github
julia,"( ID ( ID ) [ NUM ] == NUM ) && ( ID ( ID , STR ) )",0,1,1,2,2,github
julia,"( ID ( ID ) || ! ID ( ID , ID ) ) && ID . ID ( STR )",0,1,1,1,1,github
julia,"( ID ( ID , ID ) || ID ( ID , ID ) ) && return ID",0,1,1,1,1,github
julia,"( ID ( ID , STR ) && ( ID [ STR ] == STR ) ) ) )",0,1,1,1,1,github
julia,"( ID ( ID , STR ) && ID ( ID ( ID , STR , STR ) ) != STR )",0,1,1,1,1,github
julia,"( ID ( ID , STR ) && ID ( ID , ID [ STR ] ) ) ||",0,1,1,1,1,github
julia,"( ID ( ID , STR ) ? STR : STR )",0,1,1,1,1,github
julia,"( ID ( ID , STR ) || ID ( ID , STR ) ) && ( ID = ID [ NUM : end - NUM ] )",0,1,1,1,1,github
julia,"( ID ( ID , STR ) || ID ( ID , STR ) ) && ( ID = ID [ NUM : end ] )",0,1,1,1,1,github
julia,"( ID ( ID . ID ( ID ) , STR ) || ID ( ID . ID ( ID ) , STR ) ) ?",0,1,1,1,2,github
julia,( ID ( ID . ID ) [ NUM : end - NUM ] . - NUM ) . * ID . ID . - ID . + ID . ID,0,1,1,1,1,github
julia,( ID ( ID . ID + ID . ID [ NUM ] . ID + ID . ID [ NUM ] . ID [ NUM ] + ID . ID [ NUM ] . ID [ NUM ] ) ),0,1,1,1,1,github
julia,"( ID ( ID . ID , ID ) && isa ( ID . ID [ ID ] , ID ) ) || ( ID . ID [ ID ] = ID [ ] )",0,1,1,1,1,github
julia,"( ID ( NUM => NUM ) , ID ( ID , NUM ) , STR ) ,",0,1,1,1,1,github
julia,"( ID ( NUM => NUM ) , ID ( ID , NUM , NUM ) , STR ) ,",0,1,1,1,3,github
julia,"( ID ( NUM => NUM ) , ID ( NUM , ID ) )",0,1,1,1,1,github
julia,( ID ( STR ) ? ID ( STR ) : [ ] ),0,1,1,1,1,github
julia,"( ID ( STR ) ? ID ( STR ) : [ ] ) ,",0,1,1,1,2,github
julia,"( ID ( STR ) ? ID ( STR ) : [ ] ) , ( ID ( STR ) ? ID ( STR ; ID = ID ) : [ ] ) ,",0,1,1,1,1,github
julia,"( ID ( STR ) ? ID ( STR ) : [ ] ) , ( ID ( STR ) ? ID ( STR ; ID = ID ) : [ ] ) , ( ID ( STR ) ? ID ( STR ; ID = ID ) : [ ] ) ,",0,1,1,1,1,github
julia,"( ID ( ~ , ID , ID ) ) [ NUM : NUM , NUM : NUM ]",0,1,1,1,1,github
julia,( ID ) ID ID ID . ID ID ID ID ID ID ID \,0,1,1,1,1,github
julia,"( ID , ) :: ID { ID } )",0,1,1,3,3,github
julia,"( ID , ) :: ID { ID } ,",0,1,1,2,7,github
julia,"( ID , ID ( ID [ ID ] , ID . ID ) )",0,1,1,1,1,github
julia,"( ID , ID ) ID ( ID ) ] , STR )",0,1,1,1,1,github
julia,"( ID , ID ) ID ( ID ) ] , STR ) , STR )",0,1,1,1,2,github
